"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명"
"3010000","CDFI2260032014000002","2014-07-08","","01","영업/정상","13","영업중","","","","","2264-2200","","","서울특별시 중구 오장동 206-2","서울특별시 중구 동호로 335 (오장동)","04559","스카이파크호텔 동대문1호점","2025-07-07 10:48:48","U","2025-07-09 02:40:00.0","","200113.999615549","451324.026100645","관광숙박업","","상업지역","19","학교정화(상대)","","2성","호텔","19","2","254","0","HOTEL SKYPARK DONGDAEMUN 1","TOURIST HOTEL","0","0","","0","0","","0","8243.76","","0","","","","","","","0","","","","8244","관광호텔업"
"3010000","CDFI2260032014000003","2014-07-22","","01","영업/정상","13","영업중","","","","","02-727-8700","","100-011","서울특별시 중구 충무로1가 24-30","서울특별시 중구 퇴계로 107 (충무로1가)","04536","데이즈 호텔 명동","2024-02-14 16:48:29","U","2024-02-16 02:40:00.0","","198484.096465671","450963.971753178","관광숙박업","","중심상업지역","13","기타","","3성","호텔","11","2","64","0","Days Hotel Myeongdong","Tourist Hotel","0","0","","0","0","","0","2932.36","","0","","","","","","","8499999700","","","","2932","관광호텔업"
"3010000","CDFI2260032014000004","2014-08-14","","01","영업/정상","13","영업중","","","","","02-2266-1553","","100-290","서울특별시 중구 예관동 70-2","서울특별시 중구 창경궁로 20 (예관동)","04559","뉴 블랑 센트럴 명동","2024-12-18 09:20:34","U","2024-12-21 02:40:00.0","","199812.204706685","451319.127469002","관광숙박업","","일반상업지역","20","학교정화(상대)","","3성(기간경과)","호텔","18","2","181","6077","New Blanc Central Myeongdong","Tourist Hotel","0","0","","0","0","","0","6076.97","","0","","","","","","","19499999200","","","","6077","관광호텔업"
"3010000","CDFI2260032014000005","2014-10-10","","01","영업/정상","13","영업중","","","","","2269-2550","","100-310","서울특별시 중구 오장동 181-4","서울특별시 중구 동호로 346 (오장동)","04561","베이튼호텔","2025-07-07 10:40:58","U","2025-07-09 02:40:00.0","","200171.935816725","451444.246421136","관광숙박업","","일반상업지역","20","기타","","3성","숙박시설","20","3","161","5770","BAITON HOTEL","Tourist Hotel","0","0","","0","0","","0","5769.68","","0","","","","","","","0","","","","5770","관광호텔업"
"3010000","CDFI2260032014000006","2014-10-29","","01","영업/정상","13","영업중","","","","","","","100-412","서울특별시 중구 광희동2가 238-1","서울특별시 중구 퇴계로 334 (광희동2가)","100-412","맹그로브 동대문","2024-07-12 15:43:26","U","2024-07-14 02:40:00.0","","200701.142404743","451316.536804153","관광숙박업","","일반상업지역","0","기타","","2성","호텔","16","3","177","5967","mangrove dongdaemun","Tourist Hotel","0","0","","0","0","","0","5967.01","","0","","","","","","","0","","","","5967","관광호텔업"
"3010000","CDFI2260032015000001","2015-01-12","","03","폐업","03","폐업","2022-04-22","","","","2020-4040","","100-846","서울특별시 중구 을지로3가 95-7","서울특별시 중구 충무로9길 20 (을지로3가)","04543","스타즈호텔 명동1호점","2022-04-22 12:17:23","U","2022-04-24 02:40:00.0","","199172.465802722","451638.530759379","관광숙박업","","일반상업지역","0","","","3성","호텔","10","4","150","7946","Staz Hotel Myeongdong I","Tourist Hotel","0","0","","0","0","","0","7945.98","","0","","","","","","","0","","","","7946","관광호텔업"
"3010000","CDFI2260032015000002","2015-01-16","","01","영업/정상","13","영업중","","","","","2231-6000","","100-310","서울특별시 중구 오장동 90-24","서울특별시 중구 퇴계로45길 32-37 (오장동)","04559","모닝스카이호텔","2025-07-23 16:25:29","U","2025-07-25 02:40:00.0","","199921.397507532","451313.003647556","관광숙박업","","일반상업지역","0","학교정화(상대)","","2성(기간만료)","","0","0","88","1130","Morning Sky Hotel","Tourist Hotel","0","0","","0","0","","0","1129.94","","0","","","","","","","0","","","","1130","관광호텔업"
"3010000","CDFI2260032015000003","2015-01-22","","01","영업/정상","13","영업중","","","","","2020-4040","","100-013","서울특별시 중구 충무로3가 58-8","서울특별시 중구 수표로 16 (충무로3가)","04554","트레블로지 명동 남산","2025-07-07 11:01:29","U","2025-07-09 02:40:00.0","","199114.933047561","451143.358208599","관광숙박업","","일반상업지역","0","","","3성","호텔","13","3","174","5164","Travelodge Myeongdong Namsan","Tourist Hotel","0","0","","0","0","","0","5163.73","","0","","","","","","","0","","","","5164","관광호텔업"
"3010000","CDFI2260032015000004","2015-01-26","","01","영업/정상","13","영업중","","","","","02-2275-5019","","100-250","서울특별시 중구 예장동 1-43","서울특별시 중구 필동로8길 77 (예장동)","04626","하센영인호텔","2024-02-14 16:32:38","U","2024-02-16 02:40:00.0","","199329.785160077","450473.272809688","관광숙박업","","일반주거지역","0","","","2성(기간만료)","호텔","3","2","24","1258","HASEN YOUNGINN HOTEL","Mini Hotel","0","0","","0","0","","0","1257.96","","0","","","","","","","0","","","","1258","소형호텔업"
"3010000","CDFI2260032015000005","2015-01-29","","03","폐업","03","폐업","2019-07-24","","","","772-8700","","100-874","서울특별시 중구 회현동1가 194-30번지","서울특별시 중구 퇴계로6길 3-6 (회현동1가)","04634","플로라호텔 남산씨티","2019-07-24 09:09:44","U","2019-07-26 02:40:00.0","","198043.49823516","450616.474794295","관광숙박업","","준주거지역","0","학교정화(상대)","","","호텔","6","2","60","2575","FLORAL HOTEL Namsan City","Tourist Hotel","0","0","","0","0","","0","2574.87","","0","","","","","","","0","","","","2575","관광호텔업"
"3010000","CDFI2260032015000006","2015-02-12","","03","폐업","03","폐업","2023-03-21","","","","070-8830-8160","","100-310","서울특별시 중구 오장동 139-20","서울특별시 중구 동호로 343 (오장동)","04547","서울 엔 호스텔","2023-03-22 18:15:49","U","2023-03-24 02:40:00.0","","200114.588886239","451412.287586053","관광숙박업","","일반상업지역","0","","","","","0","0","20","0","SEOUL N HOSTEL","HOSTEL","0","0","","0","0","","0","401.22","","0","","","","","","","0","","","","401","호스텔업"
"3010000","CDFI2260032015000007","2015-02-17","","01","영업/정상","13","영업중","","","","","2280-8080","","100-250","서울특별시 중구 예장동 2-19","서울특별시 중구 삼일대로2길 50 (예장동)","04627","오리엔스 호텔 앤 레지던스","2025-07-07 11:23:15","U","2025-07-09 02:40:00.0","","199159.933187356","450864.449621814","관광숙박업","","일반주거지역","0","","","","호텔","5","4","116","0","ORIENS HOTEL & RESIDENCES","Family Hotel","0","0","","0","0","","0","10421.97","","0","","","","","","","0","","","","10422","가족호텔업"
"3010000","CDFI2260032015000008","2015-02-23","","01","영업/정상","13","영업중","","","","","02-536-4851","","100-861","서울특별시 중구 충무로2가 51-17","서울특별시 중구 퇴계로 159-8 (충무로2가)","04553","올스테이인","2024-10-15 21:21:55","U","2024-10-17 02:40:00.0","","199037.916477276","451051.291993868","관광숙박업","","일반상업지역","3","","","대지면적 126","","0","0","19","0","ALLSTAYINN","Hostel","0","0","","0","0","","0","272.2","","0","","","","","","","0","","","","272","호스텔업"
"3010000","CDFI2260032015000009","2015-03-09","","01","영업/정상","13","영업중","","","","","02-6020-8813","","100-861","서울특별시 중구 충무로2가 53-10","서울특별시 중구 삼일대로 302 (충무로2가)","04553","이비스 스타일 앰배서더 서울 명동","2025-07-18 14:41:38","U","2025-07-20 02:40:00.0","","198990.202955049","451044.895347229","관광숙박업","","일반상업지역","0","","","3성","호텔","20","4","180","7407","Ibis Styles Ambassador Seoul Myeong-dong","Tourist Hotel","0","0","","0","0","","0","7406.53","","0","","","","","","","31499999200","","","","7407","관광호텔업"
"3010000","CDFI2260032015000010","2015-03-17","","01","영업/정상","13","영업중","","","","","023161780","","100-013","서울특별시 중구 충무로3가 30-1","서울특별시 중구 충무로 23-1 (충무로3가)","04555","홉인 서울 명동 (HOP INN SEOUL MYEONGDONG)","2026-02-03 10:22:51","U","2026-02-06 02:40:00.0","","199295.433977253","451227.87958574","관광숙박업","","일반상업지역","0","","","3성","호텔","12","2","97","3384","HOP INN SEOUL MYEONGDONG","Tourist Hotel","0","0","","0","0","","0","3383.64","","0","","","","","","","0","","","","3384","관광호텔업"
"3010000","CDFI2260032015000011","2015-03-25","","01","영업/정상","13","영업중","","","","","02-2273-9603","","100-863","서울특별시 중구 충무로4가 125-11","서울특별시 중구 퇴계로 216 (충무로4가)","04625","호텔 도마","2025-07-07 11:12:27","U","2025-07-09 02:40:00.0","","199560.411618029","451005.647814461","관광숙박업","","일반주거지역","0","","","2성(기간경과), 등급미신청","호텔","6","1","50","2312","Hotel Doma","Tourist Hotel","0","0","","0","0","","0","2312.22","","0","","","","","","","0","","","","2312","관광호텔업"
"3010000","CDFI2260032015000012","2015-04-10","","01","영업/정상","13","영업중","","","","","02-6240-5101","","100-845","서울특별시 중구 을지로2가 101-1","서울특별시 중구 수표로 61 (을지로2가)","04542","트레블로지 명동 을지로 호텔","2025-07-07 11:03:42","U","2025-07-09 02:40:00.0","","198991.480652031","451591.912071216","관광숙박업","","일반상업지역","0","","","3성","호텔","15","4","224","9974","Travelodge Myeongdong Euljiro Hotel","Tourist Hotel","0","0","","0","0","","0","9973.62","","0","","","","","","","0","","","","9974","관광호텔업"
"3010000","CDFI2260032015000013","2015-05-15","","01","영업/정상","13","영업중","","","","","02-755-1300","","100-873","서울특별시 중구 회현동1가 99-18","서울특별시 중구 퇴계로8길 31-9 (회현동1가)","04634","루미아 호텔","2024-12-31 13:57:23","U","2025-01-03 02:40:00.0","","198142.881185174","450638.810478052","관광숙박업","","준주거지역","0","학교정화(상대)","","","호텔","5","1","34","956","Lumia Hotel","Hostel","0","0","","0","0","","0","956.48","","0","","","","","","","0","","","","956","호스텔업"
"3010000","CDFI2260032015000014","2015-06-24","","01","영업/정상","13","영업중","","","","","2198-1212","","100-412","서울특별시 중구 광희동2가 17","서울특별시 중구 장충단로 226 (광희동2가)","04565","소테츠호텔즈 더 스프라지르 서울 동대문","2025-07-07 10:46:56","U","2025-07-09 02:40:00.0","","200614.724711748","451381.249500534","관광숙박업","","일반상업지역","0","","","4성","호텔","21","4","215","0","SOTETSU HOTELS THE SPLAISIR SEOUL DONGDAEMUN","Tourist Hotel","0","0","","0","0","","0","12562.85","","0","","","","","","","0","","","","12563","관광호텔업"
"3010000","CDFI2260032015000015","2015-06-26","","01","영업/정상","13","영업중","","","","","02  740 4500","","100-860","서울특별시 중구 충무로2가 12-7","서울특별시 중구 명동8가길 53 (충무로2가)","04537","호텔 크레토","2025-07-07 11:16:21","U","2025-07-09 02:40:00.0","","198877.823601669","451079.561839622","관광숙박업","","중심상업지역","10","학교정화(상대)","","2성","","9","1","35","0","HOTEL CRETO","Tourist Hotel","0","0","","0","0","","0","1377.07","","0","","","","","","","0","","","","1377","관광호텔업"
"3010000","CDFI2260032015000016","2015-07-30","","01","영업/정상","13","영업중","","","","","0507-1405-5441","","100-804","서울특별시 중구 남창동 9-15 10층","서울특별시 중구 퇴계로 61, 10층 (남창동)","04529","24게스트하우스 명동타운점","2024-02-20 09:31:19","U","2024-02-22 02:40:00.0","","198065.845616529","450787.39677054","관광숙박업","","일반상업지역","0","","","","","10","0","11","0","24Guesthouse Myeongdong town","Hostel","0","0","","0","0","","0","267.23","","0","","","","","","","0","","","","267","호스텔업"
"3010000","CDFI2260032015000017","2015-08-27","","01","영업/정상","13","영업중","","","","","2271-3501","","","서울특별시 중구 쌍림동 270-2","서울특별시 중구 퇴계로 306 (쌍림동)","04615","호텔 더 디자이너스 동대문","2025-08-18 10:39:56","U","2025-08-20 02:40:00.0","","200429.929353714","451264.595792065","관광숙박업","","","0","","","2성","","17","3","99","0","HOTEL THE DESIGNERS DONGDAEMUN","Tourist Hotel","0","0","","0","0","","0","4804.48","","0","","","","","","","0","","","","4804","관광호텔업"
"3010000","CDFI2260032015000018","2015-09-11","","01","영업/정상","13","영업중","","","","","02-773-5553","","","서울특별시 중구 명동2가 31-1","서울특별시 중구 명동8길 27 (명동2가, 엠 플라자)","04536","솔라리아 니시테츠 호텔 서울 명동","2025-07-07 10:48:11","U","2025-07-09 02:40:00.0","","198619.38819773","451135.740279961","관광숙박업","","중심상업지역","0","학교정화(상대)","","3성","호텔","0","0","312","0","Solaria Nishitetsu Hotel Seoul Myeong-dong","Tourist Hotel","0","0","","0","0","","0","12388.79","","0","","","","","","","0","","","","12389","관광호텔업"
"3010000","CDFI2260032015000019","2015-09-17","","01","영업/정상","13","영업중","","","","","070-7779-3327","","","서울특별시 중구 태평로2가 366-1 3층","서울특별시 중구 덕수궁길 7, 3층 (태평로2가, 오천회관빌딩)","04515","24게스트하우스 서울시청점","2024-02-20 09:32:02","U","2024-02-22 02:40:00.0","","197838.506308443","451380.770303032","관광숙박업","","일반주거지역","0","","","","","3","0","11","358","24Guesthouse Seoul Cityhall","Hostel","0","0","","0","0","","0","357.77","","0","","","","","","","0","","","","358","호스텔업"
"3010000","CDFI2260032015000020","2015-09-23","","01","영업/정상","13","영업중","","","","","752-0022","","","서울특별시 중구 명동1가 10-1","서울특별시 중구 명동9길 16 (명동1가, 명동 센트럴빌딩 호텔스카이파크)","04538","호텔 스카이파크 센트럴 명동점","2025-07-07 11:14:20","U","2025-07-09 02:40:00.0","","198625.254251263","451373.686002948","관광숙박업","","중심상업지역","0","","","3성","","16","7","312","18586","HOTEL SKYPARK CENTRAL Myeongdong","Tourist Hotel","0","0","","0","0","","0","18585.89","","0","","","","","","","0","","","","18586","관광호텔업"
"3010000","CDFI2260032015000021","2015-10-06","","01","영업/정상","13","영업중","","","","","779-9888","","","서울특별시 중구 을지로5가 274-1","서울특별시 중구 동호로35길 5 (을지로5가, 석광빌딩)","04547","에이큐브 호텔","2025-07-07 10:54:37","U","2025-07-09 02:40:00.0","","200110.335302043","451549.054429182","관광숙박업","","","0","","","3성급","","8","2","43","0","ACUBE HOTEL","Tourist Hotel","0","0","","0","0","","0","2387.18","","0","","","","","","","0","","","","2387","관광호텔업"
"3010000","CDFI2260032015000022","2015-10-14","","03","폐업","03","폐업","2026-03-18","","","","02-750-5900","","","서울특별시 중구 소공동 70","서울특별시 중구 남대문로7길 19 (소공동, 삼영빌딩)","04532","크라운파크 호텔","2026-03-18 13:10:45","U","2026-03-20 02:40:00.0","","198232.003862907","451276.307297241","관광숙박업","","","0","","","3성","","16","2","204","9940","CROWN PARK HOTEL","TOURIST HOTEL","0","0","","0","0","","0","9940.25","","0","","","","","","","0","","","","9940","관광호텔업"
"3010000","CDFI2260032015000023","2015-11-02","","01","영업/정상","13","영업중","","","","","02-2095-4953","","","서울특별시 중구 북창동 93-99","서울특별시 중구 남대문로5길 15 (북창동)","04526","소테츠호텔즈 더 스프라지르 서울 명동","2025-07-07 10:47:24","U","2025-07-09 02:40:00.0","","198053.638327649","451086.299785656","관광숙박업","","","0","","","4성","","17","5","428","0","SOTETSU HOTELS THE SPLAISIR SEOUL MYEONG-DONG","Tourist Hotel","0","0","","0","0","","0","18598.8","","0","","","","","","","0","","","","18599","관광호텔업"
"3010000","CDFI2260032015000024","2015-12-21","","01","영업/정상","13","영업중","","","","","2271-0827","","","서울특별시 중구 주교동 125-2","서울특별시 중구 청계천로 184 (주교동, 남강빌딩)","04546","2U호스텔","2024-02-20 09:32:53","U","2024-02-22 02:40:00.0","","199770.377675687","451814.600448477","관광숙박업","","","0","","","","","0","0","20","0","2U HOSTEL","Hostel","0","0","","0","0","","0","358.02","","0","","","","","","","0","","","","358","호스텔업"
"3010000","CDFI2260032016000001","2016-01-07","","01","영업/정상","13","영업중","","","","","6112-1000","","","서울특별시 중구 장교동 74","서울특별시 중구 삼일대로 362 (장교동, 장교빌딩)","04541","롯데시티호텔명동","2025-02-20 10:18:27","U","2025-02-22 02:40:00.0","","198876.925292257","451628.15318809","관광숙박업","","","0","","","4성","","25","5","435","0","Lotte City Hotel Myeongdong","Tourist Hotel","0","0","","0","0","","0","25333.62","","0","","","","","","","0","","","","25334","관광호텔업"
"3010000","CDFI2260032016000002","2016-01-12","","01","영업/정상","13","영업중","","","","","0263101050","","","서울특별시 중구 충무로2가 62-12","서울특별시 중구 퇴계로 137 (충무로2가)","04537","호텔롯데 엘세븐명동","2025-07-07 11:20:07","U","2025-07-09 02:40:00.0","","198780.018679349","451009.773589561","관광숙박업","","","0","","","4성","","19","3","251","0","HOTEL LOTTE L7 Myeongdong","Tourist Hotel","0","0","","0","0","","0","15016.24","","0","","","","","","","0","","","","15016","관광호텔업"
"3010000","CDFI2260032016000003","2016-02-19","","01","영업/정상","13","영업중","","","","","2276-3500","","","서울특별시 중구 을지로5가 275-3","서울특별시 중구 동호로 354 (을지로5가, 극동 스타클래스)","04561","라마다 바이 윈덤 서울 동대문 (RAMADA BY WYNDHAM SEOUL DONGDAEMUN)","2026-01-14 07:58:18","U","2026-01-16 02:40:00.0","","200161.192418006","451521.415517111","관광숙박업","","","0","","","3성","","12","4","197","12469","RAMADA BY WYNDHAM SEOUL DONGDAEMUN","Tourist Hotel","0","0","","0","0","","0","11378.16","","0","","","","","","","0","","","","11378","관광호텔업"
"3010000","CDFI2260032016000004","2016-03-22","","01","영업/정상","13","영업중","","","","","070-8887-3650","","","서울특별시 중구 광희동2가 360 3-7층","서울특별시 중구 장충단로 213, 3-7층 (광희동2가, 동훈빌딩)","04615","케이 게스트하우스 동대문프리미엄점","2024-02-20 09:33:46","U","2024-02-22 02:40:00.0","","200526.656361295","451268.298685031","관광숙박업","","","0","","","","","0","0","44","0","K-GUESTHOUSE DONGDAEMUN PREMIUM","Hostel","0","0","","0","0","","0","993.3","","0","","","","","","","0","","","","993","호스텔업"
"3010000","CDFI2260032016000005","2016-04-05","","01","영업/정상","13","영업중","","","","","2272-0003","","","서울특별시 중구 광희동2가 96","서울특별시 중구 퇴계로 343-1 (광희동2가, 동양빌딩)","04565","96번지","2024-02-20 09:34:31","U","2024-02-22 02:40:00.0","","200792.068633415","451392.78961175","관광숙박업","","","0","","","","","0","0","15","0","96Bun;z","Hostel","0","0","","0","0","","0","409.41","","0","","","","","","","0","","","","409","호스텔업"
"3010000","CDFI2260032016000006","2016-05-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남대문로4가 17-23","서울특별시 중구 남대문로 9 (남대문로4가, 남대문호텔)","04526","코트야드 메리어트 서울 명동","2026-02-12 18:14:30","U","2026-02-14 02:40:00.0","","197891.564897442","450990.593465563","관광숙박업","","","0","","","4성","","0","0","409","31836","Courtyard By Marriott Seoul Myeongdong","Tourist Hotel","0","0","","0","0","","0","31836.37","","0","","","","","","","0","","","","31836","관광호텔업"
"3010000","CDFI2260032016000007","2016-05-03","","01","영업/정상","13","영업중","","","","","2277-1141","","","서울특별시 중구 쌍림동 240","서울특별시 중구 퇴계로56길 18 (쌍림동, 영빈대중사우나)","04615","영빈호텔","2026-03-24 16:02:17","U","2026-03-26 02:40:00.0","","200419.832186515","451197.291107237","관광숙박업","","","0","","","KB화재보험-특수건물","","0","0","75","0","YOUNGBIN HOTEL","HOSTEL","0","0","","0","0","","0","3108.69","","0","","","","","","","0","","","","3109","호스텔업"
"3010000","CDFI2260032016000008","2016-05-17","","03","폐업","03","폐업","2023-02-28","","","","2283-3000","","","서울특별시 중구 회현동1가 194-15","서울특별시 중구 퇴계로 52 (회현동1가, 인송빌딩)","04634","티마크그랜드호텔명동","2023-02-28 09:40:42","U","2023-03-03 02:40:00.0","","198043.635511275","450686.849956646","관광숙박업","","","0","","","4성","","0","0","576","0","Tmark Grand Hotel Myeongdong","Tourist Hotel","0","0","","0","0","","0","27174.04","","0","","","","","","","0","","","","27174","관광호텔업"
"3010000","CDFI2260032016000009","2016-06-09","","03","폐업","03","폐업","2020-06-01","","","","2269-2262","","","서울특별시 중구 충무로3가 26-2","서울특별시 중구 수표로6길 33, 2-5층 (충무로3가)","04555","아트뷰호텔","2020-07-02 11:51:47","U","2020-07-04 02:40:00.0","","199245.264836491","451184.789734499","관광숙박업","","","0","","","","","0","0","23","0","ARTVIEW HOTEL","HOSTEL","0","0","","0","0","","0","363.57","","0","","","","","","","0","","","","364","호스텔업"
"3010000","CDFI2260032016000010","2016-06-10","","01","영업/정상","13","영업중","","","","","6952-8991","","","서울특별시 중구 을지로6가 17-2","서울특별시 중구 장충단로13길 20 (을지로6가, 현대시티타워)","04563","호텔 스카이파크 킹스타운 동대문지점","2025-07-07 11:24:28","U","2025-07-09 02:40:00.0","","200613.510297669","451817.515366883","관광숙박업","","","0","","","4성","","0","0","408","0","HOTEL SKYPARK KINGSTOWN DONGDAEMUN","Family Hotel","0","0","","0","0","","0","25757.87","","0","","","","","","","0","","","","25758","가족호텔업"
"3010000","CDFI2260032016000011","2016-06-24","","01","영업/정상","13","영업중","","","","","2160-8888","","","서울특별시 중구 을지로5가 273-4","서울특별시 중구 동호로 359 (을지로5가)","04547","트레블로지 동대문 호텔","2025-07-07 11:00:47","U","2025-07-09 02:40:00.0","","200096.930688028","451569.92963808","관광숙박업","","","0","","","3성","","20","4","242","0","Travelodge Dongdaemun Seoul","Tourist Hotel","0","0","","0","0","","0","8176.29","","0","","","","","","","0","","","","8176","관광호텔업"
"3010000","CDFI2260032016000012","2016-06-28","","01","영업/정상","13","영업중","","","","","02-6261-8600","","","서울특별시 중구 필동1가 10-6","서울특별시 중구 퇴계로31길 9 (필동1가)","04554","픽셀스테이 명동점","2026-01-09 09:22:59","U","2026-01-11 02:40:00.0","","199238.837477244","451039.792552027","관광숙박업","","상업지역","0","","","","","0","0","19","0","PIXEL STAY MYEONGDONG","Hostel","0","0","","0","0","","0","306.33","","0","","","","","","","0","","","","306","호스텔업"
"3010000","CDFI2260032016000013","2016-07-14","","01","영업/정상","13","영업중","","","","","774-2828","","","서울특별시 중구 명동1가 59-1","서울특별시 중구 명동7길 13 (명동1가, 명동증권빌딩)","04534","호텔 28","2025-07-07 11:09:39","U","2025-07-09 02:40:00.0","","198514.126767917","451341.512309466","관광숙박업","","","0","","","3성","","0","0","83","0","HOTEL TWENTY EIGHT","Tourist Hotel","0","0","","0","0","","0","4668.84","","0","","","","","","","0","","","","4669","관광호텔업"
"3010000","CDFI2260032016000014","2016-10-20","","01","영업/정상","13","영업중","","","","","755-0091","","","서울특별시 중구 을지로2가 195-8","서울특별시 중구 명동9길 22 (을지로2가, 호텔스카이파크 2)","04538","호텔스카이파크명동Ⅱ","2025-07-07 11:20:40","U","2025-07-09 02:40:00.0","","198609.654267051","451404.404906149","관광숙박업","","","0","","","2성","","15","10","131","0","HOTEL SKYPARK MYEONGDONG Ⅱ","TOURIST HOTEL","0","0","","0","0","","0","7111.91","","0","","","","","","","0","","","","7112","관광호텔업"
"3010000","CDFI2260032016000015","2016-11-10","","03","폐업","03","폐업","2020-05-20","","","","","","","서울특별시 중구 다동 130","서울특별시 중구 다동길 30 (다동)","04522","에이퍼스트호텔명동","2020-07-13 19:16:35","U","2020-07-15 02:40:00.0","","198260.880732247","451708.909162308","관광숙박업","","","0","","","3성","","0","0","0","0","A FIRST HOTEL MYEONGDONG","Tourist Hotel","0","0","","0","0","","0","6313.74","","0","","","","","","","0","","","","6314","관광호텔업"
"3010000","CDFI2260032016000016","2016-12-14","","03","폐업","03","폐업","2024-01-24","","","","2264-7888","","","서울특별시 중구 광희동2가 43-1 3~6층","서울특별시 중구 퇴계로 329, 3~6층 (광희동2가)","04565","서울호스텔","2024-01-24 16:33:13","U","2024-01-27 02:40:00.0","","200647.159357664","451357.621131056","관광숙박업","","","0","","","","","0","0","15","0","SEOUL HOSTEL","Hostel","0","0","","0","0","","0","313.28","","0","","","","","","","0","","","","313","호스텔업"
"3010000","CDFI2260032017000001","2017-01-12","","01","영업/정상","13","영업중","","","","","2084-1000","","","서울특별시 중구 명동2가 104","서울특별시 중구 남대문로 56 (명동2가)","04535","알로프트서울명동호텔","2025-07-07 10:51:22","U","2025-07-09 02:40:00.0","","198333.33582458","451110.784887572","관광숙박업","","","0","","","4성","","20","5","223","0","Aloft Seoul Myeongdong Hotel","Tourist Hotel","0","0","","0","0","","0","12964.45","","0","","","","","","","0","","","","12964","관광호텔업"
"3010000","CDFI2260032017000002","2017-02-13","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 36-6","서울특별시 중구 소공로6길 29, 1.2.5층 (남산동2가)","04631","원투쓰리호스텔","2025-05-07 11:44:06","U","2025-05-09 02:40:00.0","","198584.797257551","450705.210249383","관광숙박업","","일반주거지역","5","학교정화(상대)","","","숙박시설","2","0","17","0","123 HOSTEL","Hostel","0","0","","0","0","","0","386.04","","0","","","","","","","0","","","","386","호스텔업"
"3010000","CDFI2260032017000003","2017-03-06","","01","영업/정상","13","영업중","","","","","2179-2661","","","서울특별시 중구 초동 72-10","서울특별시 중구 마른내로 28 (초동)","04555","나인트리 바이 파르나스 서울 명동Ⅱ","2026-02-20 11:46:23","U","2026-02-22 02:40:00.0","","199128.553284601","451340.595494209","관광숙박업","","일반상업지역","17","","","3성","","17","5","408","0","NINE TREE BY PARNAS SEOUL MYEONGDONG 2","Tourist Hotel","0","0","","0","0","","0","25608","","0","","","","","","","0","","","","25608","관광호텔업"
"3010000","CDFI2260032017000004","2017-03-13","","01","영업/정상","13","영업중","","","","","778-7800","","","서울특별시 중구 남산동2가 45-10","서울특별시 중구 퇴계로18길 67 (남산동2가, 기사빌딩)","04630","남산호스텔","2025-05-16 10:41:19","U","2025-05-18 02:40:00.0","","198567.904318412","450646.387187539","관광숙박업","","일반주거지역","5","학교정화(상대)","","","","5","1","20","0","Namsan Hostel","Hostel","0","0","","0","0","","0","999","","0","","","","","","","0","","","","999","호스텔업"
"3010000","CDFI2260032017000005","2017-03-20","","01","영업/정상","13","영업중","","","","","02-2279-9700","","","서울특별시 중구 저동2가 48-27","서울특별시 중구 수표로 24 (저동2가)","04555","G2 호텔","2024-07-12 15:00:31","U","2024-07-14 02:40:00.0","","199088.322667","451230.610149193","관광숙박업","","","14","","","3성","","14","3","126","0","G2 Hotel","Tourist Hotel","0","0","","0","0","","0","6601.21","","0","","","","","","","0","","","","6601","관광호텔업"
"3010000","CDFI2260032017000006","2017-04-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 33","서울특별시 중구 퇴계로18길 37 (남산동2가)","04631","오요 5 롯지B (OYO 5 Lodge B)","2024-02-20 09:44:23","U","2024-02-22 02:40:00.0","","198607.670947146","450770.829936259","관광숙박업","","","0","","","","","0","0","10","167","OYO 5 Lodge B","Hostel","0","0","","0","0","","0","166.54","","0","","","","","","","0","","","","167","호스텔업"
"3010000","CDFI2260032017000007","2017-04-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 33-3","서울특별시 중구 퇴계로18길 41 (남산동2가)","04631","오요5 롯지A(OYO 5 Lodge A)","2024-02-20 09:47:53","U","2024-02-22 02:40:00.0","","198602.1192505","450758.364666589","관광숙박업","","","0","","","","","0","0","11","279","OYO 5 Lodge A","Hostel","0","0","","0","0","","0","178.54","","0","","","","","","","0","","","","179","호스텔업"
