"X 좌표","Y 좌표","대지위치","시군구코드","법정동코드","대지구분코드","번","지","사업장명","관리건축물대장PK","도로명 / 대지위치","연면적 / 대지면적","건축면적","구조코드","기타구조","주용도코드","기타용도","지상층수","지하층수","사용승인일 / 허가일","승용승강기수","비상용승강기수","내진설계적용여부"
"204714.758457103","446852.078363788","서울특별시 강남구 청담동 53-7번지","11680","10400","0","0053","0007","호텔리베라서울","102419336","서울특별시 강남구 영동대로 737 (청담동) / 서울특별시 강남구 청담동 53-7번지","42108.55 / 5320.3","3720.35","21","철근콘크리트구조","15000","숙박시설,위락시설,근린생활시설,운동시설 업무시설","15","5","19871128 / 19830914","0","0","0"
"202699.226067088","444846.764226016","서울특별시 강남구 역삼동 604-7번지","11680","10100","0","0604","0007","삼정관광호텔","1024120603","서울특별시 강남구 봉은사로 150 (역삼동) / 서울특별시 강남구 역삼동 604-7번지","15535.14 / 5867.5","2900.63","21","철근콘크리트조","15000","숙박시설 위락시설 근린생활시설 문화시설","11","2","19820122 / 19971021","4","1","1"
"202673.67026853","445483.986504694","서울특별시 강남구 논현동 151-30번지","11680","10800","0","0151","0030","힐탑관광호텔","102419269","서울특별시 강남구 논현로 647 (논현동) / 서울특별시 강남구 논현동 151-30번지","6373.01 / 1942.4","970.06","21","철근콘크리트조 철골조","16000","숙박시설 위락시설 근린생활시설","5","2","19850223 / 19840118","3","0","0"
"202471.536204701","446478.944977018","서울특별시 강남구 신사동 587-1번지","11680","10700","0","0587","0001","선샤인 관광호텔","102417317","서울특별시 강남구 도산대로 205 (신사동) / 서울특별시 강남구 신사동 587-1번지","9070.19 / 2786.1","1610.33","21","철골철근콘크리트조","15000","숙박시설,위락시설,근린생활시설","8","1","19840501 / 19821206","3","0","0"
"203102.074986325","445751.652027981","서울특별시 강남구 논현동 248-7번지","11680","10800","0","0248","0007","그랜드머큐어 임피리얼팰리스서울","1024122873","서울특별시 강남구 언주로 640 (논현동) / 서울특별시 강남구 논현동 248-7번지","44814.5 / 6759","4684.25","21","일반철골구조, 철근콘크리트구조","15000","숙박시설,근린생활시설,위락시설,운동시설","19","4","19890826","6","6","0"
"202670.053376769","445410.505681503","서울특별시 강남구 논현동 152번지","11680","10800","0","0152","0000","엘리에나호텔","1024117972","서울특별시 강남구 논현로 645 (논현동) / 서울특별시 강남구 논현동 152번지","20322.59 / 3165.5","1898.99","42","철골철근콘크리트조","04000","근린생활시설,숙박시설,위락시설,문화및집회시설","15","4","19921217 / 19900512","4","1","1"
"202482.701418444","444787.812950605","서울특별시 강남구 역삼동 603번지","11680","10100","0","0603","0000","노보텔 앰배서더 강남","102419340","서울특별시 강남구 봉은사로 130 (역삼동) / 서울특별시 강남구 역삼동 603번지","41813.29 / 6228.9","2578.28","42","철골철근콘크리트조","15000","숙박시설 업무시설 운동시설 위락시설 근린생활시설","16","6","19930813 / 19871102","6","1","0"
"204964.378144648","446579.714676861","서울특별시 강남구 청담동 132-17번지","11680","10400","0","0132","0017","라비타 호텔","1024116449","서울특별시 강남구 영동대로 712 (청담동) / 서울특별시 강남구 청담동 132-17번지","2848.67 / 955.3","369.6","21","철근콘크리트조","15000","숙박시설,위락시설,근생","7","1","19910701 / 19891012","0","0","1"
"201658.416590861","446639.566102925","서울특별시 강남구 신사동 527-2번지","11680","10700","0","0527","0002","뉴삼화호텔","1024116300","서울특별시 강남구 도산대로1길 83 (신사동) / 서울특별시 강남구 신사동 527-2번지","4685.54 / 1544.4","751.19","21","철근콘크리트조","15000","숙박시설(관광호텔), 판매시설, 근린생활시설, 동물 및 식물관련시설","6","1","19830309 / 19810509","0","0","0"
"205130.591678902","445590.096837802","서울특별시 강남구 삼성동 159번지","11680","10500","0","0159","0000","웨스틴 서울 파르나스","10241100193467","서울특별시 강남구 테헤란로87길 46 (삼성동) / 서울특별시 강남구 삼성동 159번지","55868.53 / 148784","2066.89","31","철골철근콘크리트구조, 철골구조","15000","숙박시설, 판매시설, 업무시설, 근린생활시설","26","5","20020313 / 19961105","8","2","1"
"205130.591678902","445590.096837802","서울특별시 강남구 삼성동 159번지","11680","10500","0","0159","0000","호텔 오크우드 프리미어","10241100193467","서울특별시 강남구 테헤란로87길 46 (삼성동) / 서울특별시 강남구 삼성동 159번지","55868.53 / 148784","2066.89","31","철골철근콘크리트구조, 철골구조","15000","숙박시설, 판매시설, 업무시설, 근린생활시설","26","5","20020313 / 19961105","8","2","1"
"205314.159889285","445204.709309676","서울특별시 강남구 삼성동 159-8번지","11680","10500","0","0159","0008","그랜드인터컨티넨탈 서울 파르나스","10241100257772","서울특별시 강남구 테헤란로 521 (삼성동) / 서울특별시 강남구 삼성동 159-8번지","77158.75 / 0","2807.95","21","철근콘크리트구조","14000","업무시설","38","0","20160727 / 20130315","20","2","1"
"204976.284445723","444767.617235233","서울특별시 강남구 대치동 893-1번지","11680","10600","0","0893","0001","이비스 스타일 앰배서더 강남","1024119405","서울특별시 강남구 삼성로 431 (대치동) / 서울특별시 강남구 대치동 893-1번지","17842.04 / 1559.6","926.45","21","철골철근콘크리트구조","15000","숙박시설, 근린생활시설","14","6","20030829 / 19950718","3","1","1"
"201746.195","445794.05","서울특별시 강남구 논현동 18-2번지","11680","10800","0","0018","0002","렉스 관광 호텔","1024124082","서울특별시 강남구 강남대로 588 (논현동) / 서울특별시 강남구 논현동 18-2번지","3743.25 / 748.2","346.25","21","철근콘크리트구조","15000","숙박시설 (관광호텔)","9","3","20040213 / 20020530","2","0","1"
"205601.904041677","445151.509504571","서울특별시 강남구 대치동 995-14번지","11680","10600","0","0995","0014","파크하얏트서울","1024116809","서울특별시 강남구 테헤란로 606 (대치동) / 서울특별시 강남구 대치동 995-14번지","22998.17 / 1777.3","917.95","42","철골철근콘크리트구조","15000","숙박시설","24","4","20050304 / 20000520","5","2","1"
"202564.648054725","444905.529446636","서울특별시 강남구 논현동 205-9번지","11680","10800","0","0205","0009","베스트웨스턴 프리미어 강남호텔","1024115463","서울특별시 강남구 봉은사로 139 (논현동) / 서울특별시 강남구 논현동 205-9번지","6960.23 / 623.4","367.31","21","철근콘크리트구조","15000","숙박시설 (관광호텔)","15","5","20041118 / 20011128","3","0","1"
"203414.8682942","444515.570280103","서울특별시 강남구 역삼동 677-11번지","11680","10100","0","0677","0011","트리아관광호텔","1024112267","서울특별시 강남구 테헤란로33길 16 (역삼동) / 서울특별시 강남구 역삼동 677-11번지","3001.86 / 497.3","293.12","21","철근콘크리트조","15000","숙박시설 위락시설","8","2","19891031 / 19890729","0","0","1"
"201658.416590861","446639.566102925","서울특별시 강남구 신사동 527-2번지","11680","10700","0","0527","0002","라까사호텔","1024116300","서울특별시 강남구 도산대로1길 83 (신사동) / 서울특별시 강남구 신사동 527-2번지","4685.54 / 1544.4","751.19","21","철근콘크리트조","15000","숙박시설(관광호텔), 판매시설, 근린생활시설, 동물 및 식물관련시설","6","1","19830309 / 19810509","0","0","0"
"203065.439088667","444338.739765925","서울특별시 강남구 역삼동 642번지","11680","10100","0","0642","0000","AC 호텔 바이 메리어트 서울 강남","10241100210768","서울특별시 강남구 역삼동 642번지","18112.5 / 1347.6","722.2","21","철근콘크리트구조","15000","숙박시설(관광호텔)","21","7","20120228 / 20090810","3","1","1"
"203455.86","444482.81","서울특별시 강남구 역삼동 677-21번지","11680","10100","0","0677","0021","호텔 그라모스 서울 강남","10241100218609","서울특별시 강남구 테헤란로33길 6-5 (역삼동) / 서울특별시 강남구 역삼동 677-21번지","1996.4 / 331.1","194.76","21","철근콘크리트구조","15000","관광호텔(42실) 및 근린생활시설","10","2","20130222 / 20111025","1","0","1"
"203651.669007478","444353.684205677","서울특별시 강남구 역삼동 720-23번지","11680","10100","0","0720","0023","호텔 컬리넌 역삼","10241100221069","서울특별시 강남구 언주로87길 11 (역삼동) / 서울특별시 강남구 역삼동 720-23번지","1999.26 / 329.5","197.53","21","철근콘크리트구조","15000","숙박시설","10","1","20130626 / 20120510","2","0","1"
"203578.799034139","444715.394917107","서울특별시 강남구 역삼동 675-3번지","11680","10100","0","0675","0003","호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam)","10241100235950","서울특별시 강남구 언주로 517 (역삼동) / 서울특별시 강남구 역삼동 675-3번지","23690.85 / 6791.9","1092.22","42","철골철근콘크리트구조","24000","방송통신시설,근린생활시설","14","7","20140730 / 20030617","2","1","1"
"204850.302981167","446835.931404503","서울특별시 강남구 청담동 131번지","11680","10400","0","0131","0000","알로프트 서울 강남 호텔","10241100236129","서울특별시 강남구 영동대로 736 (청담동) / 서울특별시 강남구 청담동 131번지","10203.11 / 982.8","581.54","21","철근콘크리트구조","15000","숙박시설(관광호텔)","15","3","20140822 / 20120803","3","1","1"
"204053.596300672","441557.179656218","서울특별시 강남구 개포동 1229-14번지","11680","10300","0","1229","0014","호텔 데님(Hotel Denim)","10241100241209","서울특별시 강남구 논현로 66 (개포동) / 서울특별시 강남구 개포동 1229-14번지","7500.02 / 988","591.92","21","철근콘크리트구조","15000","숙박시설(관광호텔)","8","4","20141224 / 20120907","3","0","1"
"203451.550821003","444529.420299492","서울특별시 강남구 역삼동 677-9번지","11680","10100","0","0677","0009","리치웰 호텔(Richwell Hotel)","10241100244149","서울특별시 강남구 테헤란로37길 13-10 (역삼동) / 서울특별시 강남구 역삼동 677-9번지","3227.77 / 342.5","198.54","21","철근콘크리트구조","15000","숙박시설(관광호텔)","14","3","20150422 / 20121220","2","0","1"
"203467.667642123","444535.854061853","서울특별시 강남구 역삼동 677-8번지","11680","10100","0","0677","0008","인더시티호스텔","10241100219509","서울특별시 강남구 테헤란로37길 13-8 (역삼동) / 서울특별시 강남구 역삼동 677-8번지","2967.31 / 338.2","201.22","21","철근콘크리트구조","02000","도시형생활주택, 업무시설, 관광숙발시설","13","3","20130430 / 20100915","1","0","1"
"202451.742958279","444092.87549641","서울특별시 강남구 역삼동 819-9번지","11680","10100","0","0819","0009","더제리스플래닛 호텔","10241100234712","서울특별시 강남구 강남대로92길 13 (역삼동) / 서울특별시 강남구 역삼동 819-9번지","4669.5 / 606.2","363.54","21","철근콘크리트구조","15000","숙박시설(관광호텔),근린생활시설","10","4","20140703 / 20121211","2","0","1"
"202713.81010796","444963.003980538","서울특별시 강남구 논현동 206-1번지","11680","10800","0","0206","0001","호텔 카푸치노","10241100248929","서울특별시 강남구 봉은사로 155 (논현동) / 서울특별시 강남구 논현동 206-1번지","5992.92 / 605.3","343.32","21","철근콘크리트구조","15000","숙박시설","17","3","20151008 / 20120611","2","1","1"
"203095.187072133","444354.430359109","서울특별시 강남구 역삼동 642-2번지","11680","10100","0","0642","0002","베니키아 강남 노블레스 호텔","1024114891","서울특별시 강남구 테헤란로25길 6-13 (역삼동) / 서울특별시 강남구 역삼동 642-2번지","1999.18 / 420.7","247.25","21","철근콘크리트구조","15000","관광숙박시설-관광호텔","10","1","20030127 / 20011114","2","0","1"
"204719.15931343","444786.150912491","서울특별시 강남구 대치동 891-34번지","11680","10600","0","0891","0034","스텔라 호스텔","1024115540","서울특별시 강남구 선릉로90길 62 (대치동) / 서울특별시 강남구 대치동 891-34번지","1492.3 / 234.9","140","21","철근콘크리트구조","04000","근린생활시설,업무시설,숙박시설","10","1","20050115 / 20040422","1","0","1"
"202161.235372399","444814.440071409","서울특별시 강남구 논현동 198-20번지","11680","10800","0","0198","0020","K-그랜드 호스텔 강남 1","1024114675","서울특별시 강남구 강남대로112길 11 (논현동) / 서울특별시 강남구 논현동 198-20번지","1013.88 / 344.5","171.36","21","철근콘크리트조","15000","숙박시설, 근린생활시설","5","1","19911016 / 19901218","0","0","0"
"205121.655","445138.69","서울특별시 강남구 삼성동 158-13번지","11680","10500","0","0158","0013","호텔 페이토 삼성","1024116148","서울특별시 강남구 테헤란로87길 9 (삼성동) / 서울특별시 강남구 삼성동 158-13번지","7183.43 / 526.5","314.88","42","철골철근콘크리트조","15000","숙박시설(관광숙박시설)","19","5","19930329 / 19910104","1","1","1"
"202220.14","444805.625","서울특별시 강남구 논현동 201-11번지","11680","10800","0","0201","0011","호텔 더 디자이너스 리즈 강남 프리미어","10241100247889","서울특별시 강남구 봉은사로 113 (논현동) / 서울특별시 강남구 논현동 201-11번지","10941.29 / 1240.7","648.896","21","철근콘크리트구조","15000","관광숙박시설(관광호텔)","19","4","20150902 / 20150721","2","1","1"
"203064.385125254","444133.338603466","서울특별시 강남구 역삼동 736-51번지","11680","10100","0","0736","0051","강남 스테이 호텔","10241100250963","서울특별시 강남구 논현로87길 15-4 (역삼동) / 서울특별시 강남구 역삼동 736-51번지","1997.19 / 313.3","186.25","21","철근콘크리트구조","15000","숙박시설(관광호텔)","12","2","20160111 / 20131217","1","0","1"
"202800.634114449","444058.465089517","서울특별시 강남구 역삼동 823-43번지","11680","10100","0","0823","0043","호텔 소울하다","1024120352","서울특별시 강남구 테헤란로10길 5 (역삼동) / 서울특별시 강남구 역삼동 823-43번지","1998.5 / 457.9","266.72","21","철근콘크리트조","15000","관광숙박시설(관광호텔)","8","1","19890123 / 19880701","2","0","0"
"201684.704785227","446105.858997581","서울특별시 강남구 신사동 502-11번지","11680","10700","0","0502","0011","어바웃스테이 신사점","1024118546","서울특별시 강남구 강남대로 620 (신사동) / 서울특별시 강남구 신사동 502-11번지","2349.43 / 755.9","519.34","21","철근콘크리트조","04000","위락시설, 근린생활시설","4","1","19761216","0","0","0"
"203333.617282827","444467.312715941","서울특별시 강남구 역삼동 678-13번지","11680","10100","0","0678","0013","호텔 디 아티스트 역삼","10241100258070","서울특별시 강남구 테헤란로29길 11 (역삼동) / 서울특별시 강남구 역삼동 678-13번지","1947.88 / 327.8","191.52","21","철근콘크리트구조","15000","숙박시설(관광숙박시설)","10","1","20160905 / 20140703","2","0","1"
"203566.634592836","444370.566836892","서울특별시 강남구 역삼동 719-20번지","11680","10100","0","0719","0020","카파쓰 호텔","10241100251409","서울특별시 강남구 언주로89길 21 (역삼동) / 서울특별시 강남구 역삼동 719-20번지","1982.79 / 345.7","205.61","21","철근콘크리트구조","15000","숙박시설","10","1","20160201 / 20150127","2","0","1"
"202535.919022141","444822.174971826","서울특별시 강남구 역삼동 603-1번지","11680","10100","0","0603","0001","도미인 서울 강남","10241100259551","서울특별시 강남구 봉은사로 134 (역삼동) / 서울특별시 강남구 역삼동 603-1번지","8527.58 / 1078.4","532.32","21","철근콘크리트구조","15000","숙박시설(관광호텔)","16","3","20161118 / 20130911","3","1","1"
"205020.248732302","445191.129756305","서울특별시 강남구 삼성동 158번지","11680","10500","0","0158","0000","호텔 유리앤","10241100260477","서울특별시 강남구 삼성로96길 20 (삼성동) / 서울특별시 강남구 삼성동 158번지","6661.44 / 728.8","419.91","21","철근콘크리트구조","15000","숙박시설","14","3","20161230 / 20131202","1","2","1"
"204216.450027497","446867.588235408","서울특별시 강남구 청담동 48-3번지","11680","10400","0","0048","0003","호텔 엔트라","10241100259730","서울특별시 강남구 도산대로 508 (청담동) / 서울특별시 강남구 청담동 48-3번지","5666.38 / 488.3","274.06","21","철근콘크리트구조","15000","숙박시설(관광호텔)","20","4","20161129 / 20140905","1","1","1"
"204488.365267013","444832.873128843","서울특별시 강남구 삼성동 142-42번지","11680","10500","0","0142","0042","(주)호텔롯데 L7 강남","10241100267354","서울특별시 강남구 테헤란로 415 (삼성동) / 서울특별시 강남구 삼성동 142-42번지","33584.29 / 2303.7","1362.37","21","철근콘크리트구조","15000","숙박시설(관광호텔),업무시설(사무소),근린생활시설","27","6","20171109 / 20150403","6","1","1"
"205636.367492511","445183.035278769","서울특별시 강남구 대치동 995-16번지","11680","10600","0","0995","0016","호텔 글래드 강남 코엑스센터","10241100266994","서울특별시 강남구 테헤란로 610 (대치동) / 서울특별시 강남구 대치동 995-16번지","13255.23 / 1485.8","577.07","21","철근콘크리트구조","15000","숙박시설(관광호텔)","20","4","20171031 / 20150626","3","1","1"
"203563.297317024","444266.609812808","서울특별시 강남구 역삼동 723-3번지","11680","10100","0","0723","0003","오월호텔","10241100269874","서울특별시 강남구 언주로85길 27 (역삼동) / 서울특별시 강남구 역삼동 723-3번지","3281.33 / 683.8","289.1","21","철근콘크리트구조","15000","관광숙박시설(소형호텔)","9","3","20180220 / 20150213","2","0","1"
"202447.848471025","446447.1648066","서울특별시 강남구 신사동 587-21번지","11680","10700","0","0587","0021","포포인츠바이쉐라톤서울강남","10241100268155","서울특별시 강남구 도산대로 203 (신사동) / 서울특별시 강남구 신사동 587-21번지","12190 / 1167.8","617.76","21","철근콘크리트구조","15000","숙박시설(관광호텔)","21","4","20171229 / 20150407","5","1","1"
"203033.435","444637.16","서울특별시 강남구 역삼동 628-12번지","11680","10100","0","0628","0012","호텔 세느","10241100268074","서울특별시 강남구 논현로 533 (역삼동) / 서울특별시 강남구 역삼동 628-12번지","1956.35 / 541.5","269.59","21","철근콘크리트구조","15000","숙박시설(관광호텔)","8","2","20171222 / 20151218","2","0","1"
"204272.802698096","444535.336141507","서울특별시 강남구 역삼동 708-35번지","11680","10100","0","0708","0035","호텔 뉴브","10241100270714","서울특별시 강남구 선릉로85길 6 (역삼동) / 서울특별시 강남구 역삼동 708-35번지","11823.91 / 1011.4","602.08","21","철근콘크리트구조","15000","숙박시설(관광호텔)","14","5","20180502 / 20140612","2","1","1"
"202516.646578688","446175.67162737","서울특별시 강남구 논현동 74번지","11680","10800","0","0074","0000","파티오7","10241100272934","서울특별시 강남구 논현로 736 (논현동) / 서울특별시 강남구 논현동 74번지","5335.19 / 847.5","400.28","21","철근콘크리트구조","15000","관광숙박시설(호스텔)","12","4","20180710 / 20151211","3","0","1"
"204077.378499389","445400.198580187","서울특별시 강남구 삼성동 113-5번지","11680","10500","0","0113","0005","호텔 크레센도 서울","10241100275474","서울특별시 강남구 봉은사로 428 (삼성동) / 서울특별시 강남구 삼성동 113-5번지","4997.78 / 802.2","432.83","21","철근콘크리트구조","15000","관광숙박시설(108실)","13","4","20180921 / 20160317","2","0","0"
"202624.921452758","446421.036809928","서울특별시 강남구 논현동 60-8번지","11680","10800","0","0060","0008","에이든 청담호텔","10241100273474","서울특별시 강남구 도산대로 216 (논현동) / 서울특별시 강남구 논현동 60-8번지","9301.86 / 956.8","504.31","21","철근콘크리트구조","15000","숙박시설(관광호텔)","19","5","20180803 / 20150922","2","1","1"
"205230.860541362","445942.050995741","서울특별시 강남구 삼성동 91-28번지","11680","10500","0","0091","0028","호텔 인 나인","10241100278343","서울특별시 강남구 영동대로 618 (삼성동) / 서울특별시 강남구 삼성동 91-28번지","8003.69 / 680.8","384.65","21","철근콘크리트구조","15000","관광숙박시설 (관광호텔)","19","4","20190129 / 20160104","2","1","1"
"203610.123149101","446848.654294053","서울특별시 강남구 청담동 91-2번지","11680","10400","0","0091","0002","호텔리베라 아노블리","10241100277163","서울특별시 강남구 도산대로 419 (청담동) / 서울특별시 강남구 청담동 91-2번지","14725.81 / 1331","798.52","21","철근콘크리트구조","14000","업무시설(오피스텔),근린생활시설,관광숙박시설(가족호텔)","16","3","20181213 / 20110124","3","1","1"
"202482.216634599","447020.420866992","서울특별시 강남구 신사동 603번지","11680","10700","0","0603","0000","안다즈 서울 강남","10241100284823","서울특별시 강남구 논현로 854 (신사동) / 서울특별시 강남구 신사동 603번지","42364.66 / 5811.1","2681.52","42","철골철근콘크리트구조","15000","관광숙박시설(241실),판매시설,근린생활시설","17","5","20190618 / 20160421","9","1","1"
"205513.023202982","445316.784823869","서울특별시 강남구 삼성동 168-3번지","11680","10500","0","0168","0003","신라스테이 삼성","10241100288663","서울특별시 강남구 영동대로 506 (삼성동) / 서울특별시 강남구 삼성동 168-3번지","18526.43 / 1792.2","955.48","21","철근콘크리트구조","15000","관광숙박시설","19","4","20200102 / 20151230","6","1","1"
"202159.749483028","446291.277157107","서울특별시 강남구 신사동 561-19번지","11680","10700","0","0561","0019","호텔 안테룸 서울","10241100292143","서울특별시 강남구 도산대로 153 (신사동) / 서울특별시 강남구 신사동 561-19번지","3670.65 / 338.3","171.39","21","철근콘크리트구조","15000","숙박시설","19","4","20200601 / 20151118","0","2","1"
"202166.609544191","446168.480343939","서울특별시 강남구 논현동 6-9번지","11680","10800","0","0006","0009","화이트린넨하우스 호스텔","1024123643","서울특별시 강남구 논현로149길 40 (논현동) / 서울특별시 강남구 논현동 6-9번지","1116.54 / 373","184.29","21","철근콘크리트조","15000","호스텔,휴게 또는 일반음식점,단독주택","5","1","19871203 / 19870417","1","0","0"
"203599.062771687","444556.062267296","서울특별시 강남구 역삼동 676번지","11680","10100","0","0676","0000","(주)조선호텔앤리조트 조선팰리스강남","10241100296843","서울특별시 강남구 테헤란로 231 (역삼동) / 서울특별시 강남구 역삼동 676번지","239267.1 / 18489.7","6892.15","42","철골철근콘크리트구조","14000","업무시설,숙박시설,판매시설,문화 및 집회시설","36","7","20210130 / 20170421","48","7","1"
"202108.433846703","446160.618240423","서울특별시 강남구 논현동 6번지","11680","10800","0","0006","0000","보코 서울 강남","10241100306483","서울특별시 강남구 도산대로 144 (논현동) / 서울특별시 강남구 논현동 6번지","10426.44 / 2096.4","824.15","43","철골철근콘크리트합성구조","15000","관광숙박시설","15","3","20210903 / 20180907","3","1","1"
"202545.820550895","446151.727131374","서울특별시 강남구 논현동 74-6번지","11680","10800","0","0074","0006","아난티 앳 강남","10241100312283","서울특별시 강남구 논현로 734 (논현동) / 서울특별시 강남구 논현동 74-6번지","16770.2 / 2830.5","1393.5","21","철근콘크리트구조","15000","숙박시설(관광호텔)","11","5","20220413 / 20161102","4","1","1"
"202242.701738861","446568.29525164","서울특별시 강남구 신사동 557-14번지","11680","10700","0","0557","0014","단델리온 신사1호점","1024111364","서울특별시 강남구 논현로155길 25-1 (신사동) / 서울특별시 강남구 신사동 557-14번지","491.58 / 226.4","134.01","21","철근콘크리트조","15000","관광숙박시설(호스텔)","3","1","19960904 / 19951020","0","0","0"
"204634.519392881","444971.246947721","서울특별시 강남구 삼성동 143-14번지","11680","10500","0","0143","0014","GOYOO INN & CABINS","1000000000000002480699","서울특별시 강남구 테헤란로77길 11-16 (삼성동) / 서울특별시 강남구 삼성동 143-14번지","1997.29 / 330.5","197.67","21","철근콘크리트구조","14000","사무소,제2종근린생활시설(음식점)","10","2","20231012 / 20211028","1","0","1"
"202635.884711305","443611.238049425","서울특별시 강남구 역삼동 831-30번지","11680","10100","0","0831","0030","와사비 하우스","10241100195347","서울특별시 강남구 역삼로3길 17-6 (역삼동) / 서울특별시 강남구 역삼동 831-30번지","1999.8 / 336.4","200.96","21","철근콘크리트구조","04000","근린생활시설","10","1","20090721 / 20080626","1","0","1"
"202638.586484774","443915.833907599","서울특별시 강남구 역삼동 824-49번지","11680","10100","0","0824","0049","파크뷰 강남 호스텔","10241100281943","서울특별시 강남구 테헤란로6길 18 (역삼동) / 서울특별시 강남구 역삼동 824-49번지","1999.92 / 327.1","195.26","21","철근콘크리트구조","14000","업무시설","14","1","20190510 / 20180109","1","0","1"
"202872.299954252","445628.524672533","서울특별시 강남구 논현동 214-9번지","11680","10800","0","0214","0009","GAM","1024121000","서울특별시 강남구 논현로124길 19-4 (논현동) / 서울특별시 강남구 논현동 214-9번지","428.08 / 193.8","114.66","21","철근콘크리트조","15000","관광숙박시설","4","1","19971121 / 19970404","0","0","0"
"202743.002166761","444909.971220482","서울특별시 강남구 역삼동 605번지","11680","10100","0","0605","0000","마티네차움호텔","10241100294423","서울특별시 강남구 봉은사로 156 (역삼동) / 서울특별시 강남구 역삼동 605번지","21699.28 / 1948.5","1020.9","42","철골철근콘크리트구조","15000","숙박시설(의료관광호텔),의료시설,근린생활시설","15","7","20201008 / 20151221","9","1","1"
"204966.435","445144.615","서울특별시 강남구 삼성동 157-15번지","11680","10500","0","0157","0015","기와 호스텔","102419135","서울특별시 강남구 테헤란로81길 22 (삼성동) / 서울특별시 강남구 삼성동 157-15번지","1998.54 / 491.2","276.7","21","철근콘크리트구조","04000","근린생활시설","7","1","20040119 / 20030205","1","0","1"
"202838.962723967","444252.642022705","서울특별시 강남구 역삼동 647-6번지","11680","10100","0","0647","0006","willow leaf","10241100183427","서울특별시 강남구 테헤란로13길 8-5 (역삼동) / 서울특별시 강남구 역삼동 647-6번지","1999.94 / 348","208.14","21","철근콘크리트구조","14000","근린생활시설, 업무시설","10","2","20080528 / 20070706","1","0",""
"201750.635","445817.25","서울특별시 강남구 논현동 18-1번지","11680","10800","0","0018","0001","에스티르 신사","10241100185507","서울특별시 강남구 강남대로146길 6 (논현동) / 서울특별시 강남구 논현동 18-1번지","1086.22 / 334.1","166.92","21","철근콘크리트구조","15000","숙박시설","6","1","20080626 / 20070919","0","0","1"
"204803.848718541","444605.062200441","서울특별시 강남구 대치동 901-44번지","11680","10600","0","0901","0044","온스테이 호스텔","102413071","서울특별시 강남구 삼성로75길 32-11 (대치동) / 서울특별시 강남구 대치동 901-44번지","950.82 / 347.1","206.72","21","철근콘크리트조","03000","근린생활시설","6","0","20010724 / 20001005","1","0","1"
"201799.777259061","445833.24604916","서울특별시 강남구 논현동 21-2번지","11680","10800","0","0021","0002","하로스테이 신사","102415877","서울특별시 강남구 학동로3길 49 (논현동) / 서울특별시 강남구 논현동 21-2번지","346.46 / 126.2","75.65","21","철근콘크리트조","15000","관광숙박시설(호스텔)","4","1","19950811 / 19950303","0","0","0"
"202098.026747912","444801.432607191","서울특별시 강남구 논현동 199-4번지","11680","10800","0","0199","0004","레이지타이거 HOSTEL","1024118877","서울특별시 강남구 강남대로 482 (논현동) / 서울특별시 강남구 논현동 199-4번지","933.96 / 0","233.49","21","철근콘크리트조","03000","근린생활시설","3","1","19791203","0","0","0"
"203432.384077556","443386.123021496","서울특별시 강남구 역삼동 798-27번지","11680","10100","0","0798","0027","루프서울 역삼1호점","10241100259441","서울특별시 강남구 도곡로23길 7 (역삼동) / 서울특별시 강남구 역삼동 798-27번지","535.42 / 479.7","119.87","21","철근콘크리트구조","15000","관광숙박시설(호스텔)","6","0","20161116 / 20160314","1","0","1"
"204582.63342488","444735.231813542","서울특별시 강남구 대치동 890-30번지","11680","10600","0","0890","0030","호스텔 메가 대치점","1024113513","서울특별시 강남구 선릉로90길 42 (대치동) / 서울특별시 강남구 대치동 890-30번지","1993.44 / 352.2","201.95","21","철근콘크리트구조","14000","업무시설,근린생활시설","10","1","20050922 / 20031209","1","0","1"
"201696.517569908","446580.462094002","서울특별시 강남구 신사동 526-15번지","11680","10700","0","0526","0015","다도","1024113530","서울특별시 강남구 압구정로4길 14-6 (신사동) / 서울특별시 강남구 신사동 526-15번지","539.68 / 259.9","153.78","21","철근콘크리트벽식","01000","주거시설","3","1","19970705 / 19951014","0","0","0"
"203019.192127054","443921.88844728","서울특별시 강남구 역삼동 741-17번지","11680","10100","0","0741","0017","루프서울 역삼2호점","102415097","서울특별시 강남구 테헤란로20길 34 (역삼동) / 서울특별시 강남구 역삼동 741-17번지","1363.82 / 556.9","331.33","21","철근콘크리트구조","15000","관광숙박시설, 근린생활시설","4","1","20021126 / 20010704","1","0","0"
"203757.96454122","444700.323000452","서울특별시 강남구 역삼동 700-27번지","11680","10100","0","0700","0027","블랑호텔 강남점","1024116655","서울특별시 강남구 언주로94길 13 (역삼동) / 서울특별시 강남구 역삼동 700-27번지","848.51 / 461.9","225.65","21","철근콘크리트조","04000","숙박시설, 근린생활시설","4","1","19760519","0","0","0"
"203456.622708194","444279.795251627","서울특별시 강남구 역삼동 718-28번지","11680","10100","0","0718","0028","호텔벤","102417284","서울특별시 강남구 언주로87길 41 (역삼동) / 서울특별시 강남구 역삼동 718-28번지","1658.09 / 339.2","197.88","21","철근콘크리트조","15000","숙박시설","8","1","20010110 / 20000418","1","0","1"
