소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,최근접_소화용수_거리등급,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
0.1198,14,85.7,0.292307592,0.9051,1.0,0,2,4.38614315,고위험군,50.63477071,2.065710296436989,-1.46705213214587
0.1787,5,20.0,1.865801302,0.1194,0.12,1,2,11.6371139,저위험군,20.26336869,-2.0950858553232448,2.0054812109883224
0.184,14,50.0,0.412685356,0.1365,0.85,1,1,7.801035283,중위험군,28.33672377,-0.30901183214894673,0.7240263648404731
0.2252,2,0.0,0.035474388,0.1808,0.12,2,4,7.079555008,저위험군,24.77039052,-2.7159813090882707,-0.38018917589136564
0.341,59,76.3,0.02695581,0.1565,1.0,2,4,5.7166987,중위험군,39.94305951,1.335354828324686,0.45300940110630283
0.3379,56,66.1,0.923856972,0.4729,1.0,0,3,4.971339911,고위험군,40.94413181,2.712385292673253,0.27411745645317476
0.3379,2,0.0,0.653926467,0.4623,0.55,2,1,5.518416288,고위험군,41.81657639,-1.4476587404301806,-1.6673637540972146
0.3257,63,54.0,0.293991242,0.178,1.0,0,3,5.13415002,중위험군,29.10664714,2.28972119304877,0.9056115121072051
0.2539,35,77.1,0.883887308,0.4712,1.0,1,1,4.573369873,고위험군,45.70415764,1.8611448373489061,-0.5815964218700757
0.3502,10,20.0,0.016000341,0.1,0.7,1,5,7.390656624,중위험군,22.66031201,-1.298170025501427,0.6351251144733462
0.1108,2,50.0,0.066066405,0.178,0.04,2,1,6.13733821,저위험군,23.86744223,-1.8316472946222289,-0.5823498033408306
0.449,28,71.4,1.121263314,0.1794,0.18,1,3,5.955448693,저위험군,27.4692115,0.05406257379101032,0.49857575744615246
0.1065,35,80.0,0.648695418,0.1851,0.12,1,3,5.597569744,저위험군,22.52779148,0.35336767947726744,0.5242572703047187
0.4336,11,63.6,0.68797921,0.178,0.18,1,3,5.885742855,저위험군,25.49709571,-0.7116511539336166,0.14090147688173732
0.2223,61,98.4,0.253214666,0.1551,0.55,1,5,6.137554253,중위험군,27.85815217,1.6249417676490658,1.2824438244084118
0.098,7,85.7,1.289667525,0.1808,0.7,0,3,6.439446213,중위험군,25.7989557,0.6105651044407765,1.115608271904399
0.3502,57,73.7,0.693147181,0.4606,0.85,0,1,6.684861696,고위험군,38.48646871,2.4481831096986078,0.6527059045714235
0.1175,17,58.8,1.152436939,0.24,0.7,1,1,7.61905176,중위험군,29.50858316,0.07531688283641444,0.679523012495318
0.4182,46,89.1,0.934699481,0.138,0.85,1,1,6.166320808,중위험군,33.81161799,1.6068005867760635,0.8566488162217544
0.1198,17,70.6,0.975947225,0.232,1.0,2,1,10.37077406,중위험군,40.19954582,-0.34138640876984827,1.2299352412519877
0.1408,41,65.9,0.693147181,0.1011,0.85,1,20,10.49147046,중위험군,27.93682438,-0.39196401717483853,3.825042610271031
0.1457,60,78.3,0.235119742,0.1011,1.0,0,1,10.21624404,중위험군,23.56782893,1.797183282676903,2.680747867481569
0.2365,17,100.0,0.946032701,0.1637,0.85,1,1,6.883380616,중위험군,34.10537108,0.7464549496617398,0.8156850005848792
0.2308,5,100.0,2.497406813,0.3342,0.45,2,2,4.81899041,저위험군,44.01016169,0.2730137760321239,-0.39808810086256835
0.2539,30,80.0,0.303565119,0.4535,1.0,0,4,5.861128045,고위험군,37.57168604,1.7020816289186855,0.36253221730861473
0.3842,31,61.3,0.415221283,0.457,0.85,1,1,5.656236536,고위험군,42.59103974,1.0352728437369063,-0.521345381149633
0.2568,95,55.8,0.093965792,0.4588,1.0,1,1,5.581765488,고위험군,43.53947443,3.2284311495773332,0.1652295184137069
0.5509,3,0.0,0.034486176,0.1523,0.04,2,1,6.396729635,저위험군,24.6571815,-2.635513488556964,-0.9087039338210451
0.2308,12,83.3,0.637152911,0.1136,0.04,0,37,11.42190431,저위험군,13.13131118,-2.4786064886410277,5.616457987412217
0.3656,6,33.3,0.402836986,0.4359,0.04,0,1,6.550623088,저위험군,22.2773114,-0.7739846037512499,-0.3452986432237364
0.3441,3,33.3,1.401692441,0.1995,0.12,2,1,7.333153725,저위험군,32.29964006,-1.8142111661475502,-0.1330855508560407
0.3502,58,72.4,4.751906689,0.9029,1.0,0,1,4.971062519,고위험군,64.26579662,4.338297471244446,-0.03151672651752098
0.3873,5,60.0,0.598531204,0.4606,0.18,1,1,5.499092602,저위험군,33.36703208,-0.5196477840648381,-0.9308011268302986
0.5567,0,0.0,0.017241806,0.1222,0.04,2,3,5.187776791,저위험군,21.76841337,-2.6848261706142824,-1.0815175786700575
0.1022,31,80.6,0.777488329,0.8916,1.0,1,1,4.911367292,고위험군,57.05694425,2.1880132764490634,-1.476757316292568
0.1581,29,86.2,2.477013949,0.4588,1.0,0,1,5.047674142,고위험군,42.05678898,2.552462852412475,0.3711803517547464
0.1607,40,37.5,1.638067064,0.4606,1.0,1,1,5.410127042,고위험군,44.56725223,1.5609666615264026,-0.2803123737832458
0.3595,5,0.0,1.075192014,0.9616,0.04,0,1,5.641907071,고위험군,42.11372007,-0.38713258557075547,-1.9610598767856033
0.3533,5,0.0,0.975607309,0.4712,0.04,0,1,5.162955729,저위험군,24.17532137,-0.873179497346045,-0.9547126744025137
0.122,34,55.9,0.835917937,0.4658,1.0,1,1,5.490506743,고위험군,43.23672609,1.417097697905564,-0.3861907125148783
0.1761,29,82.8,0.36620039,0.1794,1.0,0,1,5.879666689,중위험군,28.56166556,1.5692467536747352,0.809733992085106
0.1709,9,0.0,0.693147181,0.1265,1.0,2,15,8.116530533,중위험군,34.30178912,-2.041842830470304,1.3928183900091744
0.1531,16,18.8,0.083381609,0.457,0.55,2,1,5.087472871,고위험군,38.87550836,-0.7679777497084602,-1.5651459841775643
0.3287,4,50.0,1.420195913,0.8984,0.12,1,1,5.864795271,고위험군,47.846509,-0.12157852150298952,-1.7443151545961253
0.3718,16,68.8,0.112673163,0.4606,0.04,2,1,5.672498185,저위험군,36.67548423,-0.7768231714829728,-1.2101824572217492
0.2423,3,0.0,0.054067221,0.8736,0.04,2,2,4.639378357,고위험군,44.46064439,-1.5682592094791807,-2.9850377981339093
0.5509,2,0.0,0.011628038,0.1509,0.04,2,1,6.424463755,저위험군,24.48002879,-2.6800462143611465,-0.9134712366229977
0.2423,8,75.0,0.015873349,0.1766,1.0,2,1,5.954670886,중위험군,39.55285663,-0.2500275133251887,-0.3608932413517881
0.2539,3,0.0,0.018692133,0.4623,0.85,2,2,5.062658322,고위험군,43.4161129,-1.1962940642054727,-1.785771312458685
0.3656,0,0.0,0.176557852,0.1737,0.55,0,1,5.470462317,중위험군,19.43853527,-1.0418490540133085,-0.32642031625872375
0.2864,7,14.3,0.546543706,0.4588,0.08,2,3,5.70687768,저위험군,34.90880885,-1.7413444671590959,-1.3330225455642866
0.4398,40,95.0,3.769217976,0.4782,0.85,0,1,4.847488717,고위험군,48.02565565,3.1766995779986344,0.6102754730417828
0.3873,6,66.7,0.686178511,0.8803,0.18,1,1,5.030045688,고위험군,46.81847571,0.1508706037594853,-2.012250504237705
0.2804,5,60.0,0.0,0.4694,0.85,2,4,5.18744167,고위험군,46.66331313,-0.4307262353464374,-1.2035170490293663
0.1735,6,0.0,0.242886939,0.457,0.12,1,2,5.071667676,저위험군,26.53614113,-1.3871917184059983,-1.3368101553044522
0.1814,29,44.8,1.141695875,0.8984,0.45,2,1,3.850573043,고위험군,55.66755603,0.8174232363009574,-2.485766554199643
0.2924,4,0.0,0.702279664,0.8961,0.12,2,1,5.589904305,고위험군,49.46843396,-1.3720818531782975,-2.683163961109781
0.1814,24,58.3,1.882659499,0.48,0.55,1,1,4.787491743,고위험군,40.78256731,0.9772258373531694,-0.5862940649750633
0.129,0,0.0,0.0,0.1608,0.04,2,1,6.565828192,저위험군,20.64625172,-2.6730903708880827,-0.7630390473047284
0.1556,18,72.2,0.660623989,0.4623,0.25,1,1,5.244019563,고위험군,32.70554029,0.2583186178097164,-0.6783169466421491
0.3873,17,94.1,0.228633044,0.1895,1.0,1,1,5.807120947,중위험군,37.56543746,0.8152772133391092,0.18177228438208257
0.1482,50,44.0,0.783042185,0.4641,1.0,1,1,5.442807245,고위험군,43.06447744,1.778948578104906,-0.30379028727256324
0.1761,28,42.9,2.038602358,0.4729,0.55,1,1,5.125213199,고위험군,40.17836539,0.8848078404126456,-0.47557203325911973
0.1735,30,43.3,1.738089431,0.4729,0.55,1,1,4.391976966,고위험군,39.20245565,0.9931798699315993,-0.7452291560347069
0.1683,39,46.2,1.736927991,0.4729,1.0,0,1,3.986944932,고위험군,39.5687293,2.339588502841752,-0.2943439360723884
0.1683,39,46.2,1.650814209,0.4712,0.55,0,1,4.629667658,고위험군,33.17587756,1.7265615361481024,-0.1581005639486876
0.1735,29,44.8,1.75649133,0.8984,1.0,1,1,4.329548428,고위험군,58.94523885,1.9526859304412305,-1.733230744360656
0.5509,2,0.0,0.023122417,0.42,0.04,2,1,6.176823154,저위험군,32.71693082,-2.347960184810262,-1.6343847059953458
0.2423,8,12.5,3.300455812,0.45,0.55,1,1,4.995927665,고위험군,40.70060303,0.09047388725098506,-0.6330936997656876
0.4213,12,33.3,2.805859341,0.1122,0.12,0,23,8.518592212,저위험군,18.2793578,-1.5357918354923124,3.5782823567977573
0.4058,48,68.8,0.014598799,0.1623,1.0,2,6,7.3879258,중위험군,41.22800445,0.5222514821501532,0.9373993572636934
0.3935,28,82.1,0.590493026,0.1766,1.0,1,1,6.001266352,중위험군,37.25829473,1.0646261647195467,0.40625470631823296
0.2195,5,0.0,0.036039936,0.1509,0.12,2,1,7.640757587,저위험군,22.53113283,-2.5964575296568864,-0.3588797665612385
0.3196,3,100.0,2.321633288,0.178,0.25,1,1,6.494464631,저위험군,30.7001341,0.003285864172803221,0.6986884683797073
0.3287,91,58.2,1.124545671,0.4553,1.0,0,1,5.827768454,고위험군,40.6847221,3.7700305042694744,0.8207178825724473
0.2568,0,0.0,1.593603233,0.457,0.12,1,1,5.628304333,저위험군,30.80674727,-1.3178212681138561,-1.0537899392444694
0.1556,47,40.4,1.218715086,0.4747,1.0,1,1,4.570992734,고위험군,44.43159593,1.8730592212472128,-0.5677594386257854
0.1683,36,52.8,1.534059776,0.8939,1.0,0,1,4.581492059,고위험군,52.60761495,2.650236197414341,-1.1565151108281597
0.1482,1,100.0,0.075349437,0.1766,0.0,2,1,5.69012294,저위험군,25.44145967,-1.1771626486172915,-0.43591948443899803
0.1761,39,89.7,0.22906657,0.4606,1.0,0,1,5.32622432,고위험군,37.36896655,2.351027183115489,0.09195376637828807
0.6018,3,0.0,0.011628038,0.1851,0.18,2,1,6.199514765,저위험군,29.69546535,-2.4324541999804783,-1.0574106058906299
0.3687,4,50.0,0.747214402,0.1766,0.04,0,6,6.832169292,저위험군,16.56069097,-1.0791081502120436,0.9613466852968312
0.1658,30,80.0,0.197063839,0.1337,1.0,1,1,5.521540915,중위험군,30.12527961,1.0792604899731044,0.36631725803520077
0.2984,4,50.0,3.254593907,0.4606,0.7,1,1,5.255409866,고위험군,45.58448818,0.5778254148301802,-0.4042763605414961
0.2834,2,0.0,0.117783036,0.4606,0.04,2,1,5.236122763,저위험군,32.55426766,-2.087788309015667,-1.9077212239843695
0.1709,32,40.6,2.041177467,0.1766,1.0,0,4,6.244807472,중위험군,30.84978863,1.3152805516038204,1.3392176737576986
0.1482,26,57.7,0.776528789,0.4535,0.55,1,1,4.602967762,고위험군,35.80130093,0.7752854158240764,-0.7924707419791506
0.3533,58,81.0,4.437184404,0.1837,0.85,0,1,5.226982469,중위험군,38.79507566,3.39201455033795,1.74052169098359
0.1482,6,50.0,0.30538165,0.1136,1.0,0,1,10.9935662,중위험군,22.98391765,-0.47381403344504885,2.0958411371616625
0.412,4,25.0,0.036105005,0.8939,1.0,2,2,4.63356326,고위험군,62.00238696,-0.15630675774668057,-2.8260839425108197
0.1894,22,81.8,1.223775432,0.178,0.7,2,4,0.693147181,중위험군,36.39600603,0.9222698736923882,-1.293886722517807
0.1086,26,42.3,0.199001246,0.1509,1.0,0,5,6.236956502,중위험군,23.605295,0.6364641891008694,1.0431791380084843
0.2365,48,56.2,1.03653986,0.4641,0.85,2,3,5.674868464,고위험군,49.09968426,1.1809532135959453,-0.3971448311179996
0.2481,10,0.0,0.006578971,0.443,0.35,2,2,6.012100161,고위험군,35.42208879,-1.6756410918485447,-1.4154705061328228
0.1001,30,40.0,0.679290146,0.1494,0.85,0,6,6.396546248,중위험군,22.50225658,0.6216767904033998,1.310049333085821
0.1022,28,42.9,0.571342307,0.1536,0.85,0,5,6.100655218,중위험군,22.56983112,0.6598663090012675,1.0887199338209892
0.3074,0,0.0,0.0,0.4588,1.0,2,4,5.257130722,고위험군,45.84143812,-1.2677949685858887,-1.5823002500166083
0.0898,35,48.6,2.180780219,0.1237,1.0,1,12,8.276259836,중위험군,33.22424868,0.4126252348655354,2.554507944662233
0.1243,13,15.4,0.112673163,0.1293,1.0,2,9,7.036939737,중위험군,32.8553989,-1.4029907909390207,0.5503365265168196
0.1043,27,44.4,0.669944283,0.1509,0.85,1,7,6.521062856,중위험군,28.81972374,0.06641099898664958,1.0207891855397613
0.1313,16,0.0,0.087775611,0.1122,1.0,2,12,7.785637768,중위험군,31.22982917,-1.7790971333757406,1.0224501711853904
0.2481,34,91.2,0.961411167,0.4623,0.7,0,3,5.166213526,고위험군,35.77931754,1.9713334309808295,0.2651851986222928
0.5067,1,0.0,0.793230639,0.1679,0.35,2,4,6.472253554,저위험군,31.62660721,-2.296361950326823,-0.46288056050717924
0.0959,41,51.2,1.598367689,0.1436,0.85,1,7,6.406549899,중위험군,30.87029336,0.8598445439818284,1.4177627554156764
0.067,38,68.4,3.155641418,0.4588,0.55,1,4,5.672154199,고위험군,42.1027565,1.6246827605640888,0.5582434062451039
0.4275,3,33.3,0.014598799,0.457,1.0,2,3,4.338335946,고위험군,48.10291382,-0.5628208262366995,-1.7530561519340417
0.3811,8,75.0,0.223143551,0.1594,0.12,1,4,6.372705266,저위험군,22.05005644,-0.9616909185559449,0.3725241797784011
0.1153,24,16.7,1.589801938,0.4623,0.55,1,3,5.592105757,고위험군,36.74203689,0.13408763238623983,-0.4141401644190319
0.2337,71,69.0,0.152839204,0.4588,1.0,1,3,5.869833492,고위험군,43.650679,2.491559156073417,0.25261538834036723
0.378,10,80.0,0.693147181,0.1594,0.12,1,4,6.753227862,저위험군,23.52945771,-0.7698424343741522,0.6516796530671446
0.0918,37,56.8,2.228335968,0.1436,1.0,1,8,7.311044689,중위험군,34.94493914,0.9417714472721025,1.93526970976384
0.0706,12,25.0,1.422334298,0.4641,0.12,1,3,5.38600768,저위험군,29.99494356,-0.6281641854779478,-0.6421250608106035
0.0706,29,72.4,2.851812764,0.4535,0.55,1,4,5.449406221,고위험군,40.94693746,1.3308208589464325,0.35133856842211775
0.341,1,100.0,0.0,0.4553,1.0,2,3,5.280713321,고위험군,49.97819144,0.14225404302075087,-1.0317956970053
0.3349,2,0.0,0.864997437,0.4535,0.12,1,1,4.900522765,저위험군,29.41638984,-1.3389018779676087,-1.4400451176251934
0.3226,0,0.0,0.0,0.158,0.7,2,5,7.050807455,중위험군,31.99194938,-2.2370190093362514,-0.2482489995284801
0.3287,2,0.0,0.018349139,0.4658,0.85,2,1,5.016087073,고위험군,44.44295334,-1.1901982341044053,-1.9364791155680954
0.113,18,38.9,0.507149149,0.1408,0.85,2,7,6.406665442,중위험군,33.28852933,-0.7937679522405967,0.42807983579369774
0.2365,41,80.5,0.738403772,0.4588,1.0,2,3,5.454294948,고위험군,50.8666755,1.3944173368835324,-0.4336600622873994
0.067,16,31.2,1.235578144,0.1523,0.12,1,5,6.382035959,저위험군,18.88068369,-1.0295431208151469,0.6413061058750472
0.4398,0,0.0,0.0,0.178,1.0,2,4,6.558708311,중위험군,38.89960499,-1.791989156507065,-0.5484600061127283
0.4244,1,100.0,0.021819047,0.45,1.0,2,2,4.732331332,고위험군,50.35639762,0.24954461142040263,-1.3055993803954733
0.2894,12,0.0,3.295836866,0.4518,0.55,2,4,5.763559679,고위험군,47.21299928,-0.6488142762653651,-0.582196878309181
0.4613,27,22.2,1.229948291,0.1022,1.0,2,4,7.085390874,중위험군,37.56416238,-0.4590108219085801,0.5192695676580851
0.2774,11,36.4,4.127134385,0.4377,0.12,1,4,5.973809612,저위험군,37.58226959,-0.059994241212211426,0.27334186272826194
0.3318,0,0.0,0.0,0.457,0.0,2,3,6.012271572,저위험군,32.25518014,-2.4436621218753456,-1.550822345151982
0.4275,5,20.0,0.050189745,0.4553,1.0,0,2,5.356491931,고위험군,35.93977914,0.12650071738573263,-0.765870838071505
0.1266,16,50.0,0.636528287,0.1394,0.85,2,11,7.677164182,중위험군,34.54804264,-1.0484710959238297,1.2524599675765145
0.5567,0,0.0,0.0,0.178,1.0,2,3,6.333830098,중위험군,40.08996739,-1.738613220207882,-0.7504932540086918
0.5509,3,0.0,0.0,0.4342,0.85,2,5,5.468186715,고위험군,44.79477782,-1.4849365871726559,-1.4403291784689523
0.4398,5,20.0,0.0,0.1752,0.85,2,4,5.7550141,중위험군,37.16132447,-1.4057256827402784,-0.6275895091065915
0.0959,33,42.4,0.954099015,0.1394,0.85,0,8,6.613357372,중위험군,22.55965472,0.6898149661152525,1.6910037480840383
0.098,38,47.4,1.089395634,0.1422,0.85,1,7,6.39123011,중위험군,29.3373211,0.5863404060449706,1.2442056764682439
0.1531,12,100.0,0.494018505,0.5689,0.85,1,5,7.476874339,고위험군,44.65470187,0.6642882622585957,0.25482570006782035
0.192,2,0.0,0.0,0.1608,0.12,2,4,5.997272647,저위험군,22.30476958,-2.5803442972627226,-0.6679205427249647
0.3165,0,0.0,0.0,0.8848,1.0,2,1,4.383775105,고위험군,59.12953397,-0.5446053973945894,-3.146654728276085
0.5067,0,0.0,0.0,0.4641,1.0,2,1,5.109333667,고위험군,48.32562601,-1.148264327268165,-1.9795766116858957
0.3349,1,100.0,0.0,0.457,1.0,2,3,5.60447766,고위험군,50.15538602,0.09775778011284005,-0.9318603816115573
0.1022,34,50.0,0.954099015,0.1408,0.85,1,7,6.412770195,중위험군,28.98253986,0.4495279617087227,1.1919486920221019
0.1243,9,0.0,0.112673163,0.1523,0.04,2,5,6.365610972,저위험군,20.29537855,-2.5011982799394867,-0.3201646230788743
0.1198,30,50.0,0.596919148,0.138,0.85,2,7,7.16628914,중위험군,34.29215463,-0.33760366521684443,0.9016681247834987
0.2954,0,0.0,0.0,0.4606,1.0,2,2,4.837788708,고위험군,45.66509387,-1.1130825674717917,-1.8902850107368752
0.3257,3,33.3,1.681758574,0.4535,0.12,0,2,4.940069758,저위험군,26.6623094,-0.2589450830782187,-0.5352013082214759
0.0938,48,58.3,2.239146884,0.1465,0.85,0,1,6.319688575,중위험군,26.95791299,2.0758761519484983,1.5249078816685058
0.1153,5,0.0,1.045968555,0.5593,0.85,1,6,6.49022265,고위험군,40.43776725,-0.685545283829959,-0.5145083121523608
0.1043,1,0.0,0.207639365,0.1523,0.45,1,6,6.90747524,저위험군,20.11210291,-1.9637575966820437,0.3198959146379641
0.3014,0,0.0,0.133531393,0.1279,0.18,2,12,7.609862201,저위험군,22.64169702,-3.1989048429644478,0.5952427958923652
0.113,5,0.0,0.946596081,0.148,0.35,2,1,6.355934035,저위험군,26.07493851,-1.916512395241003,-0.4896204073812449
0.2626,8,75.0,0.55567619,0.4535,0.85,2,1,5.239787424,고위험군,47.32918203,0.1167131638699336,-1.1553415894890346
0.1175,5,40.0,0.653926467,0.1694,0.85,0,1,5.671397015,중위험군,23.48995961,0.1260367129120049,0.2863004010325231
0.3257,2,0.0,1.098612289,0.1608,0.18,2,3,6.556266862,저위험군,27.46659594,-2.3154990171452776,-0.3807742563204647
0.1457,9,55.6,3.900417459,0.1823,0.85,2,1,6.609416626,중위험군,45.72991154,0.22022399949680474,0.5973310384909644
0.1408,7,28.6,1.018569581,0.1337,0.85,2,1,6.650938598,중위험군,33.69031165,-0.9607958221812346,-0.09857399944551301
0.3196,0,0.0,0.120446153,0.8916,0.85,2,1,4.254477314,고위험군,57.73055337,-0.6552135726626811,-3.1951477746048305
0.2223,34,82.4,1.431953124,0.5804,1.0,1,5,7.704108656,고위험군,50.33673033,1.5185882055830235,0.6467761456712393
0.1022,4,50.0,0.693147181,0.1422,0.45,0,1,5.747926944,중위험군,16.03625413,-0.2419240103660991,0.3952509231081351
0.1506,9,33.3,2.720789227,0.158,0.7,1,1,6.835281356,중위험군,32.06448157,-0.13943679828789277,0.7100848817689014
0.1198,7,0.0,1.148622709,0.1194,0.85,1,12,7.299932493,중위험군,25.80485544,-1.4587108891359453,1.3688569378752817
0.1313,6,33.3,1.274502955,0.1665,0.85,1,5,6.119285919,중위험군,30.85728814,-0.48080495302526705,0.4870378146941405
0.2539,9,66.7,0.488352768,0.1808,0.12,0,3,6.49016192,저위험군,16.74587759,-0.44971211106855147,0.7368484623658766
0.2804,16,87.5,0.913136155,0.178,1.0,1,1,5.516046285,중위험군,36.73374592,0.9097063535679395,0.2553611359007134
0.1243,4,25.0,0.922155851,0.45,0.45,1,1,4.973832988,고위험군,32.67784652,-0.529290053432899,-1.1014058892366838
0.5392,39,51.3,2.456038666,0.4623,0.25,0,1,5.800122427,고위험군,34.99767094,1.4001661400211076,0.2694908642998471
0.1065,2,50.0,0.143100844,0.1465,0.85,0,6,6.536111719,중위험군,20.99634306,-0.33378941107722093,0.972145103969575
0.1153,5,40.0,0.47957308,0.1351,0.85,0,10,6.960082039,중위험군,20.82765611,-0.5410812581065364,1.529352892022098
0.3044,0,0.0,0.133531393,0.1265,0.18,2,10,8.066540323,저위험군,22.71443534,-3.179546775768818,0.5647258753465306
0.1683,1,0.0,0.693147181,0.1222,0.0,1,48,11.94221342,저위험군,15.46468921,-4.990567068922361,5.709407343948263
0.3471,11,36.4,0.793449051,0.178,0.18,2,1,6.342526266,저위험군,29.86982611,-1.4633941386172675,-0.407548890524413
0.2452,29,86.2,1.551102335,0.1108,0.7,2,25,10.23470422,중위험군,36.39421245,-1.1238421525306954,3.879028323276126
0.1175,3,0.0,0.990398704,0.1222,0.85,0,12,8.509390832,중위험군,20.00417411,-1.3546852691089055,2.0623828363117798
0.1175,4,25.0,0.836248024,0.1422,0.85,1,7,6.858417965,중위험군,27.60976909,-0.9856848373742556,0.7870640488372059
0.1313,6,33.3,1.085708884,0.1523,0.85,2,6,6.677536759,중위험군,35.46656293,-1.1181226756755902,0.34172947945850385
0.3626,5,40.0,1.343734747,0.4535,0.12,0,1,5.176375696,저위험군,26.63355764,-0.1810929871695955,-0.5718719192121224
0.098,3,100.0,0.143100844,0.1365,0.85,1,10,7.444336365,중위험군,28.48329507,-0.3971544862560377,1.5595120602251549
0.3502,9,66.7,1.544405442,0.4553,0.55,0,3,5.306831022,고위험군,34.33305106,0.7310258779879831,-0.04778580804853945
0.1086,3,66.7,0.175890666,0.4377,0.85,1,5,6.736966958,고위험군,37.76048267,-0.1863764857943297,-0.03049590179934193
0.4028,46,91.3,1.016599137,0.1766,1.0,1,1,6.629838702,중위험군,39.31349818,1.7984682797511757,0.9641432884404323
0.5097,42,2.4,0.72907919,0.4623,0.55,1,1,4.988730459,고위험군,38.49533736,0.43292479294861014,-0.9923271330159369
0.098,4,50.0,0.238411023,0.1494,0.45,0,1,6.204880943,중위험군,15.63883739,-0.40969228939715635,0.4228845116115205
0.0938,4,100.0,0.3254224,0.1665,0.45,1,1,5.490877991,저위험군,24.91917219,-0.04119495659095253,0.08855652529565358
0.2195,29,96.6,1.519667913,0.2433,1.0,1,1,9.820742697,중위험군,38.504008,1.063410998115058,1.8180826940057166
0.5127,39,2.6,1.657065961,0.1808,0.55,1,1,5.412270857,중위험군,31.98408359,0.1890308134972584,-0.014500865979835957
0.192,25,76.0,3.17805383,0.4535,0.7,0,4,5.497618943,고위험군,39.25722592,1.9073569541105777,0.7871026711869061
0.3226,0,0.0,0.133531393,0.1737,0.12,2,6,7.078872636,저위험군,25.48019969,-2.8755571524335877,-0.22504958532016167
0.184,20,100.0,1.48709906,0.1794,0.55,2,1,5.870510865,저위험군,37.58180619,0.3728291504780191,0.19852188627916598
0.1531,38,68.4,0.999011572,0.2448,0.7,0,28,9.823957214,중위험군,25.67962444,-0.2028644330676003,4.403167911651139
0.2452,33,100.0,0.703655158,0.457,0.85,0,1,6.351635872,고위험군,37.60647679,2.0689531620850516,0.4784310931348671
0.4058,0,0.0,0.0,0.4588,0.18,2,1,5.445054923,저위험군,35.48682959,-2.0864732607903145,-1.916725011029929
0.1337,8,25.0,0.916290732,0.8826,0.85,2,1,3.972176928,고위험군,58.09072899,0.21005245653807822,-2.767812704067077
0.1408,12,16.7,1.442383828,0.1265,0.85,0,20,9.463744615,중위험군,22.94454387,-1.2152216005017822,3.3586195226072157
0.4735,5,60.0,1.23917906,0.1094,0.12,1,17,9.518707036,저위험군,22.1037906,-2.1318555230288414,2.688185208902392
0.2715,14,85.7,1.042433787,0.1022,0.85,2,14,7.382248814,중위험군,35.42610033,-0.6969510743037391,1.7483863287241936
0.1086,0,0.0,0.297251523,0.1408,0.45,1,7,6.709816404,저위험군,19.36818295,-2.0043191566887213,0.379879284472393
0.1043,1,100.0,0.268263987,0.1509,0.45,1,6,6.176199855,저위험군,23.87237109,-0.49673223410686906,0.730242204270903
0.1043,3,66.7,0.730887509,0.1509,0.45,0,1,6.583436884,중위험군,17.80679462,-0.15522801099467526,0.7368403039079656
0.1065,2,100.0,0.730887509,0.1494,0.45,0,1,6.594372419,중위험군,19.03166365,0.2560158612569564,0.938872559235026
0.3135,13,100.0,0.0,0.1011,0.04,1,10,7.62371037,저위험군,16.53433341,-1.0991020489588257,1.6161125257495288
0.3718,18,77.8,0.724563377,0.1408,0.04,2,1,7.304932806,저위험군,27.15497642,-1.0298096560467913,0.2847796557163609
0.122,0,0.0,0.189242,0.1136,0.35,2,19,9.734215874,저위험군,22.88106281,-3.599421939456095,2.0120901512685387
0.2112,19,89.5,0.0,0.1436,0.45,1,6,6.370483005,저위험군,23.78860591,-0.15916204767142136,0.8571517493042378
0.2167,19,89.5,0.0,0.1394,0.45,1,6,6.50697916,저위험군,23.55661442,-0.18493056571478253,0.9080964705570789
0.3349,14,85.7,1.098612289,0.413,1.0,1,5,5.990814336,고위험군,43.49177904,0.8607010713286187,0.17930758613872025
0.1153,12,91.7,0.142500063,0.1665,0.08,2,3,7.293303353,저위험군,26.02945829,-1.145361878138945,0.38258636373419297
0.0818,16,75.0,0.671640975,0.1365,0.7,2,7,7.308428926,중위험군,32.64151199,-0.631215337866802,0.9541327412693088
0.3564,13,61.5,1.49218665,0.1551,0.35,0,1,6.771958465,저위험군,21.39512871,0.10696787846332463,0.9350158573280415
0.2894,12,91.7,0.0,0.1222,0.04,0,10,6.854913418,저위험군,11.35272795,-0.6532577066958762,1.6705713694621507
0.5245,6,66.7,0.137832475,0.1623,0.04,2,1,6.890782045,저위험군,28.32951136,-1.6685968599885221,-0.29361327935099557
0.2002,17,100.0,0.0,0.1394,0.45,0,6,6.523136371,중위험군,17.76598732,0.3406813283172416,1.362488527479249
0.3226,13,92.3,0.0,0.1265,0.04,1,1,7.012457578,저위험군,18.0930593,-0.6882641845277188,0.5183301633530298
0.0959,23,100.0,0.877240217,0.1394,1.0,1,1,7.010916378,중위험군,32.69243548,1.079548950582753,1.0386327185378945
0.2715,17,88.2,0.0,0.138,0.04,1,1,6.842683282,저위험군,18.30119795,-0.5617472846475013,0.47791462462547923
0.1457,31,51.6,2.019149311,0.1551,1.0,0,5,6.205890208,중위험군,29.20487021,1.3678344634119435,1.527952566239457
0.2308,20,90.0,0.0,0.1523,0.45,0,1,6.582108238,중위험군,18.77645335,0.5270315403063175,0.8710744295754808
