소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,최근접_소화용수_거리등급,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
0.0743,22,54.5,0.135591974,0.8713,0.04,1,1,3.931825633,고위험군,38.92162558,0.45091026636889886,-2.244590694530013
0.5245,1,0.0,1.462280268,0.4165,0.35,2,4,1.386294361,저위험군,38.22013668,-1.1208926649231599,-2.5168927427459575
0.228,17,29.4,3.072693315,0.4077,0.85,1,4,4.060443011,고위험군,41.6903834,0.8563576344120266,-0.3606202427207723
0.2423,4,75.0,0.158384984,0.1194,0.18,1,6,4.48863637,저위험군,17.22842076,-0.8715582925048865,0.04921405733597953
0.571,3,66.7,1.670681538,0.4183,0.85,2,3,3.713572067,고위험군,49.92191103,0.13983884665422264,-1.3531689676496435
0.2423,3,0.0,0.013114942,0.413,0.04,2,3,3.951243719,저위험군,28.01388029,-2.0226159160345483,-2.017144747612269
0.5852,0,0.0,0.0,0.4183,1.0,2,4,3.828641396,고위험군,45.46797329,-1.1589087746249744,-2.036777303090881
0.2597,6,83.3,1.41706602,0.138,0.25,2,4,3.713572067,저위험군,29.00481329,-0.5441073240193334,-0.46231075845068553
0.3014,0,0.0,0.0,0.1436,1.0,2,4,3.80666249,중위험군,33.5893465,-1.3964133047776106,-1.2797511270182693
0.251,7,42.9,0.013114942,0.4236,1.0,2,3,3.526360525,고위험군,43.93326282,-0.18090306952110027,-1.7561625435727175
0.5682,6,50.0,1.555370691,0.4183,0.85,2,3,3.891820298,고위험군,49.06431418,-0.03805135503971356,-1.3902448139716606
0.5067,0,0.0,0.0,0.4113,0.35,2,4,3.931825633,저위험군,35.04463421,-1.8820070915868354,-2.0319998395165326
0.1482,48,64.6,1.488668771,0.4165,0.85,1,3,4.816726868,고위험군,39.84894705,1.945294436977598,0.03339365082261486
0.5963,0,0.0,0.0,0.4447,0.7,2,4,5.784225102,고위험군,44.00016855,-1.7506173651457495,-1.5234794133145888
0.3656,3,0.0,1.85629799,0.42,0.25,2,5,5.966018526,저위험군,38.02732974,-1.7507259168339684,-0.8398191486322418
0.0652,10,90.0,0.336472237,0.42,0.25,0,3,5.122057401,저위험군,22.4550145,0.5044907304588185,-0.059016588963688485
0.4398,5,20.0,0.0,0.1752,0.85,2,4,5.7550141,중위험군,37.16132447,-1.4057256827402784,-0.6275895091065915
0.5509,5,20.0,0.422856851,0.4183,0.85,2,3,5.001729085,고위험군,45.33178032,-0.9072327567942918,-1.4835574059870689
0.4459,42,73.8,2.510882136,0.4113,0.55,1,6,6.646741103,고위험군,41.9749161,1.3147601930887247,0.9535019689269952
0.2365,2,0.0,0.019608471,0.42,0.04,2,3,4.872751587,저위험군,28.79176005,-2.1811612544268235,-1.7525355694869331
0.3626,15,40.0,2.646548001,0.4165,0.45,1,3,5.227626626,고위험군,37.97836878,0.24357431041233996,-0.24946730024838634
0.1867,2,0.0,0.0,0.1637,0.12,2,4,6.347249095,저위험군,22.60861314,-2.627552290870013,-0.5629213830094044
0.5624,2,50.0,2.32341918,0.4113,0.85,1,4,5.698836932,고위험군,44.96476048,0.14646681345655846,-0.191713714730408
0.3379,0,0.0,0.875468737,0.1394,0.12,2,4,5.694876265,저위험군,24.14500168,-2.445612864160382,-0.5961144619704689
0.3595,10,40.0,1.080912712,0.413,0.12,1,4,5.689446876,저위험군,29.37942155,-0.7789994252674679,-0.44814303797699095
0.5852,0,0.0,0.0,0.4254,1.0,2,3,4.951380567,고위험군,46.38173797,-1.271924628443643,-1.7890838979020498
0.2223,0,0.0,0.182321557,0.42,0.0,2,3,4.979626107,저위험군,28.47342561,-2.2658165230070884,-1.7059463325239377
0.4336,12,41.7,2.779146123,0.115,0.85,0,8,6.267485138,중위험군,28.18006879,0.37175679246962595,1.666213210214756
0.629,13,38.5,0.170760734,0.4148,0.45,2,3,5.2495997,고위험군,40.70327678,-0.948386868203998,-1.3171448929834628
0.378,6,100.0,0.054067221,0.1293,0.85,2,8,8.022247478,중위험군,37.01310899,-0.8299922163750619,1.0930615682274956
0.5795,0,0.0,0.0,0.4289,1.0,2,1,3.526360525,고위험군,46.02418599,-0.968802312346157,-2.419561274917121
0.1043,5,0.0,0.538171078,0.4183,0.35,2,3,4.844187086,저위험군,32.85502502,-1.5850446892433927,-1.5237951442471183
0.4643,0,0.0,0.0,0.4148,0.25,2,3,3.526360525,저위험군,33.27161475,-1.8757807702265488,-2.251617291671612
0.2984,2,100.0,0.640037355,0.4148,1.0,2,5,5.577463108,고위험군,48.31381209,0.16191036550028795,-0.49638937629169566
0.6128,27,81.5,0.656779536,0.5863,0.7,0,4,5.581614841,고위험군,41.98250094,1.4881442920588057,-0.15864730243533304
0.1408,79,67.1,0.759690571,0.413,1.0,2,3,4.795542581,고위험군,46.50080219,2.5563920531560917,-0.12579509581594756
0.0706,18,77.8,0.470003629,0.4377,0.12,0,3,5.633288477,저위험군,22.1206161,0.4395280395411527,0.09031528314983199
0.1457,1,0.0,0.092781733,0.1394,0.12,2,4,6.491042148,저위험군,20.45941434,-2.677863665215855,-0.435620274983233
0.3471,0,0.0,0.0,0.1337,1.0,2,3,3.828641396,중위험군,33.28722836,-1.3754858139965682,-1.3541316449179757
0.5422,25,64.0,1.214444104,0.4113,0.85,0,3,3.401197382,고위험군,36.1709565,1.673879920470218,-0.47895947083257784
0.3656,3,33.3,1.558144618,0.105,0.12,1,4,3.737669618,저위험군,17.98744218,-1.0381483134466032,-0.344068267097894
0.5653,2,100.0,0.0,0.1279,0.7,2,8,7.672985884,중위험군,36.5204789,-1.1307036342556542,0.841340847689071
0.0706,7,14.3,0.070617567,0.1422,0.35,0,5,5.962782111,저위험군,11.52159054,-1.0845076044819257,0.49133053776826596
0.5935,2,0.0,0.0,0.1394,0.7,2,3,5.170483995,중위험군,32.78419457,-1.8809360768366028,-1.0474251755489743
0.2029,3,66.7,1.234204263,0.1308,0.12,2,4,3.526360525,저위험군,24.7547898,-1.023818048081378,-0.6768006451139333
0.4336,1,100.0,0.313657559,0.1079,0.85,2,10,6.386155151,중위험군,35.84050268,-0.817607273297498,0.7841541071708777
0.5852,22,31.8,1.245215763,0.5439,0.12,0,6,4.110873864,고위험군,29.49713814,0.241008232311398,-0.6373539669145524
0.5795,0,0.0,0.0,0.4218,0.45,2,3,5.22692877,고위험군,38.46811056,-1.9213917905265339,-1.7538928871118
0.3014,3,33.3,0.038839833,0.4113,1.0,1,5,3.688879454,고위험군,37.29047014,-0.12390633246467803,-1.217931483083312
0.1198,50,76.0,1.0924773,0.6908,0.85,2,4,4.735671994,고위험군,53.72455501,1.892359914081243,-0.9455603060400184
0.2715,3,0.0,0.00896867,0.4535,0.12,2,3,5.003006267,저위험군,32.72346023,-2.051976626004655,-1.786405236740585
0.2894,27,88.9,0.781700578,0.5439,0.85,1,4,5.445011746,고위험군,44.20699926,1.3733769898352213,-0.29106369000530524
0.2834,0,0.0,0.0,0.4113,1.0,2,3,4.793556647,고위험군,42.0088006,-1.202097725036772,-1.6933229610323912
0.2365,0,0.0,0.0,0.4113,1.0,2,3,3.784189634,고위험군,41.11920241,-1.0440717988978587,-1.993235194748726
0.2626,67,79.1,0.417735201,0.6573,0.85,0,4,3.891820298,고위험군,39.59804782,3.2988484138793095,-0.309268137218321
0.4735,44,88.6,0.947381319,0.1108,1.0,0,7,4.634728988,중위험군,27.77890156,2.069960990518134,1.343375535098405
0.1384,10,80.0,0.968134334,0.4165,0.85,2,6,6.996269693,고위험군,45.25451407,-0.1445625793367014,0.11786909936945378
0.3471,1,100.0,0.0,0.1337,1.0,2,3,5.23734581,중위험군,37.82892714,-0.20268492787621076,-0.2761104334071708
0.2139,35,62.9,1.231256763,0.413,0.85,1,4,5.693328017,고위험군,39.73024067,1.2353518678912998,0.1603827137905199
0.1556,65,61.5,0.929052983,0.4113,0.85,2,3,4.725261666,고위험군,44.34867597,1.893676201277298,-0.32903965503274957
0.4674,39,71.8,2.608520606,0.1136,0.55,0,5,3.33220451,중위험군,24.39505448,1.8642333566098699,0.9048818602820066
0.4582,0,0.0,0.0,0.4165,0.25,2,3,3.465735903,저위험군,33.30587023,-1.8637648089239587,-2.2724958591876914
0.5275,6,0.0,1.544197391,0.4183,0.35,2,5,3.828641396,저위험군,39.58316341,-1.3360615806461582,-1.5894599478153633
0.5963,0,0.0,0.0,0.1251,1.0,2,5,3.970291914,중위험군,35.39564942,-1.5454810599924678,-1.2047739567643299
0.5823,0,0.0,0.0,0.4148,1.0,2,3,3.828641396,고위험군,45.17788074,-1.1178040199778572,-2.1154592175305105
0.3626,9,55.6,2.76000994,0.4165,0.85,0,3,3.33220451,고위험군,37.66467364,1.44990093791592,-0.3471769790569061
0.5037,1,0.0,0.0,0.1022,0.25,2,4,5.758901774,저위험군,22.71026889,-2.5632425246320594,-0.7145568707230312
0.5451,6,0.0,1.660731207,0.1308,0.35,2,5,5.8775677,저위험군,31.02576522,-1.9258428838119357,-0.2365310448270623
0.3318,15,40.0,2.158545723,0.4165,0.35,0,4,5.499092602,고위험군,29.16972306,0.3882631515714955,0.2178445951733581
0.3656,3,66.7,0.054067221,0.6824,0.85,2,5,3.713572067,고위험군,51.78142876,-0.007671838136445739,-2.091026636391777
0.078,12,33.3,1.568615918,0.6824,0.25,1,5,3.828641396,고위험군,36.75666209,0.03845814002116959,-1.383084172760965
0.5097,19,100.0,2.510882136,0.406,0.85,1,3,4.33073334,고위험군,46.24981546,1.683705793373602,-0.12395419875954757
0.2924,2,100.0,0.685730583,0.413,1.0,2,4,3.526360525,고위험군,47.4611473,0.5180333217228158,-1.2125930343258347
0.3044,4,25.0,1.998095902,0.42,0.55,1,3,3.912023005,고위험군,36.13748857,-0.16265773778530654,-1.0048798141173723
0.5596,4,50.0,2.378571,0.4113,0.85,0,4,3.63758616,고위험군,38.33659794,0.9803096226712501,-0.4014075101378161
0.2834,28,82.1,1.512588086,0.4148,0.85,2,3,3.295836866,고위험군,47.04283799,1.261807949185162,-1.0135491359330309
0.5156,4,0.0,1.555370691,0.4113,0.35,2,4,3.496507561,저위험군,38.81169317,-1.3122792106026462,-1.7819509577100758
0.4735,0,0.0,0.0,0.4148,0.25,2,3,3.433987204,저위험군,33.33814195,-1.8640893314107205,-2.284050398141586
0.3135,0,0.0,0.006578971,0.1422,0.18,2,16,3.36729583,저위험군,22.07394064,-2.769875580262408,-0.4523694941200209
0.2894,7,57.1,0.105360516,0.4359,0.85,1,3,4.356708827,고위험군,38.23232365,0.20065820646875512,-1.045607217653831
0.4275,8,75.0,0.750487727,0.1079,0.12,1,4,3.988984047,저위험군,18.79631231,-0.550088564168968,-0.15399814536771625
0.5823,27,77.8,0.75357892,0.4183,1.0,2,3,4.110873864,고위험군,50.94914232,0.9759959603595006,-1.0652597469393623
0.4151,23,100.0,1.093041244,0.4095,0.45,0,6,4.553876892,고위험군,30.61340226,1.3433944700869531,0.32793843858146404
0.4521,23,95.7,1.649918865,0.1408,0.7,1,4,4.418840608,중위험군,33.267893,1.0531977223924622,0.46304871668105146
0.6128,15,93.3,0.271152771,0.4535,0.25,1,2,4.382026635,고위험군,36.62713848,0.3274569554086779,-0.9986815284938498
0.2423,6,33.3,4.087176073,0.413,0.55,1,6,4.955827058,고위험군,40.7850036,0.23676285927612253,0.16336498366391675
0.5186,11,81.8,2.136007795,0.4095,0.7,1,4,4.110873864,고위험군,42.64686994,0.9057085587470467,-0.42409426446325027
0.4582,19,94.7,1.722766598,0.115,1.0,1,5,4.48863637,중위험군,35.55621481,1.1702320261163286,0.6293004197094393
0.3226,25,96.0,0.902867712,0.1079,0.7,1,5,5.438079309,중위험군,27.82469851,0.7411872279851317,0.8590966313907225
0.2864,0,0.0,0.451985124,0.4518,0.12,2,3,5.135798437,저위험군,33.82989945,-2.0702524624959016,-1.683823706059674
0.2834,17,100.0,0.422159987,0.4272,0.85,0,3,3.737669618,고위험군,33.97208471,1.7216766370619174,-0.36037735958691564
0.2626,3,66.7,0.445311017,0.4095,0.55,1,3,3.713572067,고위험군,32.75038715,0.01852886757719343,-1.120810695602052
0.3904,0,0.0,0.0,0.4342,0.18,2,3,3.433987204,저위험군,32.82927435,-1.903062387869769,-2.3077936087705635
0.3196,19,94.7,0.96554917,0.42,1.0,2,3,4.553876892,고위험군,49.40263585,0.9776530408980592,-0.7753361592809646
0.3226,11,100.0,0.987695391,0.413,0.7,0,4,3.433987204,고위험군,32.4486153,1.468457450734253,-0.3111670985456893
0.3687,25,100.0,0.381559587,0.4553,1.0,0,2,4.290459441,고위험군,39.25681616,2.12087178096589,-0.2713029848402868
0.3718,0,0.0,0.223143551,0.4148,0.18,2,3,3.891820298,저위험군,31.95268296,-1.934041481423342,-2.061276951203849
0.4028,14,92.9,0.184623054,0.413,0.85,1,2,3.688879454,고위험군,39.33540194,1.0300981486364595,-1.0073298044264696
0.4582,24,100.0,0.531592107,0.1136,1.0,2,5,4.077537444,중위험군,38.71075694,0.7313271977330629,-0.06849460641603558
0.2597,34,85.3,0.841652115,0.4095,0.85,1,3,3.931825633,고위험군,39.25542684,1.6999665561860744,-0.447992098591615
0.2685,16,100.0,1.614475706,0.42,0.25,0,4,3.713572067,고위험군,27.76479498,1.2679173947023223,-0.07373478936965984
0.2834,5,0.0,0.051293294,0.413,0.7,2,8,4.634728988,고위험군,38.12576774,-1.549634165394072,-1.2701472006042513
0.251,5,40.0,1.16760516,0.5439,0.25,0,4,4.110873864,고위험군,27.47385379,0.06487098821236999,-0.8420913757353405
0.5624,43,95.3,0.486590653,0.4165,0.85,2,4,4.262679877,고위험군,48.90870976,1.4526284226685806,-0.6955913086503104
0.3196,7,71.4,0.747214402,0.1322,0.35,0,4,3.951243719,저위험군,16.60893395,0.124970439730085,0.20809959972901962
0.3287,0,0.0,0.005037794,0.1265,1.0,2,4,4.418840608,중위험군,32.74695425,-1.509423150717079,-1.05529574284508
0.2954,20,100.0,0.486113326,0.1308,1.0,2,4,4.143134726,중위험군,38.14555038,0.6734724197357483,-0.17436671428923609
0.4886,16,81.2,0.889037467,0.4095,0.55,1,4,3.828641396,고위험군,37.16385739,0.6474571962344045,-0.7383385058611484
0.2597,0,0.0,0.251314428,0.1094,0.25,2,6,4.248495242,저위험군,20.65644199,-2.344921984368143,-0.8964661728791964
0.4182,0,0.0,0.0,0.4148,0.18,2,5,4.584967479,저위험군,32.19541149,-2.187741040208654,-1.7334681361493025
0.6852,11,36.4,0.022691411,0.1022,1.0,2,6,3.891820298,중위험군,36.21115663,-0.7580602196026814,-0.7574256656439639
0.2481,0,0.0,0.857450232,0.4165,0.12,2,3,4.248495242,저위험군,31.5460016,-1.8729162662113954,-1.774457164186765
0.6474,29,96.6,0.78717613,0.4272,1.0,1,5,3.988984047,고위험군,47.13305975,1.679779963187439,-0.4230972261304015
0.4704,24,95.8,0.305554197,0.1494,0.7,2,3,4.143134726,중위험군,36.82256692,0.4052497063188858,-0.4245066651377215
0.3226,1,0.0,0.0,0.1451,0.85,2,5,4.17438727,중위험군,32.00167776,-1.6294067571132145,-1.092606891374097
0.6396,34,100.0,0.203944021,0.1237,1.0,2,5,4.189654742,중위험군,40.93780333,0.9442236667827701,-0.07874237947221785
0.6448,34,100.0,0.129013003,0.4289,1.0,2,5,4.709530201,고위험군,52.1304351,1.180927189399648,-0.6660123033090247
0.3595,9,66.7,0.864479616,0.4218,0.12,2,3,4.406719247,저위험군,36.04931534,-0.7125593076304685,-1.2549882381330097
0.4306,27,81.5,1.254773019,0.406,0.7,0,5,3.761200116,고위험군,33.4526944,1.6963322758065538,-0.010897194419971735
0.2924,17,88.2,0.741187157,0.1108,0.85,0,4,4.127134385,중위험군,22.48437175,1.191638012806398,0.6027255629721727
0.2308,16,93.8,0.627935032,0.1279,1.0,1,4,4.369447852,중위험군,31.31296706,0.9172559837023166,0.2743583159151146
0.184,0,0.0,0.0,0.4218,0.7,2,3,3.610917913,고위험군,37.03055702,-1.3270471365329857,-2.087387487856703
0.0959,6,33.3,0.044451763,0.45,1.0,1,3,5.135798437,고위험군,38.38826751,-0.06200705486272742,-0.919718814603339
0.3749,28,96.4,0.787193936,0.1451,1.0,2,5,4.521788577,중위험군,41.0454164,0.8641145539514704,0.10747129484608235
0.4367,21,85.7,0.75512094,0.4165,1.0,1,6,4.682131227,고위험군,43.67430502,1.1432019631179655,-0.18299834396765266
0.0706,6,16.7,0.893817876,0.1394,1.0,2,5,4.094344562,중위험군,33.76621815,-0.7999061512675386,-0.6337921506348555
0.2423,25,92.0,0.218689201,0.1408,1.0,0,4,3.713572067,중위험군,25.33308272,1.653807632630634,0.43914365250819176
0.3873,18,72.2,0.466525365,0.1494,0.7,0,5,4.672828834,중위험군,23.46196552,0.6762848276478235,0.5692449539696937
0.2597,15,86.7,0.988094464,0.1322,0.7,2,5,5.010635294,중위험군,34.59104969,-0.04581755047672581,0.13111909702661018
0.4704,17,94.1,1.213111249,0.1079,1.0,1,4,4.532599493,중위험군,33.83190683,1.000413482617939,0.4277708595097727
0.5596,25,100.0,0.413086266,0.4148,0.85,1,4,4.33073334,고위험군,42.46851253,1.3351804425107205,-0.46708785302467143
0.5624,25,92.0,1.020207583,0.4113,0.7,1,3,4.262679877,고위험군,41.26325584,1.257983062636904,-0.5022289992281649
0.2308,15,73.3,0.305864392,0.4183,0.7,0,3,4.094344562,고위험군,29.41224769,1.0506903007436816,-0.44014629484065204
0.3564,12,83.3,0.839303461,0.4165,1.0,1,4,3.465735903,고위험군,42.27265485,1.1141368482980198,-0.8145655743568189
0.6343,4,100.0,0.263624504,0.1337,0.25,1,6,4.077537444,저위험군,24.76105218,-0.4369838898651352,-0.07219455445925513
0.2984,3,0.0,0.0,0.8374,1.0,2,1,3.218875825,고위험군,55.59006803,-0.32090855139314417,-3.3569655469555038
0.4306,12,66.7,0.711019305,0.1293,0.7,1,4,4.59511985,중위험군,28.54744467,0.03523914086844817,0.03633342649063293
0.5509,27,96.3,0.968042937,0.1308,0.7,2,3,3.931825633,중위험군,37.80270192,0.6658026786917214,-0.29144774235110865
0.1607,23,78.3,0.940243973,0.4113,1.0,1,5,4.983606622,고위험군,40.56534319,1.2059402893893456,-0.04362936170876105
0.3749,20,80.0,0.817084082,0.148,0.7,0,4,3.583518938,중위험군,23.99391221,1.1379251923248106,0.296195756565742
0.3533,28,92.9,0.844914069,0.4148,1.0,2,4,3.761200116,고위험군,48.90812702,1.2850039025834272,-0.8678984391276539
0.1022,16,87.5,0.904095459,0.4218,0.85,0,4,4.262679877,고위험군,32.45505985,1.5455790035975927,-0.010765793045270573
0.3074,22,72.7,2.628800829,0.1222,1.0,2,5,4.890349128,중위험군,41.99386895,0.7217186158219306,0.4906794060898352
0.4089,27,100.0,3.280911216,0.4165,1.0,2,4,3.891820298,고위험군,55.84490496,1.9038414740400307,-0.2818898281478961
0.3318,14,100.0,2.76000994,0.148,1.0,1,4,3.688879454,중위험군,39.15014904,1.547461022642718,0.4600596827587039
0.1894,22,27.3,0.990398704,0.4218,1.0,1,5,4.543294782,고위험군,39.53113283,0.5681271967401478,-0.5365270570983198
0.2685,21,95.2,0.324861076,0.5554,1.0,1,4,4.025351691,고위험군,45.37297648,1.5386394413734437,-0.8724478906667413
0.6753,10,80.0,0.203944021,0.4165,1.0,2,3,3.988984047,고위험군,50.25250944,0.30194402746897453,-1.4417458790820463
0.3074,24,83.3,1.391834541,0.1351,1.0,1,5,3.663561646,중위험군,34.04567459,1.2785360374051091,0.29245916304401615
0.4429,24,95.8,1.656821936,0.406,0.7,0,4,3.80666249,고위험군,35.08698913,1.9202980827222498,0.05308994064025642
0.2423,20,85.0,1.368459493,0.4588,0.7,0,3,4.219507705,고위험군,35.5991867,1.65411291319841,-0.13596978075818703
0.5275,13,76.9,2.110113841,0.4183,0.7,1,3,3.761200116,고위험군,43.01149415,1.0038629914108648,-0.6592027658802844
0.412,24,100.0,0.64787541,0.42,1.0,2,5,4.094344562,고위험군,49.79388465,1.0998064706435924,-0.7556011555109222
0.3287,26,96.2,2.145990351,0.4113,1.0,2,4,4.094344562,고위험군,51.75327173,1.5275141751575771,-0.4618566251160257
0.2864,4,25.0,0.99852883,0.1,0.7,1,3,3.433987204,중위험군,22.941797,-0.5118998399505267,-0.5841879847174253
0.2308,13,92.3,1.15267951,0.2768,0.18,1,5,3.784189634,저위험군,26.11848895,0.222858874188881,-0.20040335375536583
0.3811,14,78.6,0.860327361,0.138,0.7,1,4,4.043051268,중위험군,29.36748283,0.3990265437365853,-0.009042187119958415
0.3318,20,90.0,1.010706324,0.1065,0.7,1,5,3.850147602,중위험군,27.15213555,0.7491687783953417,0.28732184609650624
0.3196,14,71.4,0.787024695,0.1011,0.7,1,4,3.433987204,중위험군,25.01274552,0.34647020410761603,-0.1502658159507293
0.2685,10,0.0,0.0,0.1322,0.7,2,5,4.110873864,중위험군,28.40707068,-1.4873905583851654,-0.9723517098299596
0.3502,0,0.0,0.0,0.4641,1.0,2,2,4.510859507,고위험군,46.39488079,-1.072460885524186,-2.021688866720394
0.0959,2,100.0,0.666478933,0.4148,0.12,2,3,3.663561646,저위험군,33.11000715,-0.3900701649381545,-1.2930158500319644
0.1683,10,30.0,0.253780521,0.148,0.7,1,5,4.430816799,중위험군,24.51116093,-0.5816269300674745,-0.22831555527608613
0.4643,10,50.0,0.592405611,0.4236,0.7,0,3,3.583518938,고위험군,31.83127004,0.6715613828994402,-0.8408111198528966
0.1761,5,60.0,0.414681763,0.4183,0.7,0,3,3.33220451,고위험군,28.08153853,0.6866641639697273,-0.8364285562384493
0.3287,10,60.0,0.982721401,0.4272,0.85,0,3,3.465735903,고위험군,33.99776315,1.114421902000384,-0.6709936045223824
0.2167,20,75.0,0.467242468,0.1237,1.0,2,5,3.891820298,중위험군,35.57648115,0.33338080660972386,-0.2791110785772255
0.4244,20,85.0,0.266140229,0.148,1.0,1,5,4.394449155,중위험군,33.9142008,0.7796979554164292,0.16316888701141366
0.098,12,83.3,0.893817876,0.4165,0.85,1,4,3.433987204,고위험군,37.45929743,1.0196364458813036,-0.7339787472963233
0.098,4,25.0,0.039609138,0.1408,0.7,1,4,3.663561646,중위험군,22.04434461,-0.7373318478725935,-0.6635744219236616
0.5422,21,81.0,2.052678124,0.1322,0.25,0,4,4.248495242,저위험군,21.55006001,0.836475442284733,0.7208960646727472
0.3749,31,93.5,1.361337629,0.4183,0.85,2,3,4.110873864,고위험군,48.74363117,1.3444644749485462,-0.7264612132610369
0.2685,28,100.0,0.374693449,0.42,1.0,1,3,4.418840608,고위험군,41.73650629,1.688397101161962,-0.3885438207733161
0.2394,22,95.5,0.543615447,0.1337,1.0,0,6,4.574710979,중위험군,25.93416033,1.456336202471586,0.9622638703729762
0.1894,5,40.0,0.100083459,0.4077,0.7,2,4,3.526360525,고위험군,37.99232349,-0.645561481588537,-1.663514024822792
0.4643,22,95.5,0.327060402,0.4218,0.7,2,3,4.204692619,고위험군,45.3283094,0.6282135232367682,-1.07717029004503
0.3196,1,100.0,0.009132484,0.4148,0.45,2,3,3.496507561,고위험군,38.51382462,-0.23913857814703673,-1.5476427087853533
0.3471,16,87.5,0.762795575,0.4148,1.0,1,5,3.610917913,고위험군,42.16327581,1.220448554653499,-0.61674061098376
0.1313,17,64.7,0.814291564,0.413,0.7,1,8,4.844187086,고위험군,35.18263543,0.3566915601579005,-0.0334940872092515
0.1658,21,85.7,1.397593916,0.4553,0.25,1,4,4.219507705,고위험군,34.33398768,0.7254733414052086,-0.4407732259876044
0.3044,0,0.0,0.068992871,0.4289,0.18,2,5,4.418840608,저위험군,32.0576487,-2.1080205731808364,-1.7622404103296943
0.0918,6,100.0,1.953400821,0.148,1.0,1,5,3.912023005,중위험군,34.51662387,1.0582611629326732,0.4347674217678915
0.4459,18,100.0,1.097299091,0.4165,0.04,1,4,3.526360525,저위험군,31.23537446,0.5162286824531547,-0.7052595597193219
0.5596,26,96.2,0.991428618,0.4113,0.85,1,4,3.713572067,고위험군,43.25246252,1.5433705214220235,-0.5370338094062441
0.1894,23,95.7,0.92833907,0.1394,0.85,1,4,4.564348191,중위험군,30.68283529,1.0761358741380758,0.46707676244511936
0.184,6,0.0,0.092781733,0.4183,0.7,1,3,3.951243719,고위험군,31.23806042,-0.707869681269927,-1.4793918979006182
0.2394,21,90.5,0.826852169,0.4183,1.0,0,3,4.060443011,고위험군,35.748507,1.9419970764795476,-0.12714898983408476
0.2656,5,0.0,0.0,0.5478,0.12,2,4,3.465735903,저위험군,33.4144223,-1.7017111880980247,-2.383852311948356
0.2834,4,0.0,0.0,0.8374,1.0,2,1,3.218875825,고위험군,55.44345149,-0.2843905692619861,-3.3396190082642425
0.3105,20,90.0,3.490428515,0.1394,1.0,1,4,4.955827058,중위험군,40.16823128,1.5977319486008492,1.0562906914800114
0.251,16,56.2,0.091630323,0.4236,0.7,1,3,5.220355825,고위험군,35.24570861,0.1883760733293033,-0.649824813562375
0.3471,17,88.2,3.295836866,0.6824,0.85,1,4,3.931825633,고위험군,54.59851084,1.9951739427434085,-0.6883139675742169
0.3873,31,93.5,1.359530944,0.42,0.25,0,3,4.043051268,고위험군,28.57369344,1.5921789572281848,-0.021929127075217273
0.6046,42,92.9,0.465896847,0.5535,0.85,2,4,3.80666249,고위험군,53.37099094,1.5894042458268764,-1.2145279148713404
0.5392,4,50.0,0.589328685,0.4236,0.12,0,4,5.298317367,저위험군,25.06343946,-0.4808854486761706,-0.3784224900768092
0.2452,23,87.0,0.600056757,0.4183,1.0,0,3,3.555348061,고위험군,34.97174243,1.9803076497313044,-0.33626629133786096
0.5852,4,100.0,0.019493795,0.1022,1.0,2,6,3.295836866,중위험군,37.3043128,-0.028385389520389707,-0.5945912508290606
0.5795,38,89.5,1.649288944,0.457,1.0,2,2,4.521788577,고위험군,56.65465226,1.743223490097556,-0.7157977254617937
0.2308,16,100.0,1.050327048,0.4148,1.0,1,5,3.912023005,고위험군,42.19509814,1.437473034863833,-0.33779056912441063
0.2744,6,50.0,0.027150989,0.8374,0.35,2,1,3.784189634,고위험군,48.55633371,-0.33544688598272754,-2.8907501971293206
0.1894,26,96.2,1.319733595,0.4535,1.0,2,2,4.418840608,고위험군,51.34553002,1.4444087543135502,-0.7681149935812345
0.5127,19,5.3,0.024097552,0.4359,0.55,0,3,3.526360525,고위험군,28.1178571,0.08057257219540075,-1.2208931542833699
0.1175,5,80.0,0.868711955,0.4518,0.7,0,3,5.33753808,고위험군,32.46961715,0.8187524537673732,-0.04006256222658025
0.6778,45,95.6,0.361907134,0.4289,1.0,2,4,4.17438727,고위험군,52.86888807,1.661689541973732,-0.7808034315004736
0.588,17,100.0,0.956771685,0.1394,0.7,1,6,4.110873864,중위험군,32.93403465,0.6710927210864599,0.298847321724291
0.2894,0,0.0,0.068992871,0.1322,0.25,2,7,4.644390899,저위험군,22.53846679,-2.4725432649210286,-0.7897626534097255
0.3656,30,93.3,0.869664891,0.413,0.85,2,4,3.80666249,고위험군,46.94465105,1.1867155738013189,-0.8392317925880624
0.6073,30,100.0,0.331777392,0.1036,0.7,1,6,5.187385806,중위험군,29.38357537,0.754380997186558,0.7315853718732542
0.5795,27,85.2,0.75512094,0.4183,0.85,2,3,4.043051268,고위험군,49.09294766,0.9212217826010299,-1.0560176375450723
0.2481,18,88.9,0.720546155,0.42,0.7,1,3,3.465735903,고위험군,37.17188561,1.1013332865796843,-0.8254463934022196
0.1482,4,75.0,0.137201122,0.1351,0.12,1,3,4.189654742,저위험군,16.43800162,-0.7294563821625021,-0.3235501743758694
0.4856,24,91.7,1.219682098,0.4183,0.55,2,3,4.189654742,고위험군,45.24730737,0.6871461395505714,-0.9015930451499793
0.3349,24,95.8,1.085402057,0.4113,0.85,1,6,4.532599493,고위험군,41.28429086,1.3307835749819577,-0.025647458499033646
