구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,x_5181,y_5181,최근접_소화용수_거리등급,업종,건물용도명,총층수,연면적,cluster,최종위험점수_new,cluster_label
중구,초동,럭키장여관,1974,0.1001,15,86.7,0.318453731,0.1723,1,37.56082266,126.9915662,199254.8393,451254.7186,1,숙박업,여관,1,5.377128547,0,32.75716515,중위험군
중구,중림동,대영장여관,1970,0.3687,40,42.5,0.884874536,0.178,0.18,37.55445273,126.9672114,197102.7611,450548.2038,0,숙박업,영업용,3,5.786774674,1,18.89849828,저위험군
중구,신당동,J모텔,1936,0.1947,43,86,0.600253434,0.9481,0.7,37.56126414,127.0133052,201175.5546,451303.7674,0,숙박업,주택,2,4.787491743,2,51.3624778,고위험군
중구,초동,하루재,1967,0.1175,31,83.9,0.275894117,0.1823,1,37.5604658,126.9911271,199216.0394,451215.1149,0,숙박업,"영업, 근린생활시설",3,6.170906963,0,28.13627243,중위험군
중구,신당동,조이풀스테이(Joyful Stay),1949,0.1313,21,71.4,0.467985465,0.4923,0.55,37.56245881,127.0165259,201460.0902,451436.4068,0,숙박업,근린생활시설,2,5.924336008,2,32.59265257,고위험군
중구,충무로5가,남경레지던스,1962,0.2223,22,72.7,0.018779895,0.1895,0.85,37.55980392,126.9979148,199815.7633,451141.6191,0,숙박업,"제1,2종근린생활시설, 숙박시설",1,6.226378554,0,26.53812345,중위험군
중구,신당동,타임스테이,1961,0.1581,23,87,1.798457418,0.4712,0.7,37.56254877,127.0182782,201614.907,451446.42,0,숙박업,영업소,2,5.35738784,2,37.1456537,고위험군
중구,(회현동,호텔 경동,2014,0.2084,1,0,0.621173681,0.115,0.12,37.55443196,126.9809373,198315.5949,450545.5641,2,숙박업,관광호텔,3,7.85394262,1,20.96058342,저위험군
중구,(광희동,트리쉐이도호텔,1992,0.3502,56,71.4,0.717439873,0.4165,1,37.56259916,127.0051718,200456.9375,451451.8682,0,숙박업,"숙박시설,공장",6,7.361076782,2,37.68394494,고위험군
중구,(필동,동산여관,1969,0.2112,31,74.2,0.953430279,0.1794,0.85,37.55867857,126.9962823,199671.5208,451016.723,0,숙박업,"주택, 영업",3,5.917575782,0,27.98752731,중위험군
중구,순화동,프레이저 플레이스 센트럴 서울,2006,0.5392,5,0,0.128210659,0.1265,0.55,37.55986298,126.9690892,197268.8858,451148.6211,2,숙박업,숙박시설,28,10.44386635,1,31.57007906,저위험군
중구,남대문로4가,프레이저플레이스남대문서울(Fraser Place Namdaemun-Seoul),1979,0.2984,7,57.1,1.125439531,0.1652,0.25,37.55862664,126.9756413,197847.7545,451011.2318,1,숙박업,숙박시설(관광호텔),1,9.773230792,1,26.11530651,저위험군
중구,다동,스몰 하우스 빅도어,1960,0.3044,7,42.9,0.429856561,0.1922,0.35,37.56419873,126.9811758,198336.8888,451629.5557,2,숙박업,숙박시설(일반숙박시설),5,7.060072851,1,32.53907464,저위험군
중구,북창동,24게스트하우스 명동에비뉴,1966,0.2481,22,77.3,0.693147181,0.1837,0.25,37.55861319,126.9769228,197960.988,451009.7104,0,숙박업,제2종근린생활시설,1,7.397726963,1,20.20716746,저위험군
중구,(회현동,힐하우스 호텔,1958,0.2223,2,0,0.074901308,0.1951,0.12,37.55405845,126.9811766,198336.7332,450504.1047,2,숙박업,영업,3,7.643387071,1,26.18860999,저위험군
중구,신당동,재화여관,1965,0.1607,32,75,0.744238842,0.4641,0.55,37.56191425,127.0171769,201517.6227,451375.9774,0,숙박업,점포,2,4.514041253,2,31.38874892,고위험군
중구,신당동,S(에스)모텔,1967,0.2774,57,42.1,0.457833094,0.4606,0.45,37.5592684,127.0167706,201481.7731,451082.3129,1,숙박업,영업,2,4.80557721,2,35.56436047,고위험군
중구,충무로4가,호텔 시에프,1981,0.1361,17,76.5,0.098845835,0.1623,1,37.55944336,126.9929257,199374.9446,451101.6227,0,숙박업,"숙박시설,위락시설",6,6.903355615,0,26.04866063,중위험군
중구,(광희동,동대문인모텔(Dongdaemun Inn),2015,0.3196,16,81.2,1.338892122,0.1136,1,37.56180927,127.0072524,200640.7633,451364.2119,0,숙박업,관광호텔,1,9.438578922,0,28.21002299,중위험군
중구,을지로7가,백금여관,1957,0.2539,32,78.1,0.783173332,0.4782,1,37.56224445,127.00925,200817.2577,451412.5273,0,숙박업,근린생활시설,3,4.925513041,2,40.09465915,고위험군
중구,명동,솔라리아 니시테츠 호텔 서울 명동,1971,0.1001,23,69.6,1.706004111,0.1766,0.7,37.55974994,126.9843743,198619.3878,451135.7407,0,관광숙박업,호텔,24,9.424644975,0,27.40122378,중위험군
영등포구,(당산동,포켓서울 문래점,2022,0.1709,1,0,1.071281395,0.1036,0.35,37.51813948,126.8997971,191141.6541,446522.0912,2,숙박업,종합사회복지관,1,8.026101565,1,23.98483588,저위험군
중구,(남산동,우주 남산점,1996,0.129,0,0,2.655688449,0.1408,0.12,37.55587082,126.9839836,198584.7968,450705.2102,2,숙박업,제2종근린생활시설,1,6.967636095,1,26.72210081,저위험군
중구,명동,이코노미호텔 명동 프리미어점,2009,0.0568,26,73.1,0.604047186,0.1222,0.7,37.55853987,126.9836445,198554.883,451001.4482,1,숙박업,"제1,2종근린생활시설 및 일반숙박시설",6,7.745132665,0,25.30828773,중위험군
중구,(회현동,대영호텔,1971,0.1947,0,0,1.946703485,0.1766,0.12,37.55561992,126.9795108,198189.5763,450677.44,2,숙박업,"목욕탕, 주택",4,6.253347927,1,28.37012142,저위험군
중구,(남산동,오요5롯지A(oYo5LodgeA),1963,0.1108,1,100,1.491437462,0.4676,0.12,37.55634977,126.9841795,198602.119,450758.365,1,관광숙박업,관광숙박시설(호스텔),3,5.636359798,1,33.74993089,저위험군
중구,남학동,진포레스트인(JIN FOREST Inn),1965,0.0938,0,0,0.693147181,0.8826,0.7,37.55791929,126.9904146,199153.0654,450932.4886,2,숙박업,주택,3,5.584698593,2,54.48620758,고위험군
중구,남대문로5가,호텔릿(Hotelette),1967,0.2337,1,0,2.983153491,0.1823,1,37.55191393,126.9730312,197616.9274,450266.264,0,숙박업,일반숙박시설,6,6.246106765,0,32.11455399,중위험군
중구,신당동,은성여관,1970,0.1632,44,81.8,1.16617044,0.4553,1,37.56201847,127.01763,201557.6539,451387.552,1,숙박업,주택,2,5.158997826,2,44.83448931,고위험군
중구,을지로7가,에이피엠 레지던스,2006,0.2804,14,71.4,1.425375711,0.1265,0.85,37.56252165,127.0076174,200673.0117,451443.2802,1,숙박업,판매및영업시설,1,10.30864128,0,32.82359111,중위험군
중구,(저동,이화호텔,1991,0.1337,12,75,2.732264459,0.148,0.08,37.56100128,126.9869874,198850.2918,451274.5894,1,숙박업,"일반숙박시설, 근린생활시설",9,6.900428504,1,24.22852529,저위험군
중구,(회현동,호텔 코지 명동,1969,0.1814,11,45.5,0.436461208,0.1794,1,37.55802548,126.978654,198113.932,450944.4454,2,숙박업,숙박시설,1,8.267068912,0,39.86397883,중위험군
중구,(남산동,호텔 마흐리트,1967,0.1266,9,66.7,1.852753982,0.1823,0.12,37.55766837,126.9864202,198800.1269,450904.683,0,숙박업,영업,4,6.030108171,1,18.60251874,저위험군
중구,(인현동,달콤명동게스트하우스,1978,0.1384,25,64,0.693147181,0.1665,0.45,37.56077584,126.9958819,199636.1461,451249.4966,0,숙박업,"숙박시설, 공장, 다중생활시설",4,6.598454531,0,19.66743896,중위험군
중구,중림동,WO모텔 충정로,1971,0.3687,15,53.3,0.931974654,0.1766,0.18,37.55465607,126.9670047,197084.5065,450570.7786,1,숙박업,"영업용, 주택",4,5.93160838,1,24.94524697,저위험군
중구,명동,더스테이호텔,2012,0.1243,44,72.7,0.38692153,0.2496,0.7,37.55915651,126.9860126,198764.1343,451069.8542,0,숙박업,"제1종근린생활시설,숙박시설",1,7.086905145,0,23.2963077,중위험군
중구,충무로5가,명동멀린호텔,2011,0.2337,12,50,0.018779895,0.1194,0.85,37.55988314,126.9982725,199847.3662,451150.4109,1,숙박업,숙박시설,1,7.972717708,0,26.57603128,중위험군
중구,명동,명동 선샤인 게스트하우스,1987,0.1175,38,65.8,0.249563114,0.1536,0.7,37.55926496,126.9857117,198737.5535,451081.8948,0,숙박업,"업무시설,판매시설,제1.2종근린생활시설",13,9.183818763,0,22.16331046,중위험군
중구,황학동,송림장여관,1984,0.1198,18,88.9,0.309203453,0.158,0.85,37.56365324,127.0178815,201579.8337,451568.9964,0,숙박업,"여관, 근린생활시설",1,6.082675427,0,24.1018955,중위험군
중구,명동,오요 명동1,1956,0.113,26,57.7,1.678860799,0.198,0.7,37.56016528,126.9843868,198620.4999,451181.8383,1,숙박업,"근린생활시설, 일반숙박시설",1,6.947696886,0,33.68158473,중위험군
중구,을지로4가,국도관광개발 주식회사 호텔국도,2007,0.1266,32,75,0.693147181,0.1251,0.35,37.56342608,126.995507,199603.0408,451543.6435,1,숙박업,"업무시설,근린생활시설",24,9.81501256,1,22.71431679,저위험군
중구,충무로5가,현대 서비스드 레지던스,2005,0.2774,20,60,2.051202958,0.1279,0.85,37.56110121,126.9999541,199995.9463,451285.6009,0,숙박업,"오피스텔,숙박시설",1,9.354219133,0,27.71414086,중위험군
중구,흥인동,레인보우호텔,1986,0.098,23,65.2,1.194719599,0.2912,0.55,37.56318521,127.0151159,201335.5066,451517.0077,1,숙박업,"근린생활시설, 숙박시설",4,7.004764015,1,31.31350716,저위험군
중구,(장충동,파이프 호스텔,1969,0.3349,4,50,0.158224005,0.1794,0.55,37.55841902,127.0048897,200432.0333,450987.9208,2,숙박업,주택,3,5.797363888,1,33.72672717,저위험군
중구,(광희동,96번지,1988,0.2685,24,58.3,0.908855753,0.1523,0.7,37.56206664,127.0089649,200792.0687,451392.79,0,관광숙박업,"근린생활시설, 숙박시설",8,6.01615716,0,23.53454044,중위험군
중구,(회현동,(주)조선호텔앤리조트 레스케이프,2018,0.1867,41,75.6,0.229788094,0.1094,0.85,37.55715446,126.9787036,198118.2962,450847.7716,1,관광숙박업,"숙박시설(관광호텔),판매시설",33,10.22110457,0,28.39202443,중위험군
중구,신당동,동대문맥스타일 하우스,2010,0.1153,3,0,1.37003384,0.1208,0.55,37.56607323,127.009775,200863.5939,451837.4815,1,숙박업,"판매시설, 업무시설",1,10.81857596,0,23.35617869,중위험군
중구,(회현동,뉴코리아호텔,1969,0.2167,0,0,0.032789823,0.1794,0.12,37.5553878,126.9789975,198144.2146,450651.6875,2,숙박업,"여관, 점포(음식점)",5,7.063903961,1,24.52262535,저위험군
중구,명동,필스테이 명동스테이션(명동역점),2006,0.0838,19,63.2,0.18297751,0.1265,0.7,37.5590079,126.9846152,198640.6599,451053.3795,0,숙박업,"숙박시설(판매및영업시설,근생)",1,7.65750961,0,18.3399765,중위험군
중구,(회현동,서울씨티호텔(SEOUL CITY HOTEL),1964,0.184,11,27.3,2.064398403,0.4658,0.12,37.55549628,126.9801253,198243.8758,450663.7058,2,숙박업,여관,3,6.595616566,1,39.43811091,저위험군
중구,(명동,알로프트서울명동호텔,2016,0.1153,6,0,0.924551449,0.1122,0.7,37.55952462,126.9811368,198333.3355,451110.7853,0,관광숙박업,관광숙박시설(관광호텔),25,9.470008698,0,17.42653706,중위험군
중구,주교동,투유(2U)HOSTEL,1967,0.251,21,0,1.925090521,0.1823,1,37.56586745,126.9974009,199770.3781,451814.6006,1,숙박업,"점포, 사무실, 숙박시설",1,6.407572815,0,36.12463109,중위험군
중구,(회현동,뉴오리엔탈호텔,1962,0.067,26,88.5,2.149959072,0.1895,0.08,37.55758838,126.9829243,198491.2349,450895.8554,1,숙박업,"숙박시설(호텔), 근린생활시설, 위락시설",7,8.054398714,1,26.63721237,저위험군
중구,(광희동,모브호텔,1987,0.3349,27,88.9,1.225060366,0.1536,0.85,37.56215784,127.0061984,200547.6399,451402.8924,0,숙박업,"숙박시설, 근린생활시설",1,6.504886797,0,28.6428611,중위험군
중구,남학동,홈즈레드 명동,2018,0.0918,0,0,0.693147181,0.1094,0.7,37.55807414,126.9905121,199161.6811,450949.6743,2,관광숙박업,관광호텔,16,8.606119401,0,27.88206405,중위험군
중구,(회현동,HOTEL PARK HILL,1982,0.184,3,66.7,2.346070205,0.1608,0.12,37.55502777,126.9809653,198318.0815,450611.6914,2,숙박업,숙박실 여관,5,6.414654963,1,30.73726858,저위험군
중구,남대문로5가,안전장,1965,0.3718,1,0,0.405465108,0.1851,0.04,37.55569993,126.973826,197687.2691,450686.4449,2,숙박업,일반숙박시설(여관),1,6.00230557,1,26.05654034,저위험군
중구,초동,나인트리 바이 파르나스 서울 명동 Ⅱ,2017,0.122,25,48,0.693147181,0.1108,0.25,37.5615963,126.9901367,199128.5529,451340.5958,1,관광숙박업,관광숙박시설(관광호텔),22,10.15070323,1,19.01522984,저위험군
중구,명동,필스테이 명동메트로점,1957,0.1243,23,60.9,1.6976007,0.1966,0.7,37.56031807,126.9848275,198659.4458,451198.7898,1,숙박업,근린생활시설,1,7.170434878,0,33.89369372,중위험군
중구,서소문동,ENA 스위트 호텔,2017,0.412,3,0,0.311351817,0.1108,0.18,37.55956061,126.9731035,197623.558,451114.9525,0,관광숙박업,숙박시설(관광호텔),28,9.55647294,1,11.80515737,저위험군
중구,북창동,서울쎈트럴호텔(SEOUL CENTRAL HOTEL),1971,0.2308,7,100,0.170760734,0.1766,0.85,37.55907732,126.9774223,198005.1343,451061.2126,1,숙박업,숙박시설(여관),1,6.243001173,0,32.79054316,중위험군
중구,장교동,(주)호텔롯데 롯데시티호텔명동,2015,0.2423,3,0,0.752336052,0.1136,0.08,37.56418691,126.9872883,198876.9251,451628.1532,1,숙박업,관광호텔,1,10.13992712,1,15.84516789,저위험군
중구,명동,유에이치 스위트,2016,0.0938,11,54.5,0.528773823,0.2433,1,37.55921985,126.9870305,198854.0681,451076.8712,1,숙박업,숙박시설,1,6.815267114,0,31.60730559,중위험군
중구,초동,호텔베네,1969,0.0761,27,70.4,2.424987075,0.457,0.7,37.56229779,126.9916416,199261.5166,451418.44,0,숙박업,"사무실,점포,창고,숙박시설",1,7.191602508,2,36.83462921,고위험군
중구,(광희동,호텔 아라,1964,0.3656,53,67.9,0.533517035,0.4658,0.85,37.56264071,127.0047345,200418.3012,451456.4778,0,숙박업,여관,3,5.454038242,2,37.89811068,고위험군
중구,남대문로5가,르코지,2015,0.378,1,0,0.693147181,0.1136,0.04,37.55578736,126.9736727,197673.7263,450696.1523,2,숙박업,여관,1,6.731864997,1,21.3269863,저위험군
중구,(광희동,필스테이 동대문이코노미,1970,0.4089,8,62.5,0.068628506,0.178,0.08,37.563312,127.0030718,200271.3984,451530.9769,0,숙박업,"병원, 근린생활시설,위락시설",1,6.360231092,1,16.39230409,저위험군
중구,무학동,에이(A)모텔,1981,0.1814,25,80,0.629431366,0.1623,0.18,37.5612303,127.0144147,201273.5838,451300.026,0,숙박업,"근린생활시설, 숙박시설(여관), 주택",3,6.175222572,1,16.33665309,저위험군
중구,명동,K그랜드호텔 명동,1966,0.0818,16,81.2,1.837546078,0.1837,0.7,37.559348,126.983928,198579.9527,451091.1367,1,숙박업,"근린생활시설,일반숙박시설",1,7.04735199,0,33.3687148,중위험군
중구,주교동,호텔 제이스테이(Hotel J-Stay),1966,0.2626,15,0,1.526265312,0.1837,1,37.56588733,126.9977273,199799.2078,451816.8063,1,숙박업,"점포, 사무실",7,7.448625024,0,35.72892286,중위험군
중구,북창동,피넛호텔,1934,0.2481,13,100,0.210652063,0.5187,0.85,37.55942482,126.9770407,197971.4237,451099.7892,0,숙박업,숙박시설,4,6.305307666,2,40.49299842,고위험군
중구,남창동,머스트스테이 호텔,1965,0.2568,32,62.5,0.476339448,0.1851,0.7,37.55416332,126.9768462,197954.0912,450515.8295,0,숙박업,영업,4,5.746330978,0,25.18872762,중위험군
중구,신당동,청구 리빙텔,1960,0.2568,50,70,1.063040823,0.4729,0.7,37.55972529,127.0140647,201242.6817,451132.983,0,숙박업,점포,3,5.527085073,2,36.44685439,고위험군
중구,을지로3가,라이프 인 을지로,1981,0.0838,51,70.6,0.150403954,0.1623,1,37.56327507,126.9923211,199321.5606,451526.9014,2,숙박업,"근린생활시설, 여관, 위락시설",1,7.512442762,0,38.15840709,중위험군
중구,명동,명동K-stay 게스트하우스,1967,0.078,4,0,0.481258947,0.1823,0.12,37.55926806,126.9876751,198911.029,451082.2143,1,숙박업,"근린생활시설, 사무실, 숙박시설",8,7.126087273,1,18.43571655,저위험군
중구,을지로3가,트립스테이 명동,1981,0.0838,51,70.6,0.150403954,0.1623,1,37.56327507,126.9923211,199321.5606,451526.9014,2,숙박업,"근린생활시설, 여관, 위락시설",5,7.512442762,0,38.18965709,중위험군
중구,무학동,엠모텔(M모텔),1969,0.1894,51,72.5,0.732486595,0.1794,1,37.56120906,127.0138423,201223.0073,451297.661,1,숙박업,"점포, 여관",3,5.889819343,0,35.59320895,중위험군
중구,(필동,픽셀스테이 명동점,1995,0.1065,2,0,0.303995648,0.1422,0.7,37.55888617,126.9913853,199238.8373,451039.7925,2,관광숙박업,"숙박시설(호스텔),근린생활시설",6,5.726847748,0,28.63818624,중위험군
중구,신당동,야코리아 게스트하우스,1954,0.2252,20,85,0.803735941,0.4835,0.85,37.55703059,127.0123014,201086.9289,450833.8814,1,숙박업,영업,3,5.825380446,2,44.50329156,고위험군
중구,(장충동,조이 게스트하우스,1968,0.3626,7,71.4,3.128782781,0.1808,0.08,37.55896433,127.0046902,200414.4049,451048.4428,1,숙박업,"여관, 근린생활시설",3,5.504436827,1,29.54641678,저위험군
중구,산림동,화성여관,1995,0.2002,24,66.7,0.977510499,0.4113,1,37.56537071,126.9960702,199652.8115,451759.4724,0,숙박업,숙박시설,2,4.988934867,2,34.62094554,고위험군
중구,황학동,레지던스 유니콘 인 동대문,2009,0.2894,77,77.9,0.469468536,0.1222,1,37.56761121,127.0220655,201949.3901,452008.3633,1,숙박업,"제1종근린생활시설,숙박시설",1,7.311792702,0,32.63590847,중위험군
중구,신당동,성도여관,1936,0.1974,40,87.5,0.630756888,0.9481,1,37.56123239,127.0132212,201168.1343,451300.2425,0,숙박업,주택,1,3.783734985,2,55.29117997,고위험군
중구,신당동,프린스,1966,0.0535,29,75.9,0.713107923,0.1837,0.55,37.55293219,127.0100189,200885.2991,450378.984,1,숙박업,영업,3,6.253270964,0,27.98069513,중위험군
중구,오장동,호텔스카이파크 동대문1호점,2014,0.3287,29,75.9,0.739084276,0.115,0.85,37.56144741,127.0012903,200114,451324.0258,0,숙박업,"숙박시설(관광숙박시설(관광호텔),근린생활시설)",21,9.017333126,0,24.89394102,중위험군
중구,충무로4가,가가하우스,1981,0.129,5,40,0.098845835,0.1623,0.7,37.55978163,126.9939283,199463.5347,451139.1604,1,숙박업,"근린생활시설, 숙박시설, 위락시설",4,6.522092798,0,25.93912243,중위험군
중구,황학동,대림,1960,0.2685,45,86.7,0.787678948,0.4729,1,37.5634477,127.0221786,201959.4955,451546.2648,0,숙박업,근린생활시설,2,5.287963954,2,40.59147195,고위험군
중구,(광희동,올리브호스텔 동대문점,1991,0.3196,42,85.7,1.200688729,0.148,0.85,37.5626401,127.0060916,200538.203,451456.417,0,숙박업,숙박시설,1,6.079704336,0,27.94052294,중위험군
중구,을지로5가,뉴천지호텔,1961,0.3842,4,50,0.123533483,0.4712,0.08,37.56313439,127.0025578,200225.9832,451511.263,1,숙박업,"호텔, 근린생활시설, 위락시설",6,8.448177463,1,32.25720169,저위험군
중구,을지로5가,트레블로지 동대문 호텔,2016,0.3287,41,80.5,0.593154776,0.1122,0.85,37.563663,127.0010971,200096.9309,451569.9299,0,관광숙박업,숙박시설(관광호텔),24,9.009080614,0,24.73112452,중위험군
중구,무학동,탑모텔,1971,0.1867,54,74.1,0.741349282,0.1766,1,37.56126348,127.0137989,201219.1736,451303.7004,0,숙박업,"주택, 점포",5,6.013959625,0,29.53568344,중위험군
중구,(인현동,호텔 피제이 명동,1981,0.0938,45,53.3,1.096823379,0.1623,0.08,37.56206173,126.9949125,199550.5064,451392.2194,1,숙박업,"호텔, 근린생활시설, 업무, 운동, 위락, 판매",11,10.22214308,1,21.96252345,저위험군
중구,(장충동,더 스테이(THE STAY),1970,0.3502,6,50,2.824122372,0.4553,0.08,37.5588474,127.0049281,200435.4237,451035.4661,0,숙박업,"영업, 창고",7,7.006151601,1,30.78820069,저위험군
중구,(장충동,아르뎁(arrdep),1967,0.3687,5,60,2.991878704,0.4606,0.08,37.55893603,127.0043918,200388.0397,451045.3006,1,숙박업,영업,3,5.348535083,1,37.50835106,저위험군
중구,오장동,케이게스트하우스(K-guesthouse) 동대문,1984,0.3287,25,56,0.425211871,0.158,0.45,37.56243879,127.001282,200113.2661,451434.0573,0,숙박업,제2종근린생활시설,10,6.879304363,0,20.24844938,중위험군
중구,남창동,황금장여관,1960,0.2894,20,70,2.349490242,0.8939,0.25,37.55485434,126.9769752,197965.5104,450592.5216,2,숙박업,주택,3,5.364385967,2,58.11570833,고위험군
중구,충무로4가,스테이락 호텔,2018,0.1556,12,25,0.017167804,0.1094,0.45,37.55917934,126.994239,199490.9824,451072.3117,2,숙박업,일반호텔,17,8.700497598,1,24.70472092,저위험군
중구,명동,호텔 스카이파크 Ⅱ,1995,0.1947,26,73.1,2.135152149,0.1422,0.85,37.56217058,126.9842636,198609.6546,451404.4047,1,숙박업,"관광숙박시설,근린생활시설",24,8.869666722,0,34.79377752,중위험군
중구,산림동,상원장,1970,0.2029,24,62.5,1.313205332,0.4553,1,37.56530472,126.9962994,199673.0571,451752.1475,1,숙박업,영업,3,5.693833144,2,44.70278919,고위험군
중구,산림동,H2O,1971,0.1198,42,71.4,0.949935222,0.4535,0.25,37.56416937,126.9942189,199489.2406,451626.1462,0,숙박업,"목욕탕,숙박시설,근린생활시설",4,6.7538579,2,27.36606951,고위험군
중구,(광희동,호텔 클로이,1974,0.3441,59,71.2,0.113523826,0.1723,1,37.56295774,127.0050817,200448.9723,451491.666,1,숙박업,"호텔, 교육연구시설, 근린생활시설, 점포",5,6.580569787,0,35.58168716,중위험군
중구,황학동,중앙여관,1968,0.1361,33,33.3,1.643653252,0.4588,0.7,37.56691122,127.0177256,201565.9953,451930.5914,1,숙박업,점포,3,5.552765768,2,39.75988958,고위험군
중구,충무로3가,뉴스테이인(New stay inn),1963,0.0724,4,0,1.508935889,0.188,0.7,37.55962839,126.9898177,199100.3456,451122.184,1,숙박업,"제2종근린생활시설,숙박시설",5,6.89189009,0,29.32859058,중위험군
중구,북창동,호텔 문(hotel moon),1966,0.2308,4,100,0.047146778,0.4623,0.85,37.55959687,126.9775768,198018.7937,451118.8733,0,숙박업,숙박시설(여관),4,5.698836932,2,35.50166098,고위험군
중구,명동,오요 명동2,2010,0.0898,10,40,0.636451837,0.1208,1,37.55899863,126.9871722,198866.5883,451052.3167,0,숙박업,"근린생활시설, 숙박시설",1,7.046046575,0,21.92537279,중위험군
중구,남창동,노마드호스텔,1985,0.2656,4,0,1.888609295,0.4289,0.7,37.55419408,126.9758113,197862.6529,450519.2665,0,숙박업,"주택, 근린생활시설",1,5.913421921,2,31.90686691,고위험군
중구,중림동,다림여인숙,1963,0.4151,22,45.5,1.084771237,0.887,0.35,37.55551958,126.9675696,197134.4538,450666.6005,0,숙박업,주택,1,5.109575242,2,44.35497193,고위험군
중구,을지로6가,호텔 DDK,2020,0.2864,3,0,2.317323114,0.1065,0.08,37.56419834,127.0057101,200504.4846,451629.3612,0,숙박업,숙박시설,2,6.783110002,1,12.29656057,저위험군
중구,(광희동,호텔 라온,1994,0.3441,50,92,1.208878783,0.1436,0.85,37.56223745,127.0057924,200511.7701,451411.7259,1,숙박업,"근린생활시설, 여관, 위락시설",6,6.854238462,0,34.60162184,중위험군
중구,명동,K9명동호텔,2014,0.122,47,70.2,0.340401515,0.2464,0.7,37.55916111,126.9861241,198773.987,451070.3632,0,숙박업,"제1종근린생활시설,숙박시설",1,7.295375442,0,22.94857674,중위험군
중구,을지로3가,호텔어라이브 을지로 틈,1985,0.1022,45,75.6,1.271778235,0.1565,0.7,37.56274334,126.990842,199190.8743,451467.8974,1,숙박업,근린생활시설,7,6.820278339,0,30.2896612,중위험군
중구,오장동,글로리 인(Glory Inn),1965,0.3287,23,56.5,0.379489622,0.1851,0.45,37.56233361,127.0012908,200114.0473,451422.3835,1,숙박업,"숙박시설, 근린생활시설",1,6.838008552,1,28.22478216,저위험군
중구,명동,57 명동 호스텔,1966,0.0601,17,41.2,0.492294319,0.4623,0.7,37.55824724,126.9826565,198467.5818,450968.9854,1,숙박업,"근린생활시설, 업무시설, 숙박시설, 판매시설",1,8.337922975,2,37.44411815,고위험군
중구,신당동,Q모텔,1967,0.2002,42,71.4,0.604668452,0.1823,1,37.56099285,127.0136424,201205.3498,451273.6617,1,숙박업,점포,3,4.857095539,0,35.04571671,중위험군
중구,을지로5가,에이큐브호텔,1985,0.3349,49,85.7,0.687943353,0.1565,0.85,37.56347491,127.0012488,200110.3357,451549.0543,1,관광숙박업,"관광숙박시설, 근린생활시설",10,7.936081003,0,34.44363526,중위험군
중구,신당동,대천여관,1988,0.2139,23,82.6,2.180052895,0.1523,0.18,37.55695173,127.0117467,201037.9195,450825.1226,1,숙박업,"근린생활시설, 주택",2,5.783578998,1,25.54960259,저위험군
중구,신당동,J모텔,1983,0.0473,17,88.2,1.255064465,0.1594,0.85,37.55290824,127.0095836,200846.8376,450376.3218,0,숙박업,"여관, 근린생활시설",1,6.996955924,0,26.00192357,중위험군
중구,신당동,쉐어하우스 다함,1937,0.113,11,63.6,0.651989108,0.5135,0.18,37.55482988,127.0106132,200937.7867,450589.6106,1,숙박업,제2종근린생활시설,1,5.644633846,2,34.56352014,고위험군
중구,을지로6가,호텔 밀리오레,1998,0.1947,7,42.9,2.055130952,0.138,0.18,37.56557232,127.0075223,200664.5833,451781.8681,0,숙박업,"판매,업무시설,관람집회시설,근린생활시설",1,10.81108117,1,17.87224222,저위험군
중구,신당동,그리네 스테이,1954,0.1581,31,80.6,1.743573961,0.9074,0.7,37.56247269,127.0181304,201601.8512,451437.9735,0,숙박업,영업,1,4.362971228,2,50.58848177,고위험군
중구,북창동,스타힐스호텔,2010,0.2481,19,73.7,0.703438867,0.1208,0.25,37.55874491,126.9769095,197959.8103,451024.3301,1,숙박업,숙박시설,1,7.645837584,1,21.05480436,저위험군
중구,황학동,창덕여인숙,1955,0.1198,14,85.7,0.292307592,0.9051,1,37.56373275,127.0179396,201584.967,451577.8221,0,숙박업,"점포, 주택",2,4.38614315,2,50.63477071,고위험군
중구,(회현동,신세계,2011,0.1787,5,20,1.865801302,0.1194,0.12,37.55494665,126.9815004,198365.3667,450602.6786,1,숙박업,"공동주택(아파트), 판매시설, 업무시설",2,11.6371139,1,20.26336869,저위험군
중구,명동,호스텔 아라125,1999,0.184,14,50,0.412685356,0.1365,0.85,37.56201257,126.9837489,198564.1794,451386.8752,1,숙박업,"근린생활시설,일반숙박시설",1,7.801035283,0,28.33672377,중위험군
중구,(회현동,남산힐호텔,1968,0.2252,2,0,0.035474388,0.1808,0.12,37.55382358,126.9816432,198377.9576,450478.0288,2,숙박업,"영업, 휴게실",4,7.079555008,1,24.77039052,저위험군
중구,(광희동,레드모텔,1985,0.341,59,76.3,0.02695581,0.1565,1,37.56307809,127.0050955,200450.1943,451505.0235,2,숙박업,근린생활시설,4,5.7166987,0,39.94305951,중위험군
중구,(만리동,천안 여인숙,1960,0.3379,56,66.1,0.923856972,0.4729,1,37.55375612,126.9669521,197079.8183,450470.8965,0,숙박업,영업,3,4.971339911,2,40.94413181,고위험군
중구,(장충동,장충인(J C INN),1966,0.3379,2,0,0.653926467,0.4623,0.55,37.55828977,127.0044674,200394.7263,450973.5737,2,숙박업,"영업, 주택",1,5.518416288,2,41.81657639,고위험군
