구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,x_5181,y_5181,최근접_소화용수_거리등급,업종,건물용도명,총층수,연면적,cluster,최종위험점수_new,cluster_label
종로구,충신동,낙산성곽 게스트,1978,0.3533,41,75.6,1.553348446,0.4412,0.85,37.57382496,127.0074861,200661.313,452697.8147,0,외국인관광도시민박업,단독주택,2,3.988984047,2,38.0131833,고위험군
종로구,명륜2가,서울 소울,1971,0.1814,5,20,0.104329056,0.4535,0.18,37.58115436,126.9978257,199807.9484,453511.2697,0,외국인관광도시민박업,단독주택,3,4.718498871,1,21.53596102,저위험군
종로구,창신동,무띠코지,2018,0.1556,16,62.5,1.53506915,0.1094,0.18,37.57000739,127.0126335,201116.0791,452274.1574,0,외국인관광도시민박업,다가구용 주택(공동주택적용),8,3.688879454,1,12.23155644,저위험군
종로구,숭인동,I LIVE IN SEOUL,2019,0.2056,30,70,0.750248319,0.1079,1,37.57726338,127.0165476,201461.7217,453079.542,0,외국인관광도시민박업,단독주택,5,4.634728988,0,23.12341627,중위험군
종로구,내수동,The Loft Gyeongbok,2011,0.7114,0,0,0.693147181,0.1194,0.08,37.5698882,126.970206,197367.9115,452261.271,2,외국인관광도시민박업,다가구용 주택(공동주택적용),8,5.135798437,1,25.44963446,저위험군
종로구,누상동,서촌 모던 리트리트 하우스,2024,0.4275,1,0,0.11506933,0.1011,0.55,37.5771565,126.9641838,196836.1991,453068.1539,2,외국인관광도시민박업,단독주택,4,4.343805422,0,25.72167151,중위험군
종로구,창신동,blessing[축복],1997,0.228,48,64.6,0.16481653,0.4077,1,37.57154433,127.01198,201058.3288,452444.7323,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.713572067,2,32.5935272,고위험군
종로구,옥인동,종묘 01,2024,0.228,53,88.7,1.429466533,0.1011,0.25,37.57960235,126.969332,197291.0525,453339.4543,1,외국인관광도시민박업,다세대주택,4,4.418840608,1,21.01604163,저위험군
종로구,명륜3가,명문가,1984,0.5156,23,60.9,0.194900339,0.4307,1,37.58689804,126.9933154,199409.5952,454148.7716,2,외국인관광도시민박업,단독주택,3,3.931825633,2,48.9345883,고위험군
종로구,숭인동,아뜰리에8 동묘3,1991,0.2774,36,80.6,0.752193845,0.4183,1,37.57146892,127.0163964,201448.4777,452436.4216,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.496507561,2,41.64684799,고위험군
종로구,체부동,힙피어 궁중모란,1989,0.4058,19,63.2,1.026385785,0.4218,0.25,37.57622145,126.9691468,197274.565,452964.2186,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.891820298,1,26.61548014,저위험군
종로구,행촌동,서담재,1999,0.6474,11,63.6,1.945910149,0.4042,0.85,37.5730728,126.9619549,196639.1297,452614.9877,2,외국인관광도시민박업,다세대주택,3,3.931825633,2,50.51994086,고위험군
종로구,누하동,여인숙 깔마,1997,0.3318,48,75,0.767255153,0.4077,1,37.57768546,126.9683244,197201.9771,453126.731,0,외국인관광도시민박업,1종근린생활시설,4,4.317488114,2,35.82858009,고위험군
종로구,창신동,스테리 하우스,1973,0.2774,71,77.5,0.047290135,0.45,1,37.57250631,127.0115171,201017.4218,452551.4959,2,외국인관광도시민박업,단독주택,2,4.043051268,2,48.8998127,고위험군
종로구,종로6가,타이디스테이(tidy stay),1997,0.2223,3,66.7,0.683844788,0.1394,0.25,37.56883002,127.007075,200625.0318,452143.4316,2,외국인관광도시민박업,단독주택,5,4.043051268,1,26.34936545,저위험군
종로구,창신동,삼미하우스,2002,0.1658,40,67.5,0.802012443,0.1322,1,37.57022268,127.0127272,201124.3571,452298.0532,0,외국인관광도시민박업,단독주택,6,4.204692619,0,24.69815644,중위험군
종로구,충신동,낙산힐링하우스,1978,0.3656,18,72.2,0.705467665,0.4412,0.12,37.57309501,127.0074192,200655.4034,452616.7983,0,외국인관광도시민박업,단독주택,1,3.135494216,1,25.00649659,저위험군
종로구,창성동,소누스테이(Sonu stay),2002,0.2894,42,95.2,2.312260359,0.1322,0.25,37.57838497,126.9710332,197441.2795,453204.2914,0,외국인관광도시민박업,단독주택,3,3.663561646,1,20.12331255,저위험군
종로구,동숭동,모드의집,1990,0.1108,29,62.1,1.19449406,0.42,0.85,37.58046511,127.004045,200357.295,453434.7763,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.007333185,2,32.23794208,고위험군
종로구,누상동,류진스(Ryujeans),1998,0.4336,2,0,0.11506933,0.138,0.55,37.57692592,126.9644135,196856.478,453042.5545,2,외국인관광도시민박업,다세대주택,4,3.610917913,1,28.5225906,저위험군
종로구,청운동,스테이 조이(stay joy),1991,0.0838,33,97,1.023888742,0.4183,0.25,37.5830075,126.969757,197328.7089,453717.3748,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.007333185,1,36.47321497,저위험군
종로구,효제동,오아시스 스테이,1985,0.3502,20,0,0.355868167,0.1565,0.18,37.56923288,127.003902,200344.7137,452188.128,2,외국인관광도시민박업,단독주택,5,4.976733742,1,25.34326263,저위험군
종로구,충신동,오하이서울,1978,0.3564,26,42.3,0.546543706,0.4412,1,37.57285097,127.0072964,200644.5574,452589.7118,1,외국인관광도시민박업,다가구용 주택(공동주택적용),2,4.060443011,2,42.14006162,고위험군
종로구,옥인동,페이보릿 종로,2003,0.3226,10,60,0.117783036,0.1308,1,37.57831993,126.9666727,197056.0994,453197.2004,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.110873864,0,29.76283415,중위험군
종로구,동숭동,플라워니 스테이,2006,0.1735,35,65.7,0.839857853,0.3919,1,37.57730218,127.0054439,200480.8817,453083.7336,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.784189634,2,38.33716347,고위험군
종로구,명륜3가,제이스테이,1976,0.548,0,0,0.012578782,0.4447,1,37.5879836,126.9937221,199445.5294,454269.254,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.80666249,2,46.95778089,고위험군
종로구,계동,stay hanyang,1996,0.098,38,78.9,0.760683388,0.1408,0.85,37.57780502,126.9858926,198753.838,453139.6227,0,외국인관광도시민박업,단독주택,4,4.007333185,0,22.77843223,중위험군
종로구,원서동,하우스다 동촌,2011,0.1506,35,85.7,0.610080582,0.1194,1,37.58000425,126.9875988,198904.585,453383.6907,1,외국인관광도시민박업,단독주택,2,3.931825633,0,29.53812318,중위험군
종로구,동숭동,스테이 대학로,1985,0.1658,36,61.1,0.994299442,0.4289,1,37.57760901,127.0054704,200483.2241,453117.7883,1,외국인관광도시민박업,다가구용 주택(공동주택적용),2,4.691347882,2,41.4194828,고위험군
종로구,누하동,쁘띠 서촌,2022,0.3873,5,60,1.123930097,0.1036,0.25,37.57685475,126.9673134,197112.6343,453034.5623,2,외국인관광도시민박업,단독주택,3,3.583518938,1,25.91994696,저위험군
종로구,부암동,랏토하우스,1989,0.5795,4,50,0.593774707,0.1509,1,37.59453825,126.9627801,196712.9641,454997.3792,2,외국인관광도시민박업,근린생활시설,4,4.317488114,0,40.91654495,중위험군
종로구,연건동,종로 인사이드,1963,0.2715,24,66.7,1.616597848,0.6074,1,37.57351439,126.998769,199891.2577,452663.3194,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.043051268,2,50.97011135,고위험군
종로구,충신동,충신 아뜨리에,2022,0.3379,26,96.2,1.317891634,0.1036,1,37.57191123,127.0065227,200576.2208,452485.4065,1,외국인관광도시민박업,다세대주택,5,4.025351691,0,32.35008401,중위험군
종로구,연건동,바우하우스#3,1993,0.2715,31,83.9,0.60559129,0.4148,0.55,37.5741174,126.9984071,199859.2847,452730.247,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.317488114,2,29.02528386,고위험군
종로구,창신동,위드홈,1996,0.3257,5,20,0.023924586,0.1408,0.85,37.57274316,127.0085492,200755.2355,452577.7555,0,외국인관광도시민박업,다세대주택,5,4.043051268,0,20.56992651,중위험군
종로구,효자동,서촌홈,1996,0.2394,23,73.9,1.629420412,0.4095,0.18,37.57948937,126.9715048,197482.9745,453326.8543,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.543294782,1,25.13993879,저위험군
종로구,창신동,보니토 스테이,2006,0.2195,4,0,0.777835442,0.3919,0.12,37.570783,127.0094979,200839.06,452360.2085,0,외국인관광도시민박업,다가구용 주택(공동주택적용),5,3.931825633,1,17.25275885,저위험군
종로구,사직동,솔라하우스,1996,0.6526,2,0,0.693147181,0.4095,1,37.57022261,126.966697,197057.9256,452298.4907,2,외국인관광도시민박업,다세대주택,3,3.970291914,2,47.33542371,고위험군
종로구,행촌동,Sunrise Inwang House,1997,0.5823,11,72.7,0.693147181,0.4077,0.08,37.57140704,126.9606164,196520.804,452430.1564,0,외국인관광도시민박업,다세대주택,5,3.784189634,1,24.5729291,저위험군
종로구,명륜1가,스테이 혜래,1996,0.3966,26,84.6,0.693147181,0.5439,0.45,37.58625433,126.9969301,199728.8526,454077.3105,1,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.219507705,2,38.93060945,고위험군
종로구,신문로2가,성주,2022,0.6852,1,0,0.00554018,0.1036,1,37.57015625,126.9681089,197182.6513,452291.0822,2,외국인관광도시민박업,다세대주택,5,4.356708827,0,34.81453741,중위험군
종로구,동숭동,Stay forest,1998,0.1974,31,58.1,1.04200866,0.138,0.85,37.57662834,127.005661,200500.0645,453008.9463,2,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.784189634,0,35.27973197,중위험군
종로구,통인동,다원,1997,0.3502,45,77.8,3.578443134,0.1394,0.25,37.57721877,126.9692399,197282.8235,453074.9069,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.63758616,1,23.77671722,저위험군
종로구,연건동,리리하우스(LI LI HOUSE),1988,0.2924,21,66.7,0.450350691,0.8306,1,37.57378848,126.9993475,199942.3557,452693.7397,0,외국인관광도시민박업,단독주택,1,4.007333185,2,47.47162666,고위험군
종로구,화동,삼청동 코리아 게스트하우스,1972,0.2774,0,0,0.145953913,0.1752,0.85,37.57937103,126.9812432,198343.1779,453313.5036,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.787491743,0,34.49219198,중위험군
종로구,필운동,윤스테이,1994,0.5363,2,50,0.470003629,0.413,0.45,37.57371059,126.969278,197286.0626,452685.5383,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.077537444,2,40.11114409,고위험군
종로구,필운동,민기네 집,2000,0.4977,19,68.4,0.053704179,0.1351,1,37.57495722,126.9661286,197007.902,452823.9955,2,외국인관광도시민박업,다세대주택,4,3.828641396,0,38.26581773,중위험군
종로구,홍지동,조이하슬라,2022,0.4795,0,0,0,0.1036,1,37.59586118,126.9584616,196331.6448,455144.3696,2,외국인관광도시민박업,단독주택,4,4.317488114,0,32.50540796,중위험군
종로구,체부동,봄 하우스(Pom House),1976,0.4182,9,44.4,0.646896163,0.4447,0.12,37.57593696,126.9691579,197275.536,452932.6431,1,외국인관광도시민박업,단독주택,3,5.003946306,1,31.12985767,저위험군
종로구,사간동,우 게스트하우스(Woo Guesthouse),1996,0.3502,15,26.7,3.869597161,0.1408,0.55,37.57520538,126.9790919,198153.0442,452851.2045,1,외국인관광도시민박업,단독주택,6,5.416100402,0,32.8999814,중위험군
종로구,신교동,서촌 168 B&B(CHANG YEUN HO),1996,0.1787,43,97.7,3.137103227,0.1408,0.25,37.58069595,126.9691136,197271.7982,453460.8377,0,외국인관광도시민박업,다세대주택,5,4.262679877,1,21.95205943,저위험군
종로구,부암동,게스트하우스 더 김스(Guesthouse The Kims),2015,0.4182,0,0,1.45798629,0.1136,0.35,37.59237563,126.9679306,197167.7487,454757.1848,2,외국인관광도시민박업,단독주택,3,5.38907173,1,27.45511768,저위험군
종로구,창신동,창신동숙,1975,0.341,63,69.8,0.122881665,0.4465,1,37.57372994,127.0113029,200998.4839,452687.3023,0,외국인관광도시민박업,단독주택,2,4.406719247,2,37.21380932,고위험군
종로구,신문로2가,엠엠게스트하우스,2016,0.6852,2,50,0.00554018,0.1122,1,37.56984367,126.9684864,197215.9899,452256.3782,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,3.891820298,0,37.35185515,중위험군
종로구,이화동,페퍼베리힐 게스트하우스,1976,0.2656,48,79.2,0.128346792,0.4447,0.12,37.57494122,127.0058287,200514.8916,452821.6963,0,외국인관광도시민박업,단독주택,3,4.997212274,1,24.2890062,저위험군
종로구,통인동,럭키엠,1987,0.3656,56,76.8,3.13163155,0.1536,0.25,37.57694906,126.9692021,197279.4799,453044.9733,1,외국인관광도시민박업,단독주택,4,5.351858133,1,30.8169176,저위험군
종로구,숭인동,부엉이 게스트하우스(OWL Guesthouse),1990,0.2656,37,51.4,0.393712467,0.42,0.85,37.57264698,127.01936,201710.2576,452567.2224,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.143134726,2,31.76487435,고위험군
종로구,숭인동,지유,2004,0.2394,43,62.8,1.305263193,0.1293,1,37.57110179,127.0153895,201359.5338,452395.6594,1,외국인관광도시민박업,아파트,34,4.727387819,0,32.76859775,중위험군
종로구,누상동,가치,2016,0.4182,3,0,1.89955604,0.2433,0.25,37.57684458,126.9653539,196939.5455,453033.4956,2,외국인관광도시민박업,단독주택,3,4.317488114,1,30.74196545,저위험군
종로구,명륜2가,봉하우스(Bong House),1996,0.2252,2,0,1.639230231,0.4095,0.18,37.58186939,126.9969686,199732.2374,453590.6319,2,외국인관광도시민박업,단독주택,5,4.852030264,1,33.79957014,저위험군
종로구,체부동,한스하우스(Hans house),1969,0.4826,2,50,0.779687637,0.457,0.25,37.57471511,126.969672,197320.911,452797.0171,1,외국인관광도시민박업,단독주택,3,5.023880521,2,34.96165997,고위험군
종로구,통인동,프랜드인서울(Friend in Seoul),2002,0.3935,32,71.9,2.862904363,0.1322,1,37.57636819,126.970009,197350.7392,452980.4804,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.950672953,0,38.46392966,중위험군
종로구,필운동,게스트하우스 필운,1973,0.5216,4,25,0.866810675,0.45,0.7,37.57419892,126.9675447,197132.9705,452739.7888,0,외국인관광도시민박업,단독주택,4,5.298317367,2,34.54451635,고위험군
종로구,체부동,헬로우 서촌,1988,0.4058,14,85.7,0.91516015,0.4236,0.12,37.57617953,126.9696168,197316.0847,452959.5524,1,외국인관광도시민박업,단독주택,2,4.158883083,1,31.55561401,저위험군
종로구,소격동,쥘리앵,1963,0.2984,11,45.5,3.688879454,0.4676,1,37.57798512,126.9802125,198252.1046,453159.7022,1,외국인관광도시민박업,단독주택,3,4.9698133,2,51.18970741,고위험군
종로구,창신동,그루잠 게스트하우스,2000,0.2337,3,0,0.092444533,0.1351,0.08,37.57063738,127.0084943,200750.4024,452344.0379,0,외국인관광도시민박업,다세대주택,5,4.143134726,1,7.687776884,저위험군
종로구,숭인동,킴스패밀리하우스,1999,0.2112,35,60,0.837827532,0.4042,0.85,37.5734284,127.0213203,201883.4058,452653.9885,0,외국인관광도시민박업,콘도미니엄,3,3.951243719,2,31.35018283,고위험군
종로구,통인동,아뜰리에웨스트사이드,1978,0.3935,34,76.5,2.898276937,0.1665,1,37.57639627,126.9701348,197361.8484,452983.5934,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.890349128,0,41.52075946,중위험군
종로구,창신동,코비게스트하우스,1963,0.1787,54,72.2,0.682191502,0.4676,1,37.57042698,127.013348,201179.189,452320.7358,1,외국인관광도시민박업,단독주택,3,5.068904202,2,44.48160852,고위험군
종로구,부암동,지 하우스(G. HOUSE),2011,0.4977,16,75,1.822804091,0.1194,0.45,37.59370438,126.9668648,197073.6732,454904.6939,1,외국인관광도시민박업,단독주택,2,5.147494477,1,28.26043007,저위험군
종로구,창신동,낙산발코니,1974,0.3257,46,89.1,0.36846952,0.4483,0.85,37.57637942,127.0092453,200816.6837,452981.3441,0,외국인관광도시민박업,단독주택,3,5.081404365,2,36.3936514,고위험군
종로구,관훈동,예하도예 게스트하우스(YEHADOYE guesthouse),1984,0.2924,6,50,0.531659711,0.158,0.12,37.57167964,126.9842664,198610.084,452459.7991,2,외국인관광도시민박업,단독주택,6,5.204006687,1,26.25423494,저위험군
종로구,통인동,Gyeongbokgung 155,1991,0.4182,23,87,2.02957321,0.4183,0.12,37.57591638,126.9703356,197379.5666,452930.3255,0,외국인관광도시민박업,단독주택,5,4.110873864,1,28.22655832,저위험군
종로구,창신동,하이얀(Haiyan),1985,0.3873,93,73.1,0.18111017,0.4289,1,37.57476996,127.0128206,201132.5394,452802.7497,0,외국인관광도시민박업,단독주택,4,4.369447852,2,37.27620449,고위험군
종로구,팔판동,팔판동 레지던스,1940,0.3595,1,0,4.273884476,0.939,0.35,37.58023347,126.9796263,198200.3715,453409.2543,2,외국인관광도시민박업,단독주택,3,4.812184355,2,64.41075129,고위험군
종로구,옥인동,디 하우스,2017,0.2864,19,89.5,0.864997437,0.7651,1,37.58024857,126.9647079,196882.6187,453411.3207,0,외국인관광도시민박업,단독주택,2,3.931825633,2,45.1733403,고위험군
종로구,누상동,힙피어 경복궁의 달,2014,0.3718,0,0,0.024097552,0.2464,1,37.57767676,126.9656656,196967.1123,453125.8479,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.276666119,0,36.38441058,중위험군
종로구,부암동,게스트 하우스 부암,2016,0.378,3,100,2.718802993,0.1122,0.7,37.59143042,126.9671238,197096.4557,454652.3018,2,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.615120517,0,38.62142987,중위험군
종로구,누하동,스테이 트리니티,2012,0.378,18,72.2,0.990398704,0.1179,0.25,37.57687743,126.967819,197157.2998,453037.0641,0,외국인관광도시민박업,단독주택,3,3.912023005,1,15.49033137,저위험군
종로구,동숭동,비투비앤비,1989,0.1086,7,0,0.055059777,0.1509,0.85,37.57835876,127.0040314,200356.1046,453200.9955,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.454347296,0,30.46316611,중위험군
종로구,명륜3가,블리쓰 혜화,1990,0.228,4,0,2.678069369,0.1494,0.18,37.58122639,126.9964533,199686.7206,453519.2679,2,외국인관광도시민박업,단독주택,4,4.248495242,1,28.47778938,저위험군
종로구,창신동,디디피하우스,1970,0.0938,0,0,0.079111002,0.178,0.25,37.56769912,127.0105996,200936.4293,452017.9442,2,외국인관광도시민박업,아파트,7,3.828641396,1,23.80521983,저위험군
종로구,창신동,종로랑,1971,0.3811,14,71.4,0.414304057,0.4535,0.85,37.57412784,127.0088992,200786.1354,452731.4418,1,외국인관광도시민박업,단독주택,3,3.713572067,2,41.69800265,고위험군
종로구,연건동,EMMA 하우스,1996,0.1556,49,85.7,1.098612289,0.1408,1,37.57655118,127.0002221,200019.6183,453000.3673,1,외국인관광도시민박업,다세대주택,5,3.828641396,0,32.73670602,중위험군
종로구,숭인동,종로03,1969,0.2084,33,66.7,0.681742184,0.457,1,37.5770678,127.0164702,201454.8875,453057.8337,1,외국인관광도시민박업,다가구용 주택(공동주택적용),2,3.465735903,2,42.85265611,고위험군
종로구,숭인동,우드 브릿지,1994,0.2223,47,74.5,0.339413415,0.413,1,37.5776089,127.0160414,201416.9959,453117.883,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.931825633,2,33.78967505,고위험군
종로구,명륜3가,MIRO STAY,1996,0.4704,5,20,0,0.1408,1,37.58692036,126.9950448,199562.3426,454151.2394,2,외국인관광도시민박업,다세대주택,5,3.713572067,0,36.0761942,중위험군
종로구,누상동,서로 우리 하우스,1995,0.3564,0,0,0,0.4113,1,37.57821014,126.9651853,196924.7075,453185.0626,2,외국인관광도시민박업,다세대주택,4,4.189654742,2,42.59248438,고위험군
종로구,이화동,블루블릭스 혜화,1980,0.2685,33,48.5,0.025353471,0.1637,1,37.57395363,127.0026696,200235.8284,452712.0726,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.110873864,0,37.55659604,중위험군
종로구,동숭동,낙산주택,2022,0.1581,33,72.7,1.342914065,0.1036,1,37.57788658,127.0054694,200483.1349,453148.5954,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.80666249,0,23.53494709,중위험군
종로구,동숭동,루나,1980,0.1658,25,88,0.752661308,0.4377,1,37.57716262,127.0050959,200450.1458,453068.2423,0,외국인관광도시민박업,연립주택,3,4.158883083,2,36.15249321,고위험군
종로구,동숭동,자갈자갈집,1991,0.1086,17,64.7,0.436427334,0.4183,0.85,37.58075611,127.0036716,200324.3085,453467.0726,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.317488114,2,30.26264809,고위험군
종로구,동숭동,혜화비앤비,1994,0.1337,18,77.8,0.18467727,0.413,0.85,37.57826684,127.0048888,200431.84,453190.7971,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.401197382,2,41.75313856,고위험군
종로구,효자동,네모하다,1998,0.2084,30,76.7,2.347435659,0.138,0.25,37.58002549,126.9710162,197439.8358,453386.3707,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.912023005,1,18.92973675,저위험군
종로구,충신동,무이하우스,1972,0.3626,44,59.1,1.348395089,0.4518,1,37.57259223,127.0051718,200456.873,452560.9822,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.234106505,2,45.96679891,고위험군
종로구,동숭동,혜화디어홈,1991,0.1433,8,50,0.865989993,0.4183,0.85,37.5770991,127.0040568,200358.3534,453061.1879,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.713572067,2,36.70825939,고위험군
종로구,숭인동,더모던한옥,1930,0.3226,16,68.8,0.230948068,0.9616,0.18,37.57338388,127.0156867,201385.7439,452648.9493,0,외국인관광도시민박업,단독주택,1,3.828641396,2,43.90240384,고위험군
종로구,누하동,호랑주택,1994,0.4182,8,25,1.609437912,0.6824,0.12,37.575989,126.9687868,197242.7592,452938.4298,1,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.143134726,2,38.47912658,고위험군
종로구,사직동,지니크 인,1988,0.65,41,92.7,4.335982696,0.4236,1,37.57199422,126.9649162,196900.6794,452495.1761,0,외국인관광도시민박업,다세대주택,3,3.688879454,2,49.41784938,고위험군
종로구,동숭동,Hyehwa the hill,1998,0.1506,63,73,1.47428796,0.406,1,37.58081972,127.0052234,200461.3832,453474.1391,0,외국인관광도시민박업,다세대주택,5,3.850147602,2,35.44910295,고위험군
종로구,숭인동,토토스테이,1988,0.2864,39,82.1,0.625993559,0.4236,1,37.57483903,127.0153908,201359.5789,452810.4498,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.526360525,2,35.94240913,고위험군
종로구,홍지동,빛 스테이,2023,0.4856,0,0,0,0.1022,1,37.59603495,126.9586322,196346.7193,455163.6495,2,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.454347296,0,32.51664694,중위험군
종로구,숭인동,스테이별빛숭인,1994,0.2954,33,45.5,0.460942079,0.5478,0.85,37.57231353,127.0185069,201634.8996,452530.1982,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.988984047,2,35.59002371,고위험군
종로구,숭인동,Today Sinseol,1993,0.2252,39,71.8,0.294360751,0.4148,0.85,37.57315713,127.0212725,201879.1962,452623.8797,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.295836866,2,31.2441916,고위험군
종로구,동숭동,스테이 릴리헤이븐,2015,0.113,6,0,0.004705891,0.376,0.85,37.57796653,127.0038134,200336.8489,453157.4617,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.610917913,2,29.20497017,고위험군
종로구,누상동,seochon visit,1995,0.3533,1,0,0,0.4113,1,37.57824488,126.9653134,196936.0209,453188.9141,2,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.204692619,2,42.58194229,고위험군
종로구,연건동,노마드 컴퍼니,1992,0.2894,15,60,0.702089118,0.4165,1,37.57377342,126.9995655,199961.6205,452692.0681,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.988984047,2,34.52245346,고위험군
종로구,창신동,뚜뚜집,2005,0.2834,25,44,0.172996535,0.1279,0.12,37.57180237,127.0085489,200755.2123,452473.3387,0,외국인관광도시민박업,다세대주택,5,3.583518938,1,10.35423352,저위험군
종로구,옥인동,옥인스테이,1980,0.3379,0,0,0,0.1637,1,37.5796952,126.9636274,196787.1589,453349.9393,2,외국인관광도시민박업,연립주택,4,4.043051268,0,35.69395324,중위험군
종로구,창신동,낙산별화,1994,0.3196,27,55.6,0.172996535,0.413,0.85,37.57584109,127.0086944,200768.0297,452921.591,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.094344562,2,37.29374739,고위험군
종로구,창신동,STAY-JUN,1974,0.3873,50,70,0.255073831,0.4483,0.85,37.57468047,127.0096493,200852.3931,452792.7839,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.234106505,2,41.78732154,고위험군
종로구,통인동,오렌지,1975,0.3318,41,73.2,2.678047951,0.7222,0.25,37.57754872,126.9700155,197351.3499,453111.5054,2,외국인관광도시민박업,단독주택,3,4.8978398,2,53.30065427,고위험군
종로구,명륜1가,키키 스테이,1994,0.4429,38,57.9,0.090654368,0.1436,1,37.58677787,126.9960091,199647.5143,454135.4206,1,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.931825633,0,32.40114221,중위험군
종로구,창신동,white house,1990,0.184,44,72.7,1.369815502,0.42,1,37.57061763,127.0128817,201138,452341.89,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,4.418840608,2,36.41708504,고위험군
종로구,숭인동,스테이지니,1989,0.1266,19,68.4,0.445214362,0.5574,0.85,37.57532974,127.0216079,201908.7635,452865.021,0,외국인관광도시민박업,다가구용 주택(공동주택적용),4,3.526360525,2,34.84774418,고위험군
종로구,홍지동,미카엘킴,1985,0.5334,0,0,0,0.2927,1,37.59456869,126.9592707,196403.036,455000.8864,2,외국인관광도시민박업,단독주택,1,3.583518938,0,41.30262516,중위험군
종로구,명륜3가,해솔스테이,1992,0.2029,3,33.3,2.263870581,0.4165,0.18,37.58027648,126.9968089,199718.1306,453413.8376,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.912023005,1,36.55068912,저위험군
종로구,창신동,낙산 네스트(Naksan Nest),1981,0.3966,54,79.6,0.10995045,0.4359,0.85,37.57452089,127.0098405,200869.2886,452775.0741,0,외국인관광도시민박업,단독주택,2,3.951243719,2,34.99955458,고위험군
종로구,동숭동,고은,1994,0.129,38,65.8,1.901825876,0.413,0.85,37.58044549,127.0047395,200418.6424,453432.6016,1,외국인관광도시민박업,다세대주택,5,3.850147602,2,39.91231704,고위험군
종로구,충신동,램파트 게스트하우스,1994,0.3257,40,65,1.13113548,0.413,1,37.57211599,127.0072916,200644.1406,452508.1375,1,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.218875825,2,42.05940877,고위험군
종로구,행촌동,잔잔스테이,1959,0.5991,68,86.8,2.48490665,0.8961,0.08,37.57102423,126.9628053,196714.1624,452387.5901,1,외국인관광도시민박업,단독주택,1,3.526360525,2,54.42816398,고위험군
종로구,충신동,테이블 노트,1978,0.3687,18,66.7,0.39159526,0.4412,1,37.57321044,127.0069916,200617.6295,452629.6067,0,외국인관광도시민박업,다가구용 주택(공동주택적용),3,3.988984047,2,36.71474352,고위험군
종로구,숭인동,헬로서울,1998,0.2744,58,84.5,0.259982366,0.54,0.18,37.57545495,127.0153898,201359.4829,452878.8098,0,외국인관광도시민박업,다가구용 주택(공동주택적용),5,4.33073334,2,27.10943643,고위험군
종로구,부암동,라오테아로아 로그 하우스,1968,0.5795,0,0,0,0.8758,1,37.59531576,126.966535,197044.6115,455083.5494,2,외국인관광도시민박업,다가구용 주택(공동주택적용),3,4.356708827,2,61.45568017,고위험군
