승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,연면적,cluster_label,최종위험점수_new,PC1,PC2
2004,0.3842,4,0.0,1.988422143,0.1293,0.0,5,5.272999559,저위험군,12.77567152,-1.5793995509152452,1.3091618158775367
2024,0.4704,12,91.7,1.915745449,0.1011,0.85,23,4.262679877,중위험군,32.72768139,-1.998460360964241,-2.2322582853987054
1996,0.4613,10,90.0,0.752902111,0.4095,0.85,4,3.496507561,고위험군,40.85677421,0.9329991881768617,-0.27534312883998796
2023,0.4735,19,78.9,2.419132798,0.1022,0.45,15,3.761200116,중위험군,27.8475887,-1.4051894583891344,-1.6079001849012946
1988,0.5767,6,66.7,0.351397887,0.4236,0.35,3,3.555348061,고위험군,34.16721499,0.5676345906837206,1.0653633419227284
1996,0.5991,1,0.0,0.38052616,0.1408,0.04,4,3.988984047,저위험군,12.19042811,-1.2586118066616017,1.9515381713801228
2004,0.4398,16,100.0,0.32090772,0.1293,0.7,5,4.007333185,중위험군,34.89794073,-0.13832108462241033,-0.962397569053121
1994,0.2394,15,60.0,1.334653603,0.1436,0.45,4,3.891820298,저위험군,25.13540938,-0.014366634804151892,0.02650261562995246
2000,0.6852,12,66.7,1.127740562,0.1351,0.7,4,4.025351691,중위험군,26.59824048,-0.229988515428129,-0.48086221931050277
1997,0.1735,14,78.6,0.747635366,0.1394,0.85,4,4.007333185,중위험군,29.01981765,0.20793622154896627,-0.6189011515879754
1997,0.3379,20,80.0,1.221419718,0.1394,0.25,4,4.262679877,저위험군,23.82586176,-0.15260115091790308,-0.27551857802700946
1997,0.6949,7,57.1,1.433760898,0.1394,0.08,4,3.828641396,저위험군,18.56409987,-0.6583002551204096,0.5856012059036593
2002,0.1894,13,61.5,0.848440065,0.1322,0.85,7,4.990432587,중위험군,28.54701688,-0.518980164465152,-0.6202983924041898
1997,0.3441,12,75.0,0.537662278,0.1394,0.7,4,4.663439094,중위험군,28.34711281,-0.19721651202858917,-0.35820750481414504
1996,0.7514,6,33.3,1.044636287,0.1408,0.0,5,4.700480366,저위험군,16.59946571,-1.2044704020512045,1.0720425421417374
1991,0.4613,23,91.3,3.614290597,0.4183,0.85,3,3.663561646,고위험군,54.74004564,1.6999842125711488,-1.2616027208076315
1996,0.3997,1,0.0,1.140393823,0.1408,0.04,4,4.025351691,저위험군,17.85443635,-1.1118981676407522,1.8278257718620277
2002,0.4275,18,100.0,1.335001067,0.1322,0.85,5,3.988984047,중위험군,33.57522628,0.18650631291874853,-1.4003764780265309
1996,0.3718,16,93.8,2.02287119,0.1408,0.45,4,4.060443011,저위험군,35.45470369,0.1549071410123335,-0.7500006555936278
1989,0.2365,10,40.0,0.336472237,0.4218,0.0,3,3.737669618,저위험군,24.44530119,0.2723963034120955,1.8152455919960744
1995,0.4735,14,85.7,0.581196855,0.1422,0.85,5,4.736198448,중위험군,26.69849919,-0.06415502022869658,-0.8050636195553367
1996,0.2029,10,60.0,1.00941671,0.1408,0.85,4,3.80666249,중위험군,35.1993127,0.11045976236198324,-0.24663979248115764
2011,0.2984,6,33.3,0.106160196,0.1194,0.7,4,3.931825633,중위험군,23.14233856,-0.8260307396833944,0.33252109252328144
1996,0.5156,2,100.0,0.505405556,0.1408,0.45,4,4.110873864,저위험군,27.37992191,-0.3090992210085853,-0.06957269891434609
1994,0.2337,2,0.0,1.78236454,0.413,0.0,4,3.931825633,저위험군,31.61926323,-0.23278640042708015,2.1905185875512077
1997,0.6997,19,89.5,1.357560342,0.1394,0.7,4,3.433987204,중위험군,34.47605521,0.2938717437695651,-1.0046495052615327
1997,0.6343,10,50.0,0.837396789,0.1394,0.85,5,6.491860975,중위험군,34.00571848,-0.8654738561036256,-0.4085769303019714
2000,0.7384,8,87.5,0.767844324,0.1351,0.0,4,3.784189634,저위험군,17.182461,-0.6691579108858986,0.2864996890417642
1996,0.122,14,71.4,0.977109472,0.4095,0.85,3,3.80666249,고위험군,37.11332408,1.037252599610153,-0.08553294423934112
1995,0.6474,0,0.0,0.013793322,0.1422,0.45,4,3.931825633,저위험군,29.64874106,-1.0068221457651798,1.5788914172581758
2003,0.2954,0,0.0,0.0,0.1308,0.0,26,4.430816799,저위험군,12.89214004,-3.2448907014576664,1.3655316260430532
1997,0.2139,11,54.5,0.895271365,0.1394,0.85,4,3.610917913,중위험군,28.65470962,0.09686134934693981,-0.18247421098273534
2000,0.7137,19,100.0,3.058498906,0.1351,0.85,3,5.18178355,중위험군,35.5573339,0.23169907334797732,-1.8869141026547795
2009,0.3196,7,14.3,0.700509177,0.1222,0.85,13,4.454347296,중위험군,26.66274028,-1.5231252163125013,-0.01414789789557861
1999,0.6422,12,66.7,0.63482901,0.1365,0.12,3,5.308267697,저위험군,23.39880067,-0.8802711709551296,0.3166033220912532
1991,0.6155,10,60.0,1.706984729,0.148,0.7,6,4.406719247,중위험군,34.12646647,-0.21278626852239546,-0.3344938525719595
1991,0.5908,4,100.0,0.547580244,0.148,0.0,4,4.007333185,저위험군,16.58162941,-0.4426381783014091,0.492727068923753
1995,0.6018,13,76.9,1.162226738,0.1422,0.0,4,4.077537444,저위험군,22.98726711,-0.478196853778642,0.30381583197307716
1997,0.6422,2,0.0,0.303565119,0.1394,0.08,5,6.458306935,저위험군,19.8665333,-1.9294247216964875,1.6574176697482033
2003,0.6803,7,85.7,0.870942912,0.1308,0.12,5,6.978511927,저위험군,31.2342587,-1.5073048907318567,-0.11659531448628821
1995,0.3811,9,100.0,0.160682382,0.4113,0.85,4,6.129246269,고위험군,40.03371983,0.3367740017415773,-0.3895487468286911
2025,0.3533,7,71.4,1.84498423,0.1,0.45,6,6.641469335,중위험군,19.41809462,-1.7540232312172297,-0.8977099820904051
1993,0.3533,8,62.5,1.808667426,0.4148,0.0,4,6.116245264,저위험군,30.54048966,-0.2553590334548932,0.9056402303942129
1996,0.65,0,0.0,0.0,0.4095,0.7,5,6.060010652,고위험군,42.1883103,-0.7691554327525856,1.4829583892346878
1996,0.5186,11,72.7,1.000896816,0.1408,0.85,5,3.663561646,중위험군,33.12079577,0.05762134612557862,-0.5701695603029094
1997,0.3935,15,86.7,1.182953437,0.1394,0.7,5,6.487303429,중위험군,31.6562999,-0.5215025088118225,-0.9458408011454755
1987,0.5567,19,89.5,1.006804739,0.4254,0.35,3,3.258096538,고위험군,36.69268663,1.1414355525912878,0.1938658364174133
2004,0.2568,14,85.7,2.420368129,0.1293,1.0,10,4.025351691,중위험군,35.60460167,-0.14214766506420692,-1.638649106413266
2002,0.3349,0,0.0,1.408055853,0.1322,0.04,4,6.620073207,저위험군,18.04563378,-1.865721080363427,1.5191044183695448
1991,0.412,3,0.0,1.499623046,0.4183,0.0,3,3.555348061,저위험군,21.13813952,-0.053358915676926896,2.292553209440837
1993,0.6551,10,70.0,1.088711218,0.1451,0.7,5,3.891820298,중위험군,33.03497739,-0.09062838290389529,-0.3254390594811196
1996,0.571,8,37.5,2.085423613,0.1408,0.0,4,3.891820298,저위험군,23.03256584,-0.6885265666095539,0.8380298013297927
1986,0.4028,20,90.0,1.276921804,0.4272,0.85,3,3.891820298,고위험군,37.05847242,1.4761252167999162,-0.5010718712727568
1991,0.6949,3,33.3,0.420135298,0.148,0.7,5,6.027868798,중위험군,37.28830696,-0.9991131408075882,0.4857395217031983
1991,0.4886,15,66.7,0.773189888,0.4183,0.85,4,6.083952567,고위험군,41.95237416,0.4019427690362243,-0.18229827808025015
1993,0.2656,0,0.0,1.294179072,0.1451,0.0,7,6.4913,저위험군,23.46453532,-1.8314321370496436,1.7131250772047955
2022,0.4735,17,76.5,2.41789594,0.1036,0.45,11,7.600818756,중위험군,29.2237893,-2.038417530060768,-1.6254536819394387
1982,0.5156,13,92.3,0.911479175,0.4342,0.85,3,3.63758616,고위험군,43.78532518,1.4524215121980735,-0.14865597321986326
1996,0.2656,10,100.0,1.768831965,0.1408,0.04,6,3.784189634,저위험군,21.98987534,-0.289957056763763,-0.0955784318534183
1989,0.4459,16,87.5,0.834646743,0.4218,0.7,3,5.523977748,고위험군,46.4170308,0.736640302871903,-0.2311901983432154
1986,0.3718,15,86.7,1.414225746,0.4272,0.85,3,5.716896114,고위험군,49.50786383,0.9506279999805191,-0.4337520642737301
1994,0.629,0,0.0,0.351397887,0.1436,0.55,4,4.158883083,저위험군,31.86189055,-0.9177481120791835,1.3886786266473559
1985,0.3379,1,0.0,0.100083459,0.4289,0.0,3,4.394449155,저위험군,29.97329291,-0.2539227622762671,2.7683634429631137
1993,0.6182,20,85.0,1.308199673,0.4148,0.7,4,6.213727711,고위험군,37.18581033,0.43572553084975746,-0.6423933633933133
1996,0.3044,3,0.0,1.06884013,0.1408,0.0,4,4.859812404,저위험군,22.42252516,-1.2765957035207123,1.7957550796303345
1992,0.5739,11,81.8,0.672944473,0.4165,0.85,3,4.204692619,고위험군,36.3444898,0.8764707280163359,-0.13460805190553546
1995,0.5245,6,50.0,0.597590665,0.1422,0.04,4,6.484635236,저위험군,21.02884484,-1.3659321504930877,0.8704077599757228
2006,0.5127,12,75.0,0.693147181,0.1265,0.85,8,4.955827058,중위험군,31.77313903,-0.7624992931810627,-0.9458417258801891
1997,0.6046,16,100.0,0.390336227,0.1394,0.85,5,3.912023005,중위험군,33.74714862,0.13801976993229353,-1.0576963551375531
1996,0.6577,3,33.3,1.368780779,0.1408,0.08,4,3.850147602,저위험군,23.09804432,-0.8562885889046201,1.1123892580282477
1997,0.6073,12,91.7,0.766727216,0.1394,0.85,4,6.485276252,중위험군,41.2322839,-0.4852557865757998,-1.0345819449809122
1996,0.7067,3,33.3,0.105360516,0.4095,0.7,4,6.142510412,고위험군,38.47315445,-0.45226503209106045,0.8783794970235305
2016,0.3014,3,0.0,0.240590465,0.1122,0.0,6,6.684436712,저위험군,12.77586103,-2.5214584158441546,1.3976893127295267
1984,0.184,4,25.0,1.736951233,0.4307,0.0,3,4.025351691,저위험군,21.28583763,0.31825712931877126,2.0114272753135904
2002,0.2365,11,54.5,0.70902053,0.1322,0.7,8,4.262679877,중위험군,20.04791008,-0.6421083195153093,-0.22887746703895384
1995,0.4182,23,100.0,0.820660501,0.1422,1.0,4,6.292235584,중위험군,30.07454456,0.055242647279485524,-1.6133269067009277
2022,0.2954,14,71.4,0.976821232,0.1036,0.25,7,4.007333185,저위험군,19.36221776,-1.2067589915271761,-0.4618453717829141
2020,0.1457,1,100.0,0.168464522,0.1065,0.18,17,4.727387819,저위험군,16.27622315,-2.253403986765245,-0.4504480711341385
1997,0.3873,24,100.0,1.274244857,0.1394,0.85,4,4.204692619,중위험군,33.7450922,0.47394326053507785,-1.4578024728964547
1997,0.5538,5,20.0,0.762740472,0.1394,0.85,4,3.465735903,중위험군,30.52017559,-0.33135375410626533,0.4735364136055681
2017,0.5767,5,60.0,0.655501581,0.1108,0.0,5,4.343805422,저위험군,12.24066001,-1.5445730619194895,0.4476688544538689
1989,0.6628,14,7.1,0.502457374,0.1509,0.7,4,4.430816799,중위험군,35.91388745,-0.4187307755266392,0.6752878672359256
2005,0.629,0,0.0,0.0,0.1279,0.45,6,3.784189634,저위험군,28.22151448,-1.4016765478323874,1.3340296166042338
2022,0.2139,18,27.8,0.509224342,0.1036,1.0,6,3.258096538,중위험군,25.87922304,-0.6477080476291548,-0.6592334585913265
2025,0.3502,8,50.0,1.807632818,0.1,0.45,6,3.33220451,중위험군,17.22508287,-1.0829098054115638,-0.3817240999491633
1994,0.0743,10,30.0,0.084341148,0.1436,0.25,4,4.204692619,저위험군,22.32968258,-0.600890357720215,1.1893614177683387
2003,0.6046,4,25.0,2.302585093,0.1308,0.55,6,3.583518938,중위험군,24.14881345,-0.7208945242931271,0.24200098090861152
1996,0.571,19,89.5,1.423760979,0.1408,1.0,6,4.094344562,중위험군,31.80044091,0.27216653040572003,-1.4372583476401741
1995,0.4765,7,0.0,1.72419415,0.1422,1.0,4,4.875197323,중위험군,34.08532717,-0.45713091852218657,0.2624251709957204
2002,0.1531,4,75.0,2.289657858,0.1322,0.0,6,4.564348191,저위험군,19.94598928,-0.8461543587283681,0.25636153410899193
2002,0.702,1,0.0,0.715072541,0.1322,0.08,5,4.574710979,저위험군,26.22072989,-1.6125137746236804,1.6064562777701081
2003,0.4028,15,86.7,0.069593292,0.1308,1.0,7,4.844187086,중위험군,31.97914074,-0.3724182565562227,-1.1294630725032304
1996,0.5653,10,80.0,1.244991824,0.1408,1.0,4,4.204692619,중위험군,30.79048293,0.14984150627543028,-0.9030502258461863
1996,0.7091,8,87.5,1.372168659,0.4095,0.7,5,3.663561646,고위험군,42.90510041,0.64322707484149,-0.2393984223535377
1996,0.6396,0,0.0,0.0,0.1408,0.45,4,3.737669618,저위험군,29.34332007,-0.987378899718719,1.5771400927925978
1997,0.3044,15,100.0,0.702279664,0.1394,1.0,4,4.007333185,중위험군,33.3193399,0.41700856456862484,-1.1752484811059118
1993,0.1457,15,100.0,0.295650242,0.4148,0.85,4,4.543294782,고위험군,43.54671976,0.983532458103957,-0.40732447417430345
2002,0.5739,8,50.0,1.969626676,0.1322,0.0,5,4.077537444,저위험군,16.66897808,-0.9140458025031377,0.5154921805465758
2002,0.6925,22,95.5,0.650373365,0.1322,0.85,4,4.521788577,중위험군,34.90766854,0.01548581540803566,-1.3865154934802373
1986,0.5624,4,75.0,0.601956942,0.4272,0.45,3,3.891820298,고위험군,30.69111231,0.663154016335976,0.8522465604994116
1989,0.449,2,100.0,0.0,0.4218,0.7,5,3.931825633,고위험군,44.10693099,0.6764523925989944,0.28826021596072493
1992,0.7091,16,68.8,0.287682072,0.4165,1.0,3,3.970291914,고위험군,38.47774207,0.9611189706979818,-0.22436906391148662
2004,0.6949,14,78.6,1.423777454,0.1293,0.85,6,4.584967479,중위험군,29.79204152,-0.3811806632326384,-1.1561588436675496
1987,0.5007,5,60.0,1.360741287,0.4254,0.0,3,3.784189634,저위험군,24.79988357,0.3769026907725715,1.4186033039611317
1998,0.6343,16,50.0,0.839545884,0.138,0.7,4,4.204692619,중위험군,31.04538424,-0.26088119295815987,-0.2594282204362658
1987,0.2539,22,90.9,0.961646434,0.4254,0.7,3,3.891820298,고위험군,38.50857477,1.4003177553209656,-0.30555479482940023
1995,0.5596,21,90.5,0.472253349,0.1422,0.85,4,3.761200116,중위험군,33.32584445,0.3677024737168823,-1.0096492800595316
2003,0.2481,11,36.4,0.227932068,0.1308,0.85,5,4.060443011,중위험군,26.17513653,-0.45805840485489996,0.04599394803071426
2022,0.6369,0,0.0,0.0,0.1036,0.45,5,3.610917913,저위험군,26.27635205,-1.7626720588972653,1.029681364539576
2004,0.5422,21,85.7,0.724191802,0.1293,0.7,5,4.204692619,중위험군,30.58631409,-0.1684310003339351,-1.0515365095995475
2002,0.6155,6,100.0,1.87661414,0.1322,0.0,6,3.433987204,저위험군,24.63305914,-0.5863555616367381,-0.13047074098778977
2023,0.2539,2,0.0,0.740030766,0.1022,0.12,5,3.433987204,저위험군,13.10129412,-1.7261184088913495,1.2912626323818914
2007,0.7067,22,100.0,1.204465294,0.1251,0.85,7,3.433987204,중위험군,29.62687629,-0.00937331688208263,-1.7021022077013384
2004,0.5275,22,100.0,1.648312065,0.1293,0.85,33,3.610917913,중위험군,35.34688444,-1.8614179048254302,-2.4939694338405234
2004,0.5624,24,91.7,1.38876655,0.1293,0.35,7,4.672828834,저위험군,27.99761213,-0.5157379134088927,-1.0620834941702213
1986,0.4826,30,96.7,2.519392826,0.4272,0.7,3,3.33220451,고위험군,45.07546803,1.853038392534761,-1.0174592022794393
1986,0.5127,24,100.0,2.161506495,0.4272,0.7,3,5.225746674,고위험군,45.26935586,1.2558338566000935,-0.9212459515426712
1996,0.6209,8,87.5,0.575982765,0.1408,1.0,4,4.510859507,중위험군,36.16102078,-0.010134848664435982,-0.8288918279952949
2001,0.5653,2,0.0,3.373054653,0.1337,0.45,5,4.343805422,저위험군,36.37663186,-0.898213843716619,0.5821231573681436
1998,0.2308,7,28.6,1.018125038,0.138,0.04,6,7.032668391,저위험군,23.86325905,-1.7017695167083406,0.9760608675895444
1994,0.5991,3,0.0,1.381696652,0.1436,0.0,20,4.454347296,저위험군,20.6131051,-2.423001959625565,1.228544607764996
2009,0.7492,10,60.0,1.380117689,0.1222,0.0,7,4.394449155,저위험군,22.92856055,-1.366799865372163,0.16667599949808268
1991,0.5037,10,70.0,0.954099015,0.4183,0.85,4,4.615120517,고위험군,36.05178379,0.6933259236955401,-0.01085950319106704
1973,0.6101,4,75.0,0.740030766,0.45,0.85,3,5.192956851,고위험군,39.26144409,1.0083348256175517,0.4997731127047877
1985,0.3165,1,0.0,0.051293294,0.4289,0.0,3,5.111987788,저위험군,29.88752381,-0.42346611650627,2.7366094584089824
1999,0.4275,7,71.4,0.755389489,0.1365,0.45,18,4.753590191,저위험군,25.96571345,-1.652242790416881,-0.3762721041189147
1984,0.2774,26,92.3,0.545848659,0.4307,0.85,4,5.236441963,고위험군,34.87364058,1.2237280901551653,-0.6122824103844876
1994,0.0743,11,27.3,1.609437912,0.413,0.25,3,5.197336137,저위험군,28.66892229,0.09607939251151588,1.2111929720333823
2002,0.6753,18,100.0,0.912984944,0.1322,0.85,7,4.812184355,중위험군,35.59389941,-0.29736906286485515,-1.4862686684021649
1995,0.5245,18,94.4,0.490824957,0.1422,1.0,5,3.988984047,중위험군,35.28081558,0.322838390883114,-1.1914618942992123
1983,0.4429,21,100.0,0.227932068,0.4324,0.85,3,5.267858159,고위험군,48.26607828,1.1819386657395816,-0.48223891747876574
1991,0.3471,10,10.0,1.00941671,0.148,1.0,4,4.442651256,중위험군,31.6949345,-0.15923014831592552,0.32536129198801594
1985,0.5567,7,71.4,0.31918074,0.4289,0.85,3,5.278114659,고위험군,48.09380009,0.6460708379231697,0.3096817698820823
1992,0.2984,2,0.0,2.202543739,0.1465,0.0,5,5.043425117,저위험군,19.61607973,-1.1722407038003957,1.6079864586131734
1997,0.548,26,96.2,1.268201872,0.4077,0.7,6,5.370638028,고위험군,42.07256495,0.5714038916114909,-1.0646440740778425
1974,0.7296,2,50.0,1.302876878,0.1723,0.0,10,4.882801923,저위험군,26.22565023,-0.9508910429429768,1.1873520594269487
1998,0.3471,1,0.0,0.0,0.138,0.7,5,5.192956851,중위험군,23.9742128,-1.173236547734349,1.147367396700799
1996,0.4886,1,100.0,0.396415273,0.1408,0.04,5,4.691347882,저위험군,21.28620923,-0.8351028696306966,0.4275914520453193
1992,0.2029,11,63.6,0.330741562,0.1465,0.12,4,5.225746674,저위험군,24.4887755,-0.6649172386492332,0.7005054963232277
1996,0.6396,0,0.0,0.0,0.1408,0.45,4,4.465908119,저위험군,29.61412326,-1.1611792189339496,1.5276850538482043
2002,0.5852,13,76.9,1.195133856,0.1322,0.85,5,4.127134385,중위험군,34.00436785,-0.1571646961906144,-0.9139669986439731
1985,0.548,5,60.0,2.339200231,0.4289,0.0,3,5.438079309,저위험군,40.54932813,0.13615226526514904,1.1099313486256903
1993,0.5935,9,33.3,2.509639311,0.1451,0.0,4,6.121571332,저위험군,31.32994727,-1.1027523872076548,0.6723680952120266
1986,0.588,0,0.0,0.407105798,0.4272,0.04,3,5.510723477,저위험군,22.29136273,-0.5902218945299723,2.51835190463686
2010,0.4521,28,96.4,1.083090913,0.1208,0.45,6,3.583518938,저위험군,32.60656992,-0.1679471494546421,-1.303494667892926
1997,0.2894,12,91.7,0.611957026,0.1394,1.0,4,4.204692619,중위험군,32.62434094,0.25514533028340414,-0.9420962614186316
2004,0.3718,6,0.0,1.827126613,0.1293,1.0,5,4.875197323,중위험군,26.13758151,-0.7583214724186987,0.08751436003924859
1996,0.5653,9,55.6,0.873966107,0.1408,0.85,4,3.951243719,중위험군,32.70546839,-0.11014376319924472,-0.22470625352650656
1995,0.2252,9,44.4,0.40279488,0.1422,0.7,4,4.882801923,중위험군,25.75006413,-0.41822402552309684,0.2802881329606582
2001,0.3014,16,62.5,0.792087128,0.1337,0.7,5,4.304065093,중위험군,27.4790372,-0.2590905925306789,-0.4408364689660594
2006,0.5538,9,100.0,0.414681763,0.1265,0.18,7,4.828313737,저위험군,29.0618394,-1.0715727292965416,-0.30312667697171786
2004,0.4674,13,46.2,0.99633344,0.1293,0.08,27,4.442651256,저위험군,26.2815134,-2.7023200580372837,-0.1706591805372787
2000,0.5991,13,100.0,0.895384047,0.1351,0.85,5,3.951243719,중위험군,28.5225796,0.047063248413025026,-1.136274334815834
2015,0.4674,10,80.0,1.267510825,0.1136,0.85,5,3.433987204,중위험군,31.20131755,-0.3456848769358929,-1.0612336888233056
1978,0.7183,4,75.0,1.135333477,0.4412,0.0,3,5.361292166,저위험군,28.93828122,0.23533153217255798,1.303919839746547
1996,0.2167,10,60.0,1.192709612,0.1408,0.7,4,5.717027701,중위험군,28.4041064,-0.43445383331316656,-0.23884143647286912
2023,0.5852,0,0.0,0.0,0.1022,0.45,5,3.931825633,저위험군,25.714447,-1.8495760089800906,1.0015733552833812
2012,0.5852,2,50.0,0.053584246,0.1179,0.25,28,9.511645725,저위험군,28.60150286,-4.428972867168663,-0.4205738338673361
1996,0.3935,29,100.0,1.134979933,0.4095,0.85,4,4.043051268,고위험군,41.9795038,1.2955353092151243,-1.1599349815617983
2005,0.571,32,100.0,0.42664593,0.1279,1.0,18,4.248495242,중위험군,35.15474997,-0.7430783589955461,-2.3496467466327515
1984,0.6236,24,100.0,1.946960018,0.4307,1.0,3,5.516528775,고위험군,56.52533671,1.3922913507104826,-1.2467885625514865
1995,0.3318,0,0.0,0.013793322,0.1422,1.0,4,6.218181705,중위험군,34.73842044,-1.0584780391278859,0.8359195384271287
1989,0.4582,25,96.0,0.336472237,0.1509,1.0,5,6.327436659,중위험군,35.93473666,0.08206715640517713,-1.4311352377603102
1986,0.4089,11,90.9,0.598531204,0.1551,0.85,4,5.802057951,중위험군,39.61353822,0.010555586633250893,-0.6285083030183077
2022,0.8268,23,82.6,0.922155851,0.1036,1.0,5,6.33283548,중위험군,37.01467713,-1.0261665994933555,-2.0700791283488527
1989,0.378,16,68.8,0.917889453,0.4218,0.85,3,5.119908147,고위험군,35.07548487,0.8535886212137059,-0.11279620063268352
1990,0.7577,6,50.0,0.334369186,0.1494,0.7,5,6.616841323,중위험군,32.82451337,-0.9806829114379466,0.12341058258060467
1996,0.6876,19,100.0,1.10106027,0.1408,0.85,4,3.401197382,중위험군,30.34548068,0.4756840496812595,-1.2579273142677725
2023,0.3135,1,0.0,0.016807118,0.1022,0.35,6,3.988984047,저위험군,21.42283411,-1.8967614509242485,1.1256577564863652
1996,0.6997,5,100.0,0.405465108,0.1408,0.55,4,3.583518938,중위험군,36.41443725,-0.13004995167520286,-0.28206933251950694
1988,0.6073,14,78.6,0.791127589,0.4236,0.85,5,3.610917913,고위험군,37.22088099,1.0189281012379616,-0.16034158859227962
1996,0.4028,6,100.0,1.026638789,0.4095,0.12,4,3.583518938,저위험군,31.01797964,0.4374799526334632,0.5496298215230193
2004,0.4917,0,0.0,0.0,0.1293,1.0,5,3.433987204,중위험군,34.39234506,-0.7798636001478884,0.7726584975860988
1996,0.3595,12,75.0,0.414597592,0.1408,0.35,4,3.610917913,저위험군,23.04143936,-0.18322398597363013,0.18560368492075804
2002,0.4917,25,92.0,0.37569295,0.1322,1.0,5,2.833213344,중위험군,27.43537687,0.5189998896275049,-1.4164039595375189
1998,0.2984,17,88.2,0.267203541,0.138,0.85,4,2.944438979,중위험군,23.15592039,0.45346533873149997,-0.7308350405583541
2008,0.5538,3,33.3,0.044206093,0.1237,0.25,4,4.127134385,저위험군,19.85823397,-1.256134623583446,0.9754497591359426
2006,0.0918,25,92.0,0.283674051,0.1265,0.55,32,4.762173935,중위험군,22.99578664,-2.3265822428912877,-1.7662860560349327
1996,0.6803,26,100.0,1.083797203,0.1408,0.85,4,3.663561646,중위험군,30.44626838,0.5473347079718217,-1.502133319684762
2022,0.6101,19,84.2,0.266267978,0.1036,0.85,7,4.094344562,중위험군,30.12884102,-0.8192820074399307,-1.4768340964319586
2004,0.3564,15,80.0,0.905117431,0.1293,1.0,5,3.828641396,중위험군,38.7114177,0.0657355838729226,-1.101481475152492
1996,0.4429,4,0.0,0.649662069,0.1408,1.0,4,3.931825633,중위험군,30.60062874,-0.4292533237308987,0.662087293176243
1994,0.8006,1,0.0,0.057432049,0.1436,0.04,4,3.828641396,저위험군,19.78789596,-1.270331768056115,2.0230316869007385
1995,0.3904,17,70.6,0.21511138,0.1422,0.7,4,3.610917913,중위험군,33.82565912,0.12493162714363405,-0.2857268024824347
1992,0.5334,22,95.5,0.975078806,0.1465,1.0,4,3.871201011,중위험군,30.9590127,0.6482108876662642,-1.3551938872052187
1990,0.3564,5,40.0,2.526579346,0.1494,0.0,5,3.828641396,저위험군,16.46901788,-0.49989331665509856,0.9525331894021662
1995,0.378,31,100.0,0.785928914,0.1422,0.85,4,3.610917913,중위험군,38.59557648,0.7524324371436245,-1.494547885501522
2009,0.4552,28,85.7,0.370766608,0.1222,0.18,6,3.80666249,저위험군,14.9079337,-0.5329931263334907,-0.6477541263304526
1996,0.3287,0,0.0,0.054067221,0.1408,0.25,4,3.688879454,저위험군,23.24688666,-1.003789706894951,1.8960908232195652
1989,0.6949,1,100.0,0.0,0.1509,0.35,5,2.48490665,저위험군,32.91929364,-0.010257486053495714,0.3760475990067396
1982,0.2337,0,0.0,0.938269639,0.4342,1.0,3,3.931825633,고위험군,39.04435232,0.7581674850137349,1.507669587739822
1996,0.3966,28,85.7,0.148420005,0.1408,0.7,4,3.80666249,중위험군,22.4912895,0.34558901123219177,-0.8929017649317197
1997,0.7638,16,93.8,0.849396497,0.1394,0.85,4,3.610917913,중위험군,36.23470366,0.24641955225869533,-1.0641175414956816
1997,0.5275,0,0.0,0.015873349,0.1394,0.25,4,3.828641396,저위험군,25.27200211,-1.1373991988941596,1.8217681802560226
1998,0.5097,0,0.0,0.0,0.138,1.0,4,3.688879454,중위험군,35.37213079,-0.6010977088132937,0.9024449690584494
1999,0.5186,3,0.0,2.056238645,0.1365,0.55,7,6.827520886,중위험군,23.26710927,-1.6353290850649662,0.5533988101542157
1996,0.3257,0,0.0,0.013793322,0.1408,1.0,4,3.713572067,중위험군,33.62581686,-0.48662134090126596,0.9874422021379693
1989,0.5538,9,0.0,1.772319812,0.1509,0.25,4,3.761200116,저위험군,18.86616092,-0.5319896575003004,1.278584782782566
1986,0.4213,3,0.0,0.763973233,0.4272,0.7,3,3.737669618,고위험군,41.96043825,0.4516488417923459,1.6948830533671184
1995,0.3873,25,92.0,1.69968479,0.1422,0.55,4,3.433987204,중위험군,24.21350793,0.5208446183049841,-1.0115388687240416
1992,0.341,20,80.0,0.459532329,0.1465,1.0,4,3.80666249,중위험군,26.92337878,0.534426415218717,-0.8859676532914305
1986,0.7206,4,75.0,0.057158414,0.4272,0.85,3,3.737669618,고위험군,48.6514544,0.8642155229400974,0.45645815658652633
2003,0.3105,24,91.7,0.711004798,0.1308,1.0,5,3.663561646,중위험군,32.4236752,0.37226687751680376,-1.48385240218346
1997,0.5682,25,100.0,1.189185104,0.1394,1.0,4,3.583518938,중위험군,31.40989031,0.6750803776031956,-1.6612501562987148
1987,0.7818,0,0.0,0.029128273,0.4254,0.04,4,3.828641396,저위험군,34.75816385,-0.4045198743462887,2.616417325637454
1987,0.2864,6,50.0,0.478587373,0.1536,0.25,5,4.17438727,저위험군,15.14018387,-0.452325252872523,0.9935692337264873
2009,0.3287,19,94.7,0.551647618,0.1222,0.55,5,5.961443388,중위험군,20.13088153,-0.7616838408474597,-1.0576542458954754
1981,0.2423,0,0.0,0.027398974,0.4359,1.0,4,2.564949357,고위험군,36.55994148,0.9283833254481427,1.7981454210666137
