건물유형코드,건물ID,건물관리번호,법정동코드,주소,지번,위도,경도,그리드ID,그리드행,그리드열,주부속구분,일반집합구분,건물용도코드,건물용도명,구조코드,구조명,건폐율,사용승인일,연면적,건축면적,높이,기타,용적률,지번코드,대장구분,건물식별번호,갱신일자,행정구역코드,예비1,예비2,지상층수,지하층수,총층수,생성일자
7629,2002192849304509220100000000,1144012400105620043,1144012400,서울특별시 마포구 연남동,562-43,37.56054701,126.91985625,YN_50000SQM_R05_C03,5,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,189.16,2002-04-12,811.06,351.4,14.5,53.83,230.81,29799,N,B00100000000PEE3X,2026-04-06,11440,,,6.0,0.0,6,2017-02-11
7630,2009192802874509250900000000,1144012400105620009,1144012400,서울특별시 마포구 연남동,562-9,37.56057439,126.91933072,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,21.0,철근콘크리트구조,148.76,2009-11-16,510.66,262.5,14.9,56.67,194.54,100189892,N,B00100000000PEDE8,2026-04-06,11440,다솜채,,6.0,0.0,6,2017-01-27
8210,1969193276314512232600000000,1144012400102290030,1144012400,서울특별시 마포구 연남동,229-30,37.56326446,126.92468635,YN_50000SQM_R06_C05,6,5,1,일반,03000,제1종근린생활시설,11.0,벽돌구조,96.23,1969-12-03,176.53,161.3,0.0,59.66,59.66,28013,N,B00100000000PG6RG,2026-04-06,11440,,,2.0,1.0,3,2022-08-27
8212,1990192672214512301700000000,1144012400104870071,1144012400,서울특별시 마포구 연남동,487-71,37.56332208,126.91784883,YN_50000SQM_R06_C02,6,2,1,일반,,,,,0.0,1990-10-18,0.0,0.0,0.0,0.0,0.0,,,B00100000000PFCKE,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
7674,2002193103024514075700000000,1144012400102400055,1144012400,서울특별시 마포구 연남동,240-55,37.56492383,126.92272329,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,85.05,2002-10-08,350.67,146.75,14.1,57.95,238.96,29627,N,B00100000000PED1U,2026-04-06,11440,,,6.0,0.0,6,2017-02-08
7675,1988192816124514152500000000,1144012400103660002,1144012400,서울특별시 마포구 연남동,366-2,37.56499081,126.91947588,YN_50000SQM_R07_C03,7,3,1,일반,02000,공동주택,11.0,벽돌구조,82.1,1988-09-22,246.3,0.0,0.0,0.0,0.0,29702,N,B00100000000PE2RA,2026-04-06,11440,,,3.0,1.0,4,2017-02-10
7676,1991192999724514145300000000,1144012400102450050,1144012400,서울특별시 마포구 연남동,245-50,37.56498577,126.92155403,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,122.16,1991-12-26,488.64,0.0,0.0,0.0,0.0,29640,N,B00100000000PECHA,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
7677,1991193122824514209800000000,1144012400102400031,1144012400,서울특별시 마포구 연남동,240-31,37.56504481,126.92294726,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,63.63,1991-07-24,299.89,0.0,0.0,0.0,0.0,29626,N,B00100000000PEI0Y,2026-04-06,11440,,,5.0,1.0,6,2017-02-08
7680,1995192968304514221900000000,1144012400102460010,1144012400,서울특별시 마포구 연남동,246-10,37.56505448,126.92119825,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,224.17,1995-06-21,887.38,388.44,12.4,57.71,177.91,29645,N,B00100000000PE26O,2026-04-06,11440,,,5.0,1.0,6,2017-02-08
7682,1996192943304514300700000000,1144012400102460030,1144012400,서울특별시 마포구 연남동,246-30,37.56512532,126.92091519,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,105.23,1996-09-24,356.44,183.1,9.25,57.47,133.6,28290,N,B00100000000PE7SG,2026-04-06,11440,,,4.0,1.0,5,2017-02-03
7683,1991192709554514327800000000,1144012400104780021,1144012400,서울특별시 마포구 연남동,478-21,37.56514792,126.91826949,YN_50000SQM_R07_C03,7,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,169.38,1991-12-12,659.34,0.0,0.0,0.0,0.0,29735,N,B00100000000PE7YM,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
7685,2004192991974514357900000000,1144012400102450084,1144012400,서울특별시 마포구 연남동,245-84,37.56517720,126.92146606,YN_50000SQM_R07_C04,7,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,159.09,2004-10-21,563.08,266.0,11.52,59.81,197.89,29642,Y,B00100000000PDYFT,2026-04-06,11440,연남주택,,5.0,0.0,5,2017-02-09
7691,2003192846294514307900000000,1144012400105730000,1144012400,서울특별시 마포구 연남동,573,37.56513104,126.91981721,YN_50000SQM_R07_C03,7,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,12.6,2003-06-28,12.6,0.0,2.7,0.0,0.0,29845,N,B00100000000PD6K6,2026-04-06,11440,코오롱하늘채아파트,경비실3,2.0,0.0,2,2017-11-06
8136,1996192933584509608800000000,1144012400105610010,1144012400,서울특별시 마포구 연남동,561-10,37.56089786,126.92080984,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,86.7,1996-06-28,299.7,146.1,10.2,59.34,155.36,29290,N,B00100000000PGJNP,2026-04-06,11440,,,4.0,1.0,5,2017-02-08
8140,1991193286464509640600000000,1144012400102600045,1144012400,서울특별시 마포구 연남동,260-45,37.56092918,126.92480362,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,31.0,일반철골구조,72.91,1991-04-06,227.84,121.6,9.1,59.96,130.73,28435,N,B00100000000J49DM,2026-04-06,11440,,,4.0,1.0,5,2017-09-01
8143,1991192789384509636600000000,1144012400104930022,1144012400,서울특별시 마포구 연남동,493-22,37.56092180,126.91917775,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,11.0,벽돌구조,62.37,1991-08-30,249.48,0.0,0.0,0.0,0.0,29186,N,B00100000000PGJUW,2026-04-06,11440,,,4.0,1.0,5,2017-02-09
8147,1971192720344509677500000000,1144012400104870138,1144012400,서울특별시 마포구 연남동,487-138,37.56095816,126.91839623,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,11.0,벽돌구조,76.56,1971-06-25,91.7,0.0,0.0,0.0,0.0,29002,N,B00100000000PFITT,2026-04-06,11440,,,2.0,1.0,3,2017-02-09
8148,1998192995174509694900000000,1144012400105660030,1144012400,서울특별시 마포구 연남동,566-30,37.56097596,126.92150676,YN_50000SQM_R05_C04,5,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,81.0,1998-06-25,330.57,135.5,11.7,59.78,191.93,29824,N,B00100000000PGRZA,2026-04-06,11440,,,5.0,1.0,6,2017-02-04
8150,1995192926654509704100000000,1144012400105610011,1144012400,서울특별시 마포구 연남동,561-11,37.56098369,126.92073123,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,86.64,1995-12-09,328.17,144.5,11.7,59.96,176.78,29291,N,B00100000000PGJMO,2026-04-06,11440,,,5.0,1.0,6,2017-02-01
8151,1997192947024509712600000000,1144012400105610024,1144012400,서울특별시 마포구 연남동,561-24,37.56099149,126.92096175,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,76.14,1997-12-08,221.67,149.1,6.5,51.07,97.61,29301,N,B00100000000PFYK1,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
8216,1994192649414512285200000000,1144012400104870059,1144012400,서울특별시 마포구 연남동,487-59,37.56330705,126.91759081,YN_50000SQM_R06_C02,6,2,1,일반,01000,단독주택,11.0,벽돌구조,120.03,1994-12-13,299.61,212.0,7.8,56.62,93.69,28949,N,B00100000000PFYCS,2026-04-06,11440,,,3.0,1.0,4,2017-02-09
8217,1996192627854512318100000000,1144012400104870254,1144012400,서울특별시 마포구 연남동,487-254,37.56333654,126.91734681,YN_50000SQM_R06_C02,6,2,1,일반,01000,단독주택,11.0,벽돌구조,59.94,1996-11-14,119.88,107.45,7.3,55.78,111.57,29067,N,B00100000000PFZGX,2026-04-06,11440,,,3.0,0.0,3,2017-02-10
8218,2003193090204512289500000000,1144012400102520004,1144012400,서울특별시 마포구 연남동,252-4,37.56331440,126.92257989,YN_50000SQM_R06_C04,6,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,125.16,2003-08-14,428.55,213.6,12.23,58.6,200.63,29661,N,B00100000000PGZ7P,2026-04-06,11440,,,6.0,0.0,6,2017-02-08
58580,2019192787664508400300000000,1144012400105630012,1144012400,서울특별시 마포구 연남동,563-12,37.55980797,126.91915939,YN_50000SQM_R04_C03,4,3,1,일반,01000,단독주택,21.0,철근콘크리트구조,99.21,2019-05-02,388.35,165.6,15.12,59.91,175.45,100262203,N,B002000000009LE1N,2026-04-06,11440,부호빌딩,,5.0,1.0,6,2019-06-18
7709,2005192816204515937900000000,1144012400103750132,1144012400,서울특별시 마포구 연남동,375-132,37.56659945,126.91947498,YN_50000SQM_R08_C03,8,3,1,일반,04000,제2종근린생활시설,31.0,일반철골구조,81.0,2005-01-01,81.0,0.0,0.0,0.0,0.0,900000104,N,B00100000000PD8F3,2026-04-06,11440,,,2.0,0.0,2,2014-09-15
7710,0000192809084515973300000000,1144012400103750132,1144012400,서울특별시 마포구 연남동,375-132,37.56663131,126.91939438,YN_50000SQM_R08_C03,8,3,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000PD8E2,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
7714,0000192671254516501600000000,1144012400104480001,1144012400,서울특별시 마포구 연남동,448-1,37.56710618,126.91783372,YN_50000SQM_R08_C02,8,2,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000PD8XL,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
7715,0000192669524516535900000000,1144012400104480001,1144012400,서울특별시 마포구 연남동,448-1,37.56713702,126.91781414,YN_50000SQM_R08_C02,8,2,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000PD8D1,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
8153,1994192736934509745100000000,1144012400104870316,1144012400,서울특별시 마포구 연남동,487-316,37.56101913,126.91858394,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,11.0,벽돌구조,39.52,1994-09-05,107.12,54.86,7.6,72.04,123.22,29103,N,B00100000000PFXL1,2026-04-06,11440,,,3.0,1.0,4,2017-02-09
8156,1987192766754509741400000000,1144012400104930020,1144012400,서울특별시 마포구 연남동,493-20,37.56101604,126.91892147,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,11.0,벽돌구조,95.43,1987-11-16,266.64,0.0,0.0,0.0,0.0,29184,N,B00100000000PFUNZ,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8157,1974193078874509723900000000,1144012400105660063,1144012400,서울특별시 마포구 연남동,566-63,37.56100268,126.92245407,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,141.32,1974-10-26,164.72,0.0,0.0,0.0,0.0,29470,N,B00100000000PFQT2,2026-04-06,11440,,,2.0,1.0,3,2017-02-09
8158,1991193287764509779900000000,1144012400102600035,1144012400,서울특별시 마포구 연남동,260-35,37.56105469,126.92481824,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,11.0,벽돌구조,65.1,1991-12-26,192.3,0.0,0.0,0.0,0.0,28429,Y,B00100000000J491A,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
8160,1968193297754509780100000000,1144012400102600038,1144012400,서울특별시 마포구 연남동,260-38,37.56105496,126.92493134,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,54.28,1968-11-30,102.84,71.9,0.0,75.49,129.23,28431,N,B00100000000J49NW,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8162,1991193264884509796100000000,1144012400102600031,1144012400,서울특별시 마포구 연남동,260-31,37.56106915,126.92455924,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,75.24,1991-12-10,251.84,126.5,9.3,59.48,142.78,28426,N,B00100000000PGQR1,2026-04-06,11440,,,4.0,1.0,5,2017-08-17
8166,1995192919724509797500000000,1144012400105610012,1144012400,서울특별시 마포구 연남동,561-12,37.56106778,126.92065271,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,86.64,1995-11-04,328.17,144.5,11.7,59.96,176.78,29292,N,B00100000000PGJOQ,2026-04-06,11440,,,5.0,1.0,6,2017-02-08
8167,1991193008234509796500000000,1144012400105660037,1144012400,서울특별시 마포구 연남동,566-37,37.56106756,126.92165444,YN_50000SQM_R05_C04,5,4,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,81.78,1991-10-05,245.34,0.0,0.0,0.0,0.0,29454,N,B00100000000PG6C1,2026-04-06,11440,,,3.0,1.0,4,2022-11-07
8773,0000193075834514737300000000,1144012400102410043,1144012400,서울특별시 마포구 연남동,241-43,37.56551971,126.92241487,YN_50000SQM_R07_C04,7,4,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000PGC5Z,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
8776,2005193253124514749600000000,1144012400102230119,1144012400,서울특별시 마포구 연남동,223-119,37.56553210,126.92442158,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,76.31,2005-12-01,253.59,127.3,11.85,59.95,199.21,27806,N,B00100000000PH8C4,2026-04-06,11440,연남동 다가구주택,,5.0,0.0,5,2017-02-08
8854,1971193150294515039100000000,1144012400102410084,1144012400,서울특별시 마포구 연남동,241-84,37.56579215,126.92325739,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,11.0,벽돌구조,49.55,1971-10-30,49.55,0.0,0.0,0.0,0.0,28213,N,B00100000000PH0WG,2026-04-06,11440,,,2.0,0.0,2,2017-02-08
8856,0000193009104515058200000000,1144012400102450030,1144012400,서울특별시 마포구 연남동,245-30,37.56580828,126.92165932,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,99.0,기타구조,33.06,,0.0,56.2,0.0,0.0,0.0,900000767,N,B00100000000PG6UJ,2026-04-06,11440,,,2.0,0.0,2,2014-09-15
8858,1993192645734515079500000000,1144012400104800014,1144012400,서울특별시 마포구 연남동,480-14,37.56582471,126.91754632,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,77.25,1993-05-26,214.11,128.9,0.0,59.93,110.74,28875,N,B00100000000PGHHH,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
46085,2017192738344506999700000000,1144012400105710013,1144012400,서울특별시 마포구 연남동,571-13,37.55854558,126.91860264,YN_50000SQM_R04_C03,4,3,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,193.04,2017-02-14,1131.5,414.8,21.7,46.54,249.96,100246578,N,B002000000005D4PP,2026-04-06,11440,Y빌딩,,7.0,1.0,8,2023-06-28
8292,2010192961214508186100000000,1144012400105680013,1144012400,서울특별시 마포구 연남동,568-13,37.55961627,126.92112393,YN_50000SQM_R04_C04,4,4,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,84.68,2010-12-01,386.88,164.3,12.85,51.54,177.2,100196751,N,B00100000000PF1J2,2026-04-06,11440,,,5.0,1.0,6,2023-03-09
8299,1983192713424508226400000000,1144012400104870225,1144012400,서울특별시 마포구 연남동,487-225,37.55965062,126.91831941,YN_50000SQM_R04_C03,4,3,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,89.4,1983-08-09,309.89,149.0,9.7,60.0,156.85,29048,N,B00100000000PFSQ1,2026-04-06,11440,,,4.0,1.0,5,2022-12-25
8305,1971192823704508213800000000,1144012400105640005,1144012400,서울특별시 마포구 연남동,564-5,37.55964019,126.91956758,YN_50000SQM_R04_C03,4,3,1,일반,01000,단독주택,11.0,벽돌구조,116.0,1971-01-15,236.1,0.0,0.0,0.0,0.0,29382,N,B00100000000PFL36,2026-04-06,11440,,,2.0,1.0,3,2017-02-08
8786,1985193060434514804900000000,1144012400102410055,1144012400,서울특별시 마포구 연남동,241-55,37.56558051,126.92224047,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,12.0,블록구조,28.95,1985-02-06,28.95,57.2,0.0,50.61,50.61,28187,N,B00100000000PGQX7,2026-04-06,11440,,,2.0,0.0,2,2017-02-08
8692,1990193231804514380100000000,1144012400102230109,1144012400,서울특별시 마포구 연남동,223-109,37.56519906,126.92418059,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,11.0,벽돌구조,54.46,1990-06-11,163.38,0.0,0.0,0.0,0.0,27797,N,B00100000000PH0ZJ,2026-04-06,11440,,,3.0,1.0,4,2017-02-11
8695,1970193148084514364900000000,1144012400102400016,1144012400,서울특별시 마포구 연남동,240-16,37.56518472,126.92323302,YN_50000SQM_R07_C05,7,5,1,일반,03000,제1종근린생활시설,11.0,벽돌구조,106.28,1970-12-12,230.91,167.6,6.0,63.41,63.41,28104,N,B00100000000PGS8J,2026-04-06,11440,,,2.0,1.0,3,2017-06-16
8696,1980192615844514406100000000,1144012400104870034,1144012400,서울특별시 마포구 연남동,487-34,37.56521771,126.91720874,YN_50000SQM_R07_C02,7,2,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,73.79,1980-08-12,179.74,0.0,0.0,0.0,0.0,28931,N,B00100000000PGHEE,2026-04-06,11440,,,3.0,1.0,4,2022-02-23
8698,2002193034334514389100000000,1144012400102450046,1144012400,서울특별시 마포구 연남동,245-46,37.56520563,126.92194548,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,78.6,2002-11-01,246.01,131.36,11.9,59.84,187.28,28248,N,B00100000000PH4SG,2026-04-06,11440,연남동 245-46,연남동 245-46,5.0,0.0,5,2017-02-08
8700,1973193076784514421200000000,1144012400102410034,1144012400,서울특별시 마포구 연남동,241-34,37.56523488,126.92242595,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,69.36,1973-02-05,84.93,0.0,0.0,0.0,0.0,28171,N,B00100000000PG63R,2026-04-06,11440,,,2.0,1.0,3,2017-02-08
8704,1985193281554514465100000000,1144012400102230027,1144012400,서울특별시 마포구 연남동,223-27,37.56527600,126.92474364,YN_50000SQM_R07_C05,7,5,1,일반,04000,제2종근린생활시설,12.0,블록구조,43.03,1985-03-27,43.03,57.2,3.0,75.23,75.23,27754,N,B00100000000PG7XN,2026-04-06,11440,,,2.0,0.0,2,2019-11-15
8706,1971193062994514452300000000,1144012400102410036,1144012400,서울특별시 마포구 연남동,241-36,37.56526285,126.92226985,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,82.71,1971-04-20,165.42,0.0,0.0,0.0,0.0,28173,N,B00100000000PG62Q,2026-04-06,11440,,,2.0,1.0,3,2017-02-11
8708,1992192598324514469000000000,1144012400104870324,1144012400,서울특별시 마포구 연남동,487-324,37.56527424,126.91701032,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,21.0,철근콘크리트구조,84.37,1992-05-04,329.73,145.0,0.0,58.19,167.5,29108,N,B00100000000PGU6J,2026-04-06,11440,,,4.0,1.0,5,2017-02-11
8779,1973193227534514769200000000,1144012400102230116,1144012400,서울특별시 마포구 연남동,223-116,37.56554958,126.92413197,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,11.0,벽돌구조,0.0,1973-12-12,69.52,0.0,0.0,0.0,0.0,27804,N,B00100000000PH0YI,2026-04-06,11440,,,2.0,1.0,3,2017-02-08
8782,2001193146294514773200000000,1144012400102410091,1144012400,서울특별시 마포구 연남동,241-91,37.56555257,126.92321241,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,92.72,2001-11-26,333.45,154.7,10.08,59.94,157.21,28219,N,B00100000000PH7G7,2026-04-06,11440,,,4.0,1.0,5,2024-09-12
8788,1970192733754514776700000000,1144012400103650002,1144012400,서울특별시 마포구 연남동,365-2,37.56555251,126.91854292,YN_50000SQM_R07_C03,7,3,1,일반,01000,단독주택,11.0,벽돌구조,99.54,1970-08-26,199.83,0.0,0.0,0.0,0.0,28479,Y,B00100000000PFX3I,2026-04-06,11440,,,3.0,1.0,4,2017-02-10
8790,1991193033074514815400000000,1144012400102410051,1144012400,서울특별시 마포구 연남동,241-51,37.56558972,126.92193084,YN_50000SQM_R07_C04,7,4,1,일반,04000,제2종근린생활시설,31.0,일반철골구조,30.95,1991-07-06,94.81,0.0,0.0,0.0,0.0,28184,N,B00100000000PGSU6,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8791,1975192638724514813200000000,1144012400104870274,1144012400,서울특별시 마포구 연남동,487-274,37.56558469,126.91746725,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,62.2,1975-09-01,191.9,221.0,10.1,28.14,64.91,29079,N,B00100000000PGFQO,2026-04-06,11440,,,4.0,1.0,5,2024-03-28
8800,1974192586574514832800000000,1144012400104870414,1144012400,서울특별시 마포구 연남동,487-414,37.56560196,126.91687696,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,106.21,1974-12-30,145.98,0.0,0.0,0.0,0.0,29151,N,B00100000000PFVV9,2026-04-06,11440,,,2.0,1.0,3,2017-02-10
8515,1970193083014513305700000000,1144012400102500004,1144012400,서울특별시 마포구 연남동,250-4,37.56422992,126.92249748,YN_50000SQM_R06_C04,6,4,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,133.55,1970-12-28,277.34,226.1,14.35,59.07,122.66,28299,N,B00100000000PGPQY,2026-04-06,11440,,,5.0,0.0,5,2022-08-31
8516,1973193165744513299000000000,1144012400102390048,1144012400,서울특별시 마포구 연남동,239-48,37.56422453,126.92343396,YN_50000SQM_R06_C05,6,5,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,0.0,1973-05-20,293.59,0.0,0.0,0.0,0.0,28084,N,B00100000000PG84U,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8519,1991192610174513365400000000,1144012400104870048,1144012400,서울특별시 마포구 연남동,487-48,37.56428004,126.91714562,YN_50000SQM_R07_C02,7,2,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,81.03,1991-12-31,279.06,138.71,9.0,58.42,144.45,28940,N,B00100000000PG4NA,2026-04-06,11440,,,4.0,1.0,5,2024-01-05
8520,1967192624834513383400000000,1144012400104870271,1144012400,서울특별시 마포구 연남동,487-271,37.56429637,126.91731155,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,25.32,1967-09-30,33.02,0.0,0.0,0.0,0.0,29077,N,B00100000000PFX8N,2026-04-06,11440,,,2.0,1.0,3,2017-02-08
8522,1980192741164513371000000000,1144012400103700059,1144012400,서울특별시 마포구 연남동,370-59,37.56428607,126.91862818,YN_50000SQM_R07_C03,7,3,1,일반,01000,단독주택,11.0,벽돌구조,73.19,1980-04-24,191.64,0.0,0.0,0.0,0.0,28590,N,B00100000000PG4L8,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8523,1970193095534513390000000000,1144012400102500003,1144012400,서울특별시 마포구 연남동,250-3,37.56430599,126.92263919,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,119.67,1970-08-13,247.98,194.4,6.8,61.56,127.56,28298,N,B00100000000PGPPX,2026-04-06,11440,,,3.0,0.0,3,2017-02-11
8524,1991192838634513421900000000,1144012400103660012,1144012400,서울특별시 마포구 연남동,366-12,37.56433275,126.91973134,YN_50000SQM_R07_C03,7,3,1,일반,01000,단독주택,11.0,벽돌구조,60.3,1991-11-29,182.7,0.0,0.0,0.0,0.0,28507,N,B00100000000PFXIX,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8528,1991192600814513459300000000,1144012400104870439,1144012400,서울특별시 마포구 연남동,487-439,37.56436450,126.91703955,YN_50000SQM_R07_C02,7,2,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,72.31,1991-01-09,266.14,120.54,12.95,59.99,160.8,29771,N,B00100000000PGFYW,2026-04-06,11440,테이크 원,,4.0,1.0,5,2024-05-09
8531,1990192611814513483800000000,1144012400104870047,1144012400,서울특별시 마포구 연남동,487-47,37.56438669,126.91716399,YN_50000SQM_R07_C02,7,2,1,일반,02000,공동주택,11.0,벽돌구조,66.24,1990-09-19,198.72,0.0,0.0,0.0,0.0,29752,N,B00100000000PGHRR,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
8648,1974192950524514179800000000,1144012400102460011,1144012400,서울특별시 마포구 연남동,246-11,37.56501649,126.92099712,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,97.59,1974-12-24,164.07,0.0,0.0,0.0,0.0,28281,Y,B00100000000PGDYU,2026-04-06,11440,,,3.0,1.0,4,2022-08-03
8650,1989192637744514209000000000,1144012400104870242,1144012400,서울특별시 마포구 연남동,487-242,37.56504025,126.91745680,YN_50000SQM_R07_C02,7,2,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,61.76,1989-08-02,268.78,116.0,11.76,53.24,156.04,29060,N,B00100000000PGUZD,2026-04-06,11440,,,4.0,1.0,5,2022-11-07
9191,1971192628354515887900000000,1144012400104800009,1144012400,서울특별시 마포구 연남동,480-9,37.56655286,126.91734881,YN_50000SQM_R08_C02,8,2,1,일반,,,,,0.0,1971-06-14,0.0,0.0,0.0,0.0,0.0,,,B00100000000PFT3E,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
9192,1989192615174515889300000000,1144012400104870249,1144012400,서울특별시 마포구 연남동,487-249,37.56655406,126.91719958,YN_50000SQM_R08_C02,8,2,1,일반,01000,단독주택,11.0,벽돌구조,65.55,1989-10-05,196.65,0.0,0.0,0.0,0.0,29064,N,B00100000000PGUAN,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
9197,1971192627604515975600000000,1144012400104800009,1144012400,서울특별시 마포구 연남동,480-9,37.56663186,126.91734020,YN_50000SQM_R08_C02,8,2,1,일반,01000,단독주택,12.0,블록구조,67.41,1971-06-14,67.41,0.0,0.0,0.0,0.0,28873,N,B00100000000PFT1C,2026-04-06,11440,,,2.0,0.0,2,2017-02-08
9205,1991192628094516069900000000,1144012400104800006,1144012400,서울특별시 마포구 연남동,480-6,37.56671683,126.91734571,YN_50000SQM_R08_C02,8,2,1,일반,01000,단독주택,11.0,벽돌구조,56.82,1991-08-14,170.46,0.0,0.0,0.0,0.0,28871,N,B00100000000PGK47,2026-04-06,11440,,,3.0,1.0,4,2017-02-08
9046,1967192927494515463900000000,1144012400104530015,1144012400,서울특별시 마포구 연남동,453-15,37.56617326,126.92073515,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,12.0,블록구조,31.21,1967-07-25,31.21,0.0,0.0,0.0,0.0,28819,N,B00100000000PFYJZ,2026-04-06,11440,,,2.0,0.0,2,2017-02-08
9047,1985192934724515459800000000,1144012400102440005,1144012400,서울특별시 마포구 연남동,244-5,37.56616963,126.92081695,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,55.47,1985-06-29,55.47,92.89,0.0,59.72,59.72,28229,N,B00100000000PGI89,2026-04-06,11440,,,2.0,0.0,2,2017-02-10
9051,0000192927934515522700000000,1144012400104530014,1144012400,서울특별시 마포구 연남동,453-14,37.56622619,126.92074007,YN_50000SQM_R07_C04,7,4,1,일반,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,B00100000000PGEB8,2026-04-06,11440,,,1.0,0.0,1,2014-09-15
