건물유형코드,건물ID,건물관리번호,법정동코드,주소,지번,위도,경도,그리드ID,그리드행,그리드열,주부속구분,일반집합구분,건물용도코드,건물용도명,구조코드,구조명,건폐율,사용승인일,연면적,건축면적,높이,기타,용적률,지번코드,대장구분,건물식별번호,갱신일자,행정구역코드,예비1,예비2,지상층수,지하층수,총층수,생성일자
38601,2016193267544510141600000000,1144012400102600026,1144012400,서울특별시 마포구 연남동,260-26,37.56138043,126.92458908,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,91.52,2016-01-25,306.14,153.5,17.55,59.62,199.44,100237574,Y,B002000000003KS4X,2026-04-06,11440,송스26,,6.0,0.0,6,2026-01-08
30931,1988193328934510740500000000,1144012400103900077,1144012400,서울특별시 마포구 연남동,390-77,37.56192053,126.92528331,YN_50000SQM_R05_C05,5,5,1,일반,03000,제1종근린생활시설,11.0,벽돌구조,85.92,1988-10-08,231.72,143.5,7.1,59.87,108.04,28779,N,B00100000000J9CR9,2026-04-06,11440,,,3.0,1.0,4,2026-01-08
9863,1971192940754510241300000000,1144012400105610052,1144012400,서울특별시 마포구 연남동,561-52,37.56146782,126.92089027,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,67.83,1971-04-15,134.01,0.0,0.0,0.0,0.0,29321,N,B00100000000PFLAD,2026-04-06,11440,,,3.0,0.0,3,2025-09-19
25014,1970193306344511008100000000,1144012400103900072,1144012400,서울특별시 마포구 연남동,390-72,37.56216142,126.92502747,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,90.91,1970-09-01,150.62,178.0,5.46,51.07,71.32,28775,N,B0010000000BPDEHM,2026-04-06,11440,,,3.0,1.0,4,2026-01-09
3167,1989192864734507495900000000,1144012400105700022,1144012400,서울특별시 마포구 연남동,570-22,37.55899363,126.92003266,YN_50000SQM_R04_C03,4,3,1,일반,01000,단독주택,11.0,벽돌구조,92.01,1989-12-12,248.57,0.0,0.0,0.0,0.0,29554,N,B00100000000PIDRP,2026-04-06,11440,,,3.0,1.0,4,2025-10-28
56645,2018193319164514098800000000,1144012400102230113,1144012400,서울특별시 마포구 연남동,223-113,37.56494609,126.92516959,YN_50000SQM_R07_C05,7,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,181.31,2018-12-26,638.39,323.06,15.0,56.12,197.61,100260244,N,B002000000008U3VF,2026-04-06,11440,연남연화,,6.0,0.0,6,2025-07-11
3418,1989193172574509471300000000,1144012400103730010,1144012400,서울특별시 마포구 연남동,373-10,37.56077586,126.92351478,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,76.55,1989-11-25,325.37,132.0,15.45,57.99,196.99,28594,N,B00100000000PK0K7,2026-04-06,11440,,,6.0,1.0,7,2026-01-10
4002,1994193263164510968800000000,1144012400102280047,1144012400,서울특별시 마포구 연남동,228-47,37.56212571,126.92453875,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,87.72,1994-01-26,417.33,155.4,12.4,56.45,202.16,27984,N,B00100000000PK10N,2026-04-06,11440,,,5.0,1.0,6,2026-01-10
38517,2016193318794509999800000000,1144012400103820014,1144012400,서울특별시 마포구 연남동,382-14,37.56125295,126.92516918,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,77.38,2016-03-14,265.08,134.13,15.8,57.69,197.63,100238254,N,B002000000003KIJ3,2026-04-06,11440,,,6.0,0.0,6,2026-02-25
30807,2007192740064509587100000000,1144012400104870123,1144012400,서울특별시 마포구 연남동,487-123,37.56087679,126.91861949,YN_50000SQM_R05_C03,5,3,1,일반,02000,공동주택,21.0,철근콘크리트구조,221.63,2007-10-06,920.85,371.0,14.05,59.74,182.55,29761,Y,B00100000000PE16N,2026-04-06,11440,아뜨리에,,5.0,1.0,6,2025-09-10
25737,2012193220034509618700000000,1144012400102590004,1144012400,서울특별시 마포구 연남동,259-4,37.56090897,126.92405188,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,183.34,2012-10-17,1050.9,393.3,21.9,46.62,216.3,100209632,N,B00100000000PJW2K,2026-04-06,11440,이트라이브연남빌딩,,8.0,1.0,9,2025-02-26
67743,2021193277104510458700000000,1144012400102600012,1144012400,서울특별시 마포구 연남동,260-12,37.56166614,126.92469693,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,122.71,2021-10-21,437.04,205.2,16.0,59.8,205.11,100280243,N,B00200000000DYSWF,2026-04-06,11440,스퀘어연남,,6.0,0.0,6,2026-01-13
29520,1993193005384510186000000000,1144012400105610044,1144012400,서울특별시 마포구 연남동,561-44,37.56141847,126.92162186,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,94.62,1993-10-29,330.88,160.3,9.2,59.03,162.4,29315,Y,B00100000000PG7LB,2026-04-06,11440,,,4.0,1.0,5,2025-03-08
26569,1984193526534511514300000000,1144012400102260036,1144012400,서울특별시 마포구 연남동,226-36,37.56261912,126.92751914,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,196.8,1984-11-09,787.2,420.97,0.0,46.75,140.25,27920,N,B00100000000J6F8P,2026-04-06,11440,,,4.0,1.0,5,2025-07-12
38607,2015193167514514723100000000,1144012400102410087,1144012400,서울특별시 마포구 연남동,241-87,37.56550758,126.92345250,YN_50000SQM_R07_C05,7,5,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,82.74,2015-08-12,276.88,138.8,13.0,59.61,199.48,100234634,N,B002000000003KVSP,2026-04-06,11440,,,5.0,0.0,5,2025-07-22
3532,1985192720964510507100000000,1144012400104870164,1144012400,서울특별시 마포구 연남동,487-164,37.56170558,126.91840248,YN_50000SQM_R05_C03,5,3,1,일반,04000,제2종근린생활시설,31.0,일반철골구조,76.9,1985-11-09,295.79,149.2,8.7,51.54,147.42,29019,N,B00100000000PJRLY,2026-04-06,11440,,,4.0,1.0,5,2025-09-23
30926,1991193424604510800700000000,1144012400103830078,1144012400,서울특별시 마포구 연남동,383-78,37.56197548,126.92636614,YN_50000SQM_R05_C06,5,6,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,74.41,1991-08-31,259.85,125.28,,59.39,148.79,28670,N,B00100000000J9ETD,2026-04-06,11440,,,4.0,1.0,5,2026-01-13
18531,1989193379264509982200000000,1144012400103830036,1144012400,서울특별시 마포구 연남동,383-36,37.56123770,126.92585368,YN_50000SQM_R05_C06,5,6,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,75.3,1989-06-13,243.09,129.39,9.35,58.2,138.01,28660,N,B00100000000J96ZB,2026-04-06,11440,,,4.0,1.0,5,2025-07-10
26604,1970193338014512540000000000,1144012400102290067,1144012400,서울특별시 마포구 연남동,229-67,37.56354189,126.92538445,YN_50000SQM_R06_C05,6,5,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,210.06,1970-05-10,387.42,363.6,6.5,57.77,106.55,28043,N,B00100000000J6FDU,2026-04-06,11440,,,3.0,0.0,3,2025-07-30
8529,1980192754544513469900000000,1144012400103700057,1144012400,서울특별시 마포구 연남동,370-57,37.56437531,126.91877953,YN_50000SQM_R07_C03,7,3,1,일반,01000,단독주택,11.0,벽돌구조,73.19,1980-04-24,218.22,0.0,0.0,0.0,0.0,28588,N,B00100000000PGFCA,2026-04-06,11440,,,3.0,1.0,4,2026-03-12
3548,1972193259624510689700000000,1144012400102280064,1144012400,서울특별시 마포구 연남동,228-64,37.56187424,126.92449890,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,11.0,벽돌구조,37.52,1972-11-25,126.13,69.1,7.8,54.3,182.5,27990,N,B00100000000PJE99,2026-04-06,11440,,,4.0,0.0,4,2025-08-27
8784,1970192751544514784500000000,1144012400103650008,1144012400,서울특별시 마포구 연남동,365-8,37.56555975,126.91874423,YN_50000SQM_R07_C03,7,3,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,78.31,1970-12-10,96.49,127.9,4.5,61.23,61.23,28486,N,B00100000000PFL7A,2026-04-06,11440,,,2.0,1.0,3,2025-12-17
16411,1971193338154513131000000000,1144012400102250029,1144012400,서울특별시 마포구 연남동,225-29,37.56407442,126.92538554,YN_50000SQM_R06_C05,6,5,1,일반,01000,단독주택,11.0,벽돌구조,116.3,1971-06-03,325.86,0.0,0.0,0.0,0.0,27883,Y,B00100000000J9H8U,2026-04-06,11440,,,3.0,1.0,4,2025-07-16
8736,1985192606044514620300000000,1144012400104870032,1144012400,서울특별시 마포구 연남동,487-32,37.56541062,126.91709763,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,30.72,1985-12-16,120.0,0.0,0.0,0.0,0.0,28929,N,B00100000000PGU7K,2026-04-06,11440,,,4.0,1.0,5,2026-02-25
8279,1997192913494508138200000000,1144012400105680003,1144012400,서울특별시 마포구 연남동,568-3,37.55957272,126.92058381,YN_50000SQM_R04_C04,4,4,1,일반,01000,단독주택,21.0,철근콘크리트구조,93.06,1997-03-05,367.92,155.4,11.2,59.88,178.26,29509,N,B00100000000PGJQS,2026-04-06,11440,,,4.0,1.0,5,2025-07-17
30944,1997192921804508035200000000,1144012400105680004,1144012400,서울특별시 마포구 연남동,568-4,37.55947998,126.92067796,YN_50000SQM_R04_C04,4,4,1,일반,01000,단독주택,11.0,벽돌구조,95.19,1997-03-10,299.94,158.7,11.5,59.98,136.94,29510,N,B00100000000PFUR4,2026-04-06,11440,,,4.0,1.0,5,2025-07-17
26574,1984193481344510763200000000,1144012400102270001,1144012400,서울특별시 마포구 연남동,227-1,37.56194206,126.92700833,YN_50000SQM_R05_C06,5,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,169.78,1984-11-21,742.18,284.5,16.71,59.68,193.53,27922,N,B00100000000J6FCT,2026-04-06,11440,,,6.0,1.0,7,2025-08-12
48357,2018193118044512956100000000,1144012400102540024,1144012400,서울특별시 마포구 연남동,254-24,37.56391523,126.92289429,YN_50000SQM_R06_C04,6,4,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,233.43,2018-01-03,1275.78,390.1,23.04,59.84,199.08,100254024,N,B002000000006SKJG,2026-04-06,11440,연남동 41빌딩,,7.0,1.0,8,2025-02-04
28300,1994192680804508149400000000,1144012400104870352,1144012400,서울특별시 마포구 연남동,487-352,37.55958097,126.91795030,YN_50000SQM_R04_C03,4,3,1,일반,01000,단독주택,21.0,철근콘크리트구조,90.83,1994-12-23,299.66,160.26,11.5,56.68,135.97,29119,Y,B00100000000PGJHJ,2026-04-06,11440,,,4.0,1.0,5,2025-09-04
20747,1991193400364513320000000000,1144012400102250011,1144012400,서울특별시 마포구 연남동,225-11,37.56424510,126.92608951,YN_50000SQM_R06_C06,6,6,1,일반,02000,공동주택,21.0,철근콘크리트구조,126.18,1991-11-29,498.42,0.0,0.0,0.0,0.0,29601,N,B00100000000JB22B,2026-04-06,11440,,,5.0,1.0,6,2025-12-09
29521,1993192807714510224600000000,1144012400104930010,1144012400,서울특별시 마포구 연남동,493-10,37.56145178,126.91938457,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,11.0,벽돌구조,64.38,1993-05-26,193.14,109.3,7.6,58.9,117.8,29177,N,B00100000000PFXM2,2026-04-06,11440,,,3.0,1.0,4,2026-01-23
48354,2017193401884512528800000000,1144012400102240038,1144012400,서울특별시 마포구 연남동,224-38,37.56353230,126.92610737,YN_50000SQM_R06_C06,6,6,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,73.5,2017-05-12,269.51,129.04,14.75,56.96,208.86,100247987,N,B002000000006SKFC,2026-04-06,11440,J house,,6.0,0.0,6,2025-10-30
4003,1994193219334510952200000000,1144012400102580002,1144012400,서울특별시 마포구 연남동,258-2,37.56211046,126.92404269,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,91.44,1994-08-12,485.87,155.7,16.4,58.73,271.67,28380,N,B00100000000PKADA,2026-04-06,11440,,,6.0,1.0,7,2025-08-28
23990,1990192983484509333800000000,1144012400105660015,1144012400,서울특별시 마포구 연남동,566-15,37.56065052,126.92137481,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,71.04,1990-12-12,232.8,142.8,9.0,49.75,113.29,29440,N,B00100000000PG97Y,2026-04-06,11440,,,4.0,1.0,5,2026-02-07
10697,1970193293854509523600000000,1144012400102600043,1144012400,서울특별시 마포구 연남동,260-43,37.56082389,126.92488739,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,11.0,벽돌구조,123.0,1970-01-08,299.54,0.0,0.0,0.0,0.0,28434.0,N,B00100000000J495E,2026-04-06,11440,,,3.0,1.0,4,2025-12-18
8942,1991193045214515370600000000,1144012400102410060,1144012400,서울특별시 마포구 연남동,241-60,37.56609008,126.92206767,YN_50000SQM_R07_C04,7,4,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,75.53,1991-06-17,204.43,132.2,6.47,57.13,101.17,28192.0,N,B00100000000PH4OC,2026-04-06,11440,,,3.0,1.0,4,2025-03-11
18523,1994193433124510590800000000,1144012400103830097,1144012400,서울특별시 마포구 연남동,383-97,37.56178639,126.92646275,YN_50000SQM_R05_C06,5,6,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,97.95,1994-01-26,309.6,173.95,6.5,56.31,124.36,28679,N,B00100000000J953D,2026-04-06,11440,,,4.0,1.0,5,2026-02-07
3996,1971193209394510850200000000,1144012400102580010,1144012400,서울특별시 마포구 연남동,258-10,37.56201850,126.92393028,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,98.6,1971-09-03,367.31,186.4,12.6,52.9,172.4,28383,N,B00100000000PK0ZM,2026-04-06,11440,,,5.0,1.0,6,2026-02-27
9081,1985192842864515645300000000,1144012400103750111,1144012400,서울특별시 마포구 연남동,375-111,37.56633601,126.91977709,YN_50000SQM_R08_C03,8,3,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,24.53,1985-06-05,24.53,36.36,3.0,67.46,67.46,28608,N,B00100000000PF77V,2026-04-06,11440,,,2.0,0.0,2,2026-03-13
33303,2014192880544511081000000000,1144012400105040008,1144012400,서울특별시 마포구 연남동,504-8,37.56222377,126.92020796,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,21.0,철근콘크리트구조,109.69,2014-11-04,346.37,184.24,13.4,59.54,188.0,100223215,N,B002000000000JT5V,2026-04-06,11440,,,5.0,0.0,5,2026-03-13
38611,2016193240884512357100000000,1144012400102290072,1144012400,서울특별시 마포구 연남동,229-72,37.56337641,126.92428524,YN_50000SQM_R06_C05,6,5,1,일반,02000,공동주택,21.0,철근콘크리트구조,178.75,2016-03-15,729.86,302.41,13.85,59.11,185.3,100238274,Y,B002000000003KWEC,2026-04-06,11440,JASON COUNTY,,6.0,1.0,7,2025-06-17
23060,1972193019694514255800000000,1144012400102450048,1144012400,서울특별시 마포구 연남동,245-48,37.56508549,126.92177993,YN_50000SQM_R07_C04,7,4,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,53.045,1972-09-28,107.13,88.6,7.0,59.87,109.05,28250,N,B00100000000PGPS1,2026-04-06,11440,,,3.0,1.0,4,2026-03-11
29580,1989193224994509784100000000,1144012400102590005,1144012400,서울특별시 마포구 연남동,259-5,37.56105802,126.92410782,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,93.34,1989-09-25,459.71,162.0,13.3,57.62,199.51,28392,N,B00100000000PK6IB,2026-04-06,11440,츄츄빌딩,,5.0,1.0,6,2025-12-10
38619,1972193478204512457900000000,1144012400102240055,1144012400,서울특별시 마포구 연남동,224-55,37.56346896,126.92697124,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,99.58,1972-06-15,268.27,166.91,11.75,59.66,137.73,27852,N,B002000000003LB7K,2026-04-06,11440,,,4.0,1.0,5,2025-03-19
3670,1998193081544509014800000000,1144012400105670027,1144012400,서울특별시 마포구 연남동,567-27,37.56036384,126.92248499,YN_50000SQM_R05_C04,5,4,1,일반,01000,단독주택,11.0,벽돌구조,108.27,1998-05-09,353.92,183.8,10.2,58.9,142.03,29489,N,B00100000000PGS4F,2026-04-06,11440,,,4.0,1.0,5,2025-10-17
3687,1991193272344511328500000000,1144012400102280042,1144012400,서울특별시 마포구 연남동,228-42,37.56244987,126.92464229,YN_50000SQM_R06_C05,6,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,49.14,1991-04-25,247.59,0.0,0.0,0.0,0.0,27981,Y,B00100000000PK6MF,2026-04-06,11440,,,5.0,1.0,6,2025-10-17
22706,1976192744494507313200000000,1144012400105640037,1144012400,서울특별시 마포구 연남동,564-37,37.55882811,126.91867190,YN_50000SQM_R04_C03,4,3,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,186.83,1976-09-09,480.43,442.6,6.9,42.21,77.74,29397,N,B00100000000PILCI,2026-04-06,11440,,,3.0,1.0,4,2025-09-24
3487,1990193256304510067900000000,1144012400102600028,1144012400,서울특별시 마포구 연남동,260-28,37.56131395,126.92446195,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,61.2,1990-10-27,309.42,0.0,0.0,0.0,0.0,28424,Y,B00100000000PK6OH,2026-04-06,11440,,,5.0,1.0,6,2025-10-18
8154,1991192745804509739900000000,1144012400104870122,1144012400,서울특별시 마포구 연남동,487-122,37.56101455,126.91868434,YN_50000SQM_R05_C03,5,3,1,일반,01000,단독주택,11.0,벽돌구조,58.44,1991-10-07,170.46,0.0,0.0,0.0,0.0,28988,N,B00100000000PFZ8P,2026-04-06,11440,,,3.0,1.0,4,2026-02-27
53129,2018193322804510990900000000,1144012400103900075,1144012400,서울특별시 마포구 연남동,390-75,37.56214584,126.92521357,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,76.65,2018-04-13,254.27,129.0,11.35,59.42,197.11,100255283,N,B002000000008J92G,2026-04-06,11440,엘코,,5.0,0.0,5,2025-10-21
8841,1970192991784514981600000000,1144012400102450066,1144012400,서울특별시 마포구 연남동,245-66,37.56573922,126.92146332,YN_50000SQM_R07_C04,7,4,1,일반,01000,단독주택,11.0,벽돌구조,52.5,1970-02-03,106.18,0.0,0.0,0.0,0.0,28260,N,B00100000000PGQY8,2026-04-06,11440,,,3.0,1.0,4,2026-01-01
67839,2022193471484512717000000000,1144012400102240005,1144012400,서울특별시 마포구 연남동,224-5,37.56370221,126.92689491,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,82.55,2022-04-25,363.71,181.9,16.8,45.38,199.95,100286144,N,B00200000000EK5IZ,2026-04-06,11440,,,6.0,0.0,6,2025-09-26
30825,1998193328334512338800000000,1144012400102290010,1144012400,서울특별시 마포구 연남동,229-10,37.56336054,126.92527505,YN_50000SQM_R06_C05,6,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,146.61,1998-11-11,841.03,259.2,13.9,56.56,266.81,27999,N,B00100000000J6GO7,2026-04-06,11440,,,6.0,1.0,7,2025-09-30
25844,2012192983864510055800000000,1144012400105610035,1144012400,서울특별시 마포구 연남동,561-35,37.56130103,126.92137840,YN_50000SQM_R05_C04,5,4,1,일반,02000,공동주택,21.0,철근콘크리트구조,85.1,2012-01-09,237.35,142.0,12.6,59.93,167.15,100203735,N,B00100000000PFRKT,2026-04-06,11440,문하우스,,5.0,0.0,5,2025-09-30
3439,1970192887514509630900000000,1144012400105620034,1144012400,서울특별시 마포구 연남동,562-34,37.56091742,126.92028834,YN_50000SQM_R05_C03,5,3,1,일반,03000,제1종근린생활시설,11.0,벽돌구조,104.83,1970-04-28,209.66,0.0,0.0,0.0,0.0,29359,N,B00100000000PJ5RI,2026-04-06,11440,,,2.0,1.0,3,2025-12-19
9058,1993192629544515512300000000,1144012400104870007,1144012400,서울특별시 마포구 연남동,487-7,37.56621444,126.91736270,YN_50000SQM_R07_C02,7,2,1,일반,01000,단독주택,11.0,벽돌구조,71.11,1993-05-07,195.42,122.3,6.9,58.14,104.59,28912,N,B00100000000PGK7A,2026-04-06,11440,,,3.0,1.0,4,2025-11-13
8536,1985192644184513484900000000,1144012400104870342,1144012400,서울특별시 마포구 연남동,487-342,37.56438793,126.91753037,YN_50000SQM_R07_C02,7,2,1,일반,04000,제2종근린생활시설,12.0,블록구조,43.02,1985-05-07,43.02,47.2,3.0,91.14,91.14,29114,N,B00100000000PFJMN,2026-04-06,11440,,,2.0,0.0,2,2025-11-05
22918,1997192768514513233400000000,1144012400103700018,1144012400,서울특별시 마포구 연남동,370-18,37.56416231,126.91893794,YN_50000SQM_R06_C03,6,3,1,일반,01000,단독주택,21.0,철근콘크리트구조,75.46,1997-06-30,223.5,126.25,7.4,59.77,118.4,28563,N,B00100000000PGFWU,2026-04-06,11440,,,3.0,1.0,4,2026-02-11
4234,1981192659534516232500000000,1144012400103610014,1144012400,서울특별시 마포구 연남동,361-14,37.56686364,126.91770137,YN_50000SQM_R08_C02,8,2,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,167.39,1981-05-14,503.33,279.3,9.9,59.93,165.23,28460,N,B00100000000PJZXJ,2026-04-06,11440,,,4.0,1.0,5,2025-11-07
22864,1991193222814510019200000000,1144012400102590010,1144012400,서울특별시 마포구 연남동,259-10,37.56126982,126.92408291,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,0.0,1991-11-02,465.71,0.0,0.0,0.0,0.0,28394,N,B00100000000PKAEB,2026-04-06,11440,,,6.0,1.0,7,2026-03-24
18536,1989193432554510241100000000,1144012400103830103,1144012400,서울특별시 마포구 연남동,383-103,37.56147132,126.92645663,YN_50000SQM_R05_C06,5,6,1,일반,04000,제2종근린생활시설,11.0,벽돌구조,75.28,1989-12-28,252.9,128.5,13.22,58.58,141.4,28684,N,B00100000000J975H,2026-04-06,11440,,,4.0,1.0,5,2025-05-27
67665,2021193115324511283700000000,1144012400102570019,1144012400,서울특별시 마포구 연남동,257-19,37.56240830,126.92286508,YN_50000SQM_R06_C04,6,4,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,121.18,2021-04-29,435.72,202.3,13.9,59.9,154.47,100275683,N,B00200000000DVDVV,2026-04-06,11440,선비,,5.0,1.0,6,2023-09-01
67666,2021193284584509366100000000,1144012400102600057,1144012400,서울특별시 마포구 연남동,260-57,37.56068155,126.92478237,YN_50000SQM_R05_C05,5,5,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,70.84,2021-01-22,322.65,123.2,11.65,57.5,197.96,100274263,N,B00200000000DVDWW,2026-04-06,11440,,,5.0,1.0,6,2021-09-06
53124,2018193273584510797600000000,1144012400102280056,1144012400,서울특별시 마포구 연남동,228-56,37.56197147,126.92465682,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,103.68,2018-10-18,347.73,174.0,14.4,59.58,199.84,100258943,N,B002000000008J6MX,2026-04-06,11440,,,6.0,0.0,6,2018-10-31
67668,2021193309864509212400000000,1144012400103810021,1144012400,서울특별시 마포구 연남동,381-21,37.56054360,126.92506882,YN_50000SQM_R05_C05,5,5,1,일반,01000,단독주택,21.0,철근콘크리트구조,145.34,2021-09-01,484.64,243.0,11.6,59.81,199.44,100279283,N,B00200000000DVDYY,2026-04-06,11440,유람하우스,,6.0,0.0,6,2021-09-06
67944,2022192861134515470900000000,1144012400103750115,1144012400,서울특별시 마포구 연남동,375-115,37.56617968,126.91998432,YN_50000SQM_R07_C03,7,3,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,27.86,2022-11-22,101.06,55.55,8.93,50.15,181.93,1000000000000000551022,N,B00200000000F0NCS,2026-04-06,11440,연남동 375-115 근린생활시설,,5.0,0.0,5,2023-01-27
53125,2018193293474512755800000000,1144012400102290006,1144012400,서울특별시 마포구 연남동,229-6,37.56373598,126.92488003,YN_50000SQM_R06_C05,6,5,1,일반,02000,공동주택,21.0,철근콘크리트구조,93.27,2018-07-16,254.26,158.0,14.1,59.03,160.92,100256943,Y,B002000000008J6NY,2026-04-06,11440,제이하우스,,6.0,0.0,6,2020-08-14
67669,2021193369194511834700000000,1144012400103870005,1144012400,서울특별시 마포구 연남동,387-5,37.56290668,126.92573802,YN_50000SQM_R06_C06,6,6,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,84.66,2021-05-25,369.2,142.6,13.79,59.37,196.82,100276044,N,B00200000000DVDZZ,2026-04-06,11440,연남YM,,5.0,1.0,6,2021-09-06
3721,1992192935814511759400000000,1144012400105090002,1144012400,서울특별시 마포구 연남동,509-2,37.56283561,126.92083294,YN_50000SQM_R06_C04,6,4,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,77.26,1992-09-08,494.3,154.76,0.0,49.92,249.61,29234,N,B00100000000PK8C7,2026-04-06,11440,,,6.0,1.0,7,2017-02-11
3729,1990192949084511862900000000,1144012400105090013,1144012400,서울특별시 마포구 연남동,509-13,37.56292894,126.92098298,YN_50000SQM_R06_C04,6,4,1,일반,03000,제1종근린생활시설,21.0,철근콘크리트구조,83.52,1990-12-28,501.12,155.14,0.0,53.84,253.71,29243,N,B00100000000PK7XR,2026-04-06,11440,,,6.0,1.0,7,2024-05-24
3733,1988192629474511905400000000,1144012400104870260,1144012400,서울특별시 마포구 연남동,487-260,37.56296473,126.91736549,YN_50000SQM_R06_C02,6,2,1,일반,01000,단독주택,21.0,철근콘크리트구조,75.65,1988-08-26,364.2,0.0,0.0,0.0,0.0,31694,N,B00100000000PJS3H,2026-04-06,11440,강일빌딩,,5.0,1.0,6,2024-04-03
3735,1991192960564511920300000000,1144012400105090014,1144012400,서울특별시 마포구 연남동,509-14,37.56298078,126.92111287,YN_50000SQM_R06_C04,6,4,1,일반,04000,제2종근린생활시설,21.0,철근콘크리트구조,0.0,1991-02-09,601.89,0.0,0.0,0.0,0.0,29244,N,B00100000000PK2NC,2026-04-06,11440,,,6.0,1.0,7,2017-02-09
3738,1970192732904511773400000000,1144012400103690001,1144012400,서울특별시 마포구 연남동,369-1,37.56284662,126.91853628,YN_50000SQM_R06_C03,6,3,1,일반,10000,교육연구시설,21.0,철근콘크리트구조,409.5,1970-12-20,2047.5,0.0,0.0,0.0,0.0,28529,N,B00100000000PKE45,2026-04-06,11440,,,6.0,0.0,6,2023-06-28
3745,1992192641634512045600000000,1144012400104870062,1144012400,서울특별시 마포구 연남동,487-62,37.56309112,126.91750298,YN_50000SQM_R06_C02,6,2,1,일반,01000,단독주택,21.0,철근콘크리트구조,0.0,1992-09-09,226.85,76.0,0.0,0.0,0.0,28952,N,B00100000000PK3KA,2026-04-06,11440,,,5.0,1.0,6,2017-02-10
3748,1965192628834512059300000000,1144012400104870257,1144012400,서울특별시 마포구 연남동,487-257,37.56310335,126.91735810,YN_50000SQM_R06_C02,6,2,1,일반,01000,단독주택,11.0,벽돌구조,87.89,1965-08-17,151.65,0.0,0.0,0.0,0.0,29069,N,B00100000000PJ6E6,2026-04-06,11440,,,3.0,0.0,3,2017-02-08
