구,동,숙소명,승인연도,위험도점수,위험점수_AHP,사각지대_위험도점수,fire_count_150m,target_damage_sum_천원,예상_화재발생확률,기대피해액_백만원,주변건물수,집중도,도로폭위험도,단속위험도,구조노후도
마포구,서교동,준 게스트하우스,1996,64.24688085838575,39.52,64.24688085838575,4,3166.0,0.2848240683006152,0.0412539899989519,14,35.7,1.0,0.0050377940299571,0.4095
마포구,도화동,공덕 스테이,1988,64.23002716339442,41.81,64.23002716339442,1,11.0,0.1983509502176833,0.0294283556937484,5,40.0,0.7,0.0181823190831904,0.5593
마포구,연남동,반달 하우스,1985,64.1805203911389,74.58,64.1805203911389,4,3443.0,0.0319709658860216,0.0055414533865364,6,50.0,1.0,0.0130295002903338,0.4289
마포구,동교동,오리하우스,1991,64.15027436440351,30.36,64.15027436440351,1,15.0,0.3914195702365267,0.0589140995766884,6,33.3,0.7,0.5532463396499429,0.4183
마포구,동교동,Stay U,1991,64.14302222149841,30.75,64.14302222149841,1,15.0,0.3889039498067835,0.0585998439424187,6,33.3,0.7,0.5500463369192718,0.4183
마포구,노고산동,ICOS,1916,64.07538795607874,65.26,64.07538795607874,4,9663.0,0.1896248696412666,0.0249160049277642,9,33.3,0.12,0.5485659517488376,0.9932
마포구,합정동,S HOUSE,1988,63.953360684394255,47.9,63.953360684394255,2,23476.0,0.5404102596085218,0.0760800740449207,9,77.8,0.85,3.8756553612572713,0.4236
마포구,도화동,마포스테이4889,1997,63.85919048506895,39.85,63.85919048506895,1,859.0,0.1834789774562887,0.0276658837824625,6,50.0,1.0,0.0271509890659508,0.4077
마포구,합정동,Piece Haus,1994,63.79242961971088,37.21,63.79242961971088,3,703.0,0.6477778426098834,0.0932420842271787,11,63.6,0.7,3.869711807356423,0.413
마포구,연남동,작전명 행복,1990,63.64070086062426,60.85,63.64070086062426,16,1681.0,0.2012658346957347,0.0312343872395831,11,54.5,0.7,1.9327086371967768,0.5554
마포구,동교동,메모리 조선,1996,63.48832417185033,51.69,63.48832417185033,23,6125.0,0.3238090691784428,0.0642943426112419,3,33.3,0.7,1.8845412026790207,0.1408
마포구,서교동,로터스로터스,1997,63.395922315758376,40.34,63.395922315758376,4,1948.0,0.3072314242997335,0.0537502204503443,7,28.6,1.0,0.0,0.1394
마포구,도화동,스테이 헤리티지 공덕,1991,62.93766266775125,41.12,62.93766266775125,1,11.0,0.2504449059517358,0.0397352028093063,6,33.3,0.7,0.0181823190831904,0.4183
마포구,염리동,아느케,1990,62.89036124123939,68.85,62.89036124123939,4,8003.0,0.3075139197061711,0.0534118969407702,18,16.7,0.55,1.1462403376573644,0.42
마포구,염리동,마므레인서울,1981,62.633007468384086,71.24,62.633007468384086,2,4371.0,0.227422785249561,0.0396859975142734,19,5.3,0.55,0.0240975515790605,0.4359
마포구,아현동,마포온탑,2015,62.43285689398705,8.08,62.43285689398705,3,1007.0,0.6861833256080002,0.1073690855482071,7,42.9,1.0,1.0577902941478543,0.1136
마포구,상수동,휴스테이,1994,62.29898551722415,47.55,62.29898551722415,6,1871.0,0.4063325373129501,0.0482909648591461,17,88.2,0.85,3.295836866004329,0.6824
마포구,합정동,스테이코리아,2026,62.18586513539515,24.92,62.18586513539515,2,95.0,0.4462027928686596,0.0834939955905624,4,25.0,0.7,0.9985288301111273,0.1
마포구,망원동,Jolly house,1994,62.13789835398188,63.26,62.13789835398188,3,6928.0,0.1303388187782188,0.0228675672635874,8,37.5,0.7,0.3622929362429556,0.413
마포구,연남동,Plantenor house,1990,62.02712855633538,62.01,62.02712855633538,16,1681.0,0.2467197961655918,0.0408146545657094,12,50.0,0.7,1.9487165119822711,0.42
마포구,노고산동,마인힐 스테이,1965,61.928989071038245,44.65,61.928989071038245,0,0.0,0.1440323426952541,0.0242957830954055,1,71.4,1.0,0.0,0.4641
마포구,노고산동,SG게스트하우스,1989,61.90741249446168,33.29,61.90741249446168,1,50.0,0.1428158972385345,0.0227975102089311,6,71.4,1.0,0.0,0.5574
마포구,창전동,스테이 공유 홍대,1997,61.88897245319959,29.16,61.88897245319959,1,16.0,0.3201478613307865,0.0486635938509586,5,40.0,0.7,0.1000834585569825,0.4077
마포구,공덕동,뉴 웨이브 하우스 101,1994,61.87924472192135,41.98,61.87924472192135,9,3269.0,0.2214930317109796,0.0357387151364089,2,50.0,0.7,0.5436154465889815,0.413
마포구,노고산동,써니즈 하우스,1990,61.874079161128336,32.86,61.874079161128336,1,50.0,0.1431885871545274,0.0228789077644928,6,71.4,1.0,0.0,0.5554
마포구,연남동,캐리즈 홈2,2003,61.66127987076884,56.21,61.66127987076884,15,276.0,0.2818944378810376,0.0565288143908273,6,33.3,0.7,1.569298744843756,0.1308
마포구,노고산동,노고산스테이,1985,61.659369369369365,49.23,61.659369369369365,1,3.0,0.1208836682641711,0.0164179872353099,3,100.0,1.0,0.0,0.8374
마포구,노고산동,영미하우스 노고산,1995,61.62540007006204,30.54,61.62540007006204,3,1194.0,0.4100843778556442,0.0601380454259412,12,33.3,0.7,0.325422400434628,0.4113
마포구,성산동,써니 스프링,2002,61.48755357812783,61.55,61.48755357812783,1,6.0,0.1037611937483037,0.0212711610102249,3,33.3,0.85,0.0721375281664231,0.1322
마포구,연남동,포레스트 연남,2023,61.430538165423634,65.6,61.430538165423634,4,3443.0,0.1290237601154164,0.0287569071180262,6,16.7,0.7,0.176842091029329,0.1022
마포구,노고산동,블루브릭스 신촌,2004,61.42407916112834,27.83,61.42407916112834,1,50.0,0.1462701201997916,0.0237058983612237,6,71.4,1.0,0.0,0.5284
마포구,대흥동,블루버드 한옥,1964,61.35308612621425,51.76,61.35308612621425,4,3421.0,0.251544391707793,0.0249470872158977,25,76.0,1.0,0.4071057975656243,0.8848
마포구,노고산동,신촌의 여유,1985,61.344054054054055,48.26,61.344054054054055,2,1336.0,0.1330345025319586,0.0178588671560629,4,100.0,1.0,0.0,0.8374
마포구,노고산동,썬스 하우스,1985,61.344054054054055,48.19,61.344054054054055,1,3.0,0.1330345025319586,0.0178588671560629,4,100.0,1.0,0.0,0.8374
마포구,노고산동,다시 마포,1987,61.28398907103825,36.06,61.28398907103825,0,0.0,0.1514401450581893,0.026023081827809,1,71.4,1.0,0.0,0.4254
마포구,도화동,연 스테이,1985,61.27085715173561,39.96,61.27085715173561,5,1136.0,0.1590793877449423,0.0215593221163135,6,50.0,0.35,0.0271509890659508,0.8374
마포구,염리동,썬데이 플라라,1995,61.25071916416004,26.96,61.25071916416004,3,4512.0,0.4395173220801663,0.0585530670263653,11,63.6,1.0,0.775064303027832,0.4113
마포구,노고산동,B.B.Stay (Sinchon),2002,61.15070976232519,38.96,61.15070976232519,3,9425.0,0.4724839164162133,0.0774714991251636,17,35.3,1.0,1.0593915755148284,0.1322
마포구,동교동,플레이 마포,1996,61.08171749367322,24.14,61.08171749367322,2,153.0,0.3782739892952848,0.0556088569312068,4,50.0,0.7,0.4957119859559425,0.4095
마포구,도화동,한스 하우스,1994,61.04327825394108,45.56,61.04327825394108,0,0.0,0.2525032113460985,0.0358647619154742,19,47.4,1.0,0.319287411867112,0.413
마포구,서교동,Terrace stay hongdae,1971,61.03021397879253,42.89,61.03021397879253,11,1075.0,0.4236489245145585,0.0548959287070277,11,72.7,1.0,1.190242611514034,0.4535
마포구,연남동,아이하우스 친친,1971,60.95697534203234,72.68,60.95697534203234,9,5582.0,0.0512547097698768,0.0059242311775909,22,81.8,1.0,0.4555554934983495,0.869
마포구,동교동,스테이 조은,1997,60.93176916088444,55.79,60.93176916088444,18,7323.0,0.234721829590308,0.0467137739031463,3,33.3,0.7,0.7667589979031912,0.1394
마포구,망원동,어반 오아시스,2012,60.92600224478194,53.67,60.92600224478194,2,334.0,0.3087612392796781,0.0564117544674245,9,11.1,0.18,0.2859199574583816,0.513
마포구,동교동,올빛(ORBIT),1989,60.89110600642273,51.1,60.89110600642273,14,8454.0,0.3241808713900959,0.0578644458327885,5,20.0,0.12,0.5893286852539343,0.5574
마포구,서교동,엔케 하우스,1986,60.78935116808801,45.08,60.78935116808801,6,2880.0,0.2801956959869075,0.0409680879532655,10,60.0,0.85,0.9827214011637642,0.4272
마포구,염리동,모먼트 하우스,1991,60.78416196501575,68.88,60.78416196501575,4,4774.0,0.2930538991684277,0.0499053437577672,23,13.0,0.55,0.590493026499862,0.4183
마포구,공덕동,Maple stay,1992,60.73812944192293,44.11,60.73812944192293,9,3752.0,0.3298411871807996,0.0504153574703165,3,66.7,0.7,1.663505133704376,0.4165
마포구,서교동,Lucy Stay,1996,60.69267241453677,18.33,60.69267241453677,6,1282.0,0.4933736773269504,0.0842119228267816,4,25.0,0.7,0.0396091380950458,0.1408
마포구,서교동,스테이 서교드레곤,2004,60.68839260620123,17.13,60.68839260620123,8,18651.0,0.5167190114933905,0.0917522352193186,2,50.0,1.0,0.1189047407655835,0.1293
마포구,동교동,Hee's house,1995,60.5993919339456,28.22,60.5993919339456,3,1194.0,0.3128050708288553,0.0424190766718439,10,50.0,0.7,0.1153108465109943,0.5458
마포구,노고산동,스테이 헤리티지 신촌,1972,60.57279279279278,53.81,60.57279279279278,1,3.0,0.14539789016303,0.0187986458196693,8,100.0,1.0,0.0,0.8668
마포구,창전동,유유당,2021,60.43922693934965,23.76,60.43922693934965,0,0.0,0.426890568158547,0.077460384820039,4,25.0,0.7,0.1910552367627092,0.105
마포구,노고산동,스테이하이 신촌,2009,60.36101031193935,23.29,60.36101031193935,1,1017.0,0.6025439424240459,0.0980643796025614,12,33.3,0.85,0.9007865453381898,0.1222
마포구,창전동,Pareto House,1965,60.24533820705952,36.96,60.24533820705952,2,147.0,0.3616265187700068,0.0466733266494394,4,75.0,1.0,0.0,0.4641
마포구,도화동,칼로달,1998,60.185589967945305,35.75,60.185589967945305,5,1136.0,0.363922662051822,0.0607952895630719,3,33.3,0.35,0.7934490512615113,0.406
마포구,동교동,사랑방,1993,60.08677103347602,25.55,60.08677103347602,3,1170.0,0.3717281782690246,0.0539496865924443,6,50.0,0.7,0.295980875266476,0.4148
마포구,합정동,호루스 스테이,1986,60.02834045341389,50.72,60.02834045341389,2,43166.0,0.3578880256205585,0.0594461914398751,4,100.0,1.0,2.436116485618568,0.4272
마포구,연남동,연남 끝자락,2023,59.967725778862594,63.81,59.967725778862594,4,3443.0,0.0584263474005628,0.0118869289555745,11,36.4,1.0,0.0226914112020707,0.1022
마포구,서교동,사랑이네,2001,59.96285859922088,23.23,59.96285859922088,5,1980.0,0.4902901293712752,0.0811773511966646,5,40.0,0.85,0.2724146003209925,0.1337
마포구,성산동,해법하우스,1991,59.894887396990434,61.86,59.894887396990434,4,2206.0,0.192420209193819,0.0318420127068647,11,54.5,0.7,1.2881257692367702,0.4183
마포구,연남동,형석하우스,1990,59.8662450883345,60.44,59.8662450883345,15,1680.0,0.2523436332500402,0.0407433808883538,14,57.1,0.7,1.9154750847881723,0.42
마포구,서교동,GLOW 스테이,1992,59.86596764195981,42.21,59.86596764195981,7,3079.0,0.299015756933727,0.0433865084513852,11,63.6,0.85,1.1186129553747792,0.4165
마포구,합정동,포시즌하우스,1996,59.82828911817886,32.02,59.82828911817886,4,5645.0,0.3807696219217828,0.059066510864283,5,40.0,0.25,1.1676051601550612,0.5439
마포구,창전동,알로하하우스_블루,1991,59.80320348324989,26.36,59.80320348324989,2,147.0,0.4255832101244473,0.0555733852472281,7,71.4,1.0,0.2336148511815051,0.4183
마포구,성산동,KOREA HOSUE BNB,1995,59.79235264674091,63.78,59.79235264674091,6,4699.0,0.1105315104311456,0.0168833598104164,15,73.3,1.0,1.5651650887561122,0.4113
마포구,염리동,해피스테이,1996,59.75167418053688,35.36,59.75167418053688,0,0.0,0.2848640039877615,0.0453745098708596,5,40.0,0.55,0.1365755350057508,0.4095
마포구,도화동,우리함께즐겨요 서울스테이,1962,59.73496052290065,47.65,59.73496052290065,4,1137.0,0.3815868367980747,0.0600952353229013,5,40.0,0.35,1.0124345924270572,0.4694
마포구,노고산동,가끔_신촌,1990,59.7029431251683,35.08,59.7029431251683,0,0.0,0.1541967147406754,0.0265662658353371,6,71.4,1.0,0.037740327982847,0.42
마포구,노고산동,호스트 헬퍼,1989,59.64741249446167,37.11,59.64741249446167,0,0.0,0.1377363238776206,0.0239293103592409,6,71.4,1.0,0.0,0.4218
마포구,동교동,연밤 게스트하우스,1988,59.64396166012249,55.29,59.64396166012249,13,8410.0,0.1955039639007616,0.0315303168245747,10,50.0,0.7,0.5924056107584136,0.4236
마포구,동교동,제일,1991,59.63749871938684,29.16,59.63749871938684,3,1194.0,0.368452254706919,0.0533821198075357,8,50.0,0.7,0.3502655587535487,0.4183
마포구,창전동,스테이 에이치,1986,59.63033820705952,28.61,59.63033820705952,2,147.0,0.3746770121758004,0.0492211632353694,4,75.0,1.0,0.0,0.4272
마포구,서교동,게스 하우스,1991,59.446892418217054,44.99,59.446892418217054,6,2880.0,0.2966622539209808,0.0428605844378775,13,61.5,0.85,1.0088422892394002,0.4183
마포구,서교동,Stay&Garden,1993,59.39746766179727,46.72,59.39746766179727,5,1691.0,0.1593241945479814,0.0244340890594555,3,66.7,0.85,0.0916303228459243,0.4148
마포구,창전동,Meet seoul,2007,59.343783813625336,33.74,59.343783813625336,1,82.0,0.6239115854140457,0.1062193689021722,5,60.0,0.7,2.863703510814003,0.1251
마포구,합정동,스테이 서온,1997,59.33936498115153,34.97,59.33936498115153,3,703.0,0.700227090501895,0.1155059264742708,10,60.0,0.7,3.4522525524624394,0.1394
마포구,연남동,오아시스 연남1,1971,59.33671014798011,70.71,59.33671014798011,11,3079.0,0.1183766726094797,0.017301693928051,19,68.4,1.0,1.167240795057206,0.4535
마포구,노고산동,호미 게스트하우스,1983,59.25932266996904,37.25,59.25932266996904,7,2626.0,0.525635609159666,0.0771505431793097,17,29.4,0.45,1.1239300966523995,0.4324
마포구,도화동,흐흐스테이,1989,58.9837048112935,39.61,58.9837048112935,2,108.0,0.2557484444760836,0.0387891790801084,8,50.0,0.7,0.0360399364831968,0.4218
마포구,노고산동,단밤신촌,1992,58.829054054054055,45.52,58.829054054054055,1,3.0,0.1617936550548296,0.0233490090624092,4,100.0,1.0,0.0,0.6865
마포구,노고산동,ISM,1991,58.790376509916655,37.14,58.790376509916655,6,10455.0,0.378140054114885,0.0647278171125347,6,16.7,0.12,0.5260930958967791,0.4183
마포구,동교동,스테이 블루,1993,58.78066177265695,25.71,58.78066177265695,2,1032.0,0.3856167644531901,0.0551303628620415,7,57.1,0.7,0.5007752879124893,0.4148
마포구,합정동,하울의 집,1991,58.76626789248768,40.5,58.76626789248768,4,5486.0,0.3601464515791628,0.0478674629544935,11,81.8,1.0,1.2729656758128876,0.4183
마포구,서교동,시즈 스페이스,2023,58.70741861999621,5.73,58.70741861999621,6,3466.0,0.4922715438896529,0.0848239758325844,3,33.3,0.7,0.0588405000229334,0.1022
마포구,동교동,거인,1991,58.68025031293439,27.16,58.68025031293439,1,15.0,0.3483807663562276,0.0503074599990216,5,60.0,0.7,0.4146817632130883,0.4183
마포구,동교동,루비 스테이,1994,58.65321371190839,28.71,58.65321371190839,2,1032.0,0.3734559019733898,0.0536736009070924,7,57.1,0.7,0.4577764026761752,0.413
마포구,서교동,Hongdae Uncle Guesthouse,1992,58.589097590979854,24.28,58.589097590979854,9,3318.0,0.4583615304274314,0.0551247411392119,10,80.0,0.85,0.9061383604101372,0.5515
마포구,합정동,아스트라 스테이,1991,58.54432630659965,40.55,58.54432630659965,4,1045.0,0.5995868380655379,0.0745592745309957,19,94.7,1.0,3.454512440429877,0.4183
마포구,서교동,스테이 이브,1997,58.40658556189536,41.41,58.40658556189536,5,2873.0,0.3179039896510886,0.0480324369445283,13,53.8,0.7,0.9243390650569834,0.4077
마포구,동교동,연지아트,1991,58.38156540495659,32.39,58.38156540495659,3,1194.0,0.4922417845807181,0.0826731714654688,10,30.0,0.7,0.2537805207760996,0.148
마포구,염리동,희가공덕,1961,58.37222284395438,38.22,58.37222284395438,2,4450.0,0.2105635915347066,0.0221637864917609,3,100.0,0.7,0.1365755350057508,0.8916
마포구,동교동,준하우스1,1998,58.214772073978594,50.86,58.214772073978594,13,11841.0,0.3399372342575807,0.0467751096006203,17,70.6,0.7,1.9423323277074287,0.54
마포구,공덕동,하루 스테이,1997,58.19589024160715,28.33,58.19589024160715,9,47735.0,0.7215298847342526,0.086040165462596,26,73.1,1.0,2.399577358981356,0.4077
마포구,성산동,브라우니 포레스트,2004,58.17782455182105,49.62,58.17782455182105,1,6.0,0.0985520024304909,0.0219706048146867,2,50.0,0.85,0.0039292781398895,0.1293
마포구,합정동,오모,1976,58.17518957860346,42.64,58.17518957860346,2,170.0,0.6731704577845118,0.1012492317698295,7,57.1,0.25,2.992154452206107,0.4447
마포구,염리동,서울큐브이화,1963,57.98247514218047,81.15,57.98247514218047,4,623.0,0.5245801380069383,0.0786118488593944,36,27.8,0.55,2.1386304130701665,0.4676
마포구,동교동,hyuk House,1994,57.97433572633398,30.41,57.97433572633398,1,15.0,0.3139703547635914,0.0457591701488972,5,60.0,0.7,0.1421744887805426,0.413
마포구,연남동,사브리나 인 연남,1967,57.95989857499478,67.92,57.95989857499478,7,3197.0,0.1278428729066118,0.0206782210989947,11,54.5,0.7,0.1232326404239481,0.4606
마포구,도화동,스테이 결,1988,57.95023097067899,40.88,57.95023097067899,2,108.0,0.2369824042592451,0.035764987026185,5,60.0,0.7,0.0535842461341063,0.4236
마포구,도화동,도화스테이,1990,57.93922942988863,38.88,57.93922942988863,2,108.0,0.3015416809122218,0.0444701428860961,12,50.0,0.7,0.1449340247223343,0.42
마포구,창전동,레드판다하우스,1990,57.88503900340487,27.7,57.88503900340487,1,138.0,0.3368739753101424,0.0480819508405286,5,60.0,0.7,0.0512932943875505,0.42
마포구,연남동,스테이 고래,1987,57.85594034404375,60.21,57.85594034404375,7,3197.0,0.1326627695693346,0.0218937828073144,9,55.6,0.7,0.1574240051722274,0.4254
마포구,창전동,허브하우스,1970,57.83448044297668,42.96,57.83448044297668,5,3299.0,0.5689018892823353,0.0685952760714567,21,85.7,1.0,2.333675680064077,0.4553
마포구,대흥동,피노 스테이,1994,57.79168974947682,49.04,57.79168974947682,4,157.0,0.2422442271292359,0.0335215534290463,22,63.6,1.0,0.7667272160538028,0.413
마포구,염리동,스테이 이화 202,1990,57.76057662901477,70.91,57.76057662901477,4,8003.0,0.5472462622799941,0.0957598146080881,24,12.5,0.25,1.3233805357093211,0.42
마포구,합정동,Y's STAY,2000,57.64418979737277,41.01,57.64418979737277,1,135.0,0.4497600092389365,0.0718189512214293,12,75.0,1.0,2.3848231912310176,0.1351
마포구,동교동,스페이스 코아,1997,57.45181550505769,29.12,57.45181550505769,1,15.0,0.4219389884368575,0.0722723182258874,5,40.0,0.7,0.1153108465109943,0.1394
마포구,염리동,품 스테이,1997,57.41373423776823,36.06,57.41373423776823,3,3643.0,0.5288054764094806,0.0666417587057691,25,72.0,1.0,1.815857020807116,0.4077
마포구,서교동,드리미 하우스,1991,57.41039549661288,41.72,57.41039549661288,4,1542.0,0.1890071434239146,0.0263893068630416,9,77.8,1.0,0.0347429484438729,0.4183
마포구,합정동,낙낙스테이,1994,57.36800327073001,48.46,57.36800327073001,3,703.0,0.6719241083735924,0.0857477854659664,23,91.3,0.85,4.216351468994669,0.413
마포구,합정동,MJ house 102,1993,57.363375508211455,38.03,57.363375508211455,5,1271.0,0.8394895669311211,0.1095118911984908,17,88.2,0.55,5.071595993885943,0.4148
마포구,도화동,레스팅 스테이,2007,57.34172115246546,39.42,57.34172115246546,3,279.0,0.3645392023345119,0.0708257243051402,5,20.0,0.45,0.0181823190831904,0.1251
마포구,창전동,선자하우스 1F,1995,57.21371958137129,25.62,57.21371958137129,1,138.0,0.3391489520929963,0.0482899203428128,3,66.7,0.7,0.1466034741918754,0.4113
마포구,합정동,쁘띠맨숀47,1967,57.19580230094448,42.63,57.19580230094448,3,1036.0,0.6031328365075224,0.0911390175781922,3,66.7,0.25,2.7545702167371027,0.4606
마포구,서교동,레아 게스트하우스,1993,57.18175532301431,32.8,57.18175532301431,0,0.0,0.2757898829528891,0.0427804365381007,4,75.0,0.7,0.0050377940299571,0.5496
마포구,연남동,위자드 하우스,1992,57.13077000565534,44.18,57.13077000565534,8,1161.0,0.2202905960575125,0.0303968665068,12,83.3,1.0,0.8393034608858305,0.4165
마포구,동교동,루다 게스트하우스,1970,57.0846844761717,45.26,57.0846844761717,13,61819.0,0.3911303887739373,0.0657872488145221,7,28.6,0.12,0.7164838607391809,0.4553
마포구,도화동,온안 스테이,1987,57.00275734751145,35.2,57.00275734751145,2,2915.0,0.1903156922890454,0.0332061077799258,3,60.0,0.45,0.0,0.5612
마포구,연남동,연트럴,1992,56.997719668346015,72.63,56.997719668346015,2,2956.0,0.0372043271287133,0.0059824602167379,10,80.0,1.0,0.2039440208071203,0.4165
마포구,도화동,공디스테이,1981,56.996295163698775,42.35,56.996295163698775,2,120.0,0.3321574271544839,0.0473963803290316,16,50.0,0.7,0.1684645221325284,0.4359
마포구,연남동,연남재 게스트하우스,1972,56.99125533623527,72.22,56.99125533623527,15,3134.0,0.1532296238699909,0.0206767340028644,21,81.0,0.85,1.538100373987895,0.5901
마포구,도화동,리틀포레스트,2008,56.99035279491979,34.01,56.99035279491979,1,11.0,0.3336259156723423,0.0600939043386322,5,40.0,0.7,0.0271509890659508,0.1237
마포구,상암동,트리 하우스,1997,56.87131129746727,51.52,56.87131129746727,4,2043.0,0.3097610507083687,0.0601510079221389,6,33.3,0.55,0.385293749244385,0.1394
마포구,연남동,모노크롬하우스(아지트룸),1995,56.86907470273803,63.21,56.86907470273803,5,6459.0,0.096245135244528,0.0153982920504253,14,64.3,0.85,0.3151696559173447,0.4113
마포구,창전동,카사코요,2014,56.79029489867975,29.49,56.79029489867975,2,1079.0,0.4068184911321497,0.0656586789466281,10,60.0,1.0,0.5212969236332862,0.115
마포구,도화동,프로젝트 드라곤,1984,56.787206790679456,41.58,56.787206790679456,2,108.0,0.2770628028419086,0.0404802636630217,10,60.0,0.7,0.1838494409720078,0.4307
마포구,서교동,바이어스 케이걸하우스,1970,56.77865380506445,39.73,56.77865380506445,10,2584.0,0.4917855020466833,0.0648947452970592,13,69.2,0.7,1.2484245668967695,0.4553
마포구,창전동,마포 아라 스테이,1984,56.76738160544873,41.16,56.76738160544873,4,2084.0,0.4970631036578414,0.0819425572402108,5,40.0,0.12,1.5099083170870673,0.4307
마포구,합정동,달리하우스,1997,56.739763325077575,35.44,56.739763325077575,4,5486.0,0.2702207356181014,0.0382471538155124,5,80.0,0.85,0.4519851237430572,0.4077
마포구,합정동,ZZZIP 게스트하우스,1974,56.641673691203934,58.95,56.641673691203934,2,23476.0,0.6356364015715333,0.074880011588289,53,30.2,1.0,1.292768303109067,0.4483
마포구,창전동,더 서울,1995,56.58840825474552,42.5,56.58840825474552,3,3155.0,0.4761215575612159,0.0664389381118453,2,100.0,0.7,2.7425363771733795,0.4113
마포구,동교동,더 퍼플 스테이 홍대,1968,56.57660969140094,48.57,56.57660969140094,10,6574.0,0.3175241605848387,0.0364654191749254,19,89.5,1.0,0.796004565999653,0.5978
마포구,서교동,서교로운,2003,56.57604905760228,12.11,56.57604905760228,14,33754.0,0.6785709777910279,0.0987835509960421,16,50.0,1.0,0.241162056816888,0.1308
마포구,연남동,모모하우스,1991,56.5369584186182,63.23,56.5369584186182,23,4901.0,0.2802952092351491,0.0431099712097228,13,76.9,0.7,2.1101138412129194,0.4183
마포구,도화동,스테이도화 301,1996,56.5238310851083,35.4,56.5238310851083,5,1136.0,0.2871746680638484,0.0470894560817728,5,40.0,0.35,0.0360399364831968,0.4095
마포구,연남동,홍대 스테이유,1970,56.42209947115754,72.21,56.42209947115754,23,5182.0,0.3017779759111971,0.0447974455243353,15,80.0,0.7,2.3458957913988523,0.4553
마포구,서교동,디자인하우스 서교,1997,56.358227609717815,18.18,56.358227609717815,13,8431.0,0.4023410156666302,0.0554770026115547,6,66.7,0.7,0.2129911798501917,0.4077
마포구,연남동,Sunny House,1991,56.355529605146906,52.81,56.355529605146906,4,1309.0,0.1722949896278848,0.0231828975811331,16,81.2,0.85,0.8491696438068843,0.5535
마포구,성산동,Wish Stay,1994,56.30563809107368,48.25,56.30563809107368,5,2861.0,0.2110744879730038,0.0291181106239385,19,73.7,1.0,0.6068513671071093,0.413
마포구,상수동,다나카 하우스,1976,56.28152030506648,56.48,56.28152030506648,7,1874.0,0.5433981336936536,0.0661088116871773,29,93.1,1.0,3.5085558999826545,0.4447
마포구,도화동,마포 게스트하우스 해날,1993,56.24763952353826,44.42,56.24763952353826,0,0.0,0.3164942098550219,0.0439978478126871,15,73.3,0.85,0.9681343335304774,0.4148
마포구,망원동,힐링하우스2,1994,56.183309152897735,67.92,56.183309152897735,9,72849.0,0.0761389183826977,0.0115020162491697,13,84.6,1.0,0.7036551581583603,0.413
마포구,서교동,슬로우시네마 홍대,1972,56.16918831037858,34.94,56.16918831037858,8,18425.0,0.4216575688497602,0.0561459467283893,5,80.0,0.7,0.8687119548910202,0.4518
마포구,노고산동,신촌플레이스,1965,56.15386396403994,61.51,56.15386396403994,0,0.0,0.1450946631280664,0.0244131434062006,1,100.0,1.0,0.037740327982847,0.4641
마포구,서교동,프라이빗 하우스,1990,56.12223551774305,41.32,56.12223551774305,2,1677.0,0.2693259585281842,0.0321374131757148,6,100.0,0.7,1.037882442460564,0.6908
마포구,성산동,Stay 별의 순간 마포점,1995,56.07942080216976,47.77,56.07942080216976,5,2861.0,0.2260516775039767,0.0309721704026012,20,75.0,1.0,0.7762137792585587,0.4113
마포구,연남동,스윗루나,1996,56.075507300532976,60.61,56.075507300532976,25,6629.0,0.2782080391207605,0.0428256070961873,11,81.8,0.7,2.1360077947991765,0.4095
마포구,동교동,땡스땡스,1991,56.06675846484167,28.4,56.06675846484167,1,15.0,0.3416008701824981,0.0481243433081124,4,75.0,0.7,0.4786467254017555,0.4183
마포구,망원동,카멜리아,1977,56.05148205928667,76.37,56.05148205928667,2,533.0,0.1627391842560337,0.0310564235563602,2,50.0,0.35,0.0680534632450156,0.443
마포구,연남동,라이크 하우스,2008,56.03952007278615,56.28,56.03952007278615,20,4629.0,0.1897348271289072,0.0331140549426252,14,71.4,1.0,1.713354763558757,0.1237
마포구,서교동,홍대 안미당,1992,56.016997642994745,46.87,56.016997642994745,18,60562.0,0.5369881859816046,0.0735612173460877,14,85.7,0.7,2.828747057042775,0.4165
마포구,성산동,솔루나 하우스,1988,55.95342336285096,43.54,55.95342336285096,7,1213.0,0.3484685976603976,0.0502473497971389,7,85.7,0.7,1.7745518970586285,0.4236
마포구,동교동,YOUNGSTAY1,1994,55.89855464481164,37.74,55.89855464481164,10,1428.0,0.3548652328472402,0.0507557816236117,12,66.7,0.7,0.8059797110564726,0.413
마포구,노고산동,오마이갓 슬라이딩,1994,55.88675675675675,44.86,55.88675675675675,1,3.0,0.2068661842413389,0.0314925931565336,6,100.0,1.0,0.0,0.5478
마포구,서교동,Forest House,1989,55.82745742061645,28.09,55.82745742061645,12,39495.0,0.4382531445749906,0.0673152085778209,1,100.0,1.0,0.2047944126460132,0.4218
마포구,서교동,스테이담,1994,55.82143116549375,39.35,55.82143116549375,7,10127.0,0.3990939991926326,0.0510982370814327,20,80.0,1.0,1.1019736363708146,0.413
마포구,합정동,스테이 쉼표,1991,55.74922861968873,40.08,55.74922861968873,5,1271.0,0.7675863431125503,0.0965506520170769,20,95.0,0.7,4.373057964691121,0.4183
마포구,서교동,부티크서울,1996,55.74890674924022,36.13,55.74890674924022,1,1216.0,0.3992503157834056,0.0682531636210876,10,40.0,0.7,0.0492710490067827,0.1408
