TOT_OA_CD,전체건물수
11160710031001,3
11160710031002,4
11160710031003,6
11160710031004,5
11160710031101,13
11160710031501,7
11160710031502,5
11160710031503,4
11160710031901,17
11160710031902,7
11160710040001,19
11160730010001,51
11160730010002,52
11160730010003,38
11160730010004,36
11160730010005,56
11160730010006,63
11160730010007,52
11160730010008,43
11160730010009,38
11160730010010,59
11160730010011,43
11160730010012,47
11160730010013,45
11160730010014,35
11160730010015,42
11160730010201,5
11160730020001,34
11160730020002,59
11160730020003,42
11160730020004,41
11160730020005,22
11160730020006,54
11160730020007,46
11160730020008,21
11160730020009,37
11160730020010,38
11160730020011,17
11160730020012,41
11160730020013,44
11160730020014,14
11160730020015,37
11160730020016,18
11160730020017,48
11160730020018,14
11160730020019,40
11160730020020,27
11160730020021,44
11160730020022,17
11160730020023,22
11160730020024,23
11160730020025,48
11160730020026,31
11160730020027,30
11160730020028,31
11160730020029,67
11160730020030,40
11160730020031,43
11160730020032,22
11160730020033,53
11160730020034,108
11160730020035,46
11160730020036,28
11160730020037,41
11160730020038,24
11160730020039,44
11160730020040,38
11160730020041,45
11160730020042,30
11160730020043,35
11160730020044,43
11160730020045,78
11160730020046,33
11160730020047,40
11160730020048,33
11160730020049,11
11160730020050,25
11160730020051,27
11160730020052,32
11160730020053,34
11160730020054,59
11160730020055,20
11160730020056,10
11160730020057,49
11160730020058,15
11160730020059,40
11160730020060,33
11160730020061,28
11160730020062,11
11160730020063,43
11160730020064,33
11160730020065,35
11160730020066,33
11160730020067,29
11160730020068,28
11160730020069,23
11160730020070,21
11160730020071,26
11160730020601,4
11160730020602,4
11160730021001,3
11160730021601,1
11160730021901,4
11160730021902,4
11160730025601,9
11160730025701,18
11160730026801,8
11160730028401,6
11160730029701,17
11160740010001,40
11160740010002,27
11160740010003,12
11160740010004,37
11160740010005,43
11160740010006,61
11160740010007,32
11160740010008,57
11160740010009,60
11160740010010,14
11160740010011,32
11160740010012,37
11160740010013,58
11160740010014,40
11160740010015,23
11160740010016,33
11160740010017,32
11160740010018,37
11160740010019,15
11160740010020,14
11160740010021,33
11160740010022,50
11160740010023,33
11160740010024,29
11160740010025,42
11160740010026,19
11160740010027,18
11160740010028,45
11160740010029,38
11160740010030,68
11160740010031,27
11160740010032,21
11160740010033,16
11160740010201,4
11160740010301,5
11160740010401,6
11160740010402,3
11160740010403,4
11160740010404,3
11160740010405,4
11160740010406,4
11160740010407,2
11160740010408,5
11160740010409,7
11160740010410,5
11160740010411,7
11160740010412,4
11160740010413,5
11160740010701,6
11160740010901,16
11160740010902,8
11160740011401,3
11160740011501,3
11160740013401,62
11160740013402,49
11160740013403,35
11160740013501,5
11160740013502,11
11160740013503,3
11160740013504,3
11160740013505,3
11160740013506,12
11160740013507,2
11160740013508,1
11160740013509,5
11160740013510,4
11160740013511,1
11160740013512,11
11160740013513,6
11160740013514,6
11160740013515,3
11160740013701,4
11160740013702,6
11160740013703,3
11160740013704,3
11160740013705,3
11160740013706,5
11160740013707,6
11160740013708,3
11160740013709,3
11160740013710,7
11160740013711,3
11160740013712,3
11160740013713,3
11160740013714,6
11160740013715,5
11160740013716,5
11160740013801,2
11160751010001,109
11160751010002,55
11160751010003,90
11160751010004,40
11160751010005,62
11160751010101,5
11160751010201,6
11160751010202,8
11160751020001,337
11160751030001,114
11160751030002,14
11160751030003,39
11160751030004,22
11160751030005,12
11160751030006,75
11160751030007,9
11160751030008,4
11160751030101,11
11160751030201,11
11160751030302,1
11160751040001,187
11160751040002,69
11160751040003,2
11160751040101,5
11160751040102,9
11160751040103,13
11160751040104,4
11160751040201,9
11160751040301,5
11160751040501,4
11160751040502,3
11160751040503,2
11160751040504,3
11160751040505,1
11160751040506,8
11160751040601,3
11160751040602,15
11160751040701,2
11160751040801,4
11160751040802,2
11160751040803,2
11160751040804,2
11160751040805,8
11160761010001,194
11160761010101,4
11160761010102,1
11160761010201,10
11160761010202,12
11160761010203,5
11160761010204,6
11160761010205,5
11160761010206,6
11160761010207,7
11160761010301,6
11160761010302,4
11160761010401,10
11160761020001,38
11160761020002,71
11160761020003,44
11160761020004,37
11160761020005,109
11160761020006,10
11160761020007,11
11160761020008,40
11160761020101,5
11160761020201,2
11160761020202,2
11160761020203,2
11160761020204,2
11160761020205,2
11160761020206,1
11160761020301,2
11160761020302,8
11160761020303,2
11160761020401,2
11160761020402,5
11160761020403,4
11160761020404,5
11160761020501,2
11160761020502,4
11160761020503,2
11160761020701,10
11160761020801,8
11160761020901,5
11160761020902,9
11160761020903,8
11160761020904,9
11160761021001,7
11170510010101,61
11170510020001,118
11170510020002,208
11170510020003,128
11170510020004,18
11170510020005,108
11170510020006,212
11170510020007,144
11170510020101,7
11170510020102,8
11170510020103,3
11170510020104,3
11170510020105,3
11170510020106,2
11170510020201,2
11170510020202,3
11170510020301,5
11170510020401,12
11170510020501,2
11170510020601,3
11170510020602,4
11170510020701,3
11170510020702,3
11170510020703,4
11170510030002,15
11170510030003,9
11170510030005,1
11170510030201,24
11170510030202,4
11170510030203,3
11170510030204,4
11170510030205,5
11170510030401,6
11170510030501,41
11170510030502,5
11170510030503,2
11170510030504,3
11170510030601,6
11170510030602,3
11170510030603,5
11170510030701,3
11170510030801,12
11170510040101,8
11170510040201,3
11170510040202,5
11170510040301,22
11170510040302,5
11170510050001,14
11170510050002,4
11170510050003,15
11170510050004,21
11170510050201,4
11170510050202,5
11170510050203,17
11170510050204,3
11170510050205,2
11170510050206,4
11170510050207,6
11170510050208,5
11170510050209,5
11170510050210,2
11170510050211,3
11170510050212,5
11170510050301,10
11170510050401,4
11170510050402,6
11170510050501,8
11170510050502,6
11170520010001,42
11170520010002,113
11170520010003,23
11170520010006,1
11170520010007,4
11170520010201,2
11170520010202,3
11170520010301,2
11170520010302,3
11170520010303,2
11170520010304,2
11170520010305,2
11170520010401,5
11170520010402,4
11170520010403,2
11170520010404,3
11170520010405,2
11170520010406,3
11170520010407,4
11170520010408,1
11170520010409,1
11170520010410,2
11170520010501,3
11170520010502,8
11170520010503,1
11170520010504,1
11170520010601,5
11170520010602,1
11170520010701,2
11170520010702,2
11170520010801,2
11170520010901,3
11170520010902,3
11170520010903,3
11170520011001,2
11170520011101,3
11170520011201,8
11170520011202,10
11170520011401,1
11170520011402,4
11170540010001,57
11170540010002,51
11170540010003,70
11170540010004,29
11170540010006,31
11170540010007,46
11170540010008,38
11170540010009,34
11170540010010,86
11170540010011,56
11170540010012,40
11170540010013,39
11170540010014,38
11170540010101,4
11170540010102,3
11170540010201,8
11170540010202,4
11170540010301,2
11170540010302,4
11170540010303,4
11170540010304,1
11170540010305,2
11170540010306,3
11170540010307,2
11170540010401,2
11170540010501,9
11170540010502,5
11170540010601,4
11170540010701,3
11170540010702,2
11170540010703,2
11170540011001,50
11170540011002,22
11170540011003,5
11170540020001,124
11170540020002,7
11170540020101,3
11170540020102,2
11170540030001,18
11170540030002,36
11170540030003,15
11170540030004,22
11170540030005,75
11170540030006,29
11170540030007,39
11170540030008,44
11170540030301,4
11170550010001,54
11170550010002,63
11170550010003,27
11170550010004,28
11170550010005,1
11170550010006,64
11170550010007,26
11170550010008,50
11170550010009,37
11170550010010,53
11170550010011,14
11170550010401,3
11170550010402,2
11170550010501,5
11170550010601,2
11170550010701,2
11170550010801,5
11170550010802,1
11170550011201,4
11170550020001,148
11170550020002,53
11170550020003,76
11170550020004,69
11170550020005,33
11170550020006,42
11170550020007,52
11170550020008,47
11170550020009,61
11170550020010,49
11170550020011,52
11170550020012,49
11170550020013,40
11170550020014,43
11170550020015,45
11170550020016,74
11170550020017,47
11170550020018,115
11170550020019,46
11170550020101,2
11170550020102,6
11170550020201,1
11170550020202,2
11170550020203,5
11170550020204,1
11170550020205,3
11170550020206,2
11170550020207,4
11170550020301,26
11170550020302,12
11170550020303,27
11170550020304,3
11170550020305,4
11170560010001,44
11170560010002,80
11170560010003,14
11170560010004,103
11170560010005,12
11170560010101,5
11170560010201,4
11170560010202,6
11170560010203,7
11170560010204,5
11170560010205,6
11170560010206,2
11170560010301,3
11170560010401,4
11170560010402,1
11170560010701,7
11170560020001,68
11170560020002,52
11170560020003,59
11170560020004,55
11170560020005,64
11170560020006,50
11170560020007,37
11170560020008,37
11170560020009,61
11170560020010,61
11170560020011,26
11170560020012,59
11170560020013,47
11170560020014,58
11170560020015,46
11170560020301,1
11170560020401,2
11170560020402,1
11170560020601,2
11170560020701,2
11170560020702,7
11170560020703,4
11170560020704,10
11170560020801,1
11170560020901,1
11170560020902,3
11170560021201,12
11170560021301,3
11170560030001,28
11170560030002,73
11170560030003,83
11170560030004,38
11170560030005,31
11170560030006,59
11170560030007,86
11170560030008,79
11170560030101,4
11170560030201,2
11170560030301,1
11170560030401,4
11170560030501,1
11170560030701,2
11170560030801,9
11170560030901,11
11170560031601,11
11170560031701,1
11170610010001,33
11170610010002,53
11170610010003,86
11170610010004,121
11170610010005,98
11170610010006,48
11170610010007,44
11170610010008,36
11170610010009,49
11170610010010,54
11170610010101,8
11170610010201,11
11170610010301,5
11170610010401,4
11170610010601,7
11170610010602,4
11170610010701,1
11170610010702,7
11170610010801,6
11170610010802,1
11170610010901,10
11170610020001,56
11170610020002,81
11170610020003,225
11170610020004,18
11170610020005,134
11170610020006,64
11170610020101,12
11170610020102,8
11170610020103,8
11170610020104,26
11170610020105,25
11170610020106,14
11170610020107,20
11170610020108,12
11170610020109,8
11170610020110,5
11170610020201,6
11170610020301,4
11170610020302,4
11170610020303,4
11170610020401,1
11170610020501,2
11170610020502,4
11170610020601,6
11170610020701,3
11170610020702,2
11170610020703,2
11170610020704,2
11170610030101,2
11170610030102,71
11170610030103,3
11170610030104,5
11170610030105,4
11170620010001,32
11170620010101,7
11170620010201,10
11170620020001,73
11170620020002,65
11170620020003,45
11170620020004,46
11170620020005,83
11170620020006,63
11170620020007,71
11170620020008,80
11170620020009,73
11170620020010,22
11170620020011,77
11170620020012,63
11170620020013,49
11170620020014,32
11170620020015,50
11170620020016,41
11170620020017,117
11170620020018,60
11170620020019,98
11170620020020,42
11170620020021,35
11170620020022,47
11170620020023,11
11170620020024,50
11170620020025,62
11170620020026,73
11170620020027,91
11170620020028,53
11170620020029,53
11170620020101,3
11170620020201,6
11170620020301,3
11170620020302,3
11170620020303,6
11170620020304,3
11170620020305,3
11170620020401,4
11170620020402,4
11170620020801,5
11170620020901,6
11170620020902,6
11170620020903,7
11170620021001,4
11170620021002,5
11170620021101,4
11170620021201,2
11170620021301,7
11170620021302,4
11170640010001,44
11170640010002,39
11170640010003,58
11170640010004,32
11170640010005,32
11170640010006,44
11170640010007,75
11170640010008,12
11170640010009,25
11170640010010,19
11170640010011,36
11170640010012,102
11170640010013,16
11170640010014,39
11170640010015,65
11170640010016,22
11170640010017,32
11170640010018,44
11170640010019,33
11170640010020,4
11170640010021,32
11170640010022,28
11170640010023,21
11170640010024,27
11170640010025,35
11170640010027,32
11170640010028,21
11170640010029,29
11170640010030,18
11170640010101,6
11170640010102,10
11170640010103,4
11170640010104,3
11170640010201,4
11170640010202,3
11170640010203,8
11170640010204,2
11170640010205,6
11170640010206,7
11170640010207,10
11170640010208,5
11170640010209,2
11170640010210,3
11170640010211,2
11170640010212,3
11170640010213,2
11170640010401,3
11170640010402,7
11170640010403,3
11170640010404,3
11170640010405,4
11170640010601,6
11170640010602,5
11170640010603,3
11170640010604,9
11170640010701,6
11170640010702,3
11170640010801,6
11170640011001,2
11170640011002,5
11170650010001,45
11170650010002,72
11170650010003,28
11170650010004,31
11170650010005,53
11170650010006,29
11170650010007,31
11170650010008,51
11170650010009,61
11170650010010,31
11170650010011,56
11170650010012,96
11170650010013,34
11170650010014,37
11170650010015,48
11170650010016,32
11170650010017,30
11170650010018,56
11170650010019,32
11170650010020,62
11170650010021,34
11170650010022,27
11170650010023,59
11170650010024,46
11170650010025,41
11170650010026,25
11170650010027,33
11170650010028,27
11170650010101,3
11170650010102,4
11170650010103,2
11170650010104,3
11170650010105,5
11170650010106,3
11170650010107,1
11170650010201,4
11170650010301,3
11170650010401,5
11170670010001,62
11170670010002,76
11170670010003,37
11170670010004,18
11170670010005,63
11170670010006,70
11170670010007,20
11170670010008,9
11170670010009,63
11170670010010,87
11170670010011,83
11170670010012,94
11170670010013,68
11170670010014,40
11170670010015,43
11170670010016,20
11170670010017,55
11170670010018,44
11170670010019,53
11170670010020,41
11170670010021,42
11170670010022,10
11170670010201,3
11170670010202,2
11170670010203,5
11170670010204,2
11170670010205,8
11170670010206,4
11170670010301,8
11170670010302,2
11170670010501,3
11170670020001,18
11170670020002,3
11170670020003,27
11170670020004,32
11170670020005,8
11170670020006,14
11170670020007,13
11170670020201,12
11170670020301,7
11170670020302,3
11170670020401,3
11170670020501,7
11170690010001,18
11170690010002,25
11170690010003,109
11170690010004,41
11170690010005,29
11170690010006,49
11170690010007,62
11170690010008,78
11170690010009,29
11170690010010,33
11170690010011,50
11170690010012,26
11170690010013,24
11170690010014,100
11170690010015,59
11170690010016,25
11170690010017,15
11170690010018,38
11170690010019,70
11170690010020,48
11170690010021,61
11170690010022,30
11170690010023,47
11170690010024,33
11170690010025,26
11170690010026,18
11170690010027,206
11170690010028,36
11170690010029,59
11170690010030,14
11170690010031,52
11170690010032,54
11170690011301,3
11170690011302,5
11170690011303,5
11170690011304,3
11170690011305,6
11170690020001,52
11170690020002,68
11170700010001,36
11170700010002,54
11170700010003,31
11170700010004,9
11170700010005,67
11170700010006,23
11170700010007,4
11170700020001,73
11170700020002,61
11170700020003,82
11170700020004,75
11170700020005,84
11170700020006,57
11170700020007,50
11170700020008,47
11170700020009,75
11170700020010,72
11170700020011,51
11170700020012,61
11170700020013,47
11170700020014,27
11170700020015,72
11170700020016,49
11170700020017,82
11170700020018,62
11170700020019,66
11170700020020,53
11170700020021,48
11170700020022,32
11170710010001,398
11170710010101,6
11170710020001,64
11170710020002,46
11170710020003,38
11170710020004,53
11170710020005,79
11170710020006,12
11170710020007,34
11170710020008,68
11170710020009,64
11170710020010,112
11170710020011,64
11170710020012,34
11170710020013,120
11170710020014,51
11170710020015,66
11170710020016,37
11170710020017,80
11170710020018,38
11170710020019,44
11170710020020,50
11170710020021,38
11170710020022,26
11170710020023,75
11170710020024,78
11170710020025,91
11170710020026,80
11170710020027,39
11170710020028,62
11170710020101,4
11170710030001,54
11170710030002,67
11170710030003,94
11170710030004,63
11170710030005,86
11170710030006,53
11170710030007,58
11170710030008,57
11170710030009,68
11170710030010,30
11170710030011,74
11170710030012,60
11170710030013,58
11170710030014,61
11170710030015,49
11170710030016,52
11170710030017,59
11170710030018,34
11170710030019,50
11170710030020,82
11170710030021,61
11170710030022,83
11170710030023,59
11170710030024,44
11170710030025,19
11170710030026,52
11170710030027,96
11170710030028,50
11170710030029,59
11170710030030,26
11170710030031,42
11170710030032,61
11170710030101,3
11170710030102,3
11170710030103,4
11170710030201,6
11170710030301,1
11170710030401,5
11170710030402,6
11170720010001,63
11170720010002,34
11170720010003,78
11170720010004,44
11170720010005,73
11170720010006,109
11170720010007,48
11170720010008,51
11170720010009,62
11170720010010,54
11170720010011,68
11170720010012,61
11170720010013,66
11170720010014,46
11170720010015,73
11170720010016,66
11170720010017,38
11170720010018,68
11170720010101,52
11170720010102,48
11170720010103,52
11170720010104,33
11170720010105,49
11170720020001,57
11170720020002,67
11170720020003,54
11170720020004,48
11170720020005,59
11170720020006,24
11170720020007,58
11170720020008,72
11170720020009,55
11170720020010,78
11170720020011,26
11170720020012,64
11170720020013,49
11170720020014,40
11170720020015,33
11170720020101,4
11170720020301,2
11170720020501,7
11170720020601,9
11170720030001,55
11170720030002,28
11170720030003,52
11170720030004,15
11170720030201,2
11170720030202,6
11170720030203,4
11170720030204,5
11170720030205,6
11170720030501,4
11170720030601,2
11170720030602,4
11170720030701,7
11170720030801,4
11170720030802,3
11170720030803,3
11170720030804,5
11170720030805,2
11170720030806,2
11170720030807,2
11170720030808,5
11170720030809,2
11170720030810,1
11170720030811,2
11170720030901,9
11170730010001,21
11170730010002,26
11170730010003,128
11170730010004,37
11170730010005,20
11170730010201,8
11170730010202,12
11170730010203,13
11170730020001,100
11170730030001,89
11170730030002,65
11170730030003,24
11170730030004,40
11170730030005,57
11170730030006,41
11170730030007,20
11170730030008,169
11170730030009,97
11170730030010,51
11170730030011,135
11170730030012,71
11170730030013,130
11170730030014,38
11170730030015,53
11170730030016,70
11170730030017,24
11170730030018,32
11170730030019,66
11170730030020,41
11170730030021,52
11170730030201,5
11170730030202,4
11170730030203,5
11170730030204,4
11170730030301,3
11170730030302,8
11170730030501,5
11170730030502,7
11170730030601,6
11170730030701,5
11170730030801,6
11170730030802,4
11170730030901,9
11170730031101,8
11170730031102,8
11170730031103,9
11170730031104,6
11170730031201,10
11170730031202,6
11170730031203,4
11170730031301,7
11170730031302,2
11170730031401,7
11170730031402,5
11170730031403,6
11170730031601,3
11170730031602,8
11170730031603,8
11170730031604,3
11170730031605,4
11170730031606,5
11170730031701,9
11170730031702,7
11170730031703,34
11170730031704,17
11170730031705,6
11170730031706,6
11170730031801,6
11170730031802,8
11170730031901,5
11170730031902,8
11170730031903,4
11170740010001,74
11170740010002,27
11170740010003,48
11170740010101,4
11170740010103,2
11170740010104,12
11170740010401,13
11170740010501,5
11170740020001,37
11170740020002,21
11170740020003,58
11170740020201,34
11170740020202,18
11170740020203,6
11170740020204,28
11170740020205,11
11170740020206,10
11170740020602,19
11170740020701,1
11170740020703,31
11170740020704,11
11180510010001,52
11180510010002,82
11180510010003,41
11180510010004,65
11180510010005,42
11180510010006,42
11180510010007,45
11180510020001,210
11180510020002,53
11180510020003,366
11180510020004,63
11180510030001,55
11180510030002,58
11180510030003,34
11180510030004,19
11180510030005,19
11180510030006,71
11180510030007,83
11180510030008,44
11180510030009,36
11180510030010,50
11180510030011,48
11180510030012,33
11180510030013,29
11180510030014,46
11180510030015,64
11180510030016,25
11180510030017,16
11180510030018,27
11180510030019,38
11180510030020,43
11180510030021,35
11180510030022,39
11180510030023,25
11180510030101,3
11180510030201,9
11180510030401,7
11180510030402,6
11180510030403,7
11180510030404,7
11180510030405,13
11180510030406,4
11180510030407,3
11180510030408,9
11180510030801,18
11180510031101,2
11180520010001,33
11180520010002,36
11180520010003,2
11180520010004,34
11180520010005,36
11180520010006,37
11180520010101,10
11180520010102,11
11180520010103,9
11180520010104,11
11180520010105,12
11180520010106,7
11180520020001,10
11180520020101,3
11180520020102,12
11180520020103,1
11180520020104,2
11180520020201,4
11180520020202,7
11180520020203,1
11180520030001,56
11180520030002,53
11180520030003,23
11180520030004,67
11180520030005,64
11180520030006,90
11180520030007,30
11180520030008,49
11180520030009,65
11180520030010,29
11180520030011,20
11180520030012,26
11180520030013,33
11180520030014,78
11180520030015,42
11180520030016,19
11180520030017,21
11180520030018,41
11180520030019,3
11180520030020,68
11180520030021,44
11180520030022,43
11180520030023,62
11180520030024,37
11180520030025,11
11180520030026,24
11180520030027,32
11180520030028,51
11180520030030,41
11180520030031,82
11180520030032,35
11180520030033,95
11180520030034,31
11180520030035,47
11180520030036,41
11180520030037,14
11180520030038,1
11180520030039,40
11180520030101,2
11180520030105,8
11180520030201,7
11180520030202,6
11180520030203,14
11180520030204,11
11180520030401,6
11180520030601,5
11180520030701,4
11180520031101,4
11180520031201,3
11180520031301,6
11180520031401,5
11180520031402,3
11180520031403,8
11180520031501,2
11180520031601,13
11180520031602,13
11180520031603,5
11180520031604,5
11180520031605,4
11180520031801,11
11180520031802,5
11180530010001,49
11180530010002,40
11180530010003,32
11180530010004,52
11180530010005,52
11180530010006,55
11180530010007,22
11180530010008,60
11180530010009,66
11180530010010,56
11180530010011,46
11180530010012,29
11180530010013,35
11180530010014,48
11180530010015,48
11180530010016,42
11180530010017,51
11180530010018,62
11180530010019,65
11180530010020,58
11180530010021,51
11180530010022,54
11180530010023,52
11180530010024,47
11180530010025,27
11180530010026,44
11180530010027,48
11180530010028,55
11180530010029,71
11180530010030,64
11180530010031,52
11180530010032,19
11180530010033,55
11180530010034,46
11180530010035,42
11180530010036,51
11180530010037,41
11180530010038,42
11180530010039,33
11180530010040,52
11180540010001,34
11180540010002,16
11180540010003,52
11180540010004,29
11180540010005,46
11180540010006,41
11180540010007,48
11180540010008,33
11180540010009,41
11180540010010,41
11180540010011,45
11180540010012,43
11180540010013,55
11180540010014,24
11180540010015,52
11180540010016,56
11180540010017,33
11180540010018,38
11180540010019,50
11180540010020,31
11180540010021,24
11180540010022,56
11180540010023,27
11180540010024,55
11180540010025,70
11180540010026,43
11180540010027,39
11180540010028,59
11180540010029,61
11180540010030,70
11180540010031,47
11180540010032,47
11180540010033,60
11180540010034,44
11180540010035,33
11180540010036,21
11180540010037,32
11180540010038,36
11180540010039,55
11180540010040,50
11180540010041,34
11180540010042,31
11180540010043,45
11180540010044,58
11180540010045,29
11180540010046,59
11180540010047,27
11180540010048,24
11180540010049,16
11180540010050,35
11180540010051,48
11180540010801,8
11180540010901,12
11180540011001,12
11180550010001,52
11180550010002,42
11180550010003,44
11180550010004,44
11180550010005,46
11180550010006,51
11180550010007,59
11180550010008,45
11180550010009,78
11180550010010,30
11180550010011,38
11180550010012,52
11180550010013,79
11180550010014,28
11180550010015,44
11180550010016,42
11180550010017,44
11180550010018,33
11180550010019,42
11180550010020,45
11180550010021,70
11180550010022,50
11180550010023,55
11180550010024,65
11180550010025,32
11180550010026,55
11180550010027,46
11180550010028,60
11180550010029,31
11180550010030,23
11180550010031,53
11180550010032,36
11180550010101,11
11180550010201,9
11180570010001,32
11180570010002,48
11180570010003,58
11180570010004,9
11180570010005,38
11180570010101,9
11180570010201,7
11180570010202,7
11180570020001,45
11180570020002,73
11180570020003,55
11180570020004,39
11180570020005,48
11180570020006,47
11180570020007,46
11180570020008,80
11180570020009,67
11180570020010,50
11180570020011,64
11180570020012,60
11180570020013,43
11180570020014,41
11180570020015,66
11180570020016,88
11180570020017,51
11180570020018,45
11180570020019,57
11180570020020,62
11180570020021,49
11180570020022,69
11180570020023,70
11180570020024,47
11180570020025,49
11180570020026,43
11180570020027,40
11180570020028,68
11180570020029,69
11180570020030,65
11180570020031,51
11180570020032,31
11180570020033,79
11180570020034,48
11180570020035,42
11180570020036,47
11180570030001,106
11180570030002,39
11180570030003,41
11180570030004,45
11180570030005,47
11180570030006,13
11180570030007,46
11180570030101,5
11180570030201,5
11180570030202,8
11180570030203,4
11180570030204,4
11180570030301,5
11180570030401,5
11180570030402,9
11180570030403,4
11180570030404,5
11180570030405,1
11180570030406,1
11180570030407,5
11180570030408,3
11180570030409,1
11180570030901,6
11180580010001,68
11180580010002,13
11180580010003,80
11180580010004,71
11180580010005,49
11180580010006,1
11180580010101,4
11180580010102,7
11180580010103,5
11180580010104,12
11180580010105,10
11180580010106,2
11180580010107,4
11180580010108,5
11180580010109,10
11180580010110,4
11180580010111,14
11180580010201,2
11180580010202,5
11180580010203,5
11180580010204,4
11180580010301,3
11180580010302,6
11180580010303,5
11180580010304,1
11180580010305,1
11180580010306,4
11180580010307,5
11180580010308,4
11180580010309,5
11180580010310,7
11180580010311,3
11180580010312,5
11180580010313,3
11180580010314,3
11180580010315,7
11180580010401,7
11180580010501,2
11180580010502,9
11180580010503,1
11180580010504,6
11180580010601,11
11180590010001,148
11180590010002,19
11180590010003,44
11180590020001,27
11180590020002,23
11180590020003,20
11180590020004,49
11180590020005,11
11180590020006,26
11180590020007,33
11180590020008,40
11180590020009,31
11180590020010,35
11180590020011,30
11180590020012,17
11180590020013,84
11180590020014,37
11180590020015,46
11180590030001,118
11180590030002,87
11180600010001,57
11180600010002,58
11180600010003,33
11180600010004,14
11180600010005,43
11180600010006,29
11180600010007,36
11180600010008,36
11180600010009,65
11180600010010,26
11180600010011,47
11180600010012,52
11180600010013,36
11180600010014,39
11180600010015,45
11180600010016,31
11180600010017,51
11180600010018,38
11180600010019,50
11180600010020,74
11180600010021,68
11180600010022,25
11180600010023,41
11180600010024,23
11180600010025,59
11180600010026,56
11180600010027,49
11180600010028,21
11180600010029,38
11180600010030,52
11180600010031,40
11180600010032,41
11180600010033,38
11180600010101,7
11180600010201,4
11180600010301,6
11180600010302,7
11180600010303,8
11180600010304,7
11180610010001,88
11180610010002,34
11180610010003,83
11180610010004,62
11180610010005,58
11180610010006,68
11180610010007,31
11180610010008,94
11180610010009,78
11180610010010,57
11180610010011,74
11180610010012,48
11180610010013,53
11180610010014,60
11180610010015,89
11180610010016,33
11180610010017,49
11180610010018,54
11180610010019,33
11180610010020,76
11180610010021,82
11180610010022,54
11180610010023,39
11180610010024,77
11180610010025,13
11180610010026,68
11180610010027,64
11180610010028,39
11180610010029,43
11180610010030,49
11180610010031,59
11180610010101,1
11180610010102,4
11180610010103,7
11180610010201,4
11180610010301,6
11180610010601,5
11190540010001,75
11190540010002,114
11190540010003,111
11190540010101,1
11190540020001,239
11190540020002,1
11190540020003,1
11190540020004,1
11190540020201,5
11190540020301,3
11190540020302,1
11190540020401,2
11190540020402,4
11190540020403,4
11190540020501,2
11190540020601,5
11190540020701,1
11190540020702,3
11190540020801,1
11190540020802,1
11190540020803,2
11190540020901,2
11190540020902,2
11190540020903,3
11190540020904,4
11190540021001,3
11190540021101,3
11190540021201,2
11190540021202,2
11190540030001,14
11190540030002,38
11190540040001,26
11190540040003,1
11190540040101,2
11190540040102,2
11190540040301,5
11190540040302,3
11190540040303,4
11190540040304,5
11190540040305,3
11190540040306,5
11190540040307,3
11190540040401,3
11190540040501,4
11190540040601,4
11190540040602,2
11190540040701,2
11190540040702,2
11190540040801,10
11190540040901,10
11190540050001,45
11190540050002,3
11190540050101,2
11190540050102,2
11190540050103,10
11190540050104,2
11190540050201,3
11190540050301,3
11190540050302,3
11190540050303,1
11190540050401,2
11190540050402,4
11190540050403,1
11190540050404,1
11190550010001,4
11190550010002,22
11190550010101,3
11190550010102,2
11190550020001,37
11190550020101,1
11190550020102,1
11190550020103,6
11190550020201,4
11190550030001,67
11190550030002,64
11190550030003,56
11190550030004,29
11190550030005,70
11190550030006,69
11190550030007,6
11190550030008,66
11190550030101,3
11190550030102,4
11190550030103,2
11190550030104,3
11190550030301,14
11190550030401,6
11190550030501,5
11190550040001,39
11190550040002,128
11190550040003,72
11190550040004,67
11190550040005,79
11190550040006,62
11190550040007,79
11190550040008,62
11190550040009,70
11190550040010,75
11190550040011,64
11190550040012,120
11190550040013,51
11190550040014,58
11190550040015,65
11190550040101,7
11190550040201,2
11190550040202,3
11190550040203,3
11190550040301,2
11190550040302,2
11190560010001,39
11190560010002,44
11190560010003,131
11190560010004,2
11190560010301,6
11190560010302,2
11190560010303,2
11190560010501,4
11190560010502,4
11190560010601,5
11190560020001,142
11190560020002,40
11190560030001,78
11190560030002,43
11190560030003,51
11190560030004,6
11190560030006,2
11190560030101,1
11190560030102,1
11190560030103,1
11190560030104,1
11190560030201,4
11190560030202,3
11190560030203,7
11190560030204,4
11190560030205,6
11190560030206,4
11190560030207,5
11190560030208,5
11190560030209,5
11190560030401,5
11190560030501,4
11190560030502,3
11190560030503,5
11190560030601,26
11190560030701,3
11190560030702,7
11190560030801,4
11190560030802,6
11190560030901,6
11190560030902,5
11190560031001,4
11190560031002,5
11190560031003,4
11190560031004,2
11190560031005,7
11190560031101,2
11190560031102,5
11190560031201,52
11190560040001,51
11190560040002,16
11190560040003,52
11190560040004,20
11190560040005,62
11190560040006,42
11190560040007,14
11190560040008,15
11190560040009,45
11190560040010,32
11190560040011,20
11190560040012,45
11190560040013,13
11190560040014,31
11190560040501,3
11190560040502,4
11190560040503,5
11190560040504,5
11190560040601,4
11190560040602,3
11190560040901,6
11190610010001,7
11190610010002,66
11190610010003,60
11190610010004,28
11190610010005,99
11190610010006,29
11190610010007,37
11190610010008,64
11190610010009,45
11190610010010,213
11190610010011,10
