TOT_OA_CD,전체건물수
11070720010032,55
11070720010033,94
11070720010034,53
11070720010035,78
11070720010036,143
11070720010037,69
11070720010038,66
11070720010039,13
11070720010040,44
11070720010041,87
11070720010101,6
11070720010102,2
11070720010601,5
11070720010901,2
11070720011001,1
11070720011002,2
11070720011003,5
11070720011201,34
11070730010001,55
11070730010002,205
11070730010003,143
11070730010004,91
11070730010005,90
11070730010006,97
11070730010007,47
11070730010008,89
11070730010009,82
11070730010010,57
11070730010011,98
11070730010012,93
11070730010013,49
11070730010101,5
11070730010102,1
11070730010201,8
11070730010202,8
11070730010203,7
11070730010204,6
11070730010301,11
11070730010501,14
11070730010601,7
11070730010701,7
11070730010702,6
11070730010902,1
11070730010903,9
11070730011001,11
11070730011101,5
11070730011102,8
11070730011103,3
11070730011104,1
11070730011105,34
11070730011106,33
11070730011202,4
11070730011301,25
11070730011302,3
11070730011303,43
11070730020001,82
11070730020002,65
11070730020003,123
11070730020004,131
11070730020005,64
11070730020006,63
11070730020007,69
11070730020008,55
11070730020009,15
11070730020010,50
11070730020011,62
11070730020012,65
11070730020013,24
11070730020014,47
11070730020015,60
11070730020016,44
11070730020017,80
11070730020018,89
11070730020019,61
11070730020020,18
11070730020021,51
11070730020022,58
11070730020023,78
11070730020024,95
11070730020025,71
11070730020026,36
11070730020027,72
11070730020028,65
11070730020029,44
11070730020030,13
11070730020031,52
11070730020201,6
11070730020701,4
11070730020801,16
11070730021101,5
11080580010001,80
11080580010002,101
11080580010003,88
11080580020001,50
11080580020002,7
11080580020003,5
11080580020004,30
11080580020101,5
11080580020102,5
11080580020103,5
11080580020104,10
11080580020201,12
11080580020202,5
11080580020203,7
11080580020204,6
11080580020205,7
11080580020206,3
11080580020207,9
11080580020208,4
11080580020301,15
11080580020302,51
11080580020303,69
11080580020401,5
11080580020402,7
11080580020403,3
11080580020501,4
11080580020502,3
11080580020503,2
11080580020601,6
11080580020602,3
11080580020603,5
11080590010001,86
11080590010002,10
11080590010004,7
11080590010101,27
11080590010102,9
11080590010103,7
11080590010104,4
11080590010201,8
11080590010301,6
11080590010302,4
11080590010401,21
11080590010501,1
11080590010502,7
11080590010503,3
11080590010504,7
11080590010505,7
11080590010506,1
11080590010507,6
11080590010508,8
11080590010509,7
11080590010510,4
11080590010511,3
11080590010512,6
11080590010513,4
11080590010514,6
11080590010515,6
11080590010516,3
11080590010517,3
11080590010518,3
11080590010519,6
11080590010520,4
11080590010601,38
11080590010602,44
11080590010603,20
11080590010604,26
11080590020001,57
11080590020002,51
11080590020101,13
11080590020102,5
11080590020103,4
11080590020104,9
11080590020105,2
11080590020106,2
11080590020201,11
11080600010001,51
11080600010002,28
11080600010003,40
11080600010004,93
11080600010005,56
11080600010006,86
11080600010007,67
11080600010008,45
11080600010009,83
11080600010010,72
11080600010011,57
11080600010012,84
11080600010013,90
11080600010014,84
11080600010015,95
11080600010016,109
11080600010017,75
11080600010018,63
11080600010019,41
11080600010020,34
11080600010021,41
11080600010022,36
11080600010023,53
11080600010024,95
11080600010025,114
11080600010026,101
11080600010028,19
11080600010029,161
11080600010030,50
11080600010031,56
11080600010032,43
11080600010033,40
11080600010034,83
11080600010101,64
11080600010201,7
11080600010301,8
11080600010701,11
11080600010702,10
11080600010703,7
11080610010001,42
11080610010002,103
11080610010003,98
11080610010004,45
11080610010005,146
11080610010006,243
11080610010007,66
11080610010008,108
11080610010009,83
11080610010010,95
11080610010011,95
11080610010012,75
11080610010013,82
11080610010014,94
11080610010015,136
11080610010017,51
11080610010018,70
11080610010019,50
11080610010020,68
11080610010101,20
11080610010102,20
11080610010103,12
11080610010201,123
11080610010202,87
11080610010301,8
11080610010302,7
11080610010501,4
11080610010601,7
11080610010701,18
11080610010702,33
11080610010703,30
11080610010704,14
11080610010705,26
11080610010706,42
11080620010001,46
11080620010002,33
11080620020001,155
11080620020002,8
11080620020101,8
11080620020102,4
11080620020103,4
11080620020201,3
11080620020202,3
11080620020203,3
11080620020204,4
11080620020301,6
11080620020302,1
11080620020401,4
11080620030001,58
11080620030002,78
11080620030003,100
11080620030004,90
11080620030005,75
11080620030006,37
11080620030009,85
11080620030010,54
11080620030011,10
11080620030101,6
11080620030102,2
11080620030103,6
11080620030104,3
11080620030201,15
11080620030202,20
11080620030301,10
11080620030401,5
11080620030501,7
11080620030502,7
11080620030503,10
11080620030601,6
11080620030602,10
11080630010001,52
11080630010002,51
11080630010003,67
11080630010004,99
11080630010005,56
11080630010006,107
11080630010007,54
11080630010008,26
11080630010009,85
11080630010010,26
11080630010011,32
11080630010012,52
11080630010013,46
11080630010014,47
11080630010015,89
11080630010016,26
11080630010101,5
11080630010102,10
11080630010201,6
11080630010202,4
11080630010203,6
11080630020001,42
11080630020002,29
11080630020003,154
11080630020004,78
11080630020005,69
11080630020006,37
11080630020007,178
11080630020008,22
11080630020009,82
11080630020010,131
11080630020011,33
11080630020012,39
11080630020201,9
11080630020301,2
11080630020401,6
11080630020402,7
11080630020501,11
11080630020601,6
11080630020602,6
11080630020603,4
11080630020604,4
11080630020701,84
11080630020702,54
11080640010001,131
11080640010002,54
11080640010003,346
11080640010004,33
11080640010005,93
11080640010006,45
11080640010007,279
11080640010008,110
11080640010009,98
11080640010010,46
11080640010011,82
11080640010012,170
11080640010013,80
11080640010014,119
11080640010015,90
11080640010016,46
11080640010017,72
11080640010018,125
11080640010019,54
11080640010020,69
11080640010021,57
11080640010022,50
11080640010023,34
11080640010024,183
11080640010025,87
11080640010026,43
11080640010027,33
11080640010028,74
11080640010029,38
11080640010030,57
11080640010301,5
11080640010401,7
11080650010001,93
11080650020001,152
11080650020002,83
11080650020003,101
11080650020004,46
11080650020005,46
11080650020006,65
11080650020007,55
11080650020008,9
11080650020009,1
11080650020101,4
11080650020201,7
11080650020301,10
11080650020302,9
11080650020303,5
11080650020501,1
11080650020502,5
11080650020503,6
11080650020504,1
11080650020601,4
11080650020701,5
11080650020702,5
11080650020703,4
11080650020704,5
11080650020705,4
11080650020706,5
11080650020707,10
11080650020708,5
11080650020709,5
11080650030001,42
11080650030002,47
11080650030003,49
11080650030004,60
11080650030005,32
11080650030006,43
11080650030007,48
11080650030008,87
11080650030009,47
11080650030010,38
11080650030011,27
11080650030012,88
11080650030013,25
11080650030014,34
11080650030015,1
11080650030016,57
11080650030101,4
11080650030102,6
11080650030103,5
11080650030201,3
11080650030202,4
11080650030203,7
11080650030204,8
11080660010001,12
11080660010101,4
11080660010201,4
11080660010202,3
11080660010203,6
11080660010204,3
11080660010205,3
11080660010206,4
11080660010207,7
11080660010208,6
11080660010209,3
11080660010210,2
11080660020101,2
11080660020102,8
11080660020103,3
11080660020104,5
11080660020105,5
11080660020106,6
11080660020107,4
11080660020108,12
11080660020109,5
11080660020110,3
11080660020111,4
11080660030001,32
11080660030002,1
11080660030004,18
11080660030006,1
11080660030007,1
11080660030008,17
11080660030009,1
11080660030101,14
11080660030102,6
11080660030103,8
11080660030104,10
11080660030105,3
11080660030106,12
11080660030107,3
11080660030108,4
11080660030109,6
11080660030110,5
11080660030111,8
11080660030112,12
11080660030113,3
11080660030114,5
11080660030115,4
11080660030116,4
11080660030117,3
11080660030118,1
11080660030119,3
11080660030201,4
11080660030202,4
11080660030203,7
11080660030204,3
11080660030205,6
11080660030206,6
11080660030401,9
11080660030402,24
11080660030403,5
11080660040001,85
11080660040002,48
11080660040003,49
11080660040101,8
11080660040102,8
11080660040103,4
11080660040104,4
11080660040105,12
11080660040106,2
11080660040107,8
11080660040108,2
11080660040109,2
11080660040201,56
11080660050001,7
11080660050101,2
11080660050102,5
11080660050103,3
11080680010001,108
11080680010002,255
11080680010003,137
11080680010004,144
11080680010005,13
11080680010101,6
11080680010102,4
11080680010103,23
11080680010104,45
11080680010105,15
11080680010106,8
11080680010107,2
11080680010108,37
11080680010109,3
11080680010110,24
11080680010111,4
11080680010201,3
11080680010202,3
11080680010203,6
11080680010204,5
11080680010205,4
11080680010206,5
11080680010207,4
11080680010208,6
11080680010209,5
11080680010301,8
11080680010302,12
11080680010303,3
11080680010304,5
11080680010305,42
11080680010306,6
11080680010307,11
11080680010308,12
11080680010310,2
11080680010311,4
11080680010312,2
11080680020001,429
11080680020101,1
11080680020201,7
11080680020301,1
11080710010001,112
11080710010002,79
11080710010003,84
11080710010004,52
11080710010005,118
11080710010006,94
11080710010007,75
11080710010008,132
11080710010009,115
11080710010010,139
11080710010011,43
11080710010012,107
11080710010013,62
11080710010014,79
11080710010015,14
11080710010016,42
11080710010017,68
11080710010018,79
11080710010019,33
11080710010201,2
11080710010202,5
11080710010203,2
11080710010204,8
11080710010205,4
11080710010206,5
11080710010207,6
11080710010208,3
11080710010209,6
11080710010210,3
11080710010211,5
11080710010212,5
11080710010213,4
11080710010214,3
11080710010215,7
11080710010401,5
11080710010402,7
11080710010403,3
11080710010404,3
11080710010405,7
11080710010406,7
11080710010407,2
11080710010408,5
11080710010409,4
11080710010501,5
11080710010502,3
11080710010503,8
11080710010601,11
11080710010602,8
11080710010603,3
11080710010604,9
11080710010701,6
11080720010001,61
11080720010002,80
11080720010003,94
11080720010004,101
11080720010005,45
11080720010006,57
11080720010007,89
11080720010008,59
11080720010009,52
11080720010010,90
11080720010011,39
11080720010012,58
11080720010013,95
11080720010014,87
11080720010015,93
11080720010016,101
11080720010101,6
11080720010102,4
11080720010103,4
11080720010104,2
11080720010105,4
11080720010106,8
11080720010107,6
11080720010108,3
11080720010201,6
11080720010401,1
11080720010501,6
11080720020001,114
11080720020002,81
11080720020003,116
11080720020004,45
11080720020005,136
11080720020006,97
11080720020101,2
11080720020102,12
11080720020103,5
11080720020104,12
11080720020201,3
11080720020202,4
11080720020301,4
11080760010001,79
11080760010002,74
11080760010003,89
11080760010004,63
11080760010005,119
11080760010006,47
11080760010007,21
11080760010008,76
11080760010009,74
11080760010010,56
11080760010011,56
11080760010012,50
11080760010013,77
11080760010014,44
11080760010015,56
11080760010016,64
11080760010017,84
11080760010018,51
11080760010019,71
11080760010020,35
11080760010021,62
11080760010022,71
11080760010023,87
11080760010024,27
11080760010025,35
11080760010026,45
11080760010027,57
11080760010028,44
11080760010029,81
11080760010030,66
11080760010031,39
11080760010032,48
11080760010033,46
11080760010034,91
11080760010035,69
11080760010036,37
11080760010037,79
11080760010101,6
11080760010102,5
11080760010103,2
11080760010104,6
11080760010106,12
11080760010107,1
11080760010109,1
11080760010110,1
11080770010001,57
11080770010002,81
11080770010003,79
11080770010004,77
11080770010005,82
11080770010006,49
11080770010007,96
11080770010008,101
11080770010009,46
11080770010010,76
11080770010011,61
11080770010012,54
11080770010013,82
11080770010014,68
11080770010015,11
11080770010016,71
11080770010017,61
11080770010018,54
11080770010019,109
11080770010020,67
11080770010021,49
11080770010022,93
11080770010023,80
11080770010024,43
11080770010025,99
11080770010026,85
11080770010027,118
11080770010028,67
11080770010029,56
11080770010301,1
11080770010401,2
11080780010001,40
11080780010002,73
11080780010003,85
11080780010004,70
11080780010005,140
11080780010006,121
11080780010007,100
11080780010008,96
11080780010101,3
11080780010102,3
11080780010103,1
11080780010104,3
11080780010105,3
11080780010201,2
11080780010202,7
11080780010203,3
11080780010204,16
11080780010205,4
11080780010207,11
11080780010208,2
11080780010209,4
11080780010501,11
11080780010502,8
11080780010503,11
11080780010701,9
11080780010702,9
11080780010801,12
11080780011001,5
11080780011002,8
11080780020001,495
11080780020101,16
11080810010001,149
11080810010002,274
11080810010003,50
11080810010004,175
11080810010005,203
11080810010006,199
11080810010007,99
11080810010008,151
11080810010009,228
11080810010010,50
11080810010011,101
11080810010012,151
11080810010013,112
11080810010014,93
11080810010015,323
11080810010016,129
11080810010017,49
11080810010018,199
11080810010019,66
11080810010020,129
11080810010021,149
11080810010022,80
11080810010023,96
11080810010024,45
11080810010025,59
11080810010026,130
11080810010101,5
11080810010102,7
11080810020001,105
11080810020002,49
11080810020003,118
11080810020004,130
11080810020005,87
11080820010001,176
11080820010002,318
11080820010101,5
11080820020001,61
11080820020002,71
11080820020003,62
11080820020004,59
11080820020005,73
11080820020006,88
11080820020007,155
11080820020008,50
11080820020009,58
11080820020010,55
11080820020011,38
11080820020012,69
11080820020013,63
11080820020014,96
11080820020015,114
11080820020016,56
11080820020017,67
11080820020018,67
11080820020019,70
11080820020020,55
11080820020021,45
11080820020022,45
11080820020023,73
11080820020024,81
11080820020025,59
11080820020026,296
11080820020027,121
11080820020028,184
11080820020029,51
11080820020101,6
11080820020102,6
11080820020103,5
11080820020104,5
11080820020105,4
11080820020106,8
11080820020201,6
11080820020202,10
11080820020301,4
11080820020401,4
11080820020402,3
11080820021101,7
11080820021102,7
11080830010001,57
11080830010002,65
11080830010003,102
11080830010004,56
11080830010005,49
11080830010006,42
11080830010007,77
11080830010008,75
11080830010009,113
11080830010010,120
11080830010011,49
11080830010012,88
11080830010013,87
11080830010101,7
11080830010102,6
11080830010201,8
11080830010401,18
11080830011001,95
11080830020001,79
11080830020002,86
11080830020003,67
11080830020004,50
11080830020005,160
11080830020006,48
11080830020007,106
11080830020008,86
11080830020009,151
11080830020010,123
11080830020011,220
11080830020012,82
11080830020013,42
11080830020014,111
11080830020015,103
11080840010001,127
11080840010002,93
11080840010003,48
11080840010004,78
11080840010005,53
11080840010006,102
11080840010007,48
11080840010008,118
11080840010009,108
11080840010010,44
11080840010011,133
11080840010012,88
11080840010013,74
11080840010014,69
11080840010015,69
11080840010016,32
11080840010017,62
11080840010101,1
11080840010201,4
11080840010202,3
11080840010203,4
11080840010204,4
11080840010205,1
11080840010206,6
11080840010207,3
11080840010301,13
11080840010302,6
11080840010303,4
11080840010304,2
11080840010305,3
11080840010401,15
11080840010402,2
11080840020001,33
11080840020002,32
11080840020003,59
11080840020004,84
11080840020005,67
11080840020006,92
11080840020007,101
11080840020008,71
11080840020009,25
11080840020010,48
11080840020011,61
11080840020012,42
11080840020013,18
11080840020014,88
11080840020015,28
11080840020016,54
11080840020017,63
11080840020018,38
11080840020019,59
11080840020021,18
11080840020022,30
11080840020023,20
11080840020101,6
11080840020102,4
11080840020201,6
11080840020202,7
11080840020203,5
11080840020301,5
11080840020302,4
11080840020303,4
11080840020304,4
11080840020305,4
11080840020306,2
11080840020307,7
11080840020401,5
11080840020402,6
11080840020403,7
11080840020404,6
11080840020405,6
11080840020601,4
11080840020602,2
11080840020603,4
11080840020604,5
11080840020605,2
11080840020606,6
11080840020701,3
11080850010001,34
11080850010101,5
11080850010102,4
11080850010103,4
11080850010104,2
11080850010105,5
11080850010106,3
11080850010107,2
11080850010108,3
11080850010109,4
11080850010110,2
11080850020001,52
11080850020002,75
11080850020003,57
11080850020004,79
11080850020005,31
11080850020006,48
11080850020007,92
11080850020008,57
11080850020009,32
11080850020010,79
11080850020011,52
11080850020012,85
11080850020013,49
11080850020101,6
11080850020102,4
11080850030001,87
11080850030002,131
11080850030003,77
11080850030004,76
11080850030005,69
11080850030006,58
11080850030007,121
11080850030008,98
11080850030009,102
11080850030010,89
11080850030011,73
11080850030012,86
11080850030013,69
11080850030014,117
11080850030015,48
11080850030016,103
11080850030017,84
11080850030018,45
11080850030019,63
11080850030020,102
11080850030021,87
11080850030022,103
11080850030023,71
11080850030024,119
11080850030025,90
11080850030026,80
11080850030027,78
11080850030028,82
11080850030029,100
11080850030030,82
11080850030031,85
11080850030101,6
11080850030201,5
11080850030202,4
11080850030203,16
11080850030301,10
11080850030302,4
11080850030401,7
11080850030402,2
11080850030403,8
11080850030404,5
11080850030405,3
11080850030406,2
11090600010001,265
11090600020001,90
11090600020002,56
11090600020003,55
11090600020004,93
11090600020005,105
11090600020006,53
11090600020007,49
11090600020008,84
11090600020009,70
11090600020010,69
11090600020011,60
11090600020012,55
11090600020013,81
11090600020014,63
11090600020015,53
11090600020016,31
11090600020101,5
11090600030001,74
11090600030002,88
11090600030003,70
11090600030004,74
11090600030005,30
11090600030006,33
11090600030007,36
11090600030008,57
11090600030009,73
11090600030010,64
11090600030011,97
11090600030012,81
11090600030013,54
11090600030014,76
11090600030101,2
11090600030201,7
11090610010001,60
11090610010002,40
11090610010003,39
11090610010004,42
11090610010005,42
11090610010006,65
11090610010007,70
11090610010008,61
11090610010009,92
11090610010010,80
11090610010011,39
11090610010012,36
11090610010013,38
11090610010014,59
11090610010015,55
11090610010016,41
11090610010017,47
11090610010018,49
11090610010201,3
11090610010202,4
11090610010203,5
11090610010204,3
11090610010401,8
11090610010402,4
11090610010403,8
11090610010601,3
11090610010602,3
11090610010701,8
11090620010001,44
11090620010002,62
11090620010003,70
11090620010004,48
11090620010005,8
11090620010006,3
11090620010101,7
11090620010201,2
11090620010202,3
11090620010203,5
11090620010204,6
11090620010301,4
11090620010501,3
11090620010502,5
11090620010601,5
11090620010701,3
11090620010702,3
11090620010901,3
11090620011001,3
11090620011002,1
11090620011101,5
11090620011201,5
11090620011202,4
11090620011203,4
11090620011204,2
11090620011205,5
11090620011206,1
11090620011301,3
11090620011302,8
11090620011303,3
11090620011304,5
11090620011305,3
11090630010001,138
11090630010002,123
11090630010003,90
11090630010004,71
11090630010005,101
11090630010006,50
11090630010007,85
11090630010008,96
11090630010009,74
11090630010010,59
11090630010011,84
11090630010012,31
11090630010013,97
11090630010014,56
11090630010015,98
11090630010016,102
11090630010017,48
11090630010018,23
11090630010019,80
11090630010020,150
11090630010021,84
11090630010022,78
11090630010023,40
11090630010024,40
11090630010025,112
11090630010026,83
11090630010027,130
11090630010028,104
11090630010029,68
11090630010030,42
11090630010031,68
11090630010032,63
11090630010033,85
11090630010034,70
11090630010035,51
11090630010036,51
11090630010037,14
11090630010038,56
11090630010039,86
11090630010040,12
11090640010001,36
11090640010002,49
11090640010003,86
11090640010004,76
11090640010005,46
11090640010006,56
11090640010007,58
11090640010008,44
11090640010009,106
11090640010010,80
11090640010011,58
11090640010012,51
11090640010013,48
11090640010014,92
11090640010015,37
11090640010016,28
11090640010017,67
11090640010018,53
11090640010019,70
11090640010020,51
11090640020001,62
11090640020002,58
11090640020003,84
11090640020004,102
11090640020005,77
11090640020006,36
11090640020007,72
11090640020008,79
11090640020009,49
11090640020301,4
11090640020302,9
11090640020303,3
11090640020304,1
11090640020305,3
11090640020306,2
11090640020307,5
11090640020308,2
11090640020401,7
11090640020402,10
11090640020403,10
11090650010001,55
11090650010002,46
11090650010003,86
11090650010004,119
11090650010005,79
11090650010006,62
11090650010007,94
11090650010008,39
11090650010009,64
11090650010010,93
11090650010011,71
11090650010012,74
11090650010013,81
11090650010014,57
11090650010015,46
11090650010101,1
11090650020001,143
11090650020002,66
11090650020003,53
11090650020004,98
11090650020005,44
11090650020006,86
11090650020007,76
11090650020008,48
11090650020009,91
11090650020010,56
11090650020011,54
11090650020012,78
11090650020013,65
11090650020014,60
11090650020015,48
11090650020016,40
11090650020017,38
11090650020018,47
11090650020019,64
11090650020020,82
11090650020021,70
11090650020022,62
11090650020023,95
11090650020024,92
11090650020025,35
11090650020026,47
11090650020027,52
11090650020028,64
11090650020029,50
11090650020030,37
11090650020501,3
11090690010001,49
11090690010002,122
11090690010003,111
11090690010004,149
11090690010005,62
11090690010006,116
11090690010007,109
11090690010008,142
11090690010009,62
11090690010010,136
11090690010011,78
11090690010012,90
11090690010013,66
11090690010014,77
11090690010015,79
11090690010016,70
11090690010017,38
11090690010018,84
11090690010019,178
11090690010020,45
11090690010021,55
11090690010022,148
11090690010023,40
11090690010024,40
11090690010025,70
11090690010026,108
11090690010027,64
11090690010028,51
11090690010029,94
11090690010030,147
11090690010031,201
11090690010032,12
11090690010033,107
11090690010034,72
11090690010101,85
11090690010102,100
11090690010103,39
11090690010301,16
11090690010401,7
11090690010402,2
11090690010403,3
11090690010404,9
11090690010405,5
11090690010406,5
11090690010407,9
11090690010408,2
11090690010409,6
11090690010501,11
11090700010001,87
11090700010002,45
11090700010003,19
11090700010004,42
11090700010005,38
11090700010006,52
11090700010007,60
11090700010008,52
11090700010009,44
11090700010010,77
11090700010011,49
11090700010012,53
11090700010013,28
11090700010014,81
11090700010015,20
11090700010016,30
11090700010017,41
11090700010018,33
11090700010019,43
11090700010020,45
11090700010101,1
11090700010401,10
11090700010501,1
11090700010601,4
11090700020001,97
11090700020002,56
11090700020003,83
11090700020004,38
11090700020005,44
11090700020006,87
11090700020007,73
11090700020008,70
11090700020009,90
11090700020010,87
11090700020011,50
11090700020012,59
11090700020013,52
11090700020014,99
11090700020015,54
11090700020016,73
11090700020017,68
11090700020018,103
11090700020019,46
11090700020020,58
11090700020021,65
11090710010001,74
11090710010002,51
11090710010003,52
11090710010004,69
11090710010005,106
11090710010006,91
11090710010007,57
11090710010008,165
11090710010009,71
11090710010010,77
11090710010011,81
11090710010012,124
11090710010013,60
11090710010014,21
11090710010015,68
11090710010016,182
11090710010017,114
11090710010018,107
11090710010019,99
11090710010020,89
11090710010021,47
11090710010022,62
11090710010023,80
11090710010024,94
11090710010025,69
11090710010026,89
11090710010027,63
11090710010028,40
11090710010029,143
11090710010030,87
11090710010031,100
11090710010032,29
11090710010033,36
11090710010034,76
11090710010035,30
11090710010036,73
11090710010037,47
11090710010038,39
11090710010039,113
11090710010040,45
11090710010041,75
11090710010101,2
11090710010102,3
11090710010103,3
11090710010104,2
11090710010105,3
11090710010201,5
11090710010202,5
11090710010203,3
11090710010301,5
11090710010302,4
11090710010303,2
11090710010304,3
11090710010305,9
11090710010401,68
11090710010501,2
11090710010502,8
11090710010503,6
11090720010001,92
11090720010002,105
11090720010003,130
11090720010004,75
11090720010005,89
11090720010006,112
11090720010007,169
11090720010008,70
11090720010009,83
11090720010010,97
11090720010011,107
11090720010012,126
11090720010013,73
11090720010014,89
11090720010015,44
11090720010016,51
11090720010017,111
11090720010018,163
11090720010019,96
11090720010020,44
11090720010021,123
11090720010022,50
11090720010023,71
11090720010024,106
11090720010025,48
11090720010026,117
11090720010027,73
11090720010028,57
11090720010029,103
11090720010030,86
11090720010031,82
11090720010032,79
11090720010033,122
11090720010034,146
11090720010035,105
11090720010036,94
11090720010037,188
11090720010038,51
11090720010039,95
11090720010040,69
11090720010041,114
11090720010042,91
11090720010043,52
11090720010301,6
11090720010302,5
11090720010401,6
11090720010402,2
11090720010403,4
11090720010501,2
11090730010001,168
11090730010004,1
11090730010005,3
11090730010006,1
11090730010101,5
11090730010102,4
11090730010103,5
11090730010104,3
11090730010105,2
11090730010106,4
11090730010107,9
11090730010108,4
11090730010109,5
11090730010110,5
11090730010111,5
11090730010112,5
11090730010113,3
11090730010114,4
11090730010115,3
11090730010116,5
11090730010117,5
11090730010118,2
11090730010119,7
11090730010120,4
11090730010121,2
11090730010122,3
11090730010123,1
11090730010124,4
11090730010125,6
11090730010201,10
11090730010206,1
11090730010301,3
11090730010302,5
11090730010303,5
11090730010304,4
11090730010305,4
11090730010306,3
11090730010307,3
11090730010401,6
11090730010402,4
11090730010403,3
11090730010404,2
11090730010405,5
11090730010406,5
11090730010407,5
11090730010408,27
11090730010409,5
11090730010410,4
11090730010501,3
11090730010502,2
11090730010503,3
11090730010504,3
11090730010505,12
11090730010506,5
11090730010507,3
11090740010001,29
11090740010002,27
11090740010003,49
11090740010004,47
11090740010005,57
11090740010006,59
11090740010007,37
11090740010008,56
11090740010009,55
11090740010010,66
11090740020001,89
11090740020002,181
11090740020003,110
11090740020004,28
11090740020005,34
11090740020006,120
11090740020007,148
11090740020008,8
11090740020009,266
11090740020010,80
11090740020011,62
11090740020012,61
11090740020013,180
11090740020014,241
11090740020015,116
11090740020016,70
11090740020017,135
11090740020018,71
11090740020019,59
11090740020020,62
11090740020021,47
11090740020022,64
11090740020023,95
11090740020024,55
11090740020025,116
11090740020026,49
11090740020501,13
11090740020701,7
11090750010001,89
11090750010002,70
11090750010003,82
11090750010004,29
11090750010005,54
11090750010006,90
11090750010007,42
11090750010008,56
11090750010009,67
11090750010010,48
11090750010011,51
11090750010012,65
11090750010013,68
11090750010014,44
11090750010015,29
11090750010016,85
11090750010017,57
11090750010018,60
11090750010019,116
11090750010020,74
11090750010021,53
11090750010022,157
11090750010023,22
11090750010024,96
11090750010025,72
11090750010026,85
11090750010027,66
11090750010028,36
11090750010029,91
11090750010030,72
11090750010031,147
11090750010032,68
11090750010033,120
11090750010034,66
11090750010035,28
11090750010036,65
11090750010037,30
11090750010038,96
11090750010039,76
11090750010040,56
11090750010041,68
11090750010042,90
11090750010043,71
11090750010044,32
11090750010045,42
11090750010046,64
11090750010047,90
11090750010048,40
11090750010049,57
11090750010050,72
11090750010051,82
11090750010052,31
11090750010053,48
11090750010301,10
11090750010302,8
11090750010303,12
11100510010001,73
11100510010002,52
11100510010003,83
11100510010101,6
11100510020001,29
11100510020002,53
11100510020003,37
11100510020004,28
11100510020005,63
11100510020006,32
11100510020007,15
11100510020008,57
11100510020009,74
11100510020010,66
11100510020011,56
11100510020012,128
11100510020013,132
11100510020014,149
11100510020015,39
11100510020016,45
11100510020017,70
11100510020018,46
11100510020019,79
11100510020020,45
11100510020021,60
11100510020022,65
11100510020023,95
11100510020024,70
11100510020025,71
11100510020026,43
11100510020027,54
11100510020028,28
11100510020029,84
11100510020101,7
11100510020301,3
11100510020302,5
11100510020401,2
11100510020402,3
11100510020501,2
11100510020601,5
11100520010001,13
11100520010002,43
11100520010003,71
11100520010004,47
11100520010005,42
11100520010006,29
11100520010007,105
11100520010008,53
11100520010009,60
11100520010010,63
11100520010011,31
11100520010012,74
11100520010013,24
11100520010014,15
11100520010015,33
11100520010016,68
11100520010017,23
11100520010018,70
11100520010019,53
11100520010020,46
11100520010021,59
11100520010022,60
11100520010023,47
11100520010024,47
11100520010025,51
11100520010026,26
11100520010027,33
11100520010201,7
11100520010301,13
11100520010302,4
11100520010303,3
11100520010304,5
11100520010305,2
11100520010306,5
11100520010601,11
11100520010701,7
11100520010801,4
11100530010001,55
11100530010002,85
11100530010003,60
11100530010004,36
11100530010005,79
11100530010006,45
11100530010007,45
11100530010008,58
11100530010009,112
11100530010010,47
11100530010011,48
11100530010012,40
11100530010013,41
11100530010014,46
11100530010015,56
11100530010016,28
11100530010017,37
11100530010018,68
11100530010019,53
11100530010020,42
11100530010021,32
11100530010022,37
11100530010023,110
11100530010024,40
11100530010025,24
11100530010201,3
11100530010202,3
11100530010203,4
11100530010204,2
11100530010301,2
11100530010401,8
11100530010402,9
11100530010701,4
11100530012101,16
11100540010001,13
11100540010002,39
11100540010003,31
11100540010004,52
11100540010005,53
11100540010006,1
11100540010007,37
11100540010008,31
11100540010009,6
11100540010101,2
11100540010102,2
11100540010103,3
11100540010104,2
11100540010105,5
11100540010106,3
11100540010107,3
11100540010108,2
11100540010109,8
11100540010201,5
11100540010202,1
11100540010401,5
11100540010501,7
11100540010502,6
11100540010503,8
11100540010601,5
11100540010701,4
11100540010801,4
11100540010802,3
11100540010901,3
11100540010902,4
11100540010903,3
11100540011001,3
11100540011101,3
11100540011102,5
11100540011103,3
11100540011201,5
11100540011202,7
11100540011203,2
11100550010001,35
11100550010002,27
11100550020001,28
11100550020002,27
11100550020003,27
11100550020004,7
11100550020201,3
11100550020202,2
11100550020301,4
11100550020302,5
11100550020501,2
11100550020502,3
11100550020601,6
11100550030101,4
11100550030102,2
11100550030103,6
11100550030104,3
11100550030105,2
11100550030106,2
11100550030107,4
11100550030201,49
11100550030202,5
11100550030203,9
11100550040001,68
11100550040002,63
11100550040003,47
11100550040004,56
11100550040005,61
11100550040006,59
11100550040007,69
11100550040008,59
11100550040009,46
11100550040010,63
11100550040011,35
11100550040012,53
11100550040013,70
11100550040014,42
11100550040015,42
11100550040016,63
11100550040017,55
11100550040018,50
11100550040019,71
11100550040020,65
11100550040021,48
11100550040022,81
11100550040023,88
11100550040024,33
11100550040201,2
11100550040202,4
11100550040301,3
11100550040302,6
11100550050001,15
11100550050002,83
11100550050003,101
11100550050004,34
11100550050201,8
