iter	RMSE
1595	0.5800139715
1596	0.5796995893
1597	0.5795386905
1598	0.5790758097
1599	0.5790671364
1600	0.5786614206
1601	0.5779633821
1602	0.5779503957
1603	0.5774646929
1604	0.577195358
1605	0.5770088808
1606	0.5759581013
1607	0.5758651243
1608	0.5755986178
1609	0.5748541578
1610	0.5748504202
1611	0.5748163203
1612	0.5745909601
1613	0.5741776857
1614	0.5731650371
1615	0.5729819062
1616	0.5728343618
1617	0.5727352605
1618	0.5718035868
1619	0.5710955644
1620	0.5703840333
1621	0.570164859
1622	0.5693058737
1623	0.5686789972
1624	0.5681457831
1625	0.5678875504
1626	0.5678193558
1627	0.567364026
1628	0.5665901657
1629	0.5662544893
1630	0.5661227183
1631	0.5655085326
1632	0.5653186754
1633	0.5650633433
1634	0.5649276962
1635	0.5649221024
1636	0.5646217028
1637	0.5636498197
1638	0.5634282816
1639	0.563405339
1640	0.5633049793
1641	0.5628806976
1642	0.5624362606
1643	0.5623956392
1644	0.5623925027
1645	0.5615268097
1646	0.5615137011
1647	0.5614246934
1648	0.5610809268
1649	0.5606302881
1650	0.5602921274
1651	0.5594156728
1652	0.5587276397
1653	0.5582683498
1654	0.5580880729
1655	0.5579322641
1656	0.5576706137
1657	0.5571552389
1658	0.5569783579
1659	0.5566465205
1660	0.5564052698
1661	0.5555879005
1662	0.5547190557
1663	0.5543608454
1664	0.5541223179
1665	0.5541167084
1666	0.5535948967
1667	0.5528658905
1668	0.5525274908
1669	0.5524346743
1670	0.5524198224
1671	0.5523367287
1672	0.5523250783
1673	0.5523136862
1674	0.5516948742
1675	0.5504866716
1676	0.5503417293
1677	0.5500387942
1678	0.5497033229
1679	0.5495320529
1680	0.549297488
1681	0.5490604619
1682	0.5487729477
1683	0.5478959944
1684	0.5476526027
1685	0.5471082413
1686	0.5470720553
1687	0.5469003948
1688	0.5464862941
1689	0.5463231448
1690	0.5458626032
1691	0.5456785071
1692	0.545433588
1693	0.5451264422
1694	0.5445689678
1695	0.5442236206
1696	0.5441480312
1697	0.5435805759
1698	0.5430869838
1699	0.5430656724
1700	0.5427488101
1701	0.5421021894
1702	0.5413198553
1703	0.5406487593
1704	0.5405271435
1705	0.5396582816
1706	0.539416943
1707	0.5389490843
1708	0.538732523
1709	0.5381358856
1710	0.5377691725
1711	0.5372039039
1712	0.5369297122
1713	0.5367115183
1714	0.5362426582
1715	0.5361617046
1716	0.5354920665
1717	0.5351240859
1718	0.5344869186
1719	0.5344773178
1720	0.5340756557
1721	0.5335922204
1722	0.5335547647
1723	0.5324924516
1724	0.5324800746
1725	0.5324340623
1726	0.5315179366
1727	0.5310613499
1728	0.5309847397
1729	0.5307907639
1730	0.5297744349
1731	0.5293296606
1732	0.5291983845
1733	0.5287780958
1734	0.528253498
1735	0.5271497435
1736	0.5267328477
1737	0.5265095306
1738	0.526303331
1739	0.5258436139
1740	0.5257640664
1741	0.5254416086
1742	0.5252272946
1743	0.5251492998
1744	0.5247469216
1745	0.5245277676
1746	0.5240751856
1747	0.5236656211
1748	0.5234951225
1749	0.522942237
1750	0.5225002622
1751	0.5222625134
1752	0.5219485859
1753	0.5214509008
1754	0.5212176126
1755	0.5206992125
1756	0.5195585268
1757	0.519078232
1758	0.518639068
1759	0.5186297837
1760	0.5185735908
1761	0.5183071175
1762	0.5179021769
1763	0.5174468485
1764	0.5169872085
1765	0.5166535638
1766	0.5166339695
1767	0.5160591588
1768	0.515842304
1769	0.5154781616
1770	0.5152233107
1771	0.5152163805
1772	0.5148119233
1773	0.513796241
1774	0.5136764449
1775	0.5136702411
1776	0.5136535832
1777	0.5128661559
1778	0.5122901722
1779	0.5116375609
1780	0.5111232318
1781	0.5111103495
1782	0.5109081165
1783	0.5108692814
1784	0.5105685707
1785	0.5104545111
1786	0.5100627224
1787	0.509787563
1788	0.5096039895
1789	0.5092241383
1790	0.5090463042
1791	0.5088168497
1792	0.5085413059
1793	0.5082878601
1794	0.5076994332
1795	0.5071884402
1796	0.5059551446
1797	0.5057510803
1798	0.5055106864
1799	0.504951455
