iter	RMSE
318	1.675138594
319	1.675000177
320	1.674850812
321	1.674189013
322	1.672992797
323	1.671535029
324	1.669683694
325	1.668149424
326	1.667044325
327	1.664295739
328	1.66412674
329	1.660556809
330	1.657569356
331	1.655053611
332	1.653243756
333	1.652800941
334	1.64988886
335	1.649767405
336	1.647543345
337	1.646461808
338	1.644941736
339	1.64244289
340	1.638459658
341	1.638180197
342	1.638026242
343	1.63781628
344	1.636696803
345	1.636567456
346	1.633903748
347	1.629948845
348	1.62810204
349	1.628001255
350	1.62762557
351	1.627088622
352	1.624877
353	1.62072948
354	1.618627937
355	1.617639957
356	1.615832279
357	1.612803756
358	1.608905155
359	1.606413631
360	1.603121837
361	1.602657921
362	1.601614592
363	1.598750282
364	1.598625005
365	1.595159322
366	1.593720445
367	1.590911135
368	1.590578122
369	1.587850081
370	1.585123273
371	1.582510345
372	1.580116156
373	1.579251999
374	1.577245472
375	1.573779296
376	1.571387921
377	1.571164623
378	1.56911236
379	1.567317967
380	1.563644733
381	1.562349145
382	1.562255936
383	1.561355945
384	1.558400232
385	1.556732485
386	1.554264971
387	1.549589559
388	1.548262005
389	1.546902545
390	1.545094864
391	1.544667319
392	1.54358767
393	1.540012164
394	1.539548005
395	1.53729688
396	1.534687329
397	1.531481593
398	1.530089725
399	1.529959769
400	1.526875175
401	1.524900741
402	1.523719072
403	1.523494283
404	1.521137581
405	1.520443492
406	1.517042251
407	1.515921915
408	1.51581021
409	1.513541478
410	1.511287764
411	1.509352006
412	1.507735555
413	1.504942046
414	1.501917281
415	1.500042828
416	1.499609719
417	1.498399588
418	1.498267137
419	1.496806069
420	1.49561889
421	1.493681232
422	1.493258537
423	1.493133691
424	1.490772888
425	1.489825294
426	1.487770998
427	1.48693523
428	1.483531457
429	1.481918942
430	1.481721635
431	1.48131763
432	1.47994601
433	1.477544251
434	1.47651317
435	1.475314716
436	1.474412811
437	1.472104402
438	1.471968677
439	1.469747382
440	1.468526456
441	1.467609113
442	1.465257396
443	1.464831075
444	1.462568393
445	1.459557331
446	1.457788027
447	1.457139885
448	1.456941226
449	1.455975376
450	1.454511056
451	1.453107901
452	1.451200188
453	1.449326357
454	1.449015649
455	1.447609166
456	1.446330088
457	1.445271697
458	1.443724196
459	1.441529044
460	1.438734571
461	1.436916727
462	1.434794319
463	1.433760656
464	1.431663217
465	1.430911096
466	1.430229395
467	1.429677316
468	1.428686164
469	1.428512741
470	1.426674004
471	1.426410712
472	1.42607363
473	1.422949706
474	1.422553612
475	1.419432433
476	1.419045141
477	1.416733687
478	1.415888173
479	1.415757203
480	1.414767574
481	1.413486994
482	1.411730081
483	1.41118211
484	1.409415995
485	1.408087021
486	1.407930156
487	1.406965202
488	1.406528539
489	1.406361184
490	1.40509968
491	1.403150731
492	1.402548906
493	1.401908672
494	1.401788592
495	1.400786426
496	1.400676374
497	1.399566962
498	1.399507148
499	1.397898479
500	1.397844254
501	1.397660383
502	1.396902047
503	1.396463418
504	1.396260414
505	1.395563596
506	1.395300568
507	1.394005355
508	1.393271582
509	1.390934201
510	1.388880564
511	1.388147686
512	1.38604871
513	1.384560767
514	1.384298587
515	1.383605523
516	1.382407317
517	1.382219465
518	1.38214625
519	1.380114979
520	1.379489583
521	1.377614732
522	1.376475465
523	1.37627453
524	1.374833158
525	1.373574057
526	1.370797183
527	1.369177417
528	1.367272839
529	1.367190652
530	1.365182215
531	1.364830816
532	1.364731377
533	1.364387514
534	1.364290595
535	1.363481549
536	1.361367643
537	1.359220179
538	1.358407304
539	1.357041033
540	1.355875857
541	1.354436457
542	1.352542652
543	1.351403132
544	1.351057591
545	1.347467731
546	1.347336793
547	1.347212057
548	1.345341514
549	1.345265907
550	1.344592221
551	1.344105704
552	1.342923415
553	1.342642785
554	1.342402642
555	1.341794687
556	1.341437902
557	1.340645214
558	1.339648917
559	1.33948503
560	1.338309295
561	1.337295069
562	1.336272624
563	1.336243583
564	1.335890794
565	1.335223715
566	1.335042407
567	1.334962503
568	1.332064291
569	1.331354695
570	1.331310199
571	1.331166484
572	1.328507676
573	1.326743644
574	1.325744764
575	1.324441056
576	1.323683556
577	1.32254217
578	1.321569446
579	1.320771695
580	1.319638548
581	1.319550177
582	1.318840304
583	1.317766532
584	1.317413321
585	1.314608277
586	1.312654842
587	1.310205042
588	1.307910477
589	1.307390182
590	1.304723322
591	1.304632412
592	1.304487647
593	1.304035031
594	1.301933861
595	1.300865746
596	1.298910804
597	1.29807323
598	1.296115633
599	1.295885678
600	1.294293472
601	1.293803139
602	1.292840475
603	1.29267227
604	1.292593147
605	1.292524056
606	1.292155605
607	1.291881988
608	1.29027455
609	1.288408238
610	1.288352083
611	1.284029522
612	1.281926021
613	1.281764283
614	1.280687318
615	1.280421496
616	1.279701422
617	1.277700865
618	1.277028981
619	1.275504
620	1.272833708
621	1.272598858
622	1.271248319
623	1.271087759
624	1.270798164
625	1.269817473
626	1.268139652
627	1.267046659
628	1.266962954
629	1.266755919
630	1.265009234
631	1.264147828
632	1.263713667
633	1.262475457
634	1.260978286
635	1.260139305
636	1.259770703
637	1.259459015
638	1.259023553
639	1.258930448
640	1.257839817
641	1.257351158
642	1.256788296
643	1.256691489
644	1.2549809
645	1.252497704
646	1.2506856
647	1.249875319
648	1.249701257
649	1.248404773
650	1.246658578
651	1.246328266
652	1.244873917
653	1.24477678
654	1.242385857
655	1.241975873
656	1.241661459
657	1.239747701
658	1.23883649
659	1.238782004
660	1.238644103
661	1.236655874
662	1.235229622
663	1.235082827
664	1.233905567
665	1.233177683
666	1.230349747
667	1.229444373
668	1.228710126
669	1.226882539
670	1.226491908
671	1.225338673
672	1.222216865
673	1.220877575
674	1.219389191
675	1.219059318
676	1.215843411
677	1.214462136
678	1.213064071
679	1.212956452
680	1.211099974
681	1.210518961
682	1.208692659
683	1.207991923
684	1.207678966
685	1.20621349
686	1.205779203
687	1.204762591
688	1.203741415
689	1.203629531
690	1.203193839
691	1.201227504
692	1.198340215
693	1.196295098
694	1.196027022
695	1.193890553
696	1.193046281
697	1.191256196
698	1.189781141
699	1.189195124
700	1.189178119
701	1.189082664
702	1.188713381
703	1.186515537
704	1.186195703
705	1.185133602
706	1.184562322
707	1.184345199
708	1.184106084
709	1.182821833
710	1.182719019
711	1.182157447
712	1.181890202
713	1.179561586
714	1.17734935
715	1.175248117
716	1.174635588
717	1.172972028
718	1.172832482
719	1.171361993
720	1.171139051
721	1.169471355
722	1.167760481
723	1.166911703
724	1.165179468
725	1.165049485
726	1.164078662
727	1.161395733
728	1.1596018
729	1.158284663
730	1.156327571
731	1.156273539
732	1.155485794
733	1.153539062
734	1.153406076
735	1.152406371
736	1.150391266
737	1.149214415
738	1.147479158
739	1.145693784
740	1.145626066
741	1.144791609
742	1.14405706
743	1.143383511
744	1.14332782
745	1.143111508
746	1.141354255
747	1.141006879
748	1.138366507
749	1.138072407
750	1.137106363
751	1.136872267
752	1.133807461
753	1.132960442
754	1.132346353
755	1.130738533
756	1.129609836
757	1.129472643
758	1.128661972
759	1.128049044
760	1.126856089
761	1.125048034
762	1.124948714
763	1.124816642
764	1.12303783
765	1.122919928
766	1.122728873
767	1.121542225
768	1.1199425
769	1.119260951
770	1.117346347
771	1.116911052
772	1.116334328
773	1.114880381
774	1.114799113
775	1.114223773
776	1.113255432
777	1.111512975
778	1.111289989
779	1.111002491
780	1.110769307
781	1.108931522
782	1.106496664
783	1.105521533
784	1.103903666
785	1.10296922
786	1.102856044
787	1.101165292
788	1.101033385
789	1.100597979
790	1.099381791
791	1.099325422
792	1.099271355
793	1.09908663
794	1.098554918
795	1.096213401
796	1.094347098
797	1.092331682
798	1.090849247
799	1.089862423
800	1.089546509
801	1.088724403
802	1.087490152
803	1.086671082
804	1.086626173
805	1.085860493
806	1.084560616
807	1.08294069
808	1.08195112
809	1.08190799
810	1.080714275
811	1.080561382
812	1.080054763
813	1.078510416
814	1.078360332
815	1.077606917
816	1.07700685
817	1.076740125
818	1.076627347
819	1.076022249
820	1.074180848
821	1.07261037
822	1.071320485
823	1.07010942
824	1.068657509
825	1.067187767
826	1.065708745
827	1.065274157
828	1.063866344
829	1.063324354
830	1.061413168
831	1.060965706
832	1.060761731
833	1.060202529
834	1.059316826
835	1.059299649
836	1.058169731
837	1.057322337
838	1.057298625
839	1.05387186
840	1.053213264
841	1.053074522
842	1.052416277
843	1.05095239
844	1.049640316
845	1.048564791
846	1.047264621
847	1.046574255
848	1.046226598
849	1.04578466
850	1.044628908
851	1.044491148
852	1.044105188
853	1.044044105
854	1.04291682
855	1.042765126
856	1.041141403
857	1.04001612
858	1.03812837
859	1.037589422
860	1.037161562
861	1.035491246
862	1.034697406
863	1.033519592
864	1.033269216
865	1.032175175
866	1.031382626
867	1.031263055
868	1.028918475
869	1.028150132
870	1.027275709
871	1.026097586
872	1.025981754
873	1.024691413
874	1.021997154
875	1.021473686
876	1.02059
877	1.019930546
878	1.019724722
879	1.018848831
880	1.01801161
881	1.015142863
882	1.015061856
883	1.013540691
884	1.013084664
885	1.012603139
886	1.011298149
887	1.009824629
888	1.009654753
889	1.009376907
890	1.009234204
891	1.007889067
892	1.007769852
893	1.007293561
894	1.006856031
895	1.006155151
896	1.005737808
897	1.005056914
898	1.003473781
899	1.002523007
900	1.002298337
901	1.001356102
902	0.9999388851
903	0.9990764293
904	0.9988724071
905	0.9977661919
906	0.9967037094
907	0.9965553362
908	0.9964639196
909	0.9953540306
910	0.994870706
911	0.9937690333
912	0.9925804895
913	0.9922683184
914	0.991628565
915	0.991112956
916	0.9909744758
917	0.98926478
918	0.9890183077
919	0.9884270863
920	0.9883550188
921	0.9881076851
922	0.9880459989
923	0.9876025781
924	0.987331807
925	0.985785433
926	0.9856891674
927	0.9855423743
928	0.9853941917
929	0.9848420344
930	0.9844494925
931	0.9834336579
932	0.9829802902
933	0.9825872894
934	0.9824906883
935	0.9804502412
936	0.9803487437
937	0.9787308185
938	0.9772508111
939	0.9764926439
940	0.9759856577
941	0.9743591379
942	0.9727504267
943	0.9713667592
944	0.9704942454
945	0.9692431568
946	0.9686664685
947	0.968635518
948	0.968563702
949	0.9674683676
950	0.9664935405
951	0.9660904189
952	0.9650255837
953	0.9645659997
954	0.9645156445
955	0.9643274106
956	0.9642852378
957	0.9638056152
958	0.9631620379
959	0.963045325
960	0.9619081688
961	0.9601407562
962	0.9596214557
963	0.9585139637
964	0.9584771482
965	0.9578421779
966	0.9575354545
967	0.9571193146
968	0.9568383168
969	0.9561805295
970	0.9560877376
971	0.9539944367
972	0.9537714783
973	0.9528254321
974	0.9521610989
975	0.9508826062
976	0.9504344831
977	0.9497273895
978	0.9478516131
979	0.9463224245
980	0.9448485352
981	0.9448062447
982	0.9447316055
983	0.9432226354
984	0.9418741279
985	0.9408175937
986	0.9407604787
987	0.9406922273
988	0.9402766165
989	0.9394135696
990	0.9381612918
991	0.9372513176
992	0.9349469724
993	0.93412447
994	0.9340450386
995	0.9316711171
996	0.9302068929
997	0.9292040253
998	0.9282264719
999	0.9281657197
1000	0.9276189709
1001	0.9267319423
1002	0.9262013427
1003	0.9256053261
1004	0.9249751965
1005	0.92465791
1006	0.9237080698
1007	0.9231378918
1008	0.921804156
1009	0.9203392994
1010	0.9201150141
1011	0.9187196203
1012	0.917423467
1013	0.9167515472
1014	0.9167115713
1015	0.9157240104
1016	0.9140422762
1017	0.9136282146
1018	0.9132550664
1019	0.91300054
1020	0.9129711899
1021	0.9122931294
1022	0.9118939053
1023	0.9098448963
1024	0.9094079646
1025	0.9090534242
1026	0.9073332008
1027	0.9058859969
1028	0.9051083074
1029	0.9044734896
1030	0.9028801167
1031	0.9027897669
1032	0.9024586086
1033	0.9017622525
1034	0.9011749775
1035	0.8999570724
1036	0.899156146
1037	0.8973198126
1038	0.896096449
1039	0.8955978083
1040	0.8944290226
1041	0.8933490737
1042	0.8925933924
1043	0.8917427232
1044	0.8917028356
1045	0.8911472442
1046	0.8895744277
1047	0.8871424347
1048	0.8858415234
1049	0.8843323263
1050	0.8841955265
1051	0.8836173282
1052	0.8832105085
1053	0.8824461754
1054	0.8817461403
1055	0.8809086635
1056	0.8808632723
1057	0.8808151891
1058	0.8798168243
1059	0.8778840664
1060	0.877627115
1061	0.8773653185
1062	0.8772540872
1063	0.8770708014
1064	0.8765216902
1065	0.8756862806
1066	0.8742515378
1067	0.8737086535
1068	0.8727828738
1069	0.8717528279
1070	0.8715219992
1071	0.8710655689
1072	0.8700641974
1073	0.867714273
1074	0.8673563033
1075	0.867290084
1076	0.866611523
1077	0.8660962726
1078	0.8652840114
1079	0.8648190917
1080	0.8647961576
1081	0.8634567173
1082	0.8628353141
1083	0.8614506618
1084	0.8593220143
1085	0.8585028446
1086	0.8579307285
1087	0.8576481035
1088	0.8568612138
1089	0.8555350579
1090	0.8552269865
1091	0.8548312487
1092	0.8541228709
1093	0.8533062049
1094	0.8521486899
1095	0.8514847665
1096	0.851095143
1097	0.8506483409
1098	0.849423912
1099	0.8488385777
1100	0.8487956117
1101	0.8477299967
1102	0.8475937091
1103	0.8468183931
1104	0.8467610722
1105	0.8462897732
1106	0.8449634157
1107	0.8446275257
1108	0.8433598822
1109	0.8425742806
1110	0.8420370545
1111	0.841985447
1112	0.8412588274
1113	0.8404282335
1114	0.8397766326
1115	0.8386463737
1116	0.838298656
1117	0.8366635007
1118	0.8365949662
1119	0.8356064246
1120	0.8350692529
1121	0.8336177449
1122	0.8330884454
1123	0.8314595048
1124	0.8298749797
1125	0.8283132411
1126	0.8267151904
1127	0.8259446935
1128	0.8249470115
1129	0.8233484165
1130	0.8221481846
1131	0.8210774425
1132	0.8204364228
1133	0.8200756273
1134	0.8199633856
1135	0.8197632576
1136	0.8195931179
1137	0.8192561445
1138	0.818573254
1139	0.8178002031
1140	0.817148926
1141	0.8163456306
1142	0.8159323987
1143	0.8159054883
1144	0.8155405507
1145	0.8142856471
1146	0.8141521978
1147	0.8136637897
1148	0.8131246411
1149	0.8127696364
1150	0.8122960301
1151	0.8118595526
1152	0.8111271964
1153	0.8097776922
1154	0.809374923
1155	0.8083296981
1156	0.8077384226
1157	0.8072863044
1158	0.8067828775
1159	0.8061423757
1160	0.8049835508
1161	0.8038914925
1162	0.8017777532
1163	0.8016162354
1164	0.8014579041
1165	0.8001398318
1166	0.7999568567
1167	0.7992332668
1168	0.7982027701
1169	0.7978190239
1170	0.7962675258
1171	0.7960070158
1172	0.7953338026
1173	0.7946649839
1174	0.7935222029
1175	0.7933604278
1176	0.7927841529
1177	0.7914828528
1178	0.7901868151
1179	0.7897337568
1180	0.7890336885
1181	0.7882438922
1182	0.7874168843
1183	0.78707264
1184	0.7861514222
1185	0.7851695541
1186	0.7848821698
1187	0.7831077961
1188	0.782469925
1189	0.7824420813
1190	0.7817848017
1191	0.7816402979
1192	0.7813768647
1193	0.7806788474
1194	0.779852565
1195	0.7791578327
1196	0.7786538975
1197	0.7783249511
1198	0.7776558222
1199	0.7769934827
1200	0.7769481594
1201	0.7767696395
1202	0.7765807024
1203	0.7765488058
1204	0.7763298388
1205	0.7762922733
1206	0.7749485103
1207	0.7746234727
1208	0.7735479854
1209	0.7724553535
1210	0.7716788991
1211	0.7702801893
1212	0.7691490388
1213	0.7690090447
1214	0.7673563196
1215	0.766831415
1216	0.7666451191
1217	0.7665979868
1218	0.7663478147
1219	0.7659569718
1220	0.7641128861
1221	0.7639167974
1222	0.7626277789
1223	0.7626015944
1224	0.7625794429
1225	0.7615103152
1226	0.7600890299
1227	0.7595917648
1228	0.7587465453
1229	0.758181807
1230	0.7569914394
1231	0.7564240792
1232	0.7559361323
1233	0.755701427
1234	0.7555851839
1235	0.7542334157
1236	0.7534382816
1237	0.7531258486
1238	0.752113808
1239	0.7518978009
1240	0.7505736942
1241	0.7494046734
1242	0.7475684403
1243	0.7468130784
1244	0.7464159873
1245	0.7454590926
1246	0.7444270283
1247	0.7435175027
1248	0.7433187791
1249	0.7428516359
1250	0.74190148
1251	0.7412118956
1252	0.7409261588
1253	0.7408541207
1254	0.7408270219
1255	0.7408002239
1256	0.7397654759
1257	0.7391959453
1258	0.7385498231
1259	0.7381371221
1260	0.7378959249
1261	0.7368892663
1262	0.7361703114
1263	0.7356568973
1264	0.7349050603
1265	0.7348814326
1266	0.7345330171
1267	0.7335182382
1268	0.7330080253
1269	0.7327252648
1270	0.7324433983
1271	0.7319733561
1272	0.7319168508
1273	0.7313438267
1274	0.7304509388
1275	0.7301142263
1276	0.7295491563
1277	0.7283918101
1278	0.7276683329
1279	0.7271327074
1280	0.7267301649
1281	0.7265890565
1282	0.7256806819
1283	0.7248992598
1284	0.72476097
1285	0.7239466719
1286	0.7227671564
1287	0.7226630598
1288	0.7222653388
1289	0.7212319327
1290	0.7197344869
1291	0.7196233706
1292	0.7195458358
1293	0.7190413402
1294	0.7188269385
1295	0.7185698808
1296	0.7184179876
1297	0.718189236
1298	0.7181588257
1299	0.7165479962
1300	0.7157434336
1301	0.7147939753
1302	0.7142390386
1303	0.7130916663
1304	0.7127031351
1305	0.7123069355
1306	0.7106419407
1307	0.7105647861
1308	0.7100677436
1309	0.7099622748
1310	0.7084168256
1311	0.7083445634
1312	0.7081443097
1313	0.7072609382
1314	0.7067507155
1315	0.7058763941
1316	0.7058550811
1317	0.7046059813
1318	0.7035961593
1319	0.7035537245
1320	0.7035238575
1321	0.7028952372
1322	0.7027299799
1323	0.702705775
1324	0.7022716211
1325	0.7021003705
1326	0.7012425391
1327	0.7006730076
1328	0.7001618884
1329	0.6997296169
1330	0.6990975063
1331	0.6984438277
1332	0.6981726214
1333	0.6977404125
1334	0.6975538796
1335	0.6972919467
1336	0.6970965372
1337	0.6965809467
1338	0.6959150596
1339	0.6956689101
1340	0.6951771842
1341	0.6950391039
1342	0.6935461074
1343	0.692369188
1344	0.6919708844
1345	0.6919431331
1346	0.6915821612
1347	0.6905921166
1348	0.6893388652
1349	0.6891913979
1350	0.6883903183
1351	0.6867474667
1352	0.6855494042
1353	0.6850963999
1354	0.6846715758
1355	0.6831642113
1356	0.6826145218
1357	0.6816936538
1358	0.6815743345
1359	0.6813764095
1360	0.6805936086
1361	0.6798664151
1362	0.6797722377
1363	0.6796401024
1364	0.6795151678
1365	0.6793417429
1366	0.6786104756
1367	0.6777122806
1368	0.67764129
1369	0.677610519
1370	0.677516903
1371	0.6766325497
1372	0.6764999645
1373	0.6757032024
1374	0.6754865339
1375	0.6748717037
1376	0.6740646518
1377	0.6733901684
1378	0.672487829
1379	0.6721646702
1380	0.6721487347
1381	0.6715772555
1382	0.6706218963
1383	0.6705880016
1384	0.6705597398
1385	0.6705381274
1386	0.6700526361
1387	0.6689982805
1388	0.6685534151
1389	0.6684122453
1390	0.6683471594
1391	0.6675349359
1392	0.6672186164
1393	0.6661311071
1394	0.6659037184
1395	0.665337676
1396	0.6649733949
1397	0.6642969132
1398	0.6637027518
1399	0.6632925684
1400	0.6628627172
1401	0.662712933
1402	0.6613696317
1403	0.661023116
1404	0.6603892827
1405	0.6601729859
1406	0.659983668
1407	0.659361411
1408	0.6584530721
1409	0.6580702149
1410	0.657616164
1411	0.6571732209
1412	0.6568451446
1413	0.6563190682
1414	0.6555852138
1415	0.6545808652
1416	0.6536785371
1417	0.653599707
1418	0.6528192206
1419	0.6523743129
1420	0.6523254948
1421	0.6516786177
1422	0.6515528085
1423	0.6514201715
1424	0.6513100783
1425	0.6504155123
1426	0.6501350781
1427	0.6497555781
1428	0.6497133018
1429	0.6495111293
1430	0.6492130641
1431	0.6487030279
1432	0.6471101578
1433	0.6468845707
1434	0.6462441857
1435	0.6456974617
1436	0.6454541848
1437	0.6452882561
1438	0.6447418137
1439	0.6440741889
1440	0.6439262371
1441	0.6437922998
1442	0.6436079308
1443	0.6435859868
1444	0.6432899875
1445	0.6429880554
1446	0.6423511571
1447	0.6423460483
1448	0.6413671593
1449	0.6408822082
1450	0.6394341977
1451	0.6391884774
1452	0.6390567394
1453	0.6379848647
1454	0.6379129472
1455	0.6374509521
1456	0.6368067712
1457	0.6360704498
1458	0.635983469
1459	0.6358826474
1460	0.6349063754
1461	0.6347892933
1462	0.6346659878
1463	0.6337779691
1464	0.6329829596
1465	0.6328382361
1466	0.6320938071
1467	0.6309542266
1468	0.6308643471
1469	0.63062844
1470	0.6296159364
1471	0.6295281129
1472	0.629410558
1473	0.6287092391
1474	0.6284716068
1475	0.628430502
1476	0.6277722212
1477	0.6271436629
1478	0.6268676832
1479	0.6262774478
1480	0.6255350104
1481	0.6253951695
1482	0.6245311454
1483	0.6244771303
1484	0.6237585264
1485	0.6227687041
1486	0.6222056318
1487	0.6214146241
1488	0.6205145753
1489	0.6199461598
1490	0.6196467098
1491	0.6191943087
1492	0.6184405956
1493	0.6172089689
1494	0.6160012497
1495	0.6159885374
1496	0.6156610445
1497	0.6151051237
1498	0.614506597
1499	0.6139578161
1500	0.6138023335
1501	0.6132730807
1502	0.6132529094
1503	0.6125742949
1504	0.6122912928
1505	0.6121310746
1506	0.6120203308
1507	0.6116568662
1508	0.6110804385
1509	0.6108714098
1510	0.610542113
1511	0.6096469249
1512	0.6090728155
1513	0.6084214297
1514	0.6078489984
1515	0.6074716796
1516	0.6070406785
1517	0.6069629583
1518	0.6067621921
1519	0.606065158
1520	0.6055948486
1521	0.6045366697
1522	0.6041618948
1523	0.6034418651
1524	0.6031635334
1525	0.6030053583
1526	0.602336237
1527	0.6023265751
1528	0.6022106779
1529	0.6021442236
1530	0.6019696687
1531	0.6011995878
1532	0.6002109181
1533	0.6001946202
1534	0.6001450629
1535	0.5993367298
1536	0.5991706166
1537	0.5985311435
1538	0.5985038686
1539	0.5980872153
1540	0.5978875524
1541	0.5977027614
1542	0.5973141129
1543	0.5972296542
1544	0.5971394635
1545	0.5966706029
1546	0.5964674434
1547	0.5964529945
1548	0.5960141453
1549	0.5950635119
1550	0.5940937791
1551	0.593641396
1552	0.5930698492
1553	0.5929733825
1554	0.5925255964
1555	0.5921096695
1556	0.5917306918
1557	0.5909317877
1558	0.5904778779
1559	0.589984191
1560	0.5893130393
1561	0.5891560181
1562	0.5891526344
1563	0.5891033935
1564	0.5891004152
1565	0.589086258
1566	0.5890740414
1567	0.5890578303
1568	0.5882657926
1569	0.5878985377
1570	0.5876918945
1571	0.5875617447
1572	0.5873128561
1573	0.5869704663
1574	0.586559559
1575	0.5864669167
1576	0.5863048018
1577	0.5861017765
1578	0.5860068665
1579	0.5857999161
1580	0.5849728679
1581	0.5846359754
1582	0.5842101195
1583	0.5838413421
1584	0.5838281441
1585	0.5837592643
1586	0.5828184298
1587	0.5825154045
1588	0.5823815109
1589	0.5823677733
1590	0.5820876388
1591	0.5817242695
1592	0.5813323691
1593	0.5811161206
1594	0.5805881017
