iter	Passed	Remaining
1631	106873	11001
1632	106923	10934
1633	106973	10867
1634	107024	10800
1635	107108	10737
1636	107203	10674
1637	107255	10607
1638	107312	10541
1639	107362	10474
1640	107411	10407
1641	107464	10340
1642	107535	10275
1643	107600	10210
1644	107717	10149
1645	107768	10082
1646	107817	10015
1647	107867	9948
1648	107923	9882
1649	107973	9815
1650	108023	9748
1651	108141	9688
1652	108201	9622
1653	108253	9555
1654	108308	9489
1655	108360	9422
1656	108416	9356
1657	108476	9290
1658	108532	9224
1659	108600	9159
1660	108663	9093
1661	108764	9031
1662	108831	8965
1663	108881	8898
1664	108932	8832
1665	108981	8765
1666	109031	8698
1667	109089	8632
1668	109139	8566
1669	109188	8499
1670	109246	8433
1671	109316	8368
1672	109389	8303
1673	109449	8238
1674	109502	8171
1675	109555	8105
1676	109608	8039
1677	109659	7972
1678	109721	7907
1679	109836	7845
1680	109902	7780
1681	109953	7713
1682	110003	7647
1683	110054	7580
1684	110105	7514
1685	110162	7448
1686	110220	7382
1687	110270	7316
1688	110357	7252
1689	110423	7187
1690	110474	7121
1691	110523	7054
1692	110581	6988
1693	110634	6922
1694	110684	6856
1695	110734	6790
1696	110793	6724
1697	110900	6661
1698	110952	6595
1699	111001	6529
1700	111051	6463
1701	111101	6397
1702	111150	6330
1703	111212	6265
1704	111324	6202
1705	111376	6136
1706	111430	6070
1707	111481	6004
1708	111533	5938
1709	111584	5872
1710	111640	5807
1711	111695	5741
1712	111761	5676
1713	111817	5610
1714	111879	5545
1715	111935	5479
1716	112023	5415
1717	112094	5350
1718	112147	5284
1719	112197	5218
1720	112249	5152
1721	112366	5089
1722	112424	5024
1723	112474	4958
1724	112525	4892
1725	112586	4827
1726	112636	4761
1727	112687	4695
1728	112737	4629
1729	112790	4563
1730	112843	4498
1731	112895	4432
1732	112947	4366
1733	112996	4300
1734	113101	4237
1735	113153	4171
1736	113203	4105
1737	113256	4040
1738	113309	3974
1739	113368	3909
1740	113456	3844
1741	113534	3780
1742	113595	3714
1743	113645	3649
1744	113694	3583
1745	113744	3517
1746	113798	3452
1747	113849	3386
1748	113897	3321
1749	113961	3256
1750	114035	3191
1751	114100	3126
1752	114149	3060
1753	114198	2994
1754	114248	2929
1755	114305	2864
1756	114357	2798
1757	114408	2733
1758	114467	2668
1759	114555	2603
1760	114607	2538
1761	114659	2472
1762	114717	2407
1763	114788	2342
1764	114848	2277
1765	114906	2212
1766	114969	2147
1767	115034	2082
1768	115110	2017
1769	115203	1952
1770	115258	1887
1771	115310	1822
1772	115359	1756
1773	115408	1691
1774	115490	1626
1775	115542	1561
1776	115591	1496
1777	115708	1431
1778	115774	1366
1779	115828	1301
1780	115877	1236
1781	115935	1171
1782	115987	1105
1783	116038	1040
1784	116088	975
1785	116157	910
1786	116250	845
1787	116341	780
1788	116393	715
1789	116443	650
1790	116495	585
1791	116547	520
1792	116598	455
1793	116648	390
1794	116699	325
1795	116759	260
1796	116890	195
1797	116946	130
1798	116998	65
1799	117060	0
