X좌표,Y좌표,대지위치,시군구코드,법정동코드,대지구분코드,번,지,사업장명,관리건축물대장PK,도로명대지위치,연면적(㎡),구조코드,기타구조,주용도코드,기타용도,지상층수,지하층수,사용승인일,허가일,승용승강기수,비상용승강기수,내진설계적용여부,소방청_매칭상태,소방청_스프링클러(AV)설치여부,소방청_간이스프링클러(AV)설치여부,소방청_대상물명,소방청_지번주소_매칭,소방청_도로명주소_매칭,소방청_매칭방식,소방청_매칭점수,후보개수,후보미리보기
193599.722243995,450582.835698566,서울특별시 마포구 동교동 175-2번지,11440,12100,0,175,2,비아르떼,1015122104,서울특별시 마포구 신촌로4길 10 (동교동),246.99,21.0,철근콘크리트조,01000,"단독주택, 근린생활시설, 관광숙박시설",2,1,19900830.0,19900222.0,0,0,0.0,주소만일치_복수후보,,,,,,,,2,비아르떼 호스텔 / 서울특별시 마포구 동교동 175-2번지 / 서울특별시 마포구 신촌로4길 10 (동교동) | (주)비아르떼건물 / 서울특별시 마포구 동교동 175-2번지 / 서울특별시 마포구 신촌로4길 10 (동교동)
198960.78841787,451897.183587236,서울특별시 종로구 관수동 14-1번지,11110,15500,0,14,1,호텔더디자이너스 종로,10021100196363,서울특별시 종로구 수표로 89-8 (관수동),1404.12,21.0,철근콘크리트구조,15000,숙박시설,10,2,20131107.0,20130430.0,1,0,1.0,주소만일치_복수후보,,,,,,,,2,호텔더디자이너스 / 서울특별시 종로구 관수동 14-1번지 / 서울특별시 종로구 수표로 89-8 (관수동) | 호텔더디자이너스 종로B / 서울특별시 종로구 관수동 14-1번지 / 서울특별시 종로구 수표로 89-8 (관수동)
191982.613337632,446255.10904293,서울특별시 영등포구 영등포동3가 2-3번지,11560,10400,0,2,3,호텔야자(YaJa) 영등포점,102014258,서울특별시 영등포구 영중로10길 43 (영등포동3가),1820.07,21.0,철근콘크리트구조,15000,숙박시설,10,1,20031027.0,20020123.0,1,0,1.0,주소만일치_복수후보,,,,,,,,2,호텔야자(구.리츠호텔(몰리브) / 서울특별시 영등포구 영등포동3가 2-3번지 / 서울특별시 영등포구 영중로10길 43 (영등포동3가) | H-AVENUE HOTEL / 서울특별시 영등포구 영등포동3가 23번지 / 서울특별시 영등포구 영중로10길 32-3 (영등포동3가)
191867.802894893,446236.821970936,서울특별시 영등포구 영등포동3가 23번지,11560,10400,0,23,0,H-AVENUE,1000000000000001955519,서울특별시 영등포구 영중로10길 32-3 (영등포동3가),4982.87,21.0,철근콘크리트구조,15000,숙박시설,13,2,20230620.0,20201022.0,3,0,1.0,주소만일치_복수후보,,,,,,,,2,호텔야자(구.리츠호텔(몰리브) / 서울특별시 영등포구 영등포동3가 2-3번지 / 서울특별시 영등포구 영중로10길 43 (영등포동3가) | H-AVENUE HOTEL / 서울특별시 영등포구 영등포동3가 23번지 / 서울특별시 영등포구 영중로10길 32-3 (영등포동3가)
