useAprvYmd,frspnSprklHYn,bildSn,sprklAvYn,bassAdres,ctpvNm,sggNm,dongNm,sprklHYn,frspnSprklAvYn,spskHYn,objNm,spskAvYn,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,매핑방법
20040714,N,11000000118612,N,서울특별시 중구 광희동1가,서울특별시,중구,광희동1가,N,N,N,트리쉐이드호텔,N,서울특별시 중구 광희동1가 150-5번지,11140,14500,0,0150,0005,1003110009,1,일반,2,일반건축물,서울특별시 중구 마른내로 159-14 (광희동1가),트리쉐이드호텔,,,,7,111403101002,14503,0,159,14,,0,주건축물,455.49,265.15,58.21,1572.53,1342.92,294.83,21,철근콘크리트구조,"철근콘크리트조,조적조",15000,숙박시설,"숙박시설,공장",10,(철근)콘크리트,콘크리트스라브,0,0,17.4,6,1,0,0,0,0,0,0,0,0,0,0,0,3,34.5,19910615,,19920124,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20040727,N,11000000118628,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,렉시호텔,N,서울특별시 강남구 역삼동 735-27번지,11680,10100,0,0735,0027,1024117871,1,일반,2,일반건축물,서울특별시 강남구 테헤란로16길 11 (역삼동),렉시호텔,,,,0,116804166720,10101,0,11,0,,0,주건축물,318.4,188.02,59.05,1995.55,1700.28,534.01,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,90,기타지붕,"기타지붕,평스라브",0,0,30.8,10,1,2,0,0,0,1995.55,8,210,0,0,0,0,0,0,20030710,20030826,20040727,2003,3220088,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20041129,N,11000000120450,N,서울특별시 송파구 삼전동,서울특별시,송파구,삼전동,N,N,Y,호텔인피니,Y,서울특별시 송파구 삼전동 180-3번지,11710,10600,0,0180,0003,1025116398,1,일반,2,일반건축물,서울특별시 송파구 백제고분로 268 (삼전동),호텔인피니,,,,0,117103123006,10604,0,268,0,,0,주건축물,402.5,220.55,54.8,1463.34,1168.89,290.41,21,철근콘크리트구조,철근콘크리트구조외1,15000,숙박시설,숙박시설,10,(철근)콘크리트,평슬라브,0,0,33.65,8,1,1,0,0,0,1463.34,18,0,0,0,0,0,1,12,20030626,20030630,20041129,2003,,,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
19840724,N,11000000120707,N,서울특별시 종로구 숭인동,서울특별시,종로구,숭인동,N,N,N,카라모텔,N,서울특별시 종로구 숭인동 200-23번지,11110,17500,0,0200,0023,100214210,1,일반,2,일반건축물,서울특별시 종로구 난계로29길 62 (숭인동),카라모텔,,,,0,111104100030,17501,0,62,0,카라모텔,0,주건축물,172.2,99.96,58.05,626.28,486.54,282.54,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설,10,(철근)콘크리트,(철근)콘크리트,0,0,15.3,5,1,0,0,0,0,626.28,0,0,0,0,3,13.26,0,0,19831223,,19840724,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20040119,N,11000000120949,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,Y,구암빌딩,Y,서울특별시 강남구 삼성동 157-15번지,11680,10500,0,0157,0015,102419135,1,일반,2,일반건축물,서울특별시 강남구 테헤란로81길 22 (삼성동),구암빌딩,,,,0,116804166760,10501,0,22,0,,0,주건축물,491.2,276.7,56.33,1998.54,1690.71,344.2,21,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,(철근)콘크리트,0,0,29.6,7,1,1,0,0,0,1998.54,0,0,0,0,0,0,7,0,20030205,20030512,20040119,2003,3220088,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20050105,N,11000000121242,N,서울특별시 강남구 대치동,서울특별시,강남구,대치동,N,N,N,서원빌딩,N,서울특별시 강남구 대치동 891-34번지,11680,10600,0,0891,0034,1024115540,1,일반,2,일반건축물,서울특별시 강남구 선릉로90길 62 (대치동),서원빌딩,,,,0,116804166499,10601,0,62,,,0,주건축물,234.9,140,59.6,1492.3,1360.58,579.22,21,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,"근린생활시설,업무시설,숙박시설",10,(철근)콘크리트,(철근)콘크리트,0,0,29.9,10,1,1,0,0,0,1492.3,8,131.72,0,0,0,0,0,0,20040422,20040503,20050115,2004,3220088,건축과,1101,신축허가,0,,0,0,,0,,0,20250420,1,,구+동+건물명
20050513,N,11000000122165,N,서울특별시 마포구 합정동,서울특별시,마포구,합정동,Y,N,N,호텔써클,N,서울특별시 마포구 합정동 382-17번지,11440,12200,0,0382,0017,1015123278,1,일반,2,일반건축물,서울특별시 마포구 양화로 15 (합정동),호텔써클,,,,0,114403113014,12203,0,15,,,0,주건축물,314.85,179.79,57.1,2017.38,1504.56,477.87,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광호텔),10,(철근)콘크리트,(철근)콘크리트,0,0,35.2,9,3,1,0,0,0,2017.38,8,288.95,0,0,0,0,0,0,20021113,20040216,20050513,2002,,,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20050825,N,11000000123161,Y,서울특별시 중구 을지로5가,서울특별시,중구,을지로5가,Y,N,N,대성을지로오피스텔(웨스턴코업),N,서울특별시 중구 을지로5가 77-2번지,11140,15100,0,0077,0002,1003111982,2,집합,3,표제부,서울특별시 중구 을지로 228 (을지로5가),대성을지로오피스텔,,,,7,111403101006,15107,0,228,,대성을지로오피스텔,0,주건축물,1472.14,802.49,54.5118,13222.02,9642.88,655.0246,21,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"근린생활시설,일반숙박시설",10,(철근)콘크리트,철근콘크리트 평슬라브,150,0,50.6,14,4,1,1,0,0,13222.02,0,0,0,0,54,2580.44,0,0,20030127,20031025,20050825,,,,,,95,,0,0,,0,,0,20220813,1,,구+동+건물명
20060303,N,11000000124845,Y,서울특별시 중구 을지로5가,서울특별시,중구,을지로5가,Y,N,N,라마다 서울동대문(극동스타클래스),N,서울특별시 중구 을지로5가 275-3번지,11140,15100,0,0275,0003,1003111986,1,일반,2,일반건축물,서울특별시 중구 동호로 354 (을지로5가),라마다서울동대문,,,,17,111403005001,15105,0,354,,,0,주건축물,1260.2,755.23,59.93,12469.35,8652.61,686.61,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,관광숙박시설,10,(철근)콘크리트,(철근)콘크리트,16,0,61.8,13,4,2,1,0,0,12469.35,0,0,0,0,41,2446.25,0,0,20031113,20040402,20060303,,,,,,141,,0,0,,0,,0,20220813,1,,구+동+건물명
20060703,N,11000000125749,Y,서울특별시 중구 순화동,서울특별시,중구,순화동,Y,N,N,프레이저 플레이스 센트럴 서울(순화동),N,서울특별시 중구 순화동 214번지,11140,16800,0,0214,0000,1003124676,1,일반,2,일반건축물,서울특별시 중구 통일로 78 (순화동),프레이저플레이스센트럴서울,,,,1,111403000008,16804,0,78,,,0,주건축물,2401.7,1305.3838,54345,34332.14,25432.45,1061.94,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,241,89.6,23,5,4,1,0,0,34322.14,0,0,0,0,78,5660.471,0,0,20000915,20020308,20060703,2000,3010077,도심재개발기획단,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20060720,N,11000000125828,Y,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,Y,N,N,신촌센트럴코업레지던스(신촌까사빌호텔),N,서울특별시 마포구 노고산동 57-26번지,11440,11000,0,0057,0026,1015115150,2,집합,3,표제부,서울특별시 마포구 서강로 137 (노고산동),신촌센트럴코업레지던스,,,,4,114403113010,11001,0,137,,,0,주건축물,1123.9,668.59,59.49,12883.04,8656.12,770.19,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,가족호텔,10,(철근)콘크리트,(철근)콘크리트평슬래브,0,0,52.65,15,5,0,2,0,0,12883.04,0,0,0,0,49,0,0,0,20031226,20040701,20060720,,,,,,39,,0,0,,0,,0,20220813,0,,구+동+건물명
20070509,N,11000000128104,N,서울특별시 종로구 효제동,서울특별시,종로구,효제동,N,N,N,청원NEST,N,서울특별시 종로구 효제동 197-6번지,11110,16200,0,0197,0006,1002126134,1,일반,2,일반건축물,서울특별시 종로구 종로35가길 7-3 (효제동),청원NEST,,,,2,111104100325,16201,0,7,3,,0,주건축물,321.66,178.35,55.45,1326.99,1055.28,328.07,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설(여관),10,(철근)콘크리트,(철근)콘크리트,0,0,20.9,7,1,1,0,0,0,1326.99,0,0,0,0,1,12.5,0,0,20021102,20060610,20070509,2002,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20071214,N,11000000129851,N,서울특별시 마포구 공덕동,서울특별시,마포구,공덕동,N,N,N,용진빌딩(파리바겟트),N,서울특별시 마포구 공덕동 384-19번지,11440,10200,0,0384,0019,101517231,1,일반,2,일반건축물,서울특별시 마포구 마포대로7길 11 (공덕동),용진빌딩,,,,2,114404139169,10201,0,11,,,0,주건축물,253,126.4,49.96,815.08,631.69,249.68,21,철근콘크리트구조,철근콘크리트구조,03000,제1종근린생활시설,"제1,2종근린생활시설",10,(철근)콘크리트,(철근)콘크리트평슬라브,0,0,21.4,6,1,1,0,0,0,815.08,0,0,0,0,0,0,6,69,20051222,20070330,20071214,2005,,,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20071207,N,11000000130000,N,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,N,N,N,퍼니모텔,N,서울특별시 송파구 잠실동 181-12번지,11710,10100,0,0181,0012,102517615,1,일반,2,일반건축물,서울특별시 송파구 올림픽로12길 4-14 (잠실동),퍼니모텔,,,,0,117104169427,10101,0,4,14,,0,주건축물,213.4,127.9,59.93,1214.41,1015.47,475.85,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,0,29.5,10,1,1,0,0,0,1214.41,0,0,0,0,5,70.93,0,0,20051226,20070320,20071207,2005,3230091,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20080626,N,11000000132050,N,서울특별시 강남구 논현동,서울특별시,강남구,논현동,N,N,Y,앤샵2빌딩,Y,서울특별시 강남구 논현동 18-1번지,11680,10800,0,0018,0001,10241100185507,1,일반,2,일반건축물,서울특별시 강남구 강남대로146길 6 (논현동),앤샵2 빌딩,,,,0,116804166019,10801,0,6,,,0,주건축물,334.1,166.92,49.96,1086.22,822.77,246.26,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평슬라브,0,0,20.5,6,1,0,0,0,0,1086.22,0,0,0,0,8,237.52,2,23,20070919,20071026,20080626,,,,,,0,,0,0,,0,,0,20251126,1,,구+동+건물명
20081203,N,11000000135509,N,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,N,N,N,에스베네스트1(구.봄호텔),N,서울특별시 송파구 잠실동 176-1번지,11710,10100,0,0176,0001,10251100190542,1,일반,2,일반건축물,서울특별시 송파구 백제고분로7길 3-16 (잠실동),에스베네스트1,,,,0,117104169204,10101,0,3,16,,0,주건축물,259.5,154.47,59.53,1394.99,1245.14,479.82,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,(철근)콘크리트평스라브,0,0,25.7,9,1,1,0,0,0,1394.99,6,105.57,0,0,0,0,0,0,20060517,20080517,20081203,2006,3230091,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20091105,N,11000000138183,Y,서울특별시 서초구 서초동,서울특별시,서초구,서초동,N,N,N,아르누보씨티2,N,서울특별시 서초구 서초동 1330-4번지,11650,10800,0,1330,0004,10231100191651,2,집합,3,표제부,서울특별시 서초구 서초대로74길 49 (서초동),아르누보씨티 2,,,,1,116504163433,10801,0,49,,,0,주건축물,1657.1,992.1,59.87,21132.81,11279.86,680.7,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(생활숙박시설),10,(철근)콘크리트,(철근)콘크리트,0,0,39.97,12,7,2,0,0,0,21132.81,0,0,0,0,118,5541.41,0,0,20040504,20060503,20091105,2004,3210081,건축과,1101,신축허가,204,,0,0,,0,,0,20220813,0,,구+동+건물명
20091030,N,11000000139335,N,서울특별시 서초구 방배동,서울특별시,서초구,방배동,N,N,N,강남하우스,N,서울특별시 서초구 방배동 927-24번지,11650,10100,0,0927,0024,10231100191552,2,집합,3,표제부,서울특별시 서초구 효령로29길 65 (방배동),강남하우스,,,,0,116504163630,10101,0,65,,,0,주건축물,240.9,143.22,59.45,541.48,541.48,224.77,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,근린생활시설 및 다세대주택(16세대),10,(철근)콘크리트,평스라브,16,0,14.3,5,0,1,0,0,0,541.48,0,0,0,0,0,0,8,92,20080808,20090403,20091030,2008,3210134,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20100427,N,11000000140851,Y,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,Y,N,N,동양빌딩(이상길건물),N,서울특별시 중구 충무로2가 12-27번지,11140,12500,0,0012,0027,10031100199592,1,일반,2,일반건축물,서울특별시 중구 명동8가길 47 (충무로2가),동양빌딩,,,,0,111404103160,12501,0,47,,,0,주건축물,286.6,228.14,79.6,2007.28,1819.87,634.99,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,"근린생활시설, 숙박시설",90,기타지붕,평슬라브,0,0,24.95,8,1,1,0,0,0,2007.28,0,0,0,0,0,0,0,0,20081216,20090626,20100427,2008,3010075,건축과,1101,신축허가,0,,0,0,,0,,0,20250611,1,,구+동+건물명
20110525,N,11000000145475,N,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,N,N,N,Y호텔,N,서울특별시 마포구 노고산동 106-46번지,11440,11000,0,0106,0046,10151100198792,1,일반,2,일반건축물,서울특별시 마포구 서강로20길 24 (노고산동),Y호텔,,,,2,114404139296,11001,0,24,0,,0,주건축물,236.4,140.77,59.55,1479.2,1306.26,552.56,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,0,32.37,10,2,1,0,0,0,1479.2,0,0,0,0,1,86.46,0,0,20100526,20100806,20110525,2010,3130085,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20110728,N,11000000145674,Y,서울특별시 마포구 도화동,서울특별시,마포구,도화동,Y,N,N,자람빌딩(경찰공제회),N,서울특별시 마포구 도화동 566번지,11440,10400,0,0566,0000,10151100199830,1,일반,2,일반건축물,서울특별시 마포구 마포대로 78 (도화동),자람빌딩,,,,0,114402113001,10403,0,78,,,0,주건축물,2241.7,1304.2,58.18,34474.35,20092.5,896.31,21,철근콘크리트구조,"철근콘크리트구조,철골철근콘크리트구조",14000,업무시설,"업무시설, 근린생활시설",90,기타지붕,평지붕,0,0,91.5,20,8,4,3,0,0,34474.35,0,0,0,0,235,11038.44,0,0,20071101,20081007,20110728,,,,,,0,,0,66.3,,0,,0,20220813,1,,구+동+건물명
20110902,N,11000000146374,Y,서울특별시 마포구 노고산동,서울특별시,마포구,노고산동,Y,N,Y,백산빌딩,Y,서울특별시 마포구 노고산동 56-7번지,11440,11000,0,0056,0007,10151100200279,1,일반,2,일반건축물,서울특별시 마포구 신촌로16길 34 (노고산동),백산빌딩,,,,0,114404139395,11001,0,34,,,0,주건축물,345.1,205.73,59.61,1441.49,1178.04,341.36,21,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,제1.2종근린생활시설,10,(철근)콘크리트,평스라브,0,0,25.5,7,1,1,0,0,0,1441.49,0,0,0,0,0,0,1,12,20101104,20101126,20110902,2010,3130085,건축과,1101,신축허가,0,,0,0,,0,,0,20250117,1,,구+동+건물명
20110919,N,11000000146791,Y,서울특별시 마포구 상암동,서울특별시,마포구,상암동,Y,N,N,스탠포드호텔코리아,N,서울특별시 마포구 상암동 1587번지,11440,12700,0,1587,0000,10151100201289,1,일반,2,일반건축물,서울특별시 마포구 월드컵북로58길 15 (상암동),스탠포드호텔코리아,,,,0,114404139675,12701,0,15,,,0,주건축물,3407.1,2007.78,58.93,26300.82,13593.05,398.96,21,철근콘크리트구조,(라멘조+ 벽식),15000,숙박시설,"관광숙박시설, 근린생활시설",10,(철근)콘크리트,철근콘크리트,0,0,50.45,12,5,3,1,0,0,26278.31,0,0,0,0,169,8357.92,0,0,20081015,20081027,20110919,2008,3130085,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20120213,N,11000000149350,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔팝2,N,서울특별시 종로구 낙원동 185-1번지,11110,13700,0,0185,0001,10021100191607,1,일반,2,일반건축물,서울특별시 종로구 수표로22길 14 (낙원동),호텔팝2,,,,0,111104100196,13701,0,14,0,,0,주건축물,112.4,67.41,59.97,407.45,303.73,270.22,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평슬라브,0,0,17.6,5,1,1,0,0,0,407.45,0,0,0,0,1,33.32,0,0,20110309,20110412,20120213,2011,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20120320,N,11000000149544,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔팝3,N,서울특별시 종로구 낙원동 184번지,11110,13700,0,0184,0000,10021100191789,1,일반,2,일반건축물,서울특별시 종로구 수표로22길 10 (낙원동),호텔팝3,,,,0,111104100196,13701,0,10,,,0,주건축물,128.32,76.08,59.29,457.05,339.36,264.46,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평슬라브,0,0,19.4,5,1,1,0,0,0,457.05,0,0,0,0,1,20.88,0,0,20110414,20110524,20120320,2011,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20120907,N,11000000151327,N,서울특별시 종로구 익선동,서울특별시,종로구,익선동,N,N,N,종로원,Y,서울특별시 종로구 익선동 29번지,11110,13300,0,0029,0000,10021100192667,1,일반,2,일반건축물,서울특별시 종로구 돈화문로11나길 59 (익선동),종로원,,,,0,111104100052,13301,0,59,,,0,주건축물,173,103.66,59.92,1020.21,856.81,495.27,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,1,27.8,9,1,1,0,0,0,1020.21,0,0,0,0,2,0,0,0,20111212,20120105,20120907,2011,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20120917,N,11000000151450,N,서울특별시 종로구 익선동,서울특별시,종로구,익선동,N,N,Y,아이콘호텔,Y,서울특별시 종로구 익선동 33-24번지,11110,13300,0,0033,0024,10021100192707,1,일반,2,일반건축물,서울특별시 종로구 삼일대로32가길 20 (익선동),아이콘호텔,,,,0,111104100146,13301,0,20,0,,0,주건축물,160.3,94.17,58.75,860.92,738.38,460.62,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,제2종근린생활시설,10,(철근)콘크리트,평슬라브,1,0,28.25,9,1,1,0,0,0,860.92,0,0,0,0,1,24.27,1,11.5,20111017,20120221,20120917,2011,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20121206,N,11000000152317,Y,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,Y,N,N,파로스관광호텔,N,서울특별시 송파구 잠실동 180번지,11710,10100,0,0180,0000,10251100246191,1,일반,2,일반건축물,서울특별시 송파구 올림픽로10길 5 (잠실동),파로스관광호텔,,,,0,117104169426,10101,0,5,,,0,주건축물,397.7,237.72,59.77,4485.52,3102.99,780.23,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광호텔) 외 1,10,(철근)콘크리트,(철근)콘크리트,0,0,49.9,14,5,2,0,0,0,4485.52,15,0,0,0,0,0,1,0,20090701,20100325,20121206,2009,3230165,건축과,1101,신축허가,0,,0,64,,0,,0,20220813,0,,구+동+건물명
20130222,N,11000000153026,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,호텔그라모스,N,서울특별시 강남구 역삼동 677-21번지,11680,10100,0,0677,0021,10241100218609,1,일반,2,일반건축물,서울특별시 강남구 테헤란로33길 6-5 (역삼동),호텔그라모스,,,,0,116804166734,10101,0,6,5,,0,주건축물,331.1,194.76,58.82,1996.4,1697.06,512.55,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,관광호텔(42실) 및 근린생활시설,10,(철근)콘크리트,평슬라브,0,0,33.89,10,2,1,0,0,0,1996.4,0,0,0,0,0,0,2,75.81,20111025,20120216,20130222,2011,3220175,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20130122,N,11000000153079,Y,서울특별시 마포구 서교동,서울특별시,마포구,서교동,Y,N,N,호텔 더 디자이너스 홍대,N,서울특별시 마포구 서교동 373-9번지,11440,12000,0,0373,0009,10151100211201,1,일반,2,일반건축물,서울특별시 마포구 양화로 86 (서교동),호텔 더 디자이너스 홍대,,,,0,114403113014,12001,0,86,0,,0,주건축물,659.2,259.29,39.33,3868.38,2603.81,395,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광호텔),10,(철근)콘크리트,(철근)콘크리트,0,0,56.61,15,3,1,1,0,0,3868.38,32,423.61,0,0,0,0,1,16.5,20110315,20110819,20130122,2011,3130085,건축과,1101,신축허가,0,,0,61.9,,0,,0,20220813,1,,구+동+건물명
20130430,N,11000000153472,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,디엔에스리치빌(강덕환 외3인 건물),N,서울특별시 강남구 역삼동 677-8번지,11680,10100,0,0677,0008,10241100219509,2,집합,3,표제부,서울특별시 강남구 테헤란로37길 13-8 (역삼동),디엔에스리치빌,,,,0,116804166736,10101,0,13,8,주건축물제1동,0,주건축물,338.2,201.22,59.5,2967.31,2364.88,699.25,21,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"도시형생활주택, 업무시설, 관광숙발시설",10,(철근)콘크리트,평스라브,49,0,38.25,13,3,1,0,0,0,2967.31,19,0,0,0,0,0,1,0,20100915,20110714,20130430,2010,3220175,건축과,1101,신축허가,19,,0,0,,0,,0,20220813,1,,구+동+건물명
20130626,N,11000000153995,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,호텔컬리넌역삼,N,서울특별시 강남구 역삼동 720-23번지,11680,10100,0,0720,0023,10241100221069,1,일반,2,일반건축물,서울특별시 강남구 언주로87길 11 (역삼동),호텔컬리넌역삼,,,,0,116804166620,10101,0,11,0,주건축물제1동,0,주건축물,329.5,197.53,59.95,1999.26,1800.5,546.43,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,(철근)콘크리트,0,0,36.5,10,1,2,0,0,0,1999.26,8,0,0,0,0,0,0,0,20120510,20121001,20130626,2012,3220175,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20130816,N,11000000154446,Y,서울특별시 송파구 석촌동,서울특별시,송파구,석촌동,Y,N,N,로사나관광호텔,N,서울특별시 송파구 석촌동 1-7번지,11710,10500,0,0001,0007,10251100453887,1,일반,2,일반건축물,서울특별시 송파구 삼학사로 98 (석촌동),로사나관광호텔,,,,0,117103123008,10502,0,98,,,0,주건축물,741,393.798,53.14,5798.253,3560.628,480.51,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광호텔)외 2,10,(철근)콘크리트,평스라브,0,0,59.9,14,4,3,1,0,0,5798.253,72,50.962,0,0,2,46.86,0,0,20101210,20110510,20130816,2010,3230165,건축과,1101,신축허가,0,,0,0,,0,,0,20230215,0,,구+동+건물명
20130917,N,11000000154674,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,아이엠티호텔,N,서울특별시 종로구 관수동 140번지,11110,15500,0,0140,0000,10021100196047,1,일반,2,일반건축물,서울특별시 종로구 수표로18가길 8 (관수동),아이엠티호텔,,,,0,111104100193,15501,0,8,0,,0,주건축물,217.2,129.96,59.83,1285.64,1209.7,556.95,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평슬래브,0,0,28.5,10,1,1,0,0,0,1285.64,0,0,0,0,0,0,0,0,20120130,20120809,20130917,2012,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20131107,N,11000000155187,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,호텔더디자이너스,N,서울특별시 종로구 관수동 14-1번지,11110,15500,0,0014,0001,10021100196363,1,일반,2,일반건축물,서울특별시 종로구 수표로 89-8 (관수동),호텔 더 디자이너스,,,,0,111103005006,15503,0,89,8,,0,주건축물,216.6,126.21,58.27,1404.12,1148.68,530.32,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,0,29.7,10,2,1,0,0,0,1404.12,0,0,0,0,1,16.5,0,0,20130430,20130504,20131107,2013,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20131107,N,11000000155187,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,N,N,N,호텔더디자이너스,N,서울특별시 종로구 관수동 14-9번지,11110,15500,0,0014,0009,10021100196362,1,일반,2,일반건축물,서울특별시 종로구 수표로 89-6 (관수동),호텔 더 디자이너스,,,,2,111103005006,15503,0,89,6,,0,주건축물,247.8,145.4,58.68,1546.59,1329.49,536.52,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,0,29.7,10,2,1,0,0,0,1546.59,0,0,0,0,1,16.5,0,0,20121224,20130109,20131107,2012,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
