useAprvYmd,frspnSprklHYn,bildSn,sprklAvYn,bassAdres,ctpvNm,sggNm,dongNm,sprklHYn,frspnSprklAvYn,spskHYn,objNm,spskAvYn,대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력,매핑방법
19890123,N,11000000050741,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,호텔 소울하다(구. 벨 관광호텔),N,서울특별시 강남구 역삼동 823-43번지,11680,10100,0,0823,0043,1024120352,1,일반,2,일반건축물,서울특별시 강남구 테헤란로10길 5 (역삼동),호텔 소울하다,,,,0,116804166714,10101,0,5,,,0,주건축물,457.9,266.72,58.248525,1998.5,1713.92,374.30006,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,관광숙박시설(관광호텔),10,(철근)콘크리트,슬라브,0,0,24.1,8,1,2,0,0,0,1998.5,0,0,7,67.98,0,0,0,0,19880701,,19890123,,,,,,0,,0,0,,0,,0,20230721,0,,구+동+건물명
19890309,N,11000000051192,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔 라와,N,서울특별시 종로구 낙원동 135-1번지,11110,13700,0,0135,0001,1002126759,1,일반,2,일반건축물,서울특별시 종로구 수표로26길 3 (낙원동),호텔 라와,,,,0,111104100197,13701,0,3,0,,0,주건축물,324.6,145.95,44.96,1070.26,874.92,269.54,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"숙박시설, 근린생활시설",10,(철근)콘크리트,평스라브,0,0,0,6,1,1,0,0,0,1070.26,0,0,0,0,0,0,4,0,19880422,,19890309,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
19890923,N,11000000053233,N,서울특별시 종로구 창신동,서울특별시,종로구,창신동,N,N,Y,선일빌딩,Y,서울특별시 종로구 창신동 464-6번지,11110,17400,0,0464,0006,100212148,1,일반,2,일반건축물,서울특별시 종로구 종로 294 (창신동),선일빌딩,,,,0,111103100013,17413,0,294,0,,0,주건축물,547.1,357.55,65.35,2300.46,1780.22,325.39,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"근린생활시설, 판매및영업시설",10,(철근)콘크리트,평슬라브,0,0,20.9,5,2,1,0,0,0,2300.46,0,0,0,0,0,0,2,25,19880408,,19890923,,,,,,0,,0,0,,0,,0,20260103,0,,구+동+건물명
19900215,N,11000000056835,Y,서울특별시 중구 충무로3가,서울특별시,중구,충무로3가,Y,N,Y,트레블로지 명동남산 호텔,N,서울특별시 중구 충무로3가 58-8번지,11140,15800,0,0058,0008,1003114150,1,일반,2,일반건축물,서울특별시 중구 수표로 16 (충무로3가),트레블로지 명동 남산 호텔,,,,2,111403005006,15806,0,16,0,,0,주건축물,502.5,357,71.04,5163.73,4307.61,857.24,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,관광숙박시설,10,(철근)콘크리트,평스라브,0,0,43.1,13,3,2,0,0,0,5163.73,0,0,0,0,2,36.31,0,0,19890214,,19900215,,,,,,0,,0,0,,0,,0,20240716,1,,구+동+건물명
19900508,N,11000000057891,N,서울특별시 종로구 효제동,서울특별시,종로구,효제동,N,N,N,백제장여관,N,서울특별시 종로구 효제동 179-2번지,11110,16200,0,0179,0002,1002129413,1,일반,2,일반건축물,서울특별시 종로구 대학로2길 49-2 (효제동),백제장여관,,,,0,111104100038,16201,0,49,2,,0,주건축물,279.01,127.07,45.54,729.21,607.56,217.76,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평슬라브,0,0,15.6,6,1,1,0,0,0,729.21,0,0,2,28.6,0,0,3,34.5,19890410,1990    ,19900508,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19900601,N,11000000058253,N,서울특별시 강남구 논현동,서울특별시,강남구,논현동,N,N,N,왈츠호텔,N,서울특별시 강남구 논현동 201-5번지,11680,10800,0,0201,0005,1024111497,1,일반,2,일반건축물,서울특별시 강남구 강남대로112길 20 (논현동),왈츠호텔,,,,0,116804166006,10801,0,20,,,0,주건축물,366.4,180.9,49.37,1264.05,1005.57,274.45,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,관광숙박시설(소형호텔),10,(철근)콘크리트,슬라브,0,0,19.05,6,1,1,0,0,0,1264.05,0,0,5,0,0,0,3,0,19890925,,19900609,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19900814,N,11000000059359,N,서울특별시 중구 명동2가,서울특별시,중구,명동2가,N,N,N,"명광빌딩(구,명동사우나)",N,서울특별시 중구 명동2가 2-7번지,11140,12700,0,0002,0007,100315143,1,일반,2,일반건축물,서울특별시 중구 명동10길 7-7 (명동2가),명광빌딩,,,,0,111404103151,12702,0,7,7,,0,주건축물,203.68,138.43,67.96,892.46,692.15,339.82,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"근린생활시설,숙박시설",10,(철근)콘크리트,평슬라브,0,0,19.475,5,2,1,0,0,0,810.86,0,0,0,0,0,0,0,0,,,19901018,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
19900918,N,11000000059849,Y,서울특별시 종로구 평창동,서울특별시,종로구,평창동,Y,N,N,킴스관광호텔,N,서울특별시 종로구 평창동 66-50번지,11110,18300,0,0066,0050,1002129207,1,일반,2,일반건축물,서울특별시 종로구 평창문화로 136 (평창동),킴스관광호텔,,,,0,111103100023,18301,0,136,0,,0,주건축물,2667,594.55,22.292838,3170.38,1917.32,71.890513,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설(관광호텔),10,(철근)콘크리트,평스라브,0,0,12.8,4,2,1,0,0,0,3170.38,0,0,0,0,0,0,34,1144.25,19880601,19880701,19900918,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
19910824,N,11000000065773,Y,서울특별시 중구 충무로4가,서울특별시,중구,충무로4가,Y,N,N,기종빌딩,N,서울특별시 중구 충무로4가 148-1번지,11140,13200,0,0148,0001,100316219,2,집합,3,표제부,서울특별시 중구 퇴계로37길 14 (충무로4가),기종빌딩,,,,0,111404103345,13201,0,14,,,0,주건축물,1089.5,484.14,44.44,5335.85,4575.6,419.97,21,철근콘크리트구조,철근콘크리트,04000,제2종근린생활시설,"업무시설, 근린생활시설",10,(철근)콘크리트,평스라브,0,0,40.75,10,1,1,0,0,0,5335.85,12,0,0,0,2,0,11,0,19900605,,19910824,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19921201,N,11000000073366,N,서울특별시 종로구 관철동,서울특별시,종로구,관철동,N,N,Y,금옥빌딩,Y,서울특별시 종로구 관철동 11-24번지,11110,13500,0,0011,0024,1002124486,1,일반,2,일반건축물,서울특별시 종로구 삼일대로15길 17 (관철동),금옥빌딩,,,,0,111104100139,13501,0,17,,,0,주건축물,391.4,195.13,49.85,1943.52,1449.64,370.37,21,철근콘크리트구조,철근콘크리트조,10000,교육연구시설,근린생활시설(교육연구및복지시설),10,(철근)콘크리트,평스라브,0,0,30.3,9,2,1,0,0,0,0,0,0,0,0,2,0,3,34.5,19910404,,19921201,2008,3000082,건축과,1108,용도변경허가,0,,0,0,,0,,0,20230418,1,,구+동+건물명
19921217,N,11000000073541,Y,서울특별시 강남구 논현동,서울특별시,강남구,논현동,Y,N,N,엘리에나호텔,N,서울특별시 강남구 논현동 152번지,11680,10800,0,0152,0000,1024117972,1,일반,2,일반건축물,서울특별시 강남구 논현로 645 (논현동),엘리에나호텔,,,,4,116803121022,10804,0,645,,,0,주건축물,3165.5,1898.99,59.99,20322.59,12417.53,392.28,42,철골철근콘크리트구조,철골철근콘크리트조,04000,제2종근린생활시설,"근린생활시설,숙박시설,위락시설,문화및집회시설",10,(철근)콘크리트,슬라브,0,0,54.9,15,4,4,1,1,2576.32,20322.59,0,0,69,0,122,0,9,0,19900512,,19921217,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19930329,N,11000000074534,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,N,호텔 페이토 삼성(구.해광빌딩),N,서울특별시 강남구 삼성동 158-13번지,11680,10500,0,0158,0013,1024116148,1,일반,2,일반건축물,서울특별시 강남구 테헤란로87길 9 (삼성동),호텔페이토 삼성,,,,0,116804166765,10501,0,9,0,,0,주건축물,526.5,314.88,59.81,7183.43,5363.85,1018.77,42,철골철근콘크리트구조,철골철근콘크리트조,15000,숙박시설,숙박시설(관광숙박시설),10,(철근)콘크리트,슬라브,0,0,59.85,19,5,1,1,0,0,7183.43,8,209.59,0,0,13,473.07,0,0,19910104,19910304,19930329,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19940915,N,11000000080883,N,서울특별시 종로구 관수동,서울특별시,종로구,관수동,Y,N,N,호텔베뉴지,N,서울특별시 종로구 관수동 124번지,11110,15500,0,0124,0000,1002110606,1,일반,2,일반건축물,서울특별시 종로구 청계천로 117 (관수동),호텔 베뉴지,,,,1,111103100021,15504,0,117,,,0,주건축물,1136.39,518.47,45.62,6629.01,5837.5,513.69,31,일반철골구조,철골·철근콘크리트조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,13,0,49.43,12,1,1,1,0,0,6629.01,33,0,0,0,0,0,0,0,,,19940915,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
19950107,N,11000000082898,Y,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,Y,N,N,(철거예정)르메르디앙서울호텔,N,서울특별시 강남구 역삼동 602번지,11680,10100,0,0602,0000,1024117066,1,일반,2,일반건축물,서울특별시 강남구 봉은사로 120 (역삼동),르메르디앙서울호텔,,,,10,116803122004,10101,0,120,0,르메르디앙서울호텔,0,주건축물,10362.5,0,0,29731.05,0,0,42,철골철근콘크리트구조,철골철근콘크리트조,15000,숙박시설,숙박시설 근린생활시설 운동시설 위락시설,10,(철근)콘크리트,철근콘크리트평슬라브,0,0,0.1,0,7,11,2,0,0,29731.05,0,0,0,0,308,14026.29,8,92,19881220,19881220,19950107,,,,,,0,,0,0,,0,,0,20250902,1,,구+동+건물명
19951010,N,11000000085373,N,서울특별시 중구 을지로2가,서울특별시,중구,을지로2가,Y,N,N,와이즈빌딩(호텔스카이파크 명동2호점),N,서울특별시 중구 을지로2가 195-8번지,11140,10500,0,0195,0008,100311736,1,일반,2,일반건축물,서울특별시 중구 명동9길 22 (을지로2가),와이즈빌딩,,,,0,111404103164,10501,0,22,0,,0,주건축물,655.5,335.53,51.19,7111.91,4421.08,674.46,42,철골철근콘크리트구조,철골철근콘크리트,15000,숙박시설,"관광숙박시설,근린생활시설",10,(철근)콘크리트,평스라브,0,0,56.97,15,10,1,1,0,0,7111.91,59,0,0,0,2,23,0,0,19921216,19921216,19951010,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19951201,N,11000000085953,N,서울특별시 중구 충무로1가,서울특별시,중구,충무로1가,N,N,N,"사보이호텔(A,B동)",N,서울특별시 중구 충무로1가 23-1번지,11140,12400,0,0023,0001,10031100205973,1,일반,2,일반건축물,서울특별시 중구 명동8나길 10 (충무로1가),사보이호텔,,,,0,111404103162,12401,0,10,,주건축물제2동,0,주건축물,1106.4,208.12,18.81,1211.86,1142.2,103.24,31,일반철골구조,일반철골구조,04000,제2종근린생활시설,제2종근린생활시설,90,기타지붕,평지붕,0,0,24.8,6,1,1,0,0,0,1211.86,0,0,0,0,0,0,0,0,20110106,20110119,20110816,2011,3010075,건축과,1102,증축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19951201,N,11000000085953,N,서울특별시 중구 충무로1가,서울특별시,중구,충무로1가,N,N,N,"사보이호텔(A,B동)",N,서울특별시 중구 충무로1가 23-1번지,11140,12400,0,0023,0001,100314725,1,일반,2,일반건축물,서울특별시 중구 명동8나길 10 (충무로1가),사보이호텔,,,,0,111404103162,12401,0,10,,,0,주건축물,1106.4,539.21,48.73,4830.94,0,398.83,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"호텔, 근린생활시설",10,(철근)콘크리트,평지붕,0,0,0,8,1,2,0,0,0,4830.94,0,0,0,0,0,0,0,0,,,19570930,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
19960510,N,11000000087301,N,서울특별시 중구 충무로2가,서울특별시,중구,충무로2가,N,N,N,"프리엠상가(구. 삼익빌딩, 새마을식당)",N,서울특별시 중구 충무로2가 66-9번지,11140,12500,0,0066,0009,100315009,2,집합,3,표제부,서울특별시 중구 명동8가길 7 (충무로2가),프리엠상가,,,,0,111404103160,12501,0,7,,1,0,주건축물,255.5,242.41,94.88,2115.48,1873.07,733.1,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,"숙박시설(판매및영업시설,근생)",10,(철근)콘크리트,(철근)콘크리트,178,0,26.65,9,1,1,0,0,0,2115.48,0,0,0,0,0,0,0,0,20051212,20051213,20060222,2005,,,1206,대수선신고,0,,0,0,,0,,0,20220813,1,,구+동+건물명
19980511,N,11000000093734,Y,서울특별시 종로구 명륜4가,서울특별시,종로구,명륜4가,Y,N,N,서울씨티빌딩,N,서울특별시 종로구 명륜4가 188-12번지,11110,17200,0,0188,0012,100219031,2,집합,3,표제부,서울특별시 종로구 창경궁로 224 (명륜4가),서울씨티빌딩,,,,1,111103005008,17208,0,224,,서울씨티빌딩,0,주건축물,518.15,310.22,59.87,2139.35,1748.13,337.38,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,제1종근린생활시설,10,(철근)콘크리트,평스라브,0,0,22,7,1,1,0,0,0,2139.35,0,172.71,0,0,6,23,7,94.5,19960920,19970317,19980511,,,,,,19,,0,0,,0,,0,20220813,1,,구+동+건물명
19991103,N,11000000097507,Y,서울특별시 강남구 삼성동,서울특별시,강남구,삼성동,Y,N,N,웨스틴서울파르나스,N,서울특별시 강남구 삼성동 159번지,11680,10500,0,0159,0000,102412509,1,일반,2,일반건축물,서울특별시 강남구 봉은사로 524 (삼성동),웨스틴 서울 파르나스,,,,2,116803122004,10502,0,524,,,0,주건축물,148784,5715,3.84,109978.95,57746.33,38.81,31,일반철골구조,"철골철근콘크리트조, 철골구조",15000,숙박시설,숙박시설 판매및영업시설,10,(철근)콘크리트,철근콘크리트조,0,0,105.72,29,6,12,3,0,0,109978.95,0,0,0,0,575,20380.84,0,0,19961105,19961122,20020313,,,,,,0,,0,0,,0,,0,20251021,1,,구+동+건물명
20000529,N,11000000099281,N,서울특별시 송파구 잠실동,서울특별시,송파구,잠실동,N,N,N,이루안빌딩,N,서울특별시 송파구 잠실동 178-1번지,11710,10100,0,0178,0001,1025112588,1,일반,2,일반건축물,서울특별시 송파구 올림픽로8길 11 (잠실동),이루안 빌딩,,,,1,117104169446,10101,0,11,,,0,주건축물,259.7,147.76,56.89,1260.98,1119.7,431.15132,21,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,근린생활시설,10,(철근)콘크리트,평스라브,0,0,29.48,8,1,0,0,0,0,1260.98,0,0,0,0,0,0,4,46,19991001,19991007,20000529,,,,,,0,,0,0,,0,,0,20231102,0,,구+동+건물명
20001229,N,11000000101807,N,서울특별시 종로구 연지동,서울특별시,종로구,연지동,N,N,N,아미가,N,서울특별시 종로구 연지동 193-9번지,11110,16000,0,0193,0009,1002118174,1,일반,2,일반건축물,서울특별시 종로구 종로31길 46-8 (연지동),아미가,,,,0,111104100321,16002,0,46,8,,0,주건축물,239.32,129.95,54.3,927.68,843.34,352.39,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,0,20.4,7,1,1,0,0,0,927.68,0,0,0,0,0,0,3,0,19991231,20000202,20001229,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20010216,N,11000000102095,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,호텔 야자,N,서울특별시 종로구 낙원동 86번지,11110,13700,0,0086,0000,1002115163,1,일반,2,일반건축물,서울특별시 종로구 수표로28길 9-1 (낙원동),호텔야자,,,,0,111104100198,13702,0,9,1,,0,주건축물,642.2,368.58,57.39,1999.82,1812.62,282.25,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"숙박시설, 근린생활시설(소매점)",10,(철근)콘크리트,평스라브,0,0,26,9,1,1,0,0,0,1999.82,0,0,0,0,6,202.96,1,11.5,20000120,20000313,20010216,,,,,,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20010424,N,11000000102367,N,서울특별시 종로구 운니동,서울특별시,종로구,운니동,N,N,N,호텔담(구.호텔아비숑),N,서울특별시 종로구 운니동 37-2번지,11110,13200,0,0037,0002,1002124516,1,일반,2,일반건축물,서울특별시 종로구 율곡로6길 19 (운니동),호텔 담,,,,0,111104100239,13201,0,19,,,0,주건축물,543.5,323.12,59.45,1468.07,1382.57,254.38,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설(여관),10,(철근)콘크리트,평스라브,0,0,19.1,5,1,1,0,0,0,1468.07,0,0,0,0,0,0,1,12.5,20000501,20000907,20010424,,,,,,0,,0,0,,0,,0,20240603,0,,구+동+건물명
20020315,N,11000000106026,N,서울특별시 중구 명동1가,서울특별시,중구,명동1가,Y,N,N,명동센트럴빌딩(구.스카이파크호텔),N,서울특별시 중구 명동1가 10-1번지,11140,12600,0,0010,0001,100315023,1,일반,2,일반건축물,서울특별시 중구 명동9길 16 (명동1가),명동센트럴빌딩,,,,1,111404103164,12602,0,16,0,,0,주건축물,1441.5,841.77,58.4,19433.8,12319.56,854.63,42,철골철근콘크리트구조,철골철근콘크리트조,15000,숙박시설,"숙박시설, 제2종근린생활시설",10,(철근)콘크리트,평스라브,0,0,69.4,16,7,3,1,0,0,19433.8,174,0,0,0,22,0,0,0,19940701,19940901,20020315,,,,,,0,,0,0,,0,,0,20240808,1,,구+동+건물명
20020706,N,11000000107125,N,서울특별시 송파구 방이동,서울특별시,송파구,방이동,N,N,N,라자호텔,N,서울특별시 송파구 방이동 28-5번지,11710,11100,0,0028,0005,1025112155,1,일반,2,일반건축물,서울특별시 송파구 오금로11길 11-21 (방이동),라자호텔,,,,0,117104169374,11101,0,11,21,,0,주건축물,502.82,291.93,58.06,1999.44,1614.79,321.15,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설(여관),10,(철근)콘크리트,평스라브,0,0,21,7,1,1,0,0,0,1999.44,8,0,0,0,0,0,0,0,20010718,20010827,20020706,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20020719,N,11000000107166,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,호텔마리,N,서울특별시 강남구 역삼동 720-14번지,11680,10100,0,0720,0014,1024114553,1,일반,2,일반건축물,서울특별시 강남구 언주로87길 10 (역삼동),호텔마리,,,,0,116804166620,10101,0,10,0,호텔마리,0,주건축물,330.7,195.58,59.14,1974.26,1631.06,493.21,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,(철근)콘크리트슬라브,0,0,30,10,2,2,0,0,0,1974.26,6,286.16,0,0,0,0,1,86.37,20010706,20011212,20020719,2001,3220088,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20020805,N,11000000107454,N,서울특별시 송파구 방이동,서울특별시,송파구,방이동,N,N,N,와우모텔,N,서울특별시 송파구 방이동 24-2번지,11710,11100,0,0024,0002,1025122134,1,일반,2,일반건축물,서울특별시 송파구 오금로11길 7-10 (방이동),와우 모텔,,,,0,117104169374,11101,0,7,10,,0,주건축물,289.4,170.22,58.82,1334.05,1181.81,408.37,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설,10,(철근)콘크리트,평스라브,0,0,23.45,8,1,1,0,0,0,1334.05,0,0,0,0,6,69,0,0,20011024,20011120,20020805,,,,,,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20240507,N,11000000107460,Y,서울특별시 송파구 방이동,서울특별시,송파구,방이동,Y,N,N,오로시에호텔,N,서울특별시 송파구 방이동 36-6번지,11710,11100,0,0036,0006,1025111481,1,일반,2,일반건축물,서울특별시 송파구 오금로11길 21-19 (방이동),오로시에 호텔,,,,0,117104169374,11101,0,21,19,,0,주건축물,352.83,210.46,59.649122,2069.43,1768.86,501.33492,21,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설(관광호텔),10,(철근)콘크리트,평스라브,0,0,25.9,9,1,1,0,0,0,2069.43,6,186,0,0,0,0,0,0,20010118,20010723,20020809,,,,,,0,,0,0,,0,,0,20240509,0,,구+동+건물명
20020923,N,11000000108174,N,서울특별시 강남구 역삼동,서울특별시,강남구,역삼동,N,N,N,대승빌딩,N,서울특별시 강남구 역삼동 819-7번지,11680,10100,0,0819,0007,1024112872,1,일반,2,일반건축물,서울특별시 강남구 강남대로92길 17 (역삼동),대승빌딩,,,,0,116804166036,10101,0,17,,,0,주건축물,353.4,211.96,59.98,1936.07,1798.4,508.89,21,철근콘크리트구조,철근콘크리트구조,10000,교육연구시설,교육연구시설,10,(철근)콘크리트,(철근)콘크리트평지붕,0,0,25,9,1,2,0,0,0,1936.07,0,0,8,0,0,0,0,0,20010611,20011030,20020923,2001,3220088,건축과,1101,신축허가,0,,0,0,,0,,0,20230315,1,,구+동+건물명
20031201,N,11000000113670,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,브라운도트호텔,N,서울특별시 종로구 낙원동 169-1번지,11110,13700,0,0169,0001,1002115073,1,일반,2,일반건축물,서울특별시 종로구 수표로22길 5 (낙원동),브라운도트호텔,,,,1,111104100196,13701,0,5,,브라운도트호텔,0,주건축물,452.6,222.09,49.07,1978.04,1928.36,426.06,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설/단독주택,90,기타지붕,"기타지붕,평스라브",0,1,31.05,11,1,1,0,0,0,1978.04,0,0,0,0,2,23,6,69,20020306,20020426,20031201,2002,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20031105,N,11000000114498,N,서울특별시 종로구 관훈동,서울특별시,종로구,관훈동,N,N,N,호텔 썬비,N,서울특별시 종로구 관훈동 198-11번지,11110,12800,0,0198,0011,1002117468,1,일반,2,일반건축물,서울특별시 종로구 인사동7길 26 (관훈동),호텔 썬비,,,,0,111104100256,12801,0,26,,,0,주건축물,585.5,291.52,49.79,2070.85,2017.93,344.65,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,"(철근)콘크리트,평스라브",0,0,29.45,9,1,2,0,0,0,2070.85,0,0,0,0,0,0,1,11.5,20020720,20021010,20031105,2002,3000082,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
20031212,N,11000000115460,Y,서울특별시 송파구 방이동,서울특별시,송파구,방이동,Y,N,N,톰지호텔,N,서울특별시 송파구 방이동 37-1번지,11710,11100,0,0037,0001,1025122682,1,일반,2,일반건축물,서울특별시 송파구 오금로11길 21-12 (방이동),톰지호텔,,,,0,117104169374,11101,0,21,12,톰지호텔,0,주건축물,580.8,347.52,59.83,3640.87,2494.77,429.54,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(여관 50객실),10,(철근)콘크리트,평스라브,0,0,27,9,2,2,0,0,0,3640.87,0,0,0,0,12,971.65,0,0,20020802,20021205,20031212,2002,3230091,건축과,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20040213,N,11000000116509,Y,서울특별시 강남구 논현동,서울특별시,강남구,논현동,Y,N,N,렉스관광호텔,N,서울특별시 강남구 논현동 18-2번지,11680,10800,0,0018,0002,1024124082,1,일반,2,일반건축물,서울특별시 강남구 강남대로 588 (논현동),렉스 관광호텔,,,,0,116802102001,10803,0,588,,,0,주건축물,748.2,346.25,46.28,3743.25,2279.89,304.72,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설 (관광호텔),10,(철근)콘크리트,(철근)콘크리트,0,0,30.6,9,3,2,0,0,0,3743.25,15,46.3,0,0,0,0,1,16.5,20020530,20020904,20040213,2004,,,1101,신축허가,0,,0,0,,0,,0,20240528,1,,구+동+건물명
20040621,N,11000000117688,N,서울특별시 송파구 방이동,서울특별시,송파구,방이동,N,N,N,까사호텔,N,서울특별시 송파구 방이동 42-6번지,11710,11100,0,0042,0006,1025113143,1,일반,2,일반건축물,서울특별시 송파구 올림픽로34길 7 (방이동),까사호텔,,,,0,117104169431,11101,0,7,0,,0,주건축물,471.8,279.98,59.34,1923.27,1675.92,355.22,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(여관),10,(철근)콘크리트,(철근)콘크리트,0,0,25,8,1,1,0,0,0,1923.27,0,0,0,0,0,0,7,80.5,20030507,20030625,20040621,2003,,,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20040805,N,11000000118545,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,낙원동숙박시설,N,서울특별시 종로구 낙원동 84번지,11110,13700,0,0084,0000,100213805,1,일반,2,일반건축물,서울특별시 종로구 수표로28길 12-5 (낙원동),낙원동숙박시설,,,,0,111104100198,13702,0,12,5,낙원동숙박시설,0,주건축물,664.9,339.22,51.02,1985.64,1957.76,294.44,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,"숙박시설,여관",10,(철근)콘크리트,(철근)콘크리트,0,0,24.65,7,1,1,0,0,0,1985.64,0,0,0,0,0,0,9,0,,20020919,20040116,2002,,,1101,신축허가,0,,0,0,,0,,0,20220813,0,,구+동+건물명
20040805,N,11000000118545,N,서울특별시 종로구 낙원동,서울특별시,종로구,낙원동,N,N,N,낙원동숙박시설,N,서울특별시 종로구 낙원동 161번지,11110,13700,0,0161,0000,100216984,1,일반,2,일반건축물,서울특별시 종로구 수표로22길 11 (낙원동),낙원동숙박시설,,,,0,111104100196,13701,0,11,,낙원동숙박시설,0,주건축물,260.6,155.12,59.52,970.7,818.34,314.02,21,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10,(철근)콘크리트,"(철근)콘크리트,평스라브",0,0,16.9,6,1,1,0,0,0,970.7,0,0,0,0,0,0,4,48,20021202,20030417,20040805,2002,,,1101,신축허가,0,,0,0,,0,,0,20220813,1,,구+동+건물명
