OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,SNTUPTAENM,BDNGJISGFLRCNT,BDNGUNDERFLRCNT,USEJISGSTFLR,USEJISGENDFLR,USEUNDERSTFLR,USEUNDERENDFLR,HANSHILCNT,YANGSILCNT,YOKSILCNT,BALHANSILYN,CHAIRCNT,CNDPERMNTWHY,CNDPERMSTYMD,CNDPERMENDYMD,BDNGOWNSENM,WASHMCCNT,WMEIPCNT,MANEIPCNT,RCVDRYNCNT,ABEDCNT,MULTUSNUPSOYN
3130000,3130000-201-1967-00089,1967-05-27,,03,폐업,02,폐업,2003-02-20,,,,0207134801,49.53,121-800,서울특별시 마포구 공덕동 38-120번지,,,귀빈장,2003-04-21 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,9,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1967-00094,1967-08-04,,03,폐업,02,폐업,1997-11-19,,,,02 7122820,0.00,121-851,서울특별시 마포구 신공덕동 25-18번지,,,한양여인숙,1999-01-18 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,12,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1967-00097,1967-05-10,,03,폐업,02,폐업,2003-02-20,,,,02 7192573,0.00,121-851,서울특별시 마포구 신공덕동 27-4번지,,,신일여관,2003-04-21 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,8,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1967-00103,1967-05-20,,03,폐업,02,폐업,2013-04-02,,,,0207166022,35.59,121-875,서울특별시 마포구 용강동 26-25번지,,,태양,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,8,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1967-00104,1967-09-02,,03,폐업,02,폐업,1999-01-06,,,,0207153832,0.00,121-856,서울특별시 마포구 신수동 446-6번지,,,고려장,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,194344.618792046,449067.150289253,여인숙업,0,0,0,0,0,0,9,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1967-00132,1967-11-04,,03,폐업,02,폐업,1993-07-05,,,,02 3341067,0.00,121-885,서울특별시 마포구 합정동 415-1번지,,,대도여인숙,2001-10-05 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,11,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00010,1968-06-05,,03,폐업,02,폐업,2003-02-20,,,,0207131379,46.25,121-800,서울특별시 마포구 공덕동 33-1번지,,,조일,2003-04-21 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,11,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00011,1968-09-25,,01,영업/정상,01,영업,,,,,02 7119239,71.40,121-801,서울특별시 마포구 공덕동 105-228 3층,"서울특별시 마포구 마포대로14길 21, 3층 (공덕동)",04207,쉼’스테이,2024-05-30 11:31:21,U,2024-06-01 02:40:00.0,여관업,196132.264207886,449580.978639028,여관업,3,0,3,3,0,0,11,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00021,1968-10-24,,03,폐업,02,폐업,2022-11-10,,,,02 7120825,42.42,121-813,서울특별시 마포구 도화동 201-56,서울특별시 마포구 도화길 12-5 (도화동),04172,한일여관,2022-11-10 15:00:22,U,2022-11-12 02:40:00.0,여관업,195333.250490341,448614.970068925,여관업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00043,1968-11-08,,03,폐업,02,폐업,2023-11-28,,,,02  324 8265,166.00,121-816,서울특별시 마포구 동교동 154-21,서울특별시 마포구 양화로19길 20 (동교동),03994,미성,2023-11-28 11:13:06,U,2023-11-30 02:40:00.0,여관업,193215.96228208,450681.443815072,여관업,0,0,0,0,0,0,13,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00095,1968-01-09,,03,폐업,02,폐업,2004-04-28,,,,0207122612,0.00,121-851,서울특별시 마포구 신공덕동 13-8번지,,,서울,2004-06-21 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,195987.465145984,449259.100488401,여인숙업,0,0,0,0,0,0,6,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00096,1968-04-15,,03,폐업,02,폐업,2005-10-27,,,,0207129256,0.00,121-851,서울특별시 마포구 신공덕동 5-3번지,,,신도여관,2003-03-12 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,196143.573598214,449495.948195083,여인숙업,0,0,0,0,0,0,5,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00098,1968-08-24,,03,폐업,02,폐업,1993-11-25,,,,02 7167963,0.00,121-812,서울특별시 마포구 도화동 4-54번지,,,부산여관,1999-01-18 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,195772.389417498,448803.807540034,여인숙업,0,0,0,0,0,0,6,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00105,1968-07-24,,03,폐업,02,폐업,2005-01-19,,,,0207151050,52.65,121-854,서울특별시 마포구 신수동 71-5번지,,,명성여관,2002-06-07 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,9,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00106,1968-12-31,,01,영업/정상,01,영업,,,,,02 7159006,0.00,121-854,서울특별시 마포구 신수동 81-15,서울특별시 마포구 서강로16길 63 (신수동),04109,일육육삼,2023-10-27 11:18:48,U,2023-10-29 02:40:00.0,여인숙업,194359.499233474,449920.023766153,여인숙업,0,0,0,0,0,0,10,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00108,1968-08-21,,01,영업/정상,01,영업,,,,,02 7173670,0.00,121-870,서울특별시 마포구 염리동 8-64,서울특별시 마포구 신촌로 190-4 (염리동),04113,혜성,2023-10-27 11:19:42,U,2023-10-29 02:40:00.0,여인숙업,195258.139337564,450472.26234619,여인숙업,0,0,0,0,0,0,16,0,,,,,,,,,0,0,,,N
3130000,3130000-201-1968-00109,1968-12-10,,03,폐업,02,폐업,2004-04-28,,,,0207156609,0.00,121-872,서울특별시 마포구 염리동 147-4번지,,,염리여관,2004-06-21 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,195124.454332553,449470.987101134,여인숙업,0,0,0,0,0,0,8,0,,,,,,,,,0,0,,,N
