대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
서울특별시 강남구 역삼동 678-13번지,11680,10100,0,678,13,10241100258070,1,일반,2,일반건축물,서울특별시 강남구 테헤란로29길 11 (역삼동),역삼동 벨라루나 관광호텔,,,,0,116804166730.0,10101.0,0.0,11.0,0.0,주건축물제1동,0,주건축물,327.8,191.52,58.43,1947.88,1756.78,535.93,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광숙박시설),10.0,(철근)콘크리트,(철근)콘크리트,0,0,33.505,10,1,2,0,0,0.0,1947.88,6,0.0,0,0.0,1,0.0,0,0.0,20140703,20150115,20160905.0,2014.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 678-14번지,11680,10100,0,678,14,10241100236929,1,일반,2,일반건축물,서울특별시 강남구 테헤란로29길 12 (역삼동),에이치 에비뉴 호텔 역삼,,,,0,116804166730.0,10101.0,0.0,12.0,,주건축물제1동,0,주건축물,331.4,195.7,59.0525,1987.57,1793.52,541.1949,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,관광호텔,10.0,(철근)콘크리트,(철근)콘크리트,0,0,33.9,10,1,2,0,0,0.0,1987.57,0,0.0,0,0.0,0,0.0,4,0.0,20130419,20130626,20140905.0,2013.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 700-27번지,11680,10100,0,700,27,1024116655,1,일반,2,일반건축물,서울특별시 강남구 언주로94길 13 (역삼동),미송호텔,,,,0,116804166624.0,10101.0,0.0,13.0,,,0,주건축물,461.9,225.65,48.85,848.51,662.76,143.49,21.0,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"숙박시설, 근린생활시설",10.0,(철근)콘크리트,슬라브,0,0,13.48,4,1,0,0,0,0.0,848.51,0,0.0,0,0.0,0,0.0,3,0.0,,,19760519.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 701-1번지,11680,10100,0,701,1,10241100183134,2,집합,3,표제부,서울특별시 강남구 언주로 506 (역삼동),역삼아르누보씨티,,,,0,116803005086.0,10101.0,0.0,506.0,,역삼아르누보씨티,0,주건축물,1562.0,769.11,49.24,21431.69,12478.99,798.91,21.0,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"오피스텔,근린생활시설,숙박시설",10.0,(철근)콘크리트,(철근)콘크리트,226,0,82.8,18,7,2,1,0,0.0,21431.69,0,0.0,0,0.0,88,5080.93,0,0.0,20020322,20050430,20080526.0,2008.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20230727,1.0,
서울특별시 강남구 역삼동 703-3번지,11680,10100,0,703,3,1024118143,1,일반,2,일반건축물,서울특별시 강남구 테헤란로43길 12 (역삼동),,,,,0,116804166739.0,10101.0,0.0,12.0,,명성모텔,0,주건축물,331.7,167.76,50.58,1020.59,843.32,254.24,21.0,철근콘크리트구조,철근콘크리트라멘조,15000,숙박시설,숙박시설 근린생활시설,10.0,(철근)콘크리트,슬라브,0,0,17.25,5,1,0,0,0,0.0,1020.59,0,0.0,0,0.0,0,0.0,4,0.0,19870613,19870814,19880329.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 708-35번지,11680,10100,0,708,35,10241100270714,1,일반,2,일반건축물,서울특별시 강남구 선릉로85길 6 (역삼동),HOTEL NEWV (호텔 뉴브),,,,0,116804166494.0,10101.0,0.0,6.0,,,0,주건축물,1011.4,602.08,59.53,11823.91,7828.14,773.99,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광호텔),10.0,(철근)콘크리트,평스라브,0,0,47.1,14,5,2,1,0,0.0,11823.91,30,2311.35,0,0.0,4,377.92,0,0.0,20140612,20160611,20180502.0,2014.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,84.91,3.0,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 718-11번지,11680,10100,0,718,11,10241100206727,1,일반,2,일반건축물,서울특별시 강남구 테헤란로28길 3-4 (역삼동),,,,,0,116804166729.0,10101.0,0.0,3.0,4.0,,0,주건축물,319.0,186.38,58.43,1999.3,1782.42,558.75,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10.0,(철근)콘크리트,(철근)콘크리트,0,0,33.9,11,2,1,0,0,0.0,1999.3,32,186.99,0,0.0,1,28.91,0,0.0,20091130,20100122,20110713.0,2009.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 718-12번지,11680,10100,0,718,12,1024121536,1,일반,2,일반건축물,서울특별시 강남구 언주로87길 50 (역삼동),1,,,,0,116804166620.0,10101.0,0.0,50.0,,1,0,주건축물,343.2,205.5,59.88,1999.21,1720.67,501.36,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,"숙박시설,여관",90.0,기타지붕,"기타지붕,평스라브",0,0,29.6,9,1,1,0,0,0.0,1999.21,0,0.0,0,0.0,4,219.4,3,34.5,20010316,20010611,20020812.0,2001.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 718-13번지,11680,10100,0,718,13,10241100201088,1,일반,2,일반건축물,서울특별시 강남구 테헤란로28길 3-6 (역삼동),,,,,0,116804166729.0,10101.0,0.0,3.0,6.0,,0,주건축물,316.2,188.75,59.69,1999.02,1811.95,573.04,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10.0,(철근)콘크리트,평슬라브,0,0,33.75,11,2,1,0,0,0.0,1999.02,6,50.16,0,0.0,1,0.0,0,0.0,20060526,20080703,20100910.0,2006.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 718-15번지,11680,10100,0,718,15,1024116887,1,일반,2,일반건축물,서울특별시 강남구 테헤란로28길 3-8 (역삼동),,,,,0,116804166729.0,10101.0,0.0,3.0,8.0,,0,주건축물,317.9,188.8,59.39,1370.52,1132.8,356.34,42.0,철골철근콘크리트구조,철골철근콘크리트구조,15000,숙박시설,숙박시설 위락시설,10.0,(철근)콘크리트,슬라브,0,0,20.45,6,1,0,0,0,0.0,1370.52,0,0.0,0,0.0,0,0.0,0,0.0,,,19821004.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 718-18번지,11680,10100,0,718,18,1024114588,1,일반,2,일반건축물,서울특별시 강남구 테헤란로28길 3-12 (역삼동),,,,,0,116804166729.0,10101.0,0.0,3.0,12.0,,0,주건축물,317.2,188.04,59.28,1998.66,1739.43,548.37,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10.0,(철근)콘크리트,"기타지붕,평스라브",0,41,29.6,10,1,2,0,0,0.0,1998.66,8,205.72,0,0.0,0,0.0,0,0.0,20020325,20030503,20040528.0,2002.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 718-28번지,11680,10100,0,718,28,102417284,1,일반,2,일반건축물,서울특별시 강남구 언주로87길 41 (역삼동),,,,,0,116804166620.0,10101.0,0.0,41.0,,,0,주건축물,339.2,197.88,58.34,1658.09,1405.04,414.22,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,숙박시설,10.0,(철근)콘크리트,평슬라브,0,0,24.2,8,1,1,0,0,0.0,1658.09,0,0.0,0,0.0,6,306.37,0,0.0,20000418,20000510,20010110.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 718-29번지,11680,10100,0,718,29,102415870,1,일반,2,일반건축물,서울특별시 강남구 테헤란로34길 10 (역삼동),,,,,0,116804166735.0,10101.0,0.0,10.0,,뉴 성심장 여관,0,주건축물,332.2,203.41,61.23,1298.5,1111.29,334.52,21.0,철근콘크리트구조,철근콘크리트조 연와조,15000,숙박시설,근린생활시설 숙박시설 주거시설,10.0,(철근)콘크리트,슬라브,0,1,0.0,6,1,1,0,0,0.0,1298.5,0,0.0,0,0.0,5,142.56,0,0.0,,,19791023.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 719-16번지,11680,10100,0,719,16,1000000000000003888562,1,일반,2,일반건축물,서울특별시 강남구 언주로89길 25 (역삼동),AC PALACE,,,,0,116804166621.0,10101.0,0.0,25.0,0.0,,0,주건축물,249.7,149.66,59.94,1990.58,1768.09,708.09,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,일반숙박시설,10.0,(철근)콘크리트,(철근)콘크리트,0,0,33.7,13,2,1,0,0,0.0,1990.58,0,0.0,0,0.0,1,0.0,0,0.0,20200924,20210901,20240620.0,2020.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20250429,1.0,Ⅶ-0.204g
서울특별시 강남구 역삼동 719-17번지,11680,10100,0,719,17,1000000000000003888604,1,일반,2,일반건축물,서울특별시 강남구 언주로87길 26 (역삼동),AC PALACE,,,,0,116804166620.0,10101.0,0.0,26.0,0.0,,0,주건축물,249.7,149.38,59.82,1979.62,1752.31,701.77,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,일반숙박시설,10.0,(철근)콘크리트,(철근)콘크리트,0,0,33.7,13,2,1,0,0,0.0,1979.62,0,0.0,0,0.0,1,0.0,0,0.0,20200924,20210901,20240620.0,2020.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20250429,1.0,Ⅶ-0.204g
서울특별시 강남구 역삼동 719-18번지,11680,10100,0,719,18,10241100188388,1,일반,2,일반건축물,서울특별시 강남구 언주로87길 24 (역삼동),델타시티주식회사,,,,0,116804166620.0,10101.0,0.0,24.0,,,0,주건축물,273.2,161.38,59.07,1975.2,1559.76,570.92,21.0,철근콘크리트구조,철근콘크리트구조,16000,위락시설,"위락시설, 근린생활시설, 숙박시설",10.0,(철근)콘크리트,(철근)콘크리트,0,0,29.9,10,2,2,0,0,0.0,1975.2,12,175.54,0,0.0,0,0.0,0,0.0,20080331,20080402,20081118.0,2008.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 719-20번지,11680,10100,0,719,20,10241100251409,1,일반,2,일반건축물,서울특별시 강남구 언주로89길 21 (역삼동),Capace Hotel,,,,0,116804166621.0,10101.0,0.0,21.0,,,0,주건축물,345.7,205.61,59.48,1982.79,1836.29,531.18,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설,10.0,(철근)콘크리트,(철근)콘크리트,0,0,34.0,10,1,2,0,0,0.0,1982.79,8,0.0,0,0.0,0,0.0,1,0.0,20150127,20150320,20160201.0,2015.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20250416,1.0,
