구,위도,경도,위험점수_AHP,소방접근성_점수,반경_50m_건물수,집중도(%),로그_주변대비_상대위험도_고유단속지점_50m,공식도로폭m,구조_노후_통합점수,상업비율(%)
종로구,37.56769912,127.01059962,34.22,0.914,0,0.0,0.079111001652536,6.0,0.178,0.0
종로구,37.57412784,127.00889918,41.4,0.5755,14,57.1,0.4143040567753687,28.0,0.4535,0.0
종로구,37.57655118,127.00022209,22.96,0.826,49,65.3,1.0986122886681098,20.0,0.1408,0.0
종로구,37.5770678,127.01647021,60.47,0.762,33,51.5,0.681742183945955,7.0,0.457,14.29
종로구,37.5776089,127.01604137,41.13,0.746,47,70.2,0.3394134152120291,3.0,0.413,20.41
종로구,37.58692036,126.9950448,51.46,0.4835,5,80.0,0.0,4.0,0.1408,15.15
종로구,37.57821014,126.96518529,46.78,0.602,0,0.0,0.0,4.0,0.4113,4.26
종로구,37.57395363,127.00266961,59.2,0.6965,33,51.5,0.0253534706864566,2.0,0.1637,0.0
종로구,37.57788658,127.00546944,39.87,0.8225,33,39.4,1.3429140654896654,4.0,0.1036,0.0
종로구,37.57716262,127.00509593,50.98,0.813,25,52.0,0.752661308092353,4.0,0.4377,30.3
종로구,37.58075611,127.00367155,24.77,0.891,17,58.8,0.4364273337121312,5.0,0.4183,33.33
종로구,37.57826684,127.00488877,41.83,0.8545,18,44.4,0.1846772704864137,5.0,0.413,52.0
종로구,37.58002549,126.97101624,30.54,0.762,30,46.7,2.3474356591593977,6.0,0.138,58.82
종로구,37.57259223,127.00517177,30.09,0.596,44,36.4,1.3483950885289049,6.0,0.4518,44.44
종로구,37.5770991,127.00405678,35.57,0.8415,8,50.0,0.8659899933993561,22.55,0.4183,46.67
종로구,37.57338388,127.01568669,63.16,0.638,16,62.5,0.2309480682341121,4.0,0.9616,34.09
종로구,37.575989,126.96878681,32.05,0.538,8,75.0,1.6094379124341005,6.0,0.6824,50.0
종로구,37.57199422,126.96491619,68.23,0.2825,41,92.7,4.335982696172475,25.0,0.4236,62.5
종로구,37.58081972,127.0052234,50.15,0.8335,63,57.1,1.4742879599741667,30.0,0.406,25.0
종로구,37.57483903,127.0153908,89.18,0.675,39,48.7,0.6259935591776534,5.0,0.4236,0.0
종로구,37.59603495,126.95863215,41.35,0.4695,0,0.0,0.0,4.0,0.1022,15.87
종로구,37.57231353,127.01850688,50.45,0.6655,33,54.5,0.4609420785681608,5.0,0.5478,33.33
종로구,37.57315713,127.02127253,39.04,0.7445,39,66.7,0.2943607512710861,1.0,0.4148,0.0
종로구,37.57796653,127.00381338,47.65,0.885,6,100.0,0.0047058910374126,7.0,0.376,21.21
종로구,37.57824488,126.96531335,44.62,0.6065,1,100.0,0.0,7.0,0.4113,66.67
종로구,37.57377342,126.99956554,23.9,0.6715,15,60.0,0.7020891179356067,6.0,0.4165,0.0
종로구,37.57180237,127.00854886,51.87,0.681,25,52.0,0.1729965348334878,4.0,0.1279,0.0
종로구,37.5796952,126.96362741,47.03,0.6205,0,0.0,0.0,3.0,0.1637,60.0
종로구,37.57584109,127.00869442,33.68,0.642,27,55.6,0.1729965348334878,30.0,0.413,36.0
종로구,37.57468047,127.0096493,44.3,0.57,50,56.0,0.2550738312048118,5.0,0.4483,0.0
종로구,37.57754872,126.97001548,48.39,0.628,41,56.1,2.6780479507984114,6.0,0.7222,0.0
종로구,37.58677787,126.99600913,65.74,0.5135,38,47.4,0.0906543682681308,6.0,0.1436,14.0
종로구,37.57061763,127.01288174,57.99,0.7905,44,43.2,1.369815501802805,22.55,0.42,17.07
종로구,37.57532974,127.02160786,58.77,0.866,19,47.4,0.4452143624999656,5.0,0.5574,10.53
종로구,37.59456869,126.95927065,42.36,0.4155,0,0.0,0.0,5.0,0.2927,43.18
종로구,37.58027648,126.99680893,32.13,0.77,3,66.7,2.2638705808133555,6.0,0.4165,47.37
종로구,37.57452089,127.00984054,57.16,0.562,54,61.1,0.1099504500356157,5.0,0.4359,0.0
종로구,37.58044549,127.0047395,33.62,0.862,38,34.2,1.901825875923294,28.0,0.413,33.33
종로구,37.57211599,127.00729158,64.63,0.636,40,45.0,1.1311354803736695,6.0,0.413,18.52
종로구,37.57102423,126.96280533,33.82,0.342,68,80.9,2.4849066497880004,6.0,0.8961,31.58
종로구,37.57321044,127.00699158,51.2,0.59,18,44.4,0.3915952602440139,5.0,0.4412,45.0
종로구,37.57545495,127.01538984,88.83,0.6905,58,65.5,0.2599823657629573,36.0,0.54,5.88
종로구,37.59531576,126.96653504,57.1,0.365,0,0.0,0.0,2.0,0.8758,44.44
종로구,37.56885637,127.01796913,44.58,0.7565,42,40.5,0.3992603312212814,25.0,0.1951,18.97
종로구,37.56631775,126.98908319,68.51,0.7115,17,52.9,0.3374689972320221,2.0,0.1422,0.0
종로구,37.57517296,127.01925733,54.25,0.819,47,68.1,0.0638939835709459,10.82,0.1108,35.71
종로구,37.57760907,127.00449895,34.45,0.849,11,45.5,0.1114738664631187,30.0,0.4113,52.94
종로구,37.58043267,126.96923285,31.91,0.7855,48,58.3,2.675424973786133,3.0,0.1394,2.13
종로구,37.57197814,126.9615538,28.94,0.3175,29,44.8,5.484796933490655,6.0,0.1079,36.36
종로구,37.5681,127.01439148,44.58,0.884,4,75.0,1.979246569322905,3.0,0.1509,33.33
중구,37.55421386,126.98005817,60.75,0.7335,1,100.0,0.3638712108093274,30.0,0.9029,24.14
중구,37.55796716,126.9941198,29.61,0.7675,0,0.0,0.0266682470821613,20.0,0.1509,25.0
중구,37.55741988,126.98324189,50.49,0.953,18,72.2,2.008308554816984,34.0,0.6152,100.0
중구,37.56477364,126.99463962,28.09,0.835,59,42.4,0.2236253629351903,12.0,0.1752,0.0
중구,37.55443543,126.97765578,33.77,0.6975,24,62.5,2.4332168053803827,38.0,0.115,11.11
중구,37.55809516,126.98912734,47.72,0.9505,17,47.1,0.6931471805599453,4.0,0.1794,42.37
중구,37.55557505,126.9834242,35.52,0.85,0,0.0,2.7072701698614114,20.0,0.1422,12.5
중구,37.55523004,126.98397468,33.14,0.8285,0,0.0,2.815148336658577,9.0,0.4254,11.76
중구,37.55543636,126.98597436,15.76,0.803,1,100.0,0.0,38.0,0.4412,0.0
중구,37.55547098,126.98306301,21.78,0.844,3,100.0,0.6567795363890705,34.0,0.1422,0.0
중구,37.55556946,126.98420002,43.63,0.8445,0,0.0,2.860460236451684,7.0,0.4342,0.0
중구,37.5489861,127.00826891,26.34,0.775,6,66.7,0.0549157575961146,38.0,0.42,0.0
중구,37.5550507,126.98315653,30.19,0.821,3,100.0,4.464264732910854,7.0,0.9481,0.0
중구,37.55488937,126.98438486,38.53,0.806,0,0.0,0.0753494372417868,4.0,0.6055,0.0
중구,37.5557537,126.99566519,57.57,0.656,22,63.6,4.475061500641071,34.0,0.4606,0.0
중구,37.55401687,126.96700783,36.82,0.612,64,39.1,1.2473232451995495,7.0,0.8826,0.0
중구,37.55729653,127.00407536,61.99,0.652,3,100.0,0.2682639865946793,12.0,0.1,63.64
중구,37.56474665,127.0201533,68.7,0.794,46,52.2,0.8734457700429508,3.0,0.4658,25.0
중구,37.56070631,127.01088195,31.32,0.6935,30,63.3,1.2777927165612033,25.0,0.399,0.0
중구,37.55348791,126.99234923,53.41,0.661,0,0.0,0.0,5.0,0.1436,36.96
중구,37.56575916,126.99835599,44.51,0.6875,29,48.3,0.5999981253811083,5.0,0.138,23.33
중구,37.55659625,126.98537954,25.99,0.869,12,41.7,2.0235610832853794,40.0,0.443,0.0
중구,37.55270014,127.00570083,38.18,0.8245,13,69.2,1.6840066079316087,25.0,0.4359,48.28
중구,37.5545527,126.98462215,29.01,0.785,0,0.0,0.017241806434506,34.0,0.1408,41.67
중구,37.55449219,126.96678799,41.23,0.604,29,34.5,0.698288580060364,7.0,0.1108,0.0
중구,37.55794381,127.01285316,25.38,0.6855,23,43.5,0.7518724665727277,7.0,0.1237,0.0
중구,37.56091005,127.00961964,34.19,0.6615,34,79.4,0.577881135912716,28.0,0.8961,27.59
중구,37.56135165,127.00755621,38.15,0.6295,20,60.0,0.4996523231678654,6.0,0.413,43.48
중구,37.56077622,127.0084615,66.49,0.622,29,96.6,0.3417492937220566,3.0,0.4077,8.82
중구,37.55605869,126.98454586,49.32,0.865,0,0.0,1.4288539755386864,5.0,0.1065,25.0
중구,37.55574232,126.98585235,55.0,0.8195,2,100.0,0.0,3.0,0.1394,3.45
중구,37.5518282,126.96556971,4.13,0.725,73,76.7,0.4519851237430572,34.0,0.1094,0.0
중구,37.55472963,126.96671152,34.95,0.5985,11,27.3,0.814360751313118,7.0,0.42,0.0
중구,37.55789604,127.00737953,43.72,0.7035,11,45.5,0.3262157364540238,5.0,0.413,6.85
중구,37.56127954,127.00825745,48.06,0.6425,17,70.6,0.6457449416653614,5.0,0.1408,18.18
중구,37.55923679,127.01151249,37.66,0.6425,10,40.0,0.1495317339709637,15.0,0.1351,36.36
중구,37.55460146,126.98440863,49.08,0.79,0,0.0,0.017241806434506,3.0,0.1136,29.41
중구,37.55415432,126.96640937,41.39,0.6285,49,38.8,1.217800805933228,5.0,0.1036,40.0
중구,37.55597835,126.98585845,17.36,0.8295,0,0.0,0.0,7.0,0.413,0.0
중구,37.55351514,126.97975051,41.35,0.735,0,0.0,0.4364612084771284,5.0,0.1251,38.78
중구,37.56041504,127.01753053,22.93,0.7375,25,88.0,0.0080321716972642,7.0,0.4183,0.0
중구,37.56194734,127.02507646,23.14,0.558,18,88.9,0.8564722366632449,14.0,0.1108,0.0
중구,37.55629987,126.98470749,43.84,0.874,0,0.0,1.891014427323396,14.0,0.105,0.0
중구,37.55367274,126.9766149,47.46,0.735,25,44.0,0.5309605321750466,10.0,0.4658,0.0
중구,37.56150091,127.00881908,3.64,0.665,27,63.0,0.7114963192281418,34.0,0.4165,0.0
중구,37.55347515,126.98173233,51.37,0.725,4,100.0,0.0,9.78,0.1708,20.0
중구,37.56383295,127.02193464,49.36,0.71,27,48.1,0.1029324633330573,5.0,0.1337,11.11
중구,37.55020235,127.00793615,43.51,0.8325,24,62.5,1.5513302816268195,34.0,0.1308,0.0
중구,37.56159957,127.01216552,39.08,0.768,40,57.5,0.9998013647473248,8.0,0.4183,37.04
중구,37.55719928,126.98433278,33.79,0.9245,24,58.3,1.2127064842946906,3.0,0.2281,25.0
중구,37.56205259,127.00916357,44.2,0.699,29,44.8,0.8472978603872036,5.0,0.1394,37.5
중구,37.56123206,127.00899032,53.03,0.6545,37,73.0,0.8068064990324667,5.0,0.6908,12.5
중구,37.56006699,127.01348627,42.07,0.72,27,55.6,1.5427465379354282,9.0,0.1322,27.59
중구,37.55760098,126.99674393,53.97,0.698,30,50.0,0.7884573603642702,5.0,0.6845,10.81
중구,37.56096498,127.00798405,35.08,0.621,22,81.8,0.5543107357057295,28.0,0.4165,55.56
중구,37.55430366,126.98352534,46.15,0.7795,0,0.0,1.5587292424420378,3.0,0.148,16.67
중구,37.55618754,126.98582784,54.35,0.839,0,0.0,0.0,3.0,0.457,18.18
중구,37.55426515,126.98341541,21.07,0.7775,0,0.0,1.6105484067181275,38.0,0.376,0.0
중구,37.5482818,127.00439667,32.32,0.6545,0,0.0,0.0080321716972642,7.0,0.1337,0.0
중구,37.554501,126.98350118,11.61,0.7905,0,0.0,1.8387844078729176,38.0,0.8916,0.0
중구,37.55679475,126.9950393,28.1,0.7075,22,45.5,0.3011050927839216,24.0,0.413,0.0
중구,37.55341959,127.01326003,41.32,0.839,16,87.5,0.6931471805599453,7.0,0.1022,0.0
중구,37.55464992,126.98429161,41.71,0.794,0,0.0,0.1070981355563671,6.0,0.1322,45.45
중구,37.55471617,126.98474419,25.61,0.7925,0,0.0,0.017241806434506,4.0,0.331,12.5
중구,37.56101811,127.00898635,22.42,0.6435,37,83.8,0.6554068525770982,7.0,0.4623,0.0
중구,37.55998923,127.01347049,38.94,0.716,30,53.3,1.5306041511097028,7.0,0.4623,0.0
중구,37.54918702,127.00533075,65.56,0.719,16,93.8,1.840293584234649,5.0,0.1394,8.11
중구,37.5603757,127.0188196,56.75,0.711,59,79.7,0.1425630646548704,4.0,0.4218,53.33
중구,37.55368801,126.98124944,46.41,0.73,5,80.0,0.0192578166044145,6.0,0.9593,6.25
중구,37.55940725,127.01296516,52.64,0.678,28,39.3,0.5363047090669756,10.0,0.4165,10.17
중구,37.55639497,126.99942799,58.64,0.572,0,0.0,0.0,34.0,0.138,20.0
중구,37.5638942,127.01787474,45.77,0.8815,14,42.9,0.255427056665336,4.0,0.1394,25.0
중구,37.5600535,127.01378198,40.01,0.723,22,45.5,1.224723748430975,7.0,0.1337,0.0
중구,37.5555527,126.99447247,26.14,0.693,30,76.7,1.0238110755854113,6.0,0.1237,28.57
중구,37.55237109,126.9660433,32.79,0.694,78,52.6,0.7119565125174415,28.0,0.4095,45.45
중구,37.55451805,126.98435207,43.17,0.786,0,0.0,0.0257524961024146,6.0,0.869,23.33
중구,37.55633528,126.98586489,53.08,0.8435,0,0.0,0.7805208107685339,5.0,0.1036,15.38
중구,37.55581166,126.98599318,35.39,0.8185,0,0.0,0.0,7.0,0.413,0.0
중구,37.55534782,126.98395471,4.09,0.835,0,0.0,2.956720234278976,34.0,0.9639,0.0
중구,37.55556583,126.98294046,23.73,0.849,2,100.0,0.6190392084062234,7.0,0.1337,0.0
중구,37.55887898,127.00885642,44.85,0.6645,8,50.0,0.6891067710229404,34.0,0.4254,0.0
중구,37.55767439,126.99709217,23.07,0.6925,14,57.1,0.5877866649021191,39.0,0.5554,0.0
중구,37.55915152,127.00437344,46.29,0.5805,9,66.7,3.073405311872209,6.0,0.413,0.0
중구,37.55480677,126.98492108,45.65,0.7945,1,100.0,0.0,3.0,0.4183,21.43
중구,37.5547375,126.98328881,45.53,0.8035,2,100.0,5.111987788356544,39.0,0.1394,11.11
중구,37.5548131,126.98473123,39.01,0.7975,0,0.0,0.017241806434506,7.0,0.4324,100.0
중구,37.55441998,126.9665703,34.88,0.614,31,38.7,0.5512351621038674,34.0,0.9571,0.0
중구,37.55553044,126.98405565,29.71,0.844,0,0.0,2.941230175129656,7.0,0.4324,0.0
중구,37.55568395,126.98421056,68.38,0.8505,0,0.0,2.7292726781328747,28.0,0.4324,35.48
중구,37.55500445,126.9849104,22.42,0.805,2,100.0,0.0,34.0,0.1251,0.0
중구,37.55954155,127.01704396,29.19,0.697,44,84.1,0.1903537284912189,7.0,0.148,0.0
중구,37.56099125,127.00768423,31.97,0.6155,22,90.9,0.6931471805599453,7.0,0.4095,100.0
중구,37.55696119,126.9997944,49.77,0.5835,2,100.0,0.0,14.0,0.1394,2.27
중구,37.55895524,127.00350342,54.42,0.5665,3,66.7,2.383810532916632,3.0,0.4712,9.09
중구,37.56102698,127.01359526,52.07,0.772,46,39.1,0.5868902058550819,7.0,0.376,0.0
중구,37.56041505,127.0074279,57.97,0.5825,23,87.0,1.4315509527080117,39.0,0.406,33.33
중구,37.55861369,127.00077798,30.57,0.6035,29,96.6,0.1670540846631661,12.0,0.4218,39.13
중구,37.54774673,127.00428966,56.05,0.6285,0,0.0,0.0472528848505455,5.0,0.1351,0.0
중구,37.55405218,126.97896662,56.85,0.7145,4,50.0,2.0562582062241788,12.0,0.4113,0.0
중구,37.56150693,127.01188693,30.44,0.756,44,63.6,0.9259216249351164,24.0,0.4272,0.0
중구,37.56586802,127.02068955,35.99,0.7635,30,56.7,1.6857647375984393,22.0,0.4165,50.0
중구,37.5476378,127.00609988,48.41,0.6685,8,75.0,0.3558681669687922,5.0,0.4606,27.27
중구,37.56073561,127.00861129,42.88,0.6225,28,96.4,0.3014753945841167,6.0,0.1422,56.67
중구,37.56081261,127.01670604,50.58,0.769,3,66.7,0.0080321716972642,28.0,0.1308,0.0
중구,37.55716023,127.00916391,55.8,0.761,16,62.5,0.3213819908976229,2.0,0.1036,3.57
중구,37.55539114,126.98444758,32.05,0.832,2,100.0,1.6163703492097452,8.0,0.4324,0.0
중구,37.55580362,126.96288389,19.56,0.653,9,55.6,0.3354899182711024,35.0,0.4272,31.25
중구,37.55784545,126.99684974,41.66,0.7065,26,42.3,0.5877866649021191,7.0,0.567,100.0
중구,37.56450034,127.02104049,48.22,0.754,42,54.8,0.7746154052247027,5.0,0.4658,0.0
중구,37.55351364,126.99573705,47.3,0.5755,0,0.0,0.0,3.0,0.8984,23.08
중구,37.5537573,127.00920992,54.99,0.947,31,45.2,2.06522810442978,8.0,0.4165,35.71
중구,37.55570914,126.98299508,54.48,0.857,0,0.0,0.1941560144409574,12.0,0.4113,0.0
중구,37.55235723,126.99379123,28.8,0.5755,0,0.0,0.0,6.0,0.4553,38.71
중구,37.55574338,126.98535198,12.16,0.8325,3,66.7,0.0086580627431145,38.0,0.1165,0.0
중구,37.55680325,126.98329899,51.03,0.9185,5,60.0,0.2089589163222533,7.0,0.4729,0.0
중구,37.55957821,127.0078024,23.69,0.6185,12,58.3,0.6931471805599453,7.0,0.6928,33.33
중구,37.55778377,126.98968561,29.96,0.927,8,87.5,0.6931471805599453,38.0,0.4712,40.0
중구,37.55998632,127.01289964,50.52,0.707,52,55.8,1.5040773967762742,6.0,0.369,16.67
중구,37.55916784,126.99738005,41.45,0.7445,19,63.2,0.3076240822835546,9.0,0.1823,12.5
중구,37.55056307,127.0038562,38.69,0.713,1,100.0,0.0472528848505455,9.0,0.1351,26.92
중구,37.56112752,127.01199061,51.56,0.7425,44,56.8,1.2223512680773445,6.0,0.4113,63.16
중구,37.56123964,127.00746922,41.63,0.622,21,71.4,0.5436154465889815,6.0,0.1036,0.0
중구,37.55502744,126.98364318,44.19,0.819,1,100.0,3.1566270778566223,9.0,0.148,31.82
중구,37.56093266,127.00899987,40.74,0.641,40,82.5,0.4177352006999787,3.0,0.4553,19.05
중구,37.55695778,126.98306439,33.61,0.9265,10,60.0,0.9948154949864662,34.0,0.1079,0.0
중구,37.55598648,126.99744776,64.47,0.6055,5,80.0,0.0,4.0,0.45,7.5
중구,37.55411022,126.9817271,7.43,0.759,3,100.0,0.0697333380146751,38.0,0.115,20.0
중구,37.55520422,126.98413451,59.34,0.8255,0,0.0,2.621513019964349,3.0,0.1011,0.0
중구,37.55578529,127.00060567,25.24,0.569,7,100.0,0.0,34.0,0.674,0.0
중구,37.55589487,127.00926476,14.35,0.8315,14,28.6,0.4267425065554492,7.0,0.6782,0.0
중구,37.56036623,127.00783072,53.57,0.589,17,88.2,0.1541506798272582,7.0,0.1408,0.0
중구,37.56182635,127.01781211,28.65,0.803,46,43.5,1.445019647132673,6.0,0.1079,28.57
중구,37.55594051,127.01130571,53.94,0.8155,26,61.5,2.3912751677087645,5.0,0.1265,0.0
중구,37.56003474,127.00745905,29.41,0.5905,12,58.3,1.7529196359117911,8.0,0.457,30.43
중구,37.55402509,126.98175165,28.12,0.7545,3,100.0,0.0619309577304903,28.0,0.1136,61.54
중구,37.55509097,126.97929748,62.19,0.751,0,0.0,0.0300980311572794,5.0,0.9593,0.0
중구,37.55394624,126.97641079,25.16,0.718,16,56.2,0.5921712632199431,34.0,0.4588,0.0
중구,37.5563119,126.99206024,46.55,0.7995,2,100.0,1.791759469228055,34.0,0.4183,0.0
중구,37.55756004,126.9968038,51.02,0.6945,28,57.1,0.7884573603642702,9.78,0.413,31.25
중구,37.55614152,127.00042005,40.46,0.5535,0,0.0,0.0,9.0,0.1351,0.0
중구,37.5532905,126.99388319,46.52,0.6175,0,0.0,0.6931471805599453,3.0,0.4218,14.29
중구,37.56441455,127.02009938,40.55,0.795,64,53.1,1.1108997778588894,7.0,0.4077,0.0
중구,37.55667372,126.99515593,32.02,0.7,21,47.6,0.8777184570879154,40.0,0.4218,0.0
중구,37.55435848,126.98062178,43.79,0.753,0,0.0,0.2559333741372006,4.0,0.1251,25.0
중구,37.55607297,127.00072046,43.4,0.567,1,100.0,0.0,12.0,0.1394,47.62
중구,37.55431315,126.98498058,16.06,0.7675,0,0.0,0.0,34.0,0.4712,0.0
중구,37.55434273,126.97661583,53.1,0.698,21,42.9,0.5700534579663241,7.0,0.4747,0.0
중구,37.56735418,127.01764508,40.73,0.8355,55,50.9,1.1239657593545662,7.0,0.1608,0.0
중구,37.56149707,127.00868643,55.3,0.662,21,66.7,0.6838447878976318,9.78,0.4765,23.81
중구,37.55445618,126.98470958,43.72,0.779,0,0.0,0.017241806434506,9.0,0.1322,16.36
중구,37.55468403,126.98457443,63.23,0.793,0,0.0,0.017241806434506,3.0,0.1394,14.29
중구,37.5538982,126.98035205,23.4,0.725,1,100.0,0.0165293019512105,7.0,0.42,0.0
중구,37.56357881,127.01988503,24.39,0.7935,30,66.7,1.4707167976820796,7.0,0.1551,0.0
중구,37.55985101,127.01135591,36.98,0.668,10,40.0,0.8967461358011849,34.0,0.42,0.0
중구,37.55566706,126.98402236,43.52,0.852,0,0.0,2.859962352448369,8.0,0.4148,66.67
중구,37.55314237,126.96616704,44.49,0.6695,63,39.7,0.9918443132424036,5.0,0.1179,30.0
중구,37.55610674,126.98430919,17.71,0.8715,0,0.0,2.0014800002101243,34.0,0.4747,0.0
중구,37.55958688,127.00837472,44.63,0.623,8,50.0,0.4700036292457356,5.0,0.9481,20.63
중구,37.55242898,126.96598752,28.94,0.695,76,53.9,0.7722157040356383,34.0,0.4095,0.0
중구,37.55611853,127.00869354,70.14,0.815,20,50.0,1.3174454884811972,4.0,0.1436,12.5
중구,37.55584198,127.00159976,52.9,0.608,6,100.0,0.0,5.0,0.2704,15.79
중구,37.55527576,126.98513658,34.53,0.8145,5,60.0,0.0086580627431145,9.0,0.4606,30.0
중구,37.5557369,126.98759975,49.06,0.8095,0,0.0,0.6931471805599453,11.0,0.457,0.0
중구,37.55513081,126.96713687,43.06,0.5695,14,64.3,1.1564704703409323,7.0,0.4606,60.0
중구,37.55510981,126.98460913,35.31,0.815,2,100.0,0.6931471805599453,7.0,0.1136,0.0
중구,37.55760349,126.98607183,64.86,0.8715,18,72.2,0.6248279365824682,5.0,0.54,7.14
중구,37.55742715,126.97127809,28.87,0.469,5,80.0,0.0639487246002734,7.0,0.1251,62.5
중구,37.5547866,126.98212234,30.88,0.8,0,0.0,3.9401938823948415,7.0,0.5275,22.22
중구,37.56177346,127.01085378,45.62,0.734,53,62.3,1.3493291668864191,39.0,0.8984,20.0
중구,37.55540888,126.97940858,48.6,0.7665,0,0.0,0.3619388430582734,34.0,0.1022,0.0
중구,37.55556134,126.98577938,64.02,0.8135,3,66.7,0.0086580627431145,2.0,0.42,20.75
중구,37.5575292,126.98387794,8.77,0.9515,31,77.4,0.8817840364583729,34.0,0.1322,0.0
중구,37.55466166,126.98404417,34.34,0.7965,0,0.0,1.7086928705294415,7.0,0.4658,33.33
중구,37.55755618,126.985879,27.19,0.879,26,73.1,0.4545547183046879,5.0,0.1394,3.23
중구,37.55934393,126.99994875,39.51,0.655,8,75.0,1.2396908869280152,7.0,0.1694,0.0
중구,37.55134369,126.99573851,32.01,0.482,0,0.0,0.0,7.0,0.148,15.38
중구,37.55489488,127.00624285,53.46,0.8115,28,67.9,4.486906265494357,12.0,0.457,0.0
중구,37.55771741,126.98587225,40.19,0.882,24,70.8,0.2710348390186246,40.0,0.1851,0.0
중구,37.5548967,126.98327482,53.68,0.8125,3,100.0,5.063498783653324,4.0,0.1394,25.0
중구,37.55540888,126.97940858,43.84,0.7665,0,0.0,0.3619388430582734,7.0,0.1022,0.0
중구,37.55433246,126.98486688,34.34,0.7705,0,0.0,0.0086580627431145,34.0,0.1851,0.0
중구,37.55645228,126.9832,8.77,0.899,4,75.0,0.1313360020610869,34.0,0.1265,0.0
중구,37.55500894,126.98464664,38.91,0.809,1,100.0,0.6931471805599453,7.0,0.42,0.0
중구,37.55505357,126.98291109,14.41,0.8205,3,100.0,1.2729656758128876,38.0,0.1293,25.0
중구,37.55785413,127.00272401,39.21,0.5875,1,100.0,0.2682639865946793,7.0,0.1322,100.0
중구,37.55631897,126.98577046,26.29,0.846,0,0.0,0.7725207681014575,34.0,0.1036,0.0
중구,37.56735418,127.01764508,48.54,0.8355,55,50.9,1.1239657593545662,12.0,0.1608,0.0
중구,37.55429276,126.97882859,3.9,0.7045,2,100.0,1.9502657290949683,34.0,0.1179,0.0
중구,37.5557428,126.98492571,43.72,0.842,2,50.0,0.050858417233491,9.0,0.115,16.36
중구,37.55570832,126.98310673,35.48,0.8575,0,0.0,0.2513144282809061,22.0,0.1394,100.0
중구,37.55351654,126.97861345,20.45,0.7465,22,63.6,2.293504440358299,7.0,0.1408,50.0
중구,37.55042135,127.00935635,11.39,0.8625,7,57.1,0.0160003413464411,38.0,0.105,0.0
중구,37.55627607,126.98569689,41.06,0.8465,0,0.0,0.5974021236015609,12.0,0.4747,9.09
중구,37.55234747,126.96593838,18.64,0.699,70,54.3,0.6931471805599453,4.0,0.4095,0.0
중구,37.55515938,126.9793328,29.03,0.7545,0,0.0,0.0354743881936598,34.0,0.9571,0.0
중구,37.55346464,126.97945841,51.54,0.7415,0,0.0,1.052180452566804,5.0,0.1351,15.71
중구,37.56503235,126.99852088,45.9,0.706,38,55.3,0.4554755286828257,34.0,0.1794,0.0
중구,37.55358333,126.9802825,26.25,0.7235,1,100.0,0.0219789067187752,14.0,0.5082,0.0
중구,37.5560557,126.96757611,56.56,0.5205,41,65.9,0.677562449543247,4.0,0.1408,55.26
중구,37.55445981,126.98041082,62.79,0.7535,0,0.0,0.3324960882415735,14.0,0.1551,0.0
중구,37.56089279,127.00793495,58.16,0.6165,21,90.5,0.5959834321062975,15.0,0.4095,17.07
중구,37.55454397,126.98353608,24.58,0.7925,0,0.0,1.8610609350701788,34.0,0.4359,0.0
중구,37.55967218,127.01078343,54.01,0.6455,12,83.3,0.1069721195521678,3.0,0.1237,9.52
용산구,37.52719777,126.99401889,33.14,0.6425,3,100.0,0.0186921330121525,7.0,0.1608,0.0
용산구,37.5485797,126.96770561,44.06,0.6385,36,75.0,1.871423173675528,3.0,0.4272,8.33
용산구,37.54356367,126.98170946,53.19,0.6525,17,58.8,0.0183491386681965,10.0,0.4113,0.0
용산구,37.53166385,126.9734744,57.57,0.8525,28,64.3,0.4472047142809296,7.0,0.4377,16.67
용산구,37.54730923,126.97266444,46.28,0.7535,28,71.4,0.8888550866799675,4.0,0.4729,0.0
용산구,37.54783273,126.96704043,38.93,0.654,40,95.0,1.4858498830170088,11.0,0.4395,64.29
용산구,37.54086606,126.98481916,57.24,0.453,10,80.0,0.0183491386681965,5.0,0.1208,14.29
용산구,37.55188791,126.96749862,61.9,0.643,98,45.9,0.991242823380194,7.0,0.9074,2.5
용산구,37.52979887,126.97295041,55.54,0.759,7,100.0,0.0,6.0,0.1122,0.0
용산구,37.53264065,126.99154042,76.64,0.788,54,68.5,0.3864169131374699,5.0,0.413,11.22
용산구,37.53047012,126.99417568,31.42,0.7705,7,100.0,0.0,11.0,0.1766,0.0
용산구,37.53050834,126.99244197,44.78,0.738,8,100.0,0.0186921330121525,4.0,0.9051,12.96
용산구,37.52363972,126.99480905,48.16,0.8425,18,88.9,0.0340458414097171,13.0,0.3119,0.0
용산구,37.53546106,126.95605759,57.17,0.681,41,82.9,0.3123746850421524,13.0,0.1251,0.0
용산구,37.53263443,126.99036764,45.2,0.741,5,40.0,3.3737809370209444,4.0,0.5785,5.56
용산구,37.52118565,126.9572456,46.48,0.4765,0,0.0,0.0,5.0,0.1365,7.32
용산구,37.53262332,126.99162753,43.99,0.791,52,71.2,0.3471961999841886,13.0,0.5226,20.0
용산구,37.53578494,126.98852451,47.92,0.6695,25,36.0,1.222664937338089,2.0,0.4606,0.0
용산구,37.5417635,126.9870837,39.27,0.4375,34,88.2,2.652198123176317,4.0,0.4254,11.54
용산구,37.53214143,126.9875495,54.73,0.615,3,100.0,0.0,10.0,0.4148,28.0
