구,위도,경도,위험점수_AHP,소방접근성_점수,반경_50m_건물수,집중도(%),로그_주변대비_상대위험도_고유단속지점_50m,공식도로폭m,구조_노후_통합점수,상업비율(%)
종로구,37.56943843,127.01019451,49.35,0.831,1,100.0,2.031392628139992,20.0,0.48,0.0
종로구,37.60669991,126.97433044,56.03,0.4035,0,0.0,0.0,4.95,0.1494,94.74
종로구,37.56950223,126.9889167,34.06,0.817,20,75.0,1.7339816685612437,7.0,0.1279,60.0
종로구,37.57097192,127.01883327,51.74,0.634,5,60.0,1.1429744013218095,25.0,0.1794,53.85
종로구,37.56718956,126.99052865,49.81,0.7575,13,53.8,0.7630703928512952,6.0,0.4641,70.83
종로구,37.56947719,126.98841202,34.14,0.7975,24,70.8,1.585468722321104,35.0,0.1509,50.0
종로구,37.57120649,126.98736767,36.98,0.778,10,50.0,0.9922766388520772,11.0,0.1523,64.29
종로구,37.57379044,126.9890874,41.79,0.816,42,64.3,2.792677786736564,6.0,0.1408,71.43
종로구,37.56998556,126.99862302,38.34,0.7165,7,71.4,0.0264565695368304,8.0,0.1351,47.06
종로구,37.56708795,126.99052686,49.8,0.7525,17,47.1,0.8969068650531066,6.0,0.4623,58.33
종로구,37.57469579,127.02185517,41.53,0.831,12,58.3,2.3175244888207174,35.0,0.8984,66.67
종로구,37.57050629,127.01783381,51.26,0.682,6,66.7,2.1309281163566203,25.0,0.4606,65.38
종로구,37.57401858,127.02163594,54.09,0.7935,26,65.4,2.004817972711392,7.0,0.8939,54.17
종로구,37.57022964,127.0193705,64.82,0.6595,48,54.2,1.7464169632964817,10.82,0.4729,9.09
종로구,37.56951008,127.00331084,63.77,0.5795,11,90.9,1.7120527266173124,20.0,0.4623,80.0
종로구,37.5703237,126.9881809,25.4,0.806,5,80.0,0.6376901050006152,35.0,0.1337,26.09
종로구,37.56884387,127.00255347,63.29,0.5585,23,73.9,0.0923733201310151,20.0,0.4623,50.0
종로구,37.56884393,127.00683718,46.69,0.7375,4,50.0,0.5182057310636133,20.0,0.4712,77.78
종로구,37.57279777,127.00329189,51.29,0.629,9,77.8,0.2979596552100212,4.0,0.1494,29.17
종로구,37.57569436,127.02156823,39.56,0.886,24,37.5,0.4211490300107186,6.0,0.4623,50.0
종로구,37.56998988,126.9881421,17.74,0.7985,6,50.0,1.3856362498753414,35.0,0.1136,42.86
종로구,37.56620274,126.98404198,35.79,0.5575,7,42.9,2.25421150870983,30.0,0.1094,100.0
종로구,37.56848774,127.0114066,57.48,0.903,4,100.0,2.490339805320372,10.59,0.9571,85.71
종로구,37.57053501,126.98778447,35.49,0.792,7,85.7,0.9555114450274363,35.0,0.1608,0.0
종로구,37.56689213,126.98423004,61.07,0.5645,3,66.7,0.5273549257172012,10.0,0.1808,100.0
종로구,37.56959298,127.00936343,58.46,0.8025,1,100.0,0.5488349497329749,20.0,0.9526,80.0
종로구,37.56986057,127.0034356,63.11,0.5775,15,80.0,2.7112708158022523,25.0,0.4623,52.63
종로구,37.56856888,127.00046014,61.69,0.6145,19,52.6,1.5164277172152172,10.0,0.4676,52.94
종로구,37.56830703,126.98941797,27.61,0.7885,17,52.9,0.4895482253187058,25.0,0.1322,50.0
종로구,37.56990125,126.98030475,38.44,0.4905,2,50.0,0.589606501619105,35.0,0.1136,67.74
종로구,37.56838036,126.98983913,24.89,0.803,12,41.7,0.5984018129705793,25.0,0.1337,51.61
종로구,37.57367008,127.02147167,50.87,0.7735,31,51.6,1.3733240106772633,5.0,0.457,20.0
종로구,37.57219408,126.98386221,48.29,0.6865,5,80.0,0.5851841910845372,30.0,0.1794,54.64
종로구,37.57367058,126.9901406,44.56,0.834,97,54.6,0.0727593542824283,3.0,0.1351,47.06
종로구,37.56858936,126.98983792,42.01,0.812,17,47.1,0.527632742082372,14.0,0.4588,71.43
종로구,37.56923344,126.98879056,25.78,0.804,21,71.4,0.9408455369813622,14.0,0.1065,43.33
종로구,37.56991234,126.99845075,40.15,0.723,10,90.0,0.2769002968484925,8.0,0.1322,76.92
종로구,37.56661096,126.98823714,37.29,0.6815,13,76.9,0.6648267037724896,11.0,0.1165,16.67
종로구,37.57395332,126.96754121,68.51,0.4175,6,33.3,1.012227674469289,11.0,0.4588,68.18
종로구,37.56878558,126.98928849,28.18,0.8045,22,68.2,0.4781936832157799,14.0,0.1179,41.38
종로구,37.57234671,126.98043746,46.77,0.59,29,48.3,0.7395926777701232,10.0,0.1279,53.85
종로구,37.56870307,127.00223647,53.49,0.547,13,53.8,0.3944396380964566,20.0,0.1594,0.0
종로구,37.56817166,127.01029436,27.25,0.8875,0,0.0,2.3398948736369443,20.0,0.1766,69.57
종로구,37.57196106,126.9886866,30.26,0.832,23,69.6,2.062112156714378,9.0,0.1194,100.0
종로구,37.56828544,127.01560069,44.93,0.833,1,100.0,2.158832146297985,20.0,0.4606,71.43
종로구,37.56847519,126.98905206,41.99,0.785,21,71.4,0.7049197167852125,35.0,0.1808,68.75
종로구,37.56834527,126.98930082,25.57,0.787,16,68.8,0.5804498748382647,25.0,0.1179,0.0
종로구,37.56977342,127.01564207,40.55,0.7805,2,50.0,2.0945332720334227,25.0,0.457,60.0
종로구,37.57332819,127.02142486,53.13,0.7545,35,60.0,0.8306654603380617,7.0,0.4588,76.92
종로구,37.56906562,126.99955899,45.56,0.6615,13,76.9,1.6963396342890185,20.0,0.1451,80.0
종로구,37.56648067,126.98938878,32.01,0.7115,15,80.0,0.934620831808046,39.0,0.1293,11.54
종로구,37.56787315,127.00278843,62.77,0.579,26,84.6,0.0911147885742221,39.0,0.4817,70.0
종로구,37.56946611,126.98879268,36.27,0.8115,20,70.0,1.7367658930976486,7.0,0.1365,35.71
종로구,37.57202862,126.98968132,31.51,0.873,28,35.7,2.0139547037334053,5.0,0.1422,53.85
종로구,37.56632573,126.98947377,26.2,0.7205,13,53.8,0.5284700877456995,30.0,0.1165,0.0
종로구,37.58042554,126.99971491,46.79,0.8875,3,100.0,0.2513144282809061,2.0,0.4729,66.67
종로구,37.56946091,126.98867965,35.46,0.807,18,66.7,1.7413891098391054,7.0,0.1351,82.61
종로구,37.5663946,126.9901754,27.65,0.733,23,82.6,0.5737266793338204,39.0,0.115,0.0
종로구,37.60607579,126.95521654,46.5,0.7525,4,100.0,0.0,3.0,0.158,68.42
종로구,37.57075446,126.99107424,30.56,0.9345,19,68.4,0.5920510636885765,5.0,0.1523,0.0
종로구,37.57136659,127.02144454,34.11,0.646,1,100.0,0.679654500515471,20.0,0.1022,5.88
종로구,37.58120935,126.99944291,40.37,0.8515,34,67.6,0.0,2.0,0.1565,0.0
종로구,37.57106161,127.01932173,31.13,0.62,0,0.0,0.8449386732121789,20.0,0.1279,36.11
종로구,37.57115977,126.99014798,42.28,0.9,36,36.1,0.7221347174331976,5.0,0.188,50.0
종로구,37.56872917,127.00191308,58.6,0.5575,18,50.0,0.9228481324203142,20.0,0.4535,57.14
종로구,37.56853459,126.98938706,30.83,0.7975,21,57.1,0.508718141426426,14.0,0.1308,71.43
종로구,37.56901581,126.98884866,43.62,0.7985,21,71.4,0.7691330875378674,7.0,0.1623,0.0
종로구,37.56707898,126.98589738,52.29,0.63,0,0.0,0.9808292530117262,10.0,0.8984,50.0
종로구,37.57095095,127.01899373,43.99,0.632,2,50.0,1.0391467886248311,25.0,0.158,10.0
종로구,37.56812071,126.98384189,54.75,0.5835,10,70.0,0.0870113769896297,20.0,0.1694,0.0
종로구,37.56827627,127.01007825,36.83,0.8765,1,100.0,2.1107266791768704,39.0,0.1837,0.0
종로구,37.56647897,126.98736093,32.7,0.6545,0,0.0,1.4663370687934272,40.0,0.4324,0.0
종로구,37.57127618,127.02144796,48.56,0.6405,1,100.0,0.6347751743380381,20.0,0.1523,42.5
종로구,37.57020735,127.01335342,48.24,0.8085,40,42.5,0.6268314556263892,5.0,0.1808,59.09
종로구,37.56924962,126.98860395,29.81,0.798,22,59.1,1.0674293612314218,7.0,0.1165,56.0
종로구,37.57234237,126.98879807,29.73,0.8305,25,56.0,2.0339929446491425,5.0,0.1179,80.0
종로구,37.57031895,126.98794883,31.73,0.7965,5,80.0,0.6362983163277928,35.0,0.1536,55.56
종로구,37.57226294,126.98345246,40.96,0.6795,9,55.6,0.654394194262712,30.0,0.1594,50.0
종로구,37.56879123,127.00725386,37.22,0.7555,4,50.0,0.7646061445420903,20.0,0.1608,42.86
종로구,37.56855581,127.01248595,30.74,0.906,7,57.1,0.8732467386616793,8.0,0.8419,70.97
종로구,37.56877967,126.98873733,40.01,0.7865,31,71.0,0.6931471805599453,7.0,0.1408,33.33
종로구,37.57208885,126.98376245,48.02,0.6795,6,66.7,0.4751075411639114,30.0,0.1823,54.55
종로구,37.56798466,126.9892256,41.48,0.769,11,54.5,0.32892503098583,20.0,0.1752,0.0
종로구,37.57304418,126.99563741,28.74,0.8275,0,0.0,0.0,4.0,0.1608,58.82
종로구,37.57336561,126.99794846,27.78,0.73,17,58.8,1.2008429113170085,28.0,0.115,55.56
종로구,37.56907425,127.01266359,31.97,0.8765,13,46.2,0.3784696037661527,8.0,0.1594,0.0
종로구,37.56652738,126.9874728,22.43,0.6575,0,0.0,1.4853852637641214,40.0,0.1237,40.0
종로구,37.56815462,127.01380588,24.55,0.9015,5,40.0,2.2153535729105163,20.0,0.1509,76.47
종로구,37.56934241,126.98925226,37.26,0.824,17,76.5,1.0284080299948613,14.0,0.1523,75.0
종로구,37.57299352,127.02121263,55.64,0.7355,36,75.0,0.1275859182154312,7.0,0.4588,0.0
종로구,37.5794505,126.99878625,43.17,0.8625,1,100.0,0.6190392084062234,6.0,0.4535,45.95
종로구,37.57367066,126.98881163,36.6,0.813,37,45.9,2.548159171222129,6.0,0.1337,100.0
종로구,37.5700908,127.01699302,49.46,0.7255,2,100.0,1.809808656636082,25.0,0.1766,0.0
종로구,37.59779306,126.9583077,55.23,0.5385,0,0.0,0.0,3.0,0.457,68.42
종로구,37.56620995,126.98997354,27.11,0.738,19,68.4,0.349845392833071,30.0,0.115,56.0
종로구,37.57433901,127.02215235,48.54,0.8105,25,56.0,2.513196839987869,7.0,0.1794,58.33
종로구,37.56961553,126.99030351,43.67,0.869,24,58.3,0.3532793549375941,3.0,0.1823,0.0
종로구,37.57145727,127.02144048,33.77,0.651,1,100.0,0.698288580060364,20.0,0.1022,67.86
종로구,37.56857204,126.98884977,36.61,0.7825,28,67.9,0.7101077958669905,7.0,0.1308,0.0
종로구,37.57099939,127.01916136,38.88,0.6265,0,0.0,0.9805714878343744,20.0,0.4289,21.43
종로구,37.56894927,127.00275172,56.08,0.5655,28,78.6,0.0395308387566352,20.0,0.4272,63.64
종로구,37.56690647,126.9905645,32.82,0.7435,22,63.6,1.0636871646358492,8.0,0.1122,0.0
종로구,37.566705,126.98415672,62.36,0.556,5,60.0,0.4769240720903093,10.0,0.4641,0.0
종로구,37.5669144,126.98522621,64.78,0.601,1,100.0,0.3867729750960118,10.0,0.1909,33.33
종로구,37.56784218,127.01246821,23.38,0.9455,3,66.7,2.48953675368115,20.0,0.1465,42.86
종로구,37.56782843,127.01315704,32.91,0.934,7,42.9,2.420529536123946,8.0,0.1737,0.0
중구,37.54757845,127.00706931,56.55,0.6835,2,50.0,0.7011793522572095,4.0,0.9006,66.67
중구,37.55490708,126.9809224,43.7,0.786,3,66.7,2.276412218690022,34.0,0.8939,0.0
중구,37.55843966,127.0040854,53.75,0.6045,2,100.0,0.653926467406664,39.0,0.1794,75.0
중구,37.56377738,127.00254459,41.53,0.5675,8,75.0,1.0729099392447417,35.0,0.1279,33.33
중구,37.5610921,127.01362388,44.66,0.776,51,41.2,0.5823958162672426,28.0,0.1766,33.33
중구,37.5637344,127.01856286,38.44,0.8505,9,33.3,0.2576345630805465,9.0,0.1851,40.48
중구,37.564755,127.02030198,52.01,0.787,42,50.0,0.978508445043326,6.0,0.1837,16.67
중구,37.5594974,127.00609868,47.4,0.6,6,50.0,1.699539747131287,25.0,0.1565,48.28
중구,37.56574695,126.99678382,56.39,0.737,18,72.2,2.0476928433652555,3.0,0.4623,17.02
중구,37.56321444,127.02188987,64.39,0.703,47,78.7,0.814569172846422,7.0,0.1922,38.89
중구,37.55850942,126.98333001,28.86,0.9865,18,38.9,0.3317773923170052,9.0,0.178,26.67
중구,37.56329068,127.02166442,59.35,0.714,45,71.1,0.6823905332802416,7.0,0.4606,0.0
중구,37.55791958,126.99427429,36.22,0.7605,0,0.0,0.0,12.0,0.4553,19.57
중구,37.56298903,127.00539671,60.98,0.6285,46,54.3,0.3278481141771156,5.0,0.4483,53.85
중구,37.56514549,126.99667229,59.38,0.7655,13,53.8,1.2531071433395846,5.0,0.9345,40.0
중구,37.56315914,127.01999249,48.3,0.78,30,46.7,0.6214504327222037,5.0,0.178,35.0
중구,37.56070031,127.00577534,59.42,0.5535,20,45.0,2.3729104097147755,25.0,0.4553,60.0
중구,37.56079146,126.98483805,25.26,0.844,10,60.0,1.347534371310396,39.0,0.1494,16.67
중구,37.56196056,126.9830807,28.35,0.7945,6,66.7,1.3143208614948014,15.0,0.1237,55.56
중구,37.56018682,126.98502605,44.93,0.8685,18,55.6,1.8390123540786003,9.0,0.1909,0.0
중구,37.56450897,126.97750043,53.13,0.5695,2,50.0,1.3968764704504275,39.0,0.1866,16.67
중구,37.56192809,127.00817157,37.46,0.671,12,50.0,1.2259517110447111,9.0,0.1222,51.35
중구,37.56077659,126.99805761,45.35,0.763,37,51.4,0.6359887667199967,12.0,0.1637,27.27
중구,37.55948054,126.99469659,33.28,0.834,11,63.6,0.0340458414097171,12.0,0.1523,20.0
중구,37.55742715,126.97127809,45.62,0.469,5,80.0,0.0639487246002734,39.0,0.1251,62.5
중구,37.56092608,126.98422921,32.85,0.8465,8,62.5,0.8206118205022306,39.0,0.1794,0.0
중구,37.55859878,127.00384748,55.76,0.5915,3,100.0,0.7308875085427923,39.0,0.1823,13.04
중구,37.56189005,127.00374607,47.34,0.5335,23,69.6,0.6105967775109408,6.0,0.1065,0.0
중구,37.55875759,126.99205348,0.0,0.865,0,0.0,0.1757208727626025,39.0,0.1022,0.0
중구,37.55992254,126.98166803,22.69,0.8835,0,0.0,0.4922204359349563,38.0,0.1851,0.0
중구,37.55526641,126.97454106,40.72,0.6225,8,100.0,0.4054651081081644,9.78,0.1065,50.0
중구,37.56259453,126.98295061,23.13,0.759,4,50.0,0.1776811772374524,15.0,0.1094,21.43
중구,37.55830263,126.98373221,22.03,0.98,28,53.6,0.4801973974352784,5.0,0.1351,26.47
중구,37.56123167,127.00436867,49.46,0.5315,34,58.8,1.0986122886681098,6.0,0.1094,40.0
중구,37.55881514,126.98321624,35.47,0.9695,15,40.0,0.2811031013537384,4.0,0.4747,58.82
중구,37.56016974,126.99673141,29.01,0.801,34,58.8,0.6778797084291569,3.0,0.105,33.33
중구,37.5557044,126.97785909,39.59,0.7215,3,66.7,1.3516741604732871,34.0,0.1652,42.11
중구,37.56290669,126.98293663,24.75,0.7415,6,66.7,0.1659851374742611,15.0,0.1022,71.43
중구,37.56065304,126.98495167,32.81,0.8485,14,71.4,1.4859937213429788,39.0,0.1694,13.04
중구,37.56189005,127.00374607,47.34,0.5335,23,69.6,0.6105967775109408,6.0,0.1065,0.0
중구,37.56224265,127.00129696,38.48,0.632,19,47.4,0.3677247801253173,12.0,0.1194,50.0
중구,37.559686,126.98502964,19.24,0.89,16,50.0,0.7404000654104909,9.0,0.1136,33.33
중구,37.56397563,126.98930423,38.41,0.809,6,50.0,0.0155847310166982,20.0,0.1808,0.0
중구,37.56439975,126.97823359,55.23,0.593,3,33.3,1.1927096120472251,9.0,0.178,20.83
중구,37.55930433,126.99257358,29.73,0.842,24,45.8,0.0285363072649343,4.0,0.1337,33.33
중구,37.56217504,127.00790898,30.55,0.676,11,36.4,1.3149695802979604,9.0,0.105,18.18
중구,37.55922076,126.98717749,32.12,0.9185,6,66.7,0.5851585424958495,34.0,0.1909,0.0
중구,37.56051208,126.97620822,28.79,0.664,11,81.8,2.118156053860526,39.0,0.1022,81.82
중구,37.56105877,127.00060499,33.16,0.6575,28,42.9,0.6764203867546318,12.0,0.1022,42.86
중구,37.56260061,127.00623347,61.33,0.6435,40,57.5,1.261313350941181,6.0,0.1766,57.5
중구,37.56285139,126.98993029,40.67,0.861,24,58.3,1.0962826428853008,9.0,0.4483,58.33
중구,37.56215784,127.00619838,55.05,0.6255,27,66.7,1.2250603659460322,6.0,0.1536,66.67
중구,37.55615138,126.98320575,43.2,0.8825,0,0.0,0.067822596338761,38.0,1.0,0.0
중구,37.55888808,126.97685766,31.91,0.7145,15,93.3,0.6722404957406317,20.0,0.1065,50.0
중구,37.5583226,126.98161125,43.09,0.926,24,79.2,0.3457963134963362,8.0,0.6113,100.0
중구,37.55514655,126.97502538,37.97,0.6365,8,100.0,0.6286086594223741,9.78,0.1,16.67
중구,37.55947776,126.98895332,6.09,0.972,11,54.5,0.8988161013508911,20.0,0.1,0.0
중구,37.56000992,126.99104534,27.06,0.8935,17,47.1,0.0419223063862633,40.0,0.1766,27.27
중구,37.56068492,126.97696844,28.08,0.691,17,70.6,0.7915872533731978,39.0,0.1136,47.06
중구,37.55916534,126.99317546,31.81,0.835,6,50.0,0.1066583743734262,4.0,0.148,70.59
중구,37.56121701,127.00319028,41.77,0.546,21,42.9,0.7163142398414797,6.0,0.1022,33.33
중구,37.56260302,127.0012691,38.73,0.6325,21,42.9,0.6449978366623627,39.0,0.1465,19.05
중구,37.55862089,126.97778696,29.89,0.757,18,77.8,0.6931471805599453,7.0,0.1022,42.86
중구,37.56169553,126.99316583,28.28,0.974,11,54.5,0.7077848337936332,20.0,0.1794,77.78
중구,37.56274732,127.00532349,42.43,0.618,51,51.0,0.6398386271054382,5.0,0.1011,54.55
중구,37.56360071,126.99978139,30.71,0.688,12,33.3,1.5406921680953238,7.0,0.1065,21.57
중구,37.55159894,126.97415517,56.67,0.783,52,46.2,4.278400724828264,5.0,0.457,33.33
중구,37.55921109,126.9868865,23.35,0.906,17,64.7,0.4415514978825853,3.0,0.1208,15.38
중구,37.56745247,127.01990348,39.01,0.7595,73,56.2,0.0281312502503589,5.0,0.1122,5.88
중구,37.56641299,127.02224478,30.66,0.69,13,30.8,0.1891928076174643,6.0,0.1122,26.03
중구,37.56704364,127.02176218,38.33,0.6985,44,45.5,0.8505532040555008,6.0,0.1136,30.77
중구,37.56657468,127.02167455,33.44,0.7115,29,44.8,0.7706628309088794,6.0,0.1094,25.0
중구,37.56031367,126.9764151,54.75,0.6765,18,77.8,2.426199048961222,39.0,0.3342,44.83
중구,37.56249772,127.0061175,57.68,0.636,39,53.8,1.2992829841302609,6.0,0.5747,77.78
중구,37.5671459,127.02169777,37.56,0.699,48,50.0,0.8899848357598505,6.0,0.1065,53.85
중구,37.56714175,127.02068379,39.42,0.7395,69,50.7,0.7037893526560904,4.0,0.1094,22.92
중구,37.55536217,126.96831131,56.63,0.5215,4,50.0,0.6126748273373721,28.0,0.4553,34.78
중구,37.55921779,126.98470314,22.95,0.918,22,31.8,0.146245500320145,9.0,0.4095,25.0
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,22.73
중구,37.56063038,126.99259191,16.37,0.9155,18,50.0,0.1468471686002947,4.0,0.1065,94.12
중구,37.5620177,127.00135638,58.94,0.6295,16,37.5,0.2282586519809801,12.0,0.198,50.0
중구,37.5601926,126.99145787,35.59,0.874,22,50.0,0.029133150269942,39.0,0.4782,31.25
중구,37.56760688,127.01956228,34.74,0.7665,63,68.3,0.0662310964826293,15.0,0.1094,50.0
중구,37.56513768,127.02005056,41.66,0.7975,30,60.0,1.0823127907109529,9.0,0.1551,23.81
중구,37.5596575,126.9764613,55.72,0.6895,11,63.6,1.077705603848796,20.0,0.198,60.0
중구,37.56341362,127.00460171,48.15,0.6115,37,48.6,0.2046326657795061,5.0,0.1308,63.64
중구,37.56523964,127.02040857,42.75,0.7815,26,50.0,1.1108997778588894,4.0,0.4289,48.65
중구,37.55802548,126.978654,42.86,0.7955,11,36.4,0.4364612084771284,5.0,0.1794,50.0
중구,37.5640592,126.98123686,54.37,0.6655,9,55.6,0.4653632496892333,15.0,0.1895,36.36
중구,37.56034502,126.98983303,24.86,0.9155,5,60.0,0.6931471805599453,39.0,0.3102,55.56
중구,37.56400886,127.00550987,40.59,0.6625,11,54.5,0.5577425435537423,39.0,0.1623,60.0
중구,37.56128515,127.00965172,64.96,0.676,35,74.3,0.3671042402357181,8.0,0.9051,18.18
중구,37.56562443,126.99811729,48.36,0.7005,18,50.0,0.8445468270153137,25.0,0.4606,14.29
중구,37.56258859,127.00268569,53.98,0.57,15,40.0,0.3926326680382799,35.0,0.4658,50.0
중구,37.56337665,127.01511202,32.73,0.9165,25,60.0,1.2887613178472808,5.0,0.1523,13.33
중구,37.54686459,127.00697007,50.29,0.645,8,75.0,0.0472528848505455,28.0,0.1766,60.0
중구,37.56432903,127.00557674,41.04,0.6735,6,66.7,2.231562714917111,5.0,0.1237,0.0
중구,37.55353993,127.00797399,47.53,0.9165,26,61.5,0.5027284135333713,9.0,0.2109,0.0
중구,37.56238679,127.00544181,66.08,0.6095,61,59.0,0.7094077014317256,6.0,0.1737,0.0
중구,37.55204408,126.97340784,38.15,0.742,14,78.6,3.380143972464323,4.0,0.115,21.31
중구,37.56082266,126.99156616,37.12,0.905,15,66.7,0.3184537311185346,5.0,0.1723,7.14
중구,37.55445273,126.96721141,58.7,0.5905,40,55.0,0.8848745356407761,28.0,0.178,66.67
중구,37.56126414,127.01330518,64.83,0.779,43,60.5,0.600253433667249,9.0,0.9481,12.5
중구,37.5604658,126.99112706,42.39,0.8775,31,48.4,0.2758941166997387,5.0,0.1823,25.58
중구,37.56245881,127.01652588,48.58,0.8595,21,52.4,0.4679854650894984,10.0,0.4923,48.39
중구,37.55980392,126.99791481,50.91,0.746,22,40.9,0.0187798946515963,6.0,0.1895,52.38
중구,37.56254877,127.01827818,49.72,0.8225,23,60.9,1.7984574179121826,9.0,0.4712,40.91
중구,37.55443196,126.98093728,25.29,0.763,1,100.0,0.621173680934856,34.0,0.115,60.87
중구,37.56259916,127.00517181,56.91,0.6075,56,50.0,0.7174398731289899,5.0,0.4165,0.0
중구,37.55867857,126.99628233,49.98,0.7585,31,41.9,0.9534302788236118,6.0,0.1794,21.43
중구,37.55986298,126.96908924,58.51,0.409,5,80.0,0.1282106588186425,10.0,0.1265,20.0
중구,37.55862664,126.97564128,47.0,0.6625,7,57.1,1.125439530901254,20.0,0.1652,65.22
중구,37.56419873,126.98117581,53.83,0.6575,7,42.9,0.4298565612323236,15.0,0.1922,57.14
중구,37.55861319,126.97692284,52.62,0.719,22,77.3,0.6931471805599453,20.0,0.1837,42.86
중구,37.55405845,126.9811766,48.44,0.748,2,100.0,0.0749013081731177,34.0,0.1951,77.27
중구,37.56191425,127.01717693,46.13,0.8205,32,43.8,0.7442388417176565,10.0,0.4641,0.0
중구,37.5592684,127.01677058,59.71,0.6845,57,57.9,0.4578330936254803,14.0,0.4606,43.75
중구,37.55944336,126.99292566,37.61,0.851,17,58.8,0.0988458346366326,4.0,0.1623,1.75
중구,37.56180927,127.00725235,39.36,0.642,16,50.0,1.3388921222253067,4.0,0.1136,17.65
중구,37.56224445,127.00925002,59.8,0.7105,32,50.0,0.7831733322176649,4.0,0.4782,50.0
중구,37.55974994,126.98437425,37.5,0.9045,23,43.5,1.7060041108251514,9.0,0.1766,0.0
영등포구,37.51813948,126.89979707,24.63,0.808,1,100.0,1.0712813949511384,15.0,0.1036,26.09
중구,37.55587082,126.98398358,15.46,0.863,0,0.0,2.6556884490078847,34.0,0.1408,76.0
중구,37.55853987,126.98364445,15.41,0.978,26,38.5,0.6040471857738994,9.0,0.1222,0.0
중구,37.55561992,126.97951078,30.83,0.778,0,0.0,1.9467034850747087,34.0,0.1766,34.62
중구,37.55634977,126.98417952,37.95,0.8865,1,100.0,1.4914374618404542,34.0,0.4676,17.24
중구,37.55791929,126.99041464,28.74,0.9145,0,0.0,0.6931471805599453,9.0,0.8826,100.0
중구,37.55191393,126.97303124,57.6,0.7335,1,100.0,2.9831534913471307,4.0,0.1823,0.0
중구,37.56201847,127.01763004,48.84,0.8165,44,45.5,1.1661704396794008,4.0,0.4553,0.0
중구,37.56252165,127.00761742,37.48,0.683,14,35.7,1.4253757111623615,6.0,0.1265,36.36
중구,37.56100128,126.9869874,23.76,0.8565,12,41.7,2.7322644592228045,39.0,0.148,35.71
중구,37.55802548,126.978654,42.86,0.7955,11,36.4,0.4364612084771284,5.0,0.1794,50.0
중구,37.55766837,126.98642023,35.65,0.865,9,66.7,1.852753981930897,34.0,0.1823,36.36
중구,37.56077584,126.99588185,37.9,0.8505,25,52.0,0.6931471805599453,12.0,0.1665,66.67
중구,37.55465607,126.96700473,51.42,0.591,15,33.3,0.9319746537767092,28.0,0.1766,52.0
중구,37.55915651,126.9860126,25.41,0.87,44,43.2,0.3869215303959953,9.0,0.2496,20.0
중구,37.55988314,126.99827249,30.39,0.7345,12,41.7,0.0187798946515963,6.0,0.1194,29.55
중구,37.55926496,126.98571174,32.51,0.8795,38,34.2,0.249563114348171,9.0,0.1536,25.0
중구,37.56365324,127.01788147,34.15,0.875,18,55.6,0.3092034534461402,6.0,0.158,34.21
중구,37.56016528,126.98438675,44.91,0.884,26,38.5,1.678860798978205,9.0,0.198,33.33
중구,37.56342608,126.995507,25.21,0.866,32,50.0,0.6931471805599453,15.0,0.1251,44.44
중구,37.56110121,126.99995412,40.31,0.686,20,45.0,2.0512029576140245,7.0,0.1279,50.0
중구,37.56318521,127.01511594,30.99,0.906,23,52.2,1.1947195988454529,11.85,0.2912,45.0
중구,37.55841902,127.00488966,53.86,0.6265,4,50.0,0.1582240052148941,10.0,0.1794,52.17
중구,37.56206664,127.0089649,44.79,0.6955,24,41.7,0.9088557533866368,9.0,0.1523,50.0
중구,37.55715446,126.97870364,30.28,0.789,41,53.7,0.2297880940328783,6.0,0.1094,41.67
중구,37.56607323,127.00977497,25.91,0.882,3,100.0,1.3700338402481105,11.0,0.1208,21.95
중구,37.5553878,126.97899747,31.13,0.7525,0,0.0,0.0327898228229908,34.0,0.1794,0.0
중구,37.5590079,126.98461516,18.3,0.9285,19,36.8,0.182977509588875,9.0,0.1265,0.0
