대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
서울특별시 강남구 역삼동 622-16번지,11680,10100,0,622,16,102415350,1,일반,2,일반건축물,서울특별시 강남구 봉은사로6길 55-1 (역삼동),,,,,0,116804166373.0,10101.0,0.0,55.0,1.0,,0,주건축물,0.0,105.88,0.0,309.09,181.04,0.0,11.0,벽돌구조,연와조,01000,단독주택,주거시설,10.0,(철근)콘크리트,슬라브위기와,0,1,0.0,2,1,0,0,0,0.0,309.09,0,0.0,0,0.0,0,0.0,0,0.0,19830318,,19830708.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 623-7번지,11680,10100,0,623,7,1024110511,1,일반,2,일반건축물,서울특별시 강남구 강남대로110길 59 (역삼동),,,,,0,116804166005.0,10101.0,0.0,59.0,0.0,,0,주건축물,320.7,126.41,39.42,315.29,211.93,66.08,11.0,벽돌구조,연와조,01000,단독주택,주거시설,10.0,(철근)콘크리트,슬라브,0,3,0.0,2,1,0,0,0,0.0,315.29,0,0.0,0,0.0,0,0.0,0,0.0,19910612,,19920603.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 623-22번지,11680,10100,0,623,22,1024121750,1,일반,2,일반건축물,서울특별시 강남구 테헤란로13길 65 (역삼동),,,,,0,116804166718.0,10101.0,0.0,65.0,,,0,주건축물,362.5,140.54,38.77,255.81,220.36,60.79,11.0,벽돌구조,연와조,03000,제1종근린생활시설,근린생활시설,10.0,(철근)콘크리트,슬라브위기와,0,0,0.0,2,1,0,0,0,0.0,255.81,0,0.0,0,0.0,1,0.0,1,0.0,19850325,,19850706.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 626-24번지,11680,10100,0,626,24,102415950,1,일반,2,일반건축물,서울특별시 강남구 테헤란로19길 52 (역삼동),,,,,0,116804166721.0,10101.0,0.0,52.0,0.0,,0,주건축물,361.6,92.68,25.63,249.63,165.48,45.76,11.0,벽돌구조,연와조,01000,단독주택,주거시설,10.0,(철근)콘크리트,슬라브위기와,0,1,7.9,2,1,0,0,0,0.0,249.63,0,0.0,0,0.0,0,0.0,0,0.0,19890126,,19891229.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 626-29번지,11680,10100,0,626,29,1024112250,1,일반,2,일반건축물,서울특별시 강남구 봉은사로20길 52 (역삼동),,,,,0,116804166339.0,10101.0,0.0,52.0,0.0,,0,주건축물,0.0,96.36,0.0,260.82,164.46,0.0,11.0,벽돌구조,연와조,01000,단독주택,주거시설,10.0,(철근)콘크리트,슬라브위기와,0,1,0.0,2,1,0,0,0,0.0,260.82,0,0.0,0,0.0,0,0.0,0,0.0,19830210,,19830913.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 628-12번지,11680,10100,0,628,12,10241100268074,1,일반,2,일반건축물,서울특별시 강남구 논현로 533 (역삼동),Hotel Senne,,,,0,116803121022.0,10101.0,0.0,533.0,,,0,주건축물,541.5,269.59,49.79,1956.35,1514.16,279.62,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,숙박시설(관광호텔),10.0,(철근)콘크리트,(철근)콘크리트,0,0,31.44,8,2,2,0,0,0.0,1956.35,24,50.75,0,0.0,0,0.0,1,12.0,20151218,20160623,20171222.0,2015.0,3220175.0,건축과,1101.0,신축허가,0,,0.0,67.6,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 636-24번지,11680,10100,0,636,24,1024123008,1,일반,2,일반건축물,서울특별시 강남구 강남대로94길 51-4 (역삼동),,,,,0,116804166037.0,10101.0,0.0,51.0,4.0,,0,주건축물,356.5,189.6,53.18,659.5,495.6,139.02,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,주거시설,10.0,(철근)콘크리트,평슬라브,0,13,10.4,3,1,0,0,0,0.0,659.5,0,0.0,0,0.0,0,0.0,5,0.0,19950721,19950821,19951125.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 638-6번지,11680,10100,0,638,6,102416645,1,일반,2,일반건축물,서울특별시 강남구 테헤란로19길 34-5 (역삼동),,,,,0,116804166721.0,10101.0,0.0,34.0,5.0,,0,주건축물,83.9,38.52,45.91,106.56,68.04,81.1,11.0,벽돌구조,연와조,01000,단독주택,주거시설,10.0,(철근)콘크리트,평슬라브,0,1,7.8,2,1,0,0,0,0.0,106.56,0,0.0,0,0.0,0,0.0,0,0.0,19910107,19910226,19910601.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 639-15번지,11680,10100,0,639,15,102416797,1,일반,2,일반건축물,서울특별시 강남구 논현로95길 24 (역삼동),,,,,0,116804166207.0,10101.0,0.0,24.0,0.0,,0,주건축물,256.4,152.4,59.44,590.44,590.44,230.28,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,제2종근린생활시설 / 단독주택,10.0,(철근)콘크리트,(철근)콘크리트,1,1,15.9,5,0,1,0,0,0.0,590.44,0,0.0,0,0.0,0,0.0,4,46.0,20030625,20030715,20040119.0,2003.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 642-2번지,11680,10100,0,642,2,1024114891,1,일반,2,일반건축물,서울특별시 강남구 테헤란로25길 6-13 (역삼동),노블레스,,,,0,116804166726.0,10101.0,0.0,6.0,13.0,,0,주건축물,420.7,247.25,58.77,1999.18,1924.65,457.49,21.0,철근콘크리트구조,철근콘크리트구조,15000,숙박시설,관광숙박시설-관광호텔,10.0,(철근)콘크리트,(철근)콘크리트평슬라브,0,0,29.8,10,1,2,0,0,0.0,1999.18,0,0.0,0,0.0,7,80.5,0,0.0,20011114,200204,20030127.0,2001.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 644-13번지,11680,10100,0,644,13,1024117558,2,집합,3,표제부,서울특별시 강남구 테헤란로21길 14 (역삼동),,,,,1,116804166724.0,10101.0,0.0,14.0,,,0,주건축물,655.2,259.84,39.66,992.46,758.97,115.84,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,연립주택,10.0,(철근)콘크리트,경사스라브위아스팔트슁글,12,0,10.7,3,1,0,0,0,0.0,992.46,0,0.0,0,0.0,0,0.0,5,0.0,19891102,,19910614.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 645-7번지,11680,10100,0,645,7,102413911,1,일반,2,일반건축물,서울특별시 강남구 테헤란로21길 25 (역삼동),태림빌딩,,,,0,116804166724.0,10101.0,0.0,25.0,,,0,주건축물,248.9,128.6,51.67,494.57,494.57,198.7,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,"근린생활시설, 단독주택",10.0,(철근)콘크리트,"(철근)콘크리트,평스라브",1,1,14.98,5,0,0,0,0,0.0,494.57,0,0.0,0,0.0,0,0.0,4,0.0,20040309,20040323,20040902.0,2004.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 강남구 역삼동 647-6번지,11680,10100,0,647,6,10241100183427,1,일반,2,일반건축물,서울특별시 강남구 테헤란로13길 8-5 (역삼동),블루-b,,,,0,116804166718.0,10101.0,0.0,8.0,5.0,주건축물제1동,0,주건축물,348.0,208.14,59.81,1999.94,1642.28,471.92,21.0,철근콘크리트구조,철근콘크리트구조,14000,업무시설,"근린생활시설, 업무시설",10.0,(철근)콘크리트,평슬라브,0,0,29.87,10,2,1,0,0,0.0,1999.94,9,145.41,0,0.0,0,0.0,0,0.0,20070706,20070724,20080528.0,,,,,,0,,0.0,0.0,,0.0,,0.0,20250904,,
서울특별시 강남구 역삼동 648-7번지,11680,10100,0,648,7,1024124310,1,일반,2,일반건축물,서울특별시 강남구 강남대로94길 56-4 (역삼동),,,,,1,116804166037.0,10101.0,0.0,56.0,4.0,,0,주건축물,313.24,187.84,59.97,1855.58,1446.74,461.86,21.0,철근콘크리트구조,철근콘크리트구조(경량철골구조),15000,숙박시설,"숙박시설,위락시설,제2종근린생활시설",10.0,(철근)콘크리트,(철근)콘크리트(기타(샌드위치판넬)),0,0,29.8,9,2,1,0,0,0.0,1855.58,0,0.0,0,0.0,8,92.0,0,0.0,20030211,20030513,20040924.0,2003.0,3220088.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 강남구 역삼동 653-3번지,11680,10100,0,653,3,1000000000000003891588,2,집합,3,표제부,서울특별시 강남구 언주로 565 (역삼동),상지 카일룸 블랙,,,,0,116803005086.0,10101.0,0.0,565.0,0.0,,0,주건축물,588.2,332.38,56.51,4838.21,3648.1,620.21,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"공동주택(아파트), 업무시설(오피스텔), 근린생활시설",10.0,(철근)콘크리트,(철근)콘크리트,20,0,73.3,20,3,1,1,0,0.0,4838.21,0,0.0,70,0.0,0,0.0,2,0.0,20211027,20220201,20240621.0,2021.0,3220175.0,건축과,1101.0,신축허가,20,,0.0,0.0,,0.0,,0.0,20240723,1.0,VII-0.2033g
