대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,대장구분코드,대장구분코드명,대장종류코드,대장종류코드명,도로명대지위치,건물명,특수지명,블록,로트,외필지수,새주소도로코드,새주소법정동코드,새주소지상지하코드,새주소본번,새주소부번,동명칭,주부속구분코드,주부속구분코드명,대지면적(㎡),건축면적(㎡),건폐율(%),연면적(㎡),용적률산정연면적(㎡),용적률(%),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지붕코드,지붕코드명,기타지붕,세대수(세대),가구수(가구),높이(m),지상층수,지하층수,승용승강기수,비상용승강기수,부속건축물수,부속건축물면적(㎡),총동연면적(㎡),옥내기계식대수(대),옥내기계식면적(㎡),옥외기계식대수(대),옥외기계식면적(㎡),옥내자주식대수(대),옥내자주식면적(㎡),옥외자주식대수(대),옥외자주식면적(㎡),허가일,착공일,사용승인일,허가번호년,허가번호기관코드,허가번호기관코드명,허가번호구분코드,허가번호구분코드명,호수(호),에너지효율등급,에너지절감률,EPI점수,친환경건축물등급,친환경건축물인증점수,지능형건축물등급,지능형건축물인증점수,생성일자,내진설계적용여부,내진능력
서울특별시 마포구 노고산동 109-84번지,11440,11000,0,109,84,1015115083,1,일반,2,일반건축물,서울특별시 마포구 백범로2길 38 (노고산동),,,,,0,114404139238.0,11001.0,0.0,38.0,,,0,주건축물,0.0,61.02,0.0,241.47,183.06,0.0,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"숙박시설, 근린생활시설",10.0,(철근)콘크리트,평옥개,0,0,0.0,3,1,0,0,0,0.0,241.47,0,0.0,0,0.0,0,0.0,0,0.0,,,19780227,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 노고산동 109-154번지,11440,11000,0,109,154,1015115094,1,일반,2,일반건축물,서울특별시 마포구 서강로 128 (노고산동),S호텔,,,,0,114403113010.0,11001.0,0.0,128.0,,,0,주건축물,257.8,168.11,65.21,1709.15,1464.78,568.18,21.0,철근콘크리트구조,철근콘크리트조,15000,숙박시설,"근린생활시설, 숙박시설",10.0,(철근)콘크리트,평스라브,0,0,30.9,10,1,1,0,0,0.0,1709.15,0,0.0,0,0.0,5,107.7,0,0.0,19980515,19980610,19990414,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 39-5번지,11440,11100,0,39,5,1015115258,1,일반,2,일반건축물,서울특별시 마포구 독막로 236-1 (신수동),,,,,0,114403113005.0,11104.0,0.0,236.0,1.0,,0,주건축물,0.0,82.74,0.0,248.22,165.48,0.0,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(6가구),10.0,(철근)콘크리트,평스라브,0,6,0.0,2,1,0,0,0,0.0,248.22,0,0.0,0,0.0,0,0.0,0,0.0,19900522,,19911118,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 41-4번지,11440,11100,0,41,4,10151100256323,1,일반,2,일반건축물,서울특별시 마포구 독막로34길 4-5 (신수동),정주빌딩,,,,0,114404139087.0,11102.0,0.0,4.0,5.0,,0,주건축물,145.0,71.1,49.03,263.86,263.86,181.97,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,제2종근린생활시설 및 다가구주택(2가구),10.0,(철근)콘크리트,(철근)콘크리트,0,2,13.8,5,0,0,0,0,0.0,263.86,0,0.0,0,0.0,0,0.0,2,23.0,20170323,20170407,20180517,2017,3130160.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,0.199G
서울특별시 마포구 신수동 42-12번지,11440,11100,0,42,12,1015115275,1,일반,2,일반건축물,서울특별시 마포구 독막로34길 26 (신수동),,,,,0,114404139087.0,11102.0,0.0,26.0,0.0,,0,주건축물,201.27,116.96,58.11,412.64,299.33,148.72,11.0,벽돌구조,"R.C조, 연와조(1.2.3)",01000,단독주택,다가구용단독주택(7가구),10.0,(철근)콘크리트,평스라브,0,7,9.0,3,1,0,0,0,0.0,412.64,0,0.0,0,0.0,0,0.0,3,34.5,19951213,19960314,19960615,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 81-15번지,11440,11100,0,81,15,1015115492,1,일반,2,일반건축물,서울특별시 마포구 서강로16길 63 (신수동),,,,,0,114404139293.0,11102.0,0.0,63.0,,,0,주건축물,0.0,58.15,0.0,58.15,58.15,0.0,51.0,일반목구조,"목조, 세멘부록조",01000,단독주택,주택,20.0,기와,"와즙, 스레트즙",0,1,0.0,1,0,0,0,0,0.0,58.15,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 81-15번지,11440,11100,0,81,15,1015115493,1,일반,2,일반건축물,서울특별시 마포구 서강로16길 63 (신수동),,,,,0,114404139293.0,11102.0,0.0,63.0,,,0,주건축물,0.0,23.07,0.0,23.07,23.07,0.0,12.0,블록구조,세멘부록조,01000,단독주택,주택,20.0,기와,세멘와즙,0,1,0.0,1,0,0,0,0,0.0,23.07,0,0.0,0,0.0,0,0.0,0,0.0,,,19730310,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 81-15번지,11440,11100,0,81,15,1015115491,1,일반,2,일반건축물,서울특별시 마포구 서강로16길 63 (신수동),,,,,0,114404139293.0,11102.0,0.0,63.0,,,0,주건축물,0.0,25.16,0.0,25.16,25.16,0.0,12.0,블록구조,세멘부록조,15000,숙박시설,숙박시설,20.0,기와,세멘와즙,0,0,0.0,1,0,0,0,0,0.0,25.16,0,0.0,0,0.0,0,0.0,0,0.0,,,19681213,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 81-15번지,11440,11100,0,81,15,1015115490,1,일반,2,일반건축물,서울특별시 마포구 서강로16길 63 (신수동),,,,,0,114404139293.0,11102.0,0.0,63.0,,,0,주건축물,0.0,69.85,0.0,143.58,139.55,0.0,21.0,철근콘크리트구조,"철근콘크리트조, 조적조",15000,숙박시설,"숙박시설, 주택",10.0,(철근)콘크리트,스라브즙,0,1,0.0,2,1,0,0,0,0.0,143.58,0,0.0,0,0.0,0,0.0,0,0.0,,,19730310,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 88-26번지,11440,11100,0,88,26,1015115563,1,일반,2,일반건축물,서울특별시 마포구 독막로29길 38-5 (신수동),,,,,0,114404139082.0,11101.0,0.0,38.0,5.0,,0,주건축물,204.46,122.07,59.7,435.07,324.85,158.88,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(9가구),10.0,(철근)콘크리트,평스라브,0,9,10.2,3,1,0,0,0,0.0,435.07,0,0.0,0,0.0,1,15.39,2,23.0,19930531,19940311,19940804,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 88-59번지,11440,11100,0,88,59,1015115579,1,일반,2,일반건축물,서울특별시 마포구 광성로6길 12 (신수동),,,,,0,114404139021.0,11102.0,0.0,12.0,,,0,주건축물,69.42,41.49,59.77,167.05,124.06,178.71,11.0,벽돌구조,연와조,03000,제1종근린생활시설,"근린생활시설, 주택(2가구)",10.0,(철근)콘크리트,평스라브,0,2,9.7,3,1,0,0,0,0.0,167.05,0,0.0,0,0.0,0,0.0,0,0.0,19940325,19940401,19940802,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 89-51번지,11440,11100,0,89,51,1015115620,1,일반,2,일반건축물,서울특별시 마포구 광성로6안길 14 (신수동),M.G HOUSE,,,,1,114404139022.0,11101.0,0.0,14.0,,,0,주건축물,190.8,114.03,59.76,432.68,381.58,199.99,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"다가구주택,독서실",10.0,(철근)콘크리트,(철근)콘크리트,0,4,14.65,5,0,0,0,0,0.0,432.68,0,0.0,0,0.0,5,51.1,1,12.0,20070720,20070828,20080205,2007,3130085.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 89-65번지,11440,11100,0,89,65,1015116405,2,집합,3,표제부,서울특별시 마포구 광성로4길 18-12 (신수동),,,,,0,114404139020.0,11101.0,0.0,18.0,12.0,,0,주건축물,119.0,76.03,63.89,138.36,138.36,116.27,12.0,블록구조,세멘부록조,02000,공동주택,주택,20.0,기와,와즙,1,0,6.4,2,0,0,0,0,0.0,138.36,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 91-384번지,11440,11100,0,91,384,1015115720,1,일반,2,일반건축물,서울특별시 마포구 광성로 35-12 (신수동),,,,,0,114403113001.0,11101.0,0.0,35.0,12.0,,0,주건축물,121.0,72.41,59.84,190.47,190.47,157.41,21.0,철근콘크리트구조,철근콘크리트벽식구조,01000,단독주택,다가구용단독주택,10.0,(철근)콘크리트,평슬라브,0,4,9.05,3,0,0,0,0,0.0,190.47,0,0.0,0,0.0,2,23.0,0,0.0,20000224,20000309,20001206,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 91-390번지,11440,11100,0,91,390,1015115724,1,일반,2,일반건축물,서울특별시 마포구 광성로 31 (신수동),,,,,0,114403113001.0,11101.0,0.0,31.0,,,0,주건축물,127.2,75.75,59.55,378.75,282.75,222.29,21.0,철근콘크리트구조,"R.C조(지-2층), 시멘트벽돌조(3,4층)",03000,제1종근린생활시설,"근린생활시설, 단독주택",10.0,(철근)콘크리트,평스라브,0,1,12.6,4,1,0,0,0,0.0,378.75,0,0.0,0,0.0,2,20.25,1,11.5,19960104,19960314,19960904,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 93-29번지,11440,11100,0,93,29,1015115747,1,일반,2,일반건축물,서울특별시 마포구 광성로 35-16 (신수동),,,,,0,114403113001.0,11101.0,0.0,35.0,16.0,,0,주건축물,89.0,53.28,59.87,148.7,96.82,108.79,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(3가구),10.0,(철근)콘크리트,평스라브,0,3,7.7,2,1,0,0,0,0.0,148.7,0,0.0,0,0.0,0,0.0,1,11.5,19960510,19960604,19961008,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 101-12번지,11440,11100,0,101,12,10151100247178,1,일반,2,일반건축물,서울특별시 마포구 창전로2길 39-1 (신수동),맥스미니움,,,,0,114404139577.0,11101.0,0.0,39.0,1.0,,0,주건축물,30.0,12.61,42.03,48.12,32.99,109.97,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,제2종근린생활시설 및 단독주택,10.0,(철근)콘크리트,(철근)콘크리트,0,1,9.0,3,1,0,0,0,0.0,48.12,0,0.0,0,0.0,0,0.0,0,0.0,20160516,20160727,20170327,2016,3130160.0,건축과,1201.0,신축신고,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 신수동 177-17번지,11440,11100,0,177,17,1015115902,1,일반,2,일반건축물,서울특별시 마포구 독막로29길 1 (신수동),,,,,0,114404139082.0,11101.0,0.0,1.0,0.0,,0,주건축물,147.7,68.44,46.337169,221.85,160.05,108.36,11.0,벽돌구조,연와조,01000,단독주택,주택,10.0,(철근)콘크리트,스라브위기와,0,4,0.0,3,1,0,0,0,0.0,185.4,0,0.0,0,0.0,0,0.0,0,0.0,19890511,,19890810,,,,,,0,,0.0,0.0,,0.0,,0.0,20260127,1.0,Ⅰ
서울특별시 마포구 신수동 303번지,11440,11100,0,303,0,10151100249318,2,집합,3,표제부,서울특별시 마포구 토정로15안길 11-7 (신수동),나영아트빌,,,,3,114404139583.0,11101.0,0.0,11.0,7.0,,0,주건축물,205.11,115.62,56.37,378.29,378.29,184.43,21.0,철근콘크리트구조,철근콘크리트조(라멘조/벽식구조),02000,공동주택,제1종근린생활시설및다세대주택,10.0,(철근)콘크리트,평지붕,7,0,17.8,5,0,1,0,0,0.0,378.29,0,0.0,0,0.0,5,57.5,0,0.0,20160711,20160816,20170713,2016,3130160.0,건축과,1101.0,신축허가,1,,0.0,0.0,,0.0,,0.0,20220813,1.0,
서울특별시 마포구 신수동 308-1번지,11440,11100,0,308,1,1015116139,1,일반,2,일반건축물,서울특별시 마포구 토정로17길 31-8 (신수동),,,,,0,114404139585.0,11101.0,0.0,31.0,8.0,,0,주건축물,136.0,76.34,56.13,199.45,129.18,94.99,11.0,벽돌구조,조적조,01000,단독주택,다가구용단독주택(4가구),10.0,(철근)콘크리트,평스라브,0,4,7.1,2,1,0,0,0,0.0,199.45,0,0.0,0,0.0,0,0.0,0,0.0,19921126,19930208,19930430,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 구수동 40-4번지,11440,11300,0,40,4,10151100245298,1,일반,2,일반건축물,서울특별시 마포구 토정로 202 (구수동),,,,,1,114403113023.0,11304.0,0.0,202.0,,,0,주건축물,73.0,40.12,54.96,145.52,145.52,199.34,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,10.0,(철근)콘크리트,평슬래브,0,1,18.2,5,0,0,0,0,0.0,145.52,0,0.0,0,0.0,1,11.5,0,0.0,20150901,20151016,20161212,2015,3130160.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20230821,1.0,
서울특별시 마포구 창전동 1-5번지,11440,11400,0,1,5,1015116864,1,일반,2,일반건축물,서울특별시 마포구 서강로13길 13 (창전동),,,,,0,114404139291.0,11401.0,0.0,13.0,,,0,주건축물,62.82,38.42,61.16,115.26,76.84,122.32,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(3가구),10.0,(철근)콘크리트,평스라브,0,3,7.65,2,1,0,0,0,0.0,115.26,0,0.0,0,0.0,0,0.0,0,0.0,19930302,19930313,19930903,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 1-9번지,11440,11400,0,1,9,1015116868,1,일반,2,일반건축물,서울특별시 마포구 서강로13길 11 (창전동),,,,,0,114404139291.0,11401.0,0.0,11.0,0.0,,0,주건축물,63.0,43.51,69.06,122.76,81.84,129.9,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(3가구),10.0,(철근)콘크리트,평스라브,0,3,6.5,2,1,0,0,0,0.0,122.76,0,0.0,0,0.0,0,0.0,0,0.0,19930302,19930322,19930730,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 2-34번지,11440,11400,0,2,34,1015116890,1,일반,2,일반건축물,서울특별시 마포구 서강로11길 28 (창전동),,,,,0,114404139290.0,11401.0,0.0,28.0,0.0,,0,주건축물,203.0,98.04,48.3,454.34,349.08,171.96,11.0,벽돌구조,"철근콘크리트, 연와조",01000,단독주택,"근린생활시설, 다가구주택",10.0,(철근)콘크리트,평스라브,0,1,11.1,4,1,0,0,0,0.0,454.34,0,0.0,0,0.0,0,0.0,0,0.0,19860417,,19860905,,,,,,0,,0.0,0.0,,0.0,,0.0,20260112,0.0,
서울특별시 마포구 창전동 2-40번지,11440,11400,0,2,40,1015116895,1,일반,2,일반건축물,서울특별시 마포구 서강로11길 11 (창전동),,,,,0,114404139290.0,11401.0,0.0,11.0,0.0,,0,주건축물,205.0,122.85,59.93,571.57,435.45,212.41,21.0,철근콘크리트구조,철근콘크리트조,03000,제1종근린생활시설,"근린생활시설, 단독주택",10.0,(철근)콘크리트,평스라브,0,1,11.5,4,1,0,0,0,0.0,571.57,0,0.0,0,0.0,2,65.92,1,11.5,19910228,,19911025,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 2-49번지,11440,11400,0,2,49,1015116903,1,일반,2,일반건축물,서울특별시 마포구 서강로11길 27-1 (창전동),,,,,0,114404139290.0,11401.0,0.0,27.0,1.0,,0,주건축물,0.0,0.0,0.0,211.14,0.0,0.0,11.0,벽돌구조,조적조(연와),01000,단독주택,다가구용단독주택(6가구),10.0,(철근)콘크리트,평스라브,0,6,0.0,2,1,0,0,0,0.0,211.14,0,0.0,0,0.0,0,0.0,0,0.0,19890601,,19911107,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 2-60번지,11440,11400,0,2,60,1015116909,1,일반,2,일반건축물,서울특별시 마포구 서강로13길 31-10 (창전동),,,,,0,114404139291.0,11401.0,0.0,31.0,10.0,,0,주건축물,92.36,53.0,57.38,148.79,148.79,161.1,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택,10.0,(철근)콘크리트,(철근)콘크리트 평스라브,0,1,9.0,3,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,1,11.5,20030401,20030504,20031106,2003,3130085.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 2-82번지,11440,11400,0,2,82,1015116926,1,일반,2,일반건축물,서울특별시 마포구 서강로13길 30 (창전동),,,,,0,114404139291.0,11401.0,0.0,30.0,0.0,,0,주건축물,0.0,42.64,0.0,42.64,42.64,0.0,11.0,벽돌구조,연와조,01000,단독주택,주택,20.0,기와,세멘와즙,0,1,0.0,1,0,0,0,0,0.0,42.64,0,0.0,0,0.0,0,0.0,0,0.0,,,19651126,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 4-5번지,11440,11400,0,4,5,1015116951,1,일반,2,일반건축물,서울특별시 마포구 와우산로32길 20 (창전동),,,,,0,114404139473.0,11401.0,0.0,20.0,,,0,주건축물,251.0,113.76,45.32,663.84,597.6,238.09,21.0,철근콘크리트구조,철근콘크리트라멘조,04000,제2종근린생활시설,"근린생활시설, 주택",10.0,(철근)콘크리트,평스라브,0,1,19.0,6,1,1,0,0,0.0,663.84,0,0.0,0,0.0,0,0.0,5,40.89,19920622,19930313,19931222,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 4-9번지,11440,11400,0,4,9,1015116953,1,일반,2,일반건축물,서울특별시 마포구 서강로11길 36-5 (창전동),,,,,0,114404139290.0,11401.0,0.0,36.0,5.0,,0,주건축물,75.02,50.78,67.69,201.69,152.26,202.96,11.0,벽돌구조,연와조,01000,단독주택,"근린생활시설, 다가구용단독주택(2가구)",10.0,(철근)콘크리트,평스라브,0,3,9.8,3,1,0,0,0,0.0,201.69,0,0.0,0,0.0,0,0.0,0,0.0,19950526,19950612,19951130,,,,,,0,,0.0,0.0,,0.0,,0.0,20250429,0.0,
서울특별시 마포구 창전동 4-24번지,11440,11400,0,4,24,1015116963,1,일반,2,일반건축물,서울특별시 마포구 서강로11길 36-25 (창전동),,,,,0,114404139290.0,11401.0,0.0,36.0,25.0,,0,주건축물,70.68,42.18,59.68,126.54,84.36,119.35,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(3가구),10.0,(철근)콘크리트,평스라브,0,3,7.8,2,1,0,0,0,0.0,126.54,0,0.0,0,0.0,0,0.0,0,0.0,19930120,19930316,19930913,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 5-4번지,11440,11400,0,5,4,1015116966,1,일반,2,일반건축물,서울특별시 마포구 와우산로 150 (창전동),,,,,1,114403113017.0,11401.0,0.0,150.0,0.0,,0,주건축물,0.0,74.45,0.0,188.57,188.57,0.0,11.0,벽돌구조,세멘벽돌조,03000,제1종근린생활시설,"근린생활시설, 주택",10.0,(철근)콘크리트,스라브,0,1,0.0,3,0,0,0,0,0.0,188.57,0,0.0,0,0.0,0,0.0,0,0.0,,,19661216,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 5-15번지,11440,11400,0,5,15,1015116970,1,일반,2,일반건축물,서울특별시 마포구 서강로9길 44 (창전동),,,,,0,114404139302.0,11401.0,0.0,44.0,,,0,주건축물,0.0,81.36,0.0,247.68,162.73,0.0,11.0,벽돌구조,연와조,01000,단독주택,단독주택,10.0,(철근)콘크리트,스라브,0,1,0.0,2,1,0,0,0,0.0,247.68,0,0.0,0,0.0,0,0.0,0,0.0,19900215,,19900810,,,,,,0,,0.0,0.0,,0.0,,0.0,20251225,0.0,
서울특별시 마포구 창전동 5-93번지,11440,11400,0,5,93,1015116987,1,일반,2,일반건축물,서울특별시 마포구 와우산로30길 7-3 (창전동),,,,,0,114404139472.0,11401.0,0.0,7.0,3.0,,0,주건축물,229.0,99.84,43.6,419.93,311.43,136.0,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,"제2종근린생활시설,다가구주택",10.0,(철근)콘크리트,(철근)콘크리트 평지붕,0,2,9.8,4,1,0,0,0,0.0,419.93,0,0.0,0,0.0,2,21.06,1,11.5,19970702,19970724,20040602,1997,3130085.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-46번지,11440,11400,0,6,46,1015117429,2,집합,3,표제부,서울특별시 마포구 와우산로 144-10 (창전동),,,,,0,114403113017.0,11401.0,0.0,144.0,10.0,,0,주건축물,0.0,82.8,0.0,248.4,165.6,0.0,11.0,벽돌구조,연와조,02000,공동주택,다세대주택,10.0,(철근)콘크리트,스라브위기와,6,0,0.0,2,1,0,0,0,0.0,248.4,0,0.0,0,0.0,0,0.0,0,0.0,19880429,,19890106,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-72번지,11440,11400,0,6,72,1015117020,1,일반,2,일반건축물,서울특별시 마포구 와우산로24길 43-5 (창전동),,,,,0,114404139461.0,11401.0,0.0,43.0,5.0,,0,주건축물,298.06,170.72,57.28,623.24,482.34,161.83,21.0,철근콘크리트구조,R.C조,01000,단독주택,다가구용단독주택(7가구),10.0,(철근)콘크리트,평스라브,0,7,10.2,3,1,0,0,0,0.0,623.24,0,0.0,0,0.0,0,0.0,5,0.0,19961206,19970613,19980117,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-82번지,11440,11400,0,6,82,1015117433,2,집합,3,표제부,서울특별시 마포구 와우산로24길 27 (창전동),,,,,0,114404139461.0,11401.0,0.0,27.0,,,0,주건축물,0.0,106.16,0.0,299.68,202.93,0.0,11.0,벽돌구조,연와조,02000,공동주택,다세대주택(6세대),10.0,(철근)콘크리트,평스라브,6,0,0.0,2,1,0,0,0,0.0,299.68,0,0.0,0,0.0,0,0.0,0,0.0,,,19920730,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-86번지,11440,11400,0,6,86,1015117026,1,일반,2,일반건축물,서울특별시 마포구 와우산로24길 35 (창전동),,,,,0,114404139461.0,11401.0,0.0,35.0,0.0,,0,주건축물,0.0,68.29,0.0,204.87,136.57,0.0,11.0,벽돌구조,연와조,01000,단독주택,주택,10.0,(철근)콘크리트,스라브,0,1,0.0,2,1,0,0,0,0.0,204.87,0,0.0,0,0.0,0,0.0,0,0.0,19891228,,19900418,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-105번지,11440,11400,0,6,105,10151100279843,2,집합,3,표제부,서울특별시 마포구 와우산로26길 58 (창전동),살롬하우스,,,,1,114404139463.0,11401.0,0.0,58.0,,,0,주건축물,439.2,220.66,50.24,998.76,778.21,177.19,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"다세대주택(16세대), 근린생활시설",10.0,(철근)콘크리트,(철근)콘크리트,16,0,17.48,5,1,1,0,0,0.0,998.76,0,0.0,0,0.0,8,182.52,1,11.5,20190408,20201025,20211008,2019,3130160.0,건축과,1101.0,신축허가,1,,0.0,0.0,,0.0,,0.0,20220813,1.0,VII -0.186g
서울특별시 마포구 창전동 6-114번지,11440,11400,0,6,114,1015117439,2,집합,3,표제부,서울특별시 마포구 와우산로26길 39 (창전동),,,,,0,114404139463.0,11401.0,0.0,39.0,,,0,주건축물,349.5,209.47,59.93,999.31,699.54,200.15,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,공동주택(연립주택),10.0,(철근)콘크리트,평지붕,16,0,12.5,4,1,0,0,0,0.0,999.31,0,0.0,0,0.0,5,126.87,2,23.0,19950526,19950630,19951227,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-133번지,11440,11400,0,6,133,1015117054,1,일반,2,일반건축물,서울특별시 마포구 와우산로 128 (창전동),,,,,1,114403113017.0,11401.0,0.0,128.0,,,0,주건축물,243.3,133.47,54.86,617.22,485.97,199.74,21.0,철근콘크리트구조,"철근콘크리트조,연와조",04000,제2종근린생활시설,"근린생활시설,주택",10.0,(철근)콘크리트,스라브,0,1,13.2,4,1,1,0,0,0.0,617.22,0,0.0,0,0.0,2,35.1,0,0.0,19890302,,19890814,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-139번지,11440,11400,0,6,139,1015117057,1,일반,2,일반건축물,서울특별시 마포구 와우산로 120 (창전동),,,,,0,114403113017.0,11401.0,0.0,120.0,,,0,주건축물,202.0,110.46,54.68,676.35,612.61,303.27,21.0,철근콘크리트구조,"철근콘크리트조(지층-6층), 연와조(7층)",04000,제2종근린생활시설,"근린생활시설, 주택",10.0,(철근)콘크리트,평스라브,0,1,21.8,7,1,0,0,0,0.0,676.35,0,0.0,0,0.0,4,37.24,1,11.5,19920410,,19940207,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-144번지,11440,11400,0,6,144,1015117061,1,일반,2,일반건축물,서울특별시 마포구 와우산로26길 9-5 (창전동),,,,,0,114404139463.0,11401.0,0.0,9.0,5.0,,0,주건축물,278.0,159.82,57.49,569.55,429.5,154.5,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구용단독주택(10가구),10.0,(철근)콘크리트,"평스라브, 기와",0,10,9.2,3,1,0,0,0,0.0,569.55,0,0.0,0,0.0,4,52.52,2,23.0,19970703,19970908,19980103,,,,,,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
서울특별시 마포구 창전동 6-153번지,11440,11400,0,6,153,10151100279003,2,집합,3,표제부,서울특별시 마포구 와우산로26길 11 (창전동),더하우스,,,,0,114404139463.0,11401.0,0.0,11.0,,,0,주건축물,380.0,224.68,59.13,659.84,659.84,173.64,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,다세대주택(12세대),10.0,(철근)콘크리트,(철근)콘크리트,12,0,14.05,5,0,1,0,0,0.0,659.84,0,0.0,0,0.0,4,0.0,6,0.0,20201216,20210106,20210809,2020,3130160.0,건축과,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,1.0,Ⅶ-0.169g
서울특별시 마포구 창전동 6-213번지,11440,11400,0,6,213,1015117089,1,일반,2,일반건축물,서울특별시 마포구 와우산로26길 54-18 (창전동),,6블럭,,,0,114404139463.0,11401.0,0.0,54.0,18.0,,0,주건축물,195.45,102.92,52.66,397.84,282.52,144.55,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,다가구주택(14가구),10.0,(철근)콘크리트,"기타지붕,평스라브",0,14,14.5,4,1,0,0,0,0.0,397.84,0,0.0,0,0.0,8,101.4,0,0.0,20010615,20010711,20021011,2001,,,1101.0,신축허가,0,,0.0,0.0,,0.0,,0.0,20220813,0.0,
