구,위도,경도,위험점수_AHP,소방접근성_점수,노후도_점수,반경_50m_건물수,집중도(%),로그_주변대비_상대위험도_고유단속지점_50m,공식도로폭m
성동구,37.53933326,127.05363338,78.2,0.6695,0.3384,10,70.0,3.899950424193877,5.45
성동구,37.54406033,127.05372292,66.91,0.661,0.3299,13,84.6,2.151762203259462,6.0
성동구,37.56265294,127.03268659,47.14,0.87,0.3384,22,54.5,1.6179125394250726,20.0
성동구,37.54389376,127.04047833,51.94,0.4445,0.3214,1,100.0,0.0,4.0
성동구,37.54798745,127.01879553,27.18,0.585,0.3299,67,62.7,0.7433369250838007,30.0
성동구,37.54664887,127.06654461,59.99,0.6105,0.4996,12,33.3,0.4054651081081644,20.0
성동구,37.53425435,127.05187148,61.99,0.5785,0.3554,0,0.0,0.0,5.0
성동구,37.53658526,127.06105629,47.89,0.959,0.3384,15,46.7,0.6931471805599453,30.0
성동구,37.56095451,127.02790537,43.59,0.658,0.3554,7,57.1,0.2595111954850846,5.45
성동구,37.56369963,127.05107131,17.44,0.3115,0.4741,39,94.9,1.8827312474337816,30.0
성동구,37.55192258,127.06979127,46.68,0.6885,0.3384,25,60.0,1.770706060030223,4.0
성동구,37.56358259,127.05186799,88.39,0.3465,0.296,50,100.0,1.455287232606842,8.0
성동구,37.55980939,127.03366656,41.71,0.8505,0.3978,14,50.0,0.9362732314614932,30.0
성동구,37.54750301,127.04798058,78.25,0.541,0.3214,6,50.0,1.425008873300581,12.0
성동구,37.54388005,127.05832762,35.05,0.715,0.3808,19,94.7,3.380994674344636,7.0
성동구,37.55938224,127.02876423,46.73,0.6665,0.3554,21,90.5,0.4769240720903093,30.0
성동구,37.54256253,127.04519807,46.98,0.324,0.3469,5,60.0,0.8167611365271219,30.0
성동구,37.5339344,127.05121885,51.94,0.545,0.296,0,0.0,0.0,7.0
성동구,37.55714507,127.03104686,63.99,0.663,0.3299,15,60.0,0.1527352514239276,30.0
성동구,37.55900131,127.02980854,43.2,0.696,0.3554,20,55.0,0.9877496958563,5.45
성동구,37.55751168,127.02837821,46.41,0.7365,0.3469,9,66.7,0.0183491386681965,5.0
성동구,37.55946993,127.03067129,46.22,0.742,0.3723,43,69.8,1.123003741792269,6.0
성동구,37.54026772,127.05378246,38.74,0.6535,0.1942,6,83.3,1.3862943611198906,15.0
성동구,37.54410088,127.05390242,49.29,0.667,0.5165,18,77.8,2.0014800002101243,7.0
성동구,37.53704838,127.06104444,42.08,0.9795,0.3469,8,62.5,1.029619417181158,10.0
성동구,37.53220981,127.05489925,60.21,0.622,0.3299,0,0.0,0.0,4.0
성동구,37.56001544,127.03045772,17.5,0.749,0.3554,42,61.9,0.9236708391717776,30.0
성동구,37.54572922,127.04199683,40.18,0.535,0.3214,1,100.0,0.7191226669632059,2.0
성동구,37.54535903,127.04833943,47.72,0.5195,0.3384,11,36.4,3.626443983173144,3.0
성동구,37.55433323,127.03511486,58.19,0.812,0.296,5,60.0,0.032470385030784,6.0
성동구,37.55717261,127.03418219,58.22,0.7225,0.542,4,75.0,0.0823249452560027,4.0
성동구,37.55618117,127.03926584,31.31,0.886,0.2366,8,87.5,0.1239976416565707,8.0
성동구,37.53686231,127.06068205,42.31,0.9785,0.3299,6,66.7,1.029619417181158,40.0
성동구,37.54178811,127.04976863,20.97,0.458,0.1263,11,45.5,4.330733340286331,30.0
성동구,37.56288091,127.03612162,16.93,0.947,0.5165,22,40.9,0.13559197443749,30.0
성동구,37.54398633,127.04321405,53.47,0.4275,0.3299,1,100.0,1.4622802680978126,8.0
성동구,37.54745146,127.05265814,23.8,0.74,0.2875,17,70.6,3.0726933146901194,40.0
성동구,37.55342491,127.03315358,63.45,0.7235,0.1688,4,50.0,0.1583849839660466,19.91
성동구,37.54363214,127.0458092,43.75,0.3765,0.3384,3,66.7,1.670681537674819,6.0
성동구,37.55698293,127.03425636,25.73,0.7245,0.3129,3,100.0,0.013114942077828,25.0
성동구,37.53550842,127.04626024,67.96,0.358,0.3384,0,0.0,0.0,6.0
성동구,37.5596896,127.04156034,34.07,0.704,0.279,6,83.3,1.4170660197866445,40.0
성동구,37.53414112,127.05401703,58.79,0.6605,0.3129,0,0.0,0.0,5.45
성동구,37.55671475,127.02982258,39.7,0.7155,0.3638,7,57.1,0.013114942077828,20.0
성동구,37.54380142,127.04565636,35.62,0.379,0.3384,6,50.0,1.5553706911638243,5.45
성동구,37.54406168,127.04184929,42.33,0.446,0.3045,0,0.0,0.0,5.0
성동구,37.56094709,127.03208876,66.12,0.836,0.3299,48,52.1,1.4886687714234288,6.0
성동구,37.56058292,127.0517683,46.77,0.346,0.4656,0,0.0,0.0,19.91
성동구,37.53940387,127.0518522,39.61,0.594,0.3469,3,100.0,1.8562979903656265,7.0
성동구,37.5372255,127.06152193,64.99,0.9615,0.3469,10,70.0,0.3364722366212129,8.0
성동구,37.5457164,127.02111802,52.97,0.517,0.4996,5,80.0,0.0,20.0
성동구,37.54401223,127.04606413,21.98,0.3965,0.3384,5,80.0,0.4228568508200335,20.0
성동구,37.53845494,127.04964044,65.33,0.51,0.3045,42,40.5,2.510882136191261,6.0
성동구,37.55702579,127.03449859,66.94,0.7315,0.3469,2,100.0,0.0196084713883763,6.0
성동구,37.54760885,127.04420999,60.05,0.5955,0.3299,15,53.3,2.6465480013444163,10.0
성동구,37.53354749,127.05937029,35.01,0.787,0.4317,2,100.0,0.0,40.0
성동구,37.54355488,127.04604683,51.06,0.3835,0.3045,2,50.0,2.323419179896888,14.0
성동구,37.53538366,127.05243013,37.77,0.623,0.2875,0,0.0,0.8754687373538999,30.0
성동구,37.54788162,127.04465429,64.44,0.598,0.3129,10,50.0,1.080912711568709,6.0
성동구,37.5358664,127.0462389,31.39,0.36,0.3723,0,0.0,0.0,30.0
성동구,37.53295666,127.05869983,42.45,0.7465,0.3469,0,0.0,0.1823215567939546,30.0
성동구,37.54617069,127.0444113,60.25,0.521,0.1433,12,58.3,2.7791461227859404,5.45
성동구,37.5413296,127.01545274,13.29,0.309,0.3214,13,61.5,0.1707607343928786,70.0
성동구,37.56184051,127.02602858,50.08,0.581,0.2281,6,100.0,0.0540672212702757,6.0
성동구,37.5350314,127.04653898,69.62,0.366,0.3893,0,0.0,0.0,12.0
성동구,37.55387875,127.04180475,50.46,0.899,0.3384,5,100.0,0.5381710776565195,6.0
성동구,37.54470296,127.04014867,60.62,0.4905,0.3214,0,0.0,0.0,5.45
성동구,37.54942306,127.02928281,30.55,0.664,0.3214,2,100.0,0.6400373552459969,15.0
성동구,37.56192966,127.05165885,44.32,0.328,0.4826,27,81.5,0.6567795363890705,20.0
성동구,37.56127039,127.03218661,49.46,0.846,0.3129,79,58.2,0.7596905713365569,4.0
성동구,37.53647605,127.06108427,82.42,0.953,0.4317,18,61.1,0.4700036292457356,8.0
성동구,37.56032254,127.03846388,44.04,0.839,0.2875,1,100.0,0.0927817334509661,4.0
성동구,37.53458686,127.0525155,24.3,0.612,0.2536,0,0.0,0.0,30.0
성동구,37.53706697,127.04721438,26.25,0.4075,0.3045,25,56.0,1.2144441041932312,33.0
성동구,37.54816492,127.06740401,36.33,0.5925,0.0839,3,33.3,1.55814461804655,5.45
성동구,37.53816993,127.00898559,65.99,0.3825,0.2196,2,100.0,0.0,6.0
성동구,37.55333507,127.02365506,29.33,0.9515,0.3045,7,85.7,0.0706175672139533,30.0
성동구,37.55987237,127.05225766,62.88,0.348,0.2875,2,100.0,0.0,9.0
성동구,37.5582965,127.03912506,23.15,0.768,0.2366,3,66.7,1.2342042631055998,15.0
성동구,37.54553266,127.0422072,68.88,0.522,0.1009,1,100.0,0.3136575588550415,8.0
성동구,37.54325531,127.04530256,27.51,0.3575,0.296,22,68.2,1.2452157628599851,30.0
성동구,37.56107804,127.05080214,48.16,0.365,0.3554,0,0.0,0.0,6.0
성동구,37.55651877,127.03219455,63.56,0.659,0.3045,3,66.7,0.0388398333162639,30.0
성동구,37.5611673,127.03291304,56.91,0.8745,0.3469,50,40.0,1.092477300100594,13.3
성동구,37.55790398,127.04450621,44.13,0.691,0.508,3,100.0,0.0089686699827604,5.0
성동구,37.55930372,127.02896882,36.01,0.6725,0.296,27,85.2,0.7817005779013904,7.0
성동구,37.53299683,127.05579045,48.54,0.681,0.3045,0,0.0,0.0,30.0
성동구,37.55474963,127.03035116,49.44,0.732,0.3045,0,0.0,0.0,7.0
성동구,37.56070015,127.02901595,34.7,0.703,0.2112,67,65.7,0.4177352006999787,2.0
성동구,37.53900161,127.0490565,30.16,0.4795,0.1179,44,75.0,0.9473813189441862,5.0
성동구,37.55970399,127.03378493,47.2,0.8485,0.3299,10,60.0,0.9681343335304774,7.0
성동구,37.53478943,127.05239885,57.96,0.6115,0.2536,1,100.0,0.0,3.0
성동구,37.56368262,127.03037188,32.82,0.755,0.3129,35,37.1,1.2312567632744045,6.0
성동구,37.56115698,127.03176072,48.69,0.8265,0.3045,65,50.8,0.9290529834880062,5.45
성동구,37.53841605,127.04914739,40.32,0.4885,0.1348,39,46.2,2.608520605755177,7.0
성동구,37.54482069,127.0395361,41.14,0.4975,0.3299,0,0.0,0.0,7.0
성동구,37.54374138,127.04249968,53.85,0.4225,0.3384,6,100.0,1.5441973905656994,10.0
성동구,37.53460493,127.04622195,44.22,0.347,0.2027,0,0.0,0.0,20.0
성동구,37.53664679,127.04622478,65.16,0.363,0.3214,0,0.0,0.0,19.91
성동구,37.53581902,127.05163796,53.14,0.595,0.3299,9,44.4,2.760009940032921,5.45
성동구,37.54397631,127.04051918,57.62,0.449,0.067,1,100.0,0.0,5.45
성동구,37.54342548,127.04259094,51.35,0.4045,0.2366,6,100.0,1.6607312068216509,6.0
성동구,37.54742489,127.02578209,47.58,0.6275,0.3299,15,60.0,2.158545722771108,20.0
성동구,37.56132099,127.02637698,61.78,0.594,0.3129,3,66.7,0.0540672212702757,19.91
성동구,37.53772154,127.05939948,48.67,0.939,0.3129,12,58.3,1.5686159179138452,15.0
성동구,37.54280248,127.04824251,48.98,0.441,0.279,19,68.4,2.510882136191261,6.0
성동구,37.54950772,127.02919473,22.43,0.67,0.3129,2,100.0,0.6857305829048956,20.0
성동구,37.54731654,127.06573492,64.42,0.656,0.3469,4,75.0,1.9980959022258835,6.0
성동구,37.54350544,127.04617275,48.68,0.387,0.3045,4,50.0,2.378570999971968,4.0
성동구,37.54904299,127.02069837,48.55,0.68,0.3214,28,71.4,1.5125880864441827,10.0
성동구,37.5440746,127.04289848,64.6,0.436,0.3045,4,100.0,1.5553706911638243,6.0
성동구,37.54451743,127.04005582,49.77,0.4805,0.3214,0,0.0,0.0,6.0
성동구,37.55162087,127.03204799,62.25,0.6485,0.3045,0,0.0,0.0065789710980424,19.91
성동구,37.55865523,127.02885365,45.05,0.6745,0.4232,7,42.9,0.1053605156578263,20.0
마포구,37.55853746,126.91810858,30.67,0.53,0.1009,8,62.5,0.7504877271751903,25.0
마포구,37.56149159,126.91901302,46.23,0.361,0.3384,27,66.7,0.753578919744863,6.0
마포구,37.55551437,126.92362872,36.98,0.5405,0.296,23,82.6,1.0930412436186543,34.0
마포구,37.55779652,126.92169456,72.89,0.5035,0.296,23,56.5,1.6499188651996697,3.0
마포구,37.56096556,126.9228864,56.46,0.3255,0.508,15,60.0,0.2711527705005703,14.0
마포구,37.54562637,126.91743375,58.32,0.725,0.3129,6,66.7,4.087176072743488,8.0
마포구,37.55818261,126.92376696,74.23,0.432,0.296,11,72.7,2.1360077947991765,24.0
마포구,37.55789361,126.92183219,43.55,0.4955,0.1433,19,47.4,1.7227665977411035,11.0
마포구,37.55422456,126.92755402,63.75,0.6385,0.1009,25,52.0,0.9028677115420144,9.0
마포구,37.54758308,126.90905582,50.78,0.677,0.4996,0,0.0,0.4519851237430572,5.0
마포구,37.55310859,126.92747802,37.85,0.6785,0.3808,17,64.7,0.4221599866803344,9.0
마포구,37.54677382,126.94733643,36.48,0.7035,0.296,3,66.7,0.4453110166553641,32.0
마포구,37.54346057,126.92008014,48.67,0.568,0.4147,0,0.0,0.0,6.0
마포구,37.55609972,126.91923243,39.6,0.64,0.3469,19,63.2,0.9655491704609476,10.0
마포구,37.55679066,126.91671202,41.19,0.637,0.3129,11,54.5,0.9876953908249256,27.0
마포구,37.55690407,126.91123606,50.96,0.589,0.5165,25,96.0,0.38155958725461,5.0
마포구,37.54354839,126.91941892,46.06,0.5855,0.3214,0,0.0,0.2231435513142097,9.0
마포구,37.57474511,126.89445963,67.01,0.5545,0.3129,14,92.9,0.1846230537822338,5.0
마포구,37.55870775,126.91989254,35.76,0.496,0.1348,24,62.5,0.531592106558477,27.0
마포구,37.54675942,126.94395699,56.79,0.7065,0.296,34,55.9,0.8416521149746304,7.0
마포구,37.55063756,126.92237275,52.12,0.697,0.3469,16,100.0,1.6144757064640576,3.0
마포구,37.55036615,126.92596329,44.95,0.681,0.3129,5,100.0,0.0512932943875505,6.0
마포구,37.54859316,126.90939249,46.58,0.7135,0.296,5,40.0,1.1676051601550612,23.0
마포구,37.55668401,126.90404137,46.5,0.3835,0.3299,43,81.4,0.4865906529205328,8.0
마포구,37.55347564,126.92670823,34.08,0.6395,0.2451,7,42.9,0.7472144018302211,20.0
마포구,37.55193913,126.92533222,74.2,0.63,0.2112,0,0.0,0.0050377940299571,6.0
마포구,37.55595163,126.91283434,37.49,0.666,0.2366,20,75.0,0.4861133259424962,19.0
마포구,37.55903315,126.92076899,33.14,0.4635,0.296,16,50.0,0.8890374665599688,5.0
마포구,37.54506383,126.9162096,44.85,0.7055,0.1094,0,0.0,0.2513144282809061,5.0
마포구,37.54260262,126.91167665,57.75,0.538,0.3214,0,0.0,0.0,10.0
마포구,37.56360512,126.91995079,18.13,0.2365,0.067,11,63.6,0.0226914112020707,23.0
마포구,37.54797387,126.9098183,38.93,0.717,0.3299,0,0.0,0.8574502318512216,27.0
마포구,37.55740113,126.90198525,65.03,0.286,0.3808,29,86.2,0.7871761302082216,3.0
마포구,37.55913646,126.91930569,26.01,0.483,0.3469,24,83.3,0.3055541972179028,32.0
마포구,37.55151743,126.92532988,82.82,0.638,0.3214,1,100.0,0.0,4.0
마포구,37.56059168,126.92553905,64.0,0.296,0.1942,34,58.8,0.2039440208071203,8.0
마포구,37.56061592,126.92532726,49.84,0.29,0.3893,34,58.8,0.1290130033394475,6.0
마포구,37.55662292,126.91994542,70.03,0.5995,0.3554,9,66.7,0.8644796157783048,4.0
마포구,37.55172181,126.90492397,79.64,0.527,0.279,27,48.1,1.254773019423392,4.0
마포구,37.56535053,126.90656457,44.84,0.6705,0.1179,17,88.2,0.741187157147308,34.0
마포구,37.55267949,126.92877851,54.71,0.7375,0.2196,16,93.8,0.6279350319128999,9.0
마포구,37.55086366,126.92874902,39.73,0.792,0.3554,0,0.0,0.0,7.0
마포구,37.55098756,126.91367257,41.19,0.911,0.4911,6,50.0,0.0444517625708338,3.0
마포구,37.55482194,126.92653498,27.39,0.5835,0.3214,28,50.0,0.7871939363174982,8.0
마포구,37.55845119,126.91922225,33.19,0.52,0.3299,21,52.4,0.7551209400966783,5.0
마포구,37.55090549,126.9147261,54.11,0.953,0.2875,6,50.0,0.8938178760220964,3.0
마포구,37.55336243,126.92926485,57.91,0.7235,0.296,25,92.0,0.2186892009648294,4.0
마포구,37.55418272,126.92540377,21.52,0.57,0.3469,18,44.4,0.4665253648694107,5.0
마포구,37.55469129,126.91931741,46.64,0.7055,0.2451,15,60.0,0.9880944640031388,3.0
마포구,37.55843309,126.92127205,52.14,0.483,0.1009,17,52.9,1.2131112491233031,8.0
마포구,37.5588598,126.92432052,39.22,0.3875,0.3214,25,56.0,0.4130862663892368,9.0
마포구,37.55866919,126.92466186,49.93,0.3855,0.3045,25,64.0,1.0202075829988118,3.0
마포구,37.53880348,126.95029722,67.26,0.738,0.3384,15,40.0,0.3058643915349713,6.0
마포구,37.5572601,126.91775535,67.49,0.6025,0.3299,12,41.7,0.8393034608858305,9.0
마포구,37.56153185,126.92277883,38.3,0.3,0.2536,4,50.0,0.2636245040797788,8.0
마포구,37.55242607,126.93984509,49.19,0.6645,0.3893,3,100.0,0.0,4.0
마포구,37.55852504,126.91855853,60.9,0.525,0.2281,12,41.7,0.7110193053260672,24.0
마포구,37.55851995,126.92451553,52.87,0.396,0.2366,27,66.7,0.96804293733935,1.0
마포구,37.55340327,126.91668022,48.43,0.8215,0.3045,23,39.1,0.940243972896648,9.0
마포구,37.55634351,126.92117477,64.11,0.583,0.3384,20,80.0,0.817084081790707,9.0
마포구,37.55462383,126.9269901,33.49,0.605,0.3214,28,53.6,0.8449140690319273,5.0
마포구,37.55118684,126.91751186,55.61,0.9,0.3554,16,68.8,0.9040954587803368,9.0
마포구,37.54426265,126.91376499,53.06,0.654,0.1857,22,54.5,2.6288008294480694,3.0
마포구,37.54568008,126.92397127,32.03,0.5465,0.3299,27,70.4,3.2809112157876537,7.0
마포구,37.54764523,126.92321927,43.78,0.629,0.3384,14,57.1,2.760009940032921,5.0
마포구,37.55082404,126.93778555,62.85,0.7855,0.3554,22,72.7,0.9903987040278768,2.0
마포구,37.5527925,126.92763167,52.52,0.695,0.3469,21,90.5,0.3248610756935349,3.0
마포구,37.56322788,126.92064535,43.33,0.2485,0.3299,10,50.0,0.2039440208071203,2.0
마포구,37.55460824,126.9287221,49.84,0.6535,0.2621,24,54.2,1.391834541495506,5.0
마포구,37.55762156,126.92168934,75.04,0.512,0.279,24,58.3,1.6568219362265426,3.0
마포구,37.5549824,126.9134127,46.51,0.7255,0.5335,20,45.0,1.3684594934838563,4.0
마포구,37.55789477,126.92449366,57.29,0.4225,0.3384,13,69.2,2.1101138412129194,8.0
마포구,37.55737926,126.92073884,51.24,0.5455,0.3469,24,58.3,0.6478754097430808,8.0
마포구,37.55269953,126.92336194,66.34,0.63,0.3045,26,73.1,2.1459903514386,9.0
마포구,37.54869116,126.90846287,57.96,0.676,0.05,4,50.0,0.9985288301111273,4.0
마포구,37.55422988,126.91216807,53.52,0.738,0.3045,13,61.5,1.1526795099383853,5.0
마포구,37.55695425,126.92023951,29.01,0.577,0.279,14,64.3,0.8603273606775375,9.0
마포구,37.55680926,126.91767279,35.28,0.6275,0.0924,20,45.0,1.0107063238746714,25.0
마포구,37.55676672,126.9147572,50.35,0.641,0.0585,14,35.7,0.7870246953627744,9.0
마포구,37.55146122,126.9266748,36.96,0.695,0.2451,10,100.0,0.0,8.0
마포구,37.55214457,126.94139361,31.66,0.6105,0.5589,0,0.0,0.0,9.0
마포구,37.55086054,126.93215521,43.05,0.9105,0.3214,2,100.0,0.666478933477784,8.0
마포구,37.5526605,126.93172209,51.06,0.8105,0.3384,10,70.0,0.2537805207760996,5.0
마포구,37.55712309,126.92325751,24.38,0.491,0.3638,10,50.0,0.5924056107584136,30.0
마포구,37.55255355,126.93088136,35.77,0.801,0.3384,5,40.0,0.4146817632130883,8.0
마포구,37.5536264,126.9266455,57.87,0.632,0.3808,10,50.0,0.9827214011637642,9.0
마포구,37.54614185,126.93713458,32.16,0.7525,0.1942,20,75.0,0.4672424678044075,8.0
마포구,37.55791318,126.92021184,49.48,0.5305,0.3384,20,50.0,0.2661402286770261,7.0
마포구,37.55108117,126.91736855,37.09,0.908,0.3299,12,66.7,0.8938178760220964,3.0
마포구,37.55111052,126.91363204,56.21,0.9065,0.296,4,50.0,0.0396091380950458,5.0
마포구,37.55346886,126.90268505,29.29,0.4085,0.2451,21,71.4,2.0526781244810195,7.0
마포구,37.55455056,126.90771882,22.79,0.584,0.3384,31,74.2,1.361337629146023,9.0
마포구,37.55225986,126.92717261,61.43,0.695,0.3469,28,100.0,0.3746934494414106,20.0
마포구,37.55279818,126.92865344,57.93,0.729,0.2536,22,95.5,0.5436154465889815,7.0
마포구,37.5502927,126.9283737,52.25,0.786,0.2875,5,60.0,0.1000834585569825,5.0
마포구,37.55905795,126.91917444,43.99,0.489,0.3554,22,81.8,0.3270604024388663,5.0
마포구,37.53848218,126.9526834,32.87,0.6395,0.3214,1,100.0,0.0091324835632725,8.0
마포구,37.55698014,126.91825252,63.48,0.611,0.3214,16,56.2,0.7627955748497871,8.0
마포구,37.55191267,126.91806447,48.07,0.8575,0.3129,17,52.9,0.8142915639190336,12.0
마포구,37.55327394,126.9175679,50.24,0.813,0.5165,21,85.7,1.3975939163738238,5.0
마포구,37.54646263,126.90949823,30.67,0.6585,0.3893,0,0.0,0.0689928714869514,9.0
마포구,37.55061658,126.93194503,45.07,0.917,0.3384,6,83.3,1.9534008207844709,23.0
마포구,37.55746845,126.90900315,33.5,0.5105,0.3299,18,72.2,1.0972990908431492,27.0
마포구,37.55874676,126.92452548,31.89,0.3865,0.3045,26,53.8,0.9914286184487684,5.0
마포구,37.54725613,126.91847865,50.36,0.7845,0.2875,23,47.8,0.9283390703903296,42.0
마포구,37.55257976,126.93050181,67.14,0.791,0.3384,6,83.3,0.0927817334509661,6.0
마포구,37.55341017,126.92955214,35.86,0.729,0.3384,21,81.0,0.8268521692269142,7.0
마포구,37.55124925,126.93970751,37.92,0.698,0.3129,5,100.0,0.0,8.0
마포구,37.55246431,126.93939359,46.71,0.68,0.3893,4,100.0,0.0,4.0
마포구,37.54765558,126.9226917,39.09,0.65,0.2875,20,80.0,3.490428515390098,30.0
마포구,37.5515933,126.9272488,51.08,0.7155,0.3638,16,56.2,0.0916303228459243,4.0
마포구,37.54532898,126.92166353,53.0,0.6115,0.3129,17,64.7,3.295836866004329,4.0
마포구,37.55145772,126.90586768,43.01,0.5705,0.3469,31,87.1,1.359530943921074,8.0
마포구,37.55975429,126.92559743,53.84,0.3375,0.3384,42,47.6,0.4658968472930821,6.0
마포구,37.55807387,126.92532319,57.27,0.41,0.3638,4,50.0,0.5893286852539343,20.0
마포구,37.55356227,126.92946322,73.64,0.72,0.3384,23,65.2,0.6000567574939334,6.0
마포구,37.56182415,126.91418937,56.33,0.3585,0.067,4,50.0,0.0194937946810011,32.0
마포구,37.55918952,126.92568576,45.5,0.3665,0.525,38,52.6,1.6492889439189975,4.0
마포구,37.55254638,126.92859594,52.77,0.7365,0.3214,16,100.0,1.0503270475086477,5.0
마포구,37.53658544,126.94850494,82.06,0.6905,0.3893,6,50.0,0.0271509890659508,5.0
마포구,37.54653057,126.91651048,46.81,0.784,0.508,26,88.5,1.3197335946015516,5.0
마포구,37.55242519,126.94738002,41.56,0.4405,0.4232,19,94.7,0.0240975515790605,15.0
마포구,37.55177137,126.91343098,53.14,0.8785,0.4996,5,80.0,0.8687119548910202,4.0
마포구,37.56162667,126.92563715,70.35,0.2465,0.3893,45,57.8,0.3619071337690345,10.0
마포구,37.5600351,126.92344909,39.33,0.357,0.2875,17,82.4,0.956771684639724,9.0
마포구,37.54461991,126.91712605,84.84,0.6745,0.2451,0,0.0,0.0689928714869514,4.0
마포구,37.55471946,126.92676255,69.54,0.5945,0.3129,30,46.7,0.8696648905340997,9.0
마포구,37.56165068,126.92049016,26.6,0.3335,0.0754,30,83.3,0.3317773923170052,23.0
마포구,37.56143002,126.9189274,52.12,0.365,0.3384,27,70.4,0.7551209400966783,6.0
마포구,37.55376464,126.92977953,63.01,0.718,0.3469,18,55.6,0.7205461547480597,8.0
마포구,37.54730719,126.93590357,71.94,0.8365,0.2621,4,75.0,0.137201121513485,7.0
마포구,37.55661176,126.92517822,43.07,0.4695,0.3384,24,91.7,1.2196820980311158,8.0
마포구,37.55631513,126.9115941,23.31,0.6255,0.3045,24,58.3,1.0854020569313032,31.0
마포구,37.55101092,126.93128814,65.89,0.8815,0.3384,7,71.4,0.2336148511815051,11.0
마포구,37.54887719,126.914836,50.12,0.9135,0.2196,10,60.0,1.0626186860202045,6.0
마포구,37.55473791,126.91955672,31.08,0.697,0.4911,16,50.0,1.0751920144600111,5.0
마포구,37.5558765,126.923548,22.7,0.5305,0.2621,15,93.3,0.9317265400039944,7.0
마포구,37.57511896,126.89371966,51.41,0.516,0.2875,6,66.7,0.385293749244385,6.0
마포구,37.55229526,126.93107598,56.98,0.8175,0.3384,6,66.7,0.5532463396499429,8.0
마포구,37.53837945,126.95309316,52.97,0.621,0.3723,0,0.0,0.0,11.0
마포구,37.54986386,126.90917579,34.54,0.7195,0.3384,19,63.2,3.454512440429877,8.0
마포구,37.56103633,126.91463563,39.49,0.4035,0.3129,2,100.0,0.0078431774610258,12.0
마포구,37.56069441,126.91602154,48.12,0.4235,0.4911,9,66.7,0.6931471805599453,4.0
마포구,37.55253174,126.93058209,67.46,0.795,0.3469,7,71.4,0.1823215567939546,3.0
마포구,37.55098903,126.92456185,63.85,0.6135,0.3384,7,57.1,0.0540672212702757,34.0
마포구,37.557447,126.91942303,36.87,0.5685,0.3384,10,60.0,0.813477061325932,8.0
마포구,37.5501497,126.9195541,48.29,0.8215,0.3045,23,65.2,1.312963088034341,6.0
마포구,37.55726808,126.91447799,45.58,0.612,0.2451,24,54.2,0.8744840006913605,34.0
마포구,37.54477282,126.94402468,36.85,0.813,0.3045,11,45.5,0.775064303027832,6.0
마포구,37.55326407,126.92989226,47.25,0.7445,0.3554,7,85.7,0.7719070144205926,7.0
마포구,37.55626175,126.92495817,32.64,0.4775,0.2536,18,88.9,1.283245985220444,5.0
마포구,37.56034197,126.90571035,43.4,0.418,0.3299,24,37.5,1.4258557188517011,8.0
마포구,37.54550616,126.95890497,59.16,0.7425,0.2875,11,45.5,1.4706014675798844,14.0
마포구,37.54469077,126.93915478,63.44,0.671,0.2875,36,61.1,0.3251486902919584,9.0
마포구,37.56173552,126.92062526,35.3,0.327,0.4826,26,80.8,0.2458349625162804,14.0
마포구,37.55321296,126.91613026,48.02,0.8375,0.508,21,57.1,1.3761419896558726,4.0
마포구,37.55123821,126.90784338,81.74,0.6585,0.3129,35,94.3,0.6163269745765038,8.0
마포구,37.55815851,126.92100937,43.27,0.502,0.3299,16,75.0,1.2324168680174563,9.0
마포구,37.54374376,126.92170008,54.64,0.543,0.3129,0,0.0,0.1823215567939546,3.0
마포구,37.56212272,126.92452441,60.86,0.2335,0.5165,38,63.2,2.1829150321233217,7.0
마포구,37.54410147,126.91586655,38.39,0.653,0.3384,0,0.0,0.0689928714869514,27.0
마포구,37.5555066,126.91144066,87.69,0.661,0.3214,21,61.9,0.3677247801253173,25.0
마포구,37.55378382,126.9295017,31.48,0.7105,0.279,17,52.9,0.6735112060430863,27.0
마포구,37.55586956,126.91597244,47.95,0.6915,0.296,19,47.4,1.0222809704747056,4.0
마포구,37.55988072,126.92044664,40.67,0.4265,0.3299,26,69.2,0.5392696874575112,5.0
마포구,37.55216009,126.93144763,43.23,0.832,0.296,4,50.0,0.4957119859559425,4.0
마포구,37.55179084,126.90074444,67.32,0.344,0.4571,1,100.0,0.0,4.0
마포구,37.55272523,126.93155698,29.04,0.805,0.3384,8,50.0,0.3502655587535487,8.0
마포구,37.55128859,126.92398137,71.78,0.623,0.3299,21,71.4,0.7778410594092126,27.0
마포구,37.54805079,126.90834592,33.51,0.6595,0.2451,0,0.0,0.3053816495511818,8.0
마포구,37.55362667,126.92883884,51.94,0.7005,0.3214,19,52.6,0.2209188562920986,7.0
마포구,37.55723082,126.92183783,25.48,0.526,0.296,22,59.1,1.7607273599803264,32.0
마포구,37.55732145,126.90405593,39.27,0.363,0.2366,27,59.3,1.1947757108450183,19.0
마포구,37.53862766,126.95258463,58.08,0.6475,0.3469,2,100.0,0.0091324835632725,4.0
마포구,37.5530852,126.90707919,67.82,0.598,0.3384,35,74.3,1.486713108866938,2.0
마포구,37.54740564,126.9439619,48.87,0.6715,0.296,46,50.0,0.8245210750444467,12.0
마포구,37.55358052,126.90373364,58.32,0.4505,0.3978,34,76.5,1.442767876933947,5.0
마포구,37.55747481,126.90088175,50.19,0.263,0.296,14,92.9,0.963066796671886,1.0
