인덱스,보정_X,보정_Y,반경_50m_건물수,주택_수,상업_수,숙박_수,사무_수,기타_수,밀집도,주요_시설군,집중도(%)
3585.0,193280.54072755796,550670.9427304763,33,13,20,0,0,0,33개,상업,60.6
3586.0,192921.00556463256,550572.9680133081,12,2,6,0,2,2,12개,상업,50.0
3587.0,194653.85186201046,549437.2355205549,47,29,9,0,0,9,47개,주택,61.7
3588.0,195353.77003227553,548455.6826188008,4,2,1,0,0,1,4개,주택,50.0
3589.0,193902.31573217775,550317.7611395505,6,1,1,0,0,4,6개,기타,66.7
3590.0,195186.38796222315,550421.4515879411,47,14,14,0,0,19,47개,기타,40.4
3591.0,192265.24947606336,549286.1874615569,0,0,0,0,0,0,0개,없음,0.0
3592.0,192874.0648682798,549368.3957235668,0,0,0,0,0,0,0개,없음,0.0
3593.0,192572.63688016866,551536.5346292756,11,7,2,0,0,2,11개,주택,63.6
3594.0,193528.20950824732,550469.6396804642,11,5,2,0,2,2,11개,주택,45.5
3595.0,192611.18877299887,550874.3390477196,14,11,3,0,0,0,14개,주택,78.6
3596.0,195845.48968675092,548764.4932361209,1,1,0,0,0,0,1개,주택,100.0
3597.0,195244.60130185008,550377.8135063773,24,3,0,0,0,21,24개,기타,87.5
3598.0,193988.86807510018,550288.8711765921,8,4,0,0,0,4,8개,주택,50.0
3599.0,192882.6809773612,550104.630516877,29,4,24,0,0,1,29개,상업,82.8
3600.0,194491.15416207214,550139.4421669692,21,0,5,0,0,16,21개,기타,76.2
3601.0,192315.82292961446,549536.4651534449,26,17,7,0,0,2,26개,주택,65.4
3602.0,192607.47277706847,549343.3879265293,0,0,0,0,0,0,0개,없음,0.0
3603.0,191335.19883587325,550194.031376122,3,0,0,0,0,3,3개,기타,100.0
3604.0,193007.6029975816,550950.7187802198,17,3,12,0,0,2,17개,상업,70.6
3605.0,195555.86604900358,548437.1648165223,6,2,0,0,0,4,6개,기타,66.7
3606.0,193481.89790003764,550434.9529625353,11,2,3,0,2,4,11개,기타,36.4
3607.0,194473.79976557798,549669.023672807,12,10,0,0,0,2,12개,주택,83.3
3608.0,192873.7157929749,549330.7142260427,0,0,0,0,0,0,0개,없음,0.0
3609.0,192242.4096018836,549210.8243865967,0,0,0,0,0,0,0개,없음,0.0
3610.0,192272.1152723819,550718.1081526809,23,16,7,0,0,0,23개,주택,69.6
3611.0,193042.32204587743,551495.9446662365,15,7,7,0,0,1,15개,주택,46.7
3612.0,192587.9845996357,550857.7242593778,21,17,4,0,0,0,21개,주택,81.0
3613.0,192827.58083307295,550869.5140924801,4,0,1,1,2,0,4개,사무,50.0
3614.0,193133.37305053018,551099.5875835463,19,9,8,0,2,0,19개,주택,47.4
3615.0,196529.3430989251,549680.3546069696,25,18,3,0,0,4,25개,주택,72.0
3616.0,195384.91056494336,548407.1783512768,6,4,1,0,0,1,6개,주택,66.7
3617.0,185892.02808772193,551052.4868625597,11,0,4,0,1,6,11개,기타,54.5
3618.0,183111.12908033095,552012.0597035978,19,16,2,0,0,1,19개,주택,84.2
3619.0,188041.00900707714,549882.9373930092,22,7,9,0,0,6,22개,상업,40.9
3620.0,186065.6484480379,547793.788352171,23,17,2,2,1,1,23개,주택,73.9
3621.0,183674.6589749601,551791.8392567212,46,45,0,0,0,1,46개,주택,97.8
3622.0,183247.5901342158,550564.2084530932,0,0,0,0,0,0,0개,없음,0.0
3623.0,187872.56500160703,550725.1868460265,5,3,0,0,0,2,5개,주택,60.0
3624.0,186877.02303659383,548186.09576949,24,20,1,0,0,3,24개,주택,83.3
3625.0,183388.7561113715,550722.4753930419,12,1,4,0,0,7,12개,기타,58.3
3626.0,185963.06128065643,549267.8690648313,25,18,3,0,3,1,25개,주택,72.0
3627.0,183121.04531131394,550919.8221708807,9,7,1,0,0,1,9개,주택,77.8
3628.0,183608.44001333584,550287.0353539649,2,0,0,0,0,2,2개,기타,100.0
3629.0,183431.04687468067,552010.3290132491,29,14,12,0,0,3,29개,주택,48.3
3630.0,187521.1558097946,550337.011172631,3,0,0,0,0,3,3개,기타,100.0
3631.0,183913.32384842884,552829.1765460859,4,3,0,0,0,1,4개,주택,75.0
3632.0,183317.2747689222,550811.9710064019,33,28,1,0,0,4,33개,주택,84.8
3633.0,185992.1036634813,549274.2463687811,26,18,2,0,4,2,26개,주택,69.2
3634.0,183622.19772867902,551811.2500165803,44,44,0,0,0,0,44개,주택,100.0
3635.0,183190.353205256,550669.3669191265,5,0,1,0,0,4,5개,기타,80.0
3636.0,183195.54648229576,550597.1399927347,1,0,0,0,0,1,1개,기타,100.0
3637.0,185540.78880510852,547826.8305255256,18,7,7,0,1,3,18개,주택,38.9
3638.0,187723.60112853063,549220.0715542614,0,0,0,0,0,0,0개,없음,0.0
3639.0,187423.50516457306,547580.5129723336,27,23,4,0,0,0,27개,주택,85.2
3640.0,183452.67348438822,550663.5346156172,13,11,0,0,0,2,13개,주택,84.6
3641.0,188457.64533616713,549878.1552480587,11,0,1,0,0,10,11개,기타,90.9
3642.0,187084.53232097265,550389.0572134804,24,16,6,0,1,1,24개,주택,66.7
3643.0,183229.23333071175,550493.6172848593,1,0,0,0,0,1,1개,기타,100.0
3644.0,184314.8615487279,552250.2232024106,15,7,4,0,0,4,15개,주택,46.7
3645.0,183091.31092442072,551400.5974127521,11,1,3,0,2,5,11개,기타,45.5
3646.0,185394.5208390897,549262.397321392,25,24,1,0,0,0,25개,주택,96.0
3647.0,183231.16961719337,551511.7697100787,35,5,18,0,0,12,35개,상업,51.4
3648.0,187302.7621754779,550356.8455540829,3,1,0,0,0,2,3개,기타,66.7
3649.0,187572.98282858304,547795.69330231,9,1,2,0,0,6,9개,기타,66.7
3650.0,183334.05531660106,550842.7246188615,35,25,5,0,0,5,35개,주택,71.4
3651.0,186274.88449154788,548297.3831039176,20,18,2,0,0,0,20개,주택,90.0
3652.0,186549.51328309474,548061.651053137,31,14,7,0,0,10,31개,주택,45.2
3653.0,187259.25619606316,550424.9269722411,0,0,0,0,0,0,0개,없음,0.0
3654.0,185762.3453888641,548730.273938819,27,20,4,0,0,3,27개,주택,74.1
3655.0,185833.876332393,552140.6015779818,4,0,0,0,0,4,4개,기타,100.0
3656.0,185616.1326405037,547632.8599769312,33,31,1,0,0,1,33개,주택,93.9
3657.0,183391.1103725489,550838.6058278311,27,15,8,0,0,4,27개,주택,55.6
3658.0,183567.47442502796,551733.1438067422,37,37,0,0,0,0,37개,주택,100.0
3659.0,185724.08813606485,552194.2860049111,4,0,0,0,0,4,4개,기타,100.0
3660.0,182474.75325168914,553850.314726245,0,0,0,0,0,0,0개,없음,0.0
3661.0,185654.0533687083,548887.2678920213,31,29,0,0,0,2,31개,주택,93.5
3662.0,187312.06853795287,550370.2161268995,2,0,0,0,0,2,2개,기타,100.0
3663.0,187586.0391617543,550393.6341384166,5,1,1,0,0,3,5개,기타,60.0
3664.0,186574.88112704584,548226.3359893298,28,23,3,0,0,2,28개,주택,82.1
3665.0,186012.24263571392,549239.615429773,19,8,5,0,4,2,19개,주택,42.1
3666.0,188320.16939772354,549744.6017863419,6,5,0,0,0,1,6개,주택,83.3
3667.0,183333.1576839449,550949.0199716295,24,19,5,0,0,0,24개,주택,79.2
3668.0,185598.45772353516,550200.2900860213,19,9,1,0,0,9,19개,주택,47.4
3669.0,183421.76303804838,550914.8639276859,33,27,4,0,0,2,33개,주택,81.8
3670.0,183062.86381221656,550802.648750129,1,0,0,0,0,1,1개,기타,100.0
3671.0,185565.9272146241,547826.1186074883,27,15,8,0,1,3,27개,주택,55.6
3672.0,185689.9292780008,547604.8871704617,27,27,0,0,0,0,27개,주택,100.0
3673.0,183406.08509958655,551070.3400557841,38,35,2,0,0,1,38개,주택,92.1
3674.0,186234.24694195358,548652.9670463713,7,4,0,0,0,3,7개,주택,57.1
3675.0,183547.804276041,551818.4560827527,37,35,1,0,0,1,37개,주택,94.6
3676.0,187471.54880198534,550362.7618486364,2,0,0,0,0,2,2개,기타,100.0
3677.0,188342.94054355592,549768.838664833,5,4,0,0,0,1,5개,주택,80.0
3678.0,185953.84132503963,547950.8255518269,22,22,0,0,0,0,22개,주택,100.0
3679.0,187750.16638825787,547550.4409580539,21,18,2,0,0,1,21개,주택,85.7
3680.0,188008.16457459278,549986.2309722654,12,4,4,0,0,4,12개,주택,33.3
3681.0,186986.41951270113,547710.4650916306,16,4,6,0,0,6,16개,상업,37.5
3682.0,186251.94844627046,547347.7798174162,25,20,3,0,0,2,25개,주택,80.0
3683.0,186005.50527096595,548450.6697980469,20,18,1,0,0,1,20개,주택,90.0
3684.0,183525.64052746733,552026.002421429,20,14,3,0,0,3,20개,주택,70.0
3685.0,187591.51782207284,550572.7544799058,27,22,3,0,0,2,27개,주택,81.5
3686.0,182376.78010646426,552986.8222946399,7,0,0,0,0,7,7개,기타,100.0
3687.0,187519.62803676556,550315.7576486411,3,0,0,0,0,3,3개,기타,100.0
3688.0,183193.3517226605,552283.4944081466,14,13,0,0,0,1,14개,주택,92.9
3689.0,183202.35294812618,551843.5440570973,42,36,3,0,0,3,42개,주택,85.7
3690.0,186253.2010795636,548521.9921819386,1,1,0,0,0,0,1개,주택,100.0
3691.0,186122.4461472651,547996.6097030176,23,22,0,0,0,1,23개,주택,95.7
3692.0,183228.05902720868,550744.5429702958,0,0,0,0,0,0,0개,없음,0.0
3693.0,186666.86747766144,547872.9048099281,24,18,6,0,0,0,24개,주택,75.0
3694.0,186335.50679140017,548819.0978822608,33,30,0,0,0,3,33개,주택,90.9
3695.0,183228.95141185482,550896.5394044488,32,25,2,0,0,5,32개,주택,78.1
3696.0,183145.1814949058,551845.6154931758,41,37,2,0,0,2,41개,주택,90.2
3697.0,183241.0556298465,550787.5895318069,3,3,0,0,0,0,3개,주택,100.0
3698.0,185810.90663435086,547730.2373056199,28,12,9,6,0,1,28개,주택,42.9
3699.0,185455.54547213408,550233.0859423155,16,14,0,0,0,2,16개,주택,87.5
3700.0,183746.4818163795,550288.7129060607,0,0,0,0,0,0,0개,없음,0.0
3701.0,187812.26531500986,550174.1397633352,26,25,0,0,0,1,26개,주택,96.2
3702.0,185193.92239482413,549815.3540721461,4,1,0,0,0,3,4개,기타,75.0
3703.0,186685.70303694444,549539.0697271585,32,30,0,0,0,2,32개,주택,93.8
3704.0,183372.02506808258,553178.3056941122,2,0,1,0,0,1,2개,상업,50.0
3705.0,185605.3533492196,552617.0404200893,4,0,1,0,0,3,4개,기타,75.0
3706.0,185889.9353460847,548015.2689839379,28,26,0,0,0,2,28개,주택,92.9
3707.0,186149.58235941955,549312.8488316577,14,4,9,0,0,1,14개,상업,64.3
3708.0,187665.38566355366,547843.6650065138,24,12,6,0,0,6,24개,주택,50.0
3709.0,187673.27624526204,548287.581225064,28,24,2,0,0,2,28개,주택,85.7
3710.0,183956.26826733878,550297.4673024762,1,0,0,0,0,1,1개,기타,100.0
3711.0,187911.52801957555,550049.5364459911,20,8,8,0,1,3,20개,주택,40.0
3712.0,185757.14063146908,549120.8647607949,10,1,6,0,2,1,10개,상업,60.0
3713.0,183132.69031636766,550713.7604628976,10,0,0,0,0,10,10개,기타,100.0
3714.0,183497.94615261193,550343.7843531918,3,0,0,0,0,3,3개,기타,100.0
3715.0,182293.3576713365,552988.6968778246,1,0,0,0,0,1,1개,기타,100.0
3716.0,183397.99986525712,552244.6681039111,29,24,3,0,0,2,29개,주택,82.8
3717.0,186869.26344013502,550168.1972365321,4,0,0,0,0,4,4개,기타,100.0
3718.0,185594.94393377833,550218.7643261161,18,7,1,0,0,10,18개,기타,55.6
3719.0,186035.60001205266,549151.5969851632,31,14,5,0,0,12,31개,주택,45.2
3720.0,187959.578528687,549988.9298370482,9,0,8,0,1,0,9개,상업,88.9
3721.0,186545.4416996062,548814.2533202497,27,26,1,0,0,0,27개,주택,96.3
3722.0,186454.7216536186,547899.5102696056,21,5,5,1,4,6,21개,기타,28.6
3723.0,186518.49007813094,548381.780637759,33,30,1,0,0,2,33개,주택,90.9
3724.0,187559.39291253797,547570.1812432072,16,11,4,0,0,1,16개,주택,68.8
3725.0,185778.6332191416,550237.8686538052,7,5,1,0,0,1,7개,주택,71.4
3726.0,183271.987377544,550539.6841667497,3,0,1,0,0,2,3개,기타,66.7
3727.0,183259.9586582443,551658.5505259082,48,21,8,0,0,19,48개,주택,43.8
3728.0,182314.394964502,553060.3384198335,6,0,0,0,0,6,6개,기타,100.0
3729.0,183797.44859224604,550364.0610796333,0,0,0,0,0,0,0개,없음,0.0
3730.0,185944.45938497505,550561.14772664,7,4,1,0,0,2,7개,주택,57.1
3731.0,183590.74789798752,551673.1113691868,50,42,0,0,0,8,50개,주택,84.0
3732.0,185599.83438423148,550240.8272263658,20,8,2,0,0,10,20개,기타,50.0
3733.0,185205.36205140818,549065.0558432641,20,19,0,0,0,1,20개,주택,95.0
3734.0,183367.87529926788,550553.6334305072,14,0,1,0,0,13,14개,기타,92.9
3735.0,186178.4437336636,547681.8347556123,12,5,6,0,0,1,12개,상업,50.0
3736.0,186265.45351980205,547839.6297951075,17,11,3,2,1,0,17개,주택,64.7
3737.0,186468.57788286475,549992.495501529,14,12,0,0,1,1,14개,주택,85.7
3738.0,183841.04981782325,550365.8318455269,2,0,0,0,0,2,2개,기타,100.0
3739.0,186865.8059584847,549627.7951670968,28,26,0,0,0,2,28개,주택,92.9
3740.0,183802.6894919209,550182.433239472,0,0,0,0,0,0,0개,없음,0.0
3741.0,185521.3681713489,550368.3634337961,10,3,5,0,0,2,10개,상업,50.0
3742.0,182897.70304870917,551699.1024703099,0,0,0,0,0,0,0개,없음,0.0
3743.0,187524.8979729982,550351.0047444188,4,0,0,0,0,4,4개,기타,100.0
3744.0,186288.21127675124,550712.6578932407,0,0,0,0,0,0,0개,없음,0.0
3745.0,185523.58866564193,549035.3003382605,18,10,7,0,0,1,18개,주택,55.6
3746.0,187060.87899200807,548206.653878739,28,28,0,0,0,0,28개,주택,100.0
3747.0,186032.52789486063,549288.789430938,21,12,8,0,0,1,21개,주택,57.1
3748.0,185577.63634030588,548947.8707705972,24,19,5,0,0,0,24개,주택,79.2
3749.0,185832.13263223885,548963.8884236376,24,17,0,0,0,7,24개,주택,70.8
3750.0,183056.95230899105,550865.720788052,2,0,0,0,0,2,2개,기타,100.0
3751.0,185595.07829519064,548443.4014756922,24,17,6,0,0,1,24개,주택,70.8
3752.0,186042.5357973436,549281.5091809157,14,6,7,0,0,1,14개,상업,50.0
3753.0,195746.86517285262,548818.3583306489,5,3,0,0,0,2,5개,주택,60.0
3754.0,191540.89046963386,547472.600953239,1,0,0,0,0,1,1개,기타,100.0
3755.0,194370.32715363035,546497.5239303347,2,0,0,0,0,2,2개,기타,100.0
3756.0,192724.16054339823,545943.98592898,10,1,6,0,0,3,10개,상업,60.0
3757.0,192950.5922500696,545813.898963708,47,41,4,0,0,2,47개,주택,87.2
3758.0,192090.7516532981,544174.078108745,1,0,0,0,0,1,1개,기타,100.0
3759.0,190867.26547437615,546759.0860956431,3,2,0,0,0,1,3개,주택,66.7
3760.0,190881.82928811113,547119.2477793777,44,26,14,2,0,2,44개,주택,59.1
3761.0,191952.97961190157,544986.3865943735,0,0,0,0,0,0,0개,없음,0.0
3762.0,191100.9777169201,546731.21446378,2,1,0,0,0,1,2개,주택,50.0
3763.0,190937.33167759815,548356.4292878123,15,1,7,0,3,4,15개,상업,46.7
3764.0,192445.91721116292,543888.1676376422,6,3,2,0,0,1,6개,주택,50.0
3765.0,190883.72556088987,547466.3381986147,22,1,21,0,0,0,22개,상업,95.5
3766.0,192961.9141965575,545168.3846049531,5,0,0,0,2,3,5개,기타,60.0
3767.0,192522.24089115305,545872.0893249669,49,21,8,0,0,20,49개,주택,42.9
3768.0,190855.56870252613,547034.1978610724,42,18,20,0,2,2,42개,상업,47.6
3769.0,191777.17513683607,546497.8245889427,17,1,7,5,0,4,17개,상업,41.2
3770.0,191361.67468985255,545165.9479566978,29,24,5,0,0,0,29개,주택,82.8
3771.0,192149.6055376792,544132.6102629488,2,1,0,0,0,1,2개,주택,50.0
3772.0,189716.2950245105,546995.2732368059,7,1,3,0,2,1,7개,상업,42.9
3773.0,190817.31712359545,546669.4536473355,5,0,0,0,0,5,5개,기타,100.0
3774.0,190789.32210684838,546808.3806565255,5,2,0,0,0,3,5개,기타,60.0
3775.0,190646.6569897672,548696.9265311126,32,5,18,0,0,9,32개,상업,56.2
3776.0,191178.8436270233,547908.3656185942,2,2,0,0,0,0,2개,주택,100.0
3777.0,190799.49868091743,546719.7270161839,4,1,0,0,0,3,4개,기타,75.0
3778.0,190815.8596734579,546782.159588116,5,2,0,0,0,3,5개,기타,60.0
3779.0,191184.0901701409,545149.9896092594,3,1,1,0,0,1,3개,주택,33.3
3780.0,191101.32798363754,548219.4220629176,1,1,0,0,0,0,1개,주택,100.0
3781.0,190925.57502411693,546642.0036133952,4,4,0,0,0,0,4개,주택,100.0
3782.0,192343.09575484792,544176.5788185429,3,0,0,0,0,3,3개,기타,100.0
3783.0,191180.3477038516,547929.5627326305,2,2,0,0,0,0,2개,주택,100.0
3784.0,192321.30761018145,545576.6763099298,45,41,1,0,0,3,45개,주택,91.1
3785.0,191076.39679590182,546800.9798075866,4,0,1,0,1,2,4개,기타,50.0
3786.0,189667.63860528846,546975.9536998121,6,2,1,0,0,3,6개,기타,50.0
3787.0,191614.9914306301,545721.9372979935,15,13,0,0,0,2,15개,주택,86.7
3788.0,191251.04490658038,543295.030787177,46,45,1,0,0,0,46개,주택,97.8
3789.0,191922.59880110258,545629.4080913132,29,25,2,0,0,2,29개,주택,86.2
3790.0,190983.05792059496,545151.0497225549,5,0,1,0,0,4,5개,기타,80.0
3791.0,191353.55302971398,546581.8832855048,40,6,23,1,0,10,40개,상업,57.5
3792.0,192479.4241804709,546069.5620747494,37,27,0,0,0,10,37개,주택,73.0
3793.0,192525.41244727492,545434.0558698255,7,5,0,0,0,2,7개,주택,71.4
3794.0,190771.52113271682,548382.432981502,15,0,3,0,1,11,15개,기타,73.3
3795.0,190896.91016746845,545388.1827949502,20,4,4,0,0,12,20개,기타,60.0
3796.0,191602.08241239106,547836.1487832257,10,4,4,0,0,2,10개,주택,40.0
3797.0,190383.11553741098,546732.6569385155,10,1,2,0,5,2,10개,사무,50.0
3798.0,190814.77430470052,548387.6819600702,20,2,4,0,1,13,20개,기타,65.0
3799.0,190760.45531818696,548314.983651219,6,0,3,0,0,3,6개,상업,50.0
3800.0,190856.1712759097,546956.826234466,50,29,12,1,1,7,50개,주택,58.0
3801.0,191412.14542100616,548081.3636322379,2,2,0,0,0,0,2개,주택,100.0
3802.0,190936.27114896392,545056.4581131613,28,13,6,0,1,8,28개,주택,46.4
3803.0,190787.28190229688,548237.8223858688,3,0,1,0,1,1,3개,상업,33.3
3804.0,191845.32838812112,545616.2940462399,33,26,6,0,0,1,33개,주택,78.8
3805.0,191054.78733987847,547420.0269391278,18,1,5,0,0,12,18개,기타,66.7
3806.0,192566.63597091215,545082.0894959789,7,2,0,0,0,5,7개,기타,71.4
3807.0,191773.4269160214,544543.5025985924,4,0,2,0,0,2,4개,상업,50.0
3808.0,191458.78709496037,545171.7039855969,46,45,0,0,0,1,46개,주택,97.8
3809.0,192869.11792556033,545788.569556853,50,43,1,0,0,6,50개,주택,86.0
3810.0,191021.33675990766,546811.7445187912,5,0,2,0,0,3,5개,기타,60.0
3811.0,192192.56943624685,545650.5151563409,34,25,2,0,0,7,34개,주택,73.5
3812.0,190752.47428951488,543319.7621523428,5,1,0,0,0,4,5개,기타,80.0
3813.0,191773.3162887549,543384.6390943686,12,2,7,0,0,3,12개,상업,58.3
3814.0,192657.4604443338,543997.4588690111,5,0,0,0,0,5,5개,기타,100.0
3815.0,192372.67880705235,545842.5414674915,72,38,6,0,0,28,72개,주택,52.8
3816.0,193108.21371208905,545878.783886743,18,8,7,0,0,3,18개,주택,44.4
3817.0,191064.99998393524,546579.0184304964,31,6,12,0,0,13,31개,기타,41.9
3818.0,191784.5510457551,544817.1900961496,0,0,0,0,0,0,0개,없음,0.0
3819.0,192907.50248832122,545867.5743303276,42,31,9,0,0,2,42개,주택,73.8
3820.0,191759.22569451563,543923.9903078916,1,0,0,0,0,1,1개,기타,100.0
3821.0,190952.71996778873,543421.3111634337,46,43,1,0,0,2,46개,주택,93.5
3822.0,191454.89688051934,543011.6096664348,6,1,1,0,0,4,6개,기타,66.7
3823.0,200578.66464472917,542662.5145134702,0,0,0,0,0,0,0개,없음,0.0
3824.0,199460.84046751892,541519.8899527192,16,0,0,0,0,16,16개,기타,100.0
3825.0,199087.16986473557,541429.5095083877,30,1,0,0,0,29,30개,기타,96.7
3826.0,203477.2676559131,541286.1599310563,10,0,8,0,2,0,10개,상업,80.0
3827.0,201926.35848593857,544793.7205863702,5,1,3,0,0,1,5개,상업,60.0
3828.0,200646.61996589915,542690.5060239902,0,0,0,0,0,0,0개,없음,0.0
3829.0,200627.7060661966,542622.7606755554,13,5,6,0,1,1,13개,상업,46.2
3830.0,203622.28743497256,541312.2381607635,10,5,2,0,2,1,10개,주택,50.0
3831.0,202996.33550303153,540305.0488823613,4,0,4,0,0,0,4개,상업,100.0
3832.0,199781.9470311723,542412.819178822,4,0,1,0,1,2,4개,기타,50.0
3833.0,201580.25383121218,545603.1061343033,12,3,7,0,1,1,12개,상업,58.3
3834.0,201790.79864623077,544704.72039211,4,1,0,0,0,3,4개,기타,75.0
3835.0,201881.28090495334,544741.062687777,3,1,0,0,0,2,3개,기타,66.7
3836.0,201452.51468398634,543826.600024252,16,0,11,1,3,1,16개,상업,68.8
3837.0,199044.46454849513,542806.8245491338,33,33,0,0,0,0,33개,주택,100.0
3838.0,201252.81673668357,543415.2143467646,13,0,8,0,0,5,13개,상업,61.5
3839.0,201342.2062179929,545720.9859881332,1,0,0,0,0,1,1개,기타,100.0
3840.0,198721.36291427608,542792.7202295462,27,14,3,0,0,10,27개,주택,51.9
3841.0,201682.40207878745,544868.5399280172,0,0,0,0,0,0,0개,없음,0.0
3842.0,203398.31737067935,542326.9627754964,8,3,3,0,1,1,8개,주택,37.5
3843.0,199643.94621805343,542790.2551908647,13,2,11,0,0,0,13개,상업,84.6
3844.0,202341.34734512412,542704.5335143454,0,0,0,0,0,0,0개,없음,0.0
3845.0,201677.3826676282,545459.543301301,26,19,7,0,0,0,26개,주택,73.1
3846.0,199351.90868923228,542482.5754738676,19,11,5,0,1,2,19개,주택,57.9
3847.0,201489.38541840445,545720.5270390746,26,16,8,0,0,2,26개,주택,61.5
3848.0,199508.04860539048,542193.5004157142,8,1,0,0,0,7,8개,기타,87.5
3849.0,201870.28660472768,545084.092710488,28,20,7,0,0,1,28개,주택,71.4
3850.0,203419.02707360318,542434.484413368,18,9,6,0,1,2,18개,주택,50.0
3851.0,199894.21540381355,543567.6906024759,0,0,0,0,0,0,0개,없음,0.0
3852.0,199591.65649511234,543497.2666074692,17,14,2,0,0,1,17개,주택,82.4
3853.0,199266.07038093288,542077.0238013054,33,31,1,0,0,1,33개,주택,93.9
3854.0,201594.20773281492,544990.2485065814,0,0,0,0,0,0,0개,없음,0.0
3855.0,201762.65643775096,544797.8244479257,4,3,0,0,0,1,4개,주택,75.0
3856.0,198822.93097070348,542084.0379394819,29,23,5,0,0,1,29개,주택,79.3
3857.0,198731.91941502423,542408.6576098287,31,27,4,0,0,0,31개,주택,87.1
3858.0,201684.82802794836,544987.4505873338,16,12,4,0,0,0,16개,주택,75.0
3859.0,199100.0644640331,543713.6883126277,15,4,7,0,1,3,15개,상업,46.7
3860.0,199445.49076505777,543710.6482850817,10,10,0,0,0,0,10개,주택,100.0
3861.0,203380.51848790498,542173.2683037173,4,0,1,0,2,1,4개,사무,50.0
3862.0,204204.48537349902,541139.3083441572,17,17,0,0,0,0,17개,주택,100.0
3863.0,201684.31179562875,544659.2852295081,1,0,0,0,0,1,1개,기타,100.0
3864.0,202167.4658116028,541225.8804805267,6,2,1,0,0,3,6개,기타,50.0
3865.0,201975.6061476812,544809.4855562231,18,10,7,0,0,1,18개,주택,55.6
3866.0,202160.79121262103,541187.3117635656,3,2,0,0,0,1,3개,주택,66.7
3867.0,201295.70003757835,543474.5248649032,6,0,0,0,0,6,6개,기타,100.0
3868.0,199636.7116799379,542691.513118007,14,2,6,1,1,4,14개,상업,42.9
3869.0,200812.16185982476,543008.7647610252,9,4,3,0,1,1,9개,주택,44.4
3870.0,198670.66113777514,542237.9056803051,29,21,8,0,0,0,29개,주택,72.4
3871.0,200896.66302527447,543061.6901606027,5,0,2,0,3,0,5개,사무,60.0
3872.0,204237.51193092557,549788.7538553451,6,4,1,0,0,1,6개,주택,66.7
3873.0,197051.58525343874,555811.5154698825,0,0,0,0,0,0,0개,없음,0.0
3874.0,202283.72354274907,545512.4328755799,28,24,4,0,0,0,28개,주택,85.7
3875.0,203192.77109674137,546196.016694623,7,0,4,0,3,0,7개,상업,57.1
3876.0,204033.410363912,545662.790414156,6,0,0,0,1,5,6개,기타,83.3
3877.0,202199.86215641428,546481.1460913062,6,0,2,2,0,2,6개,상업,33.3
3878.0,203038.9143130468,543722.6455981763,15,6,5,0,2,2,15개,주택,40.0
3879.0,202858.78405449443,543278.1528772457,7,0,2,0,3,2,7개,사무,42.9
3880.0,202573.3707041719,546633.6759826916,17,1,11,0,2,3,17개,상업,64.7
3881.0,203941.98947344878,545528.9619544193,6,0,6,0,0,0,6개,상업,100.0
3882.0,202415.0338697774,544488.1496487637,15,0,10,0,0,5,15개,상업,66.7
3883.0,207276.35414776616,543127.1716294485,1,0,0,0,0,1,1개,기타,100.0
3884.0,202163.57932018783,545084.5695988338,7,0,4,0,1,2,7개,상업,57.1
3885.0,204597.76703601598,545362.5656155861,0,0,0,0,0,0,0개,없음,0.0
3886.0,204180.67974263302,545418.0763210194,1,0,0,0,0,1,1개,기타,100.0
3887.0,202929.49102846644,544433.2426694559,4,0,0,0,4,0,4개,사무,100.0
3888.0,203318.34616541758,545124.7611437031,12,10,1,0,0,1,12개,주택,83.3
3889.0,202521.94770189503,546265.7602109549,10,6,3,0,0,1,10개,주택,60.0
3890.0,204529.6399999994,544877.2349999989,19,2,13,0,0,4,19개,상업,68.4
3891.0,207177.361141935,543557.623079804,6,0,4,0,0,2,6개,상업,66.7
3892.0,203442.57264731106,545461.6285836241,1,0,0,0,1,0,1개,사무,100.0
3893.0,204671.69500000039,544478.8949999993,16,11,5,0,0,0,16개,주택,68.8
3894.0,202760.3758216231,546742.712475536,15,0,9,0,2,4,15개,상업,60.0
3895.0,202645.39581277905,545246.7991369773,12,6,2,1,1,2,12개,주택,50.0
3896.0,203838.6657286729,543809.8367471485,14,6,5,0,2,1,14개,주택,42.9
3897.0,203050.61199911693,543892.2962774434,20,5,11,0,3,1,20개,상업,55.0
3898.0,204364.17953988642,545848.1524208423,7,0,4,1,1,1,7개,상업,57.1
3899.0,203641.5829057051,543772.8017206,13,5,3,0,2,3,13개,주택,38.5
3900.0,203167.00982328164,543432.3021401697,12,3,6,0,1,2,12개,상업,50.0
3901.0,201800.6509309072,545926.9602449934,6,0,2,0,0,4,6개,기타,66.7
3902.0,203327.89180322576,542696.5923427315,23,12,9,0,1,1,23개,주택,52.2
3903.0,203668.09719369732,545068.7389434712,1,0,0,0,0,1,1개,기타,100.0
3904.0,203830.7317816226,545128.3257169687,18,13,5,0,0,0,18개,주택,72.2
3905.0,203856.19825058992,545004.1000165192,16,2,13,1,0,0,16개,상업,81.2
3906.0,202750.78681458556,543619.5346068642,10,1,3,0,2,4,10개,기타,40.0
3907.0,203534.02138627227,545959.350916264,14,6,6,0,0,2,14개,주택,42.9
3908.0,202896.02311360932,543263.1749035773,10,1,5,0,2,2,10개,상업,50.0
3909.0,202917.34715837424,543660.1173416292,6,1,1,0,0,4,6개,기타,66.7
