시설ID,시설명,시설유형,소방서ID,X좌표,Y좌표,위도,경도,관할구역
1119103,고척119안전센터,안전센터/구조대,1119000,187177.168,545059.162,37.5049119,126.8549776,"구로구중 : 고척동(고척2동), 개봉동(개봉1동 중 1~5, 7~15, 17~27, 29~41, 43~47, 49~71, 73~75, 92의(2, 3, 4, 7, 8, 9, 10, 61, 76), 96~99, 102, 105~109, 111~122, 124, 125, 126의 (1~4,6,7), 416, 436, 439~445, 469, 472, 474, 496, 산1~2)"
1119104,구로119안전센터,안전센터/구조대,1119000,189615.833,543869.499,37.4942236,126.8825749,"구로구 중 : 구로동(구로1동, 구로2동 중 387~390, 392, 589, 590~607, 609~614, 636, 640, 706~729, 808~809, 1258, 1262번지 제외), 구로4동 중 731~736, 760번지, 구로5동 중 1~5, 7~9, 11~12, 22, 560~563, 565~569, 580, 584~588, 1261, 1263, 1267 제외)"
1119107,신도림119안전센터,안전센터/구조대,1119000,189498.159,545336.937,37.507444,126.8812233,"구로구 중 : 신도림동, 구로2동(구로2동 중 589, 590~607, 609~614, 636, 640, 1258, 1262번지), 구로5동(구로5동 중 1~5, 7~9, 11~12, 22, 506~563, 565~569, 580, 584~588, 1261, 1263, 1267)"
1119108,공단119안전센터,안전센터/구조대,1119000,191036.626,542749.975,37.4841515,126.898655,"구로구 중 : 구로동(구로2동 중 387~390, 392, 706~729, 808~809번지, 구로3동, 구로4동 중 731~736, 760번지 제외), 가리봉동"
1119401,고일119안전센터,안전센터/구조대,1119000,188067.2515,544259.7623,37.4977212,126.8650571,"구로구 중 : 고척동(고척1동), 개봉동(개봉1동 중 48-1, 74, 76, 78~92, 126~128, 130~134, 136~144, 146~150, 152~157, 159~167, 169~182, 206~207, 214~217, 219, 221~224, 226, 227, 239~240, 353, 415~417, 421, 429~435, 437~438, 446, 447, 454, 459, 466, 467, 468, 475, 476, 484, 산17~19, 산21, 산22, 산28, 산31, 산40), 개봉동(개봉2ㆍ3동)"
1120000,송파소방서,소방서,1100000,212608.255,544490.28,37.4997892,127.1425858,"송파구중 : 가락본동, 가락1동, 문정2동, 송파2동 / 송파구중 : 거여동(거여1ㆍ2동), 마천동(마천1동, 마천2동 : 마천2동중 29-1 제외) / 송파구중 : 오금동, 가락동(가락2동), 문정1동, 장지동, 마천동 (마천2동중 29-1번지) / 송파구중 : 방이동(방이1ㆍ2동), 풍납동 (풍납1ㆍ2동), 오륜동 / 송파구중 : 잠실동[잠실3동(잠실주공5단지아파트 제외), 잠실4ㆍ6동], 삼전동, 석촌동, 송파동(송파1동) / 송파구중 : 잠실동[잠실본동, 잠실2동, 잠실3동 (잠실주공5단지아파트 구역만 해당), 잠실7동]"
1120102,거여119안전센터,안전센터/구조대,1120000,213426.983,543865.475,37.4941482,127.1518333,"송파구중 : 거여동(거여1ㆍ2동), 마천동(마천1동, 마천2동 : 마천2동중 29-1 제외)"
1120103,방이119안전센터,안전센터/구조대,1120000,212076.601,546709.149,37.5197884,127.1366098,"송파구중 : 방이동(방이1ㆍ2동), 풍납동 (풍납1ㆍ2동), 오륜동"
1120104,잠실119안전센터,안전센터/구조대,1120000,208302.374,545320.129,37.5073149,127.0939004,"송파구중 : 잠실동[잠실3동(잠실주공5단지아파트 제외), 잠실4ㆍ6동], 삼전동, 석촌동, 송파동(송파1동)"
1120105,종합운동장119안전센터,안전센터/구조대,1120000,206275.599323,546084.18538,37.5142151,127.070984,"송파구중 : 잠실동[잠실본동, 잠실2동, 잠실3동 (잠실주공5단지아파트 구역만 해당), 잠실7동]"
1120106,가락119안전센터,안전센터/구조대,1120000,209408.843,543901.7134,37.4945243,127.1063965,"송파구중 : 가락본동, 가락1동, 문정2동, 송파2동"
1120401,마천119안전센터,안전센터/구조대,1120000,212608.255,544490.28,37.4997892,127.1425858,"송파구중 : 오금동, 가락동(가락2동), 문정1동, 장지동, 마천동 (마천2동중 29-1번지)"
1121000,양천소방서,소방서,1100000,188698.036,547866.101,37.5302223,126.872135,"양천구중 : 목동[목2ㆍ3동, 목5동 중 (191, 900~902, 909~911, 929)] / 양천구중 : 신월동(신월1ㆍ3ㆍ5ㆍ7동) / 양천구중 : 신정동[신정1동, 신정3동 중 (1147~1220, 1304), 신정4동 중(943~1013, 1302)], 신월동(신월2ㆍ4동) / 양천구중 : 신정동[신정3동 중(1147~1220, 1304 제외), 신정6ㆍ7동], 신월동(신월6동) / 양천구중 : 목동[(목1ㆍ4동, 목5동 중(903~908, 912~913)], 신정동[신정2동, 신정4동 중 (872~942, 1305, 1308)]"
1121101,양천119안전센터,안전센터/구조대,1121000,188734.559,547853.978,37.5301135,126.8725484,"양천구중 : 목동[(목1ㆍ4동, 목5동 중(903~908, 912~913)], 신정동[신정2동, 신정4동 중 (872~942, 1305, 1308)]"
1121102,신정119안전센터,안전센터/구조대,1121000,186832.388,546930.724,37.5217698,126.8510448,"양천구중 : 신정동[신정1동, 신정3동 중 (1147~1220, 1304), 신정4동 중(943~1013, 1302)], 신월동(신월2ㆍ4동)"
1121103,목동119안전센터,안전센터/구조대,1121000,189707.567,549273.427,37.5429141,126.8835366,"양천구중 : 목동[목2ㆍ3동, 목5동 중 (191, 900~902, 909~911, 929)]"
1121104,신월119안전센터,안전센터/구조대,1121000,185258.326,547617.617,37.5279349,126.8332249,양천구중 : 신월동(신월1ㆍ3ㆍ5ㆍ7동)
1121105,신트리119안전센터,안전센터/구조대,1121000,186549.16,545703.985,37.5107128,126.8478633,"양천구중 : 신정동[신정3동 중(1147~1220, 1304 제외), 신정6ㆍ7동], 신월동(신월6동)"
1122000,중랑소방서,소방서,1100000,208385.835,557313.888,37.6153774,127.0949814,"중랑구중 : 중화동, 상봉동, 묵동(묵2동) / 중랑구중 : 망우동, 면목동[면목본동, 면목3ㆍ8동 중(1~3,5~11,14, 15,17,19, 20, 22, 23,25, 27~31,33, 34,37,42~46,49~57, 80~84, 479, 481~485,489, 490,493, 494,511,514, 515, 1322, 1517,1524, 1527, 1530, 산(1-1, 1-3,8~11,15~17, 19,21~24,29~33)] / 중랑구중 : 면목동[면목2동, 4ㆍ5동, 7동, 면목3ㆍ8동 중(58~60, 428, 430, 433, 436, 446, 449, 453~456, 458, 459, 461~463, 465~470, 472, 473,491의 1, 496~499, 507, 509,518,564,566,568,570, 572, 573,575, 576,584,592, 593,595~597, 600, 601,604~607,1062? 1066,1068~1070,1073,1075, 1077,1081~1083,1089의 3,1090,1110,1326의1, 1500,1508, 1509, 산(34~36, 40~46)] / 중랑구중 : 신내동, 묵동(묵1동)"
1122101,신내119안전센터,안전센터/구조대,1122000,208386.844717,557306.933865,37.6153147,127.0949928,"중랑구중 : 신내동, 묵동(묵1동)"
1122102,면목119안전센터,안전센터/구조대,1122000,207055.481,552592.482,37.5728491,127.0798678,"중랑구중 : 면목동[면목2동, 4ㆍ5동, 7동, 면목3ㆍ8동 중(58~60, 428, 430, 433, 436, 446, 449, 453~456, 458, 459, 461~463, 465~470, 472, 473,491의 1, 496~499, 507, 509,518,564,566,568,570, 572, 573,575, 576,584,592, 593,595~597, 600, 601,604~607,1062? 1066,1068~1070,1073,1075, 1077,1081~1083,1089의 3,1090,1110,1326의1, 1500,1508, 1509, 산(34~36, 40~46)]"
1122103,망우119안전센터,안전센터/구조대,1122000,208876.731,555369.414,37.5978533,127.1005179,"중랑구중 : 망우동, 면목동[면목본동, 면목3ㆍ8동 중(1~3,5~11,14, 15,17,19, 20, 22, 23,25, 27~31,33, 34,37,42~46,49~57, 80~84, 479, 481~485,489, 490,493, 494,511,514, 515, 1322, 1517,1524, 1527, 1530, 산(1-1, 1-3,8~11,15~17, 19,21~24,29~33)]"
1122104,중화119안전센터,안전센터/구조대,1122000,207004.399,555658.693,37.6004758,127.0793189,"중랑구중 : 중화동, 상봉동, 묵동(묵2동)"
1123000,서대문소방서,소방서,1100000,194344.557,552645.209,37.5733339,126.9359802,"서대문구중 : 북가좌1ㆍ2동, 남가좌1ㆍ2동 / 서대문구중 : 현저동, 냉천동, 천연동, 옥천동, 영천동, 충정로 2ㆍ3가동, 합동, 미근동, 북아현 1~3동 / 서대문구중 : 봉원동, 신촌동, 대신동, 대현동, 창천동, 연희동 / 서대문구중 : 홍은동, 홍제동"
1123101,연희119안전센터,안전센터/구조대,1123000,194344.558,552625.207,37.5731536,126.9359803,"서대문구중 : 봉원동, 신촌동, 대신동, 대현동, 창천동, 연희동"
1123102,북가좌119안전센터,안전센터/구조대,1123000,192310.035,553701.115,37.5828328,126.9129382,"서대문구중 : 북가좌1ㆍ2동, 남가좌1ㆍ2동"
1123103,홍은119안전센터,안전센터/구조대,1123000,195326.174,555461.456,37.5987135,126.9470741,"서대문구중 : 홍은동, 홍제동"
1123104,북아현119안전센터,안전센터/구조대,1123000,196087.2769,551231.9219,37.5606093,126.9557153,"서대문구중 : 현저동, 냉천동, 천연동, 옥천동, 영천동, 충정로 2ㆍ3가동, 합동, 미근동, 북아현 1~3동"
1125000,강북소방서,소방서,1100000,203372.13415,559271.253735,37.6330451,127.0382032,"강북구중 : 미아동, 송중동, 송천동 / 강북구중 : 번1,2,3동, 수유3동 / 강북구중 : 삼양동, 삼각산동, 수유1동 / 강북구중 : 우이동, 인수동, 수유2동, "
1125101,번동119안전센터,안전센터/구조대,1125000,203369.039207,559276.675604,37.6330939,127.0381682,"강북구중 : 번1,2,3동, 수유3동"
1125102,우이119안전센터,안전센터/구조대,1125000,201469.138,560137.409,37.640854,127.0166457,"강북구중 : 우이동, 인수동, 수유2동, "
1125103,미아119안전센터,안전센터/구조대,1125000,202509.003,557827.693,37.6200415,127.0284198,"강북구중 : 미아동, 송중동, 송천동"
1125104,삼각산119안전센터,안전센터/구조대,1125000,201365.268795,557807.80017,37.6198647,127.0154645,"강북구중 : 삼양동, 삼각산동, 수유1동"
1126503,소방항공대,안전센터/구조대,1126000,181216.795568,550582.333417,37.5545734,126.7874268,
1127000,성동소방서,소방서,1100000,203478.5541,550512.3859,37.554128,127.0393673,"성동구중 : 옥수동, 금호동1~4가 / 성동구중 : 성수동2가, 송정동 / 성동구중 : 하왕십리동, 상왕십리동, 마장동, 홍익동, 도선동, 용답동 / 성동구중 : 행당동, 사근동, 응봉동, 성수동1가"
1127301,성수119안전센터,안전센터/구조대,1127000,205360.42,548639.667,37.5372458,127.0606509,"성동구중 : 성수동2가, 송정동"
1127302,왕십리119안전센터,안전센터/구조대,1127000,203139.823,551391.394,37.5620491,127.0355376,"성동구중 : 하왕십리동, 상왕십리동, 마장동, 홍익동, 도선동, 용답동"
1127303,금호119안전센터,안전센터/구조대,1127000,202150.444,550500.274,37.5540229,127.0243368,"성동구중 : 옥수동, 금호동1~4가"
1127304,송정119안전센터,안전센터/구조대,1127000,205145.1,549945.1,37.549009,127.0582238,
1127401,행당119안전센터,안전센터/구조대,1127000,203491.172,550482.1822,37.5538558,127.0395099,"성동구중 : 행당동, 사근동, 응봉동, 성수동1가"
1128000,금천소방서,소방서,1100000,190965.299864,540514.703858,37.4640108,126.8978759," 금천구중 : 가산동, 독산동 /  금천구중 : 시흥동"
1128101,시흥119안전센터,안전센터/구조대,1128000,191196.721148,538802.571413,37.4485866,126.9005122, 금천구중 : 시흥동
1128102,금천119안전센터,안전센터/구조대,1128000,190966.930793,540529.997462,37.4641487,126.8978942," 금천구중 : 가산동, 독산동"
