좌표정보X(EPSG5174),좌표정보Y(EPSG5174),대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,도로명대지위치,연면적(㎡),대지면적(㎡),건축면적(㎡),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지상층수,지하층수,사용승인일,허가일,승용승강기수,비상용승강기수,내진설계적용여부,용적률(%),건폐율(%),용적률산정연면적(㎡),용도지역,건폐율_법정상한(%),용적률_법정상한(%)
191437.96,451113.34,서울특별시 마포구 망원동 472-20번지,11440,12300,0,472,20,1015126641,서울특별시 마포구 월드컵로 165-6 (망원동),162.98,81.49,76.17,11.0,벽돌구조,연와조,01000,단독주택,주택,2,1,19751206.0,,0,0,0.0,300.0,50.0,110.45,제3종일반주거지역,50.0,300.0
191522.59,450870.42,서울특별시 마포구 망원동 476-8번지,11440,12300,0,476,8,1015126712,서울특별시 마포구 월드컵로29길 20-1 (망원동),263.79,153.4,91.35,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,다가구주택,3,0,20030417.0,20020227.0,0,0,0.0,165.63,59.55,254.07,제2종일반주거지역,60.0,250.0
191466.39,450916.56,서울특별시 마포구 망원동 476-17번지,11440,12300,0,476,17,1015126719,서울특별시 마포구 방울내로 80 (망원동),281.62,124.0,61.77,11.0,벽돌구조,"철근콘크리트조, 연와조",01000,단독주택,"근린생활시설, 주택",4,1,19870930.0,19870417.0,0,0,0.0,153.68,49.81,190.56,제2종일반주거지역,60.0,250.0
191496.49,450841.94,서울특별시 마포구 망원동 476-30번지,11440,12300,0,476,30,1015126730,서울특별시 마포구 망원로7길 54 (망원동),542.5,185.8,111.24,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,"단독주택, 제1,2종근린생활시설",5,1,20010220.0,20000530.0,0,0,0.0,239.17,59.87,444.37,제2종일반주거지역,60.0,250.0
191622.63,450849.52,서울특별시 마포구 망원동 478-8번지,11440,12300,0,478,8,10151100198158,서울특별시 마포구 망원로11길 50 (망원동),1214.05,488.3,235.06,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,제2종근린생활시설,7,0,20110412.0,20100308.0,1,0,1.0,248.63,48.14,1214.05,제3종일반주거지역,50.0,300.0
191635.33,450839.03,서울특별시 마포구 망원동 478-19번지,11440,12300,0,478,19,1015126754,서울특별시 마포구 망원로11길 44-3 (망원동),321.54,152.1,91.2,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(7가구),3,1,19970923.0,19960618.0,0,0,0.0,157.57,59.96,239.67,제3종일반주거지역,50.0,300.0
191570.66,450765.27,서울특별시 마포구 망원동 479-15번지,11440,12300,0,479,15,1015126766,서울특별시 마포구 망원로11길 41-16 (망원동),341.28,176.5,99.06,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(7가구),3,1,19951221.0,19950323.0,0,0,0.0,141.45,56.12,249.66,제2종일반주거지역,60.0,250.0
191532.07,450824.94,서울특별시 마포구 망원동 479-24번지,11440,12300,0,479,24,1015126769,서울특별시 마포구 망원로7길 44-7 (망원동),90.97,45.48,60.73,11.0,벽돌구조,연와조,01000,단독주택,주택,2,1,19721024.0,,0,0,0.0,250.0,60.0,83.8,제2종일반주거지역,60.0,250.0
191521.23,450799.67,서울특별시 마포구 망원동 479-28번지,11440,12300,0,479,28,1015126772,서울특별시 마포구 망원로7길 44 (망원동),279.0,117.42,69.75,11.0,벽돌구조,"철근콘크리트조, 조적조",01000,단독주택,"근린생활시설, 다가구용단독주택(3가구)",3,1,19921212.0,19920715.0,0,0,0.0,178.21,59.4,209.25,제2종일반주거지역,60.0,250.0
191649.81,450746.94,서울특별시 마포구 망원동 479-91번지,11440,12300,0,479,91,1015126804,서울특별시 마포구 망원로11길 29 (망원동),901.41,404.1,214.15,21.0,철근콘크리트구조,"철근콘크리트조, 경량철골조",04000,제2종근린생활시설,"제2종근린생활시설, 다가구주택",4,1,19810824.0,,0,0,0.0,193.13,52.99,780.45,제2종일반주거지역,60.0,250.0
191766.17,450529.95,서울특별시 마포구 망원동 485-29번지,11440,12300,0,485,29,1015126876,서울특별시 마포구 월드컵로23길 18-3 (망원동),331.74,152.4,88.86,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구용단독주택(7가구),3,1,19970212.0,19960508.0,0,0,0.0,163.66,58.31,249.42,제2종일반주거지역,60.0,250.0
191638.45,450490.48,서울특별시 마포구 망원동 486-8번지,11440,12300,0,486,8,1015126889,서울특별시 마포구 포은로8길 25 (망원동),302.24,152.7,91.46,21.0,철근콘크리트구조,철근콘크리트조,03000,제1종근린생활시설,"근린생활시설, 주택",3,1,19881121.0,19880314.0,0,0,0.0,148.19,59.9,226.28,제2종일반주거지역,60.0,250.0
191559.5,450435.88,서울특별시 마포구 망원동 492번지,11440,12300,0,492,0,1015127686,서울특별시 마포구 포은로8길 8 (망원동),5336.75,1747.6,559.64,21.0,철근콘크리트구조,철근콘크리트벽식구조,02000,공동주택,공동주택,10,1,20000429.0,19960903.0,1,0,0.0,249.07,32.02,4352.66,제2종일반주거지역,60.0,250.0
193212.76,451477.59,서울특별시 마포구 연남동 223-3번지,11440,12400,0,223,3,1000000000000000260747,서울특별시 마포구 동교로51길 51-4 (연남동),421.38,218.02,130.41,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"다가구주택,근린생활시설",5,0,20221013.0,20210628.0,1,0,1.0,193.28,59.82,421.38,제2종일반주거지역,60.0,250.0
193236.37,451452.07,서울특별시 마포구 연남동 223-11번지,11440,12400,0,223,11,10151100260743,서울특별시 마포구 동교로51안길 22 (연남동),364.74,138.8,82.93,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"근린생활시설, 단독주택",5,1,20190117.0,20171121.0,1,0,1.0,191.89,59.75,266.34,제2종일반주거지역,60.0,250.0
193240.85,451419.83,서울특별시 마포구 연남동 223-19번지,11440,12400,0,223,19,1015127749,서울특별시 마포구 성미산로 163-3 (연남동),199.43,143.1,80.55,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(4가구),2,1,19930212.0,19910920.0,0,0,0.0,89.39,56.29,127.92,제2종일반주거지역,60.0,250.0
193331.57,451401.65,서울특별시 마포구 연남동 223-37번지,11440,12400,0,223,37,1015127760,서울특별시 마포구 동교로51길 21-8 (연남동),130.18,130.18,65.06,11.0,벽돌구조,연와조,01000,단독주택,주택,1,1,19701101.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193365.66,451393.47,서울특별시 마포구 연남동 223-75번지,11440,12400,0,223,75,1015127771,서울특별시 마포구 성미산로31길 19 (연남동),300.59,144.1,85.22,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(5가구),3,1,19921014.0,19920416.0,0,0,0.0,149.46,59.14,215.37,제2종일반주거지역,60.0,250.0
193327.56,451349.84,서울특별시 마포구 연남동 223-82번지,11440,12400,0,223,82,1015127777,서울특별시 마포구 성미산로31길 7 (연남동),193.78,96.89,96.89,11.0,벽돌구조,연와조,01000,단독주택,주택,2,0,19700810.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193297.13,451340.89,서울특별시 마포구 연남동 223-87번지,11440,12400,0,223,87,1015127780,서울특별시 마포구 성미산로 169 (연남동),231.6,115.8,113.22,11.0,벽돌구조,연와조,01000,단독주택,주택,2,0,19700818.0,,0,0,0.0,250.0,60.0,216.2,제2종일반주거지역,60.0,250.0
193261.89,451468.99,서울특별시 마포구 연남동 223-122번지,11440,12400,0,223,122,1015127808,서울특별시 마포구 동교로51길 43 (연남동),249.48,130.9,62.37,21.0,철근콘크리트구조,"연와조, 철근콘크리트조",01000,단독주택,다가구용단독주택(6가구),3,1,19920415.0,19910531.0,0,0,0.0,142.94,51.61,187.1,제2종일반주거지역,60.0,250.0
193256.67,451458.48,서울특별시 마포구 연남동 223-123번지,11440,12400,0,223,123,1015127809,서울특별시 마포구 동교로51길 51-11 (연남동),199.39,99.7,67.53,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(5가구),2,1,19920311.0,19910531.0,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193491.87,451284.64,서울특별시 마포구 연남동 224-2번지,11440,12400,0,224,2,1015127813,서울특별시 마포구 동교로52길 14 (연남동),119.34,119.34,55.67,11.0,벽돌구조,연와조,01000,단독주택,주택,1,1,19700220.0,,0,0,0.0,250.0,60.0,59.67,제2종일반주거지역,60.0,250.0
193480.34,451279.98,서울특별시 마포구 연남동 224-4번지,11440,12400,0,224,4,10151100181904,서울특별시 마포구 동교로52길 10-5 (연남동),296.86,183.5,109.8,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,다가구주택,3,0,20080530.0,20071115.0,0,0,0.0,161.78,59.84,296.86,제2종일반주거지역,60.0,250.0
193444.54,451318.56,서울특별시 마포구 연남동 224-19번지,11440,12400,0,224,19,1015127827,서울특별시 마포구 동교로 280 (연남동),261.2,65.3,50.3,21.0,철근콘크리트구조,"연와조, 철근콘크리트조",03000,제1종근린생활시설,"주택, 근린생활시설",4,1,19911127.0,19910416.0,0,0,0.0,250.0,60.0,201.2,제2종일반주거지역,60.0,250.0
193438.2,451311.72,서울특별시 마포구 연남동 224-22번지,11440,12400,0,224,22,1015127830,서울특별시 마포구 동교로 278-1 (연남동),165.48,82.74,55.16,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택,2,1,19910725.0,19910409.0,0,0,0.0,250.0,60.0,110.31,제2종일반주거지역,60.0,250.0
193403.96,451272.93,서울특별시 마포구 연남동 224-33번지,11440,12400,0,224,33,1015127839,서울특별시 마포구 동교로 274 (연남동),368.5,92.12,73.98,21.0,철근콘크리트구조,"연와조, 철근콘크리트조",03000,제1종근린생활시설,"다가구용단독주택, 근린생활시설, 노유자시설",4,1,19910727.0,19910313.0,0,0,0.0,250.0,60.0,283.2,제2종일반주거지역,60.0,250.0
193401.41,451253.82,서울특별시 마포구 연남동 224-38번지,11440,12400,0,224,38,10151100247987,서울특별시 마포구 동교로 272-8 (연남동),269.51,129.04,73.5,21.0,철근콘크리트구조,철근콘크리트구조,03000,제1종근린생활시설,"제1,2종근린생활시설 및 단독주택",5,0,20170512.0,20161031.0,0,0,1.0,208.86,56.96,269.51,제2종일반주거지역,60.0,250.0
193402.37,451234.36,서울특별시 마포구 연남동 224-40번지,11440,12400,0,224,40,1015127845,서울특별시 마포구 성미산로 185 (연남동),539.13,134.78,134.78,21.0,철근콘크리트구조,"철근콘크리트조, 연와조",01000,단독주택,"주택, 근린생활시설",4,1,19850618.0,19850126.0,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193427.51,451205.27,서울특별시 마포구 연남동 224-41번지,11440,12400,0,224,41,10151100237195,서울특별시 마포구 성미산로 189 (연남동),606.48,311.1,180.26,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,근린생활시설 및 다가구주택,5,0,20151230.0,20141110.0,1,0,1.0,194.95,57.94,606.48,제2종일반주거지역,60.0,250.0
193421.08,451231.65,서울특별시 마포구 연남동 224-56번지,11440,12400,0,224,56,10151100184643,서울특별시 마포구 성미산로 187-3 (연남동),517.71,259.8,154.74,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"다세대주택,제1종근린생활시설",5,0,20081030.0,20080408.0,0,0,0.0,199.27,59.56,517.71,제2종일반주거지역,60.0,250.0
193438.23,451214.57,서울특별시 마포구 연남동 224-60번지,11440,12400,0,224,60,1015127856,서울특별시 마포구 성미산로 189-5 (연남동),651.84,162.96,124.32,21.0,철근콘크리트구조,"연와조, 철근콘크리트조",03000,제1종근린생활시설,"주택, 근린생활시설",4,1,19910506.0,19900323.0,0,0,0.0,250.0,60.0,527.46,제2종일반주거지역,60.0,250.0
193429.84,451346.52,서울특별시 마포구 연남동 225-4번지,11440,12400,0,225,4,1015127863,서울특별시 마포구 동교로 281 (연남동),263.36,87.79,63.86,11.0,벽돌구조,"연와조, 철근콘크리트조",03000,제1종근린생활시설,"주택, 근린생활시설",3,1,19850916.0,19850618.0,0,0,0.0,250.0,60.0,191.58,제2종일반주거지역,60.0,250.0
193386.84,451322.73,서울특별시 마포구 연남동 225-17번지,11440,12400,0,225,17,1015127874,서울특별시 마포구 동교로 273-10 (연남동),181.22,181.22,88.96,11.0,벽돌구조,연와조,01000,단독주택,주택,1,1,19700625.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193490.58,451141.12,서울특별시 마포구 연남동 226-15번지,11440,12400,0,226,15,1015127905,서울특별시 마포구 성미산로 199 (연남동),571.18,205.0,122.64,21.0,철근콘크리트구조,"철근콘크리트라멘조, 조적조",03000,제1종근린생활시설,"근린생활시설, 단독주택",4,1,19951226.0,19950831.0,0,0,0.0,173.69,59.82,356.06,제2종일반주거지역,60.0,250.0
193531.2,451195.36,서울특별시 마포구 연남동 226-33번지,11440,12400,0,226,33,1015129609,서울특별시 마포구 동교로50길 30 (연남동),2320.86,1762.9,579.06,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,연립주택,3,1,19841031.0,19831029.0,0,0,0.0,98.54,32.85,1737.18,제2종일반주거지역,60.0,250.0
193429.73,451122.5,서울특별시 마포구 연남동 227-17번지,11440,12400,0,227,17,1015127936,서울특별시 마포구 성미산로 194-11 (연남동),169.29,84.64,56.43,21.0,철근콘크리트구조,"연와조, 철근콘크리트조",03000,제1종근린생활시설,"주택, 근린생활시설",2,1,19880708.0,19871118.0,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193426.17,451138.71,서울특별시 마포구 연남동 227-19번지,11440,12400,0,227,19,1015127938,서울특별시 마포구 성미산로 194-7 (연남동),320.92,163.87,87.8,11.0,벽돌구조,"연와조, 철골구조, 경량철골조",01000,단독주택,다가구주택 및 제2종근린생활시설,3,1,19910507.0,19900209.0,0,0,0.0,129.72,53.58,212.58,제2종일반주거지역,60.0,250.0
193425.95,451161.01,서울특별시 마포구 연남동 227-22번지,11440,12400,0,227,22,1015127940,서울특별시 마포구 성미산로 194 (연남동),512.44,216.8,114.3,21.0,철근콘크리트구조,"철근콘크리트조(지-3층), 연와조(4층)",01000,단독주택,"근린생활시설, 단독주택",4,1,19890623.0,19890125.0,0,0,0.0,187.8,52.72,407.14,제2종일반주거지역,60.0,250.0
193382.87,451211.51,서울특별시 마포구 연남동 228-8번지,11440,12400,0,228,8,1015127961,서울특별시 마포구 성미산로 184 (연남동),668.52,167.13,126.0,21.0,철근콘크리트구조,"철근콘크리트조, 조적조",03000,제1종근린생활시설,주택 및 근린생활시설,4,1,19911226.0,19910222.0,0,0,0.0,250.0,60.0,509.98,제2종일반주거지역,60.0,250.0
193314.86,451161.41,서울특별시 마포구 연남동 228-29번지,11440,12400,0,228,29,1015127971,서울특별시 마포구 동교로46길 4 (연남동),190.86,107.0,64.12,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택,2,1,19921216.0,19920807.0,0,0,0.0,119.15,59.93,127.49,제2종일반주거지역,60.0,250.0
193293.8,451133.63,서울특별시 마포구 연남동 228-38번지,11440,12400,0,228,38,1015127977,서울특별시 마포구 동교로 256-6 (연남동),63.77,63.77,63.77,11.0,벽돌구조,연와조,01000,단독주택,주택,1,0,19701110.0,,0,0,0.0,250.0,60.0,63.77,제2종일반주거지역,60.0,250.0
193289.69,451148.01,서울특별시 마포구 연남동 228-40번지,11440,12400,0,228,40,1015127979,서울특별시 마포구 동교로 256 (연남동),397.38,133.9,66.23,21.0,철근콘크리트구조,"철근콘크리트조, 연와조",03000,제1종근린생활시설,근린생활시설 및 다가구주택,5,1,19901226.0,19900709.0,0,0,0.0,247.31,49.46,331.15,제2종일반주거지역,60.0,250.0
193273.05,451131.65,서울특별시 마포구 연남동 228-42번지,11440,12400,0,228,42,1015127981,서울특별시 마포구 동교로 254 (연남동),247.59,61.9,49.14,21.0,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,"근린생활시설,주택",4,1,19910425.0,19900822.0,0,0,0.0,250.0,60.0,185.22,제2종일반주거지역,60.0,250.0
193259.0,451066.55,서울특별시 마포구 연남동 228-64번지,11440,12400,0,228,64,1015127990,서울특별시 마포구 동교로 246 (연남동),126.13,69.1,37.52,11.0,벽돌구조,"연와조, 경량철골구조",01000,단독주택,"주택, 근린생활시설",3,0,19721125.0,,0,0,0.0,182.5,54.3,126.13,제2종일반주거지역,60.0,250.0
193327.26,451235.44,서울특별시 마포구 연남동 229-10번지,11440,12400,0,229,10,1015127999,서울특별시 마포구 동교로 265 (연남동),841.03,259.2,146.61,21.0,철근콘크리트구조,철근콘크리트조,04000,제2종근린생활시설,근린생활시설,5,1,19981111.0,19980109.0,1,0,0.0,266.81,56.56,691.58,제2종일반주거지역,60.0,250.0
193253.86,451252.48,서울특별시 마포구 연남동 229-23번지,11440,12400,0,229,23,1015128006,서울특별시 마포구 동교로45길 16 (연남동),185.38,185.38,92.69,11.0,벽돌구조,연와조,01000,단독주택,주택,1,1,19691220.0,,0,0,0.0,250.0,60.0,92.69,제2종일반주거지역,60.0,250.0
193285.54,451227.67,서울특별시 마포구 연남동 229-29번지,11440,12400,0,229,29,1015128012,서울특별시 마포구 동교로47길 7 (연남동),352.21,165.3,98.84,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구용단독주택(7가구),3,1,19970530.0,19960626.0,0,0,0.0,158.08,59.79,261.31,제2종일반주거지역,60.0,250.0
193292.48,451217.02,서울특별시 마포구 연남동 229-32번지,11440,12400,0,229,32,1015128015,서울특별시 마포구 동교로47길 3 (연남동),312.84,163.6,93.06,21.0,철근콘크리트구조,철근콘크리트조,03000,제1종근린생활시설,제1종근린생활시설 및 다가구주택,3,1,19980827.0,19971212.0,0,0,0.0,142.76,56.88,233.55,제2종일반주거지역,60.0,250.0
193250.68,451192.5,서울특별시 마포구 연남동 229-41번지,11440,12400,0,229,41,1015128022,서울특별시 마포구 동교로45길 3-6 (연남동),167.81,133.53,78.13,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,단독주택(다가구주택),3,0,20040423.0,20030918.0,0,0,0.0,125.67,58.51,167.81,제2종일반주거지역,60.0,250.0
193216.41,451203.6,서울특별시 마포구 연남동 229-45번지,11440,12400,0,229,45,10151100210492,서울특별시 마포구 동교로41길 14 (연남동),286.2,163.0,97.29,21.0,철근콘크리트구조,철근콘크리트,01000,단독주택,다가구주택 및 제1종근린생활시설,4,0,20121211.0,20120620.0,0,0,1.0,175.58,59.69,286.2,제2종일반주거지역,60.0,250.0
193224.51,451190.78,서울특별시 마포구 연남동 229-47번지,11440,12400,0,229,47,1015128027,서울특별시 마포구 동교로41길 12 (연남동),371.28,163.0,96.9,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(7가구),3,1,19951229.0,19950814.0,0,0,0.0,173.34,59.45,282.54,제2종일반주거지역,60.0,250.0
193246.76,451179.25,서울특별시 마포구 연남동 229-50번지,11440,12400,0,229,50,1015128030,서울특별시 마포구 동교로 253-6 (연남동),185.58,113.19,67.06,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,다가구주택,3,0,20020401.0,20011126.0,0,0,0.0,163.95,59.25,185.58,제2종일반주거지역,60.0,250.0
193273.53,451175.29,서울특별시 마포구 연남동 229-56번지,11440,12400,0,229,56,1015128035,서울특별시 마포구 동교로 257 (연남동),355.21,133.6,76.27,21.0,철근콘크리트구조,"철근콘크리트, 연와조, 경량철골구조",03000,제1종근린생활시설,"제1.2종근린생활시설, 다가구주택",5,1,19930310.0,19910613.0,0,0,0.0,199.78,57.09,266.9,제2종일반주거지역,60.0,250.0
193236.37,451170.03,서울특별시 마포구 연남동 229-62번지,11440,12400,0,229,62,1015128040,서울특별시 마포구 동교로41길 8 (연남동),282.84,103.86,59.73,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,"근린생활시설, 노유자시설, 단독주택",5,1,19971223.0,19970616.0,0,0,0.0,255.86,57.51,265.74,제2종일반주거지역,60.0,250.0
193177.29,451336.2,서울특별시 마포구 연남동 239-24번지,11440,12400,0,239,24,1015128067,서울특별시 마포구 성미산로 154 (연남동),874.09,268.5,156.46,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,"단독주택, 제1종근린생활시설, 제2종근린생활시설",5,1,20010413.0,20000623.0,1,0,0.0,273.5,58.27,734.34,제2종일반주거지역,60.0,250.0
193200.6,451282.77,서울특별시 마포구 연남동 239-40번지,11440,12400,0,239,40,1015128078,서울특별시 마포구 성미산로32길 20-6 (연남동),122.97,61.48,47.27,11.0,벽돌구조,연와조,01000,단독주택,주택,2,1,19711105.0,,0,0,0.0,250.0,60.0,94.54,제2종일반주거지역,60.0,250.0
193186.74,451273.34,서울특별시 마포구 연남동 239-43번지,11440,12400,0,239,43,1015128079,서울특별시 마포구 성미산로32길 20-7 (연남동),160.33,80.17,81.09,11.0,벽돌구조,연와조,01000,단독주택,주택,2,0,19710710.0,,0,0,0.0,250.0,60.0,160.33,제2종일반주거지역,60.0,250.0
193172.35,451277.51,서울특별시 마포구 연남동 239-44번지,11440,12400,0,239,44,1015128080,서울특별시 마포구 동교로41길 32 (연남동),508.69,214.9,128.69,11.0,벽돌구조,"벽돌구조,일반철골구조",04000,제2종근린생활시설,제2종근린생활시설 및 다가구주택,4,1,19710518.0,,1,0,0.0,182.87,59.88,392.99,제2종일반주거지역,60.0,250.0
193198.27,451349.68,서울특별시 마포구 연남동 239-46번지,11440,12400,0,239,46,10151100205988,서울특별시 마포구 성미산로 158 (연남동),764.23,335.2,200.02,21.0,철근콘크리트구조,철근콘크리트구조,01000,단독주택,"근린생활시설,다가구주택(9가구)",5,0,20120601.0,20111111.0,1,0,1.0,227.99,59.67,764.23,제2종일반주거지역,60.0,250.0
193155.02,451304.7,서울특별시 마포구 연남동 239-52번지,11440,12400,0,239,52,1015129625,서울특별시 마포구 동교로41길 38 (연남동),658.7,285.0,167.9,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,다세대주택,4,1,19991125.0,19990618.0,0,0,0.0,194.49,58.91,554.3,제2종일반주거지역,60.0,250.0
193195.08,451424.88,서울특별시 마포구 연남동 240-4번지,11440,12400,0,240,4,1015128094,서울특별시 마포구 성미산로 161-7 (연남동),385.1,161.0,90.81,21.0,철근콘크리트구조,"R.C조, 연와조(3,4층)",03000,제1종근린생활시설,"근린생활시설, 단독주택",4,1,19960628.0,19951101.0,0,0,0.0,199.61,56.4,321.38,제2종일반주거지역,60.0,250.0
193189.1,451407.17,서울특별시 마포구 연남동 240-10번지,11440,12400,0,240,10,1015128099,서울특별시 마포구 성미산로 157-6 (연남동),264.47,176.9,93.82,11.0,벽돌구조,연와조,01000,단독주택,주택 및 제1종근린생활시설,2,1,19691030.0,,0,0,0.0,96.47,53.04,170.65,제2종일반주거지역,60.0,250.0
193115.23,451386.72,서울특별시 마포구 연남동 240-51번지,11440,12400,0,240,51,1015128135,서울특별시 마포구 성미산로 149-10 (연남동),199.62,125.2,66.54,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(5가구),2,1,19920123.0,19910509.0,0,0,0.0,106.29,56.46,133.07,제2종일반주거지역,60.0,250.0
193139.57,451512.47,서울특별시 마포구 연남동 241-2번지,11440,12400,0,241,2,1015128142,서울특별시 마포구 동교로51길 71 (연남동),218.94,91.9,54.87,11.0,벽돌구조,조적조(연와),01000,단독주택,"근린생활시설, 다가구용단독주택(2가구)",3,1,19931104.0,19930227.0,0,0,0.0,178.82,59.71,164.34,제2종일반주거지역,60.0,250.0
193059.65,451517.69,서울특별시 마포구 연남동 241-70번지,11440,12400,0,241,70,1015128200,서울특별시 마포구 동교로51길 87-1 (연남동),174.36,87.18,52.2,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택(4가구),2,1,19901123.0,19900315.0,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
193132.23,451458.21,서울특별시 마포구 연남동 241-74번지,11440,12400,0,241,74,10151100249918,서울특별시 마포구 성미산로29안길 19-7 (연남동),372.98,166.9,91.45,21.0,철근콘크리트구조,철근콘크리트구조,04000,제2종근린생활시설,근린생활시설 및 다가구주택,5,1,20170830.0,20160913.0,1,0,1.0,192.09,54.79,320.59,제2종일반주거지역,60.0,250.0
193042.32,451495.94,서울특별시 마포구 연남동 241-96번지,11440,12400,0,241,96,1000000000000000350082,서울특별시 마포구 성미산로29길 42-6 (연남동),223.34,111.68,65.05,21.0,철근콘크리트구조,철근콘크리트조,01000,단독주택,근린생활시설 및 단독주택,5,0,20221025.0,20220302.0,1,0,1.0,199.98,58.246776,223.34,제2종일반주거지역,60.0,250.0
192935.24,451544.5,서울특별시 마포구 연남동 244-5번지,11440,12400,0,244,5,1015128229,서울특별시 마포구 동교로51길 109-4 (연남동),55.47,92.89,55.47,11.0,벽돌구조,세멘벽돌조,01000,단독주택,주택,1,0,19850629.0,19850228.0,0,0,0.0,59.72,59.72,55.47,제2종일반주거지역,60.0,250.0
192905.63,451516.04,서울특별시 마포구 연남동 244-15번지,11440,12400,0,244,15,1015129633,서울특별시 마포구 성미산로23길 54 (연남동),999.66,199.93,166.61,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,5,1,19701116.0,,0,0,0.0,250.0,60.0,833.05,제2종일반주거지역,60.0,250.0
192905.63,451516.04,서울특별시 마포구 연남동 244-15번지,11440,12400,0,244,15,1015129632,서울특별시 마포구 성미산로23길 54 (연남동),999.66,199.93,166.61,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,5,1,19701116.0,,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
192905.63,451516.04,서울특별시 마포구 연남동 244-15번지,11440,12400,0,244,15,1015129631,서울특별시 마포구 성미산로23길 54 (연남동),1249.6,249.92,249.92,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,5,1,19701116.0,,0,0,0.0,250.0,60.0,1249.6,제2종일반주거지역,60.0,250.0
192988.95,451524.6,서울특별시 마포구 연남동 245-9번지,11440,12400,0,245,9,1015128236,서울특별시 마포구 성미산로23안길 20-7 (연남동),153.51,76.76,52.77,11.0,벽돌구조,연와조,01000,단독주택,다가구용단독주택,2,1,19920118.0,19910603.0,0,0,0.0,250.0,60.0,102.36,제2종일반주거지역,60.0,250.0
192984.12,451512.24,서울특별시 마포구 연남동 245-28번지,11440,12400,0,245,28,1015128241,서울특별시 마포구 성미산로23안길 20-10 (연남동),53.98,60.49,53.98,11.0,벽돌구조,세멘벽돌조,01000,단독주택,주택,1,0,19850629.0,19850211.0,0,0,0.0,250.0,60.0,0.0,제2종일반주거지역,60.0,250.0
192958.79,451466.86,서울특별시 마포구 연남동 245-74번지,11440,12400,0,245,74,1015128267,서울특별시 마포구 성미산로27길 42 (연남동),471.76,223.8,133.0,21.0,철근콘크리트구조,철근콘크리트벽식,01000,단독주택,다가구용단독주택(7가구),3,1,19970808.0,19970317.0,0,0,0.0,159.81,59.43,357.65,제2종일반주거지역,60.0,250.0
192986.44,451462.08,서울특별시 마포구 연남동 245-80번지,11440,12400,0,245,80,1015128273,서울특별시 마포구 성미산로29길 35-13 (연남동),137.94,68.97,63.17,11.0,벽돌구조,연와조,01000,단독주택,주택,2,1,19740617.0,,0,0,0.0,250.0,60.0,117.15,제2종일반주거지역,60.0,250.0
192987.03,451358.96,서울특별시 마포구 연남동 246-19번지,11440,12400,0,246,19,1015128285,서울특별시 마포구 성미산로23길 16-5 (연남동),412.5,269.8,157.79,21.0,철근콘크리트구조,"철근콘크리트구조,연와조",01000,단독주택,"근린생활시설, 다가구주택",3,1,19740628.0,,0,0,0.0,102.43,58.48,276.35,제2종일반주거지역,60.0,250.0
