좌표정보X(EPSG5174),좌표정보Y(EPSG5174),대지위치,시군구코드,법정동코드,대지구분코드,번,지,관리건축물대장PK,도로명대지위치,연면적(㎡),대지면적(㎡),건축면적(㎡),구조코드,구조코드명,기타구조,주용도코드,주용도코드명,기타용동,지상층수,지하층수,사용승인일,허가일,승용승강기수,비상용승강기수,내진설계적용여부,용적률(%),건폐율(%),용적률산정연면적(㎡),용도지역,건폐율_법정상한(%),용적률_법정상한(%)
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100215871,서울특별시 송파구 올림픽로 99 (잠실동),10289.3,428.72,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,24,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,10289.3,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100211995,서울특별시 송파구 올림픽로 99 (잠실동),5336.29,222.35,288.82,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,24,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100214371,서울특별시 송파구 올림픽로 99 (잠실동),10891.59,435.66,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,25,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,10891.59,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217250,서울특별시 송파구 올림픽로 99 (잠실동),36.0,36.0,39.34,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100212519,서울특별시 송파구 올림픽로 99 (잠실동),10168.52,391.1,519.28,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,10168.52,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100214046,서울특별시 송파구 올림픽로 99 (잠실동),12446.63,429.19,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,29,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,12446.63,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217267,서울특별시 송파구 올림픽로 99 (잠실동),24.51,24.51,26.98,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216255,서울특별시 송파구 올림픽로 99 (잠실동),9895.87,291.06,376.45,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,34,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,9895.87,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100212101,서울특별시 송파구 올림픽로 99 (잠실동),10706.15,428.25,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,25,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,10706.15,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217185,서울특별시 송파구 올림픽로 99 (잠실동),9597.21,290.82,376.45,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,33,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,9597.21,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216666,서울특별시 송파구 올림픽로 99 (잠실동),11842.81,422.96,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,28,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,11842.81,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100212415,서울특별시 송파구 올림픽로 99 (잠실동),5780.15,222.31,288.82,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217047,서울특별시 송파구 올림픽로 99 (잠실동),9623.51,400.98,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,24,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100214472,서울특별시 송파구 올림픽로 99 (잠실동),11640.63,415.74,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,28,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,11640.63,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216480,서울특별시 송파구 올림픽로 99 (잠실동),9784.86,444.77,577.64,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,22,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216569,서울특별시 송파구 올림픽로 99 (잠실동),10733.16,429.33,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,25,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,10733.16,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100211541,서울특별시 송파구 올림픽로 99 (잠실동),10456.47,435.69,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,24,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,10456.47,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100213029,서울특별시 송파구 올림픽로 99 (잠실동),10228.19,378.82,508.36,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,27,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216322,서울특별시 송파구 올림픽로 99 (잠실동),8498.7,326.87,449.96,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,8498.7,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217254,서울특별시 송파구 올림픽로 99 (잠실동),24.51,24.51,26.98,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100215964,서울특별시 송파구 올림픽로 99 (잠실동),9113.54,337.54,460.92,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,27,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,9113.54,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100213418,서울특별시 송파구 올림픽로 99 (잠실동),10706.15,428.25,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,25,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100212667,서울특별시 송파구 올림픽로 99 (잠실동),10228.72,444.73,577.64,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,23,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100212760,서울특별시 송파구 올림픽로 99 (잠실동),9669.46,371.9,508.36,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216073,서울특별시 송파구 올림픽로 99 (잠실동),10733.16,429.33,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,25,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217263,서울특별시 송파구 올림픽로 99 (잠실동),36.0,36.0,39.34,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100214632,서울특별시 송파구 올림픽로 99 (잠실동),4035.0,212.37,283.38,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,19,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100211890,서울특별시 송파구 올림픽로 99 (잠실동),10228.19,378.82,508.36,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,27,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100214669,서울특별시 송파구 올림픽로 99 (잠실동),12730.53,424.35,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,30,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,12730.53,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100214784,서울특별시 송파구 올림픽로 99 (잠실동),8593.83,409.23,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,21,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,8593.83,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217265,서울특별시 송파구 올림픽로 99 (잠실동),36.0,36.0,39.34,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217269,서울특별시 송파구 올림픽로 99 (잠실동),24.51,24.51,26.98,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217270,서울특별시 송파구 올림픽로 99 (잠실동),2118.6,706.2,669.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,"중앙통제실,입주자회의실,보육시설,관리실,노인정,주민공동시설,문고",3,1,20080930.0,20040317.0,0,0,0.0,300.0,50.0,1746.34,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217271,서울특별시 송파구 올림픽로 99 (잠실동),317.61,317.61,365.2,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,노인정,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,317.61,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217253,서울특별시 송파구 올림픽로 99 (잠실동),24.51,24.51,26.98,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216773,서울특별시 송파구 올림픽로 99 (잠실동),9784.86,444.77,577.64,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,22,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100213517,서울특별시 송파구 올림픽로 99 (잠실동),7177.84,299.08,382.23,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,24,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217256,서울특별시 송파구 올림픽로 99 (잠실동),24.51,24.51,26.98,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100215525,서울특별시 송파구 올림픽로 99 (잠실동),4004.71,222.48,288.82,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,18,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,4004.71,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216423,서울특별시 송파구 올림픽로 99 (잠실동),8402.57,289.74,376.45,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,29,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100215233,서울특별시 송파구 올림픽로 99 (잠실동),8897.14,444.86,577.64,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,20,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100211837,서울특별시 송파구 올림픽로 99 (잠실동),5780.15,222.31,288.82,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100213995,서울특별시 송파구 올림픽로 99 (잠실동),5588.51,214.94,283.38,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,1,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100215314,서울특별시 송파구 올림픽로 99 (잠실동),9401.58,427.34,566.76,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,22,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100211638,서울특별시 송파구 올림픽로 99 (잠실동),10228.72,444.73,577.64,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,23,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100217258,서울특별시 송파구 올림픽로 99 (잠실동),24.51,24.51,26.98,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,경비실,1,2,20080930.0,20040317.0,0,0,0.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100213736,서울특별시 송파구 올림픽로 99 (잠실동),10168.52,391.1,519.28,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,0.0,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100212859,서울특별시 송파구 올림픽로 99 (잠실동),7489.74,374.49,519.28,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,20,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,7489.74,제3종일반주거지역,50.0,300.0
207125.18,445763.36,서울특별시 송파구 잠실동 19번지,11710,10100,0,19,0,10251100216948,서울특별시 송파구 올림픽로 99 (잠실동),10769.43,414.21,552.57,21.0,철근콘크리트구조,철근콘크리트구조,02000,공동주택,아파트,26,2,20080930.0,20040317.0,0,2,1.0,300.0,50.0,10769.43,제3종일반주거지역,50.0,300.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511817,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511813,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511788,서울특별시 송파구 송파대로 567 (잠실동),13674.04,911.6,911.6,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511810,서울특별시 송파구 송파대로 567 (잠실동),13674.04,911.6,911.6,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511799,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511814,서울특별시 송파구 송파대로 567 (잠실동),3317.42,1658.71,1658.71,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,"관리소, 보이라실",2,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511787,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511808,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511789,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511800,서울특별시 송파구 송파대로 567 (잠실동),6985.76,465.72,465.72,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780425.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511811,서울특별시 송파구 송파대로 567 (잠실동),17677.58,1178.51,1178.51,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511812,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511794,서울특별시 송파구 송파대로 567 (잠실동),17776.85,1185.12,1185.12,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511815,서울특별시 송파구 송파대로 567 (잠실동),17677.58,1178.51,1178.51,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511806,서울특별시 송파구 송파대로 567 (잠실동),6985.76,465.72,465.72,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780425.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511795,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511807,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511801,서울특별시 송파구 송파대로 567 (잠실동),6985.76,465.72,465.72,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780425.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511809,서울특별시 송파구 송파대로 567 (잠실동),17677.58,1178.51,1178.51,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511798,서울특별시 송파구 송파대로 567 (잠실동),17776.85,1185.12,1185.12,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511790,서울특별시 송파구 송파대로 567 (잠실동),13674.04,911.6,911.6,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511803,서울특별시 송파구 송파대로 567 (잠실동),13674.04,911.6,911.6,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511805,서울특별시 송파구 송파대로 567 (잠실동),17776.85,1185.12,1185.12,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511793,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511792,서울특별시 송파구 송파대로 567 (잠실동),17677.58,1178.51,1178.51,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511802,서울특별시 송파구 송파대로 567 (잠실동),6985.76,465.72,465.72,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511797,서울특별시 송파구 송파대로 567 (잠실동),17776.85,1185.12,1185.12,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511816,서울특별시 송파구 송파대로 567 (잠실동),16611.55,1107.44,1107.44,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780415.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
208317.42,445894.98,서울특별시 송파구 잠실동 27번지,11710,10100,0,27,0,102511796,서울특별시 송파구 송파대로 567 (잠실동),6985.76,465.72,465.72,21.0,철근콘크리트구조,철근콘크리트조,02000,공동주택,아파트,15,1,19780425.0,,0,0,0.0,200.0,60.0,0.0,"제3종일반주거지역,제1종일반주거지역",60.0,200.0
