구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,시설규모/연면적,위험점수_AHP,AHP_매칭방식,업종그룹,공통_3등급,업종군별_3등급,x_5181,y_5181,군집
강남구,삼성동,호텔 페이토 삼성,1993,14,50.0,1.7847907999119617,0.1451,0.45,37.50570328,127.05792501,관광숙박업,숙박시설,24,7183.43,49.84,exact,기존숙박군,보통,위험,205121.66,445138.69,5
강남구,논현동,호텔 더 디자이너스 리즈 강남 프리미어,2015,6,66.7,0.8873031950009028,0.1136,0.0,37.50271388,127.02510839,관광숙박업,숙박시설,23,10941.29,55.68,exact,기존숙박군,위험,위험,202220.14,444805.63,4
강남구,역삼동,강남 스테이 호텔,2016,23,100.0,1.0959420601122307,0.1122,0.85,37.49665412,127.03465347,관광숙박업,호텔,14,1997.0,36.84,exact,기존숙박군,안전,보통,203064.39,444133.34,1
강남구,역삼동,호텔 소울하다,1989,13,69.2,0.0392207131532812,0.1509,1.0,37.49598034,127.03167057,관광숙박업,숙박시설,9,1998.5,51.1,exact,기존숙박군,보통,위험,202800.63,444058.46,1
강남구,신사동,어바웃스테이 신사점,1976,12,91.7,3.003785567140398,0.1694,0.35,37.51443018,127.01905593,관광숙박업,숙박시설,5,519.0,97.33,exact,기존숙박군,위험,위험,201684.7,446105.86,5
강남구,역삼동,호텔 디 아티스트 역삼,2016,3,0.0,0.3364722366212129,0.1122,0.12,37.49966232,127.03769958,관광숙박업,호텔,11,1948.0,30.4,exact,기존숙박군,안전,안전,203333.62,444467.31,3
강남구,역삼동,카파쓰 호텔,2016,13,100.0,0.4081282255276481,0.1122,1.0,37.49878976,127.04033428,관광숙박업,호텔,11,2000.0,19.64,exact,기존숙박군,안전,안전,203566.63,444370.57,1
강남구,역삼동,도미인 서울 강남,2016,16,87.5,0.1204461530758671,0.1122,0.85,37.50286218,127.02867971,관광숙박업,숙박시설,19,8528.0,61.33,exact,기존숙박군,위험,위험,202535.92,444822.17,1
강남구,삼성동,호텔 유리앤,2016,0,0.0,1.7564201027827462,0.1122,0.08,37.50617632,127.05677848,관광숙박업,호텔,17,6661.0,33.02,exact,기존숙박군,안전,안전,205020.25,445191.13,3
강남구,청담동,호텔 엔트라,2016,9,77.8,0.7158238892309751,0.1122,0.85,37.52128529,127.04769721,관광숙박업,호텔,24,5666.0,44.31,exact,기존숙박군,보통,보통,204216.45,446867.59,1
강남구,삼성동,(주)호텔롯데 L7 강남,2017,18,100.0,1.5314763709643886,0.1108,1.0,37.50295115,127.05076075,관광숙박업,호텔,33,33584.0,47.0,exact,기존숙박군,보통,보통,204488.37,444832.87,1
강남구,대치동,호텔 글래드 강남 코엑스센터,2017,0,0.0,0.3593740009078974,0.1108,0.7,37.50609983,127.06374665,관광숙박업,숙박시설,24,12504.0,14.82,exact,기존숙박군,안전,안전,205636.37,445183.03,6
강남구,역삼동,오월호텔,2018,16,75.0,0.5187937934151675,0.1094,1.0,37.49785311,127.04029604,관광숙박업,관광숙박시설(소형호텔),12,3281.0,15.09,exact,기존숙박군,안전,안전,203563.3,444266.61,1
강남구,신사동,포포인츠바이쉐라톤서울강남,2017,14,100.0,0.453783685378972,0.1108,0.85,37.51750365,127.02768909,관광숙박업,숙박시설(관광호텔),25,12190.0,42.73,exact,기존숙박군,보통,보통,202447.85,446447.16,1
강남구,역삼동,호텔 세느,2017,18,94.4,0.5140205146625099,0.1108,1.0,37.50119369,127.03430555,관광숙박업,호텔,10,270.0,40.81,exact,기존숙박군,보통,보통,203033.44,444637.16,1
강남구,역삼동,호텔 뉴브,2018,9,22.2,0.0,0.1094,0.25,37.50027135,127.04832114,관광숙박업,숙박시설(관광호텔),19,11824.0,32.47,exact,기존숙박군,안전,안전,204272.8,444535.34,3
강남구,역삼동,호텔 그라모스 서울 강남,2013,6,100.0,0.6010318916521397,0.1165,0.45,37.4998015,127.03908209,관광숙박업,숙박시설,12,1996.4,23.68,exact,기존숙박군,안전,안전,203455.86,444482.81,4
강남구,역삼동,호텔 컬리넌 역삼,2013,13,100.0,0.2530906276821618,0.1165,0.85,37.49863731,127.04129584,관광숙박업,숙박시설,11,1999.26,19.51,exact,기존숙박군,안전,안전,203651.67,444353.68,1
강남구,역삼동,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),2014,5,0.0,0.5561813254867879,0.115,0.0,37.50189663,127.04047353,관광숙박업,숙박시설,20,24392.0,27.4,exact,기존숙박군,안전,안전,203578.8,444715.39,3
강남구,신사동,다도,1997,4,75.0,0.7830421846764933,0.1394,0.0,37.51870635,127.01919064,관광숙박업,숙박시설,4,567.0,77.35,exact,기존숙박군,위험,위험,201696.52,446580.46,4
강남구,신사동,호텔 안테룸 서울,2020,13,92.3,0.9313581639962748,0.1065,0.85,37.51609982,127.02442977,관광숙박업,숙박시설,23,3670.0,55.85,exact,기존숙박군,위험,위험,202159.75,446291.28,1
강남구,역삼동,파크뷰 강남 호스텔,2019,6,16.7,1.0381543196309957,0.1079,0.7,37.4946957,127.02983756,관광숙박업,숙박시설,15,143.0,32.16,exact,기존숙박군,안전,안전,202638.59,443915.83,6
강남구,논현동,GAM,1997,6,83.3,0.4767541918554661,0.1394,0.12,37.51012645,127.03248712,관광숙박업,숙박시설,5,428.0,70.65,exact,기존숙박군,위험,위험,202872.3,445628.52,4
강남구,역삼동,(주)조선호텔앤리조트 조선팰리스강남,2021,9,66.7,1.1505720275988207,0.105,0.45,37.50046096,127.04070191,관광숙박업,숙박시설,43,239252.0,18.79,exact,기존숙박군,안전,안전,203599.06,444556.06,4
강남구,삼성동,그랜드인터컨티넨탈 서울 파르나스,1989,11,63.6,1.2567233697114648,0.2863,0.7,37.50629703,127.06010268,관광숙박업,호텔,41,128324.0,43.51,exact,기존숙박군,보통,보통,205314.16,445204.71,1
강남구,대치동,이비스 스타일 앰배서더 강남,2003,14,57.1,1.2718840099421465,0.1308,0.25,37.50236069,127.05627838,관광숙박업,호텔,20,17842.0,58.26,exact,기존숙박군,위험,위험,204976.28,444767.62,4
강남구,논현동,렉스 관광 호텔,2004,21,95.2,1.6943946349100658,0.1293,0.35,37.51162065,127.01975071,관광숙박업,호텔,12,3651.0,79.57,exact,기존숙박군,위험,위험,201746.19,445794.05,4
강남구,대치동,파크하얏트서울,2005,1,0.0,1.1793477570205468,0.1279,0.7,37.50581599,127.06335663,관광숙박업,호텔,28,22998.0,37.44,exact,기존숙박군,안전,보통,205601.9,445151.51,6
강남구,논현동,베스트웨스턴 프리미어 강남호텔,2004,16,87.5,0.4889123963352756,0.1293,0.85,37.50361313,127.02900491,관광숙박업,호텔,20,6957.0,64.68,exact,기존숙박군,위험,위험,202564.65,444905.53,1
강남구,역삼동,트리아관광호텔,1989,1,100.0,0.7848143690857691,0.1509,0.45,37.50009682,127.03861867,관광숙박업,호텔,10,3002.0,39.24,exact,기존숙박군,보통,보통,203414.87,444515.57,4
강남구,신사동,라까사호텔,1983,2,100.0,1.848948441212516,0.1594,0.0,37.51923895,127.01875978,관광숙박업,숙박시설,7,4638.0,87.28,exact,기존숙박군,위험,위험,201658.42,446639.57,4
강남구,역삼동,AC 호텔 바이 메리어트 서울 강남,2012,13,30.8,1.052219249098399,0.1179,0.85,37.4985048,127.03466624,관광숙박업,호텔,28,18428.0,34.72,exact,기존숙박군,안전,보통,203065.44,444338.74,6
강남구,청담동,호텔리베라서울,1987,2,0.0,0.0,0.1536,0.85,37.52114314,127.05333406,관광숙박업,호텔,20,42109.0,78.66,exact,기존숙박군,위험,위험,204714.76,446852.08,6
강남구,역삼동,삼정관광호텔,1982,14,92.9,0.7207623475929187,0.1608,0.85,37.50308327,127.0305267,관광숙박업,호텔,13,13277.0,67.18,exact,기존숙박군,위험,위험,202699.23,444846.76,1
강남구,신사동,선샤인 관광호텔,1984,18,100.0,0.514778198081814,0.158,0.85,37.51778993,127.02795714,관광숙박업,호텔,9,9070.0,57.84,exact,기존숙박군,위험,위험,202471.54,446478.95,1
강남구,논현동,그랜드머큐어 임피리얼팰리스서울,1989,13,69.2,0.2889128418379135,0.2863,0.85,37.51123509,127.03508651,관광숙박업,호텔,23,19601.0,61.74,exact,기존숙박군,위험,위험,203102.08,445751.65,1
강남구,논현동,엘리에나호텔,1992,26,96.2,0.7341662000044906,0.1465,0.85,37.50816269,127.03019882,관광숙박업,숙박시설,19,21262.0,88.13,exact,기존숙박군,위험,위험,202670.05,445410.51,1
강남구,역삼동,노보텔 앰배서더 강남,1993,15,100.0,0.4239596907443287,0.1451,0.85,37.50255272,127.02807773,관광숙박업,숙박시설,22,41813.0,70.97,exact,기존숙박군,위험,위험,202482.7,444787.81,1
강남구,청담동,라비타 호텔,1991,8,87.5,0.3900564827553193,0.148,0.7,37.51868782,127.05615596,관광숙박업,호텔,8,2849.0,67.52,exact,기존숙박군,위험,위험,204964.38,446579.71,1
강남구,삼성동,웨스틴 서울 파르나스,2002,7,28.6,0.9051174312760298,0.2656,0.55,37.50977042,127.05802923,관광숙박업,호텔,35,5818.0,40.7,exact,기존숙박군,보통,보통,205130.59,445590.1,6
강남구,삼성동,호텔 오크우드 프리미어,2002,7,28.6,0.9051174312760298,0.1322,0.55,37.50977042,127.05802923,관광숙박업,숙박시설,56,55869.0,40.7,exact,기존숙박군,보통,보통,205130.59,445590.1,6
강남구,논현동,파티오7,2018,12,75.0,0.650373364576659,0.1094,0.85,37.5150573,127.02846638,관광숙박업,호텔,16,5335.0,45.21,exact,기존숙박군,보통,보통,202516.65,446175.67,1
강남구,삼성동,GOYOO INN & CABINS,2023,8,50.0,1.3437347467010947,0.1022,0.85,37.50419718,127.05241454,관광숙박업,호텔,12,198.0,45.45,exact,기존숙박군,보통,보통,204634.52,444971.25,1
강남구,역삼동,와사비 하우스,2009,5,20.0,0.1889660995126232,0.1222,0.0,37.49195128,127.02980592,관광숙박업,호텔,11,2000.0,26.17,exact,기존숙박군,안전,안전,202635.88,443611.24,3
강남구,논현동,화이트린넨하우스 호스텔,1987,9,11.1,0.4329972114983659,0.1536,0.85,37.5149934,127.02450701,관광숙박업,숙박시설,6,834.0,74.66,exact,기존숙박군,위험,위험,202166.61,446168.48,6
강남구,논현동,에이든 청담호텔,2018,11,81.8,0.4767541918554661,0.1094,0.85,37.51726775,127.02969198,관광숙박업,숙박시설(관광호텔),24,9301.86,38.83,exact,기존숙박군,보통,보통,202624.92,446421.04,1
강남구,삼성동,호텔 크레센도 서울,2018,1,0.0,0.1421744887805426,0.1094,0.18,37.50806468,127.04611588,관광숙박업,호텔,17,4998.0,58.66,exact,기존숙박군,위험,위험,204077.38,445400.2,3
강남구,논현동,아난티 앳 강남,2022,14,85.7,0.2358701058534324,0.1036,0.85,37.51484148,127.02879629,관광숙박업,숙박시설,16,16770.0,46.49,exact,기존숙박군,보통,보통,202545.82,446151.73,1
송파구,잠실동,호텔롯데 롯데호텔월드,1989,3,33.3,1.06333047452347,0.1509,0.18,37.50853565,127.09714783,관광숙박업,숙박시설,10,95611.0,28.56,exact,기존숙박군,안전,안전,208589.36,445455.9,3
송파구,문정동,메리제인호텔,2019,0,0.0,0.3737693772980324,0.1079,0.45,37.4828826,127.12275365,관광숙박업,호텔,10,996.0,68.69,exact,기존숙박군,위험,위험,210857.03,442611.39,3
송파구,잠실동,호텔 더 캐슬(신천),2019,23,95.7,1.283153602200377,0.1079,1.0,37.50834852,127.08101899,관광숙박업,호텔,18,2983.0,52.55,exact,기존숙박군,위험,위험,207163.34,445433.79,1
송파구,가락동,부티크 호텔 XYM,2019,4,0.0,1.867477020686977,0.1079,0.25,37.49414553,127.12059352,관광숙박업,호텔,9,971.0,58.82,exact,기존숙박군,위험,위험,210664.37,443861.18,3
송파구,방이동,오로시에 관광호텔,2002,14,64.3,0.6007738604289301,0.1322,1.0,37.51300989,127.10837286,관광숙박업,숙박시설(관광호텔),10,2069.0,68.9,exact,기존숙박군,위험,위험,209581.26,445953.57,1
송파구,방이동,호텔 더 캐슬(방이1),2019,11,54.5,1.0431824837287786,0.1079,1.0,37.5127031,127.10828696,관광숙박업,숙박시설,18,2807.0,57.66,exact,기존숙박군,위험,위험,209573.7,445919.51,1
송파구,방이동,호텔베네 롯데타워점,2025,19,94.7,0.9014756460890144,0.1,1.0,37.51311401,127.10931237,관광숙박업,숙박시설,18,2896.0,65.68,exact,기존숙박군,위험,위험,209664.31,445965.22,1
송파구,잠실동,포레스타,2018,25,92.0,1.2284702759263235,0.1094,1.0,37.50822063,127.08059447,관광숙박업,호텔,14,1994.0,52.94,exact,기존숙박군,위험,위험,207125.82,445419.56,1
송파구,신천동,소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),2021,0,0.0,0.0363676441708748,0.105,1.0,37.51113193,127.10560863,관광숙박업,숙박시설,37,97496.0,35.86,exact,기존숙박군,안전,보통,209337.1,445744.86,6
송파구,송파동,아이앤유스테이,1987,19,84.2,1.238241261160751,0.1536,1.0,37.50566174,127.1056928,관광숙박업,근린생활시설,6,141.0,59.73,exact,기존숙박군,위험,위험,209345.23,445137.75,1
송파구,방이동,호텔 더 캐슬(방이2),2021,11,54.5,1.2379478827102277,0.105,1.0,37.51259727,127.10833202,관광숙박업,숙박시설,18,1487.0,55.39,exact,기존숙박군,위험,위험,209577.7,445907.77,1
송파구,삼전동,호텔인피니,2004,21,81.0,0.8888917576860407,0.1293,1.0,37.49945303,127.09529052,관광숙박업,호텔,9,1463.0,51.31,exact,기존숙박군,보통,위험,208426.17,444447.68,1
송파구,삼전동,24게스트하우스(서울 잠실점),1989,19,89.5,0.5162164724008671,0.1509,0.85,37.50055228,127.08861564,관광숙박업,"근린생활시설, 주택",6,168.0,56.47,exact,기존숙박군,위험,위험,207835.82,444569.11,1
송파구,방이동,주식회사 딜라이트 호텔,1998,15,73.3,0.9594629037393638,0.138,1.0,37.51263713,127.10853018,관광숙박업,관광숙박시설 및 근린생활시설,11,2349.0,67.71,exact,기존숙박군,위험,위험,209595.21,445912.22,1
송파구,방이동,HOTEL RAUM(라움),2000,20,95.0,0.8954876042443918,0.1351,0.85,37.51299912,127.11306397,관광숙박업,호텔,10,3181.0,88.43,exact,기존숙박군,위험,위험,209996.0,445952.86,1
송파구,석촌동,CORNER HOTEL,1982,2,0.0,0.0,0.1608,1.0,37.49888583,127.10896725,관광숙박업,관광숙박시설 및 근린생활시설,5,2166.0,44.87,exact,기존숙박군,보통,보통,209635.62,444386.04,6
송파구,신천동,시그니엘 서울(SIGNIEL SEOUL),2017,0,0.0,0.0183491386681965,0.1108,0.04,37.51035018,127.10264186,관광숙박업,"판매시설,문화및집회시설,업무시설,숙박시설,관광휴게시설",129,67097.0,26.71,exact,기존숙박군,안전,안전,209074.9,445657.81,3
송파구,문정동,호텔 파크하비오,2016,1,0.0,0.0666913744986722,0.1122,0.12,37.47785335,127.12287399,관광숙박업,업무시설(오피스텔),18,22234.0,72.85,exact,기존숙박군,위험,위험,210868.4,442053.23,3
송파구,가락동,가락관광호텔,1989,2,50.0,2.607688781388509,0.1509,0.25,37.49113403,127.11792898,관광숙박업,호텔,11,4838.0,55.61,exact,기존숙박군,위험,위험,210429.16,443526.65,5
송파구,석촌동,레이크호텔,2002,26,100.0,0.8649974374866045,0.1322,1.0,37.50411392,127.10010834,관광숙박업,호텔,14,9656.0,47.35,exact,기존숙박군,보통,보통,208851.64,444965.42,1
송파구,가락동,캘리포니아호텔,2003,1,100.0,2.438465210352417,0.1308,0.25,37.49134308,127.11831519,관광숙박업,호텔,15,10601.0,58.77,exact,기존숙박군,위험,위험,210463.28,443549.89,5
송파구,잠실동,(주)파로스 관광호텔,2012,30,80.0,1.3072511537794378,0.1179,1.0,37.50833724,127.08037078,관광숙박업,숙박시설,19,4486.0,52.62,exact,기존숙박군,위험,위험,207106.03,445432.48,1
송파구,석촌동,로사나부띠끄 관광호텔,2013,18,94.4,1.7894419710876923,0.1165,1.0,37.5032461,127.09675008,관광숙박업,숙박시설(관광호텔)외 2,18,5242.0,27.9,exact,기존숙박군,안전,안전,208554.8,444868.8,1
마포구,노고산동,K-그랜드 호스텔 신촌,2011,5,0.0,1.160744069775116,0.1194,0.85,37.5514831,126.93342778,관광숙박업,제1.2종근린생활시설,8,1441.49,22.28,exact,기존숙박군,안전,안전,194117.37,450220.19,6
종로구,관철동,스테이 묘미 종로,1969,3,0.0,0.5108256237659907,0.1794,0.12,37.56620399,126.98512904,관광숙박업,근린생활시설,12,2101.22,56.21,exact,기존숙박군,위험,위험,198686.19,451852.05,3
종로구,관철동,벨린스테이,1966,3,0.0,0.621173680934856,0.1837,0.55,37.56692536,126.98410903,관광숙박업,"영업용, 사무실, 점포",8,1874.24,59.41,exact,기존숙박군,위험,위험,198596.09,451932.13,6
종로구,숭인동,호텔 인스피룸 종로,1985,2,100.0,0.2276693767724138,0.1565,0.25,37.57110935,127.02075275,관광숙박업,근린생활시설,6,591.77,51.76,exact,기존숙박군,위험,위험,201833.33,452396.59,4
종로구,숭인동,안한스테이 동묘,2019,36,63.9,0.7676232734614281,0.1079,0.18,37.57088635,127.01603595,관광숙박업,관광숙박시설(호스텔),8,431.33,30.87,exact,기존숙박군,안전,안전,201416.64,452371.76,4
강남구,논현동,루프서울 논현점,2022,16,75.0,1.705195820027413,0.1036,0.7,37.50544211,127.03021242,관광숙박업,관광숙박시설(호스텔),7,795.38,60.89,exact,기존숙박군,위험,위험,202671.35,445108.56,1
성동구,도선동,서온재 Seo on jae,1996,38,65.8,0.7596905713365569,0.1408,0.55,37.56031193,127.03329438,관광숙박업,"근린생활시설,주택,위락시설,일반음식점",10,989.51,29.06,exact,기존숙박군,안전,안전,202941.7,451198.52,0
중구,오장동,아랑재,2021,22,59.1,2.715995759362029,0.105,0.85,37.56134429,126.9998039,관광숙박업,제2종근린생활시설,5,348.3,29.3,exact,기존숙박군,안전,안전,199982.67,451312.58,5
서초구,반포동,호텔 앳 강남 서울,1995,1,0.0,0.0388398333162639,0.1422,0.04,37.50289453,127.02047802,관광숙박업,"제1,2종근린생활시설(사무소)",6,730.74,53.33,exact,기존숙박군,위험,위험,201810.71,444825.58,3
강남구,역삼동,스테이아른,1983,4,0.0,1.165647690004268,0.4324,0.0,37.50366871,127.04538866,관광숙박업,근린생활시설,3,233.47,50.17,exact,기존숙박군,보통,위험,204013.32,444912.27,3
중구,황학동,호스텔 모어 댄 스테이,1984,42,76.2,1.503601772510471,0.158,0.55,37.56461626,127.01796219,관광숙박업,관광숙박시설(호스텔),4,218.98,31.91,exact,기존숙박군,안전,안전,201586.94,451675.88,0
종로구,효제동,백제장,1990,13,0.0,0.0,0.1494,0.18,37.56884357,127.00412115,숙박업,숙박시설,1,729.21,52.7,exact,기존숙박군,위험,위험,200364.08,452144.92,3
종로구,효제동,더원 호텔,1995,20,0.0,0.2486226366151946,0.1422,0.18,37.5692221,127.003393,숙박업,숙박시설,1,940.94,55.29,exact,기존숙박군,위험,위험,200299.75,452186.93,3
종로구,홍지동,씨케이 인 종로점,1970,0,0.0,0.0,0.4553,1.0,37.5978767,126.95861797,숙박업,주택,2,254.09,47.68,exact,기존숙박군,보통,보통,196345.56,455368.06,6
종로구,숭인동,은진모텔,1970,21,57.1,2.382786392373568,0.178,0.85,37.57429593,127.02140236,숙박업,영업,1,1770.52,39.88,exact,기존숙박군,보통,보통,201890.64,452750.28,5
종로구,관수동,더포스트 호텔,2019,19,63.2,1.0744721703124118,0.1079,0.35,37.56668503,126.98976351,숙박업,"숙박시설, 제2종근린생활시설(일반음식점)",12,1888.57,29.6,exact,기존숙박군,안전,안전,199095.64,451905.39,4
종로구,원남동,은성,1966,0,0.0,1.4912641754638978,0.1837,1.0,37.57255438,126.9961684,숙박업,생활숙박시설,5,414.38,27.92,exact,기존숙박군,안전,안전,199661.52,452556.78,6
종로구,연지동,더스테이종로(TheStayJongro),2023,6,33.3,1.0176755263976924,0.1022,0.08,37.57028888,126.99827921,숙박업,근린생활시설,6,453.91,21.55,exact,기존숙박군,안전,안전,199847.98,452305.33,3
종로구,관철동,(주)서울큐브 종로,2016,4,25.0,1.4000876832522264,0.1122,0.12,37.56636189,126.9838774,숙박업,일반음식점,1,2861.31,38.31,exact,기존숙박군,보통,보통,198575.61,451869.6,3
종로구,연지동,주식회사 파이브호텔 종로,2018,7,71.4,0.0673829972460479,0.1094,0.08,37.57145411,126.99873175,숙박업,숙박시설,11,1997.33,26.01,exact,기존숙박군,안전,안전,199887.96,452434.65,4
종로구,원남동,오라카이 대학로 호텔,2019,5,0.0,1.0632729222228008,0.1079,0.18,37.57297519,126.99797784,관광숙박업,숙박시설,20,19413.0,24.35,exact,기존숙박군,안전,안전,199821.36,452603.48,3
종로구,효제동,청원 NEST,2007,13,0.0,1.1535280462642243,0.1251,0.18,37.56941664,127.00343731,숙박업,숙박시설(여관),8,1326.99,49.07,exact,기존숙박군,보통,위험,200303.66,452208.52,3
종로구,관철동,핑크빌,2014,4,25.0,1.3581234841531944,0.115,0.12,37.5663255,126.98416082,숙박업,"제2종근린생활시설, 연립주택",1,2673.52,39.02,exact,기존숙박군,보통,보통,198600.65,451865.55,3
종로구,효제동,해와가,2021,36,83.3,1.1885316198375582,0.105,1.0,37.57179563,127.0003061,숙박업,생활숙박시설,7,386.58,39.61,exact,기존숙박군,보통,보통,200027.04,452472.56,1
종로구,충신동,이에스드림타워,2020,4,75.0,0.0,0.1065,0.04,37.57251594,127.0027139,숙박업,숙박시설,10,565.63,35.5,exact,기존숙박군,안전,보통,200239.75,452552.51,4
종로구,관수동,위코스테이 인사동,2023,26,80.8,0.9893011186053764,0.1022,0.55,37.56668627,126.9891108,숙박업,생활숙박시설,13,2520.55,31.67,exact,기존숙박군,안전,안전,199037.97,451905.53,1
종로구,창신동,만소호스텔,1989,1,0.0,2.0452685997537494,0.1509,0.08,37.56851942,127.00992254,숙박업,"근린생활시설, 판매및영업시설",7,2300.46,31.75,exact,기존숙박군,안전,안전,200876.6,452108.98,3
종로구,관철동,유에이치 스위트 종각 5F,1980,3,0.0,0.5273549257172012,0.1637,0.12,37.5663269,126.98520188,숙박업,제1종근린생활시설,1,1779.98,51.97,exact,기존숙박군,위험,위험,198692.63,451865.69,3
종로구,숭인동,서울 게스트하우스,1939,9,77.8,0.8070279961837262,0.9413,0.18,37.57188149,127.01560938,숙박업,"여관, 근린생활시설(점포)",2,92.57,58.26,exact,기존숙박군,위험,위험,201378.94,452482.2,2
종로구,관철동,헤리티지31호텔 (HOTEL HERITAGE31),2022,1,0.0,0.6931471805599453,0.1036,0.55,37.56663673,126.98553079,숙박업,숙박시설,13,785.33,39.15,exact,기존숙박군,보통,보통,198721.69,451900.08,6
종로구,원남동,종로 스테이,2003,1,0.0,0.0,0.1308,0.85,37.57231926,126.99537656,숙박업,숙박시설,1,582.17,26.69,exact,기존숙박군,안전,안전,199591.56,452530.68,6
종로구,관철동,UH SUITE,2020,4,0.0,0.8938178760220964,0.1065,0.55,37.56692677,126.98393909,숙박업,일반음식점,1,2155.0,40.3,exact,기존숙박군,보통,보통,198581.08,451932.29,6
종로구,익선동,더 가든 호텔(The garden hotel),1968,26,69.2,2.0352321021806903,0.1808,1.0,37.57241793,126.98862532,숙박업,숙박시설,6,1364.27,43.6,exact,기존숙박군,보통,보통,198995.16,452541.69,1
종로구,원남동,Apple-stay (애플스테이),2018,1,0.0,0.0,0.24,1.0,37.57237793,126.9955602,숙박업,숙박시설(생활숙박시설) 및 단독주택(다중주택),4,263.41,21.46,exact,기존숙박군,안전,안전,199607.79,452537.19,6
종로구,관철동,스테이 오하나,2022,4,0.0,0.5753641449035619,0.1036,0.55,37.56668466,126.98398683,숙박업,제2종근린생활시설,1,1470.28,39.94,exact,기존숙박군,보통,보통,198585.29,451905.42,6
종로구,익선동,어반스테이 부티크 익선,2023,25,72.0,2.233422945163059,0.1022,1.0,37.57223047,126.9886688,숙박업,생활숙박시설,1,1999.66,21.81,exact,기존숙박군,안전,안전,198999.0,452520.88,1
종로구,장사동,알게스트하우스 종묘점,1966,30,80.0,0.897308280961865,0.1837,0.08,37.56669372,126.99400958,숙박업,"영업용, 근린생활시설",1,827.25,49.65,exact,기존숙박군,보통,위험,199470.77,451906.32,4
종로구,돈의동,엠앤럭키호텔,2020,21,81.0,0.6931471805599453,0.1065,0.08,37.5685956,126.99012206,숙박업,관광숙박시설,1,1613.91,20.13,exact,기존숙박군,안전,안전,199127.34,452117.44,4
종로구,관철동,어 베터 플레이스 (A BETTER PLACE),1975,0,0.0,0.7731898882334818,0.86,0.55,37.56691314,126.98556525,숙박업,"제2종근린생활시설(일반음식점, 소매점, 사무소)",1,427.1,40.57,exact,기존숙박군,보통,보통,198724.74,451930.75,2
종로구,관수동,호텔케이월드(청계),2020,23,82.6,0.8412963419985058,0.1065,0.08,37.56645547,126.99048734,숙박업,일반숙박시설,1,2414.34,31.24,exact,기존숙박군,안전,안전,199159.58,451879.9,4
종로구,관철동,더 스테이 코리아(The Stay Korea),2015,4,25.0,1.01160091167848,0.1136,0.12,37.56616924,126.9863907,숙박업,제2종근린생활시설,1,1053.21,32.12,exact,기존숙박군,안전,안전,198797.65,451848.18,3
종로구,익선동,호텔 이비스앰배서더 인사동,2013,13,61.5,2.0964757274214088,0.1165,0.7,37.57166746,126.98867484,관광숙박업,호텔,12,14346.0,21.29,exact,기존숙박군,안전,안전,198999.53,452458.39,5
종로구,와룡동,Hostel Tommy 호스텔 토미,1965,62,69.4,2.1717454920352344,0.1851,1.0,37.5716747,126.99041695,관광숙박업,숙박시설,4,469.0,42.29,exact,기존숙박군,보통,보통,199153.43,452459.18,0
종로구,낙원동,오라카이 인사동 스위츠,2002,19,94.7,0.6194439847728106,0.1322,0.08,37.57025733,126.98654665,관광숙박업,호텔,30,45510.0,40.0,exact,기존숙박군,보통,보통,198811.5,452301.91,4
종로구,관훈동,아미드 호텔 서울,1985,5,60.0,1.2127064842946906,0.1565,0.12,37.56984481,126.98341181,관광숙박업,숙박시설,18,15679.0,48.72,exact,기존숙박군,보통,위험,198534.55,452256.17,4
종로구,창신동,대구,1981,2,50.0,2.665848455054828,0.4359,0.25,37.56869433,127.0105724,숙박업,"목욕탕, 여인숙",1,323.85,26.23,exact,기존숙박군,안전,안전,200934.01,452128.4,5
종로구,낙원동,N285 인사동호텔,2022,27,96.3,1.594591404317106,0.1036,0.7,37.56958821,126.98661759,숙박업,일반숙박시설,15,3400.25,34.9,exact,기존숙박군,안전,보통,198817.75,452227.64,1
종로구,관철동,호텔 프렌즈,1960,17,17.6,0.4238142467763609,0.4729,0.08,37.56577941,126.98764298,숙박업,"대중음식점, 여관",5,366.15,57.59,exact,기존숙박군,위험,위험,198908.28,451804.9,3
종로구,관훈동,호텔썬비,2003,8,50.0,0.7304542329727559,0.1308,0.08,37.57030354,126.9840039,관광숙박업,숙박시설,10,2070.85,38.44,exact,기존숙박군,보통,보통,198586.86,452307.07,4
종로구,낙원동,(주)탑호텔 앤 레지던스,2015,3,100.0,0.9555114450274363,0.1136,0.08,37.57058279,126.98802502,숙박업,근린생활시설 및 숙박시설(생활숙박시설),5,1054.05,26.66,exact,기존숙박군,안전,안전,198942.1,452338.01,4
종로구,숭인동,동미,1963,22,50.0,0.309604948914203,0.4676,0.85,37.5726296,127.02000522,숙박업,"주택, 점포",1,174.58,50.52,exact,기존숙박군,보통,위험,201767.26,452565.31,2
종로구,낙원동,호텔누누,1981,16,75.0,0.5490336786048858,0.2991,0.18,37.56823244,126.98888009,숙박업,숙박시설,1,1653.63,40.71,exact,기존숙박군,보통,보통,199017.61,452077.14,4
종로구,익선동,SAE WHA HOSTEL,1968,25,40.0,2.34934204738138,0.4588,1.0,37.57198435,126.98953913,숙박업,주택,1,362.09,35.77,exact,기존숙박군,안전,보통,199075.88,452493.55,5
