X좌표,Y좌표,대지위치,시군구코드,법정동코드,대지구분코드,번,지,사업장명,관리건축물대장PK,도로명대지위치,연면적(㎡),구조코드,기타구조,주용도코드,기타용도,지상층수,지하층수,총층수,사용승인일,허가일,승용승강기수,비상용승강기수,내진설계적용여부,구,동,위도,경도,최근접_안전센터,안전센터_유클리드m,최근접_소방서,소방서_유클리드m,최근접_거리m,이동시간초,예상도착초,담당_안전센터,담당_소방서,승인연도,건물나이,소방접근성_점수,반경_50m_건물수,집중도(%),주요_시설군,위험점수_PCA,위험점수_AHP,군집,노후도_zscore,고유단속지점수_50m,로그_주변대비_상대위험도_고유단속지점_50m,숙소ID,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드,구조_노후_통합점수,상업비율(%)
192863.437349841,450733.561194094,서울특별시 마포구 연남동 570-32번지,11440,12400,0,570,32,화이트브라운,1015129563,서울특별시 마포구 월드컵북로6길 31-7 (연남동),248.67,11.0,"시멘트벽돌조, 내력벽연와조",01000,단독주택,2,1,3,19901011.0,19900305.0,0,0,0.0,마포구,연남동,37.55609972,126.91923243,서교119안전센터,720.0,마포소방서,1446.0,720.0,86.0,144.0,서교119안전센터,마포소방서,1990.0,35.0,0.64,19.0,63.2,주택,62.37,47.14,1.0,0.1488299828737138,496.0,0.9655491704609476,2559.0,동교로,6m미만,6m미만,API,교차,7.1,5.0,1.0,1.3,112.0,172.0,7851.0,1525.0,43.0,3112014.0,0.42,60.0
192640.80370711,450810.441361968,서울특별시 마포구 성산동 630-17번지,11440,12500,0,630,17,Calm and cozy house,1015131753,서울특별시 마포구 동교로23길 89-7 (성산동),161.4,21.0,"철근콘크리트조, 연와조(3층)",01000,다가구용단독주택,3,1,4,19941110.0,19940512.0,0,0,0.0,마포구,성산동,37.55679066,126.91671202,서교119안전센터,726.0,마포소방서,1677.0,726.0,87.0,150.0,성산119안전센터,마포소방서,1994.0,31.0,0.637,11.0,54.5,주택,53.43,42.51,0.0,-0.0819917164347653,428.0,0.9876953908249256,2560.0,월드컵북로5나길,폭8-10m,폭6-8m,API,교차,5.4,9.0,0.7,1.14,99.0,159.0,8761.0,872.0,1760.0,4139554.0,0.413,33.33
192156.968688212,450823.471384823,서울특별시 마포구 성산동 34-6번지,11440,12500,0,34,6,스테이 순,1015130043,서울특별시 마포구 성미산로7길 13-7 (성산동),88.27,11.0,연와조,01000,주택,1,1,2,19700215.0,,0,0,0.0,마포구,성산동,37.55690407,126.91123606,서교119안전센터,822.0,마포소방서,2115.0,822.0,99.0,156.0,성산119안전센터,마포소방서,1970.0,55.0,0.589,25.0,96.0,주택,94.48,65.61,1.0,1.3029384794161096,118.0,0.38155958725461,2561.0,성미산로2길,6m미만,폭6-8m,API,교차,0.0,5.0,1.0,1.3,129.0,189.0,10245.0,898.0,992.0,4139321.0,0.4553,72.73
192878.722120685,449340.499836622,서울특별시 마포구 당인동 15-34번지,11440,11800,0,15,34,편안한 숙소,1015118640,서울특별시 마포구 어울마당로2길 15-3 (당인동),146.5,11.0,연와조,01000,다가구용단독주택(4가구),2,1,3,19930714.0,19921106.0,0,0,0.0,마포구,당인동,37.54354839,126.91941892,서교119안전센터,829.0,마포소방서,1383.0,829.0,99.0,162.0,신수119안전센터,마포소방서,1993.0,32.0,0.5855,0.0,0.0,없음,0.19,35.61,0.0,-0.0242862916076455,2.0,0.2231435513142097,2562.0,강변북로,폭25-30m,폭25-30m,공식만,교차,71.66,27.0,0.18,0.98,97.0,157.0,7518.0,4003.0,3508.0,3196001.0,0.4148,47.37
190676.855382695,452805.150576077,서울특별시 마포구 상암동 13-18번지,11440,12700,0,13,18,스마일 하우스,1015133071,서울특별시 마포구 월드컵북로48길 33-5 (상암동),155.88,11.0,연와조,01000,다가구용단독주택(3가구),2,0,2,19940712.0,19930701.0,0,0,0.0,마포구,상암동,37.57474511,126.89445963,성산119안전센터,891.0,강서소방서,3537.0,891.0,107.0,168.0,상암119안전센터,마포소방서,1994.0,31.0,0.5545,14.0,92.9,주택,90.63,55.77,1.0,-0.0819917164347653,22.0,0.1846230537822338,2563.0,월드컵북로45길,폭6-8m,6m미만,API,교차,0.0,7.0,0.85,1.22,131.0,191.0,8313.0,630.0,1081.0,4139544.0,0.413,52.0
192922.011013587,451022.971603687,서울특별시 마포구 연남동 561-47번지,11440,12400,0,561,47,훤게스트하우스,10151100236294,서울특별시 마포구 연남로3길 22-15 (연남동),256.92,21.0,철근콘크리트구조,02000,주택및근린생활시설,5,0,5,20151112.0,20150128.0,0,0,1.0,마포구,연남동,37.55870775,126.91989254,서교119안전센터,1008.0,마포소방서,1571.0,1008.0,121.0,180.0,서교119안전센터,마포소방서,2015.0,10.0,0.496,24.0,62.5,주택,61.97,49.64,0.0,-1.293805637804281,214.0,0.531592106558477,2564.0,연남로1길,6m미만,6m미만,API,교차,22.32,3.0,1.0,1.3,157.0,217.0,10632.0,2849.0,2083.0,4139443.0,0.1136,0.0
195047.463997088,449695.309221862,서울특별시 마포구 대흥동 35-6번지,11440,10800,0,35,6,낙원하우스,1015111333,서울특별시 마포구 백범로17길 47-6 (대흥동),140.3,11.0,연와조,01000,다가구용단독주택(3가구),2,1,3,19961128.0,19960612.0,0,0,0.0,마포구,대흥동,37.54675942,126.94395699,염리119안전센터,587.0,마포소방서,986.0,587.0,70.0,132.0,신수119안전센터,마포소방서,1996.0,29.0,0.7065,34.0,55.9,주택,56.34,42.02,1.0,-0.1974025660890049,134.0,0.8416521149746304,2565.0,백범로20길,폭6-8m,6m미만,API,교차,8.17,6.0,0.85,1.22,85.0,145.0,9301.0,23.0,1452.0,4139231.0,0.4095,35.29
193140.413225614,450127.092934383,서울특별시 마포구 서교동 358-77번지,11440,12000,0,358,77,써니하우스,1015121339,서울특별시 마포구 홍익로 13-9 (서교동),319.72,21.0,"철근콘크리트조, 연와조",02000,다세대주택,3,1,4,19901109.0,19900303.0,0,0,0.0,마포구,서교동,37.55063756,126.92237275,서교119안전센터,606.0,마포소방서,971.0,606.0,73.0,132.0,서교119안전센터,마포소방서,1990.0,35.0,0.697,16.0,100.0,상업,97.59,47.84,1.0,0.1488299828737138,797.0,1.6144757064640576,2566.0,잔다리로,폭20-25m,폭6-8m,API,교차,1.78,23.0,0.25,1.0,73.0,133.0,7493.0,557.0,1073.0,3113020.0,0.42,0.0
193457.670376759,450096.713769546,서울특별시 마포구 창전동 6-139번지,11440,11400,0,6,139,라파벨라 하우스,1015117057,서울특별시 마포구 와우산로 120 (창전동),676.35,21.0,"철근콘크리트조(지층-6층), 연와조(7층)",04000,"근린생활시설, 주택",7,1,8,19940207.0,19920410.0,0,0,0.0,마포구,창전동,37.55036615,126.92596329,신수119안전센터,638.0,마포소방서,654.0,638.0,77.0,138.0,신수119안전센터,마포소방서,1994.0,31.0,0.681,5.0,100.0,기타,96.82,44.89,1.0,-0.0819917164347653,1.0,0.0512932943875505,2567.0,와우산로30길,폭8-10m,6m미만,API,교차,92.89,8.0,0.7,1.14,88.0,148.0,8764.0,1570.0,1275.0,4139472.0,0.413,0.0
191993.184515207,449901.214607645,서울특별시 마포구 합정동 389-6번지,11440,12200,0,389,6,포시즌하우스,1015123454,서울특별시 마포구 월드컵로5길 39-5 (합정동),222.47,11.0,"연와조,경량철골조",01000,"다가구주택, 근린생활시설",3,1,4,19960607.0,19960116.0,0,0,0.0,마포구,합정동,37.54859316,126.90939249,서교119안전센터,573.0,마포소방서,2107.0,573.0,69.0,126.0,서교119안전센터,마포소방서,1996.0,29.0,0.7135,5.0,40.0,상업,39.02,32.02,0.0,-0.1974025660890049,31.0,1.1676051601550612,2568.0,희우정로,폭20-25m,6m미만,API,교차,0.0,20.0,0.25,1.0,69.0,129.0,7371.0,537.0,1076.0,3113028.0,0.5439,31.58
191521.233100877,450799.672310385,서울특별시 마포구 망원동 479-28번지,11440,12300,0,479,28,스테이 선선,1015126772,서울특별시 마포구 망원로7길 44 (망원동),279.0,11.0,"철근콘크리트조, 조적조",01000,"근린생활시설, 다가구용단독주택(3가구)",3,1,4,19921212.0,19920715.0,0,0,0.0,마포구,망원동,37.55668401,126.90404137,서교119안전센터,1233.0,마포소방서,2702.0,1233.0,148.0,210.0,서교119안전센터 / 성산119안전센터,마포소방서,1992.0,33.0,0.3835,43.0,81.4,주택,81.61,74.98,0.0,0.0334191332194742,89.0,0.4865906529205328,2569.0,망원로,폭6-8m,6m미만,API,교차,13.67,6.0,0.85,1.22,181.0,241.0,9902.0,2833.0,1784.0,3113006.0,0.4165,45.45
193523.766775264,450441.778025133,서울특별시 마포구 서교동 330-32번지,11440,12000,0,330,32,스테이온 3,1015119025,서울특별시 마포구 와우산로29길 48-21 (서교동),325.58,21.0,철근콘크리트,01000,"다가구주택(3가구), 근린생활시설",4,0,4,20020615.0,20010509.0,0,0,0.0,마포구,서교동,37.55347564,126.92670823,신수119안전센터,721.0,마포소방서,737.0,721.0,87.0,144.0,서교119안전센터,마포소방서,2002.0,23.0,0.6395,7.0,42.9,상업,41.94,36.38,0.0,-0.5436351150517237,220.0,0.7472144018302211,2570.0,와우산로,폭15-20m,6m미만,API,교차,13.68,19.0,0.35,1.02,89.0,149.0,9766.0,572.0,1066.0,3113017.0,0.1322,4.0
193402.043623997,450271.339620896,서울특별시 마포구 서교동 340-1번지,11440,12000,0,340,1,KK-하우스,1015119245,서울특별시 마포구 와우산로27길 43 (서교동),410.09,21.0,철근콘크리트구조,04000,"제1,2종근린생활시설,단독주택",4,0,4,20060522.0,20050629.0,0,0,0.0,마포구,서교동,37.55193913,126.92533222,신수119안전센터,740.0,마포소방서,756.0,740.0,89.0,150.0,서교119안전센터,마포소방서,2006.0,19.0,0.63,0.0,0.0,없음,0.13,27.05,0.0,-0.7744568143602029,1.0,0.0050377940299571,2571.0,와우산로24길,6m미만,6m미만,API,교차,74.65,5.0,1.0,1.3,116.0,176.0,8355.0,1569.0,1279.0,4139461.0,0.1265,0.0
193749.60106585,449418.293883005,서울특별시 마포구 창전동 199-1번지,11440,11400,0,199,1,"쉬다, 가게",1015117274,서울특별시 마포구 독막로22길 1-14 (창전동),199.07,11.0,조적조,01000,다가구용단독주택(5가구),2,1,3,19931007.0,19930322.0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192298.092281567,450717.62921707,서울특별시 마포구 성산동 242-7번지,11440,12500,0,242,7,게스트하우스 성산,1015132249,서울특별시 마포구 월드컵북로9길 66 (성산동),439.02,21.0,철근콘크리트구조,02000,다세대주택,4,0,4,20031030.0,20030613.0,0,0,0.0,마포구,성산동,37.55595163,126.91283434,서교119안전센터,668.0,마포소방서,1945.0,668.0,80.0,138.0,성산119안전센터,마포소방서,2003.0,22.0,0.666,20.0,75.0,주택,73.74,42.13,1.0,-0.6013405398788435,159.0,0.4861133259424962,2572.0,동교로13길,6m미만,6m미만,API,교차,0.0,5.0,1.0,1.3,104.0,164.0,7785.0,2990.0,1906.0,4139101.0,0.1308,0.0
192999.48149711,451059.021759382,서울특별시 마포구 연남동 515-8번지,11440,12400,0,515,8,스테이우아,1015129263,서울특별시 마포구 성미산로22길 27 (연남동),417.55,21.0,"철근콘크리트조(지,1층), 연와조(2,3층)",01000,다가구용단독주택,3,1,4,19960628.0,19951229.0,0,0,0.0,마포구,연남동,37.55903315,126.92076899,서교119안전센터,1073.0,마포소방서,1539.0,1073.0,129.0,186.0,서교119안전센터,마포소방서,1996.0,29.0,0.4635,16.0,50.0,상업,49.47,55.73,0.0,-0.1974025660890049,437.0,0.8890374665599688,2573.0,월드컵북로6길,폭10-12m,폭6-8m,API,교차,5.7,10.0,0.55,1.08,139.0,199.0,7566.0,805.0,1231.0,4139557.0,0.4095,37.5
192595.250740201,449508.94312917,서울특별시 마포구 합정동 363-29번지,11440,12200,0,363,29,빌라드소앙,10151100259183,서울특별시 마포구 독막로4길 7 (합정동),451.01,21.0,철근콘크리트구조,04000,근린생활시설 다가구주택,5,1,6,20181102.0,20170620.0,0,0,1.0,마포구,합정동,37.54506383,126.9162096,서교119안전센터,589.0,마포소방서,1579.0,589.0,71.0,132.0,서교119안전센터,마포소방서,2018.0,7.0,0.7055,0.0,0.0,없음,0.06,16.45,0.0,-1.4669219122856405,4.0,0.2513144282809061,2574.0,토정로,폭20-25m,6m미만,API,교차,41.37,23.0,0.25,1.0,71.0,131.0,9063.0,163.0,1070.0,3113023.0,0.1094,29.41
192194.407444764,449236.144866059,서울특별시 마포구 합정동 197-9번지,11440,12200,0,197,9,모던하우스,1015122752,서울특별시 마포구 토정로 12-7 (합정동),494.2,21.0,"연와조, 철근콘크리트조",03000,"근린생활시설, 주택",4,1,5,19930119.0,19920605.0,0,0,0.0,마포구,합정동,37.54260262,126.91167665,서교119안전센터,924.0,마포소방서,2048.0,924.0,111.0,168.0,서교119안전센터,마포소방서,1993.0,32.0,0.538,0.0,0.0,없음,0.2,39.32,0.0,-0.0242862916076455,0.0,0.0,2575.0,강변북로,폭25-30m,폭25-30m,공식만,교차,66.29,27.0,0.18,0.98,109.0,169.0,7518.0,4003.0,3508.0,3196001.0,0.4148,100.0
192927.621230849,451566.517618904,서울특별시 마포구 연남동 453-18번지,11440,12400,0,453,18,연남 끝자락,1000000000000001970660,서울특별시 마포구 동교로51길 115 (연남동),338.3,21.0,철근콘크리트구조,04000,"다가구주택(2가구), 근린생활시설",5,1,6,20230626.0,20190415.0,1,0,1.0,마포구,연남동,37.56360512,126.91995079,서교119안전센터,1527.0,서대문소방서,1779.0,1527.0,183.0,246.0,서교119안전센터,마포소방서,2023.0,2.0,0.2365,11.0,63.6,기타,62.15,63.81,0.0,-1.7554490364212394,7.0,0.0226914112020707,2576.0,연남로,6m미만,폭6-8m,API,교차,39.74,3.0,1.0,1.3,238.0,298.0,8117.0,2901.0,1772.0,3113016.0,0.1022,0.0
192030.747032867,449832.445141814,서울특별시 마포구 합정동 389-13번지,11440,12200,0,389,13,오손도손 스테이,1015123458,서울특별시 마포구 월드컵로5길 33-22 (합정동),328.32,11.0,연와조,01000,다가구용단독주택(4가구),2,1,3,19921130.0,,0,0,0.0,마포구,합정동,37.54797387,126.9098183,서교119안전센터,566.0,마포소방서,2074.0,566.0,68.0,126.0,서교119안전센터,마포소방서,1992.0,33.0,0.717,0.0,0.0,없음,0.17,25.75,0.0,0.0334191332194742,19.0,0.8574502318512216,2577.0,양화로,폭30-35m,폭6-8m,API,교차,0.0,32.0,0.12,0.96,65.0,125.0,8913.0,1555.0,1702.0,3113014.0,0.4165,40.0
191339.639553211,450879.451466281,서울특별시 마포구 망원동 435-1번지,11440,12300,0,435,1,프라이빗 하우스,1015126195,서울특별시 마포구 방울내로 67 (망원동),841.66,21.0,"철근콘크리트조, 세멘벽돌조",04000,"근린생활시설,단독주택",4,1,5,19860829.0,19860225.0,0,0,0.0,마포구,망원동,37.55740113,126.90198525,서교119안전센터,1428.0,마포소방서,2899.0,1428.0,171.0,234.0,서교119안전센터 / 성산119안전센터,마포소방서,1986.0,39.0,0.286,29.0,86.2,주택,85.31,82.36,0.0,0.379651682182193,170.0,0.7871761302082216,2578.0,월드컵로25길,6m미만,폭6-8m,API,교차,7.93,4.0,1.0,1.3,222.0,282.0,9446.0,985.0,646.0,4139495.0,0.4272,13.95
192870.199871843,451070.597036633,서울특별시 마포구 연남동 504-14번지,11440,12400,0,504,14,포근하우스,1015129208,서울특별시 마포구 연남로5길 30-10 (연남동),192.72,21.0,철근콘크리트조,01000,다가구용단독주택,2,1,3,19900803.0,19900110.0,0,0,0.0,마포구,연남동,37.55913646,126.91930569,서교119안전센터,1034.0,마포소방서,1641.0,1034.0,124.0,186.0,서교119안전센터,마포소방서,1990.0,35.0,0.483,24.0,83.3,주택,82.11,63.77,0.0,0.1488299828737138,109.0,0.3055541972179028,2579.0,연남로1길,폭8-10m,6m미만,API,교차,16.28,8.0,0.7,1.14,141.0,201.0,9348.0,802.0,1235.0,4139443.0,0.1494,42.86
193401.799872945,450224.535485381,서울특별시 마포구 서교동 340-12번지,11440,12000,0,340,12,코지 스테이,1015121319,서울특별시 마포구 와우산로25길 22 (서교동),610.11,21.0,철근콘크리트조,02000,다세대주택(6세대),4,1,5,19930223.0,19910906.0,0,0,0.0,마포구,서교동,37.55151743,126.92532988,신수119안전센터,724.0,마포소방서,740.0,724.0,87.0,144.0,서교119안전센터,마포소방서,1993.0,32.0,0.638,1.0,100.0,기타,96.56,47.68,1.0,-0.0242862916076455,0.0,0.0,2580.0,와우산로22길,폭6-8m,6m미만,API,교차,96.94,6.0,0.85,1.22,106.0,166.0,8346.0,45.0,1396.0,4139459.0,0.1451,0.0
193421.080708794,451231.654785456,서울특별시 마포구 연남동 224-56번지,11440,12400,0,224,56,스튜디오호퓨,10151100184643,서울특별시 마포구 성미산로 187-3 (연남동),517.71,21.0,철근콘크리트구조,02000,"다세대주택,제1종근린생활시설",5,0,5,20081030.0,20080408.0,0,0,0.0,마포구,연남동,37.56059168,126.92553905,신수119안전센터,1408.0,마포소방서,1421.0,1408.0,169.0,228.0,서교119안전센터,마포소방서,2008.0,17.0,0.296,34.0,58.8,주택,59.17,69.78,0.0,-0.8898676640144424,69.0,0.2039440208071203,2581.0,동교로32길,6m미만,6m미만,API,교차,9.79,4.0,1.0,1.3,220.0,280.0,10501.0,719.0,1243.0,4139115.0,0.1237,0.0
193402.370256563,451234.360169883,서울특별시 마포구 연남동 224-40번지,11440,12400,0,224,40,솔로몬하우스,1015127845,서울특별시 마포구 성미산로 185 (연남동),539.13,21.0,"철근콘크리트조, 연와조",01000,"주택, 근린생활시설",4,1,5,19850618.0,19850126.0,0,0,0.0,마포구,연남동,37.56061592,126.92532726,신수119안전센터,1420.0,마포소방서,1433.0,1420.0,170.0,228.0,서교119안전센터,마포소방서,1985.0,40.0,0.29,34.0,58.8,주택,59.28,79.27,0.0,0.4373571070093127,42.0,0.1290130033394475,2582.0,동교로32길,6m미만,6m미만,API,교차,3.87,4.0,1.0,1.3,221.0,281.0,10501.0,719.0,1243.0,4139115.0,0.4289,25.0
192926.486500572,450791.575476795,서울특별시 마포구 연남동 568-5번지,11440,12400,0,568,5,챨리하우스,1015129511,서울특별시 마포구 동교로25길 54-10 (연남동),248.31,11.0,연와조,01000,주택,2,1,3,19891013.0,19890523.0,0,0,0.0,마포구,연남동,37.55662292,126.91994542,서교119안전센터,801.0,마포소방서,1425.0,801.0,96.0,156.0,서교119안전센터,마포소방서,1989.0,36.0,0.5995,9.0,66.7,상업,65.07,48.86,0.0,0.2065354077008335,419.0,0.8644796157783048,2583.0,월드컵북로,폭30-35m,폭6-8m,API,교차,0.0,34.0,0.12,0.96,92.0,152.0,8885.0,279.0,1701.0,3113019.0,0.4218,50.0
191598.660923971,450248.848058552,서울특별시 마포구 망원동 400-12번지,11440,12300,0,400,12,비비에이비 스테이,1015125439,서울특별시 마포구 망원로8길 74 (망원동),479.38,21.0,"철근콘크리트조, 연와조",01000,"근린생활시설, 단독주택",4,1,5,19980311.0,19960323.0,0,0,0.0,마포구,망원동,37.55172181,126.90492397,서교119안전센터,946.0,마포소방서,2513.0,946.0,114.0,174.0,서교119안전센터 / 성산119안전센터,마포소방서,1998.0,27.0,0.527,27.0,48.1,주택,48.38,52.31,0.0,-0.3128134157432445,356.0,1.254773019423392,2584.0,동교로8길,폭8-10m,6m미만,API,교차,5.95,9.0,0.7,1.14,130.0,190.0,9627.0,1096.0,1340.0,4139131.0,0.406,0.0
191745.13509001,451761.329464183,서울특별시 마포구 성산동 165-33번지,11440,12500,0,165,33,NANI HOUSE RoofTop 33,10151100245680,서울특별시 마포구 월드컵북로31길 37 (성산동),122.41,21.0,철근콘크리트구조,01000,제2종근린생활시설및단독주택,3,1,4,20170103.0,20160106.0,0,0,1.0,마포구,성산동,37.56535053,126.90656457,성산119안전센터,659.0,서대문소방서,2740.0,659.0,79.0,138.0,성산119안전센터,마포소방서,2017.0,8.0,0.6705,17.0,88.2,주택,86.19,37.67,0.0,-1.4092164874585205,279.0,0.741187157147308,2585.0,새터산5길,폭6-8m,6m미만,API,교차,1.43,7.0,0.85,1.22,96.0,156.0,7717.0,1483.0,1662.0,4139284.0,0.1108,0.0
193706.634285951,450353.273962877,서울특별시 마포구 서교동 326-15번지,11440,12000,0,326,15,테디하우스,1015121280,서울특별시 마포구 와우산로33길 14 (서교동),426.82,21.0,철근콘크리트구조,02000,공동주택(다세대주택),4,0,4,20051201.0,20040527.0,0,0,0.0,마포구,서교동,37.55267949,126.92877851,신수119안전센터,525.0,마포소방서,540.0,525.0,63.0,120.0,서교119안전센터,마포소방서,2005.0,20.0,0.7375,16.0,93.8,주택,91.55,37.81,1.0,-0.716751389533083,173.0,0.6279350319128999,2586.0,와우산로30길,6m미만,6m미만,API,교차,3.15,3.0,1.0,1.3,82.0,142.0,9250.0,3934.0,3078.0,4139472.0,0.1279,18.18
193703.876150304,450151.741093554,서울특별시 마포구 창전동 6-46번지,11440,11400,0,6,46,스테이 뤼느,1015117429,서울특별시 마포구 와우산로 144-10 (창전동),248.4,11.0,연와조,02000,다세대주택,2,1,3,19890106.0,19880429.0,0,0,0.0,마포구,창전동,37.55086366,126.92874902,신수119안전센터,416.0,마포소방서,432.0,416.0,50.0,108.0,신수119안전센터,마포소방서,1989.0,36.0,0.792,0.0,0.0,없음,0.17,21.09,0.0,0.2065354077008335,0.0,0.0,2587.0,와우산로30길,폭8-10m,6m미만,API,교차,4.92,8.0,0.7,1.14,57.0,117.0,8831.0,1571.0,3476.0,4139472.0,0.4218,0.0
192371.651854523,450166.608162876,서울특별시 마포구 서교동 483-32번지,11440,12000,0,483,32,어반우드,1015121218,서울특별시 마포구 월드컵로8길 37-8 (서교동),198.73,11.0,연와조,01000,주택,2,1,3,19730903.0,,0,0,0.0,마포구,서교동,37.55098756,126.91367257,서교119안전센터,178.0,마포소방서,1737.0,178.0,21.0,84.0,서교119안전센터,마포소방서,1973.0,52.0,0.911,6.0,50.0,기타,48.78,27.48,1.0,1.1298222049347502,9.0,0.0444517625708338,2588.0,양화로7길,6m미만,6m미만,API,근접,13.02,5.0,1.0,1.3,27.0,87.0,6580.0,3972.0,3086.0,4139431.0,0.45,10.34
193508.574856697,450591.212771654,서울특별시 마포구 동교동 176-13번지,11440,12100,0,176,13,티오피 하우스,1015122116,서울특별시 마포구 신촌로2안길 2 (동교동),472.81,21.0,철근콘크리트조,04000,"근린생활시설, 주택",4,1,5,19931207.0,19930828.0,0,0,0.0,마포구,동교동,37.55482194,126.92653498,신수119안전센터,833.0,마포소방서,848.0,833.0,100.0,162.0,서교119안전센터,마포소방서,1993.0,32.0,0.5835,28.0,50.0,상업,50.28,50.41,0.0,-0.0242862916076455,431.0,0.7871939363174982,2589.0,와우산로29라길,6m미만,6m미만,API,교차,10.86,3.0,1.0,1.3,130.0,190.0,10343.0,3305.0,2384.0,4139469.0,0.1451,12.5
192862.762080488,450994.546853748,서울특별시 마포구 연남동 562-26번지,11440,12400,0,562,26,Maru Stay,1015129354,서울특별시 마포구 동교로27길 83 (연남동),641.46,21.0,"철근콘크리트조, 연와조",01000,"근린생활시설, 단독주택",5,1,6,19920922.0,1991.0,0,0,0.0,마포구,연남동,37.55845119,126.91922225,서교119안전센터,960.0,마포소방서,1598.0,960.0,115.0,174.0,서교119안전센터,마포소방서,1992.0,33.0,0.52,21.0,52.4,주택,52.13,54.47,0.0,0.0334191332194742,344.0,0.7551209400966783,2590.0,연남로1길,6m미만,6m미만,API,교차,16.67,4.0,1.0,1.3,150.0,210.0,10185.0,2848.0,2080.0,4139443.0,0.4165,0.0
192464.738854728,450157.414768878,서울특별시 마포구 서교동 482-6번지,11440,12000,0,482,6,RM,1015121188,서울특별시 마포구 월드컵로8길 57 (서교동),714.39,21.0,철근콘크리트조,01000,"다가구용단독주택(8가구), 근린생활시설",4,1,5,19971226.0,19970610.0,0,0,0.0,마포구,서교동,37.55090549,126.9147261,서교119안전센터,94.0,마포소방서,1644.0,94.0,11.0,72.0,서교119안전센터,마포소방서,1997.0,28.0,0.953,6.0,50.0,사무,48.66,14.78,1.0,-0.2551079909161247,286.0,0.8938178760220964,2591.0,양화로7길,6m미만,6m미만,API,교차,10.71,5.0,1.0,1.3,14.0,74.0,9411.0,922.0,3086.0,4139431.0,0.1394,41.18
193749.666526076,450429.040079553,서울특별시 마포구 동교동 189-1번지,11440,12100,0,189,1,아우어하우스,1015122331,서울특별시 마포구 와우산로37길 15 (동교동),166.52,21.0,철근콘크리트조,01000,다가구용단독주택(4가구),3,1,4,19960817.0,19960507.0,0,0,0.0,마포구,동교동,37.55336243,126.92926485,신수119안전센터,553.0,마포소방서,567.0,553.0,66.0,126.0,서교119안전센터,마포소방서,1996.0,29.0,0.7235,25.0,92.0,주택,90.48,44.29,1.0,-0.1974025660890049,88.0,0.2186892009648294,2592.0,와우산로26길,6m미만,6m미만,API,교차,0.2,3.0,1.0,1.3,86.0,146.0,9967.0,254.0,1032.0,4139463.0,0.1408,41.18
193408.563964204,450520.345888052,서울특별시 마포구 동교동 170-27번지,11440,12100,0,170,27,루프탑하우스,1015122077,서울특별시 마포구 양화로18안길 28 (동교동),286.12,21.0,철근콘크리트조,03000,"근린생활시설,주택",4,1,5,19900329.0,19891027.0,0,0,0.0,마포구,동교동,37.55418272,126.92540377,신수119안전센터,860.0,마포소방서,876.0,860.0,103.0,162.0,서교119안전센터,마포소방서,1990.0,35.0,0.57,18.0,44.4,주택,44.22,49.37,0.0,0.1488299828737138,214.0,0.4665253648694107,2593.0,와우산로23길,폭8-10m,6m미만,API,교차,9.3,8.0,0.7,1.14,117.0,177.0,9996.0,46.0,1297.0,4139460.0,0.1494,66.67
192870.812531356,450577.235065305,서울특별시 마포구 동교동 203-15번지,11440,12100,0,203,15,돌마,1015122620,서울특별시 마포구 동교로23길 32 (동교동),824.44,21.0,철근콘크리트조,02000,"다세대주택, 제2종근린생활시설",5,0,5,20020327.0,20010712.0,0,0,0.0,마포구,동교동,37.55469129,126.91931741,서교119안전센터,589.0,마포소방서,1365.0,589.0,71.0,132.0,서교119안전센터,마포소방서,2002.0,23.0,0.7055,15.0,60.0,상업,58.95,35.86,1.0,-0.5436351150517237,607.0,0.9880944640031388,2594.0,양화로15길,폭8-10m,폭6-8m,API,교차,13.49,9.0,0.7,1.14,81.0,141.0,7478.0,182.0,2702.0,4139420.0,0.1322,33.33
193043.874247492,450992.383817526,서울특별시 마포구 연남동 566-52번지,11440,12400,0,566,52,DW STAY3,10151100261823,서울특별시 마포구 연남로1길 8-12 (연남동),326.0,21.0,철근콘크리트구조,01000,"다가구주택, 근린생활시설",4,0,4,20190327.0,20180607.0,0,0,1.0,마포구,연남동,37.55843309,126.92127205,서교119안전센터,1034.0,마포소방서,1461.0,1034.0,124.0,186.0,서교119안전센터,마포소방서,2019.0,6.0,0.483,17.0,52.9,상업,52.22,45.89,0.0,-1.52462733711276,721.0,1.2131112491233031,2595.0,월드컵북로6길,6m미만,폭6-8m,API,교차,8.05,3.0,1.0,1.3,161.0,221.0,10533.0,810.0,3537.0,4139557.0,0.1079,0.0
