X좌표,Y좌표,대지위치,시군구코드,법정동코드,대지구분코드,번,지,사업장명,관리건축물대장PK,도로명대지위치,연면적(㎡),구조코드,기타구조,주용도코드,기타용도,지상층수,지하층수,총층수,사용승인일,허가일,승용승강기수,비상용승강기수,내진설계적용여부,구,동,위도,경도,최근접_안전센터,안전센터_유클리드m,최근접_소방서,소방서_유클리드m,최근접_거리m,이동시간초,예상도착초,담당_안전센터,담당_소방서,승인연도,건물나이,소방접근성_점수,반경_50m_건물수,집중도(%),주요_시설군,위험점수_PCA,위험점수_AHP,군집,노후도_zscore,고유단속지점수_50m,로그_주변대비_상대위험도_고유단속지점_50m,숙소ID,인접도로명,인접도로폭,지도표시도로폭,도로폭_출처,도로폭_도로구간매칭,도로폭_거리m,공식도로폭m,도로폭_위험도,도로폭_속도계수,도로폭_보정이동시간초,도로폭_보정예상도착초,실폭도로ID,실폭도로일련번호,도로구간관리번호,도로명코드,구조_노후_통합점수,상업비율(%)
209635.621974575,444386.042979275,서울특별시 송파구 석촌동 296-8번지,11710,10500,0,296,8,CORNER HOTEL,1025111051,서울특별시 송파구 송파대로 385 (석촌동),2165.58,21.0,철근콘크리트조,15000,관광숙박시설 및 근린생활시설,4,1,5,19820828.0,,2,0,0.0,송파구,석촌동,37.49888583,127.10896725,가락119안전센터,535.0,송파소방서,2967.0,535.0,64.0,126.0,잠실119안전센터,송파소방서,1982.0,43.0,0.7325,2.0,100.0,기타,96.65,44.87,1.0,0.6104733814906721,0.0,0.0,463.0,송파대로37길,6m미만,폭10-12m,API,교차,190.76,2.0,1.0,1.3,83.0,143.0,21767.0,362.0,35.0,4169340.0,0.1608,0.0
209074.900840074,445657.80932984,서울특별시 송파구 신천동 29번지,11710,10200,0,29,0,시그니엘 서울(SIGNIEL SEOUL),10251100497085,서울특별시 송파구 올림픽로 300 (신천동),420309.54,42.0,철골철근콘크리트구조,14000,"판매시설,문화및집회시설,업무시설,숙박시설,관광휴게시설",123,6,129,20170209.0,19980519.0,59,2,1.0,송파구,신천동,37.51035018,127.10264186,잠실119안전센터,842.0,강동소방서,2881.0,842.0,101.0,162.0,,,2017.0,8.0,0.579,0.0,0.0,없음,0.09,26.71,0.0,-1.4092164874585205,1.0,0.0183491386681965,464.0,송파대로,폭40-50m,6m미만,API,교차,0.0,49.0,0.04,0.94,95.0,155.0,22052.0,479.0,20.0,2005011.0,0.1108,0.0
210868.397496689,442053.227933005,서울특별시 송파구 문정동 618번지,11710,10800,0,618,0,호텔 파크하비오,10251100487102,서울특별시 송파구 송파대로 111 (문정동),76410.53,21.0,철근콘크리트구조,14000,업무시설(오피스텔),18,0,18,20160929.0,20130531.0,9,3,0.0,송파구,문정동,37.47785335,127.12287399,세곡119안전센터,1601.0,송파소방서,2996.0,1601.0,192.0,252.0,,,2016.0,9.0,0.1995,1.0,100.0,기타,96.55,72.85,0.0,-1.3515110626314009,7.0,0.0666913744986722,465.0,법원로,폭30-35m,폭30-35m,공식만,교차,32.4,31.0,0.12,0.96,184.0,244.0,21422.0,1665.0,2204.0,3350849.0,0.1122,0.0
207714.534207806,444749.931404748,서울특별시 송파구 잠실동 250-9번지,11710,10100,0,250,9,잠실스테이,102515456,서울특별시 송파구 삼전로 67 (잠실동),3814.44,21.0,철근콘크리트조,15000,숙박시설(관광호텔),7,2,9,19910412.0,19910320.0,0,0,0.0,송파구,잠실동,37.50218253,127.08724591,잠실119안전센터,819.0,강남소방서,2017.0,819.0,98.0,156.0,잠실119안전센터 / 종합운동장119안전센터,송파소방서,1991.0,34.0,0.5905,27.0,96.3,주택,94.81,57.78,1.0,0.091124558046594,28.0,0.2021241840901343,466.0,삼전로4길,폭6-8m,6m미만,API,교차,8.89,6.0,0.85,1.22,120.0,180.0,21891.0,94.0,159.0,4169212.0,0.148,50.0
210429.157119053,443526.648866499,서울특별시 송파구 가락동 98-5번지,11710,10700,0,98,5,가락관광호텔,1025125335,서울특별시 송파구 송파대로28길 5 (가락동),4838.25,21.0,철근콘크리트조,15000,숙박시설,8,3,11,19890126.0,19880502.0,0,0,0.0,송파구,가락동,37.49113403,127.11792898,가락119안전센터,1085.0,송파소방서,2379.0,1085.0,130.0,192.0,마천119안전센터,송파소방서,1989.0,36.0,0.4575,2.0,50.0,상업,48.53,55.61,0.0,0.2065354077008335,1904.0,2.607688781388509,467.0,탄천동로,폭20-25m,폭10-12m,API,교차,23.97,24.0,0.25,1.0,130.0,190.0,21408.0,1111.0,7.0,3123027.0,0.1509,0.0
208851.639893799,444965.4232772,서울특별시 송파구 석촌동 158번지,11710,10500,0,158,0,레이크호텔,1025113810,서울특별시 송파구 석촌호수로 216 (석촌동),9977.74,42.0,철골철근콘크리트구조,15000,숙박시설(관광호텔),10,4,14,20021203.0,20010607.0,4,0,0.0,송파구,석촌동,37.50411392,127.10010834,잠실119안전센터,653.0,강남소방서,3019.0,653.0,78.0,138.0,잠실119안전센터,송파소방서,2002.0,23.0,0.6735,26.0,100.0,주택,98.24,47.35,1.0,-0.5436351150517237,99.0,0.8649974374866045,468.0,석촌호수로18길,6m미만,폭6-8m,API,교차,8.94,5.0,1.0,1.3,101.0,161.0,21714.0,384.0,1396.0,4169244.0,0.1322,0.0
210463.282485743,443549.893536475,서울특별시 송파구 가락동 98-6번지,11710,10700,0,98,6,캘리포니아호텔,102516726,서울특별시 송파구 송파대로28길 11 (가락동),10601.31,21.0,철근콘크리트구조,15000,관광숙박시설(관광호텔)외2,12,3,15,20031002.0,20020311.0,0,0,0.0,송파구,가락동,37.49134308,127.11831519,가락119안전센터,1109.0,송파소방서,2338.0,1109.0,133.0,192.0,마천119안전센터,송파소방서,2003.0,22.0,0.4455,1.0,100.0,주택,96.55,58.77,0.0,-0.6013405398788435,1584.0,2.438465210352417,469.0,탄천동로,폭20-25m,폭10-12m,API,교차,15.83,24.0,0.25,1.0,133.0,193.0,21408.0,1111.0,7.0,3123027.0,0.1308,26.67
207106.032236098,445432.48407791,서울특별시 송파구 잠실동 180번지,11710,10100,0,180,0,(주)파로스 관광호텔,10251100246191,서울특별시 송파구 올림픽로10길 5 (잠실동),4485.52,21.0,철근콘크리트구조,15000,숙박시설(관광호텔) 외 1,14,5,19,20121206.0,20090701.0,2,0,0.0,송파구,잠실동,37.50833724,127.08037078,종합운동장119안전센터,1055.0,강남소방서,1218.0,1055.0,127.0,186.0,잠실119안전센터 / 종합운동장119안전센터,송파소방서,2012.0,13.0,0.4725,30.0,53.3,주택,53.54,52.62,0.0,-1.1206893633229216,337.0,1.3072511537794378,470.0,석촌호수로12길,6m미만,6m미만,API,교차,4.71,4.0,1.0,1.3,165.0,225.0,21919.0,249.0,280.0,4169243.0,0.1179,50.0
208554.799609279,444868.79542744,서울특별시 송파구 석촌동 1-7번지,11710,10500,0,1,7,로사나부띠끄 관광호텔,10251100453887,서울특별시 송파구 삼학사로 98 (석촌동),5798.253,21.0,철근콘크리트구조,15000,숙박시설(관광호텔)외 2,14,4,18,20130816.0,20101210.0,3,1,0.0,송파구,석촌동,37.5032461,127.09675008,잠실119안전센터,518.0,강남소방서,2757.0,518.0,62.0,120.0,잠실119안전센터,송파소방서,2013.0,12.0,0.741,18.0,50.0,상업,49.47,27.9,0.0,-1.1783947881500414,359.0,1.7894419710876923,471.0,삼학사로19길,6m미만,폭6-8m,API,교차,0.27,4.0,1.0,1.3,81.0,141.0,21559.0,405.0,578.0,4169224.0,0.1165,0.0
194117.365875122,450220.187710375,서울특별시 마포구 노고산동 56-7번지,11440,11000,0,56,7,K-그랜드 호스텔 신촌,10151100200279,서울특별시 마포구 신촌로16길 34 (노고산동),1441.49,21.0,철근콘크리트구조,04000,제1.2종근린생활시설,7,1,8,20110902.0,20101104.0,1,0,1.0,마포구,노고산동,37.5514831,126.93342778,신수119안전센터,229.0,마포소방서,235.0,229.0,27.0,90.0,신수119안전센터,마포소방서,2011.0,14.0,0.8855,5.0,100.0,기타,96.7,22.28,1.0,-1.0629839384958018,57.0,1.160744069775116,472.0,서강로8길,폭6-8m,폭8-10m,API,교차,23.14,6.0,0.85,1.22,33.0,93.0,8776.0,1982.0,1272.0,4139300.0,0.1194,0.0
198686.19085244,451852.05285101,서울특별시 종로구 관철동 12-13번지,11110,13500,0,12,13,스테이 묘미 종로,1002111730,서울특별시 종로구 종로12길 23 (관철동),2101.22,21.0,철근콘크리트구조,03000,근린생활시설,11,1,12,19690513.0,,1,0,0.0,종로구,관철동,37.56620399,126.98512904,충무로119안전센터,825.0,종로소방서,1214.0,825.0,99.0,156.0,세종로119안전센터,종로소방서,1969.0,56.0,0.5875,3.0,66.7,기타,64.74,56.21,1.0,1.3606439042432297,24.0,0.5108256237659907,473.0,을지로,폭30-35m,6m미만,API,교차,0.0,30.0,0.12,0.96,95.0,155.0,1605.0,584.0,1516.0,3101006.0,0.1794,0.0
198596.089308222,451932.131774449,서울특별시 종로구 관철동 18-8번지,11110,13500,0,18,8,벨린스테이,1002127754,서울특별시 종로구 우정국로2길 31 (관철동),1874.24,21.0,철근콘크리트조,04000,"영업용, 사무실, 점포",7,1,8,19661010.0,,0,0,0.0,종로구,관철동,37.56692536,126.98410903,종로119안전센터,877.0,종로소방서,1156.0,877.0,105.0,168.0,세종로119안전센터,종로소방서,1966.0,59.0,0.5615,3.0,66.7,기타,64.76,59.41,1.0,1.5337601787245887,31.0,0.621173680934856,474.0,남대문로10길,폭10-12m,폭6-8m,API,교차,24.99,10.0,0.55,1.08,113.0,173.0,2124.0,169.0,1225.0,4103012.0,0.1837,0.0
201833.329247293,452396.590127958,서울특별시 종로구 숭인동 201-6번지,11110,17500,0,201,6,호텔 인스피룸 종로,1002118866,서울특별시 종로구 난계로29길 33-5 (숭인동),591.77,21.0,철근콘크리트조,04000,근린생활시설,5,1,6,19851122.0,19850420.0,0,0,0.0,종로구,숭인동,37.57110935,127.02075275,숭인119안전센터,742.0,중부소방서,829.0,742.0,89.0,150.0,,,1985.0,40.0,0.629,2.0,100.0,주택,96.66,51.76,1.0,0.4373571070093127,62.0,0.2276693767724138,475.0,무교로,폭20-25m,폭20-25m,공식만,교차,44.59,20.0,0.25,1.0,89.0,149.0,1435.0,678.0,1512.0,3005002.0,0.1565,47.22
201416.64430679,452371.758065602,서울특별시 종로구 숭인동 99-2번지,11110,17500,0,99,2,안한스테이 동묘,10021100215305,서울특별시 종로구 종로57길 7 (숭인동),431.33,21.0,철근콘크리트구조,15000,관광숙박시설(호스텔),7,1,8,20190325.0,20170417.0,1,0,1.0,종로구,숭인동,37.57088635,127.01603595,을지로119안전센터,556.0,중부소방서,661.0,556.0,67.0,126.0,,,2019.0,6.0,0.722,36.0,47.2,상업,48.0,30.87,1.0,-1.52462733711276,280.0,0.7676232734614281,476.0,지봉로,폭25-30m,폭25-30m,공식만,교차,7.88,25.0,0.18,0.98,66.0,126.0,1223.0,275.0,455.0,3005007.0,0.1079,62.5
202671.352388826,445108.556361762,서울특별시 강남구 논현동 190-21번지,11680,10800,0,190,21,루프서울 논현점,1000000000000000061491,,795.38,21.0,철근콘크리트구조,15000,관광숙박시설(호스텔),6,1,7,20220819.0,20210222.0,1,0,1.0,강남구,논현동,37.50544211,127.03021242,역삼119안전센터,1416.0,강남소방서,3271.0,1416.0,170.0,228.0,영동119안전센터,강남소방서,2022.0,3.0,0.292,16.0,62.5,상업,61.43,60.89,0.0,-1.6977436115941196,457.0,1.705195820027413,477.0,논현로105길,폭8-10m,폭6-8m,API,교차,6.35,8.0,0.7,1.14,194.0,254.0,17958.0,1898.0,87.0,4166109.0,0.1036,44.74
202941.700920402,451198.521514065,서울특별시 성동구 도선동 151-1번지,11200,10400,0,151,1,서온재 Seo on jae,100515163,서울특별시 성동구 왕십리로24길 8 (도선동),989.51,21.0,철근콘크리트,04000,"근린생활시설,주택,위락시설,일반음식점",8,2,10,19960423.0,19940729.0,1,0,1.0,성동구,도선동,37.56031193,127.03329438,왕십리119안전센터,276.0,성동소방서,871.0,276.0,33.0,96.0,왕십리119안전센터,성동소방서,1996.0,29.0,0.862,38.0,44.7,상업,45.8,29.06,1.0,-0.1974025660890049,124.0,0.7596905713365569,478.0,행당로17길,폭10-12m,6m미만,API,교차,16.92,10.0,0.55,1.08,36.0,96.0,5827.0,263.0,1698.0,4109538.0,0.1408,50.0
199982.67401815,451312.579937352,서울특별시 중구 오장동 101-5번지,11140,15400,0,101,5,아랑재,10031100240126,서울특별시 중구 마른내로12길 7-1 (오장동),348.3,21.0,철근콘크리트구조,04000,제2종근린생활시설,5,0,5,20210913.0,20201228.0,1,0,1.0,중구,오장동,37.56134429,126.9998039,충무로119안전센터,610.0,중부소방서,1437.0,610.0,73.0,132.0,을지로119안전센터,중부소방서,2021.0,4.0,0.695,22.0,50.0,상업,49.72,29.3,0.0,-1.6400381867669998,826.0,2.715995759362029,479.0,퇴계로48길,폭6-8m,6m미만,API,교차,6.18,7.0,0.85,1.22,89.0,149.0,1594.0,272.0,572.0,4103353.0,0.105,0.0
201810.70789544,444825.576398283,서울특별시 서초구 반포동 733-13번지,11650,10700,0,733,13,호텔 앳 강남 서울,1023113103,서울특별시 서초구 사평대로53길 27-6 (반포동),730.74,21.0,철근콘크리트조,04000,"제1,2종근린생활시설(사무소)",5,1,6,19951019.0,19950214.0,1,0,1.0,서초구,반포동,37.50289453,127.02047802,잠원119안전센터,889.0,서초소방서,2572.0,889.0,107.0,168.0,반포119안전센터,서초소방서,1995.0,30.0,0.5555,1.0,100.0,사무,96.56,53.33,0.0,-0.1396971412618851,6.0,0.0388398333162639,480.0,남부순환로,폭40-50m,폭40-50m,공식만,교차,20.23,40.0,0.04,0.94,101.0,161.0,15406.0,2051.0,403.0,2000003.0,0.1422,0.0
204013.316305226,444912.271012721,서울특별시 강남구 역삼동 695-27번지,11680,10100,0,695,27,스테이아른,1024111385,서울특별시 강남구 테헤란로55길 34 (역삼동),233.47,11.0,연와조,04000,근린생활시설,2,1,3,19830920.0,19830429.0,0,0,0.0,강남구,역삼동,37.50366871,127.04538866,역삼119안전센터,771.0,강남소방서,2026.0,771.0,93.0,150.0,역삼119안전센터,강남소방서,1983.0,42.0,0.6145,4.0,75.0,사무,72.74,50.17,1.0,0.5527679566635523,276.0,1.165647690004268,481.0,테헤란로,폭50-70m,폭50-70m,공식폭보완,교차,1.49,50.0,0.0,0.93,86.0,146.0,19895.0,3524.0,13.0,3122010.0,0.4324,35.71
201586.944711846,451675.882155756,서울특별시 중구 황학동 234번지,11140,16500,0,234,0,호스텔 모어 댄 스테이,1003122775,서울특별시 중구 퇴계로83길 34-5 (황학동),218.98,21.0,철근콘크리트,15000,관광숙박시설(호스텔),3,1,4,19841123.0,19840904.0,0,0,0.0,중구,황학동,37.56461626,127.01796219,무학119안전센터,221.0,중부소방서,224.0,221.0,27.0,84.0,무학119안전센터,중부소방서,1984.0,41.0,0.8895,42.0,40.5,주택,42.08,31.91,1.0,0.4950625318364325,1226.0,1.503601772510471,482.0,다산로42길,폭10-12m,6m미만,API,교차,1.35,10.0,0.55,1.08,29.0,89.0,1724.0,1308.0,732.0,4103065.0,0.158,0.0
200364.080040937,452144.919766341,서울특별시 종로구 효제동 179-2번지,11110,16200,0,179,2,백제장,1002129413,서울특별시 종로구 대학로2길 49-2 (효제동),729.21,21.0,철근콘크리트조,15000,숙박시설,6,1,7,19900508.0,19890410.0,1,0,1.0,종로구,효제동,37.56884357,127.00412115,을지로119안전센터,749.0,중부소방서,1088.0,749.0,90.0,150.0,연건119안전센터,종로소방서,1990.0,35.0,0.6255,13.0,100.0,기타,97.4,52.7,1.0,0.1488299828737138,0.0,0.0,483.0,청계천로,폭25-30m,폭25-30m,공식만,교차,64.68,25.0,0.18,0.98,88.0,148.0,817.0,464.0,1513.0,3100021.0,0.1494,0.0
200299.750137923,452186.930154665,서울특별시 종로구 효제동 199번지,11110,16200,0,199,0,더원 호텔,1002127277,서울특별시 종로구 종로35가길 3 (효제동),940.94,21.0,철근콘크리트조,15000,숙박시설,7,1,8,19950628.0,19931122.0,1,0,1.0,종로구,효제동,37.5692221,127.003393,을지로119안전센터,823.0,중부소방서,1164.0,823.0,99.0,156.0,연건119안전센터,종로소방서,1995.0,30.0,0.5885,20.0,100.0,기타,97.87,55.29,1.0,-0.1396971412618851,35.0,0.2486226366151946,484.0,청계천로,폭25-30m,폭25-30m,공식만,교차,22.73,25.0,0.18,0.98,97.0,157.0,817.0,464.0,1513.0,3100021.0,0.1422,0.0
196345.557159385,455368.063963395,서울특별시 종로구 홍지동 94-42번지,11110,18500,0,94,42,씨케이 인 종로점,1002113187,서울특별시 종로구 세검정로6길 4 (홍지동),254.09,11.0,연와조,01000,주택,2,1,3,19701231.0,,0,0,0.0,종로구,홍지동,37.5978767,126.95861797,신영119안전센터,907.0,서대문소방서,3380.0,907.0,109.0,168.0,신영119안전센터,종로소방서,1970.0,55.0,0.5465,0.0,0.0,없음,0.3,47.68,0.0,1.3029384794161096,0.0,0.0,485.0,자하문로43길,6m미만,6m미만,API,교차,85.45,2.0,1.0,1.3,142.0,202.0,220.0,1456.0,2732.0,4100296.0,0.4553,47.62
201890.636280279,452750.27617696,서울특별시 종로구 숭인동 1086번지,11110,17500,0,1086,0,은진모텔,100211098,서울특별시 종로구 숭인동길 46 (숭인동),1770.52,21.0,철근콘크리트조,04000,영업,5,1,6,19700610.0,,0,0,0.0,종로구,숭인동,37.57429593,127.02140236,숭인119안전센터,384.0,중부소방서,1163.0,384.0,46.0,108.0,,,1970.0,55.0,0.808,21.0,47.6,상업,47.54,39.88,1.0,1.3029384794161096,2385.0,2.382786392373568,486.0,난계로27길,폭6-8m,6m미만,API,교차,15.12,7.0,0.85,1.22,56.0,116.0,1203.0,268.0,746.0,4100028.0,0.178,63.16
199095.639005149,451905.388154668,서울특별시 종로구 관수동 24번지,11110,15500,0,24,0,더포스트 호텔,10021100214825,서울특별시 종로구 수표로18길 15-1 (관수동),1888.57,21.0,철근콘크리트구조,15000,"숙박시설, 제2종근린생활시설(일반음식점)",10,2,12,20190212.0,20160921.0,0,0,1.0,종로구,관수동,37.56668503,126.98976351,종로119안전센터,562.0,종로소방서,1152.0,562.0,67.0,126.0,종로119안전센터,종로소방서,2019.0,6.0,0.719,19.0,63.2,상업,62.23,29.6,0.0,-1.52462733711276,1105.0,1.0744721703124118,487.0,수표로,폭15-20m,폭15-20m,공식만,교차,0.0,17.0,0.35,1.02,68.0,128.0,1379.0,284.0,1527.0,3005006.0,0.1079,0.0
199661.516842945,452556.775956741,서울특별시 종로구 원남동 189-6번지,11110,15900,0,189,6,은성,1002111891,서울특별시 종로구 창경궁로 145-3 (원남동),414.38,21.0,철근콘크리트조,15000,생활숙박시설,4,1,5,19661214.0,,0,0,0.0,종로구,원남동,37.57255438,126.9961684,종로119안전센터,360.0,종로소방서,888.0,360.0,43.0,102.0,연건119안전센터,종로소방서,1966.0,59.0,0.82,0.0,0.0,없음,0.26,27.92,1.0,1.5337601787245887,661.0,1.4912641754638978,488.0,동순라길,6m미만,6m미만,API,교차,72.86,4.0,1.0,1.3,56.0,116.0,494.0,645.0,498.0,4100066.0,0.1837,33.33
199847.981505202,452305.325464649,서울특별시 종로구 연지동 179번지,11110,16000,0,179,0,더스테이종로(TheStayJongro),1000000000000001165866,서울특별시 종로구 종로31길 50-7 (연지동),453.91,21.0,철근콘크리트구조,15000,근린생활시설,6,1,7,20230120.0,20180529.0,1,0,1.0,종로구,연지동,37.57028888,126.99827921,종로119안전센터,529.0,종로소방서,1186.0,529.0,63.0,126.0,연건119안전센터,종로소방서,2023.0,2.0,0.7355,6.0,50.0,기타,48.6,21.55,0.0,-1.7554490364212394,659.0,1.0176755263976924,489.0,종로,폭35-40m,6m미만,API,교차,0.0,35.0,0.08,0.95,60.0,120.0,2584.0,214.0,687.0,3100013.0,0.1022,25.0
198575.614557683,451869.596952219,서울특별시 종로구 관철동 180번지,11110,13500,0,180,0,(주)서울큐브 종로,10021100204997,서울특별시 종로구 삼일대로17길 51 (관철동),2861.31,21.0,철근콘크리트구조,04000,일반음식점,9,2,11,20160907.0,20150204.0,1,0,1.0,종로구,관철동,37.56636189,126.9838774,회현119안전센터,901.0,종로소방서,1222.0,901.0,108.0,168.0,세종로119안전센터,종로소방서,2016.0,9.0,0.5495,4.0,50.0,사무,48.53,38.31,0.0,-1.3515110626314009,110.0,1.4000876832522264,490.0,을지로,폭30-35m,6m미만,API,교차,16.16,30.0,0.12,0.96,104.0,164.0,1605.0,584.0,1516.0,3101006.0,0.1122,57.14
199887.961702466,452434.652178591,서울특별시 종로구 연지동 119번지,11110,16000,0,119,0,주식회사 파이브호텔 종로,10021100214405,서울특별시 종로구 창경궁로16가길 9 (연지동),1997.33,21.0,철근콘크리트구조,15000,숙박시설,9,2,11,20181224.0,20161125.0,1,0,1.0,종로구,연지동,37.57145411,126.99873175,종로119안전센터,558.0,종로소방서,1144.0,558.0,67.0,126.0,연건119안전센터,종로소방서,2018.0,7.0,0.721,7.0,57.1,상업,55.53,26.01,0.0,-1.4669219122856405,26.0,0.0673829972460479,491.0,종로,폭35-40m,6m미만,API,교차,33.39,35.0,0.08,0.95,64.0,124.0,12.0,821.0,687.0,3100013.0,0.1094,0.0
199821.363678095,452603.475535058,서울특별시 종로구 원남동 49-17번지,11110,15900,0,49,17,오라카이 대학로 호텔,10021100215645,서울특별시 종로구 율곡로 180 (원남동),19412.5,21.0,철근콘크리트구조,15000,숙박시설(관광숙박시설),15,5,20,20190430.0,20160201.0,4,1,1.0,종로구,원남동,37.57297519,126.99797784,종로119안전센터,526.0,종로소방서,1004.0,526.0,63.0,126.0,연건119안전센터,종로소방서,2019.0,6.0,0.737,5.0,60.0,기타,58.17,24.35,0.0,-1.52462733711276,364.0,1.0632729222228008,45.0,창경궁로,폭25-30m,폭25-30m,공식만,교차,18.73,28.0,0.18,0.98,62.0,122.0,376.0,703.0,390.0,3005008.0,0.1079,0.0
200303.66392064,452208.521085446,서울특별시 종로구 효제동 197-6번지,11110,16200,0,197,6,청원 NEST,1002126134,서울특별시 종로구 종로35가길 7-3 (효제동),1326.99,21.0,철근콘크리트조,15000,숙박시설(여관),7,1,8,20070509.0,20021102.0,1,0,1.0,종로구,효제동,37.56941664,127.00343731,을지로119안전센터,827.0,중부소방서,1169.0,827.0,99.0,162.0,연건119안전센터,종로소방서,2007.0,18.0,0.5865,13.0,100.0,기타,97.34,49.07,0.0,-0.8321622391873227,269.0,1.1535280462642243,493.0,청계천로,폭25-30m,폭25-30m,공식만,교차,1.14,25.0,0.18,0.98,97.0,157.0,817.0,464.0,1513.0,3100021.0,0.1251,25.0
198600.653290221,451865.553162137,서울특별시 종로구 관철동 175번지,11110,13500,0,175,0,핑크빌,10021100199875,서울특별시 종로구 삼일대로17길 47-1 (관철동),2673.52,21.0,철근콘크리트구조,04000,"제2종근린생활시설, 연립주택",9,3,12,20141126.0,20130201.0,1,0,1.0,종로구,관철동,37.5663255,126.98416082,회현119안전센터,899.0,종로소방서,1220.0,899.0,108.0,168.0,세종로119안전센터,종로소방서,2014.0,11.0,0.5505,4.0,50.0,사무,48.54,39.02,0.0,-1.2361002129771612,104.0,1.3581234841531944,494.0,을지로,폭30-35m,6m미만,API,교차,11.98,30.0,0.12,0.96,104.0,164.0,1605.0,584.0,1516.0,3101006.0,0.115,72.22
200027.040832181,452472.556810391,서울특별시 종로구 효제동 52번지,11110,16200,0,52,0,해와가,10021100223505,서울특별시 종로구 대학로 35-23 (효제동),386.58,21.0,철근콘크리트조,15000,생활숙박시설,6,1,7,20210503.0,20200325.0,1,0,1.0,종로구,효제동,37.57179563,127.0003061,종로119안전센터,698.0,종로소방서,1246.0,698.0,84.0,144.0,연건119안전센터,종로소방서,2021.0,4.0,0.651,36.0,72.2,상업,72.08,39.61,1.0,-1.6400381867669998,283.0,1.1885316198375582,495.0,대학로1길,6m미만,6m미만,API,교차,11.2,5.0,1.0,1.3,109.0,169.0,258.0,642.0,696.0,4100037.0,0.105,75.0
200239.745162441,452552.505345836,서울특별시 종로구 충신동 88-1번지,11110,16700,0,88,1,이에스드림타워,10021100220965,서울특별시 종로구 율곡로16길 16 (충신동),565.63,21.0,"라멘조,벽식구조",15000,숙박시설,8,2,10,20200731.0,20181112.0,1,0,1.0,종로구,충신동,37.57251594,127.0027139,연건119안전센터,767.0,중부소방서,1403.0,767.0,92.0,150.0,숭인119안전센터,종로소방서,2020.0,5.0,0.6165,4.0,75.0,상업,72.57,35.5,0.0,-1.58233276193988,0.0,0.0,496.0,대학로,폭40-50m,6m미만,API,교차,52.94,40.0,0.04,0.94,86.0,146.0,491.0,630.0,391.0,3100002.0,0.1065,69.23
199037.974854028,451905.533009293,서울특별시 종로구 관수동 18-1번지,11110,15500,0,18,1,위코스테이 인사동,1000000000000001624975,서울특별시 종로구 수표로18길 5 (관수동),2520.55,21.0,철근콘크리트구조,15000,생활숙박시설,11,2,13,20230413.0,20210129.0,1,0,1.0,종로구,관수동,37.56668627,126.9891108,종로119안전센터,588.0,종로소방서,1144.0,588.0,71.0,132.0,종로119안전센터,종로소방서,2023.0,2.0,0.706,26.0,69.2,상업,68.48,31.67,0.0,-1.7554490364212394,968.0,0.9893011186053764,497.0,을지로9길,폭10-12m,폭8-10m,API,교차,2.72,11.0,0.55,1.08,77.0,137.0,1480.0,248.0,536.0,4103264.0,0.1022,0.0
200876.602915538,452108.981034905,서울특별시 종로구 창신동 464-6번지,11110,17400,0,464,6,만소호스텔,100212148,서울특별시 종로구 종로 294 (창신동),2300.46,21.0,철근콘크리트조,04000,"근린생활시설, 판매및영업시설",5,2,7,19890923.0,19880408.0,1,0,0.0,종로구,창신동,37.56851942,127.00992254,을지로119안전센터,275.0,중부소방서,628.0,275.0,33.0,96.0,,,1989.0,36.0,0.8625,1.0,100.0,기타,96.52,31.75,1.0,0.2065354077008335,1390.0,2.0452685997537494,498.0,퇴계로,폭35-40m,6m미만,API,교차,3.5,39.0,0.08,0.95,31.0,91.0,1723.0,350.0,1507.0,3101011.0,0.1509,0.0
198692.627926952,451865.694333484,서울특별시 종로구 관철동 12-15번지,11110,13500,0,12,15,유에이치 스위트 종각 5F,100211555,서울특별시 종로구 종로12길 21 (관철동),1779.98,21.0,철근콘크리트조,15000,제1종근린생활시설,5,1,6,19800219.0,,1,0,0.0,종로구,관철동,37.5663269,126.98520188,충무로119안전센터,827.0,종로소방서,1199.0,827.0,99.0,162.0,세종로119안전센터,종로소방서,1980.0,45.0,0.5865,3.0,66.7,기타,64.69,51.97,0.0,0.7258842311449117,25.0,0.5273549257172012,499.0,을지로,폭30-35m,6m미만,API,교차,11.63,30.0,0.12,0.96,95.0,155.0,1605.0,584.0,1516.0,3101006.0,0.1637,44.44
201378.94229242,452482.200375273,서울특별시 종로구 숭인동 70-25번지,11110,17500,0,70,25,서울 게스트하우스,1002127214,서울특별시 종로구 지봉로12가길 63 (숭인동),92.57,51.0,목조,15000,"여관, 근린생활시설(점포)",2,0,2,19390830.0,,0,0,0.0,종로구,숭인동,37.57188149,127.01560938,을지로119안전센터,630.0,중부소방서,770.0,630.0,76.0,138.0,,,1939.0,86.0,0.685,9.0,44.4,상업,43.79,58.26,1.0,3.091806649056823,301.0,0.8070279961837262,500.0,지봉로,폭25-30m,폭25-30m,공식만,교차,0.0,25.0,0.18,0.98,74.0,134.0,1223.0,275.0,455.0,3005007.0,0.9413,0.0
