구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도
용산구,이태원동,아보카도 게스트하우스,1989,1,0.0,2.5227052104102583,0.4218,0.04,37.53096713,126.99024968
용산구,(용산동,Namsan Fresh House,1980,16,81.2,2.282004385294025,0.4377,0.85,37.54042841,126.98644303
용산구,이태원동,Maji's house,1996,0,0.0,1.4568583248388831,0.4095,0.08,37.53267679,126.98918272
용산구,이태원동,카메 게스트하우스,1992,21,42.9,2.656425835696903,0.4165,0.04,37.53055405,126.99119716
용산구,(청파동,casa cielo,1982,32,71.9,2.507018103395432,0.1608,1.0,37.54545181,126.96832942
용산구,보광동,HEAVEN,1971,51,88.2,1.1856236656577397,0.4535,1.0,37.52931668,126.9988285
용산구,이태원동,Amazon,1974,9,0.0,0.0279087881170765,0.5863,0.45,37.52995248,126.99226105
용산구,이태원동,Good Stay,1975,2,0.0,0.009389740349839,0.4465,0.04,37.52951501,126.99074082
용산구,이태원동,알리바바,1996,5,60.0,0.6931471805599453,0.4095,0.35,37.53016797,126.99620074
용산구,이태원동,Parched Mansion,1997,5,0.0,0.0,0.1394,0.04,37.5324492,126.9877944
용산구,후암동,쯔요시노이에(tuyosinoie),2001,37,67.6,0.7848143690857691,0.1337,1.0,37.5477145,126.97749576
용산구,이태원동,The Gracia,1993,33,81.8,3.05123837968886,0.4148,1.0,37.53666751,126.9872078
용산구,보광동,시크릿가든,1971,41,95.1,0.3101549283038395,0.4535,1.0,37.52848677,126.99721925
용산구,후암동,그린 어바니스트,1993,39,82.1,1.6744763086133228,0.4148,0.25,37.55080241,126.97719443
용산구,,더하우스,1991,43,76.7,0.3265711656385013,0.148,0.85,37.53500173,126.96297713
용산구,효창동,옥상달빛,1991,34,88.2,0.5181738305930786,0.4183,0.7,37.53854393,126.95881134
용산구,이촌동,E&S Ville,1976,0,0.0,0.0,0.4447,1.0,37.5179488,126.96697041
용산구,효창동,J.하우스,1993,34,85.3,0.6931471805599453,0.1451,1.0,37.53815423,126.9632642
용산구,보광동,제니하우스,1997,75,81.3,0.241162056816888,0.1394,1.0,37.52787765,126.99747314
용산구,,AJ's Blue House,1960,31,71.0,1.6910541845550673,0.8939,0.55,37.53020276,126.97007551
용산구,이태원동,오두막 여기,1993,47,78.7,1.1684433831714496,0.4148,1.0,37.53601428,126.98889053
용산구,이태원동,DON'S HOUSE,1971,3,66.7,2.696028544143554,0.4535,0.08,37.53206541,126.9905106
용산구,후암동,토투 서울(totu_seoul),1965,0,0.0,0.0989399478549035,0.4641,1.0,37.54509586,126.97999138
용산구,보광동,웜 헤이즐,1985,6,0.0,0.0870113769896297,0.8374,1.0,37.5291287,126.99653418
용산구,용문동,더 타워 하우스(The tower house),2001,5,60.0,0.1324891830460789,0.1337,0.7,37.53536913,126.95933056
용산구,후암동,2디맨션,1930,3,0.0,0.1823215567939546,0.9616,0.45,37.54547741,126.97614583
용산구,이태원동,다니하우스,1967,11,0.0,0.009389740349839,0.4606,0.45,37.53082714,126.99243159
용산구,갈월동,SI스테이,1989,22,68.2,1.4506895233582129,0.4218,0.04,37.54397707,126.97208112
용산구,후암동,남산아래(NAMSAN AREA),1964,47,76.6,0.4134332777573413,0.8848,1.0,37.5478582,126.97471384
용산구,(청파동,더 소울(the soul),1965,25,96.0,0.6931471805599453,0.4641,0.85,37.5472954,126.96741084
용산구,이태원동,이태원 맨션,2004,28,71.4,0.8088315795594075,0.1293,1.0,37.53877802,126.99075784
용산구,동자동,엘하우스,1994,32,96.9,0.5381710776565195,0.413,1.0,37.54691332,126.97305335
용산구,서계동,정단재,1934,80,75.0,0.991242823380194,0.9526,1.0,37.55078345,126.96524001
용산구,(용산동,Park 520,1985,2,0.0,0.0,0.4289,0.85,37.54078317,126.9835819
용산구,후암동,서울 비앤비(Seoul B&B),1998,43,81.4,1.6699684121741327,0.138,0.25,37.55077832,126.97704556
용산구,서계동,Harry's House(해리 하우스),1998,83,60.2,1.034183230614223,0.138,1.0,37.55206852,126.96742089
용산구,,채리스 플레이스,2007,41,34.1,0.1713324352183594,0.3902,0.55,37.531009,126.9731405
용산구,갈월동,센트럴,1954,15,80.0,1.859732452814261,0.9074,0.7,37.54469301,126.97349897
용산구,이촌동,윤슬,1970,0,0.0,0.0,0.178,1.0,37.52699018,126.95249721
용산구,서계동,순(SooN) 게스트하우스,1985,66,74.2,0.3462762367178338,0.4289,1.0,37.55084062,126.96572196
용산구,,딩딩네,1993,1,0.0,0.0457222493380951,0.1451,0.35,37.53123905,126.96290673
용산구,이태원동,보리하우스,1992,12,50.0,2.245315685203153,0.4165,0.08,37.5301663,126.99125207
용산구,(용산동,익스테이 맨션 해방촌,1987,22,100.0,2.474045410356396,0.4254,1.0,37.54096005,126.98646714
용산구,이태원동,구초이스,2008,6,66.7,0.9386797267676338,0.5208,0.08,37.53361877,126.98843829
용산구,,남영스테이 517,1973,24,79.2,1.0324402935227996,0.45,0.7,37.53865428,126.96771758
용산구,이태원동,Naun Stay,2022,7,0.0,0.037041271680349,0.1036,0.45,37.53037537,126.99262268
용산구,후암동,더 팔레트 후암,2016,0,0.0,0.023716526617316,0.1122,1.0,37.54473767,126.98037835
용산구,후암동,용산 제니하우스,2000,55,76.4,1.5736034594248842,0.1351,1.0,37.54564895,126.98209166
용산구,이태원동,쏭하우스,1996,63,76.2,0.4782244623905927,0.1408,1.0,37.53793183,126.99067221
용산구,이태원동,이태원 코지스테이,1996,24,95.8,0.4545547183046879,0.1408,1.0,37.53631144,126.99190216
용산구,이태원동,에어181,2021,0,0.0,2.790122777531306,0.105,0.08,37.53249243,126.98976638
용산구,후암동,MOOD SEOUL,2002,4,0.0,0.0,0.1322,1.0,37.54463355,126.97785049
용산구,동자동,유나리아하우스,2007,50,40.0,0.8915651154388327,0.1251,0.55,37.55026236,126.97425852
용산구,이태원동,림하우스,2007,13,76.9,0.3269934926666691,0.1251,0.85,37.53594878,126.99283263
용산구,후암동,라오테아로아 남산맨숀,2002,31,71.0,2.172931884767175,0.1322,0.25,37.54647167,126.97896486
용산구,이태원동,GNTD stay(지앤티디 스테이),2002,6,83.3,0.8659899933993561,0.1322,0.08,37.53386553,126.98844422
용산구,(청파동,블루릭(Blue Leek),2023,12,50.0,1.4081134085145304,0.1022,0.85,37.54017596,126.96392314
성동구,행당동,소울스타하우스,1986,4,50.0,0.013114942077828,0.4272,1.0,37.555588,127.02997224
성동구,옥수동,River View (리버뷰),1986,23,91.3,0.723709830970112,0.1551,0.35,37.54051578,127.01076298
성동구,하왕십리동,차니하우스,2023,5,60.0,0.0,0.1022,0.85,37.55805459,127.028784
성동구,성동,스테이 얀(STAY YARN),1992,15,73.3,2.856470206220483,0.4165,0.85,37.53520808,127.05538763
성동구,성동,디얼 성수,1994,0,0.0,0.0,0.413,1.0,37.53398708,127.05278612
성동구,하왕십리동,한옥 보문,1939,3,0.0,0.0183491386681965,0.9413,0.85,37.56097675,127.02645243
성동구,성동,서울숲 휴,2021,1,0.0,0.0,0.105,0.35,37.54377511,127.04156323
성동구,성동,The mellow,1993,18,50.0,0.5031035776720805,0.4148,0.85,37.54930702,127.02062491
성동구,사근동,yun stay,1994,39,76.9,1.017317546274863,0.413,1.0,37.56068789,127.04584727
성동구,성동,cozy house,1994,24,70.8,0.6931471805599453,0.413,0.12,37.53687774,127.04783184
성동구,행당동,YUNS STAY,1988,6,0.0,0.013114942077828,0.4236,1.0,37.55677727,127.03226766
성동구,성동,헤븐성수,1993,43,51.2,1.915373425195232,0.4148,1.0,37.54605763,127.04544935
성동구,송정동,송정 하우스,2016,3,0.0,2.224623551524334,0.1122,0.55,37.54662783,127.06450219
성동구,하왕십리동,For*rest Stay,1995,26,73.1,0.8552030398943169,0.4113,1.0,37.55862165,127.03056588
성동구,성동,성수 삼삼오오 271,1992,28,82.1,2.451005098112319,0.4165,0.7,37.53861002,127.05772063
성동구,하왕십리동,시티 타이거,1966,24,62.5,1.7793369492294977,0.4623,0.85,37.56035437,127.02770768
성동구,하왕십리동,레드레터데이,2006,5,100.0,0.0363676441708748,0.3919,0.85,37.56094969,127.02593018
성동구,성동,그린 하우스,1986,8,25.0,3.23350513488416,0.1551,1.0,37.54582933,127.04828274
성동구,성동,더 성수 스테이,1977,13,84.6,3.6686767467964168,0.443,0.55,37.54120882,127.05079005
성동구,성동,진스테이,2012,9,88.9,3.226843994517377,0.1179,0.7,37.5394625,127.05413938
성동구,마장동,Move stay,1963,16,18.8,0.5355182363563622,0.4676,0.04,37.56407313,127.03616668
성동구,성동,히어앳홈,1994,5,100.0,0.8397506547518208,0.413,0.12,37.54297218,127.04574417
성동구,성동,스테이 린 인 성수,1944,0,0.0,0.0,0.93,1.0,37.53666687,127.0459624
성동구,성동,스테이 성수 아지트,1997,39,69.2,0.9873866535578852,0.4077,0.85,37.53884043,127.04719994
성동구,성동,랑가네집,1991,10,90.0,3.899950424193877,0.4183,0.25,37.53933326,127.05363338
성동구,성동,이안스테이,1992,13,15.4,2.151762203259462,0.4165,1.0,37.54406033,127.05372292
성동구,홍익동,소울 스테이,1991,22,59.1,1.6179125394250726,0.4183,0.12,37.56265294,127.03268659
성동구,성동,모나크,1993,1,0.0,0.0,0.4148,0.25,37.54389376,127.04047833
성동구,성동,금호 그린 스테이,1992,67,79.1,0.7433369250838007,0.4165,1.0,37.54798745,127.01879553
성동구,송정동,퀘보 스페이스 성수,1972,12,66.7,0.4054651081081644,0.3135,0.12,37.54664887,127.06654461
성동구,성동,르뚜와 성수,1989,0,0.0,0.0,0.4218,1.0,37.53425435,127.05187148
성동구,성동,단잠성수 1호점,1991,15,66.7,0.6931471805599453,0.4183,0.12,37.53658526,127.06105629
성동구,하왕십리동,위시 스테이(Wish stay),1989,7,42.9,0.2595111954850846,0.4218,1.0,37.56095451,127.02790537
성동구,용답동,호호 하우스(hoho house),1975,39,100.0,1.8827312474337816,0.4465,0.7,37.56369963,127.05107131
성동구,송정동,송정 자미앤(ZAMI&),1991,25,88.0,1.770706060030223,0.6887,0.12,37.55192258,127.06979127
성동구,용답동,스튜디오 성동,1996,50,100.0,1.455287232606842,0.4095,0.45,37.56358259,127.05186799
성동구,도선동,스테이인히어왕십리,1984,14,71.4,0.9362732314614932,0.4307,0.85,37.55980939,127.03366656
성동구,성동,스테이성수,1993,6,66.7,1.425008873300581,0.4148,0.12,37.54750301,127.04798058
성동구,성동,오늘 성수 스테이,1986,19,5.3,3.380994674344636,0.4272,0.12,37.54388005,127.05832762
성동구,하왕십리동,모아나스테이,1989,21,90.5,0.4769240720903093,0.4218,0.85,37.55938224,127.02876423
성동구,성동,벨르하우스,1990,5,40.0,0.8167611365271219,0.1494,0.12,37.54256253,127.04519807
성동구,성동,Hailey's House,1996,0,0.0,0.0,0.1408,1.0,37.5339344,127.05121885
성동구,행당동,정감,1992,15,66.7,0.1527352514239276,0.4165,1.0,37.55714507,127.03104686
성동구,하왕십리동,사월 House,1989,20,70.0,0.9877496958563,0.4218,0.85,37.55900131,127.02980854
성동구,하왕십리동,공간의 의미,1990,9,33.3,0.0183491386681965,0.42,0.35,37.55751168,127.02837821
성동구,하왕십리동,둥지,1987,43,93.0,1.123003741792269,0.4254,0.85,37.55946993,127.03067129
성동구,성동,팝스테이,2008,6,16.7,1.3862943611198906,0.1237,0.55,37.54026772,127.05378246
성동구,성동,상상스테이,1970,18,22.2,2.0014800002101243,0.4553,1.0,37.54410088,127.05390242
성동구,성동,더 코지 성수,1990,8,87.5,1.029619417181158,0.1494,0.12,37.53704838,127.06104444
성동구,성동,스테이 조율-성수,1992,0,0.0,0.0,0.1465,1.0,37.53220981,127.05489925
성동구,하왕십리동,온유스테이,1989,42,76.2,0.9236708391717776,0.4218,1.0,37.56001544,127.03045772
성동구,성동,Monoplan House Seongsu - Studio A,1993,1,100.0,0.7191226669632059,0.4148,0.85,37.54572922,127.04199683
성동구,성동,로컬 텍스처(Local Texture),1991,11,63.6,3.626443983173144,0.4183,1.0,37.54535903,127.04833943
성동구,행당동,어반스케치,1996,5,60.0,0.032470385030784,0.1408,0.7,37.55433323,127.03511486
성동구,행당동,도심속 캠핑장,1967,4,25.0,0.0823249452560027,0.4606,0.04,37.55717261,127.03418219
성동구,행당동,로망((Rom an),2003,8,12.5,0.1239976416565707,0.1308,0.12,37.55618117,127.03926584
성동구,성동,그린 리추얼 하우스,1992,6,66.7,1.029619417181158,0.4165,0.12,37.53686231,127.06068205
성동구,성동,달래하우스,2016,11,45.5,4.330733340286331,0.1122,0.7,37.54178811,127.04976863
성동구,행당동,Cozy Stay,1970,22,54.5,0.13559197443749,0.8713,0.04,37.56288091,127.03612162
성동구,성동,빌라드 성수,1992,1,0.0,1.4622802680978126,0.4165,0.35,37.54398633,127.04321405
성동구,성동,예그리나,1997,17,29.4,3.0726933146901194,0.4077,0.85,37.54745146,127.05265814
성동구,행당동,노엘의 휴일,2011,4,75.0,0.1583849839660466,0.1194,0.18,37.55342491,127.03315358
성동구,성동,디에이치 성수포레,1991,3,66.7,1.670681537674819,0.4183,0.85,37.54363214,127.0458092
성동구,행당동,메종드양(Maison de Yong),1994,3,0.0,0.013114942077828,0.413,0.04,37.55698293,127.03425636
성동구,성동,디엠큐케,1991,0,0.0,0.0,0.4183,1.0,37.53550842,127.04626024
성동구,마장동,유얼스테이,1998,6,83.3,1.4170660197866445,0.138,0.25,37.5596896,127.04156034
성동구,성동,SYOM,1994,0,0.0,0.0,0.1436,1.0,37.53414112,127.05401703
성동구,행당동,Kozy Stay,1988,7,42.9,0.013114942077828,0.4236,1.0,37.55671475,127.02982258
성동구,성동,유토리홈즈,1991,6,50.0,1.5553706911638243,0.4183,0.85,37.54380142,127.04565636
성동구,성동,성수스테이,1995,0,0.0,0.0,0.4113,0.35,37.54406168,127.04184929
성동구,도선동,스테이1853,1992,48,64.6,1.4886687714234288,0.4165,0.85,37.56094709,127.03208876
성동구,용답동,Noark House,1976,0,0.0,0.0,0.4447,0.7,37.56058292,127.0517683
성동구,성동,ATOZ Seongsu forest(아토즈 성수포레스트),1990,3,0.0,1.8562979903656265,0.42,0.25,37.53940387,127.0518522
성동구,성동,STAY YEON 성수,1990,10,90.0,0.3364722366212129,0.42,0.25,37.5372255,127.06152193
성동구,성동,금호스테이,1972,5,20.0,0.0,0.1752,0.85,37.5457164,127.02111802
성동구,성동,위앤성수스테이,1991,5,20.0,0.4228568508200335,0.4183,0.85,37.54401223,127.04606413
성동구,성동,COZY STAY,1995,42,73.8,2.510882136191261,0.4113,0.55,37.53845494,127.04964044
성동구,행당동,소담 스테이,1990,2,0.0,0.0196084713883763,0.42,0.04,37.55702579,127.03449859
성동구,성동,성수 포레스트 로프트,1992,15,40.0,2.6465480013444163,0.4165,0.45,37.54760885,127.04420999
성동구,성동,성쉼당,1980,2,0.0,0.0,0.1637,0.12,37.53354749,127.05937029
성동구,성동,리틀포레 301,1995,2,50.0,2.323419179896888,0.4113,0.85,37.54355488,127.04604683
성동구,성동,초이 인 서울,1997,0,0.0,0.8754687373538999,0.1394,0.12,37.53538366,127.05243013
성동구,성동,Happy 101,1994,10,40.0,1.080912711568709,0.413,0.12,37.54788162,127.04465429
성동구,성동,AURI STAY,1987,0,0.0,0.0,0.4254,1.0,37.5358664,127.0462389
성동구,성동,모노성수,1990,0,0.0,0.1823215567939546,0.42,0.0,37.53295666,127.05869983
성동구,성동,바인 스테이 성수,2014,12,41.7,2.7791461227859404,0.115,0.85,37.54617069,127.0444113
성동구,옥수동,정고운,1993,13,38.5,0.1707607343928786,0.4148,0.45,37.5413296,127.01545274
성동구,하왕십리동,서울 비앰비,2004,6,100.0,0.0540672212702757,0.1293,0.85,37.56184051,127.02602858
성동구,성동,리버 인 성수,1985,0,0.0,0.0,0.4289,1.0,37.5350314,127.04653898
성동구,행당동,한양 스테이,1991,5,0.0,0.5381710776565195,0.4183,0.35,37.55387875,127.04180475
성동구,성동,메종 아미,1993,0,0.0,0.0,0.4148,0.25,37.54470296,127.04014867
성동구,응봉동,예스위야응봉,1993,2,100.0,0.6400373552459969,0.4148,1.0,37.54942306,127.02928281
성동구,용답동,양BnB House,1974,27,81.5,0.6567795363890705,0.5863,0.7,37.56192966,127.05165885
성동구,도선동,나비원,1994,79,67.1,0.7596905713365569,0.413,1.0,37.56127039,127.03218661
성동구,성동,오늘도 성수,1980,18,77.8,0.4700036292457356,0.4377,0.12,37.53647605,127.06108427
성동구,마장동,Joony stay,1997,1,0.0,0.0927817334509661,0.1394,0.12,37.56032254,127.03846388
성동구,성동,리틀 포레스트,2001,0,0.0,0.0,0.1337,1.0,37.53458686,127.0525155
성동구,성동,SEOULMATE S (서울메이트 성수),1995,25,64.0,1.2144441041932312,0.4113,0.85,37.53706697,127.04721438
성동구,송정동,루프하우스,2021,3,33.3,1.55814461804655,0.105,0.12,37.54816492,127.06740401
성동구,옥수동,Hannam guest house,2005,2,100.0,0.0,0.1279,0.7,37.53816993,127.00898559
성동구,성동,제이드하우스,1995,7,14.3,0.0706175672139533,0.1422,0.35,37.55333507,127.02365506
성동구,용답동,용답스테이,1997,2,0.0,0.0,0.1394,0.7,37.55987237,127.05225766
성동구,행당동,코지네스트,2003,3,66.7,1.2342042631055998,0.1308,0.12,37.5582965,127.03912506
성동구,성동,포레리움,2019,1,100.0,0.3136575588550415,0.1079,0.85,37.54553266,127.0422072
성동구,성동,성수 포레하우스,1996,22,31.8,1.2452157628599851,0.5439,0.12,37.54325531,127.04530256
성동구,용답동,봄 스테이,1989,0,0.0,0.0,0.4218,0.45,37.56107804,127.05080214
성동구,행당동,LTE Room,1995,3,33.3,0.0388398333162639,0.4113,1.0,37.55651877,127.03219455
성동구,도선동,Urban Forest Stay Mu-hak,1990,50,76.0,1.092477300100594,0.6908,0.85,37.5611673,127.03291304
성동구,사근동,사근마을호텔,1971,3,0.0,0.0089686699827604,0.4535,0.12,37.55790398,127.04450621
성동구,하왕십리동,헬로 서울,1996,27,88.9,0.7817005779013904,0.5439,0.85,37.55930372,127.02896882
성동구,성동,어반 성수,1995,0,0.0,0.0,0.4113,1.0,37.53299683,127.05579045
성동구,행당동,앨리 하우스(Alley House),1995,0,0.0,0.0,0.4113,1.0,37.55474963,127.03035116
성동구,하왕십리동,다색,2006,67,79.1,0.4177352006999787,0.6573,0.85,37.56070015,127.02901595
성동구,성동,아워 스테이,2017,44,88.6,0.9473813189441862,0.1108,1.0,37.53900161,127.0490565
성동구,도선동,Light house 왕십리,1992,10,80.0,0.9681343335304774,0.4165,0.85,37.55970399,127.03378493
성동구,성동,Greenbnb,2001,1,100.0,0.0,0.1337,1.0,37.53478943,127.05239885
성동구,홍익동,서울 써니 스테이(Seoul Sunny Stay),1994,35,62.9,1.2312567632744045,0.413,0.85,37.56368262,127.03037188
성동구,도선동,코지서울,1995,65,61.5,0.9290529834880062,0.4113,0.85,37.56115698,127.03176072
성동구,성동,미야오엔퍼얼,2015,39,71.8,2.608520605755177,0.1136,0.55,37.53841605,127.04914739
성동구,성동,메종 아미 포레스트 하우스,1992,0,0.0,0.0,0.4165,0.25,37.54482069,127.0395361
성동구,성동,트리앤브리즈,1991,6,0.0,1.5441973905656994,0.4183,0.35,37.54374138,127.04249968
성동구,성동,어반리브 인 성수(URBAN LIVE IN SEONGSU),2007,0,0.0,0.0,0.1251,1.0,37.53460493,127.04622195
성동구,성동,리프레시 성수,1993,0,0.0,0.0,0.4148,1.0,37.53664679,127.04622478
성동구,성동,크림 하우스 성수,1992,9,55.6,2.760009940032921,0.4165,0.85,37.53581902,127.05163796
성동구,성동,내러티브 스테이,2023,1,0.0,0.0,0.1022,0.25,37.54397631,127.04051918
성동구,성동,J&J House,2003,6,0.0,1.6607312068216509,0.1308,0.35,37.54342548,127.04259094
성동구,성동,노스타노바(NOSTANOVA),1992,15,40.0,2.158545722771108,0.4165,0.35,37.54742489,127.02578209
성동구,하왕십리동,YH STAY,1994,3,66.7,0.0540672212702757,0.6824,0.85,37.56132099,127.02637698
성동구,성동,성수리버,1994,12,33.3,1.5686159179138452,0.6824,0.25,37.53772154,127.05939948
성동구,성동,린스테이(LYNN STAY),1998,19,100.0,2.510882136191261,0.406,0.85,37.54280248,127.04824251
성동구,응봉동,캄스테이 응봉,1994,2,100.0,0.6857305829048956,0.413,1.0,37.54950772,127.02919473
성동구,송정동,Laszlo & Co.,1990,4,25.0,1.9980959022258835,0.42,0.55,37.54731654,127.06573492
성동구,성동,코지 뚝섬(Cozy Ttukseom),1995,4,50.0,2.378570999971968,0.4113,0.85,37.54350544,127.04617275
성동구,성동,마이 리틀 서울,1993,28,82.1,1.5125880864441827,0.4148,0.85,37.54904299,127.02069837
성동구,성동,성수 비스타,1995,4,0.0,1.5553706911638243,0.4113,0.35,37.5440746,127.04289848
성동구,성동,금향 게스트 하우스,1993,0,0.0,0.0,0.4148,0.25,37.54451743,127.04005582
성동구,행당동,Seras House,1995,0,0.0,0.0065789710980424,0.1422,0.18,37.55162087,127.03204799
성동구,하왕십리동,Wevvy Loft 왕십리,1981,7,57.1,0.1053605156578263,0.4359,0.85,37.55865523,127.02885365
마포구,연남동,더에이치하우스,2019,8,75.0,0.7504877271751903,0.1079,0.12,37.55853746,126.91810858
마포구,연남동,주니스 게스트하우스,1991,27,77.8,0.753578919744863,0.4183,1.0,37.56149159,126.91901302
마포구,동교동,진스파라다이스,1996,23,100.0,1.0930412436186543,0.4095,0.45,37.55551437,126.92362872
마포구,연남동,와이즈하우스,1996,23,95.7,1.6499188651996697,0.1408,0.7,37.55779652,126.92169456
마포구,연남동,헬로월드 게스트하우스,1971,15,93.3,0.2711527705005703,0.4535,0.25,37.56096556,126.9228864
마포구,합정동,홍대 게스트하우스 Hi :Dear,1994,6,33.3,4.087176072743488,0.413,0.55,37.54562637,126.91743375
마포구,연남동,스윗루나,1996,11,81.8,2.1360077947991765,0.4095,0.7,37.55818261,126.92376696
마포구,연남동,트윈래빗1 게스트하우스,2014,19,94.7,1.7227665977411035,0.115,1.0,37.55789361,126.92183219
마포구,동교동,오하나 하우스,2019,25,96.0,0.9028677115420144,0.1079,0.7,37.55422456,126.92755402
마포구,합정동,스티치스 게스트하우스,1972,0,0.0,0.4519851237430572,0.4518,0.12,37.54758308,126.90905582
마포구,서교동,Lee House 2,1986,17,100.0,0.4221599866803344,0.4272,0.85,37.55310859,126.92747802
마포구,염리동,브리지 스테이 마포,1996,3,66.7,0.4453110166553641,0.4095,0.55,37.54677382,126.94733643
마포구,당인동,콤마,1982,0,0.0,0.0,0.4342,0.18,37.54346057,126.92008014
마포구,연남동,화이트브라운,1990,19,94.7,0.9655491704609476,0.42,1.0,37.55609972,126.91923243
마포구,성산동,Calm and cozy house,1994,11,100.0,0.9876953908249256,0.413,0.7,37.55679066,126.91671202
마포구,성산동,스테이 순,1970,25,100.0,0.38155958725461,0.4553,1.0,37.55690407,126.91123606
마포구,당인동,편안한 숙소,1993,0,0.0,0.2231435513142097,0.4148,0.18,37.54354839,126.91941892
마포구,상암동,스마일 하우스,1994,14,92.9,0.1846230537822338,0.413,0.85,37.57474511,126.89445963
마포구,연남동,훤게스트하우스,2015,24,100.0,0.531592106558477,0.1136,1.0,37.55870775,126.91989254
마포구,대흥동,낙원하우스,1996,34,85.3,0.8416521149746304,0.4095,0.85,37.54675942,126.94395699
마포구,서교동,써니하우스,1990,16,100.0,1.6144757064640576,0.42,0.25,37.55063756,126.92237275
마포구,창전동,라파벨라 하우스,1994,5,0.0,0.0512932943875505,0.413,0.7,37.55036615,126.92596329
마포구,합정동,포시즌하우스,1996,5,40.0,1.1676051601550612,0.5439,0.25,37.54859316,126.90939249
마포구,망원동,스테이 선선,1992,43,95.3,0.4865906529205328,0.4165,0.85,37.55668401,126.90404137
마포구,서교동,스테이온 3,2002,7,71.4,0.7472144018302211,0.1322,0.35,37.55347564,126.92670823
마포구,서교동,KK-하우스,2006,0,0.0,0.0050377940299571,0.1265,1.0,37.55193913,126.92533222
마포구,성산동,게스트하우스 성산,2003,20,100.0,0.4861133259424962,0.1308,1.0,37.55595163,126.91283434
마포구,연남동,스테이우아,1996,16,81.2,0.8890374665599688,0.4095,0.55,37.55903315,126.92076899
마포구,합정동,빌라드소앙,2018,0,0.0,0.2513144282809061,0.1094,0.25,37.54506383,126.9162096
마포구,합정동,모던하우스,1993,0,0.0,0.0,0.4148,0.18,37.54260262,126.91167665
마포구,연남동,연남 끝자락,2023,11,36.4,0.0226914112020707,0.1022,1.0,37.56360512,126.91995079
마포구,합정동,오손도손 스테이,1992,0,0.0,0.8574502318512216,0.4165,0.12,37.54797387,126.9098183
마포구,망원동,프라이빗 하우스,1986,29,96.6,0.7871761302082216,0.4272,1.0,37.55740113,126.90198525
마포구,연남동,포근하우스,1990,24,95.8,0.3055541972179028,0.1494,0.7,37.55913646,126.91930569
마포구,서교동,코지 스테이,1993,1,0.0,0.0,0.1451,0.85,37.55151743,126.92532988
마포구,연남동,스튜디오호퓨,2008,34,100.0,0.2039440208071203,0.1237,1.0,37.56059168,126.92553905
마포구,연남동,솔로몬하우스,1985,34,100.0,0.1290130033394475,0.4289,1.0,37.56061592,126.92532726
마포구,연남동,챨리하우스,1989,9,66.7,0.8644796157783048,0.4218,0.12,37.55662292,126.91994542
마포구,망원동,비비에이비 스테이,1998,27,81.5,1.254773019423392,0.406,0.7,37.55172181,126.90492397
마포구,성산동,NANI HOUSE RoofTop 33,2017,17,88.2,0.741187157147308,0.1108,0.85,37.56535053,126.90656457
마포구,서교동,테디하우스,2005,16,93.8,0.6279350319128999,0.1279,1.0,37.55267949,126.92877851
마포구,창전동,스테이 뤼느,1989,0,0.0,0.0,0.4218,0.7,37.55086366,126.92874902
마포구,서교동,어반우드,1973,6,33.3,0.0444517625708338,0.45,1.0,37.55098756,126.91367257
마포구,동교동,티오피 하우스,1993,28,96.4,0.7871939363174982,0.1451,1.0,37.55482194,126.92653498
마포구,연남동,Maru Stay,1992,21,85.7,0.7551209400966783,0.4165,1.0,37.55845119,126.91922225
마포구,서교동,RM,1997,6,16.7,0.8938178760220964,0.1394,1.0,37.55090549,126.9147261
마포구,동교동,아우어하우스,1996,25,92.0,0.2186892009648294,0.1408,1.0,37.55336243,126.92926485
마포구,동교동,루프탑하우스,1990,18,72.2,0.4665253648694107,0.1494,0.7,37.55418272,126.92540377
마포구,동교동,돌마,2002,15,86.7,0.9880944640031388,0.1322,0.7,37.55469129,126.91931741
마포구,연남동,DW STAY3,2019,17,94.1,1.2131112491233031,0.1079,1.0,37.55843309,126.92127205
마포구,연남동,데일리 하우스,1993,25,100.0,0.4130862663892368,0.4148,0.85,37.5588598,126.92432052
마포구,연남동,베인하우스,1995,25,92.0,1.0202075829988118,0.4113,0.7,37.55866919,126.92466186
마포구,도화동,도레미 게스트하우스,1991,15,73.3,0.3058643915349713,0.4183,0.7,37.53880348,126.95029722
마포구,연남동,위자드 하우스,1992,12,83.3,0.8393034608858305,0.4165,1.0,37.5572601,126.91775535
마포구,연남동,봉봉하우스,2001,4,100.0,0.2636245040797788,0.1337,0.25,37.56153185,126.92277883
마포구,노고산동,노고산스테이,1985,3,0.0,0.0,0.8374,1.0,37.55242607,126.93984509
마포구,연남동,한스,2004,12,66.7,0.7110193053260672,0.1293,0.7,37.55852504,126.91855853
마포구,연남동,Ssol Guest House,2003,27,96.3,0.96804293733935,0.1308,0.7,37.55851995,126.92451553
마포구,서교동,JH HOUSE,1995,23,78.3,0.940243972896648,0.4113,1.0,37.55340327,126.91668022
마포구,동교동,구 하우스,1991,20,80.0,0.817084081790707,0.148,0.7,37.55634351,126.92117477
마포구,동교동,이레스테이,1993,28,92.9,0.8449140690319273,0.4148,1.0,37.55462383,126.9269901
마포구,서교동,어반포레스트,1989,16,87.5,0.9040954587803368,0.4218,0.85,37.55118684,126.91751186
