구조노후도,단속위험도,도로폭위험도,집중도,주변건물수,승인연도,총층수,연면적,업종그룹,위도,경도,Y_평균재산피해액,Y_최근접거리m
0.4183,2.3408672795650625,1.0,92.9,28,1991,3,81.0,외국인관광도시민박업,37.54712594,126.96785394,11.2,38.8
0.1265,0.0727593542824283,0.7,50.0,12,2006,3,81.0,외국인관광도시민박업,37.53653296,126.99265493,23.0,76.2
0.3919,1.2309637401527835,1.0,62.1,29,2006,4,38.0,외국인관광도시민박업,37.5359855,126.98852868,2544.6,76.1
0.4712,1.3518805580883482,1.0,58.5,41,1961,2,36.0,외국인관광도시민박업,37.55008563,126.97385117,11491.6,23.3
0.1022,0.7875993594536335,0.7,66.7,12,2023,5,583.26,외국인관광도시민박업,37.53677735,126.99219572,23.0,77.3
0.4272,1.9139500387190584,0.85,78.3,23,1986,3,81.0,외국인관광도시민박업,37.54401131,126.97340509,3034.8,49.1
0.42,1.222035291971871,0.85,94.7,38,1990,3,32.0,외국인관광도시민박업,37.54942177,126.96669676,138.6,43.7
0.1322,0.494696241836107,1.0,74.5,55,2002,7,107.0,외국인관광도시민박업,37.54954844,126.97679182,2926.6,50.5
0.3902,0.0,1.0,0.0,1,2007,4,30.0,외국인관광도시민박업,37.54224321,126.98126956,3174.8,203.2
0.1122,1.018125037755423,1.0,84.4,32,2016,5,85.0,외국인관광도시민박업,37.54825925,126.97728048,233.0,35.2
0.1337,0.583584978048419,0.85,100.0,25,2001,4,69.0,외국인관광도시민박업,37.53827016,126.99345102,5544.0,32.9
0.1322,2.30338477316461,1.0,66.7,18,2002,5,114.0,외국인관광도시민박업,37.54693377,126.97608829,1041.2,30.7
0.1408,1.1772025632613312,1.0,93.1,29,1996,3,48.0,외국인관광도시민박업,37.53966069,126.99211485,311.6,49.0
0.1337,0.5016089686610667,0.04,60.0,15,2001,5,64.0,외국인관광도시민박업,37.54624897,126.97194897,219.2,34.1
0.1422,0.2740426793584621,0.85,93.1,29,1995,6,106.0,외국인관광도시민박업,37.54746671,126.96747708,911.8,57.6
0.1394,1.2979451912886009,1.0,80.0,20,1997,3,57.0,외국인관광도시민박업,37.534514,127.00105424,247.2,20.9
0.3902,2.477013948989091,1.0,95.2,21,2007,3,40.0,외국인관광도시민박업,37.53105757,126.99580797,153.2,53.2
0.1394,1.173101140658849,1.0,75.9,54,1997,5,39.0,외국인관광도시민박업,37.54423744,126.98177581,3196.0,28.9
0.4095,0.6788951578527438,1.0,91.3,46,1996,4,58.0,외국인관광도시민박업,37.53903073,126.991276,566.2,72.1
0.4254,1.6428361928359485,1.0,80.0,10,1987,3,64.0,외국인관광도시민박업,37.53588324,126.99039008,114.2,20.9
0.4148,1.3187957983538428,0.85,90.3,31,1993,3,36.0,외국인관광도시민박업,37.54777809,126.96766294,1259.0,29.0
0.9074,1.651479501929023,0.7,63.9,36,1954,2,76.0,외국인관광도시민박업,37.53843888,126.96891273,410.4,60.7
0.42,3.1452902126323314,0.08,0.0,1,1990,3,61.0,외국인관광도시민박업,37.53258983,126.99017275,414.2,48.2
0.4412,0.7777045685880084,1.0,71.7,46,1978,4,50.0,외국인관광도시민박업,37.53347743,127.00041813,401.8,35.4
0.4588,0.1204461530758671,0.45,8.3,12,1968,2,121.0,외국인관광도시민박업,37.54510642,126.97476565,410.2,75.9
0.4165,0.9677726877092984,1.0,92.1,38,1992,4,31.0,외국인관광도시민박업,37.53869709,126.99000349,323.4,58.6
0.4535,0.3101549283038395,1.0,95.1,41,1971,3,58.0,외국인관광도시민박업,37.52848677,126.99721925,341.6,45.6
0.4113,0.023716526617316,1.0,0.0,0,1995,4,54.0,외국인관광도시민박업,37.54501193,126.98051573,3098.8,96.2
0.413,0.6218580968126436,1.0,84.0,25,1994,3,49.0,외국인관광도시민박업,37.54652196,126.97232501,213.2,14.7
0.4218,0.0,0.45,0.0,10,1989,3,22.0,외국인관광도시민박업,37.53042825,126.99387361,595.2,86.0
0.4183,0.0814930342511829,0.45,0.0,0,1991,6,90.0,외국인관광도시민박업,37.53440973,126.98687529,165.4,13.5
0.1436,0.0,0.04,0.0,2,1994,4,79.0,외국인관광도시민박업,37.53183346,126.98744564,583.4,266.7
0.45,0.6931471805599453,1.0,92.3,13,1973,4,91.0,외국인관광도시민박업,37.52414312,126.99803257,149.6,73.5
0.1737,1.5139296932192856,1.0,42.9,49,1973,5,73.0,외국인관광도시민박업,37.55032379,126.97409733,10904.8,11.1
0.4165,0.1205160245124523,0.85,53.8,93,1992,3,124.0,외국인관광도시민박업,37.55159209,126.96658525,5197.8,80.8
0.1523,1.2337147735246736,0.45,23.1,13,1988,5,143.0,외국인관광도시민박업,37.53126467,126.99271972,2938.4,105.4
0.4218,0.6647477060382473,1.0,69.2,39,1989,3,56.0,외국인관광도시민박업,37.54734177,126.97760355,10053.0,25.9
0.4148,0.5589118104336285,1.0,48.0,75,1993,3,50.0,외국인관광도시민박업,37.5514146,126.96745291,27.0,33.7
0.4412,0.0571584138399486,0.0,0.0,2,1978,3,72.0,외국인관광도시민박업,37.54111269,127.00275685,1397.4,97.0
0.1551,0.0,0.04,0.0,4,1986,3,115.0,외국인관광도시민박업,37.53093633,126.98862289,58.0,255.0
0.1194,0.0476280489892546,0.45,20.0,5,2011,4,65.0,외국인관광도시민박업,37.54757952,126.96459717,2134.0,56.2
0.3919,0.0,0.85,0.0,9,2006,4,53.0,외국인관광도시민박업,37.54099769,126.98277786,2158.0,173.5
0.1351,0.0183491386681965,1.0,40.0,15,2000,4,99.0,외국인관광도시민박업,37.5435402,126.98203103,3196.2,84.2
0.3867,0.1144103511777442,0.04,0.0,3,2009,3,59.0,외국인관광도시민박업,37.51935551,126.99409347,88.8,52.7
0.7606,0.927428476284611,1.0,100.0,29,2019,4,109.0,외국인관광도시민박업,37.54724828,126.97961953,10106.6,73.6
0.1251,1.5522794985941517,0.04,80.0,10,2007,4,37.0,외국인관광도시민박업,37.54071299,126.98738642,2233.2,79.7
0.1293,1.0770481107522691,0.85,18.2,11,2004,4,87.0,외국인관광도시민박업,37.54772706,126.97682006,67.2,87.5
0.1394,0.0,1.0,0.0,0,1997,23,85.0,외국인관광도시민박업,37.52057402,126.9567891,1973.6,235.6
0.1293,0.0079681696491768,0.45,0.0,4,2004,5,59.0,외국인관광도시민박업,37.54454759,126.9747256,416.6,116.4
0.1251,0.6061358035703155,1.0,63.6,11,2007,4,36.0,외국인관광도시민박업,37.53954165,126.98589536,688.0,38.1
0.1251,0.3108115271455511,1.0,51.7,89,2007,4,43.0,외국인관광도시민박업,37.55168954,126.96760416,58.8,9.7
0.2448,0.0116280379951191,0.7,0.0,3,2015,1,69.0,외국인관광도시민박업,37.52169003,126.96049135,12247.4,47.3
0.4113,1.4081134085145304,0.55,86.8,38,1995,5,70.0,외국인관광도시민박업,37.54042514,126.96834723,313.2,9.9
0.1094,0.0064865092296067,0.18,100.0,5,2018,3,89.0,외국인관광도시민박업,37.54030523,126.95777789,547.4,44.4
0.1422,0.4848922417394862,1.0,69.2,39,1995,4,62.0,외국인관광도시민박업,37.55074223,126.97622697,64.2,28.4
0.1036,0.7640989165322297,1.0,82.7,81,2022,5,28.0,외국인관광도시민박업,37.53143519,126.99772091,46.2,29.7
0.1079,0.0219789067187752,1.0,25.0,4,2019,5,29.0,외국인관광도시민박업,37.53535072,126.9588475,5734.0,51.7
0.376,0.7586134889915314,1.0,88.5,26,2015,1,59.0,외국인관광도시민박업,37.54723596,126.97278074,392.6,40.3
0.148,0.0,0.04,0.0,4,1991,5,74.0,외국인관광도시민박업,37.53166891,126.98745332,550.0,277.1
0.4183,1.437895489894973,1.0,93.0,43,1991,3,62.0,외국인관광도시민박업,37.54895241,126.96800254,393.4,50.4
0.4676,0.5239467117286878,0.45,16.7,12,1963,1,63.0,외국인관광도시민박업,37.5306584,126.9921452,2939.6,123.0
0.1337,0.0195128142235817,0.85,54.5,33,2001,2,43.0,외국인관광도시민박업,37.54996606,126.96453107,418.6,71.3
0.1308,0.931272285489772,0.08,66.7,3,2003,1,50.0,외국인관광도시민박업,37.52983145,126.9911583,275.6,110.7
0.4095,0.8003927109135429,0.85,90.9,22,1996,3,198.0,외국인관광도시민박업,37.53533488,126.98915365,259.4,23.0
0.1322,1.1596068013709515,1.0,88.9,36,2002,6,147.0,외국인관광도시민박업,37.53841239,126.98915108,429.4,54.7
0.1408,0.3429447511268303,1.0,90.0,60,1996,4,39.0,외국인관광도시민박업,37.52824944,126.99740151,341.6,31.9
0.3902,1.1340998834994258,1.0,30.8,13,2007,3,59.0,외국인관광도시민박업,37.55024392,126.96459069,416.0,87.4
0.1194,1.1829534371018604,1.0,96.4,28,2011,5,29.0,외국인관광도시민박업,37.5481093,126.97954854,11326.6,114.6
0.3937,0.0314986670593709,1.0,0.0,8,2005,2,185.0,외국인관광도시민박업,37.54449387,126.97839096,388.4,151.5
0.3902,0.9817479485287988,0.18,85.7,28,2007,4,33.0,외국인관광도시민박업,37.53898594,126.96744345,80.8,28.7
0.1237,2.0360612460496106,1.0,70.5,44,2008,4,60.0,외국인관광도시민박업,37.53470407,126.98785966,165.4,15.8
0.1094,0.9555114450274363,0.85,93.3,30,2018,6,73.0,외국인관광도시민박업,37.55051249,126.97747869,3007.0,30.5
0.1065,0.0,0.85,20.0,5,2020,4,57.0,외국인관광도시민박업,37.54096439,126.98420847,2158.0,86.2
0.406,0.0574320490858754,0.85,74.6,59,1998,6,55.0,외국인관광도시민박업,37.54943728,126.96444739,49.2,72.4
0.138,0.9653154451240572,1.0,86.5,52,1998,5,49.0,외국인관광도시민박업,37.54879223,126.963867,4467.2,77.6
0.3902,1.2378743560016172,0.25,55.6,27,2007,5,52.0,외국인관광도시민박업,37.53455276,126.96222978,287.4,55.8
0.1408,0.009389740349839,0.04,0.0,0,1996,5,68.0,외국인관광도시민박업,37.52910989,126.99112217,275.6,62.1
0.4359,1.4678516468943923,1.0,71.4,35,1981,3,99.0,외국인관광도시민박업,37.55056089,126.96458288,1958.0,76.1
0.4324,1.2920919419064143,0.85,96.7,30,1983,3,38.0,외국인관광도시민박업,37.5496059,126.96677963,138.6,35.2
0.4518,1.1566438362402944,1.0,81.5,27,1972,1,42.0,외국인관광도시민박업,37.53575344,126.9886975,218.0,80.0
0.4342,1.5995368414513889,0.85,100.0,27,1982,3,42.0,외국인관광도시민박업,37.54943644,126.96744974,486.0,32.7
0.8848,0.5922212619699848,1.0,60.5,43,1964,2,51.0,외국인관광도시민박업,37.55058667,126.97602634,39.2,14.9
0.4095,1.680441340014264,0.35,55.2,29,1996,4,40.0,외국인관광도시민박업,37.53078397,126.99609191,274.4,52.1
0.45,1.3016414757895538,0.08,60.0,10,1973,3,64.0,외국인관광도시민박업,37.52083551,126.99370824,161.4,76.2
0.4165,1.2396908869280152,1.0,90.9,22,1992,4,57.0,외국인관광도시민박업,37.52383513,126.99764403,75.0,25.9
0.8961,0.0877756108823856,0.04,50.0,10,1959,3,52.0,외국인관광도시민박업,37.54655777,126.97131061,220.2,75.3
0.1451,0.0671393028376285,0.04,0.0,3,1993,5,35.0,외국인관광도시민박업,37.5398956,126.97321559,326.2,79.9
0.1408,0.680755448264782,0.85,90.3,62,1996,5,41.0,외국인관광도시민박업,37.54869173,126.96425702,762.0,41.8
0.1279,0.2231435513142097,1.0,0.0,0,2005,10,147.0,외국인관광도시민박업,37.53090532,126.95068421,1477.4,71.7
0.1494,0.0094340322333586,1.0,25.0,4,1990,5,197.0,외국인관광도시민박업,37.51786867,126.99021131,1332.4,118.0
0.4218,0.8738951729064693,1.0,81.1,53,1989,4,55.0,외국인관광도시민박업,37.53902104,126.9897786,337.2,24.9
0.1337,0.9309968792638504,1.0,85.0,60,2001,5,58.0,외국인관광도시민박업,37.54393491,126.98332039,1070.2,38.0
0.6761,1.0129434941133115,0.85,88.2,34,1997,6,84.0,외국인관광도시민박업,37.55005538,126.96625429,112.8,69.3
0.4658,3.275006457052721,0.45,70.8,24,1964,3,19.0,외국인관광도시민박업,37.53255053,126.9909182,293.0,23.5
0.4183,0.0,1.0,16.7,6,1991,4,75.0,외국인관광도시민박업,37.54135419,126.98122423,2168.4,268.7
0.4077,1.8362112317988888,1.0,75.8,66,1997,4,63.0,외국인관광도시민박업,37.52713835,126.99735213,2727.8,68.2
0.4712,0.0550597771830274,1.0,0.0,6,1961,1,79.0,외국인관광도시민박업,37.52971584,126.99646514,551.0,93.7
0.8577,0.7884573603642702,1.0,51.2,43,1976,3,44.0,외국인관광도시민박업,37.55045653,126.97618077,2920.2,32.9
0.4095,0.0183491386681965,1.0,0.0,2,1996,3,43.0,외국인관광도시민박업,37.54182835,126.98308938,2143.8,118.4
0.1011,0.1648746431902339,0.45,0.0,2,2024,4,27.0,외국인관광도시민박업,37.53480122,126.98619588,165.4,66.7
0.4395,2.4304184645039304,0.85,80.0,10,1979,1,20.0,외국인관광도시민박업,37.52657152,126.99661972,399.2,59.3
0.1251,0.2513144282809061,0.55,0.0,0,2007,32,123.0,외국인관광도시민박업,37.53333448,126.96838343,758.0,59.0
0.1136,1.089133544713566,0.45,77.8,54,2015,3,123.0,외국인관광도시민박업,37.53302947,126.9912873,284.4,25.6
0.4218,0.1156843989994622,0.45,0.0,9,1989,4,45.0,외국인관광도시민박업,37.52977112,126.99221092,275.6,95.2
0.138,1.5671781031442178,1.0,92.6,54,1998,2,60.0,외국인관광도시민박업,37.54819116,126.96315018,13891.4,41.2
0.4395,1.8922299995916887,0.45,0.0,3,1979,3,46.0,외국인관광도시민박업,37.54599653,126.96352734,2332.4,83.9
0.8961,0.2619295763493662,0.18,47.4,19,1959,2,40.0,외국인관광도시민박업,37.53665766,126.96486266,350.6,68.0
0.4359,2.397060896446251,0.04,70.0,10,1981,3,92.0,외국인관광도시민박업,37.5445589,126.97209234,359.6,21.5
0.1279,1.1596068013709515,1.0,76.0,25,2005,5,46.0,외국인관광도시민박업,37.53869625,126.99036829,24.2,63.6
0.1265,0.9428358565725116,0.18,100.0,2,2006,32,82.0,외국인관광도시민박업,37.52878416,126.95481281,160.4,92.8
0.4447,0.2231435513142097,1.0,83.1,71,1976,3,174.0,외국인관광도시민박업,37.53128673,126.99916856,3986.0,13.5
0.4254,1.01160091167848,0.85,91.7,12,1987,3,217.0,외국인관광도시민박업,37.53522684,127.00216197,126.6,75.7
0.3902,0.3939042857070884,1.0,52.5,80,2007,3,47.0,외국인관광도시민박업,37.5515055,126.9672965,27.0,42.4
0.9074,0.5235443961737654,1.0,59.1,44,1954,2,114.0,외국인관광도시민박업,37.55063881,126.97599785,48.0,12.8
0.4165,1.1466984753357474,0.85,97.1,35,1992,3,132.0,외국인관광도시민박업,37.54961594,126.96669683,138.6,42.4
0.1737,0.3806499389884404,0.45,54.5,11,1973,6,160.0,외국인관광도시민박업,37.53312813,127.01089028,6906.2,104.6
0.1337,0.4005510933057353,0.85,66.7,21,2001,4,197.0,외국인관광도시민박업,37.54139999,126.96716021,634.2,63.1
0.9458,2.5500459519589618,1.0,95.9,49,1937,2,29.0,외국인관광도시민박업,37.54347141,126.96894606,404.4,53.4
0.4218,2.5227052104102583,0.04,0.0,1,1989,3,66.0,외국인관광도시민박업,37.53096713,126.99024968,504.8,140.4
0.4377,2.282004385294025,0.85,81.2,16,1980,3,70.0,외국인관광도시민박업,37.54042841,126.98644303,1993.2,66.2
0.4095,1.4568583248388831,0.08,0.0,0,1996,5,126.0,외국인관광도시민박업,37.53267679,126.98918272,2137.8,88.2
0.4165,2.656425835696903,0.04,42.9,21,1992,4,39.0,외국인관광도시민박업,37.53055405,126.99119716,2515.8,133.2
0.1608,2.507018103395432,1.0,71.9,32,1982,4,69.0,외국인관광도시민박업,37.54545181,126.96832942,268.4,72.2
0.4535,1.1856236656577397,1.0,88.2,51,1971,4,27.0,외국인관광도시민박업,37.52931668,126.9988285,866.0,18.7
0.5863,0.0279087881170765,0.45,0.0,9,1974,4,72.0,외국인관광도시민박업,37.52995248,126.99226105,275.6,115.6
0.4465,0.009389740349839,0.04,0.0,2,1975,3,124.0,외국인관광도시민박업,37.52951501,126.99074082,276.6,111.4
0.4095,0.6931471805599453,0.35,60.0,5,1996,3,66.0,외국인관광도시민박업,37.53016797,126.99620074,623.6,69.4
0.1394,0.0,0.04,0.0,5,1997,4,63.0,외국인관광도시민박업,37.5324492,126.9877944,8299.6,201.3
0.1337,0.7848143690857691,1.0,67.6,37,2001,5,85.0,외국인관광도시민박업,37.5477145,126.97749576,10053.0,28.4
0.4148,3.05123837968886,1.0,81.8,33,1993,4,356.99,외국인관광도시민박업,37.53666751,126.9872078,2830.2,34.1
0.4535,0.3101549283038395,1.0,95.1,41,1971,3,58.0,외국인관광도시민박업,37.52848677,126.99721925,341.6,45.6
0.4148,1.6744763086133228,0.25,82.1,39,1993,3,39.0,외국인관광도시민박업,37.55080241,126.97719443,3003.6,69.3
0.148,0.3265711656385013,0.85,76.7,43,1991,4,73.0,외국인관광도시민박업,37.53500173,126.96297713,754.2,27.0
0.4183,0.5181738305930786,0.7,88.2,34,1991,4,125.0,외국인관광도시민박업,37.53854393,126.95881134,31.0,26.3
0.4447,0.0,1.0,0.0,0,1976,3,206.0,외국인관광도시민박업,37.5179488,126.96697041,1826.0,260.5
0.1451,0.6931471805599453,1.0,85.3,34,1993,4,48.0,외국인관광도시민박업,37.53815423,126.9632642,13936.2,39.6
0.1394,0.241162056816888,1.0,81.3,75,1997,4,53.0,외국인관광도시민박업,37.52787765,126.99747314,212.0,16.4
0.8939,1.6910541845550673,0.55,71.0,31,1960,1,44.0,외국인관광도시민박업,37.53020276,126.97007551,209.4,18.1
0.4148,1.1684433831714496,1.0,78.7,47,1993,3,60.0,외국인관광도시민박업,37.53601428,126.98889053,1924.6,54.6
0.4535,2.696028544143554,0.08,66.7,3,1971,3,77.0,외국인관광도시민박업,37.53206541,126.9905106,263.2,60.6
0.4641,0.0989399478549035,1.0,0.0,0,1965,3,105.0,외국인관광도시민박업,37.54509586,126.97999138,24.6,123.3
0.8374,0.0870113769896297,1.0,0.0,6,1985,1,42.0,외국인관광도시민박업,37.5291287,126.99653418,178.0,89.2
0.1337,0.1324891830460789,0.7,60.0,5,2001,6,40.0,외국인관광도시민박업,37.53536913,126.95933056,5734.0,14.8
0.9616,0.1823215567939546,0.45,0.0,3,1930,2,52.0,외국인관광도시민박업,37.54547741,126.97614583,1038.0,95.5
0.4606,0.009389740349839,0.45,0.0,11,1967,3,34.0,외국인관광도시민박업,37.53082714,126.99243159,2939.6,118.3
0.4218,1.4506895233582129,0.04,68.2,22,1989,3,61.0,외국인관광도시민박업,37.54397707,126.97208112,380.6,13.7
0.8848,0.4134332777573413,1.0,76.6,47,1964,1,114.0,외국인관광도시민박업,37.5478582,126.97471384,396.0,69.1
0.4641,0.6931471805599453,0.85,96.0,25,1965,3,75.0,외국인관광도시민박업,37.5472954,126.96741084,911.8,66.9
0.1293,0.8088315795594075,1.0,71.4,28,2004,4,149.0,외국인관광도시민박업,37.53877802,126.99075784,31.2,57.6
0.413,0.5381710776565195,1.0,96.9,32,1994,4,40.0,외국인관광도시민박업,37.54691332,126.97305335,387.4,60.3
0.9526,0.991242823380194,1.0,75.0,80,1934,1,43.0,외국인관광도시민박업,37.55078345,126.96524001,1730.6,48.6
0.4289,0.0,0.85,0.0,2,1985,3,47.0,외국인관광도시민박업,37.54078317,126.9835819,2158.0,139.5
0.138,1.6699684121741327,0.25,81.4,43,1998,3,54.0,외국인관광도시민박업,37.55077832,126.97704556,3003.6,57.6
0.138,1.034183230614223,1.0,60.2,83,1998,4,35.0,외국인관광도시민박업,37.55206852,126.96742089,2894.2,13.1
0.3902,0.1713324352183594,0.55,34.1,41,2007,4,40.0,외국인관광도시민박업,37.531009,126.9731405,108.6,79.5
0.9074,1.859732452814261,0.7,80.0,15,1954,3,75.0,외국인관광도시민박업,37.54469301,126.97349897,425.0,22.4
0.178,0.0,1.0,0.0,0,1970,7,50.0,외국인관광도시민박업,37.52699018,126.95249721,123.2,162.1
0.4289,0.3462762367178338,1.0,74.2,66,1985,4,66.0,외국인관광도시민박업,37.55084062,126.96572196,1730.6,39.3
0.1451,0.0457222493380951,0.35,0.0,1,1993,10,54.0,외국인관광도시민박업,37.53123905,126.96290673,89.2,51.9
0.4165,2.245315685203153,0.08,50.0,12,1992,3,41.0,외국인관광도시민박업,37.5301663,126.99125207,116.6,140.8
0.4254,2.474045410356396,1.0,100.0,22,1987,4,92.0,외국인관광도시민박업,37.54096005,126.98646714,1947.4,18.8
0.5208,0.9386797267676338,0.08,66.7,6,2008,3,44.0,외국인관광도시민박업,37.53361877,126.98843829,8257.6,65.5
0.45,1.0324402935227996,0.7,79.2,24,1973,3,63.0,외국인관광도시민박업,37.53865428,126.96771758,54.2,3.8
0.1036,0.037041271680349,0.45,0.0,7,2022,5,62.0,외국인관광도시민박업,37.53037537,126.99262268,275.6,127.5
0.1122,0.023716526617316,1.0,0.0,0,2016,5,39.0,외국인관광도시민박업,37.54473767,126.98037835,3098.8,76.0
0.1351,1.5736034594248842,1.0,76.4,55,2000,4,56.0,외국인관광도시민박업,37.54564895,126.98209166,76.6,41.3
0.1408,0.4782244623905927,1.0,76.2,63,1996,3,119.47,외국인관광도시민박업,37.53793183,126.99067221,473.2,12.6
0.1408,0.4545547183046879,1.0,95.8,24,1996,5,35.0,외국인관광도시민박업,37.53631144,126.99190216,196.6,24.4
0.105,2.790122777531306,0.08,0.0,0,2021,5,27.0,외국인관광도시민박업,37.53249243,126.98976638,2140.6,81.7
0.1322,0.0,1.0,0.0,4,2002,4,138.0,외국인관광도시민박업,37.54463355,126.97785049,601.8,175.4
0.1251,0.8915651154388327,0.55,40.0,50,2007,4,32.0,외국인관광도시민박업,37.55026236,126.97425852,10904.8,12.2
0.1251,0.3269934926666691,0.85,76.9,13,2007,4,38.0,외국인관광도시민박업,37.53594878,126.99283263,123.2,76.9
0.1322,2.172931884767175,0.25,71.0,31,2002,5,149.0,외국인관광도시민박업,37.54647167,126.97896486,10403.4,5.5
0.1322,0.8659899933993561,0.08,83.3,6,2002,4,89.0,외국인관광도시민박업,37.53386553,126.98844422,8247.8,53.1
0.1022,1.4081134085145304,0.85,50.0,12,2023,6,25.0,외국인관광도시민박업,37.54017596,126.96392314,60.8,60.2
0.4272,0.013114942077828,1.0,50.0,4,1986,3,36.0,외국인관광도시민박업,37.555588,127.02997224,505.4,55.0
0.1551,0.723709830970112,0.35,91.3,23,1986,16,85.0,외국인관광도시민박업,37.54051578,127.01076298,77.2,19.3
0.1022,0.0,0.85,60.0,5,2023,7,659.63,외국인관광도시민박업,37.55805459,127.028784,452.0,73.6
0.4165,2.856470206220483,0.85,73.3,15,1992,3,199.86,외국인관광도시민박업,37.53520808,127.05538763,46.2,39.2
0.413,0.0,1.0,0.0,0,1994,3,188.68,외국인관광도시민박업,37.53398708,127.05278612,283.6,202.8
0.9413,0.0183491386681965,0.85,0.0,3,1939,1,66.0,외국인관광도시민박업,37.56097675,127.02645243,179.4,63.9
0.105,0.0,0.35,0.0,1,2021,5,50.0,외국인관광도시민박업,37.54377511,127.04156323,1427.8,174.5
0.4148,0.5031035776720805,0.85,50.0,18,1993,3,29.0,외국인관광도시민박업,37.54930702,127.02062491,123.8,82.2
0.413,1.017317546274863,1.0,76.9,39,1994,3,36.0,외국인관광도시민박업,37.56068789,127.04584727,88.2,16.5
0.413,0.6931471805599453,0.12,70.8,24,1994,3,49.0,외국인관광도시민박업,37.53687774,127.04783184,1205.8,14.0
0.4236,0.013114942077828,1.0,0.0,6,1988,3,53.0,외국인관광도시민박업,37.55677727,127.03226766,1874.4,70.7
0.4148,1.915373425195232,1.0,51.2,43,1993,3,46.0,외국인관광도시민박업,37.54605763,127.04544935,183.4,21.6
0.1122,2.224623551524334,0.55,0.0,3,2016,4,66.0,외국인관광도시민박업,37.54662783,127.06450219,25790.0,51.5
0.4113,0.8552030398943169,1.0,73.1,26,1995,5,62.0,외국인관광도시민박업,37.55862165,127.03056588,139.4,53.1
0.4165,2.451005098112319,0.7,82.1,28,1992,6,46.0,외국인관광도시민박업,37.53861002,127.05772063,2171.4,21.1
0.4623,1.7793369492294977,0.85,62.5,24,1966,2,37.0,외국인관광도시민박업,37.56035437,127.02770768,386.2,40.0
0.3919,0.0363676441708748,0.85,100.0,5,2006,4,30.0,외국인관광도시민박업,37.56094969,127.02593018,179.4,74.0
0.1551,3.23350513488416,1.0,25.0,8,1986,4,85.0,외국인관광도시민박업,37.54582933,127.04828274,145.2,24.9
0.443,3.6686767467964168,0.55,84.6,13,1977,3,57.0,외국인관광도시민박업,37.54120882,127.05079005,7239.2,45.4
0.1179,3.226843994517377,0.7,88.9,9,2012,5,30.0,외국인관광도시민박업,37.5394625,127.05413938,1260.6,47.2
0.4676,0.5355182363563622,0.04,18.8,16,1963,3,40.0,외국인관광도시민박업,37.56407313,127.03616668,2701.8,36.3
0.413,0.8397506547518208,0.12,100.0,5,1994,4,50.0,외국인관광도시민박업,37.54297218,127.04574417,2354.8,56.6
0.93,0.0,1.0,0.0,0,1944,1,20.0,외국인관광도시민박업,37.53666687,127.0459624,30.2,131.6
0.4077,0.9873866535578852,0.85,69.2,39,1997,3,49.0,외국인관광도시민박업,37.53884043,127.04719994,98.0,14.4
0.4183,3.899950424193877,0.25,90.0,10,1991,4,30.0,외국인관광도시민박업,37.53933326,127.05363338,120.6,88.7
0.4165,2.151762203259462,1.0,15.4,13,1992,4,52.0,외국인관광도시민박업,37.54406033,127.05372292,4913.2,7.1
0.4183,1.6179125394250726,0.12,59.1,22,1991,4,43.0,외국인관광도시민박업,37.56265294,127.03268659,10841.0,12.9
0.4148,0.0,0.25,0.0,1,1993,3,46.0,외국인관광도시민박업,37.54389376,127.04047833,1245.0,263.8
0.4165,0.7433369250838007,1.0,79.1,67,1992,3,50.0,외국인관광도시민박업,37.54798745,127.01879553,249.4,11.0
0.3135,0.4054651081081644,0.12,66.7,12,1972,4,188.45,외국인관광도시민박업,37.54664887,127.06654461,975.2,62.9
0.4218,0.0,1.0,0.0,0,1989,5,419.02,외국인관광도시민박업,37.53425435,127.05187148,348.8,180.4
0.4183,0.6931471805599453,0.12,66.7,15,1991,3,90.27,외국인관광도시민박업,37.53658526,127.06105629,2973.0,57.2
0.4218,0.2595111954850846,1.0,42.9,7,1989,3,175.44,외국인관광도시민박업,37.56095451,127.02790537,1250.4,90.5
0.4465,1.8827312474337816,0.7,100.0,39,1975,2,69.13,외국인관광도시민박업,37.56369963,127.05107131,10077.2,51.3
0.6887,1.770706060030223,0.12,88.0,25,1991,4,199.8,외국인관광도시민박업,37.55192258,127.06979127,123.2,48.0
0.4095,1.455287232606842,0.45,100.0,50,1996,3,45.0,외국인관광도시민박업,37.56358259,127.05186799,10683.0,42.0
0.4307,0.9362732314614932,0.85,71.4,14,1984,5,38.0,외국인관광도시민박업,37.55980939,127.03366656,1178.2,48.0
0.4148,1.425008873300581,0.12,66.7,6,1993,4,40.0,외국인관광도시민박업,37.54750301,127.04798058,1360.0,59.0
0.4272,3.380994674344636,0.12,5.3,19,1986,5,77.0,외국인관광도시민박업,37.54388005,127.05832762,24.2,63.8
0.4218,0.4769240720903093,0.85,90.5,21,1989,3,43.0,외국인관광도시민박업,37.55938224,127.02876423,368.4,10.9
0.1494,0.8167611365271219,0.12,40.0,5,1990,4,37.0,외국인관광도시민박업,37.54256253,127.04519807,8098.4,11.7
0.1408,0.0,1.0,0.0,0,1996,4,42.0,외국인관광도시민박업,37.5339344,127.05121885,348.8,236.1
0.4165,0.1527352514239276,1.0,66.7,15,1992,5,57.0,외국인관광도시민박업,37.55714507,127.03104686,1635.6,37.4
0.4218,0.9877496958563,0.85,70.0,20,1989,3,50.0,외국인관광도시민박업,37.55900131,127.02980854,353.6,57.4
