OPNSFTEAMCODE,MGTNO,APVPERMYMD,APVCANCELYMD,TRDSTATEGBN,TRDSTATENM,DTLSTATEGBN,DTLSTATENM,DCBYMD,CLGSTDT,CLGENDDT,ROPNYMD,SITETEL,SITEAREA,SITEPOSTNO,SITEWHLADDR,RDNWHLADDR,RDNPOSTNO,BPLCNM,LASTMODTS,UPDATEGBN,UPDATEDT,UPTAENM,X,Y,SNTUPTAENM,BDNGJISGFLRCNT,BDNGUNDERFLRCNT,USEJISGSTFLR,USEJISGENDFLR,USEUNDERSTFLR,USEUNDERENDFLR,HANSHILCNT,YANGSILCNT,YOKSILCNT,BALHANSILYN,CHAIRCNT,CNDPERMNTWHY,CNDPERMSTYMD,CNDPERMENDYMD,BDNGOWNSENM,WASHMCCNT,WMEIPCNT,MANEIPCNT,RCVDRYNCNT,ABEDCNT,MULTUSNUPSOYN
3210000,3210000-201-1981-00056,1981-12-22,,01,영업/정상,01,영업,,,,,,602.00,137-841,서울특별시 서초구 방배동 901-2,서울특별시 서초구 방배로 130 (방배동),06664,강남 세븐호스텔,2024-08-26 09:22:55,U,2024-08-28 02:40:00.0,여관업,199502.54514153,442621.229786217,여관업,0,0,0,0,0,0,6,20,,,,,,,,,0,0,,,N
3210000,3210000-201-1981-00067,1981-12-18,,01,영업/정상,01,영업,,,,,67101808,5035.00,137-902,서울특별시 서초구 잠원동 6-1번지,서울특별시 서초구 강남대로107길 6 (잠원동),06524,더리버사이드호텔,2013-04-02 16:17:55,I,2018-08-31 23:59:59.0,관광호텔,201530.475526772,446268.294338007,관광호텔,0,0,0,0,0,0,26,158,,,,,,,,,0,0,,,N
3210000,3210000-201-1981-00077,1981-10-22,,03,폐업,02,폐업,2006-03-03,,,,02 5422346,1006.00,137-902,서울특별시 서초구 잠원동 8-28번지,,,한강장호텔,2005-07-15 00:00:00,I,2018-08-31 23:59:59.0,일반호텔,201573.166309144,446176.888854566,일반호텔,0,0,0,0,0,0,6,27,,,,,,,,,0,0,,,N
3210000,3210000-201-1981-00082,1981-12-15,,03,폐업,02,폐업,1997-07-28,,,,02 5855831,0.00,137-876,서울특별시 서초구 서초동 1594-3번지,,,장미장,2001-09-29 00:00:00,I,2018-08-31 23:59:59.0,여관업,201170.070004848,442708.003635745,여관업,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,N
3210000,3210000-201-1981-00083,1981-12-18,,03,폐업,02,폐업,2002-12-31,,,,34444971,0.00,137-902,서울특별시 서초구 잠원동 6-1번지,,,(주)호텔리버사이드,2003-02-05 00:00:00,I,2018-08-31 23:59:59.0,관광호텔,201530.475526772,446268.294338007,관광호텔,0,0,0,0,0,0,0,0,,,,,,,,,0,0,,,N
3210000,3210000-201-1981-00089,1981-09-14,,03,폐업,02,폐업,2012-02-24,,,,34823685,1039.00,137-855,서울특별시 서초구 서초동 1303-14번지,,,남서울여관,2006-02-03 00:00:00,I,2018-08-31 23:59:59.0,여관업,202035.580024287,444536.961222734,여관업,0,0,0,0,0,0,1,8,,,,,,,,,0,0,,,N
3210000,3210000-201-1981-00090,1981-09-21,,03,폐업,02,폐업,2005-08-31,,,,5938508,623.00,137-829,서울특별시 서초구 방배동 769-4번지,,,피디모텔,2004-04-03 00:00:00,I,2018-08-31 23:59:59.0,여관업,198705.823156313,443656.744448362,여관업,0,0,0,0,0,0,0,29,,,,,,,,,0,0,,,N
3210000,3210000-201-1982-00046,1982-04-03,,01,영업/정상,01,영업,,,,,02 5362361,646.00,137-828,서울특별시 서초구 방배동 751-8,서울특별시 서초구 동광로19길 139 (방배동),06552,블루문모텔,2021-01-14 10:39:46,U,2021-01-16 02:40:00.0,여관업,198671.876731533,443965.867514309,여관업,0,0,0,0,0,0,6,23,,,,,,,,,0,0,,,N
3210000,3210000-201-1982-00064,1982-10-25,,03,폐업,02,폐업,2009-02-23,,,,0205441014,710.00,137-903,서울특별시 서초구 잠원동 18-5번지,,,리뷰모텔,2009-02-26 11:22:23,I,2018-08-31 23:59:59.0,일반호텔,201428.517596116,445869.951055925,일반호텔,0,0,0,0,0,0,6,26,,,,,,,,,0,0,,,N
3210000,3210000-201-1982-00065,1982-11-27,,01,영업/정상,01,영업,,,,,02   5993173,477.00,137-831,서울특별시 서초구 방배동 811-16 1층~3층,"서울특별시 서초구 방배로 200, 1층~3층 (방배동)",06585,M모텔,2022-05-09 14:39:11,U,2022-05-11 02:40:00.0,여관업,199197.96726261,443239.653970188,여관업,0,0,1,3,1,1,0,33,,,,,,,,,0,0,,,N
