cluster_k2,fire_count_150m_count,fire_count_150m_mean,fire_count_150m_median,fire_count_150m_std,최종_화재위험점수_count,최종_화재위험점수_mean,최종_화재위험점수_median,최종_화재위험점수_std,구조노후도_count,구조노후도_mean,구조노후도_median,구조노후도_std,단속위험도_count,단속위험도_mean,단속위험도_median,단속위험도_std,도로폭위험도_count,도로폭위험도_mean,도로폭위험도_median,도로폭위험도_std,집중도_count,집중도_mean,집중도_median,집중도_std,주변건물수_count,주변건물수_mean,주변건물수_median,주변건물수_std,최근접_소화용수_거리등급_count,최근접_소화용수_거리등급_mean,최근접_소화용수_거리등급_median,최근접_소화용수_거리등급_std,소방위험도_점수_count,소방위험도_점수_mean,소방위험도_점수_median,소방위험도_점수_std
0,2000,4.1095,3.0,4.192170905205225,2000,28.143174642200925,27.766205120328777,7.637588923436722,2000,0.2604857,0.1536,0.18106301881914466,2000,0.693089183641724,0.39807063102809237,0.8306037636884407,2000,0.365325,0.25,0.31689983769097163,2000,31.2121,20.0,34.18817001646241,2000,6.336,4.0,6.870204061883882,2000,1.3415,2.0,0.7682270734738593,2000,0.3206933,0.3014,0.15978411115063387
1,2246,6.990650044523598,6.0,4.8892775574540766,2246,38.06962931885106,37.507383259674995,7.397508662233129,2246,0.30222168299198576,0.19585,0.1921096894519086,2246,1.0386084848525794,0.8439367639102664,0.8283784083300755,2246,0.8366740872662511,0.85,0.19409507397789622,2246,80.35837043633126,85.0,18.262778698943702,2246,25.737756010685665,24.0,15.36435782723568,2246,0.8882457702582368,1.0,0.7172546299314129,2246,0.3282825022261799,0.3014,0.16467621757120213
