그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,상가연면적합계_m2,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0072_C0049,마포구,1144012700,상암동,1.0,72,49,50000.0,5.0,19.0,3.8,50199.92,60303.18,50199.92,12.0,12.0,1.003998,4.0,0.8,466.88,466.88,0.009338,N,N,37.57329,126.88881,190065.778087,552532.39724,190289.384885,552756.004038
G50K_R0072_C0051,마포구,1144012700,상암동,1.0,72,51,50000.0,5.0,3.0,0.6,848.56,1585.1999999999998,848.56,1.0,1.0,0.016971,0.0,0.0,0.0,0.0,0.0,N,N,37.573294,126.893872,190512.991683,552532.39724,190736.598481,552756.004038
G50K_R0072_C0052,마포구,1144012700,상암동,1.0,72,52,50000.0,5.0,9.0,1.8,15060.416,15948.546,15060.416,6.0,6.0,0.301208,1.0,0.2,649.67,649.67,0.012993,N,N,37.573297,126.896404,190736.598481,552532.39724,190960.205278,552756.004038
G50K_R0072_C0053,마포구,1144012700,상암동,1.0,72,53,50000.0,5.0,11.0,2.2,2411.61,7331.700000000001,2411.61,2.0,2.0,0.048232,1.0,0.2,1984.05,1984.05,0.039681,N,N,37.573299,126.898935,190960.205278,552532.39724,191183.812076,552756.004038
G50K_R0072_C0054,마포구,1144012600,중동,2.0,72,54,50000.0,5.0,46.0,9.2,76504.712,83218.272,76504.712,36.0,36.0,1.530094,4.0,0.8,1552.54,1552.54,0.031051,N,N,37.573301,126.901466,191183.812076,552532.39724,191407.418874,552756.004038
G50K_R0072_C0055,마포구,1144012600,중동,1.0,72,55,50000.0,5.0,64.0,12.8,58006.457,130082.12900000002,58006.457,48.0,48.0,1.160129,1.0,0.2,654.23,654.23,0.013085,N,N,37.573303,126.903997,191407.418874,552532.39724,191631.025672,552756.004038
G50K_R0072_C0076,종로구,1111018700,무악동,1.0,72,76,50000.0,5.0,1.0,0.2,265.61,265.61,265.61,1.0,1.0,0.005312,1.0,0.2,265.61,265.61,0.005312,N,N,37.573334,126.957153,196103.161627,552532.39724,196326.768424,552756.004038
G50K_R0072_C0077,종로구,1111018700,무악동,3.0,72,77,50000.0,5.0,182.0,36.4,27158.94,40369.1,27158.94,159.0,159.0,0.543179,38.0,7.6,9318.51,9318.51,0.18637,N,N,37.573335,126.959684,196326.768424,552532.39724,196550.375222,552756.004038
G50K_R0072_C0078,종로구,1111018100,행촌동,1.0,72,78,50000.0,5.0,172.0,34.4,54948.47,114413.68000000001,55094.87,162.0,161.0,1.101897,6.0,1.2,1429.81,1429.81,0.028596,N,N,37.573336,126.962216,196550.375222,552532.39724,196773.98202,552756.004038
G50K_R0072_C0079,종로구,1111011500,사직동,2.0,72,79,50000.0,5.0,107.0,21.4,35974.86,62127.46,35974.86,87.0,87.0,0.719497,9.0,1.8,1998.43,1998.43,0.039969,N,N,37.573337,126.964747,196773.98202,552532.39724,196997.588818,552756.004038
G50K_R0072_C0080,종로구,1111011500,사직동,3.0,72,80,50000.0,5.0,173.0,34.6,61045.35,70817.08,61045.35,139.0,139.0,1.220907,12.0,2.4,2862.0,2862.0,0.05724,N,N,37.573338,126.967278,196997.588818,552532.39724,197221.195615,552756.004038
G50K_R0072_C0081,종로구,1111012100,신문로2가,3.0,72,81,50000.0,5.0,46.0,9.2,106979.09,255179.24,106979.09,40.0,40.0,2.139582,17.0,3.4,15416.5,15416.5,0.30833,N,N,37.573338,126.969809,197221.195615,552532.39724,197444.802413,552756.004038
G50K_R0072_C0082,종로구,1111011800,내수동,2.0,72,82,50000.0,5.0,19.0,3.8,347457.78,744973.74,347457.78,15.0,15.0,6.949156,8.0,1.6,3536.36,3536.36,0.070727,N,N,37.573339,126.972341,197444.802413,552532.39724,197668.409211,552756.004038
G50K_R0072_C0083,종로구,1111011600,도렴동,3.0,72,83,50000.0,5.0,51.0,10.2,207183.7793,401708.735,207183.7793,21.0,21.0,4.143676,13.0,2.6,16309.47,16309.47,0.326189,N,N,37.573339,126.974872,197668.409211,552532.39724,197892.016009,552756.004038
G50K_R0072_C0085,종로구,1111012400,수송동,2.0,72,85,50000.0,5.0,39.0,7.8,206320.93,516842.41000000003,206320.93,26.0,26.0,4.126419,13.0,2.6,2300.37,2300.37,0.046007,N,N,37.57334,126.979934,198115.622806,552532.39724,198339.229604,552756.004038
G50K_R0072_C0086,종로구,1111012900,견지동,2.0,72,86,50000.0,5.0,76.0,15.2,112580.52,201270.02,112580.52,64.0,64.0,2.25161,38.0,7.6,13055.57,13055.57,0.261111,N,N,37.573341,126.982466,198339.229604,552532.39724,198562.836402,552756.004038
G50K_R0072_C0087,종로구,1111012800,관훈동,4.0,72,87,50000.0,5.0,146.0,29.2,133043.38,265776.71,133043.38,127.0,127.0,2.660868,89.0,17.8,30197.76,30197.76,0.603955,N,N,37.573341,126.984997,198562.836402,552532.39724,198786.4432,552756.004038
G50K_R0072_C0088,종로구,1111013700,낙원동,6.0,72,88,50000.0,5.0,153.0,30.6,150926.7,243114.45500000002,150915.25,123.0,122.0,3.018305,91.0,18.2,67530.62,67519.17,1.350383,N,N,37.573341,126.987528,198786.4432,552532.39724,199010.049997,552756.004038
G50K_R0072_C0089,종로구,1111013300,익선동,7.0,72,89,50000.0,5.0,363.0,72.6,65942.875,112565.3,65942.875,250.0,250.0,1.318858,202.0,40.4,31835.355,31835.355,0.636707,N,N,37.573342,126.990059,199010.049997,552532.39724,199233.656795,552756.004038
G50K_R0072_C0090,종로구,1111015200,봉익동,4.0,72,90,50000.0,5.0,164.0,32.8,32029.15,47463.63,32029.15,134.0,134.0,0.640583,84.0,16.8,17434.63,17434.63,0.348693,N,N,37.573342,126.992591,199233.656795,552532.39724,199457.263593,552756.004038
G50K_R0072_C0091,종로구,1111015900,원남동,1.0,72,91,50000.0,5.0,10.0,2.0,1001.0,374115.86000000004,1001.0,6.0,6.0,0.02002,0.0,0.0,0.0,0.0,0.0,N,N,37.573342,126.995122,199457.263593,552532.39724,199680.870391,552756.004038
G50K_R0072_C0092,종로구,1111015700,인의동,4.0,72,92,50000.0,5.0,110.0,22.0,119185.1,236778.28,119639.59,94.0,92.0,2.392792,60.0,12.0,32940.62,32749.61,0.654992,N,N,37.573342,126.997653,199680.870391,552532.39724,199904.477188,552756.004038
G50K_R0072_C0093,종로구,1111016000,연지동,3.0,72,93,50000.0,5.0,89.0,17.8,138617.74,429855.97,138617.74,73.0,73.0,2.772355,45.0,9.0,19974.64,19974.64,0.399493,N,N,37.573342,127.000184,199904.477188,552532.39724,200128.083986,552756.004038
G50K_R0072_C0094,종로구,1111016200,효제동,3.0,72,94,50000.0,5.0,121.0,24.2,55903.32,169937.18,55903.32,83.0,83.0,1.118066,56.0,11.2,22113.6,22113.6,0.442272,N,N,37.573342,127.002716,200128.083986,552532.39724,200351.690784,552756.004038
G50K_R0072_C0095,종로구,1111016700,충신동,4.0,72,95,50000.0,5.0,241.0,48.2,89719.91,157664.81,89681.49,208.0,207.0,1.79363,113.0,22.6,53823.47,53785.05,1.075701,N,N,37.573342,127.005247,200351.690784,552532.39724,200575.297582,552756.004038
G50K_R0072_C0096,종로구,1111016400,종로6가,4.0,72,96,50000.0,5.0,150.0,30.0,41726.37,114324.73,41726.37,104.0,104.0,0.834527,39.0,7.8,12909.74,12909.74,0.258195,N,N,37.573342,127.007778,200575.297582,552532.39724,200798.904379,552756.004038
G50K_R0072_C0097,종로구,1111017400,창신동,1.0,72,97,50000.0,5.0,335.0,67.0,66424.06,97329.1,66777.11,265.0,264.0,1.335542,95.0,19.0,27476.3,27476.3,0.549526,N,N,37.573342,127.010309,200798.904379,552532.39724,201022.511177,552756.004038
G50K_R0072_C0098,종로구,1111017400,창신동,1.0,72,98,50000.0,5.0,303.0,60.6,70379.43,448395.51999999996,70379.43,236.0,236.0,1.407589,72.0,14.4,18042.6,18042.6,0.360852,N,N,37.573341,127.01284,201022.511177,552532.39724,201246.117975,552756.004038
G50K_R0072_C0099,종로구,1111017400,창신동,2.0,72,99,50000.0,5.0,94.0,18.8,174562.79,699896.01,174724.79,68.0,67.0,3.494496,44.0,8.8,23759.25,23921.25,0.478425,N,N,37.573341,127.015372,201246.117975,552532.39724,201469.724773,552756.004038
G50K_R0072_C0100,종로구,1111017500,숭인동,1.0,72,100,50000.0,5.0,206.0,41.2,46098.23,73423.21,46098.23,128.0,128.0,0.921965,65.0,13.0,18982.06,18982.06,0.379641,N,N,37.573341,127.017903,201469.724773,552532.39724,201693.33157,552756.004038
G50K_R0072_C0101,종로구,1111017500,숭인동,1.0,72,101,50000.0,5.0,173.0,34.6,88894.235,157830.22,88894.235,121.0,121.0,1.777885,81.0,16.2,31657.42,31657.42,0.633148,N,N,37.57334,127.020434,201693.33157,552532.39724,201916.938368,552756.004038
G50K_R0072_C0102,종로구,1111017500,숭인동,1.0,72,102,50000.0,5.0,60.0,12.0,82958.981,130478.45999999999,82958.981,41.0,41.0,1.65918,22.0,4.4,15325.62,15325.62,0.306512,N,N,37.57334,127.022965,201916.938368,552532.39724,202140.545166,552756.004038
G50K_R0073_C0015,강서구,1150011000,개화동,1.0,73,15,50000.0,5.0,42.0,8.4,4890.71,29263.28,4890.71,24.0,24.0,0.097814,6.0,1.2,1593.05,1593.05,0.031861,N,N,37.575192,126.802743,182463.146964,552756.004038,182686.753762,552979.610836
G50K_R0073_C0018,강서구,1150010900,방화동,1.0,73,18,50000.0,5.0,98.0,19.6,72750.62,407609.19,72750.62,89.0,89.0,1.455012,10.0,2.0,3848.18,3848.18,0.076964,N,N,37.575204,126.810337,183133.967357,552756.004038,183357.574155,552979.610836
G50K_R0073_C0019,강서구,1150010900,방화동,1.0,73,19,50000.0,5.0,66.0,13.2,63083.396,885575.8300000001,63083.396,52.0,52.0,1.261668,4.0,0.8,1435.8,1435.8,0.028716,N,N,37.575209,126.812868,183357.574155,552756.004038,183581.180953,552979.610836
G50K_R0073_C0020,강서구,1150010900,방화동,1.0,73,20,50000.0,5.0,26.0,5.2,61948.01,1421527.7,61948.01,15.0,15.0,1.23896,3.0,0.6,2142.32,2142.32,0.042846,N,N,37.575212,126.815399,183581.180953,552756.004038,183804.78775,552979.610836
G50K_R0073_C0021,강서구,1150010900,방화동,1.0,73,21,50000.0,5.0,23.0,4.6,86273.81,5961081.16,86273.81,11.0,11.0,1.725476,0.0,0.0,0.0,0.0,0.0,N,N,37.575216,126.817931,183804.78775,552756.004038,184028.394548,552979.610836
G50K_R0073_C0026,강서구,1150010500,마곡동,1.0,73,26,50000.0,5.0,30.0,6.0,87.84,436492.0,87.84,2.0,2.0,0.001757,2.0,0.4,87.84,87.84,0.001757,N,N,37.575235,126.830587,184922.821739,552756.004038,185146.428537,552979.610836
G50K_R0073_C0027,강서구,1150010500,마곡동,1.0,73,27,50000.0,5.0,31.0,6.2,450.0,872912.0,450.0,1.0,1.0,0.009,1.0,0.2,450.0,450.0,0.009,N,N,37.575239,126.833118,185146.428537,552756.004038,185370.035335,552979.610836
G50K_R0073_C0029,강서구,1150010500,마곡동,1.0,73,29,50000.0,5.0,25.0,5.0,58259.33,1955761.6500000001,58259.33,18.0,18.0,1.165187,3.0,0.6,897.18,897.18,0.017944,N,N,37.575246,126.838181,185593.642132,552756.004038,185817.24893,552979.610836
G50K_R0073_C0030,강서구,1150010400,가양동,1.0,73,30,50000.0,5.0,3.0,0.6,28.35,28.35,28.35,1.0,1.0,0.000567,1.0,0.2,28.35,28.35,0.000567,N,N,37.575249,126.840712,185817.24893,552756.004038,186040.855728,552979.610836
G50K_R0073_C0040,마포구,1144012700,상암동,1.0,73,40,50000.0,5.0,8.0,1.6,754.93,37902.0,754.93,1.0,1.0,0.015099,1.0,0.2,754.93,754.93,0.015099,N,N,37.575281,126.866025,188053.316908,552756.004038,188276.923705,552979.610836
G50K_R0073_C0051,마포구,1144012700,상암동,1.0,73,51,50000.0,5.0,56.0,11.2,73158.07,98908.84,73158.07,47.0,47.0,1.463161,11.0,2.2,3448.04,3448.04,0.068961,N,N,37.575309,126.893869,190512.991683,552756.004038,190736.598481,552979.610836
G50K_R0073_C0052,마포구,1144012700,상암동,1.0,73,52,50000.0,5.0,151.0,30.2,58142.609,92094.629,58164.409,109.0,108.0,1.163288,32.0,6.4,13746.45,13746.45,0.274929,N,N,37.575311,126.896401,190736.598481,552756.004038,190960.205278,552979.610836
G50K_R0073_C0053,마포구,1144012700,상암동,1.0,73,53,50000.0,5.0,25.0,5.0,69206.7,179970.53,69206.7,9.0,9.0,1.384134,2.0,0.4,442.0,442.0,0.00884,N,N,37.575314,126.898932,190960.205278,552756.004038,191183.812076,552979.610836
G50K_R0073_C0076,종로구,1111018700,무악동,1.0,73,76,50000.0,5.0,47.0,9.4,30046.16,57693.100000000006,30046.16,40.0,40.0,0.600923,20.0,4.0,7830.26,7830.26,0.156605,N,N,37.575349,126.957152,196103.161627,552756.004038,196326.768424,552979.610836
G50K_R0073_C0077,종로구,1111018700,무악동,1.0,73,77,50000.0,5.0,28.0,5.6,87882.5,486476.18,87882.5,20.0,20.0,1.75765,3.0,0.6,449.27,449.27,0.008985,N,N,37.57535,126.959683,196326.768424,552756.004038,196550.375222,552979.610836
G50K_R0073_C0078,종로구,1111018100,행촌동,2.0,73,78,50000.0,5.0,242.0,48.4,63329.02,83662.15,63329.02,223.0,223.0,1.26658,9.0,1.8,1314.59,1314.59,0.026292,N,N,37.575351,126.962215,196550.375222,552756.004038,196773.98202,552979.610836
G50K_R0073_C0079,종로구,1111011500,사직동,1.0,73,79,50000.0,5.0,52.0,10.4,12063.52,67763.90000000001,12063.52,44.0,44.0,0.24127,6.0,1.2,2207.04,2207.04,0.044141,N,N,37.575352,126.964746,196773.98202,552756.004038,196997.588818,552979.610836
G50K_R0073_C0080,종로구,1111011500,사직동,3.0,73,80,50000.0,5.0,30.0,6.0,7291.83,17562.2,7291.83,17.0,17.0,0.145837,8.0,1.6,3582.07,3582.07,0.071641,N,N,37.575352,126.967277,196997.588818,552756.004038,197221.195615,552979.610836
G50K_R0073_C0081,종로구,1111011400,내자동,6.0,73,81,50000.0,5.0,108.0,21.6,88603.73,125028.98,88603.73,93.0,93.0,1.772075,64.0,12.8,17243.64,17243.64,0.344873,N,N,37.575353,126.969809,197221.195615,552756.004038,197444.802413,552979.610836
G50K_R0073_C0082,종로구,1111011400,내자동,3.0,73,82,50000.0,5.0,77.0,15.4,189222.88,560523.23,189222.88,55.0,55.0,3.784458,30.0,6.0,5750.79,5750.79,0.115016,N,N,37.575354,126.97234,197444.802413,552756.004038,197668.409211,552979.610836
G50K_R0073_C0083,종로구,1111010700,적선동,1.0,73,83,50000.0,5.0,20.0,4.0,35815.72,69261.06999999999,35815.72,9.0,9.0,0.716314,6.0,1.2,998.14,998.14,0.019963,N,N,37.575354,126.974871,197668.409211,552756.004038,197892.016009,552979.610836
G50K_R0073_C0084,종로구,1111011900,세종로,1.0,73,84,50000.0,5.0,7.0,1.4,370.05,6723.28,370.05,2.0,2.0,0.007401,1.0,0.2,85.27,85.27,0.001705,N,N,37.575355,126.977403,197892.016009,552756.004038,198115.622806,552979.610836
G50K_R0073_C0085,종로구,1111014400,사간동,3.0,73,85,50000.0,5.0,67.0,13.4,214600.74,406080.22000000003,214600.74,19.0,19.0,4.292015,8.0,1.6,1991.4,1991.4,0.039828,N,N,37.575355,126.979934,198115.622806,552756.004038,198339.229604,552979.610836
G50K_R0073_C0086,종로구,1111012400,수송동,4.0,73,86,50000.0,5.0,55.0,11.0,98450.75,232120.91999999998,98450.75,35.0,35.0,1.969015,22.0,4.4,4662.38,4662.38,0.093248,N,N,37.575356,126.982465,198339.229604,552756.004038,198562.836402,552979.610836
G50K_R0073_C0087,종로구,1111012800,관훈동,3.0,73,87,50000.0,5.0,126.0,25.2,92159.6,114681.86,92159.6,105.0,105.0,1.843192,74.0,14.8,18056.72,18056.72,0.361134,N,N,37.575356,126.984996,198562.836402,552756.004038,198786.4432,552979.610836
G50K_R0073_C0088,종로구,1111013400,경운동,3.0,73,88,50000.0,5.0,63.0,12.6,45337.78,93978.92,45337.78,55.0,55.0,0.906756,18.0,3.6,9645.45,9645.45,0.192909,N,N,37.575356,126.987528,198786.4432,552756.004038,199010.049997,552979.610836
G50K_R0073_C0089,종로구,1111013000,와룡동,4.0,73,89,50000.0,5.0,203.0,40.6,93848.26,175438.09,93848.26,171.0,171.0,1.876965,77.0,15.4,19312.91,19312.91,0.386258,N,N,37.575356,126.990059,199010.049997,552756.004038,199233.656795,552979.610836
G50K_R0073_C0090,종로구,1111013100,권농동,2.0,73,90,50000.0,5.0,57.0,11.4,5749.58,8231.65,5749.58,46.0,46.0,0.114992,25.0,5.0,3802.21,3802.21,0.076044,N,N,37.575357,126.99259,199233.656795,552756.004038,199457.263593,552979.610836
G50K_R0073_C0091,종로구,1111015900,원남동,1.0,73,91,50000.0,5.0,44.0,8.8,18458.06,31260.519999999997,18458.06,42.0,42.0,0.369161,10.0,2.0,4176.81,4176.81,0.083536,N,N,37.575357,126.995122,199457.263593,552756.004038,199680.870391,552979.610836
G50K_R0073_C0092,종로구,1111015900,원남동,2.0,73,92,50000.0,5.0,162.0,32.4,81248.55,158703.74000000002,81240.95,144.0,143.0,1.624819,92.0,18.4,24809.41,24801.81,0.496036,N,N,37.575357,126.997653,199680.870391,552756.004038,199904.477188,552979.610836
G50K_R0073_C0093,종로구,1111016000,연지동,4.0,73,93,50000.0,5.0,95.0,19.0,127502.57,246172.87,127502.57,82.0,82.0,2.550051,43.0,8.6,15687.34,15687.34,0.313747,N,N,37.575357,127.000184,199904.477188,552756.004038,200128.083986,552979.610836
G50K_R0073_C0094,종로구,1111016200,효제동,4.0,73,94,50000.0,5.0,153.0,30.6,63592.14,121458.83,63592.14,126.0,126.0,1.271843,87.0,17.4,29826.12,29826.12,0.596522,N,N,37.575357,127.002716,200128.083986,552756.004038,200351.690784,552979.610836
G50K_R0073_C0095,종로구,1111016700,충신동,2.0,73,95,50000.0,5.0,275.0,55.0,62065.27,123471.95999999999,62065.27,224.0,224.0,1.241305,93.0,18.6,29013.9,29013.9,0.580278,N,N,37.575357,127.005247,200351.690784,552756.004038,200575.297582,552979.610836
G50K_R0073_C0096,종로구,1111016700,충신동,3.0,73,96,50000.0,5.0,436.0,87.2,38174.41,58233.57,38174.41,358.0,358.0,0.763488,21.0,4.2,7789.27,7789.27,0.155785,N,N,37.575357,127.007778,200575.297582,552756.004038,200798.904379,552979.610836
G50K_R0073_C0097,종로구,1111017400,창신동,1.0,73,97,50000.0,5.0,369.0,73.8,62435.778,95070.98,62431.008,277.0,276.0,1.24862,43.0,8.6,10706.53,10701.76,0.214035,N,N,37.575356,127.01031,200798.904379,552756.004038,201022.511177,552979.610836
G50K_R0073_C0098,종로구,1111017400,창신동,1.0,73,98,50000.0,5.0,334.0,66.8,31123.53,49974.7,31123.53,237.0,237.0,0.622471,17.0,3.4,3474.17,3474.17,0.069483,N,N,37.575356,127.012841,201022.511177,552756.004038,201246.117975,552979.610836
G50K_R0073_C0099,종로구,1111017500,숭인동,2.0,73,99,50000.0,5.0,312.0,62.4,76826.77,569778.59,76774.34,241.0,240.0,1.535487,53.0,10.6,10641.88,10589.45,0.211789,N,N,37.575356,127.015372,201246.117975,552756.004038,201469.724773,552979.610836
G50K_R0073_C0100,종로구,1111017500,숭인동,1.0,73,100,50000.0,5.0,293.0,58.6,37886.26,66740.12,37886.26,207.0,207.0,0.757725,19.0,3.8,8035.71,8035.71,0.160714,N,N,37.575355,127.017903,201469.724773,552756.004038,201693.33157,552979.610836
G50K_R0073_C0101,종로구,1111017500,숭인동,1.0,73,101,50000.0,5.0,246.0,49.2,73517.07,106386.85,73517.07,180.0,180.0,1.470341,40.0,8.0,15219.73,15219.73,0.304395,N,N,37.575355,127.020435,201693.33157,552756.004038,201916.938368,552979.610836
G50K_R0073_C0102,종로구,1111017500,숭인동,1.0,73,102,50000.0,5.0,69.0,13.8,57069.62,104848.8,57069.62,55.0,55.0,1.141392,31.0,6.2,9491.89,9491.89,0.189838,N,N,37.575355,127.022966,201916.938368,552756.004038,202140.545166,552979.610836
G50K_R0074_C0014,강서구,1150011000,개화동,1.0,74,14,50000.0,5.0,27.0,5.4,1587.0,171311.34,1587.0,7.0,7.0,0.03174,1.0,0.2,76.8,76.8,0.001536,N,N,37.577202,126.800206,182239.540166,552979.610836,182463.146964,553203.217633
G50K_R0074_C0015,강서구,1150011000,개화동,1.0,74,15,50000.0,5.0,95.0,19.0,8729.205,18853.625,8729.205,50.0,50.0,0.174584,6.0,1.2,1343.94,1343.94,0.026879,N,N,37.577207,126.802738,182463.146964,552979.610836,182686.753762,553203.217633
G50K_R0074_C0019,강서구,1150010900,방화동,1.0,74,19,50000.0,5.0,32.0,6.4,102829.663,2091935.56,102829.663,16.0,16.0,2.056593,3.0,0.6,18596.06,18596.06,0.371921,N,N,37.577223,126.812863,183357.574155,552979.610836,183581.180953,553203.217633
G50K_R0074_C0020,강서구,1150010900,방화동,1.0,74,20,50000.0,5.0,83.0,16.6,96153.9,5373150.45,96153.9,67.0,67.0,1.923078,11.0,2.2,7607.07,7607.07,0.152141,N,N,37.577227,126.815394,183581.180953,552979.610836,183804.78775,553203.217633
G50K_R0074_C0021,강서구,1150010900,방화동,1.0,74,21,50000.0,5.0,67.0,13.4,56377.78,495244.32999999996,56377.78,54.0,54.0,1.127556,7.0,1.4,3792.66,3792.66,0.075853,N,N,37.577231,126.817926,183804.78775,552979.610836,184028.394548,553203.217633
G50K_R0074_C0024,강서구,1150010500,마곡동,1.0,74,24,50000.0,5.0,18.0,3.6,1210.29,2039713.0,1210.29,2.0,2.0,0.024206,1.0,0.2,129.24,129.24,0.002585,N,N,37.577243,126.82552,184475.608144,552979.610836,184699.214941,553203.217633
G50K_R0074_C0029,강서구,1150010500,마곡동,1.0,74,29,50000.0,5.0,11.0,2.2,7018.82,306541.16000000003,7018.82,4.0,4.0,0.140376,1.0,0.2,1336.76,1336.76,0.026735,N,N,37.577261,126.838177,185593.642132,552979.610836,185817.24893,553203.217633
G50K_R0074_C0039,마포구,1144012700,상암동,1.0,74,39,50000.0,5.0,11.0,2.2,1010.5,1010.5,1010.5,2.0,2.0,0.02021,2.0,0.4,1010.5,1010.5,0.02021,N,N,37.577293,126.86349,187829.71011,552979.610836,188053.316908,553203.217633
G50K_R0074_C0048,마포구,1144012700,상암동,1.0,74,48,50000.0,5.0,16.0,3.2,4418.28,6693.69,4418.28,4.0,4.0,0.088366,1.0,0.2,257.1,257.1,0.005142,N,N,37.577317,126.886273,189842.17129,552979.610836,190065.778087,553203.217633
G50K_R0074_C0051,마포구,1144012700,상암동,1.0,74,51,50000.0,5.0,168.0,33.6,59075.286,119848.03,59134.786,132.0,131.0,1.182696,58.0,11.6,24669.52,24669.52,0.49339,N,N,37.577324,126.893867,190512.991683,552979.610836,190736.598481,553203.217633
G50K_R0074_C0052,마포구,1144012700,상암동,1.0,74,52,50000.0,5.0,189.0,37.8,55415.1,110782.54,55415.1,155.0,155.0,1.108302,51.0,10.2,15704.41,15704.41,0.314088,N,N,37.577326,126.896398,190736.598481,552979.610836,190960.205278,553203.217633
G50K_R0074_C0076,종로구,1111018700,무악동,1.0,74,76,50000.0,5.0,22.0,4.4,59596.224,59596.224,59596.224,18.0,18.0,1.191924,1.0,0.2,99.07,99.07,0.001981,N,N,37.577364,126.957151,196103.161627,552979.610836,196326.768424,553203.217633
G50K_R0074_C0077,종로구,1111018700,무악동,1.0,74,77,50000.0,5.0,35.0,7.0,29076.68,29076.68,29076.68,10.0,10.0,0.581534,1.0,0.2,15.57,15.57,0.000311,N,N,37.577365,126.959682,196326.768424,552979.610836,196550.375222,553203.217633
G50K_R0074_C0078,종로구,1111018700,무악동,1.0,74,78,50000.0,5.0,34.0,6.8,19717.54,23682.31,19943.94,14.0,13.0,0.398879,1.0,0.2,738.78,738.78,0.014776,N,N,37.577365,126.962214,196550.375222,552979.610836,196773.98202,553203.217633
G50K_R0074_C0079,종로구,1111010900,누상동,1.0,74,79,50000.0,5.0,8.0,1.6,884.54,504455.54,884.54,2.0,2.0,0.017691,0.0,0.0,0.0,0.0,0.0,N,N,37.577366,126.964745,196773.98202,552979.610836,196997.588818,553203.217633
G50K_R0074_C0080,종로구,1111011300,필운동,5.0,74,80,50000.0,5.0,112.0,22.4,28180.65,239520.78,28180.65,90.0,90.0,0.563613,14.0,2.8,2488.39,2488.39,0.049768,N,N,37.577367,126.967276,196997.588818,552979.610836,197221.195615,553203.217633
G50K_R0074_C0081,종로구,1111011300,필운동,5.0,74,81,50000.0,5.0,325.0,65.0,37296.88,79129.88,37296.88,248.0,248.0,0.745938,78.0,15.6,10897.96,10897.96,0.217959,N,N,37.577368,126.969808,197221.195615,552979.610836,197444.802413,553203.217633
G50K_R0074_C0082,종로구,1111011200,체부동,4.0,74,82,50000.0,5.0,197.0,39.4,47076.48,98088.09,47505.18,155.0,152.0,0.950104,90.0,18.0,24529.47,24958.17,0.499163,N,N,37.577368,126.972339,197444.802413,552979.610836,197668.409211,553203.217633
G50K_R0074_C0083,종로구,1111010600,통의동,2.0,74,83,50000.0,5.0,29.0,5.8,39341.94,520751.3,39341.94,18.0,18.0,0.786839,14.0,2.8,4859.52,4859.52,0.09719,N,N,37.577369,126.974871,197668.409211,552979.610836,197892.016009,553203.217633
G50K_R0074_C0084,종로구,1111011900,세종로,1.0,74,84,50000.0,5.0,14.0,2.8,10084.15,10084.15,10084.15,7.0,7.0,0.201683,1.0,0.2,8758.66,8758.66,0.175173,N,N,37.577369,126.977402,197892.016009,552979.610836,198115.622806,553203.217633
G50K_R0074_C0085,종로구,1111014400,사간동,3.0,74,85,50000.0,5.0,51.0,10.2,21436.34,42751.03,21436.34,34.0,34.0,0.428727,15.0,3.0,5186.75,5186.75,0.103735,N,N,37.57737,126.979933,198115.622806,552979.610836,198339.229604,553203.217633
G50K_R0074_C0086,종로구,1111014100,안국동,3.0,74,86,50000.0,5.0,44.0,8.8,27019.81,182621.55,27369.61,38.0,37.0,0.547392,9.0,1.8,1561.18,1561.18,0.031224,N,N,37.57737,126.982465,198339.229604,552979.610836,198562.836402,553203.217633
G50K_R0074_C0087,종로구,1111014100,안국동,3.0,74,87,50000.0,5.0,174.0,34.8,53583.39,249858.71,53583.39,125.0,125.0,1.071668,72.0,14.4,12814.57,12814.57,0.256291,N,N,37.577371,126.984996,198562.836402,552979.610836,198786.4432,553203.217633
G50K_R0074_C0088,종로구,1111014700,재동,4.0,74,88,50000.0,5.0,45.0,9.0,159324.6,470398.71,159324.6,33.0,33.0,3.186492,19.0,3.8,5971.04,5971.04,0.119421,N,N,37.577371,126.987527,198786.4432,552979.610836,199010.049997,553203.217633
G50K_R0074_C0089,종로구,1111013000,와룡동,3.0,74,89,50000.0,5.0,89.0,17.8,65322.99,127139.31,65322.93,64.0,63.0,1.306459,35.0,7.0,11709.05,11708.99,0.23418,N,N,37.577371,126.990059,199010.049997,552979.610836,199233.656795,553203.217633
G50K_R0074_C0090,종로구,1111013100,권농동,1.0,74,90,50000.0,5.0,42.0,8.4,5170.09,7721.909999999999,5170.09,28.0,28.0,0.103402,13.0,2.6,1222.73,1222.73,0.024455,N,N,37.577371,126.99259,199233.656795,552979.610836,199457.263593,553203.217633
