그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,상가연면적합계_m2,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0037_C0151,송파구,1171011400,마천동,1.0,37,151,50000.0,5.0,12.0,2.4,5598.41,13798.73,5598.41,12.0,12.0,0.111968,1.0,0.2,66.0,66.0,0.00132,N,N,37.502736,127.146858,212873.671458,544706.159319,213097.278256,544929.766117
G50K_R0037_C0153,송파구,1171011400,마천동,1.0,37,153,50000.0,5.0,5.0,1.0,607.29,4518.3,607.29,4.0,4.0,0.012146,2.0,0.4,309.27,309.27,0.006185,N,N,37.50273,127.151915,213320.885053,544706.159319,213544.491851,544929.766117
G50K_R0038_C0052,영등포구,1156013300,대림동,2.0,38,52,50000.0,5.0,92.0,18.4,87856.0,232933.81999999998,87856.0,79.0,79.0,1.75712,9.0,1.8,3288.6,3288.6,0.065772,N,N,37.504797,126.896498,190736.598481,544929.766117,190960.205278,545153.372914
G50K_R0038_C0053,영등포구,1156011800,도림동,2.0,38,53,50000.0,5.0,58.0,11.6,63421.78,83731.56,64148.88,53.0,52.0,1.282978,3.0,0.6,2443.44,2443.44,0.048869,N,N,37.504799,126.899027,190960.205278,544929.766117,191183.812076,545153.372914
G50K_R0038_C0054,영등포구,1156013200,신길동,2.0,38,54,50000.0,5.0,52.0,10.4,89485.02,128925.695,89485.02,41.0,41.0,1.7897,10.0,2.0,15177.37,15177.37,0.303547,N,N,37.504801,126.901556,191183.812076,544929.766117,191407.418874,545153.372914
G50K_R0038_C0055,영등포구,1156013200,신길동,1.0,38,55,50000.0,5.0,178.0,35.6,29893.96,46781.94,29893.96,168.0,168.0,0.597879,18.0,3.6,4530.62,4530.62,0.090612,N,N,37.504803,126.904085,191407.418874,544929.766117,191631.025672,545153.372914
G50K_R0038_C0056,영등포구,1156013200,신길동,1.0,38,56,50000.0,5.0,36.0,7.2,6276.41,8938.39,6276.41,32.0,32.0,0.125528,10.0,2.0,1291.89,1291.89,0.025838,N,N,37.504806,126.906614,191631.025672,544929.766117,191854.632469,545153.372914
G50K_R0038_C0057,영등포구,1156013200,신길동,1.0,38,57,50000.0,5.0,16.0,3.2,21546.14,56780.75,21546.14,13.0,13.0,0.430923,7.0,1.4,7431.53,7431.53,0.148631,N,N,37.504807,126.909143,191854.632469,544929.766117,192078.239267,545153.372914
G50K_R0038_C0058,영등포구,1156013200,신길동,1.0,38,58,50000.0,5.0,28.0,5.6,24151.05,40914.22,24151.05,22.0,22.0,0.483021,15.0,3.0,11075.36,11075.36,0.221507,N,N,37.504809,126.911672,192078.239267,544929.766117,192301.846065,545153.372914
G50K_R0038_C0059,영등포구,1156013200,신길동,1.0,38,59,50000.0,5.0,73.0,14.6,55034.05,73982.43,55034.05,66.0,66.0,1.100681,8.0,1.6,3788.49,3788.49,0.07577,N,N,37.504811,126.914201,192301.846065,544929.766117,192525.452863,545153.372914
G50K_R0038_C0060,영등포구,1156013200,신길동,1.0,38,60,50000.0,5.0,19.0,3.8,38002.56,182545.15,38002.56,6.0,6.0,0.760051,0.0,0.0,0.0,0.0,0.0,N,N,37.504813,126.91673,192525.452863,544929.766117,192749.05966,545153.372914
G50K_R0038_C0062,영등포구,1156013200,신길동,1.0,38,62,50000.0,5.0,58.0,11.6,34447.49,107769.64,34447.49,41.0,41.0,0.68895,24.0,4.8,9412.39,9412.39,0.188248,N,N,37.504817,126.921788,192972.666458,544929.766117,193196.273256,545153.372914
G50K_R0038_C0087,서초구,1165010700,반포동,1.0,38,87,50000.0,5.0,6.0,1.2,21957.95,296630.05,21957.95,6.0,6.0,0.439159,1.0,0.2,223.9,223.9,0.004478,N,N,37.504841,126.985011,198562.836402,544929.766117,198786.4432,545153.372914
G50K_R0038_C0091,서초구,1165010700,반포동,1.0,38,91,50000.0,5.0,26.0,5.2,67019.04,173206.62,67019.04,14.0,14.0,1.340381,4.0,0.8,15877.76,15877.76,0.317555,N,N,37.504842,126.995126,199457.263593,544929.766117,199680.870391,545153.372914
G50K_R0038_C0093,서초구,1165010700,반포동,1.0,38,93,50000.0,5.0,12.0,2.4,87231.07,117275.68,87231.07,9.0,9.0,1.744621,2.0,0.4,33988.26,33988.26,0.679765,N,N,37.504842,127.000184,199904.477188,544929.766117,200128.083986,545153.372914
G50K_R0038_C0094,서초구,1165010600,잠원동,2.0,38,94,50000.0,5.0,25.0,5.0,26296.61,64105.46,26296.61,4.0,4.0,0.525932,2.0,0.4,18608.34,18608.34,0.372167,N,N,37.504842,127.002713,200128.083986,544929.766117,200351.690784,545153.372914
G50K_R0038_C0095,서초구,1165010700,반포동,1.0,38,95,50000.0,5.0,9.0,1.8,429203.64,2425655.9000000004,429203.64,3.0,3.0,8.584073,2.0,0.4,374968.0,374968.0,7.49936,N,N,37.504842,127.005242,200351.690784,544929.766117,200575.297582,545153.372914
G50K_R0038_C0097,서초구,1165010700,반포동,1.0,38,97,50000.0,5.0,14.0,2.8,117978.759,223887.009,117978.759,12.0,12.0,2.359575,2.0,0.4,2709.29,2709.29,0.054186,N,N,37.504842,127.0103,200798.904379,544929.766117,201022.511177,545153.372914
G50K_R0038_C0100,서초구,1165010700,반포동,1.0,38,100,50000.0,5.0,40.0,8.0,64005.32,81191.89,64005.32,37.0,37.0,1.280106,3.0,0.6,1314.31,1314.31,0.026286,N,N,37.504841,127.017887,201469.724773,544929.766117,201693.33157,545153.372914
G50K_R0038_C0101,서초구,1165010700,반포동,1.0,38,101,50000.0,5.0,148.0,29.6,80669.78,162955.05,80669.78,142.0,142.0,1.613396,37.0,7.4,24470.63,24470.63,0.489413,N,N,37.504841,127.020416,201693.33157,544929.766117,201916.938368,545153.372914
G50K_R0038_C0102,서초구,1165010700,반포동,2.0,38,102,50000.0,5.0,104.0,20.8,83785.85,169979.16999999998,83785.85,85.0,85.0,1.675717,44.0,8.8,44965.25,44965.25,0.899305,N,N,37.50484,127.022944,201916.938368,544929.766117,202140.545166,545153.372914
G50K_R0038_C0103,강남구,1168010800,논현동,2.0,38,103,50000.0,5.0,62.0,12.4,82380.76,151872.69,82380.76,54.0,54.0,1.647615,33.0,6.6,43372.0,43372.0,0.86744,N,N,37.50484,127.025473,202140.545166,544929.766117,202364.151964,545153.372914
G50K_R0038_C0104,강남구,1168010100,역삼동,2.0,38,104,50000.0,5.0,51.0,10.2,129792.65,370576.97,129445.77,42.0,41.0,2.588915,23.0,4.6,10447.42,10447.42,0.208948,N,N,37.504839,127.028002,202364.151964,544929.766117,202587.758761,545153.372914
G50K_R0038_C0105,강남구,1168010100,역삼동,2.0,38,105,50000.0,5.0,85.0,17.0,45337.602,100291.34,45337.602,78.0,78.0,0.906752,43.0,8.6,23958.812,23958.812,0.479176,N,N,37.504838,127.030531,202587.758761,544929.766117,202811.365559,545153.372914
G50K_R0038_C0106,강남구,1168010100,역삼동,2.0,38,106,50000.0,5.0,104.0,20.8,39617.97,84948.8,39617.97,100.0,100.0,0.792359,45.0,9.0,19154.52,19154.52,0.38309,N,N,37.504838,127.03306,202811.365559,544929.766117,203034.972357,545153.372914
G50K_R0038_C0107,강남구,1168010100,역삼동,1.0,38,107,50000.0,5.0,78.0,15.6,79390.84,160818.19,79390.84,72.0,72.0,1.587817,30.0,6.0,38392.0,38392.0,0.76784,N,N,37.504837,127.035589,203034.972357,544929.766117,203258.579155,545153.372914
G50K_R0038_C0108,강남구,1168010100,역삼동,1.0,38,108,50000.0,5.0,89.0,17.8,88150.34,256283.78999999998,88150.34,83.0,83.0,1.763007,16.0,3.2,9416.63,9416.63,0.188333,N,N,37.504836,127.038118,203258.579155,544929.766117,203482.185952,545153.372914
G50K_R0038_C0109,강남구,1168010100,역삼동,1.0,38,109,50000.0,5.0,90.0,18.0,67894.73,128775.56,67894.73,86.0,86.0,1.357895,30.0,6.0,21379.13,21379.13,0.427583,N,N,37.504835,127.040647,203482.185952,544929.766117,203705.79275,545153.372914
G50K_R0038_C0110,강남구,1168010100,역삼동,1.0,38,110,50000.0,5.0,95.0,19.0,114750.48,380625.96,114376.14,93.0,92.0,2.287523,57.0,11.4,44264.68,44264.68,0.885294,N,N,37.504835,127.043176,203705.79275,544929.766117,203929.399548,545153.372914
G50K_R0038_C0111,강남구,1168010100,역삼동,1.0,38,111,50000.0,5.0,96.0,19.2,133112.89,232789.83000000002,133112.89,87.0,87.0,2.662258,31.0,6.2,39639.75,39639.75,0.792795,N,N,37.504834,127.045705,203929.399548,544929.766117,204153.006346,545153.372914
G50K_R0038_C0112,강남구,1168010100,역삼동,2.0,38,112,50000.0,5.0,46.0,9.2,187272.78,274662.46,187272.78,38.0,38.0,3.745456,21.0,4.2,36916.47,36916.47,0.738329,N,N,37.504833,127.048234,204153.006346,544929.766117,204376.613143,545153.372914
G50K_R0038_C0113,강남구,1168010500,삼성동,2.0,38,113,50000.0,5.0,35.0,7.0,296671.45,531062.91,296671.45,28.0,28.0,5.933429,3.0,0.6,13815.72,13815.72,0.276314,N,N,37.504832,127.050763,204376.613143,544929.766117,204600.219941,545153.372914
G50K_R0038_C0114,강남구,1168010600,대치동,2.0,38,114,50000.0,5.0,55.0,11.0,15606448.35,619083.03,335820.55,52.0,51.0,6.716411,14.0,2.8,25904.09,25904.09,0.518082,N,N,37.50483,127.053292,204600.219941,544929.766117,204823.826739,545153.372914
G50K_R0038_C0115,강남구,1168010600,대치동,2.0,38,115,50000.0,5.0,46.0,9.2,366550.2,989395.82,366550.2,45.0,45.0,7.331004,20.0,4.0,23712.47,23712.47,0.474249,N,N,37.504829,127.05582,204823.826739,544929.766117,205047.433537,545153.372914
G50K_R0038_C0116,강남구,1168010600,대치동,2.0,38,116,50000.0,5.0,101.0,20.2,100964.86,171452.55,100964.86,101.0,101.0,2.019297,47.0,9.4,33753.15,33753.15,0.675063,N,N,37.504828,127.058349,205047.433537,544929.766117,205271.040334,545153.372914
G50K_R0038_C0117,강남구,1168010600,대치동,1.0,38,117,50000.0,5.0,80.0,16.0,65708.41,318031.75,65708.41,79.0,79.0,1.314168,16.0,3.2,16381.37,16381.37,0.327627,N,N,37.504827,127.060878,205271.040334,544929.766117,205494.647132,545153.372914
G50K_R0038_C0118,강남구,1168010600,대치동,1.0,38,118,50000.0,5.0,42.0,8.4,72186.88,160548.79,72186.88,28.0,28.0,1.443738,9.0,1.8,12785.54,12785.54,0.255711,N,N,37.504825,127.063407,205494.647132,544929.766117,205718.25393,545153.372914
G50K_R0038_C0119,강남구,1168010600,대치동,1.0,38,119,50000.0,5.0,28.0,5.6,70361.04,217002.83000000002,70361.04,19.0,19.0,1.407221,8.0,1.6,9070.16,9070.16,0.181403,N,N,37.504824,127.065936,205718.25393,544929.766117,205941.860728,545153.372914
G50K_R0038_C0120,강남구,1168010600,대치동,1.0,38,120,50000.0,5.0,9.0,1.8,1346.61,1346.61,1346.61,1.0,1.0,0.026932,1.0,0.2,1346.61,1346.61,0.026932,N,N,37.504823,127.068465,205941.860728,544929.766117,206165.467525,545153.372914
G50K_R0038_C0123,송파구,1171010100,잠실동,1.0,38,123,50000.0,5.0,30.0,6.0,8764.06,136010.0,8764.06,2.0,2.0,0.175281,1.0,0.2,304.08,304.08,0.006082,N,N,37.504818,127.076052,206612.681121,544929.766117,206836.287919,545153.372914
G50K_R0038_C0124,송파구,1171010100,잠실동,1.0,38,124,50000.0,5.0,121.0,24.2,73121.933,157001.753,73121.933,113.0,113.0,1.462439,11.0,2.2,8546.63,8546.63,0.170933,N,N,37.504816,127.078581,206836.287919,544929.766117,207059.894716,545153.372914
G50K_R0038_C0125,송파구,1171010100,잠실동,1.0,38,125,50000.0,5.0,175.0,35.0,84713.418,182470.8,84713.418,165.0,165.0,1.694268,10.0,2.0,6626.628,6626.628,0.132533,N,N,37.504815,127.08111,207059.894716,544929.766117,207283.501514,545153.372914
G50K_R0038_C0126,송파구,1171010100,잠실동,1.0,38,126,50000.0,5.0,141.0,28.2,74730.936,149476.466,74730.936,132.0,132.0,1.494619,19.0,3.8,20277.676,20277.676,0.405554,N,N,37.504813,127.083639,207283.501514,544929.766117,207507.108312,545153.372914
G50K_R0038_C0127,송파구,1171010100,잠실동,1.0,38,127,50000.0,5.0,114.0,22.8,90686.08,166367.76,90686.08,95.0,95.0,1.813722,25.0,5.0,20753.1,20753.1,0.415062,N,N,37.504811,127.086168,207507.108312,544929.766117,207730.71511,545153.372914
G50K_R0038_C0128,송파구,1171010600,삼전동,2.0,38,128,50000.0,5.0,86.0,17.2,77126.8678,171991.54,77126.8678,81.0,81.0,1.542537,28.0,5.6,24534.72,24534.72,0.490694,N,N,37.504809,127.088696,207730.71511,544929.766117,207954.321907,545153.372914
G50K_R0038_C0129,송파구,1171010600,삼전동,1.0,38,129,50000.0,5.0,157.0,31.4,84200.42,189145.55,84200.42,149.0,149.0,1.684008,13.0,2.6,10317.1,10317.1,0.206342,N,N,37.504807,127.091225,207954.321907,544929.766117,208177.928705,545153.372914
G50K_R0038_C0130,송파구,1171010600,삼전동,2.0,38,130,50000.0,5.0,184.0,36.8,87612.201,182310.01,87612.201,179.0,179.0,1.752244,17.0,3.4,10351.24,10351.24,0.207025,N,N,37.504805,127.093754,208177.928705,544929.766117,208401.535503,545153.372914
G50K_R0038_C0131,송파구,1171010600,삼전동,2.0,38,131,50000.0,5.0,145.0,29.0,83242.48,162095.92,83242.48,140.0,140.0,1.66485,34.0,6.8,25991.61,25991.61,0.519832,N,N,37.504803,127.096283,208401.535503,544929.766117,208625.142301,545153.372914
G50K_R0038_C0132,송파구,1171010500,석촌동,1.0,38,132,50000.0,5.0,160.0,32.0,84938.26,179234.71,84938.26,157.0,157.0,1.698765,24.0,4.8,18315.555,18315.555,0.366311,N,N,37.504801,127.098812,208625.142301,544929.766117,208848.749098,545153.372914
G50K_R0038_C0133,송파구,1171010500,석촌동,1.0,38,133,50000.0,5.0,147.0,29.4,74898.235,160710.55,74898.235,145.0,145.0,1.497965,10.0,2.0,6907.62,6907.62,0.138152,N,N,37.504799,127.101341,208848.749098,544929.766117,209072.355896,545153.372914
G50K_R0038_C0134,송파구,1171010500,석촌동,2.0,38,134,50000.0,5.0,130.0,26.0,73615.01,569078.43,73615.01,129.0,129.0,1.4723,11.0,2.2,6610.65,6610.65,0.132213,N,N,37.504797,127.10387,209072.355896,544929.766117,209295.962694,545153.372914
G50K_R0038_C0135,송파구,1171010500,석촌동,2.0,38,135,50000.0,5.0,68.0,13.6,84352.525,361096.18,84352.525,64.0,64.0,1.68705,27.0,5.4,22324.565,22324.565,0.446491,N,N,37.504795,127.106399,209295.962694,544929.766117,209519.569492,545153.372914
G50K_R0038_C0136,송파구,1171010400,송파동,2.0,38,136,50000.0,5.0,127.0,25.4,73626.63,147938.25,73626.63,124.0,124.0,1.472533,29.0,5.8,20034.52,20034.52,0.40069,N,N,37.504792,127.108928,209519.569492,544929.766117,209743.176289,545153.372914
G50K_R0038_C0137,송파구,1171010400,송파동,1.0,38,137,50000.0,5.0,160.0,32.0,72262.605,140855.89,72262.605,158.0,158.0,1.445252,17.0,3.4,9854.04,9854.04,0.197081,N,N,37.50479,127.111457,209743.176289,544929.766117,209966.783087,545153.372914
G50K_R0038_C0138,송파구,1171010400,송파동,1.0,38,138,50000.0,5.0,43.0,8.6,66377.006,76548.936,46753.886,37.0,35.0,0.935078,14.0,2.8,21551.54,21551.54,0.431031,N,N,37.504787,127.113986,209966.783087,544929.766117,210190.389885,545153.372914
G50K_R0038_C0140,송파구,1171010400,송파동,2.0,38,140,50000.0,5.0,30.0,6.0,127728.995,215257.12000000002,127728.995,17.0,17.0,2.55458,3.0,0.6,4444.075,4444.075,0.088882,N,N,37.504782,127.119043,210413.996683,544929.766117,210637.60348,545153.372914
G50K_R0038_C0141,송파구,1171010400,송파동,2.0,38,141,50000.0,5.0,19.0,3.8,104164.536,526436.056,104164.536,13.0,13.0,2.083291,1.0,0.2,3988.05,3988.05,0.079761,N,N,37.50478,127.121572,210637.60348,544929.766117,210861.210278,545153.372914
G50K_R0038_C0143,송파구,1171011200,오금동,1.0,38,143,50000.0,5.0,26.0,5.2,84449.475,94161.13,84449.475,21.0,21.0,1.68899,7.0,1.4,8271.97,8271.97,0.165439,N,N,37.504775,127.12663,211084.817076,544929.766117,211308.423874,545153.372914
G50K_R0038_C0145,송파구,1171011200,오금동,1.0,38,145,50000.0,5.0,27.0,5.4,18998.44,34769.74,18998.44,24.0,24.0,0.379969,10.0,2.0,8478.08,8478.08,0.169562,N,N,37.504769,127.131688,211532.030671,544929.766117,211755.637469,545153.372914
G50K_R0038_C0146,송파구,1171011200,오금동,1.0,38,146,50000.0,5.0,105.0,21.0,57255.099,106268.949,57255.099,103.0,103.0,1.145102,34.0,6.8,20574.62,20574.62,0.411492,N,N,37.504766,127.134217,211755.637469,544929.766117,211979.244267,545153.372914
G50K_R0038_C0147,송파구,1171011200,오금동,1.0,38,147,50000.0,5.0,67.0,13.4,36900.81,63011.57,36900.81,62.0,62.0,0.738016,20.0,4.0,13348.89,13348.89,0.266978,N,N,37.504763,127.136746,211979.244267,544929.766117,212202.851065,545153.372914
G50K_R0038_C0148,송파구,1171011200,오금동,1.0,38,148,50000.0,5.0,87.0,17.4,23099.73,49258.78,23099.73,45.0,45.0,0.461995,17.0,3.4,10479.18,10479.18,0.209584,N,N,37.50476,127.139275,212202.851065,544929.766117,212426.457862,545153.372914
G50K_R0038_C0149,송파구,1171011200,오금동,1.0,38,149,50000.0,5.0,24.0,4.8,15093.92,164515.75,15093.92,18.0,18.0,0.301878,1.0,0.2,322.46,322.46,0.006449,N,N,37.504757,127.141804,212426.457862,544929.766117,212650.06466,545153.372914
G50K_R0039_C0051,영등포구,1156011800,도림동,1.0,39,51,50000.0,5.0,13.0,2.6,42964.7,45366.87,42964.7,7.0,7.0,0.859294,0.0,0.0,0.0,0.0,0.0,N,N,37.50681,126.893967,190512.991683,545153.372914,190736.598481,545376.979712
G50K_R0039_C0052,영등포구,1156013300,대림동,1.0,39,52,50000.0,5.0,23.0,4.6,53355.73,291419.43,53355.73,15.0,15.0,1.067115,3.0,0.6,697.11,697.11,0.013942,N,N,37.506812,126.896496,190736.598481,545153.372914,190960.205278,545376.979712
G50K_R0039_C0053,영등포구,1156011800,도림동,1.0,39,53,50000.0,5.0,189.0,37.8,58948.12,106646.94,58948.12,179.0,179.0,1.178962,29.0,5.8,12507.09,12507.09,0.250142,N,N,37.506814,126.899025,190960.205278,545153.372914,191183.812076,545376.979712
G50K_R0039_C0054,영등포구,1156011800,도림동,2.0,39,54,50000.0,5.0,124.0,24.8,63571.065,102695.31,63571.065,110.0,110.0,1.271421,29.0,5.8,26287.935,26287.935,0.525759,N,N,37.506816,126.901554,191183.812076,545153.372914,191407.418874,545376.979712
G50K_R0039_C0055,영등포구,1156013200,신길동,2.0,39,55,50000.0,5.0,204.0,40.8,71442.02,846996.49,71442.02,184.0,184.0,1.42884,26.0,5.2,9551.02,9551.02,0.19102,N,N,37.506818,126.904082,191407.418874,545153.372914,191631.025672,545376.979712
G50K_R0039_C0056,영등포구,1156013200,신길동,1.0,39,56,50000.0,5.0,263.0,52.6,48708.18,84293.695,48708.18,244.0,244.0,0.974164,28.0,5.6,8995.53,8995.53,0.179911,N,N,37.50682,126.906611,191631.025672,545153.372914,191854.632469,545376.979712
G50K_R0039_C0057,영등포구,1156013200,신길동,1.0,39,57,50000.0,5.0,227.0,45.4,43636.71,72318.43000000001,43636.71,202.0,202.0,0.872734,39.0,7.8,8833.17,8833.17,0.176663,N,N,37.506822,126.90914,191854.632469,545153.372914,192078.239267,545376.979712
G50K_R0039_C0058,영등포구,1156013200,신길동,1.0,39,58,50000.0,5.0,173.0,34.6,55079.44,84095.05,55079.44,153.0,153.0,1.101589,33.0,6.6,14456.92,14456.92,0.289138,N,N,37.506824,126.911669,192078.239267,545153.372914,192301.846065,545376.979712
G50K_R0039_C0059,영등포구,1156013200,신길동,1.0,39,59,50000.0,5.0,166.0,33.2,94948.07,1633584.77,94891.52,146.0,145.0,1.89783,3.0,0.6,569.99,569.99,0.0114,N,N,37.506826,126.914198,192301.846065,545153.372914,192525.452863,545376.979712
G50K_R0039_C0061,영등포구,1156013200,신길동,1.0,39,61,50000.0,5.0,33.0,6.6,108509.56,7811218.140000001,106372.56,14.0,13.0,2.127451,2.0,0.4,7940.93,7940.93,0.158819,N,N,37.50683,126.919256,192749.05966,545153.372914,192972.666458,545376.979712
G50K_R0039_C0062,영등포구,1156013200,신길동,1.0,39,62,50000.0,5.0,159.0,31.8,55656.47,996349.28,55656.47,129.0,129.0,1.113129,19.0,3.8,9492.9,9492.9,0.189858,N,N,37.506831,126.921785,192972.666458,545153.372914,193196.273256,545376.979712
G50K_R0039_C0090,서초구,1165010700,반포동,1.0,39,90,50000.0,5.0,3.0,0.6,194.88,7396.0,194.88,1.0,1.0,0.003898,1.0,0.2,194.88,194.88,0.003898,N,N,37.506857,126.992597,199233.656795,545153.372914,199457.263593,545376.979712
G50K_R0039_C0093,서초구,1165010600,잠원동,1.0,39,93,50000.0,5.0,14.0,2.8,77015.64,113401.0,77015.64,10.0,10.0,1.540313,1.0,0.2,1013.0,1013.0,0.02026,N,N,37.506857,127.000184,199904.477188,545153.372914,200128.083986,545376.979712
G50K_R0039_C0094,서초구,1165010600,잠원동,1.0,39,94,50000.0,5.0,11.0,2.2,93543.17,105798.33,93543.17,7.0,7.0,1.870863,1.0,0.2,7785.68,7785.68,0.155714,N,N,37.506857,127.002713,200128.083986,545153.372914,200351.690784,545376.979712
G50K_R0039_C0095,서초구,1165010600,잠원동,2.0,39,95,50000.0,5.0,19.0,3.8,78329.8,89549.14,78329.8,9.0,9.0,1.566596,4.0,0.8,16788.77,16788.77,0.335775,N,N,37.506857,127.005242,200351.690784,545153.372914,200575.297582,545376.979712
G50K_R0039_C0096,서초구,1165010600,잠원동,2.0,39,96,50000.0,5.0,14.0,2.8,36635.24,67573.59,36635.24,5.0,5.0,0.732705,3.0,0.6,23549.11,23549.11,0.470982,N,N,37.506857,127.007771,200575.297582,545153.372914,200798.904379,545376.979712
G50K_R0039_C0097,서초구,1165010700,반포동,1.0,39,97,50000.0,5.0,12.0,2.4,82929.332,97304.944,82929.332,8.0,8.0,1.658587,1.0,0.2,19181.188,19181.188,0.383624,N,N,37.506857,127.0103,200798.904379,545153.372914,201022.511177,545376.979712
G50K_R0039_C0098,서초구,1165010700,반포동,1.0,39,98,50000.0,5.0,18.0,3.6,145825.9576,164420.54760000002,145825.9576,14.0,14.0,2.916519,1.0,0.2,4933.51,4933.51,0.09867,N,N,37.506856,127.012829,201022.511177,545153.372914,201246.117975,545376.979712
G50K_R0039_C0099,서초구,1165010700,반포동,1.0,39,99,50000.0,5.0,17.0,3.4,388019.2256,388019.2256,388019.2256,15.0,15.0,7.760385,1.0,0.2,1218.112,1218.112,0.024362,N,N,37.506856,127.015358,201246.117975,545153.372914,201469.724773,545376.979712
G50K_R0039_C0100,서초구,1165010700,반포동,1.0,39,100,50000.0,5.0,78.0,15.6,51481.31,118898.98999999999,51481.31,77.0,77.0,1.029626,4.0,0.8,887.89,887.89,0.017758,N,N,37.506856,127.017887,201469.724773,545153.372914,201693.33157,545376.979712
G50K_R0039_C0101,서초구,1165010700,반포동,1.0,39,101,50000.0,5.0,168.0,33.6,83593.846,164003.02,83593.846,167.0,167.0,1.671877,16.0,3.2,8491.76,8491.76,0.169835,N,N,37.506855,127.020416,201693.33157,545153.372914,201916.938368,545376.979712
G50K_R0039_C0102,서초구,1165010700,반포동,2.0,39,102,50000.0,5.0,103.0,20.6,98189.44,205045.69,98189.44,90.0,90.0,1.963789,57.0,11.4,58299.5,58299.5,1.16599,N,N,37.506855,127.022945,201916.938368,545153.372914,202140.545166,545376.979712
G50K_R0039_C0103,강남구,1168010800,논현동,1.0,39,103,50000.0,5.0,140.0,28.0,93245.76,188295.69,93245.76,138.0,138.0,1.864915,63.0,12.6,50825.24,50825.24,1.016505,N,N,37.506854,127.025474,202140.545166,545153.372914,202364.151964,545376.979712
G50K_R0039_C0104,강남구,1168010800,논현동,1.0,39,104,50000.0,5.0,112.0,22.4,146899.4637,263126.29,146899.4637,111.0,111.0,2.937989,36.0,7.2,23731.28,23731.28,0.474626,N,N,37.506854,127.028003,202364.151964,545153.372914,202587.758761,545376.979712
G50K_R0039_C0105,강남구,1168010800,논현동,2.0,39,105,50000.0,5.0,71.0,14.2,107169.875,254544.875,107169.875,68.0,68.0,2.143398,12.0,2.4,10930.08,10930.08,0.218602,N,N,37.506853,127.030532,202587.758761,545153.372914,202811.365559,545376.979712
G50K_R0039_C0106,강남구,1168010100,역삼동,2.0,39,106,50000.0,5.0,63.0,12.6,92260.47,195738.53,92260.47,59.0,59.0,1.845209,29.0,5.8,29900.01,29900.01,0.598,N,N,37.506853,127.033061,202811.365559,545153.372914,203034.972357,545376.979712
G50K_R0039_C0107,강남구,1168010100,역삼동,2.0,39,107,50000.0,5.0,87.0,17.4,83013.165,236234.715,83013.165,84.0,84.0,1.660263,37.0,7.4,27214.025,27214.025,0.54428,N,N,37.506852,127.03559,203034.972357,545153.372914,203258.579155,545376.979712
G50K_R0039_C0108,강남구,1168010100,역삼동,2.0,39,108,50000.0,5.0,110.0,22.0,73545.82,158012.87,73545.82,108.0,108.0,1.470916,25.0,5.0,16364.75,16364.75,0.327295,N,N,37.506851,127.038119,203258.579155,545153.372914,203482.185952,545376.979712
G50K_R0039_C0109,강남구,1168010100,역삼동,2.0,39,109,50000.0,5.0,67.0,13.4,110204.01,214895.07,110204.01,66.0,66.0,2.20408,23.0,4.6,25200.9,25200.9,0.504018,N,N,37.50685,127.040648,203482.185952,545153.372914,203705.79275,545376.979712
G50K_R0039_C0110,강남구,1168010100,역삼동,1.0,39,110,50000.0,5.0,114.0,22.8,62367.9667,127284.81,62367.9667,107.0,107.0,1.247359,6.0,1.2,2025.57,2025.57,0.040511,N,N,37.506849,127.043177,203705.79275,545153.372914,203929.399548,545376.979712
G50K_R0039_C0111,강남구,1168010100,역삼동,2.0,39,111,50000.0,5.0,102.0,20.4,69162.08,135914.13999999998,69162.08,100.0,100.0,1.383242,23.0,4.6,15821.76,15821.76,0.316435,N,N,37.506848,127.045706,203929.399548,545153.372914,204153.006346,545376.979712
G50K_R0039_C0112,강남구,1168010500,삼성동,2.0,39,112,50000.0,5.0,51.0,10.2,68824.29,136832.46,68824.29,39.0,39.0,1.376486,26.0,5.2,20772.03,20772.03,0.415441,N,N,37.506847,127.048235,204153.006346,545153.372914,204376.613143,545376.979712
G50K_R0039_C0113,강남구,1168010500,삼성동,1.0,39,113,50000.0,5.0,40.0,8.0,98163.85,176493.53,98163.85,26.0,26.0,1.963277,4.0,0.8,2006.5,2006.5,0.04013,N,N,37.506846,127.050764,204376.613143,545153.372914,204600.219941,545376.979712
G50K_R0039_C0114,강남구,1168010500,삼성동,1.0,39,114,50000.0,5.0,51.0,10.2,173749.88,321379.58,173749.88,49.0,49.0,3.474998,18.0,3.6,23334.6,23334.6,0.466692,N,N,37.506845,127.053293,204600.219941,545153.372914,204823.826739,545376.979712
G50K_R0039_C0115,강남구,1168010500,삼성동,1.0,39,115,50000.0,5.0,24.0,4.8,187649.91,314384.15,187649.91,19.0,19.0,3.752998,1.0,0.2,506.1,506.1,0.010122,N,N,37.506844,127.055822,204823.826739,545153.372914,205047.433537,545376.979712
