그리드ID,주요구,주요법정동코드,주요법정동명,격자_전체건물수,격자_상가수,격자_전체건물_입체화재하중밀도,격자_표제부매칭_보정밀도_후보_PK중복제거,건물ID,구,법정동코드,법정동명,주소,지번,건물용도코드,건물용도명,상가여부,연면적_m2,건축면적_m2,지상층수,지하층수,총층수,총층수_보정,원본분자,보정분자,면적계산가능여부,보정사유,건물중심좌표_EPSG5186_x,건물중심좌표_EPSG5186_y,표제부매칭상태,표제부후보수,표제부면적양수후보수,표제부선택후보_출처,표제부선택후보_출처파일,표제부선택후보_대지위치,표제부선택후보_도로명대지위치,표제부선택후보_관리건축물대장PK,표제부선택후보_대장종류,표제부선택후보_건물명,표제부선택후보_주부속구분,표제부선택후보_주용도코드,표제부선택후보_주용도코드명,표제부선택후보_대지면적_m2,표제부선택후보_건축면적_m2,표제부선택후보_연면적_m2,표제부선택후보_총동연면적_m2,표제부선택후보_지상층수,표제부선택후보_지하층수,표제부선택후보_총층수,표제부선택후보_총층수_보정,표제부선택후보_표제부_원본분자_건축면적x총층수,표제부선택후보_표제부_보정분자_후보,표제부선택후보_표제부_보정사유_후보,표제부선택후보_사용승인일,표제부선택후보_생성일자
G50K_R0027_C0104,서초구,1165010800,서초동,16,0,0.0,0.519002,0000202377154423061400000000,서초구,1165010800,서초동,서울특별시 서초구 서초동,367-3,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,202446.89744,542611.470376,표제부단일후보매칭,1,1,10개구_표제부_CSV,등기부등본_표제부_서초구.csv,서울특별시 서초구 서초동 367-3번지,서울특별시 서초구 남부순환로344길 10 (서초동),1023114135,일반건축물,우면산 배수지가압장,주건축물,03000,제1종근린생활시설,0.0,764.43,1259.41,1259.41,1.0,1.0,2,2.0,1528.86,1259.41,표제부_연면적사용,19811007,20250318
G50K_R0027_C0104,서초구,1165010800,서초동,16,0,0.0,0.519002,0000202425944422855000000000,서초구,1165010800,서초동,서울특별시 서초구 서초동,367-3,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,202495.681841,542590.832276,표제부단일후보매칭,1,1,10개구_표제부_CSV,등기부등본_표제부_서초구.csv,서울특별시 서초구 서초동 367-3번지,서울특별시 서초구 남부순환로344길 10 (서초동),1023114135,일반건축물,우면산 배수지가압장,주건축물,03000,제1종근린생활시설,0.0,764.43,1259.41,1259.41,1.0,1.0,2,2.0,1528.86,1259.41,표제부_연면적사용,19811007,20250318
G50K_R0027_C0104,서초구,1165010800,서초동,16,0,0.0,0.519002,0000202458884423657100000000,서초구,1165010800,서초동,서울특별시 서초구 서초동,367-3,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,202528.618691,542671.039931,표제부단일후보매칭,1,1,10개구_표제부_CSV,등기부등본_표제부_서초구.csv,서울특별시 서초구 서초동 367-3번지,서울특별시 서초구 남부순환로344길 10 (서초동),1023114135,일반건축물,우면산 배수지가압장,주건축물,03000,제1종근린생활시설,0.0,764.43,1259.41,1259.41,1.0,1.0,2,2.0,1528.86,1259.41,표제부_연면적사용,19811007,20250318
G50K_R0027_C0104,서초구,1165010800,서초동,16,0,0.0,0.519002,0000202462154423584600000000,서초구,1165010800,서초동,서울특별시 서초구 서초동,367-3,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,202531.889706,542663.791378,표제부단일후보매칭,1,1,10개구_표제부_CSV,등기부등본_표제부_서초구.csv,서울특별시 서초구 서초동 367-3번지,서울특별시 서초구 남부순환로344길 10 (서초동),1023114135,일반건축물,우면산 배수지가압장,주건축물,03000,제1종근린생활시설,0.0,764.43,1259.41,1259.41,1.0,1.0,2,2.0,1528.86,1259.41,표제부_연면적사용,19811007,20250318
G50K_R0027_C0104,서초구,1165010800,서초동,16,0,0.0,0.519002,0000202377034422494500000000,서초구,1165010800,서초동,서울특별시 서초구 서초동,380-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,202446.77752,542554.775321,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0027_C0104,서초구,1165010800,서초동,16,0,0.0,0.519002,0000202388994422659800000000,서초구,1165010800,서초동,서울특별시 서초구 서초동,380-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,202458.728542,542571.311988,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0009_C0114,서초구,1165011100,신원동,4,0,0.0,0.0,0000204618144383287000000000,서초구,1165010400,원지동,서울특별시 서초구 원지동,335,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,204687.929992,538634.093982,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0009_C0114,서초구,1165011100,신원동,4,0,0.0,0.0,0000204721864382978900000000,서초구,1165010400,원지동,서울특별시 서초구 원지동,342-2,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,204791.644405,538603.290566,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0009_C0114,서초구,1165011100,신원동,4,0,0.0,0.0,0000204751734382162200000000,서초구,1165010400,원지동,서울특별시 서초구 원지동,345,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,204821.519947,538521.613354,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0009_C0114,서초구,1165011100,신원동,4,0,0.0,0.0,0000204739954382568700000000,서초구,1165010400,원지동,서울특별시 서초구 원지동,350-2,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,204809.740547,538562.267764,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203658904489601600000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203728.528676,549265.455931,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203662414490128400000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203732.029522,549318.136254,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203663774490166700000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203733.394827,549321.960756,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203665064490204900000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203734.683002,549325.783772,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203668694490312800000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203738.318687,549336.574531,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203670204490349800000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203739.826301,549340.269595,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0057_C0110,성동구,1120011400,성수동1가,7,0,0.0,0.0,0000203671664490388100000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203741.284023,549344.106568,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0058_C0109,성동구,1120011400,성수동1가,2,0,0.0,0.0,0000203540614493129100000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203610.226291,549618.197742,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0058_C0109,성동구,1120011400,성수동1가,2,0,0.0,0.0,0000203590744493147900000000,성동구,1120011400,성수동1가,서울특별시 성동구 성수동1가,685-20,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,203660.358538,549620.0809,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0052_C0115,성동구,1120011500,성수동2가,1,0,0.0,0.0,0000204975774478852600000000,성동구,1120011500,성수동2가,서울특별시 성동구 성수동2가,158-2,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,205045.39856,548190.584575,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0025_C0142,송파구,1171010800,문정동,4,0,0.0,0.0,0000210872024418707000000000,송파구,1171010800,문정동,서울특별시 송파구 문정동,284-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,210941.702753,542176.165104,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0025_C0142,송파구,1171010800,문정동,4,0,0.0,0.0,0000210890514418783900000000,송파구,1171010800,문정동,서울특별시 송파구 문정동,284-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,210960.19495,542183.853598,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0025_C0142,송파구,1171010800,문정동,4,0,0.0,0.0,0000210946554418409900000000,송파구,1171010800,문정동,서울특별시 송파구 문정동,535,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,211016.227442,542146.454433,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0025_C0142,송파구,1171010800,문정동,4,0,0.0,0.0,0000210984664417195800000000,송파구,1171010800,문정동,서울특별시 송파구 문정동,597,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,211054.344835,542025.051697,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0035_C0128,송파구,1171010600,삼전동,1,0,0.0,0.010768,1994207875034441739200000000,송파구,1171010600,삼전동,서울특별시 송파구 삼전동,53-9,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,207944.703503,544479.321916,표제부단일후보매칭,1,1,10개구_표제부_CSV,등기부등본_표제부_송파구.csv,서울특별시 송파구 삼전동 53-9번지,서울특별시 송파구 삼전로2길 51 (삼전동),1025125273,표제부,,주건축물,03000,제1종근린생활시설,475.2,269.2,538.4,538.4,2.0,0.0,2,2.0,538.4,538.4,표제부_건축면적x총층수사용,19940314,20220813
G50K_R0035_C0135,송파구,1171010500,석촌동,2,0,0.0,0.0,0000209238734440448000000000,송파구,1171010700,가락동,서울특별시 송파구 가락동,479,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209308.392272,544350.224817,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0035_C0135,송파구,1171010500,석촌동,2,0,0.0,0.0,0000209432124440912400000000,송파구,1171010700,가락동,서울특별시 송파구 가락동,479,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209501.781256,544396.662135,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0035_C0136,송파구,1171010500,석촌동,4,0,0.0,0.161291,0000209522384441738700000000,송파구,1171010700,가락동,서울특별시 송파구 가락동,477,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209592.03863,544479.301297,표제부복수후보_주건축물_최대연면적선택,2,2,10개구_표제부_CSV,등기부등본_표제부_송파구.csv,서울특별시 송파구 가락동 477번지,서울특별시 송파구 송파대로37길 45 (가락동),1025114330,일반건축물,서울가락초등학교,주건축물,10000,교육연구시설,0.0,2022.88,8064.54,0.0,4.0,0.0,4,4.0,8091.52,8064.54,표제부_연면적사용,19811021,20220813
G50K_R0035_C0136,송파구,1171010500,석촌동,4,0,0.0,0.161291,0000209526864441280100000000,송파구,1171010700,가락동,서울특별시 송파구 가락동,479,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209596.512641,544433.438644,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0035_C0136,송파구,1171010500,석촌동,4,0,0.0,0.161291,0000209531634440813400000000,송파구,1171010700,가락동,서울특별시 송파구 가락동,479,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209601.288834,544386.767361,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0035_C0136,송파구,1171010500,석촌동,4,0,0.0,0.161291,1980209549054441063800000000,송파구,1171010700,가락동,서울특별시 송파구 가락동,479,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209618.709597,544411.812895,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0041_C0134,송파구,1171010200,신천동,3,0,0.0,8.406191,0000209003444455085200000000,송파구,1171010200,신천동,서울특별시 송파구 신천동,29,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209073.072515,545813.928308,표제부복수후보_주건축물_최대연면적선택,5,5,10개구_표제부_CSV,등기부등본_표제부_송파구.csv,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300 (신천동),10251100497085,표제부,롯데월드타워앤드롯데월드몰,주건축물,14000,업무시설,0.0,5806.53,420309.54,420309.54,123.0,6.0,129,129.0,749042.37,420309.54,표제부_연면적사용,20170209,20241008
G50K_R0041_C0134,송파구,1171010200,신천동,3,0,0.0,8.406191,0000209018414455119000000000,송파구,1171010200,신천동,서울특별시 송파구 신천동,29,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209088.045539,545817.304877,표제부복수후보_주건축물_최대연면적선택,5,5,10개구_표제부_CSV,등기부등본_표제부_송파구.csv,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300 (신천동),10251100497085,표제부,롯데월드타워앤드롯데월드몰,주건축물,14000,업무시설,0.0,5806.53,420309.54,420309.54,123.0,6.0,129,129.0,749042.37,420309.54,표제부_연면적사용,20170209,20241008
G50K_R0041_C0134,송파구,1171010200,신천동,3,0,0.0,8.406191,0000209022454455126700000000,송파구,1171010200,신천동,서울특별시 송파구 신천동,29,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,209092.085424,545818.076788,표제부복수후보_주건축물_최대연면적선택,5,5,10개구_표제부_CSV,등기부등본_표제부_송파구.csv,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300 (신천동),10251100497085,표제부,롯데월드타워앤드롯데월드몰,주건축물,14000,업무시설,0.0,5806.53,420309.54,420309.54,123.0,6.0,129,129.0,749042.37,420309.54,표제부_연면적사용,20170209,20241008
G50K_R0046_C0046,영등포구,1156012600,양평동2가,4,0,0.0,0.255651,0000189452674464637900000000,영등포구,1156013400,양평동,서울특별시 영등포구 양평동,498,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,189522.451507,546768.874996,표제부단일후보매칭,1,1,10개구_표제부_CSV,03. 표제부_영등포구.csv,서울특별시 영등포구 양평동 498번지,서울특별시 영등포구 영등포로 2 (양평동),1020135648,일반건축물,안양천생태운영센터,주건축물,03000,제1종근린생활시설,0.0,104.59,104.13,104.13,1.0,0.0,1,1.0,104.59,104.13,표제부_연면적사용,20071126,20220813
G50K_R0046_C0046,영등포구,1156012600,양평동2가,4,0,0.0,0.255651,0000189508064465601400000000,영등포구,1156012600,양평동2가,서울특별시 영등포구 양평동2가,23-2,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,189577.842472,546865.224586,표제부단일후보매칭,1,1,10개구_표제부_CSV,03. 표제부_영등포구.csv,서울특별시 영등포구 양평동2가 23-2번지,서울특별시 영등포구 영등포로6길 26 (양평동2가),1020116424,일반건축물,관악고등학교,주건축물,10000,교육연구시설,19160.9,4198.07,12678.44,12678.44,4.0,1.0,5,5.0,20990.35,12678.44,표제부_연면적사용,,20220813
G50K_R0046_C0046,영등포구,1156012600,양평동2가,4,0,0.0,0.255651,0000189517994465980700000000,영등포구,1156012600,양평동2가,서울특별시 영등포구 양평동2가,23-2,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,189587.773466,546903.156367,표제부단일후보매칭,1,1,10개구_표제부_CSV,03. 표제부_영등포구.csv,서울특별시 영등포구 양평동2가 23-2번지,서울특별시 영등포구 영등포로6길 26 (양평동2가),1020116424,일반건축물,관악고등학교,주건축물,10000,교육연구시설,19160.9,4198.07,12678.44,12678.44,4.0,1.0,5,5.0,20990.35,12678.44,표제부_연면적사용,,20220813
G50K_R0046_C0046,영등포구,1156012600,양평동2가,4,0,0.0,0.255651,0000189528984465481700000000,영등포구,1156012600,양평동2가,서울특별시 영등포구 양평동2가,23-2,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,189598.756346,546853.256833,표제부단일후보매칭,1,1,10개구_표제부_CSV,03. 표제부_영등포구.csv,서울특별시 영등포구 양평동2가 23-2번지,서울특별시 영등포구 영등포로6길 26 (양평동2가),1020116424,일반건축물,관악고등학교,주건축물,10000,교육연구시설,19160.9,4198.07,12678.44,12678.44,4.0,1.0,5,5.0,20990.35,12678.44,표제부_연면적사용,,20220813
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197421694485121000000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197491.377491,548817.296445,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197421694485718100000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197491.371085,548877.006448,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197423594485993500000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197493.274844,548904.546535,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197423854486309400000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197493.534313,548936.138697,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197424074484796700000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197493.753727,548784.863113,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197424094484633400000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197493.775411,548768.533529,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197424684484594300000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197494.360004,548764.626857,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197425094485822600000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197494.768748,548887.46048,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197426354484491300000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197496.037492,548754.323426,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197427314486378000000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197496.990082,548942.995108,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197431824484275400000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197501.505699,548732.740855,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197431924485321100000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197501.597896,548837.30549,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197438154485397800000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197507.831892,548844.976325,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197438354486417000000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197508.028286,548946.89423,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197440264485228700000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197509.947191,548828.061773,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197447844485013100000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197517.521328,548806.508627,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197453114484751200000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197522.790092,548780.315238,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197456284484676200000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197525.966633,548772.816959,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197458644484573100000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197528.320108,548762.512173,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197479764485143200000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197549.438758,548819.518716,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197484304486240100000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197553.981991,548929.207563,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197517444485678300000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197587.119632,548873.02468,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197533424485067000000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197603.09896,548811.902173,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197534744484283800000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197604.42518,548733.578347,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197534854486327000000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197604.525516,548937.895419,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
G50K_R0055_C0082,용산구,1117010500,남영동,32,0,0.0,0.0,0000197545034484455700000000,용산구,1117012400,한강로1가,서울특별시 용산구 한강로1가,1-1,,,False,0.0,0.0,1.0,0.0,1,1.0,0.0,0.0,False,연면적_건축면적_0,197614.709414,548750.767854,표제부후보없음,0,0,,,,,,,,,,,,,,,,,0,,,,,,
