그리드ID,주요구,주요법정동코드,주요법정동명,이상건물수,건축면적_연면적초과_건물수,건축면적x총층수_연면적초과_건물수,원래분자_합계,보정후분자_합계,분자감소량_합계,원래밀도기여도_합계,보정후밀도기여도_합계,밀도감소량_합계,최대_원래밀도기여도,최대_밀도감소량,최대기여_주소,최대기여_지번,최대기여_건물ID,최대기여_건물용도명,최대기여_연면적,최대기여_건축면적,최대기여_총층수,최대기여_원래밀도기여도,최대기여_밀도감소량,최대기여_이상유형
G50K_R0059_C0021,강서구,1150010700,외발산동,8,8,0,1133626.2,18738.04,1114888.16,22.672524,0.374761,22.297763,9.157764,8.903318,서울특별시 강서구 외발산동,426,2003183781444494737900000000,숙박시설,12722.28,65412.6,7.0,9.157764,8.903318,건축면적_연면적초과
G50K_R0025_C0095,서초구,1165010100,방배동,12,4,8,1194089.7,90646.66,1103443.04,23.881794,1.812933,22.068861,6.646458,6.604889,서울특별시 서초구 방배동,1000-1,1996200307744419231100000000,교육연구시설,2078.46,47474.7,7.0,6.646458,6.604889,건축면적_연면적초과
G50K_R0075_C0020,강서구,1150010900,방화동,54,16,38,1123917.42,56324.9926,1067592.4274,22.478348,1.1265,21.351849,10.9176,10.828388,서울특별시 강서구 방화동,831,1994183520934528986300000000,공동주택,4460.58,36392.0,15.0,10.9176,10.828388,건축면적_연면적초과
G50K_R0068_C0081,중구,1114016800,순화동,11,11,0,1078854.3,22409.49,1056444.81,21.577086,0.44819,21.128896,6.488856,6.389245,서울특별시 중구 순화동,1-1,1963197182734514969200000000,교육연구시설,4980.54,54073.8,6.0,6.488856,6.389245,건축면적_연면적초과
G50K_R0064_C0104,성동구,1120010200,하왕십리동,1,1,0,1066123.8,17569.06,1048554.74,21.322476,0.351381,20.971095,21.322476,20.971095,서울특별시 성동구 행당동,347,2000202451764505589400000000,근린생활시설,17569.06,118458.2,9.0,21.322476,20.971095,건축면적_연면적초과
G50K_R0027_C0143,송파구,1171010800,문정동,72,8,64,1124432.5,81406.66,1043025.84,22.48865,1.628133,20.860517,6.804224,6.69139,서울특별시 송파구 문정동,72-3,1996211092934421878200000000,공동주택,5641.7,21263.2,16.0,6.804224,6.69139,건축면적_연면적초과
G50K_R0031_C0115,강남구,1168010600,대치동,1,0,1,1134980.0,94613.34,1040366.66,22.6996,1.892267,20.807333,22.6996,20.807333,서울특별시 강남구 도곡동,467-17,2003204794914430827800000000,공동주택,94613.34,20636.0,55.0,22.6996,20.807333,건축면적x총층수_연면적초과
G50K_R0061_C0064,마포구,1144012000,서교동,12,1,11,1049021.02,11060.08,1037960.94,20.98042,0.221202,20.759219,20.79176,20.666808,서울특별시 마포구 상수동,72-1,2016193430124498286800000000,교육연구시설,6247.59,94508.0,11.0,20.79176,20.666808,건축면적_연면적초과
G50K_R0041_C0117,강남구,1168010500,삼성동,1,1,0,1041488.0,8085.46,1033402.54,20.82976,0.161709,20.668051,20.82976,20.668051,서울특별시 강남구 삼성동,159,2009205352134453027300000000,문화및집회시설,8085.46,148784.0,7.0,20.82976,20.668051,건축면적_연면적초과
G50K_R0021_C0103,서초구,1165010300,우면동,22,6,16,1082562.84,59637.76,1022925.08,21.651257,1.192755,20.458502,6.4256,6.307153,서울특별시 서초구 우면동,63,1994202078564408370200000000,공동주택,5922.33,20080.0,16.0,6.4256,6.307153,건축면적_연면적초과
G50K_R0041_C0132,송파구,1171010100,잠실동,1,1,0,1025969.6,10654.97,1015314.63,20.519392,0.213099,20.306293,20.519392,20.306293,서울특별시 송파구 잠실동,40-1,2006208761574453925300000000,문화및집회시설,10654.97,128246.2,8.0,20.519392,20.306293,건축면적_연면적초과
G50K_R0062_C0022,강서구,1150010700,외발산동,1,1,0,1065159.5,67647.56,997511.94,21.30319,1.352951,19.950239,21.30319,19.950239,서울특별시 강서구 외발산동,427,2002184092794501621000000000,판매시설,67647.56,213031.9,5.0,21.30319,19.950239,건축면적_연면적초과
G50K_R0074_C0093,종로구,1111016600,연건동,65,4,61,1040907.86,56052.07,984855.79,20.818157,1.121041,19.697116,7.57336,7.436907,서울특별시 종로구 연건동,28-22,0000199998954528654800000000,교육연구시설,6822.64,37866.8,10.0,7.57336,7.436907,건축면적_연면적초과
G50K_R0044_C0064,영등포구,1156011000,여의도동,4,2,2,1255566.0,272791.01,982774.99,25.11132,5.45582,19.6555,21.38132,17.303249,서울특별시 영등포구 여의도동,47,2008193389134461791000000000,공동주택,203903.56,24862.0,43.0,21.38132,17.303249,건축면적x총층수_연면적초과
G50K_R0079_C0091,종로구,1111017300,명륜3가,73,3,70,1017726.13,42239.39,975486.74,20.354523,0.844788,19.509735,19.456112,19.085173,서울특별시 종로구 명륜3가,53-21,2008199504904538377000000000,교육연구시설,18546.93,121600.7,8.0,19.456112,19.085173,건축면적_연면적초과
G50K_R0059_C0022,강서구,1150010700,외발산동,22,17,5,1007153.98,31920.91,975233.07,20.14308,0.638418,19.504661,7.849512,7.684453,서울특별시 강서구 외발산동,426,2007183996994495083400000000,문화및집회시설,8252.96,65412.6,6.0,7.849512,7.684453,건축면적_연면적초과
G50K_R0033_C0096,서초구,1165010800,서초동,5,0,5,1050153.5,76388.55,973764.95,21.00307,1.527771,19.475299,20.647316,19.332294,서울특별시 서초구 서초동,1724,1989200644744436548000000000,제1종근린생활시설,65751.1,60727.4,17.0,20.647316,19.332294,건축면적x총층수_연면적초과
G50K_R0055_C0051,영등포구,1156012900,양평동5가,44,5,39,1070467.8,100569.799,969898.001,21.409356,2.011396,19.39796,17.03709,16.873497,서울특별시 영등포구 양평동5가,76,1996190488354486250400000000,공동주택,8179.63,40564.5,21.0,17.03709,16.873497,건축면적_연면적초과
G50K_R0063_C0042,강서구,1150010100,염창동,11,4,7,1032862.5,64485.91,968376.59,20.65725,1.289718,19.367532,9.13482,8.893315,서울특별시 강서구 염창동,292,1998188639854502337900000000,공동주택,12075.27,25374.5,18.0,9.13482,8.893315,건축면적_연면적초과
G50K_R0061_C0044,강서구,1150010100,염창동,43,13,30,1056859.8,94152.1,962707.7,21.137196,1.883042,19.254154,3.4094,3.049625,서울특별시 강서구 염창동,255,1999188986404499050300000000,공동주택,17988.73,8523.5,20.0,3.4094,3.049625,건축면적x총층수_연면적초과
G50K_R0069_C0088,중구,1114010500,을지로2가,13,2,11,1307404.8,349904.85,957499.95,26.148096,6.998097,19.149999,10.12011,7.905935,서울특별시 중구 장교동,1,1987198740954516950200000000,업무시설,110708.75,15333.5,33.0,10.12011,7.905935,건축면적x총층수_연면적초과
G50K_R0063_C0041,강서구,1150010100,염창동,18,6,12,1002817.3,55359.41,947457.89,20.056346,1.107188,18.949158,4.009408,3.883366,서울특별시 강서구 염창동,244-2,1995188300964502938600000000,공동주택,6302.08,12529.4,16.0,4.009408,3.883366,건축면적_연면적초과
G50K_R0056_C0111,성동구,1120011400,성수동1가,18,12,6,985290.34,43445.62,941844.72,19.705807,0.868912,18.836894,4.123548,3.996148,서울특별시 성동구 성수동1가,704,1994204013114487498200000000,공동주택,6370.02,11454.3,18.0,4.123548,3.996148,건축면적_연면적초과
G50K_R0039_C0062,영등포구,1156013200,신길동,89,19,70,986897.42,46204.61,940692.81,19.737948,0.924092,18.813856,18.177138,17.937359,서울특별시 영등포구 신길동,897-1,1997192927584449374500000000,공동주택,11988.94,43278.9,21.0,18.177138,17.937359,건축면적_연면적초과
G50K_R0041_C0130,송파구,1171010100,잠실동,2,0,2,1205225.1,266095.24,939129.86,24.104502,5.321905,18.782597,24.092502,18.776669,서울특별시 송파구 잠실동,40,2005208281454454801600000000,공동주택,265791.63,23620.1,51.0,24.092502,18.776669,건축면적x총층수_연면적초과
G50K_R0030_C0109,강남구,1168011800,도곡동,17,4,13,960833.0,22825.27,938007.73,19.21666,0.456505,18.760155,16.90416,16.729919,서울특별시 강남구 도곡동,963,1995203495124430431700000000,공동주택,8712.06,52825.5,16.0,16.90416,16.729919,건축면적_연면적초과
G50K_R0018_C0126,서초구,1165010900,내곡동,2,2,0,934403.0,216.57,934186.43,18.68806,0.004331,18.683729,18.56906,18.565246,서울특별시 서초구 내곡동,1-3079,0000207326254403324900000000,묘지관련시설,190.69,928453.0,1.0,18.56906,18.565246,건축면적_연면적초과
G50K_R0064_C0036,강서구,1150010200,등촌동,34,17,17,995972.3,76778.122,919194.178,19.919446,1.535562,18.383884,5.15268,5.035746,서울특별시 강서구 등촌동,638,1999187290764506409800000000,공동주택,5846.68,12881.7,20.0,5.15268,5.035746,건축면적_연면적초과
G50K_R0061_C0021,강서구,1150010700,외발산동,3,3,0,912807.8,6293.45,906514.35,18.256156,0.125869,18.130287,12.781914,12.659503,서울특별시 강서구 외발산동,427,2010183946764498818200000000,판매시설,6120.53,213031.9,3.0,12.781914,12.659503,건축면적_연면적초과
G50K_R0025_C0097,서초구,1165010800,서초동,5,1,4,934116.5,32249.82,901866.68,18.68233,0.644996,18.037334,16.6478,16.431292,서울특별시 서초구 서초동,700,1996200771854417853200000000,문화및집회시설,10825.39,166478.0,5.0,16.6478,16.431292,건축면적_연면적초과
G50K_R0067_C0083,중구,1114016600,서소문동,21,8,13,1187419.97,291070.89,896349.08,23.748399,5.821418,17.926982,5.592598,5.311086,서울특별시 중구 서소문동,37,0000197703164513297100000000,업무시설,14075.58,25420.9,11.0,5.592598,5.311086,건축면적_연면적초과
G50K_R0046_C0098,서초구,1165010600,잠원동,5,3,2,895101.4,3429.61,891671.79,17.902028,0.068592,17.833436,17.77856,17.765552,서울특별시 서초구 잠원동,121,0000201015824465009500000000,제1종근린생활시설,650.4,222232.0,4.0,17.77856,17.765552,건축면적_연면적초과
G50K_R0065_C0036,강서구,1150010200,등촌동,20,5,15,1097021.2,220014.747,877006.453,21.940424,4.400295,17.540129,3.992772,3.902132,서울특별시 강서구 등촌동,628-15,1997187218784508517700000000,공동주택,4532.02,9506.6,21.0,3.992772,3.902132,건축면적_연면적초과
G50K_R0056_C0051,영등포구,1156012900,양평동5가,16,7,9,893322.38,18417.64,874904.74,17.866448,0.368353,17.498095,17.03709,16.869514,서울특별시 영등포구 양평동5가,76,1996190462924486573700000000,공동주택,8378.8,40564.5,21.0,17.03709,16.869514,건축면적_연면적초과
G50K_R0073_C0027,강서구,1150010500,마곡동,1,1,0,872912.0,450.0,872462.0,17.45824,0.009,17.44924,17.45824,17.44924,서울특별시 강서구 마곡동,74,1999185078154525822600000000,제1종근린생활시설,450.0,436456.0,2.0,17.45824,17.44924,건축면적_연면적초과
G50K_R0066_C0101,중구,1114016200,신당동,104,6,98,920258.8,49466.97,870791.83,18.405176,0.989339,17.415837,14.18832,13.996738,서울특별시 중구 신당동,840,1993201844704509202300000000,공동주택,9579.1,44338.5,16.0,14.18832,13.996738,건축면적_연면적초과
G50K_R0017_C0090,서초구,1165010100,방배동,2,1,1,872780.0,3589.72,869190.28,17.4556,0.071794,17.383806,17.2484,17.240688,서울특별시 서초구 방배동,184,1972199194764400411500000000,교정및군사시설,385.6,215605.0,4.0,17.2484,17.240688,건축면적_연면적초과
G50K_R0071_C0019,강서구,1150010900,방화동,79,20,59,945664.01,77156.605,868507.405,18.91328,1.543132,17.370148,4.023,3.88766,서울특별시 강서구 방화동,579,2004183462264521859900000000,공동주택,6767.0,13410.0,15.0,4.023,3.88766,건축면적_연면적초과
G50K_R0071_C0022,강서구,1150010500,마곡동,42,17,25,924386.36,67794.1837,856592.1763,18.487727,1.355884,17.131844,3.71682,3.63042,서울특별시 강서구 마곡동,1525,2008184133514520251100000000,공동주택,1308.98,18283.0,10.0,3.6566,3.63042,건축면적_연면적초과
G50K_R0052_C0029,강서구,1150010300,화곡동,118,13,105,923485.715,73324.75,850160.965,18.469714,1.466495,17.003219,5.521318,5.366205,서울특별시 강서구 화곡동,361-1,1992185594054479292500000000,공동주택,7755.68,17254.12,16.0,5.521318,5.366205,건축면적_연면적초과
G50K_R0047_C0064,영등포구,1156011000,여의도동,7,0,7,1119947.0,290116.15,829830.85,22.39894,5.802323,16.596617,14.62374,12.160127,서울특별시 영등포구 여의도동,33,1979193572284467480300000000,업무시설,123180.65,27081.0,27.0,14.62374,12.160127,건축면적x총층수_연면적초과
G50K_R0073_C0019,강서구,1150010900,방화동,48,11,37,885035.72,62543.286,822492.434,17.700714,1.250866,16.449849,4.790733,4.623577,서울특별시 강서구 방화동,832,1994183387124525849300000000,공동주택,8357.8,14971.04,16.0,4.790733,4.623577,건축면적_연면적초과
G50K_R0056_C0074,마포구,1144010400,도화동,82,4,78,849157.4,32125.09,817032.31,16.983148,0.642502,16.340646,15.933024,15.791518,서울특별시 마포구 도화동,550,1997195605884486879700000000,공동주택,7075.32,44258.4,18.0,15.933024,15.791518,건축면적_연면적초과
G50K_R0055_C0073,마포구,1144010400,도화동,79,9,70,843338.14,27688.82,815649.32,16.866763,0.553776,16.312986,15.933024,15.809754,서울특별시 마포구 도화동,550,1997195500604486023200000000,공동주택,6163.52,44258.4,18.0,15.933024,15.809754,건축면적_연면적초과
G50K_R0026_C0143,송파구,1171010800,문정동,53,4,49,876769.32,64654.36,812114.96,17.535386,1.293087,16.242299,6.804224,6.557128,서울특별시 송파구 문정동,72-3,1996211056024421378800000000,공동주택,12354.82,21263.2,16.0,6.804224,6.557128,건축면적_연면적초과
G50K_R0066_C0038,강서구,1150010400,가양동,12,2,10,843832.576,38224.08,805608.496,16.876652,0.764482,16.11217,8.02875,7.866353,서울특별시 강서구 가양동,1489,1992187637274509232400000000,공동주택,8119.85,25089.843,16.0,8.02875,7.866353,건축면적_연면적초과
G50K_R0070_C0106,성동구,1120010500,마장동,74,8,66,882314.04,79722.52,802591.52,17.646281,1.59445,16.05183,5.993366,5.662154,서울특별시 성동구 하왕십리동,258,1996202747924518921600000000,공동주택,16560.6,14269.92,21.0,5.993366,5.662154,건축면적x총층수_연면적초과
G50K_R0063_C0065,마포구,1144012000,서교동,116,4,112,858808.82,60450.14,798358.68,17.176176,1.209003,15.967174,14.48,14.472139,서울특별시 마포구 서교동,336-27,1992193607124502626500000000,단독주택,393.07,181000.0,4.0,14.48,14.472139,건축면적_연면적초과
G50K_R0057_C0089,용산구,1117013000,이태원동,56,21,35,829339.87,32281.432,797058.438,16.586797,0.645629,15.941169,1.85676,1.835441,서울특별시 용산구 이태원동,728,1993198964984489783200000000,공동주택,1065.95,15473.0,6.0,1.85676,1.835441,건축면적_연면적초과
G50K_R0036_C0113,강남구,1168010600,대치동,25,3,22,858429.2,65193.025,793236.175,17.168584,1.30386,15.864724,7.558824,7.405974,서울특별시 강남구 역삼동,716-1,1979204363584443104600000000,공동주택,7642.5,29072.4,13.0,7.558824,7.405974,건축면적_연면적초과
G50K_R0071_C0020,강서구,1150010900,방화동,57,10,47,884067.26,96550.8638,787516.3962,17.681345,1.931017,15.750328,4.475514,4.201483,서울특별시 강서구 방화동,793,1993183525744520469700000000,공동주택,13701.53,13985.98,16.0,4.475514,4.201483,건축면적_연면적초과
G50K_R0066_C0093,중구,1114013600,묵정동,56,7,49,831548.64,46293.139,785255.501,16.630973,0.925863,15.70511,13.82718,13.675985,서울특별시 중구 장충동2가,192-5,1982199911264508932200000000,교육연구시설,7559.77,115226.5,6.0,13.82718,13.675985,건축면적_연면적초과
G50K_R0064_C0037,강서구,1150010200,등촌동,27,8,19,918651.46,133455.1,785196.36,18.373029,2.669102,15.703927,4.895046,4.744309,서울특별시 강서구 등촌동,638,1999187331704506549600000000,공동주택,7536.84,12881.7,19.0,4.895046,4.744309,건축면적_연면적초과
G50K_R0051_C0138,송파구,1171010300,풍납동,57,1,56,822346.41,37571.24,784775.17,16.446928,0.751425,15.695503,15.457146,15.181186,서울특별시 송파구 풍납동,508,1995209961024475313000000000,공동주택,13798.02,40676.7,19.0,15.457146,15.181186,건축면적_연면적초과
G50K_R0048_C0051,영등포구,1156011300,당산동3가,66,16,50,885024.71,104257.88,780766.83,17.700494,2.085158,15.615337,11.789064,11.627698,서울특별시 영등포구 당산동2가,164,1994190637144468707000000000,공동주택,8068.32,25628.4,23.0,11.789064,11.627698,건축면적_연면적초과
G50K_R0035_C0131,송파구,1171010500,석촌동,31,10,21,802073.21,22476.37,779596.84,16.041464,0.449527,15.591937,5.00826,4.926917,서울특별시 송파구 삼전동,172-1,1995208355444439775600000000,교육연구시설,4067.16,41735.5,6.0,5.00826,4.926917,건축면적_연면적초과
G50K_R0017_C0110,서초구,1165010200,양재동,5,1,4,1064344.38,286537.76,777806.62,21.286888,5.730755,15.556132,5.224352,3.791473,서울특별시 서초구 양재동,230,1997203715194401086900000000,창고시설,71643.93,65304.4,4.0,5.224352,3.791473,건축면적x총층수_연면적초과
G50K_R0063_C0040,강서구,1150010100,염창동,41,15,26,839931.81,63083.5342,776848.2758,16.798636,1.261671,15.536966,7.195964,7.12273,서울특별시 강서구 염창동,300,2005188117024504365300000000,공동주택,3661.7,21164.6,17.0,7.195964,7.12273,건축면적_연면적초과
G50K_R0039_C0055,영등포구,1156013200,신길동,93,7,86,830629.86,55075.39,775554.47,16.612597,1.101508,15.511089,5.23614,5.096858,서울특별시 영등포구 신길동,4933,1993191435514449175100000000,공동주택,6964.1,12467.0,21.0,5.23614,5.096858,건축면적_연면적초과
G50K_R0060_C0022,강서구,1150010600,내발산동,4,3,1,785980.8,14051.13,771929.67,15.719616,0.281023,15.438593,7.783636,7.682959,서울특별시 강서구 내발산동,756,2008184152734495898900000000,공동주택,5033.86,27798.7,14.0,7.783636,7.682959,건축면적_연면적초과
G50K_R0071_C0023,강서구,1150010500,마곡동,39,20,19,817644.92,46180.355,771464.565,16.352898,0.923607,15.429291,4.38792,4.320792,서울특별시 강서구 마곡동,1525,2008184217504520343400000000,공동주택,3356.4,18283.0,12.0,4.38792,4.320792,건축면적_연면적초과
G50K_R0044_C0055,영등포구,1156010500,영등포동4가,10,1,9,1114824.68,344815.61,770009.07,22.296494,6.896312,15.400181,22.14555,15.327274,서울특별시 영등포구 영등포동4가,442,1994191418814461168700000000,판매시설,340913.78,44291.1,25.0,22.14555,15.327274,건축면적x총층수_연면적초과
G50K_R0060_C0044,강서구,1150010100,염창동,44,22,22,817821.62,52843.165,764978.455,16.356432,1.056863,15.299569,6.544563,6.464533,서울특별시 강서구 염창동,258-1,1999189087774497581100000000,공동주택,4001.48,14227.31,23.0,6.544563,6.464533,건축면적_연면적초과
G50K_R0044_C0057,영등포구,1156010400,영등포동3가,14,1,13,954256.3,191569.24,762687.06,19.085126,3.831385,15.253741,17.2521,14.349915,서울특별시 영등포구 영등포동,618-496,1991191844534459866100000000,판매시설,145109.25,57507.0,15.0,17.2521,14.349915,건축면적x총층수_연면적초과
G50K_R0074_C0092,종로구,1111015900,원남동,12,6,6,769441.2,23154.58,746286.62,15.388824,0.463092,14.925732,8.330696,8.050404,서울특별시 종로구 연건동,28-22,2000199789884527441800000000,교육연구시설,14014.61,37866.8,11.0,8.330696,8.050404,건축면적_연면적초과
G50K_R0075_C0094,종로구,1111016600,연건동,42,7,35,781834.0,38914.34,742919.66,15.63668,0.778287,14.858393,10.722016,10.653597,서울특별시 종로구 연건동,28-2,2002200083984530584700000000,교육연구시설,3420.93,67012.6,8.0,10.722016,10.653597,건축면적_연면적초과
G50K_R0060_C0045,강서구,1150010100,염창동,7,2,5,804211.92,62788.68,741423.24,16.084238,1.255774,14.828465,6.829109,6.639115,서울특별시 강서구 염창동,258-1,1999189133894497465800000000,공동주택,9499.68,14227.31,24.0,6.829109,6.639115,건축면적_연면적초과
G50K_R0034_C0098,서초구,1165010800,서초동,18,3,15,797961.99,58062.65,739899.34,15.95924,1.161253,14.797987,10.24264,9.924375,서울특별시 서초구 서초동,1701-1,1982201041934438555100000000,업무시설,15913.24,102426.4,5.0,10.24264,9.924375,건축면적_연면적초과
G50K_R0070_C0020,강서구,1150010900,방화동,107,7,100,828367.22,92774.48,735592.74,16.567344,1.85549,14.711855,4.475514,4.243598,서울특별시 강서구 방화동,794,1993183527444519540400000000,공동주택,11595.78,13985.98,16.0,4.475514,4.243598,건축면적_연면적초과
G50K_R0076_C0099,종로구,1111017400,창신동,4,2,2,755026.4,29621.41,725404.99,15.100528,0.592428,14.5081,7.47693,7.248056,서울특별시 종로구 창신동,702,1992201202644531273000000000,공동주택,11443.68,24923.1,15.0,7.47693,7.248056,건축면적_연면적초과
G50K_R0007_C0118,서초구,1165011100,신원동,1,1,0,724536.0,12.89,724523.11,14.49072,0.000258,14.490462,14.49072,14.490462,서울특별시 서초구 신원동,39-1,1976205580194378914400000000,제2종근린생활시설,12.89,724536.0,1.0,14.49072,14.490462,건축면적_연면적초과
G50K_R0030_C0111,강남구,1168011800,도곡동,18,5,13,796304.78,74154.58,722150.2,15.926096,1.483092,14.443004,3.659058,3.558065,서울특별시 강남구 도곡동,161,1994204040244428884600000000,공동주택,5049.63,14073.3,13.0,3.659058,3.558065,건축면적_연면적초과
G50K_R0065_C0031,강서구,1150010200,등촌동,29,6,23,784506.6,71002.546,713504.054,15.690132,1.420051,14.270081,10.452672,10.262609,서울특별시 강서구 등촌동,695,1995186163554508007500000000,공동주택,9503.15,32664.6,16.0,10.452672,10.262609,건축면적_연면적초과
G50K_R0028_C0131,강남구,1168011500,수서동,10,10,0,733204.72,24899.7,708305.02,14.664094,0.497994,14.1661,4.839229,4.719719,서울특별시 강남구 수서동,738,1993208439754425336200000000,공동주택,5975.5,15122.59,16.0,4.839229,4.719719,건축면적_연면적초과
G50K_R0034_C0104,강남구,1168010100,역삼동,15,0,15,1089827.0,382406.95,707420.05,21.79654,7.648139,14.148401,13.632632,9.70141,서울특별시 서초구 서초동,1320-10,2008202310134438254900000000,업무시설,196561.09,13108.3,52.0,13.632632,9.70141,건축면적x총층수_연면적초과
G50K_R0053_C0138,송파구,1171010300,풍납동,32,4,28,744439.76,38826.64,705613.12,14.888795,0.776533,14.112262,4.6812,4.541925,서울특별시 송파구 풍납동,219,1985210023684480765900000000,공동주택,6963.75,19505.0,12.0,4.6812,4.541925,건축면적_연면적초과
G50K_R0048_C0075,용산구,1117012900,이촌동,9,2,7,734884.8,38498.69,696386.11,14.697696,0.769974,13.927722,6.977036,6.721673,서울특별시 용산구 이촌동,395,1994195906454470263000000000,공동주택,12768.15,15856.9,22.0,6.977036,6.721673,건축면적_연면적초과
G50K_R0069_C0016,강서구,1150010900,방화동,21,6,15,702649.37,9237.21,693412.16,14.052987,0.184744,13.868243,13.472168,13.453951,서울특별시 강서구 방화동,886,2012182681374516248000000000,운수시설,910.85,673608.4,1.0,13.472168,13.453951,건축면적_연면적초과
G50K_R0034_C0150,송파구,1171011300,거여동,62,3,59,759730.66,69126.99,690603.67,15.194613,1.38254,13.812073,4.387564,4.265998,서울특별시 송파구 거여동,46,1993212776194438834600000000,공동주택,6078.28,12904.6,17.0,4.387564,4.265998,건축면적_연면적초과
G50K_R0049_C0053,영등포구,1156011300,당산동3가,50,10,40,731205.62,52652.41,678553.21,14.624112,1.053048,13.571064,4.511542,4.419013,서울특별시 영등포구 당산동4가,94-1,1997190977434472906500000000,공동주택,4626.44,9807.7,23.0,4.511542,4.419013,건축면적_연면적초과
G50K_R0072_C0015,강서구,1150010900,방화동,3,3,0,673994.4,85.58,673908.82,13.479888,0.001712,13.478176,13.472168,13.471913,서울특별시 강서구 방화동,886,2003182424654522718700000000,교정및군사시설,12.75,673608.4,1.0,13.472168,13.471913,건축면적_연면적초과
G50K_R0061_C0093,중구,1114014400,장충동2가,2,2,0,678900.1,7031.75,671868.35,13.578002,0.140635,13.437367,11.63052,11.628873,서울특별시 중구 장충동2가,14-21,2009199885444498628600000000,제1종근린생활시설,82.36,290763.0,2.0,11.63052,11.628873,건축면적_연면적초과
G50K_R0026_C0102,서초구,1165010800,서초동,1,1,0,678240.0,8467.83,669772.17,13.5648,0.169357,13.395443,13.5648,13.395443,서울특별시 서초구 서초동,391,2003202066764419449800000000,업무시설,8467.83,113040.0,6.0,13.5648,13.395443,건축면적_연면적초과
G50K_R0066_C0035,강서구,1150010200,등촌동,11,6,5,769470.0,101209.839,668260.161,15.3894,2.024197,13.365203,4.2405,4.175709,서울특별시 강서구 등촌동,82-1,1985187012754509578700000000,교육연구시설,3239.53,42405.0,5.0,4.2405,4.175709,건축면적_연면적초과
G50K_R0062_C0042,강서구,1150010100,염창동,36,14,22,744391.1,82810.055,661581.045,14.887822,1.656201,13.231621,2.526392,2.314421,서울특별시 강서구 염창동,246-23,2000188516524500936600000000,공동주택,3950.14,6648.4,18.0,2.393424,2.314421,건축면적_연면적초과
G50K_R0066_C0085,중구,1114012100,회현동1가,12,2,10,945443.48,287214.37,658229.11,18.90887,5.744287,13.164582,5.679936,4.817782,서울특별시 중구 남대문로3가,110,1989198204344510876900000000,업무시설,43107.69,15777.6,18.0,5.679936,4.817782,건축면적x총층수_연면적초과
G50K_R0016_C0088,서초구,1165010100,방배동,4,4,0,648295.0,756.96,647538.04,12.9659,0.015139,12.950761,4.3121,4.30929,서울특별시 서초구 방배동,184,1970198914294397444100000000,단독주택,140.5,215605.0,1.0,4.3121,4.30929,건축면적_연면적초과
G50K_R0036_C0107,강남구,1168010100,역삼동,31,0,31,1045786.6,399970.492,645816.108,20.915732,7.99941,12.916322,13.946102,9.693796,서울특별시 강남구 역삼동,737,2001203158584442021200000000,업무시설,212615.29,13156.7,53.0,13.946102,9.693796,건축면적x총층수_연면적초과
G50K_R0065_C0091,중구,1114013800,필동2가,50,17,33,697761.01,59525.95,638235.06,13.95522,1.190519,12.764701,3.565056,3.506349,서울특별시 중구 필동2가,84-1,1981199461784508080000000000,문화및집회시설,2935.35,59417.6,3.0,3.565056,3.506349,건축면적_연면적초과
G50K_R0044_C0053,영등포구,1156012100,문래동3가,1,0,1,735472.0,98985.12,636486.88,14.70944,1.979702,12.729738,14.70944,12.729738,서울특별시 영등포구 문래동3가,55-16,2007191094884461794100000000,업무시설,98985.12,17104.0,43.0,14.70944,12.729738,건축면적x총층수_연면적초과
G50K_R0088_C0076,종로구,1111018200,구기동,41,26,15,668781.35,33872.6,634908.75,13.375627,0.677452,12.698175,1.61918,1.590073,서울특별시 종로구 구기동,40,1996196214834558487300000000,공동주택,1455.36,16191.8,5.0,1.61918,1.590073,건축면적_연면적초과
G50K_R0037_C0112,강남구,1168010100,역삼동,24,5,19,823607.1,189388.03,634219.07,16.472142,3.787761,12.684381,3.618396,3.491893,서울특별시 강남구 역삼동,713,1977204199934444554700000000,교육연구시설,6325.17,30153.3,6.0,3.618396,3.491893,건축면적_연면적초과
G50K_R0033_C0139,송파구,1171010700,가락동,8,2,6,646658.7,20852.858,625805.842,12.933174,0.417057,12.516117,11.137284,10.883308,서울특별시 송파구 가락동,95-1,1997210262254437061700000000,공동주택,12698.8,20624.6,27.0,11.137284,10.883308,건축면적_연면적초과
G50K_R0068_C0032,강서구,1150010200,등촌동,10,10,0,648609.1,24218.73,624390.37,12.972182,0.484375,12.487807,9.1566,8.988564,서울특별시 강서구 등촌동,691-1,1995186321724513540600000000,공동주택,8401.78,25435.0,18.0,9.1566,8.988564,건축면적_연면적초과
G50K_R0038_C0115,강남구,1168010600,대치동,40,3,37,949774.68,326929.06,622845.62,18.995494,6.538581,12.456912,12.915812,9.294587,서울특별시 강남구 대치동,892,1995204893344448456400000000,업무시설,181061.23,17453.8,37.0,12.915812,9.294587,건축면적x총층수_연면적초과
G50K_R0034_C0058,영등포구,1156013200,신길동,8,3,5,673158.0,52776.93,620381.07,13.46316,1.055539,12.407621,4.1457,3.862378,서울특별시 영등포구 신길동,4759,1984192089844438263000000000,공동주택,14166.11,15945.0,13.0,4.1457,3.862378,건축면적_연면적초과
