그리드ID,주요구,주요법정동코드,주요법정동명,이상건물수,건축면적_연면적초과_건물수,건축면적x총층수_연면적초과_건물수,원래분자_합계,보정후분자_합계,분자감소량_합계,원래밀도기여도_합계,보정후밀도기여도_합계,밀도감소량_합계,최대_원래밀도기여도,최대_밀도감소량,최대기여_주소,최대기여_지번,최대기여_건물ID,최대기여_건물용도명,최대기여_연면적,최대기여_건축면적,최대기여_총층수,최대기여_원래밀도기여도,최대기여_밀도감소량,최대기여_이상유형
G50K_R0054_C0078,용산구,1117011300,원효로2가,127,9,118,103030.045,47499.021,55531.024,2.060601,0.94998,1.11062,0.307584,0.197524,서울특별시 용산구 원효로2가,74-1,1992196660244482615800000000,공동주택,5502.99,1922.4,8.0,0.307584,0.197524,건축면적x총층수_연면적초과
G50K_R0036_C0053,영등포구,1156013300,대림동,45,1,44,96222.99,40730.31,55492.68,1.92446,0.814606,1.109854,0.238284,0.12009,서울특별시 영등포구 대림동,682-2,1989191002134443087200000000,제2종근린생활시설,5909.71,1323.8,9.0,0.238284,0.12009,건축면적x총층수_연면적초과
G50K_R0058_C0029,강서구,1150010300,화곡동,70,7,63,95749.86,40376.21,55373.65,1.914997,0.807524,1.107473,0.175808,0.118287,서울특별시 강서구 화곡동,1026-18,2003185627664491841200000000,공동주택,2296.67,1173.0,7.0,0.16422,0.118287,건축면적x총층수_연면적초과
G50K_R0074_C0052,마포구,1144012700,상암동,130,16,114,107247.34,51879.9,55367.44,2.144947,1.037598,1.107349,0.22272,0.149349,서울특별시 마포구 상암동,1293,2021190824204527549500000000,업무시설,3668.54,928.0,12.0,0.22272,0.149349,건축면적x총층수_연면적초과
G50K_R0049_C0138,송파구,1171010300,풍납동,36,1,35,77998.85,22666.91,55331.94,1.559977,0.453338,1.106639,0.823537,0.717888,서울특별시 송파구 풍납동,388-6,1985210015194471343100000000,업무시설,5282.45,8235.37,5.0,0.823537,0.717888,건축면적_연면적초과
G50K_R0053_C0072,마포구,1144010400,도화동,9,1,8,68145.08,12856.7,55288.38,1.362902,0.257134,1.105768,0.712592,0.619184,서울특별시 용산구 청암동,64-29,2001195298604481360900000000,공동주택,4670.4,2226.85,16.0,0.712592,0.619184,건축면적x총층수_연면적초과
G50K_R0076_C0081,종로구,1111010800,통인동,65,22,43,89008.18,33770.14,55238.04,1.780164,0.675403,1.104761,0.38236,0.325402,서울특별시 종로구 옥인동,45-22,1981197180434533367200000000,제1종근린생활시설,2847.91,4779.5,4.0,0.38236,0.325402,건축면적_연면적초과
G50K_R0030_C0091,서초구,1165010100,방배동,74,7,67,102715.9,47534.85,55181.05,2.054318,0.950697,1.103621,0.15584,0.091614,서울특별시 서초구 방배동,877-4,2004199470664429732300000000,공동주택,3211.3,974.0,8.0,0.15584,0.091614,건축면적x총층수_연면적초과
G50K_R0060_C0082,용산구,1117010700,동자동,54,10,44,92141.08,37039.955,55101.125,1.842822,0.740799,1.102023,0.588696,0.410842,서울특별시 용산구 갈월동,7-50,2004197466584495756100000000,업무시설,8892.71,2452.9,12.0,0.588696,0.410842,건축면적x총층수_연면적초과
G50K_R0059_C0112,성동구,1120011400,성수동1가,54,12,42,91325.1,36244.83,55080.27,1.826502,0.724897,1.101605,0.41832,0.26225,서울특별시 성동구 성수동1가,656-281,1996204203684494425100000000,업무시설,6363.52,1623.0,12.0,0.38952,0.26225,건축면적x총층수_연면적초과
G50K_R0039_C0146,송파구,1171011200,오금동,68,6,62,94504.4,39502.18,55002.22,1.890088,0.790044,1.100044,0.060928,0.050054,서울특별시 송파구 오금동,92-3,2014211792604450224100000000,공동주택,497.32,500.0,6.0,0.06,0.050054,건축면적_연면적초과
G50K_R0038_C0105,강남구,1168010100,역삼동,59,16,43,91299.5,36345.762,54953.738,1.82599,0.726915,1.099075,0.118384,0.069356,서울특별시 강남구 역삼동,604,1996202587314448020300000000,공동주택,2451.4,739.9,8.0,0.118384,0.069356,건축면적x총층수_연면적초과
G50K_R0075_C0087,종로구,1111014700,재동,49,22,27,77740.54,22888.74,54851.8,1.554811,0.457775,1.097036,0.67024,0.621914,서울특별시 종로구 가회동,210,0000198650694530724700000000,교육연구시설,2416.29,8378.0,4.0,0.67024,0.621914,건축면적_연면적초과
G50K_R0069_C0023,강서구,1150010500,마곡동,6,1,5,72894.18,18083.1,54811.08,1.457884,0.361662,1.096222,1.3024,1.009371,서울특별시 강서구 마곡동,1577,1991184232534517742900000000,공동주택,14651.43,5920.0,11.0,1.3024,1.009371,건축면적x총층수_연면적초과
G50K_R0069_C0107,성동구,1120010500,마장동,120,11,109,88962.788,34248.23,54714.558,1.779256,0.684965,1.094291,0.154792,0.144881,서울특별시 성동구 마장동,573-1,1987203157194516424800000000,제1종근린생활시설,495.54,1934.9,4.0,0.154792,0.144881,건축면적_연면적초과
G50K_R0061_C0077,마포구,1144010200,공덕동,8,0,8,67193.36,12481.99,54711.37,1.343867,0.24964,1.094227,1.192928,1.009285,서울특별시 마포구 공덕동,44,2004196476834498932800000000,공동주택,9182.14,3727.9,16.0,1.192928,1.009285,건축면적x총층수_연면적초과
G50K_R0059_C0063,마포구,1144011500,상수동,45,5,40,85915.26,31205.83,54709.43,1.718305,0.624117,1.094189,0.80826,0.601924,서울특별시 마포구 상수동,157-1,2005193291394494609900000000,업무시설,10316.78,2127.0,19.0,0.80826,0.601924,건축면적x총층수_연면적초과
G50K_R0074_C0101,종로구,1111017500,숭인동,136,6,130,128262.03,73685.73,54576.3,2.565241,1.473715,1.091526,0.06874,0.041645,서울특별시 종로구 숭인동,577,1990201673604528203300000000,공동주택,997.74,770.0,4.0,0.0616,0.041645,건축면적x총층수_연면적초과
G50K_R0064_C0019,강서구,1150010800,공항동,144,10,134,101394.134,46820.95,54573.184,2.027883,0.936419,1.091464,0.163832,0.099227,서울특별시 강서구 공항동,691,1988183307354504579300000000,종교시설,3230.23,2047.9,4.0,0.163832,0.099227,건축면적x총층수_연면적초과
G50K_R0040_C0134,송파구,1171010500,석촌동,14,2,12,82780.4,28226.237,54554.163,1.655608,0.564525,1.091083,1.101838,0.798877,서울특별시 송파구 송파동,7-1,2007209204804452160800000000,공동주택,15148.03,2395.3,23.0,1.101838,0.798877,건축면적x총층수_연면적초과
G50K_R0029_C0110,강남구,1168011800,도곡동,27,3,24,92048.72,37553.47,54495.25,1.840974,0.751069,1.089905,0.29286,0.175668,서울특별시 강남구 도곡동,201,2006203770344427935400000000,공동주택,5859.61,1627.0,9.0,0.29286,0.175668,건축면적x총층수_연면적초과
G50K_R0033_C0118,강남구,1168010600,대치동,5,0,5,112757.5,58262.5,54495.0,2.25515,1.16525,1.0899,0.6744,0.318183,서울특별시 강남구 대치동,509-2,1996205615544435229400000000,업무시설,14440.85,3035.0,10.0,0.607,0.318183,건축면적x총층수_연면적초과
G50K_R0040_C0102,강남구,1168010800,논현동,65,8,57,107021.52,52614.275,54407.245,2.14043,1.052286,1.088145,0.256155,0.11645,서울특별시 서초구 반포동,722-20,2016201866494451980500000000,제1종근린생활시설,6985.25,582.17,22.0,0.256155,0.11645,건축면적x총층수_연면적초과
G50K_R0052_C0082,용산구,1117012400,한강로1가,42,5,37,102419.269,48012.88,54406.389,2.048385,0.960258,1.088128,1.141824,0.61239,서울특별시 용산구 한강로2가,44-3,2005197398954477776300000000,업무시설,26471.68,2378.8,24.0,1.141824,0.61239,건축면적x총층수_연면적초과
G50K_R0058_C0087,용산구,1117010200,용산동2가,104,5,99,92867.555,38501.195,54366.36,1.857351,0.770024,1.087327,0.401016,0.254891,서울특별시 용산구 용산동2가,1-206,1979198506434492058300000000,공동주택,7306.24,2864.4,7.0,0.401016,0.254891,건축면적x총층수_연면적초과
G50K_R0050_C0106,강남구,1168010700,신사동,12,0,12,98079.7,43749.28,54330.42,1.961594,0.874986,1.086608,0.47496,0.300508,서울특별시 강남구 신사동,638-13,1985202948844473729800000000,업무시설,8722.62,2374.8,10.0,0.47496,0.300508,건축면적x총층수_연면적초과
G50K_R0026_C0095,서초구,1165010800,서초동,31,1,30,86908.4,32607.88,54300.52,1.738168,0.652158,1.08601,0.287448,0.200049,서울특별시 서초구 방배동,1002-8,2003200402924420319700000000,공동주택,4369.96,1197.7,12.0,0.287448,0.200049,건축면적x총층수_연면적초과
G50K_R0051_C0097,용산구,1117013100,한남동,42,11,31,83465.77,29211.6,54254.17,1.669315,0.584232,1.085083,0.3596,0.265393,서울특별시 용산구 한남동,390,1999200825774477261100000000,공동주택,4710.34,3596.0,5.0,0.3596,0.265393,건축면적x총층수_연면적초과
G50K_R0068_C0114,성동구,1120012200,용답동,123,8,115,108690.7,54472.925,54217.775,2.173814,1.089458,1.084356,0.29208,0.129893,서울특별시 성동구 용답동,62-2,1997204723344514399800000000,업무시설,8109.36,973.6,15.0,0.29208,0.129893,건축면적x총층수_연면적초과
G50K_R0080_C0092,종로구,1111017000,명륜1가,103,15,88,97910.91,43736.16,54174.75,1.958218,0.874723,1.083495,0.15024,0.128377,서울특별시 종로구 명륜1가,10-1,1991199628134540370800000000,교육연구시설,1093.16,2504.0,3.0,0.15024,0.128377,건축면적_연면적초과
G50K_R0052_C0093,용산구,1117013100,한남동,93,14,79,100162.564,46004.17,54158.394,2.003251,0.920083,1.083168,0.233604,0.147752,서울특별시 용산구 한남동,686-30,2004199866024479405500000000,공동주택,4292.61,1297.8,9.0,0.233604,0.147752,건축면적x총층수_연면적초과
G50K_R0044_C0106,강남구,1168010800,논현동,59,11,48,99573.41,45476.71,54096.7,1.991468,0.909534,1.081934,0.13587,0.075861,서울특별시 강남구 논현동,83-21,2011202893004460191700000000,교육연구시설,3000.45,970.5,7.0,0.13587,0.075861,건축면적x총층수_연면적초과
G50K_R0069_C0110,성동구,1120010500,마장동,36,13,23,87086.5,33002.97,54083.53,1.74173,0.660059,1.081671,0.198684,0.112219,서울특별시 성동구 마장동,768-17,2005203827634517217900000000,공동주택,2566.65,1022.2,8.0,0.163552,0.112219,건축면적x총층수_연면적초과
G50K_R0059_C0061,마포구,1144012200,합정동,93,2,91,97863.68,43828.12,54035.56,1.957274,0.876562,1.080711,0.23918,0.155486,서울특별시 마포구 합정동,354-25,1998192823914494834800000000,운동시설,1889.19,1932.7,5.0,0.19327,0.155486,건축면적_연면적초과
G50K_R0063_C0021,강서구,1150010800,공항동,153,1,152,116245.3,62225.84,54019.46,2.324906,1.244517,1.080389,0.041652,0.02781,서울특별시 강서구 공항동,1365-13,2015183769504502410500000000,공동주택,692.11,347.1,6.0,0.041652,0.02781,건축면적x총층수_연면적초과
G50K_R0049_C0048,영등포구,1156012700,양평동3가,24,0,24,87198.39,33182.58,54015.81,1.743968,0.663652,1.080316,0.773304,0.595539,서울특별시 영등포구 양평동3가,103,2008189959604471526700000000,공동주택,8888.25,2761.8,14.0,0.773304,0.595539,건축면적x총층수_연면적초과
G50K_R0047_C0080,용산구,1117012800,한강로3가,9,3,6,57459.3,3508.58,53950.72,1.149186,0.070172,1.079014,1.0587,1.038721,서울특별시 용산구 한강로3가,65-209,2006197043974468307900000000,공동주택,998.95,17645.0,3.0,1.0587,1.038721,건축면적_연면적초과
G50K_R0060_C0095,중구,1114016200,신당동,45,4,41,103070.307,49236.19,53834.117,2.061406,0.984724,1.076682,0.22824,0.129353,서울특별시 중구 신당동,432-1667,1993200363164496186000000000,공동주택,4944.37,1902.0,6.0,0.22824,0.129353,건축면적x총층수_연면적초과
G50K_R0090_C0077,종로구,1111018200,구기동,7,4,3,62409.0,8704.41,53704.59,1.24818,0.174088,1.074092,0.33,0.303112,서울특별시 종로구 구기동,81-24,1996196342764562664900000000,공동주택,1344.39,4125.0,4.0,0.33,0.303112,건축면적_연면적초과
G50K_R0066_C0118,성동구,1120012200,용답동,13,6,7,91286.2,37595.67,53690.53,1.825724,0.751913,1.073811,1.05528,0.499452,서울특별시 성동구 용답동,232-1,2006205525644510038000000000,업무시설,27791.42,2638.2,20.0,1.05528,0.499452,건축면적x총층수_연면적초과
G50K_R0074_C0097,종로구,1111017400,창신동,126,8,118,103132.63,49498.75,53633.88,2.062653,0.989975,1.072678,0.1372,0.089924,서울특별시 종로구 창신동,130-70,1999200856694527603800000000,공동주택,2363.81,980.0,7.0,0.1372,0.089924,건축면적x총층수_연면적초과
G50K_R0060_C0041,강서구,1150010100,염창동,15,0,15,83670.6,30075.56,53595.04,1.673412,0.601511,1.071901,1.152228,0.787236,서울특별시 강서구 염창동,277,2000188359084496654000000000,업무시설,18249.6,8230.2,7.0,1.152228,0.787236,건축면적x총층수_연면적초과
G50K_R0059_C0076,마포구,1144010200,공덕동,43,7,36,95507.37,41934.933,53572.437,1.910147,0.838699,1.071449,0.43176,0.230402,서울특별시 마포구 신공덕동,3-3,2017196133514493939400000000,업무시설,10067.91,1028.0,21.0,0.43176,0.230402,건축면적x총층수_연면적초과
G50K_R0026_C0144,송파구,1171010800,문정동,3,0,3,64921.5,11413.39,53508.11,1.29843,0.228268,1.070162,1.2534,1.043856,서울특별시 송파구 장지동,838,2010211318204421336600000000,교육연구시설,10477.2,10445.0,6.0,1.2534,1.043856,건축면적x총층수_연면적초과
G50K_R0059_C0086,용산구,1117010100,후암동,175,8,167,103995.97,50575.29,53420.68,2.079919,1.011506,1.068414,0.13528,0.084823,서울특별시 용산구 용산동2가,1-1384,2000198448254493497800000000,공동주택,371.25,1153.1,4.0,0.092248,0.084823,건축면적_연면적초과
G50K_R0062_C0065,마포구,1144012100,동교동,60,2,58,97235.25,43830.18,53405.07,1.944705,0.876604,1.068101,0.237028,0.159404,서울특별시 마포구 창전동,6-4,2003193654644501475300000000,교육연구시설,3881.19,1077.4,11.0,0.237028,0.159404,건축면적x총층수_연면적초과
G50K_R0061_C0085,용산구,1117010100,후암동,93,10,83,100798.67,47529.055,53269.615,2.015973,0.950581,1.065392,0.20826,0.082074,서울특별시 용산구 후암동,41-1,2012198115604498540200000000,공동주택,2981.69,1012.2,7.0,0.141708,0.082074,건축면적x총층수_연면적초과
G50K_R0090_C0083,종로구,1111018300,평창동,16,4,12,81662.87,28482.61,53180.26,1.633257,0.569652,1.063605,0.32004,0.256632,서울특별시 종로구 평창동,66-50,1990197742484563548600000000,숙박시설,3170.38,2667.0,6.0,0.32004,0.256632,건축면적x총층수_연면적초과
G50K_R0058_C0059,마포구,1144012200,합정동,91,13,78,86855.08,33689.22,53165.86,1.737102,0.673784,1.063317,0.21306,0.193916,서울특별시 마포구 합정동,85-1,2005192309444491396800000000,교육연구시설,957.18,3551.0,3.0,0.21306,0.193916,건축면적_연면적초과
G50K_R0037_C0146,송파구,1171011200,오금동,70,3,67,90252.72,37116.235,53136.485,1.805054,0.742325,1.06273,0.0896,0.058196,서울특별시 송파구 오금동,69-9,2003211884904446173900000000,공동주택,1570.22,640.0,7.0,0.0896,0.058196,건축면적x총층수_연면적초과
G50K_R0041_C0063,영등포구,1156013200,신길동,7,0,7,71789.78,18790.3,52999.48,1.435796,0.375806,1.05999,1.273972,0.968061,서울특별시 영등포구 신길동,1196,2008193182534453321200000000,교육연구시설,15295.53,7077.62,9.0,1.273972,0.968061,건축면적x총층수_연면적초과
G50K_R0092_C0075,종로구,1111018200,구기동,42,28,14,66701.17,13708.457,52992.713,1.334023,0.274169,1.059854,0.46152,0.423444,서울특별시 종로구 구기동,223-1,1990195898424569193700000000,공동주택,1903.8,5769.0,4.0,0.46152,0.423444,건축면적_연면적초과
G50K_R0068_C0059,마포구,1144012500,성산동,81,3,78,95709.84,42749.45,52960.39,1.914197,0.854989,1.059208,0.117278,0.075189,서울특별시 마포구 성산동,23-1,2005192425304515046900000000,공동주택,2104.47,837.7,7.0,0.117278,0.075189,건축면적x총층수_연면적초과
G50K_R0036_C0146,송파구,1171011200,오금동,24,1,23,78655.5,26030.3,52625.2,1.57311,0.520606,1.052504,0.646968,0.481774,서울특별시 송파구 오금동,51,1994211855504442083300000000,교육연구시설,8259.7,6469.68,5.0,0.646968,0.481774,건축면적x총층수_연면적초과
G50K_R0055_C0112,성동구,1120011400,성수동1가,142,10,132,96057.09,43504.6,52552.49,1.921142,0.870092,1.05105,0.0794,0.056578,서울특별시 성동구 성수동1가,71-1,1993204254084485925600000000,단독주택,331.08,790.0,4.0,0.0632,0.056578,건축면적_연면적초과
G50K_R0062_C0067,마포구,1144011000,노고산동,37,6,31,101478.9,48972.26,52506.64,2.029578,0.979445,1.050133,1.0294,0.590341,서울특별시 마포구 노고산동,57-50,2021194154124502063500000000,업무시설,21952.93,2058.8,25.0,1.0294,0.590341,건축면적x총층수_연면적초과
G50K_R0030_C0092,서초구,1165010100,방배동,68,13,55,91154.5,38706.04,52448.46,1.82309,0.774121,1.048969,0.0902,0.057282,서울특별시 서초구 방배동,882-33,2003199803094430284100000000,업무시설,1645.91,451.0,10.0,0.0902,0.057282,건축면적x총층수_연면적초과
G50K_R0068_C0053,마포구,1144012500,성산동,2,2,0,69962.0,17516.885,52445.115,1.39924,0.350338,1.048902,1.34872,1.005261,서울특별시 마포구 성산동,533-1,1997190963644514401200000000,판매시설,17172.945,33718.0,2.0,1.34872,1.005261,건축면적_연면적초과
G50K_R0051_C0029,강서구,1150010300,화곡동,98,9,89,94337.51,41933.168,52404.342,1.88675,0.838663,1.048087,0.060352,0.033282,서울특별시 강서구 화곡동,357-16,2013185716624475838700000000,공동주택,826.52,415.1,6.0,0.049812,0.033282,건축면적x총층수_연면적초과
G50K_R0057_C0069,마포구,1144010500,용강동,74,2,72,93108.07,40755.76,52352.31,1.862161,0.815115,1.047046,0.12418,0.077027,서울특별시 마포구 용강동,494-38,1992194569284489985000000000,업무시설,2357.67,887.0,7.0,0.12418,0.077027,건축면적x총층수_연면적초과
G50K_R0031_C0143,송파구,1171010800,문정동,54,5,49,93367.9,41029.63,52338.27,1.867358,0.820593,1.046765,0.142592,0.097835,서울특별시 송파구 문정동,4-2,2003211137954431962500000000,공동주택,2230.26,593.5,12.0,0.14244,0.097835,건축면적x총층수_연면적초과
G50K_R0032_C0151,송파구,1171011300,거여동,64,5,59,94953.83,42636.66,52317.17,1.899077,0.852733,1.046343,0.1566,0.094747,서울특별시 송파구 거여동,195-1,2005212913384434929800000000,업무시설,3092.65,1305.0,6.0,0.1566,0.094747,건축면적x총층수_연면적초과
G50K_R0054_C0091,용산구,1117013000,이태원동,30,24,6,68257.68,16145.535,52112.145,1.365154,0.322911,1.042243,0.134632,0.094669,서울특별시 용산구 한남동,748-15,2005199607104482404100000000,단독주택,1998.13,1682.9,4.0,0.134632,0.094669,건축면적x총층수_연면적초과
G50K_R0066_C0098,중구,1114016200,신당동,185,16,169,104523.358,52427.42,52095.938,2.090467,1.048548,1.041919,0.149936,0.076879,서울특별시 중구 신당동,305-24,1990200975184510305000000000,제1종근린생활시설,3652.86,937.1,8.0,0.149936,0.076879,건축면적x총층수_연면적초과
G50K_R0057_C0068,마포구,1144010500,용강동,34,1,33,87430.57,35369.27,52061.3,1.748611,0.707385,1.041226,0.76232,0.484465,서울특별시 마포구 현석동,118,1989194256514488761400000000,공동주택,13892.75,2932.0,13.0,0.76232,0.484465,건축면적x총층수_연면적초과
G50K_R0068_C0018,강서구,1150010900,방화동,117,21,96,94415.0,42378.27,52036.73,1.8883,0.847565,1.040735,0.13664,0.07278,서울특별시 강서구 방화동,606-15,2004183284234515124700000000,제2종근린생활시설,3192.98,854.0,8.0,0.13664,0.07278,건축면적x총층수_연면적초과
G50K_R0052_C0095,용산구,1117013100,한남동,83,7,76,95563.17,43535.53,52027.64,1.911263,0.870711,1.040553,0.24224,0.119815,서울특별시 용산구 한남동,633-3,1984200457394478734300000000,제2종근린생활시설,6121.26,1514.0,8.0,0.24224,0.119815,건축면적x총층수_연면적초과
G50K_R0030_C0099,서초구,1165010800,서초동,24,0,24,97902.9,45919.24,51983.66,1.958058,0.918385,1.039673,0.33066,0.1894,서울특별시 서초구 서초동,1626-3,1993201372354429412900000000,업무시설,7062.99,1503.0,11.0,0.33066,0.1894,건축면적x총층수_연면적초과
G50K_R0087_C0080,종로구,1111018300,평창동,16,8,8,67494.01,15557.22,51936.79,1.34988,0.311144,1.038736,1.0317,0.828891,서울특별시 종로구 평창동,232,1978196978764557878800000000,단독주택,10140.47,10317.0,5.0,1.0317,0.828891,건축면적_연면적초과
G50K_R0028_C0089,서초구,1165010100,방배동,82,16,66,93001.7,41094.73,51906.97,1.860034,0.821895,1.038139,0.290708,0.199049,서울특별시 서초구 방배동,963-16,1997199114534424513900000000,공동주택,4582.94,1321.4,11.0,0.290708,0.199049,건축면적x총층수_연면적초과
G50K_R0063_C0097,중구,1114016200,신당동,49,3,46,101460.0,49561.76,51898.24,2.0292,0.991235,1.037965,0.18408,0.0852,서울특별시 중구 신당동,361-4,1984200812354502975000000000,업무시설,4944.0,1534.0,6.0,0.18408,0.0852,건축면적x총층수_연면적초과
G50K_R0049_C0092,용산구,1117013600,보광동,137,11,126,95873.56,43990.005,51883.555,1.917471,0.8798,1.037671,0.14364,0.076887,서울특별시 용산구 동빙고동,1-26,1968199641634472220400000000,단독주택,730.61,1524.99,3.0,0.091499,0.076887,건축면적_연면적초과
G50K_R0064_C0080,중구,1114017100,중림동,51,4,47,87741.41,35870.64,51870.77,1.754828,0.717413,1.037415,0.29266,0.229855,서울특별시 중구 만리동1가,54-7,1993196989844505614900000000,교육연구시설,3140.23,2926.6,5.0,0.29266,0.229855,건축면적x총층수_연면적초과
G50K_R0059_C0058,마포구,1144012200,합정동,48,7,41,83820.16,32069.86,51750.3,1.676403,0.641397,1.035006,0.447888,0.324409,서울특별시 마포구 합정동,379-4,2021192072864494913600000000,숙박시설,6173.93,1599.6,14.0,0.447888,0.324409,건축면적x총층수_연면적초과
G50K_R0057_C0079,용산구,1117011100,청파동3가,43,1,42,88303.88,36567.65,51736.23,1.766078,0.731353,1.034725,0.238842,0.149776,서울특별시 용산구 청파동3가,132-13,2001196730274489374100000000,공동주택,3295.21,1078.4,10.0,0.21568,0.149776,건축면적x총층수_연면적초과
G50K_R0045_C0055,영등포구,1156010500,영등포동4가,28,4,24,98211.28,46565.08,51646.2,1.964226,0.931302,1.032924,0.322868,0.202317,서울특별시 영등포구 영등포동4가,99,1996191461164462501500000000,제2종근린생활시설,4403.14,2903.8,5.0,0.29038,0.202317,건축면적x총층수_연면적초과
G50K_R0064_C0055,마포구,1144012300,망원동,108,1,107,97313.45,45755.23,51558.22,1.946269,0.915105,1.031164,0.098112,0.057114,서울특별시 마포구 망원동,422-12,2003191407784505843400000000,공동주택,2049.88,613.2,8.0,0.098112,0.057114,건축면적x총층수_연면적초과
G50K_R0033_C0057,영등포구,1156013200,신길동,13,3,10,82954.29,31495.234,51459.056,1.659086,0.629905,1.029181,0.489082,0.334789,서울특별시 영등포구 신길동,4668,1978191899674436792400000000,방송통신시설,6680.57,4684.0,5.0,0.4684,0.334789,건축면적x총층수_연면적초과
G50K_R0071_C0108,성동구,1120010500,마장동,35,3,32,97904.25,46460.41,51443.84,1.958085,0.929208,1.028877,0.292886,0.154108,서울특별시 성동구 마장동,474-3,1991203225794520731100000000,업무시설,2839.42,1506.4,7.0,0.210896,0.154108,건축면적x총층수_연면적초과
G50K_R0030_C0137,송파구,1171010800,문정동,1,1,0,59154.5,7730.35,51424.15,1.18309,0.154607,1.028483,1.18309,1.028483,서울특별시 송파구 문정동,150-10,1988209760474429998600000000,교육연구시설,7730.35,11830.9,5.0,1.18309,1.028483,건축면적_연면적초과
G50K_R0060_C0059,마포구,1144012200,합정동,26,3,23,96296.0,44916.74,51379.26,1.92592,0.898335,1.027585,0.759924,0.389776,서울특별시 마포구 서교동,394-25,2004192428014497272700000000,업무시설,18507.41,1999.8,19.0,0.759924,0.389776,건축면적x총층수_연면적초과
G50K_R0033_C0111,강남구,1168010100,역삼동,41,5,36,102328.5,51095.96,51232.54,2.04657,1.021919,1.024651,0.507628,0.207817,서울특별시 강남구 역삼동,779-10,2007203929884437193300000000,종교시설,14990.54,2307.4,11.0,0.507628,0.207817,건축면적x총층수_연면적초과
G50K_R0056_C0080,용산구,1117011200,원효로1가,99,7,92,90912.94,39767.85,51145.09,1.818259,0.795357,1.022902,0.183803,0.120009,서울특별시 용산구 원효로1가,17-5,2006196973584488112000000000,공동주택,3189.7,1021.13,9.0,0.183803,0.120009,건축면적x총층수_연면적초과
G50K_R0061_C0094,중구,1114016200,신당동,1,1,0,62085.0,10945.19,51139.81,1.2417,0.218904,1.022796,1.2417,1.022796,서울특별시 중구 장충동2가,201-6,1973200161674499305600000000,업무시설,10945.19,12417.0,5.0,1.2417,1.022796,건축면적_연면적초과
G50K_R0077_C0092,종로구,1111017100,명륜2가,116,9,107,98774.18,47671.14,51103.04,1.975484,0.953423,1.022061,0.186429,0.083167,서울특별시 종로구 명륜2가,211,2004199768404535184500000000,제2종근린생활시설,5163.09,1165.18,8.0,0.186429,0.083167,건축면적x총층수_연면적초과
G50K_R0037_C0105,강남구,1168010100,역삼동,60,16,44,88114.61,37035.55,51079.06,1.762292,0.740711,1.021581,0.13853,0.070073,서울특별시 강남구 역삼동,633,2003202631594444988200000000,공동주택,3422.83,989.5,7.0,0.13853,0.070073,건축면적x총층수_연면적초과
G50K_R0027_C0095,서초구,1165010800,서초동,35,1,34,91031.2,39979.73,51051.47,1.820624,0.799595,1.021029,0.22828,0.150151,서울특별시 서초구 서초동,1488-5,1997200438654421889400000000,공동주택,3906.47,878.0,13.0,0.22828,0.150151,건축면적x총층수_연면적초과
G50K_R0030_C0096,서초구,1165010800,서초동,36,2,34,97154.8,46115.925,51038.875,1.943096,0.922318,1.020777,0.291536,0.137104,서울특별시 서초구 서초동,1506-46,2005200559814428850900000000,공동주택,7721.58,1822.1,8.0,0.291536,0.137104,건축면적x총층수_연면적초과
G50K_R0060_C0086,용산구,1117010100,후암동,101,4,97,100785.14,49873.37,50911.77,2.015703,0.997467,1.018235,0.481824,0.269871,서울특별시 용산구 후암동,339-4,1990198344074497589100000000,업무시설,10597.63,3011.4,8.0,0.481824,0.269871,건축면적x총층수_연면적초과
G50K_R0022_C0086,서초구,1165010100,방배동,5,2,3,58693.7,7799.5,50894.2,1.173874,0.15599,1.017884,0.438526,0.324816,서울특별시 서초구 방배동,2626,2003198459284411748500000000,공동주택,6.9,16247.7,1.0,0.324954,0.324816,건축면적_연면적초과
G50K_R0064_C0099,중구,1114016200,신당동,129,11,118,97430.3296,46568.62,50861.7096,1.948607,0.931372,1.017234,0.1217,0.06841,서울특별시 중구 신당동,333-179,1997201397934504863800000000,공동주택,2664.52,1217.0,5.0,0.1217,0.06841,건축면적x총층수_연면적초과
G50K_R0056_C0090,용산구,1117013000,이태원동,186,10,176,100427.55,49567.01,50860.54,2.008551,0.99134,1.017211,0.10116,0.035737,서울특별시 용산구 이태원동,228-6,1997199304954486763600000000,업무시설,2773.14,760.0,6.0,0.0912,0.035737,건축면적x총층수_연면적초과
G50K_R0044_C0137,송파구,1171011100,방이동,21,1,20,97562.28,46829.33,50732.95,1.951246,0.936587,1.014659,0.409815,0.219727,서울특별시 송파구 방이동,40,2006209728064460404200000000,공동주택,9504.38,1078.46,19.0,0.409815,0.219727,건축면적x총층수_연면적초과
G50K_R0063_C0101,성동구,1120010900,금호동1가,39,13,26,71247.93,20544.03,50703.9,1.424959,0.410881,1.014078,0.46166,0.460036,서울특별시 성동구 금호동1가,101,2003201730074503755800000000,제1종근린생활시설,81.2,23083.0,1.0,0.46166,0.460036,건축면적_연면적초과
G50K_R0066_C0117,성동구,1120012200,용답동,22,4,18,93939.46,43293.15,50646.31,1.878789,0.865863,1.012926,0.50568,0.321458,서울특별시 성동구 용답동,227-1,1984205219924509972000000000,업무시설,9211.08,3612.0,7.0,0.50568,0.321458,건축면적x총층수_연면적초과
