구,동,숙소명,cluster,cluster_label,위도,경도,x_5181,y_5181,최종위험점수_new,local_R2,residual,coef_intercept,tval_intercept,bw_intercept,coef_구조노후도,tval_구조노후도,bw_구조노후도,coef_단속위험도,tval_단속위험도,bw_단속위험도,coef_도로폭위험도,tval_도로폭위험도,bw_도로폭위험도,coef_최근접_소화용수_거리등급,tval_최근접_소화용수_거리등급,bw_최근접_소화용수_거리등급,coef_소방위험도_점수,tval_소방위험도_점수,bw_소방위험도_점수,coef_집중도,tval_집중도,bw_집중도,z_구조노후도,contrib_구조노후도,z_단속위험도,contrib_단속위험도,z_도로폭위험도,contrib_도로폭위험도,z_최근접_소화용수_거리등급,contrib_최근접_소화용수_거리등급,z_소방위험도_점수,contrib_소방위험도_점수,z_집중도,contrib_집중도
마포구,연남동,라온 하우스 연남,0,중위험군,37.55695425,126.9202395,192952.503,450828.3275,29.36748283,,-0.10238929276723141,30.34102477507171,168.1833042659958,43.0,2.1326165105665225,11.478098330593633,43.0,1.9962952356646753,13.488942375209156,73.0,2.188292527625915,49.816116955680286,327.0,4.479729624030335,181.32965466850433,1170.0,2.025534609275787,11.822275605154504,95.0,1.4141552710843808,59.24544827379683,1464.0,0.060409731590805794,0.12883079098944447,-0.01963587254341174,-0.03919899880653167,-0.9623663751819097,-2.105939147649011,-0.007255102592005115,-0.03250089800678458,0.3142571041339647,0.6365386406341305,0.3826432440614171,0.5411169605342802
마포구,연남동,민스테이2,0,중위험군,37.55680926,126.9176728,192725.698,450812.4309,27.15213555,,-0.6110765303608936,30.33626827408281,202.90228688907993,43.0,1.6362868016954526,14.487996223016943,43.0,1.964891493432627,12.636713377686775,73.0,2.1906027740578815,49.88414257504628,327.0,4.479913292164423,181.43739134858708,1170.0,2.001099242714515,12.999412164039626,95.0,1.4142163480968737,59.24382535575501,1464.0,-1.138265114084333,-1.8625281830065625,0.17245998660277653,0.3388651606333004,-0.9623663751819097,-2.1081624511335195,-0.007255102592005115,-0.032502230537940276,0.02919978113698958,0.058431659920659434,0.7303266234986259,1.032839850402147
마포구,성산동,Choi's Stay HongDae,0,중위험군,37.55676672,126.9147572,192468.0768,450807.9391,25.01274552,,-0.8669089441042885,30.330992463083085,212.4890394225544,43.0,1.6663516892093209,14.625631198313457,43.0,1.9324096535345485,11.164633348761047,73.0,2.1936099486809266,50.01336523350675,327.0,4.480144033755671,181.53444684494772,1170.0,1.9430191346653638,15.171719751370537,95.0,1.4142881147218096,59.24012323365868,1464.0,-1.3437522304857852,-2.239163799148781,-0.1132735617657803,-0.21889092424643578,-0.9623663751819097,-2.111056454875038,-0.007255102592005115,-0.03250390459185702,-0.041341787637109655,-0.08032788444017604,0.1630537412589699,0.2306049683234863
마포구,서교동,더퍼스트홍대스테이101,0,중위험군,37.55146122,126.9266748,193520.6385,450218.2036,28.40707068,,0.10858244698235708,30.388562141377093,177.34438279604083,43.0,2.2713468209302143,6.955122248217686,43.0,1.8701190869942739,13.114898494596087,73.0,2.189483492863322,50.24967673865154,327.0,4.478390666187912,180.27309493223456,1170.0,1.7700218187967944,8.607929064161242,95.0,1.413833986315259,59.285640693224885,1464.0,-0.1602986526922355,-0.36409383519190563,-1.1186281801194906,-2.0919679108911278,-0.9623663751819097,-2.1070852925475014,1.3213355595689442,5.917456836875742,-0.3368068830761648,-0.5961555317657525,-2.0145421615319683,-2.848228174838901
마포구,동교동,연지아트,0,중위험군,37.5526605,126.9317221,193966.7376,450350.9735,24.51116093,,0.008447080418218178,30.2905650434601,157.05170377147982,43.0,2.0398996948202,8.834910469201665,43.0,1.984121027506199,17.633373808371594,73.0,2.1844082452127638,48.80797278889312,327.0,4.478588741217043,180.52319039176913,1170.0,1.5519286261888192,7.79705873080621,95.0,1.4137339992697775,59.27647663548924,1464.0,0.4409414286305315,0.8994762856970042,-0.7944459524759719,-1.5762769195247663,-0.9623663751819097,-2.1022010448628836,-0.007255102592005115,-0.03249262078492869,-0.916172882351964,-1.4218349226599343,-1.0995858998551038,-1.554521971742813
마포구,신수동,스테이 다하세,0,중위험군,37.54614185,126.9371346,194444.5194,449627.148,35.57648115,,-0.3583867175460256,30.512366114373314,183.18818527831164,43.0,2.190615576018054,12.568802442905831,43.0,1.9383443262453244,20.51238320518565,73.0,2.2085636292797988,46.0717512556339,327.0,4.477466348131839,179.16535541913737,1170.0,1.5489596543415876,7.995850139967429,95.0,1.4133853575578452,59.326060020544716,1464.0,-0.4837505951760032,-1.0597115887005566,-0.5217671463055698,-1.0113643876626153,0.9858603493342099,2.177335311088613,1.3213355595689442,5.9162355025599,-0.6363194455760292,-0.9856331484702767,0.2728484926601935,0.3856400643576467
마포구,연남동,연남내일,0,중위험군,37.55791318,126.9202118,192950.1485,450934.7595,33.9142008,,0.08078194781714387,30.346656129534807,158.346901093905,43.0,2.1613733189580877,11.493538437745482,43.0,2.0022003207140164,13.749761894068603,73.0,2.188654863587008,49.88807266315268,327.0,4.479898836966106,181.48066193830783,1170.0,2.0374414117562205,11.48111816195189,95.0,1.4141816986167957,59.23868869431952,1464.0,0.4409414286305315,0.9530390390652926,-0.77865751585099,-1.5590283279632315,0.9858603493342099,2.1577080483879048,-0.007255102592005115,-0.03250212566399349,0.5646218523240056,1.1503839439074344,0.5778339132191485,0.8171621449146454
마포구,서교동,Lucy Stay,0,중위험군,37.55111052,126.913632,192368.0825,450180.259,22.04434461,,-0.2896469445664067,30.329940867517262,260.45557542813464,43.0,1.9301413806939074,10.43626459202177,43.0,2.0870191691098507,19.993319788317184,73.0,2.194209235481381,49.446236464337716,327.0,4.479378822593364,180.7259789065048,1170.0,1.643988518692262,10.623121183167392,95.0,1.4141619819702438,59.278434899732254,1464.0,0.16695860676192906,0.32225371577420087,-1.0680310005515616,-2.2290011713546827,-0.9623663751819097,-2.111633188340886,-0.007255102592005115,-0.03249835290636993,-1.3226542171732083,-2.174428347232656,-1.252078610134581,-1.7706419688904673
마포구,서교동,서교휴스테이,0,중위험군,37.55279818,126.9286534,193695.5931,450366.4557,25.93416033,,0.07624390627221089,30.303222363059124,140.43486375860547,43.0,2.003264856018129,6.979094908819403,43.0,1.9094487759846288,12.369849861814957,73.0,2.1870357220322814,49.839225157976436,327.0,4.478455706765514,180.19024548155124,1170.0,1.72615497851853,8.350145961196992,95.0,1.413820065269471,59.276636180691995,1464.0,-0.1032188981362765,-0.20677479111331784,-0.4242074030816537,-0.8100023065778817,0.9858603493342099,2.156111800929141,-1.3358457647529545,-5.982526088516411,-0.5050658708897952,-0.871821967516217,0.8980686048060511,1.269707413463354
마포구,창전동,아이린 홈,0,중위험군,37.55061658,126.931945,193986.2731,450124.1085,34.51662387,,-0.9467512277789822,30.43784781081559,179.24058876576635,43.0,1.9055950169131042,8.991120517780402,43.0,1.9620149350706426,17.87301225304961,73.0,2.1873083175461545,48.66738290175382,327.0,4.4782376792153995,180.16760289195585,1170.0,1.5482119297657029,7.742581868944727,95.0,1.4136672037714704,59.29148561461618,1464.0,0.4409414286305315,0.840255789148886,1.3766690441795246,2.7010452253296537,0.9858603493342099,2.1563805420376747,-0.007255102592005115,-0.032490073794090614,-1.3585032111403736,-2.103250878112542,1.035312044057581,1.4635866823538057
마포구,서교동,서교 게스트하우스 다날,0,중위험군,37.54725613,126.9184787,192795.9831,449752.0856,30.68283529,,-0.18042976417082812,30.48720774692636,185.11471780592424,43.0,2.3092407789171814,8.411426150775599,43.0,1.8665147960787087,23.005607395087893,73.0,2.191791787211481,49.66093943776186,327.0,4.478339007527812,179.95406424476914,1170.0,1.616351638200616,10.581060328102446,95.0,1.4139246669542607,59.317001373444114,1464.0,0.1136841691763669,0.26252411937938613,0.06724308586751676,0.12551021470571114,0.011746987076150088,0.025746949797985173,-0.007255102592005115,-0.03249080894139265,-0.7941706609475792,-1.2836590488334856,0.9041683132172303,1.278425881136268
마포구,상수동,슈기 BNB,0,중위험군,37.54765558,126.9226917,193168.3255,449796.1053,40.16823128,,0.4358941357004795,30.495065384229516,185.2167825890227,43.0,2.3056353676523766,7.738877407491941,43.0,1.786758237489113,19.23470711285612,73.0,2.1898587560207043,49.781908552008346,327.0,4.478039534394891,179.87020784502968,1170.0,1.6148520716979677,11.582741834329825,95.0,1.4138251270663678,59.31797434289283,1464.0,0.1136841691763669,0.26211424119520765,3.3400863302158332,5.967926764437922,0.9858603493342099,2.1588949182031496,-0.007255102592005115,-0.03248863623308975,-0.09395885942762633,-0.1517296588010805,0.7303266234986259,1.032554131267896
마포구,성산동,머무름,0,중위험군,37.56182415,126.9141894,192418.4166,451369.2997,37.3043128,,-0.4544267384294898,30.328703510216037,170.19611482976296,43.0,2.175915386035962,12.082749049644852,43.0,2.0324782293190102,11.57371491641731,73.0,2.1937596310066594,50.39690541337845,327.0,4.480948560327977,182.16328126263414,1170.0,1.965938933664079,13.202495314827981,95.0,1.4144328471118288,59.20365498600517,1464.0,-1.301893743811415,-2.832810628143219,-1.0937265767047584,-2.22297545598003,0.9858603493342099,2.1627406361795125,1.3213355595689442,5.920836673360622,1.4943828571498394,2.9378654406710347,1.035312044057581,1.4643793621255314
마포구,연남동,라벤더하우스,0,중위험군,37.5600351,126.9234491,193236.3744,451170.0296,32.93403465,,-0.17655442931240373,30.26031361400335,123.00636037547973,43.0,2.1041591264159956,9.150855128563009,43.0,1.9756009435207287,16.430957410054095,73.0,2.186400770910411,49.67128350703635,327.0,4.480090974134383,181.7234823740282,1170.0,2.0382947817834194,10.83795980719355,95.0,1.414158997815586,59.21731049166231,1464.0,0.1136841691763669,0.23920958210147242,0.10356324327010362,0.20459964111848347,-0.9623663751819097,-2.104118584595985,-0.007255102592005115,-0.032503519638861084,1.5105727253930747,3.0789925036730623,1.035312044057581,1.4640958426508743
마포구,연남동,익스테이 맨션 연남,0,중위험군,37.56165068,126.9204902,192975.0909,451349.557,29.38357537,,0.4413950796271848,30.328078233354276,145.05973373250538,43.0,2.102657746698656,10.315395314496733,43.0,1.9749677538213803,15.015431037264506,73.0,2.189796019225812,50.03405443919321,327.0,4.4805566755171755,182.08472720851339,1170.0,2.026565457964514,11.30980220633031,95.0,1.4142760877472993,59.20435659402348,1464.0,-1.2486193062258535,-2.6254190569132922,-0.6948118304780739,-1.3722309601678033,-0.9623663751819097,-2.10738605741012,-0.007255102592005115,-0.03250689835017048,1.6221671743553794,3.287427962592511,1.035312044057581,1.464217067267415
마포구,서교동,디자인 스테이 합정,0,중위험군,37.54887719,126.914836,192474.2461,449932.2891,28.40657473,,0.2971049688601113,30.416619717968004,236.52175867391975,43.0,2.282464337789584,9.814788060099561,43.0,1.9765230680645793,24.17113511882446,73.0,2.193759244290586,49.5411546308363,327.0,4.478942154853875,180.36683768508783,1170.0,1.63571233171307,10.606590185692982,95.0,1.4140672489410915,59.29825767029933,1464.0,-0.3239272824193178,-0.7393524701591877,0.23877344946857593,0.4719412309159925,0.011746987076150088,0.0257700614908663,-0.007255102592005115,-0.03249518483712132,-1.3469390195380622,-2.20320476432392,0.12035578238071604,0.1701911700852518
마포구,동교동,뮤즈,0,중위험군,37.5558765,126.923548,193244.7381,450708.4672,30.51335378,,-0.13877384550531957,30.423479415524056,163.90437778939412,43.0,1.8283482366186419,7.945690693529906,43.0,2.00824505775995,14.48196359789126,73.0,2.1869560079052697,50.01128915010645,327.0,4.47929260988508,180.98867247266415,1170.0,2.0161382471109786,10.927104047016803,95.0,1.4140411741903216,59.25454229212303,1464.0,-0.04994446055071538,-0.09131586637676979,0.07157027995770295,0.14373066100755297,-0.9623663751819097,-2.104652926010094,-0.007255102592005115,-0.032497727424326606,0.5646218523240056,1.1383557116250744,0.8309718122830809,1.1750283571598272
마포구,성산동,JY House 2,0,중위험군,37.56103633,126.9146356,192457.7654,451281.8251,40.69309482,,-0.023495448883601,30.336848505473313,170.92706513282107,43.0,2.1756772129778605,11.162203227722848,43.0,2.0290331572239944,12.029807156882976,73.0,2.19374675022247,50.33136054602058,327.0,4.480802600330785,182.07310963662596,1170.0,1.9693645368810817,13.11957398217346,95.0,1.4144017335528596,59.21052425647803,1464.0,0.27350748193305235,0.5950639960206959,-1.1086092134090297,-2.2494048524109327,0.9858603493342099,2.1627279375251116,1.3213355595689442,5.920643811226058,1.2625208155234964,2.486363721166156,1.035312044057581,1.464347149883197
마포구,서교동,YONG HOUSE,0,중위험군,37.55098903,126.9245619,193333.8861,450165.9439,29.67906713,,-0.2685282641772986,30.47299596867428,213.98129493226668,43.0,2.172550844910158,7.2009153918210425,43.0,1.8186271366606748,14.573587711593946,73.0,2.1886726734377158,50.109932175778795,327.0,4.478460094216731,180.36518700335705,1170.0,1.7136439918918684,11.306685858783784,95.0,1.413876356393585,59.28829836964209,1464.0,0.4409414286305315,0.9579676733271534,-1.0495620749778969,-1.908762071164689,0.011746987076150088,0.02571030960879571,-0.007255102592005115,-0.032491687437743284,0.11766584689467169,0.2016373715819226,0.1630537412589699,0.23053782958757474
마포구,성산동,JY HOUSE,0,중위험군,37.55726808,126.914478,192443.4568,450863.6065,25.61974775,,-0.14554939841442405,30.33632636675079,206.18519866288597,43.0,1.895408951112882,13.598258763986413,43.0,1.9556154802458,11.732970644420426,73.0,2.1939914315136946,50.02414990179429,327.0,4.480243382021361,181.6094548391722,1170.0,1.9608802157556404,14.775733289672827,95.0,1.4143080438043238,59.23676121625019,1464.0,-0.1602986526922355,-0.30383150116419827,-0.0015520138096385642,-0.003035142231684434,0.011746987076150088,0.025772788991175404,-1.3358457647529545,-5.984914146935688,0.11766584689467169,0.23072863124589396,1.035312044057581,1.4642501517581332
마포구,동교동,모노홈1,0,중위험군,37.55378382,126.9295017,193770.6301,450475.7934,26.27219165,,-0.32389430597109836,30.307469010516375,161.4319047971939,43.0,1.9968167591957893,8.616582365208313,43.0,1.9273344638069376,13.556888770408476,73.0,2.1855410827585895,49.607078700968685,327.0,4.478575030531772,180.2382222244408,1170.0,1.6986675160714833,8.3640935973269,95.0,1.4138259737655072,59.26935960711039,1464.0,0.060409731590805794,0.12062716445904031,-0.25827703006431074,-0.49778622125264665,0.9858603493342099,2.15463829533265,-1.3358457647529545,-5.982685486664201,-0.42122548177303776,-0.7155220428294199,0.8553706459277972,1.2093452364092987
마포구,서교동,새롬,0,중위험군,37.55128859,126.9239814,193282.6187,450199.2328,32.35519934,,0.2182947472123118,30.50292649856102,209.91833784821713,43.0,1.8392902795023012,6.913133940409036,43.0,1.823478513656926,14.42643781150912,73.0,2.18866304775017,50.13574586316674,327.0,4.478547447636871,180.4361797891825,1170.0,1.682948465555627,12.146862186291996,95.0,1.4139005745438897,59.28550231495437,1464.0,0.38386167407457245,0.7060330457988416,-0.12500484659653066,-0.22794365187175378,0.011746987076150088,0.02571019653596851,-0.007255102592005115,-0.032492321195768156,0.0644705655240392,0.10850063932218527,0.7455758945265737,1.054170185637197
마포구,동교동,준하우스3,0,중위험군,37.55723082,126.9218378,193093.7533,450858.9049,43.71208381,,-0.030382470040599685,30.364643289674635,145.46085267072962,43.0,2.102003134452659,9.453028794635896,43.0,2.0078719605109763,14.728287797606862,73.0,2.1873250934442274,49.86022437014819,327.0,4.479660051443313,181.2965710598174,1170.0,2.027235399123123,11.296186395491548,95.0,1.4141219797606797,59.24461115498211,1464.0,0.16695860676192906,0.3509475147374238,1.1305456949616919,2.2699910009899766,0.9858603493342099,2.156397080730409,1.3213355595689442,5.919134120752495,0.6004708462911708,1.217295755742881,1.035312044057581,1.4640575174127823
마포구,망원동,함성 파라다이스,0,중위험군,37.55732145,126.9040559,191522.5916,450870.4189,31.17133177,,-0.08137764460653685,30.460155776611344,213.9495464902023,43.0,2.322076384510216,13.418952048615228,43.0,1.983845182755637,16.962409084492105,73.0,2.2021878463815696,49.05689320602258,327.0,4.481088126718555,181.68696407087157,1170.0,1.9154980908869632,19.463445152330536,95.0,1.414560086309771,59.21478225706196,1464.0,-0.21357309027779767,-0.4959330293009424,0.4075923903172321,0.8086002000586963,0.9858603493342099,2.1710496795332856,-1.3358457647529545,-5.986042595561733,1.4776147793264878,2.8303682888662487,1.035312044057581,1.4645110943996371
마포구,성산동,성산아뜰리에,0,중위험군,37.56019029,126.9096289,192015.3097,451188.3382,24.03977298,,0.03315819025717914,30.372071813192804,208.0563770070579,43.0,2.2507159664403638,12.823757247602014,43.0,1.9890668899918107,13.280559597115001,73.0,2.1961110586352244,50.40361131367061,327.0,4.481010244092178,181.94736122591075,1170.0,1.956806540727779,16.54850198314411,95.0,1.41449908897459,59.21205967326317,1464.0,-1.0279109219428122,-2.313535524095122,0.15239657520385677,0.30312698188613846,-0.9623663751819097,-2.1134634389956872,-1.3358457647529545,-5.985938556385139,1.3128250489935505,2.5689446427018465,0.8309718122830809,1.175408871437982
마포구,동교동,바이브스테이,0,중위험군,37.55319291,126.9308158,193886.6939,450410.1232,30.8128126,,-0.30606936798239204,30.237052846567163,155.9441701458767,43.0,2.0708422888167135,8.226358619236336,43.0,1.9622975973278325,16.557024102702595,73.0,2.1845100137484503,49.13290450979084,327.0,4.4786221853606305,180.49421419681727,1170.0,1.59775485778585,7.930557208266177,95.0,1.4137738366084114,59.27307905866772,1464.0,-0.5408303497319622,-1.1199743593004803,-1.0870855453375274,-2.1331853537056467,-0.9623663751819097,-2.1022989834796797,1.3213355595689442,5.917762751391376,-0.7161123676319775,-1.1441720141045186,1.035312044057581,1.463697080614183
마포구,신공덕동,데이오프모드홈,0,중위험군,37.53990855,126.9562045,196129.4227,448934.3715,16.71965706,,-0.6774335091181811,30.33272527536543,198.3894192521441,43.0,1.3751661792777843,15.32552041803448,43.0,2.0183104908866043,19.28262773520269,73.0,2.3624452478035214,44.26824912013984,327.0,4.4773102547734975,179.07217981570125,1170.0,1.9374430584136924,16.018831239532666,95.0,1.4126930918721756,59.327823804162506,1464.0,-1.301893743811415,-1.7903202455027942,0.2004966165684518,0.40466442460737523,-2.5858886456120085,-6.109020342175174,-1.3358457647529545,-5.9809959413241485,0.6357416306782204,1.2317132093021195,-0.48961505873719385,-0.6916758111546233
마포구,연남동,바닐라하우스,0,중위험군,37.5582193,126.9207099,192994.1878,450968.6979,39.39225521,,-0.08060066519717424,30.347618349905137,146.10832585654194,43.0,2.16546170355864,10.704060745124522,43.0,2.002889776018514,14.431040385148899,73.0,2.188522360626248,49.961756071898826,327.0,4.479905564548489,181.47921483963455,1170.0,2.0367068713354586,11.30147176025716,95.0,1.4141776774753436,59.23581713437886,1464.0,0.060409731590805794,0.1308149602821465,0.47747087953330897,0.9563215429638321,0.011746987076150088,0.025708543886142018,1.3213355595689442,5.919458525948705,0.7068614090324354,1.4396694888582255,0.46193945340674564,0.6532644633529813
마포구,서교동,스텔라,0,중위험군,37.54959647,126.912166,192238.3813,450012.3377,30.068261,,0.29558302971258854,30.225583044002867,244.88899022957023,43.0,2.2347812843699693,11.06377932592434,43.0,2.024229245813219,23.491948744656597,73.0,2.196079056394234,49.151746204690305,327.0,4.479297463086719,180.52750780657666,1170.0,1.659223804423341,11.203128864945532,95.0,1.4141558577404394,59.28790353899117,1464.0,-0.21357309027779767,-0.47728914499788005,-0.6444335290319833,-1.3044811964491627,-0.9623663751819097,-2.1134326411150273,1.3213355595689442,5.918655019863442,-1.0751805168837452,-1.7839651076657017,-0.48961505873719385,-0.6923920033511319
마포구,창전동,유유당,0,중위험군,37.55037236,126.9278371,193623.2521,450097.2738,26.62969059,,-0.08134587352376599,30.347333112447835,172.2428516360429,43.0,2.3833388667616746,6.639027382451559,43.0,1.8473911554261493,12.769666609397417,73.0,2.1901244334453462,50.09812612990183,327.0,4.478141277482174,179.98849383232468,1170.0,1.769636241384407,7.9361443090335495,95.0,1.4137707995975046,59.2934932066625,1464.0,-1.1953448686402919,-2.848911884614536,-0.8745719693056576,-1.6156765208789017,-0.9623663751819097,-2.1077021122121313,1.3213355595689442,5.917127310710695,-0.6843108407256213,-1.210981264120292,-1.252078610134581,-1.7701521778088989
마포구,서교동,시즈 스페이스,0,중위험군,37.55117729,126.9133849,192346.2482,450187.6898,25.27037924,,-0.6005024134542154,30.31126381179823,253.3002180416554,43.0,1.9707444562527947,10.2605045591591,43.0,2.080339093335093,20.232263778511797,73.0,2.1944530152662884,49.40731897829194,327.0,4.479411744923488,180.74215695491188,1170.0,1.6475678201600288,10.647446586537026,95.0,1.414170090642791,59.277519904946345,1464.0,-1.301893743811415,-2.5656998782465426,-1.0434646321430938,-2.1707602667598,-0.9623663751819097,-2.11186779380883,1.3213355595689442,5.918806024518178,-1.2735064028633851,-2.098188168125467,-0.9989407110706486,-1.4126720759215532
마포구,연남동,La Lune,0,중위험군,37.55925439,126.9225821,193159.7005,451083.4428,29.54518489,,-0.28342312339629316,30.255855102537137,117.18916707109979,43.0,2.155840727777326,9.716882387145402,43.0,1.985865431940867,16.70772533818379,73.0,2.1870384716196303,49.781264031923314,327.0,4.479961000990882,181.5471872651127,1170.0,2.037339884608274,10.917387387015584,95.0,1.4141592908911222,59.22538939843979,1464.0,-0.5941047873175238,-1.2807952970666039,-0.23319380424237143,-0.46309151478771093,-0.9623663751819097,-2.1047322863159676,-0.007255102592005115,-0.032502576670370785,1.2116383724733262,2.468519181961763,0.696778227237141,0.9853554037380485
마포구,창전동,홍시하우스,0,중위험군,37.54946987,126.9265325,193507.8941,449997.1975,29.11612454,,0.14588933500564139,30.424074165416812,188.07712248230163,43.0,2.341018285011251,6.992227362397332,43.0,1.815769036966767,16.46398320801888,73.0,2.1906799807515607,50.15538401761694,327.0,4.47810184089305,180.02874009076956,1170.0,1.7970275266395221,7.991024146585041,95.0,1.4137780829733069,59.30243338306577,1464.0,0.060409731590805794,0.14142028624669817,-0.9907803903795965,-1.7990283552851174,-0.9623663751819097,-2.1082367522594554,1.3213355595689442,5.917075201743137,-0.42122548177303776,-0.7569537856681432,-2.0145421615319683,-2.848115555199568
마포구,서교동,서교로운,0,중위험군,37.55049276,126.9160363,192580.4697,450111.5026,26.88859193,,-0.5463915901803809,30.501846724329347,270.27840182710867,43.0,1.795280875930898,11.15378808426886,43.0,1.9817068458169242,21.41291465115755,73.0,2.1922953375505774,49.77014217260282,327.0,4.479067358026864,180.5748697832531,1170.0,1.6199671819811174,10.431027257735659,95.0,1.4140833211604882,59.2868698879619,1464.0,-0.21357309027779767,-0.38342368458919335,-0.8105649270640947,-1.6063020649420123,0.9858603493342099,2.1612970473213715,-0.007255102592005115,-0.032496093198986206,-1.5516252108989732,-2.5135819203908665,-0.48961505873719385,-0.6923564883492785
마포구,동교동,다우하우스2,0,중위험군,37.55457568,126.927105,193558.921,450563.842,40.71434358,,0.3680281843900062,30.513069354396855,199.3927108408016,43.0,2.0279275176875444,7.298126037186279,43.0,1.8941192128211761,10.82254516634677,73.0,2.1872250620551137,50.127349253192854,327.0,4.478824723826464,180.55274895487463,1170.0,1.8611547554007886,12.466589932287054,95.0,1.4139120063479873,59.2641780452812,1464.0,0.27350748193305235,0.5546533489054658,-0.10180256874685027,-0.1928262013779577,0.9858603493342099,2.1562984637501934,1.3213355595689442,5.918030372668463,0.13559034387825425,0.2523546132954411,0.809622832843954,1.144735443971536
마포구,서교동,타일러 하우스,0,중위험군,37.5467538,126.916954,192661.1965,449696.451,29.57551963,,-0.06100601868913458,30.45819289959943,191.75061196154545,43.0,2.3201288607292048,8.854355386202828,43.0,1.8998272316284166,23.03658551901177,73.0,2.19315823493566,49.54275903467287,327.0,4.478391408312893,179.8818306946242,1170.0,1.6283693802578028,10.600243281842632,95.0,1.4139496528117361,59.318865371227965,1464.0,-0.1602986526922355,-0.37191353044726283,0.8282470947009861,1.5735263850300534,-0.9623663751819097,-2.1106217407553864,-0.007255102592005115,-0.03249118911446431,-0.8253939782738199,-1.3440462808702625,1.035312044057581,1.4638791052470255
마포구,동교동,스테이 조은,0,중위험군,37.55756505,126.9239548,193280.8362,450895.847,22.61313565,,-0.15676277533293614,30.271995849945565,133.4770573409576,43.0,2.068147136938979,10.010386001776608,43.0,1.9899990812428454,15.82793302037517,73.0,2.1860133926623866,49.79962942197635,327.0,4.479542388461144,181.16593389814633,1170.0,2.0282656266188632,10.893553380921945,95.0,1.4140777254977253,59.240452765559944,1464.0,0.1136841691763669,0.2351155889973897,-0.13916120189009298,-0.2769306639059352,-0.9623663751819097,-2.10374578479561,-1.3358457647529545,-5.983977727657153,1.0057957619521842,2.040020971366544,-0.9989407110706486,-1.4125798086178631
마포구,망원동,톨망스테이 마포,0,중위험군,37.5569266,126.899778,191144.5553,450826.9896,34.69890026,,-0.23151584767835942,30.389256897324728,227.37474085473576,43.0,2.134819889666943,13.059351660655624,43.0,2.0267009981693,19.82896734219,73.0,2.205642196667588,48.213586682685595,327.0,4.481345330664529,181.47647140217987,1170.0,1.8837202328811098,18.2922913825278,95.0,1.4146475183919693,59.20827781001076,1464.0,0.16695860676192906,0.35642655446644794,0.5781669637648922,1.1717715625708205,-0.9623663751819097,-2.1226358857552516,-0.007255102592005115,-0.032512620124174246,2.128678766536617,4.00983526182943,0.818772395460723,1.15827433736636
마포구,서교동,홈 스윗 402 마포,0,중위험군,37.55090715,126.9129594,192308.6202,450157.7422,22.06168508,,-0.5198211201738907,30.289448465697014,248.30395677768206,43.0,2.115403411995368,10.092217688313408,43.0,2.070396477149305,21.012586524153598,73.0,2.1949164336643325,49.24750643642991,327.0,4.479408301563966,180.70207096064271,1170.0,1.6537676891803306,10.732492329549022,95.0,1.414173133848291,59.2789951327669,1464.0,-1.3856107171601546,-2.93112563877794,-0.9840394155919303,-2.0373517394175935,0.9858603493342099,2.163881082051717,-0.007255102592005115,-0.032498566779325964,-1.222623959813215,-2.021936000756806,-2.0145421615319683,-2.8489114018431736
마포구,서교동,부티크서울,0,중위험군,37.55142189,126.9271918,193566.317,450213.803,30.73164498,,0.08203642242773057,30.363307914594355,168.55514218708328,43.0,2.2903252660616045,7.088932205991227,43.0,1.8737340781975902,12.773640200005806,73.0,2.189302275595893,50.18113900891313,327.0,4.478348767030166,180.2134350154301,1170.0,1.7703300067871417,8.406148021195838,95.0,1.4138190189808726,59.28609063028865,1464.0,0.16695860676192906,0.38238951545329,-1.055688761600632,-1.978080008581316,-0.9623663751819097,-2.106910895142726,1.3213355595689442,5.917401474028696,-0.45476163741974085,-0.8050781726598215,-0.7946004792961487,-1.1234212701202122
마포구,서교동,스테이 해움,0,중위험군,37.54660575,126.9156218,192543.4619,449680.124,37.10582542,,-0.3715844281009524,30.431579672674054,192.76542046082153,43.0,2.3261648905620698,8.936959455858204,43.0,1.9292060379431746,23.4463866842722,73.0,2.194329909485437,49.46063210139287,327.0,4.478498458787893,179.89526956869463,1170.0,1.6386513137944985,10.731463254056376,95.0,1.4139800748266733,59.31778108418511,1464.0,-0.1032188981362765,-0.24010417688710903,0.0018546173118688509,0.0035779389161313267,0.9858603493342099,2.163302851119818,1.3213355595689442,5.917599267071155,-0.8253939782738199,-1.3525329268964628,0.3917928066781861,0.5539872221033739
마포구,연남동,휘게,0,중위험군,37.55851835,126.9243834,193318.7905,451001.6215,42.38424742,,0.2618835844952443,30.245987316605834,128.89471414949386,43.0,2.0935002490995576,9.741632258035615,43.0,1.9811084229772833,16.02265803900436,73.0,2.1853616322037017,49.6247367186815,327.0,4.479718753242975,181.35897104148782,1170.0,2.0352417190109406,10.766401341121336,95.0,1.414093522735507,59.231002919826864,1464.0,-0.921362046771689,-1.928871674427409,0.9204230058533397,1.8234577695981207,0.9858603493342099,2.15446138214592,1.3213355595689442,5.919211685527799,1.279288893346848,2.6036621264068427,0.9224674384507674,1.304455229647645
