cluster,n,ols_r2,ols_adj_r2,ols_aic,ols_resid_moran_I,ols_resid_moran_p
0,1458,0.059099732705018226,0.05259731206027063,8665.345610339184,0.5415513508640514,0.005
1,1238,0.24338504182347098,0.23721866074623776,6068.870875061142,0.4210862373990331,0.005
2,1550,0.0947086212157523,0.08882628607095522,9198.768169896428,0.5640718854722969,0.005
