구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,시설규모/연면적,위험점수_AHP,AHP_매칭방식,업종그룹,공통_3등급,업종군별_3등급,r50m_property_fire_count,r50m_property_fire_exists,r50m_property_damage_sum_천원,log1p_r50m_property_damage_sum_천원,r50m_property_damage_max_천원,nearest_property_fire_distance_m 
강남구,역삼동,루프서울 역삼2호점,2002,27,96.3,1.2897834607390468,0.1322,1.0,37.49474909,127.03414154,관광숙박업,숙박시설,5,861.0,45.31,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,56.42195769681449
강남구,역삼동,루프서울 역삼1호점,2016,5,60.0,0.0468835858988504,0.1122,0.7,37.48992036,127.03881148,관광숙박업,숙박시설,6,1000.0,35.52,exact,기존숙박군,안전,보통,0,0,0.0,0.0,0.0,125.28848707022277
강남구,대치동,호스텔 메가 대치점,2005,26,96.2,0.8999415938726255,0.1279,0.7,37.50207093,127.05182626,관광숙박업,숙박시설,11,196.0,55.82,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,74.83382328489569
강남구,삼성동,신라스테이 삼성,2020,10,40.0,1.0986122886681098,0.1065,0.45,37.50730567,127.06235264,관광숙박업,호텔,23,18526.0,19.83,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,61.0646132687293
강남구,논현동,하로스테이 신사,1995,7,85.7,1.020073649097903,0.1422,0.35,37.51197371,127.02035686,관광숙박업,숙박시설,5,346.0,79.02,exact,기존숙박군,위험,위험,3,1,1266.0,7.144407180321139,1141.0,7.202697125835607
강남구,논현동,레이지타이거 HOSTEL,1979,4,50.0,3.400047295278918,0.1652,0.85,37.50267639,127.02372735,관광숙박업,숙박시설,4,233.0,62.15,exact,기존숙박군,위험,위험,1,1,305.0,5.723585101952381,305.0,17.767098979488996
강남구,신사동,단델리온 신사1호점,1996,6,50.0,1.7633056668103273,0.1408,0.0,37.51859556,127.02536892,관광숙박업,숙박시설,4,492.0,54.05,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,86.91913234706219
강남구,역삼동,마티네차움호텔,2020,14,100.0,0.1275133202989596,0.1065,1.0,37.50365264,127.03102202,관광숙박업,호텔,22,21699.0,54.51,exact,기존숙박군,위험,위험,1,1,800.0,6.68586094706836,800.0,23.55867088700739
강남구,삼성동,기와 호스텔,2004,1,0.0,0.5596157879354227,0.1293,0.45,37.50575751,127.05616954,관광숙박업,숙박시설,8,713.0,56.58,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,84.22691286038265
강남구,역삼동,willow leaf,2008,10,30.0,1.247032293786383,0.1237,0.45,37.49772977,127.03210475,관광숙박업,숙박시설,12,161.0,41.64,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,60.39047769321215
강남구,논현동,에스티르 신사,2008,21,95.2,1.30285920609103,0.1237,0.7,37.51182968,127.01980099,관광숙박업,숙박시설,7,495.0,77.35,exact,기존숙박군,위험,위험,1,1,1141.0,7.040536390215956,1141.0,45.26596470307558
강남구,대치동,온스테이 호스텔,2001,21,100.0,0.6749648614767549,0.1337,0.7,37.50089697,127.05432719,관광숙박업,숙박시설,6,203.0,62.2,exact,기존숙박군,위험,위험,3,1,507.0,6.230481447578482,419.0,16.4668672238474
강남구,청담동,알로프트 서울 강남 호텔,2014,14,85.7,0.7202981696258961,0.115,0.85,37.52099695,127.05486726,관광숙박업,숙박시설,18,10200.0,67.14,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,131.33090329861085
강남구,개포동,호텔 데님(Hotel Denim),2014,16,93.8,1.8128128784258872,0.115,0.85,37.47343891,127.04582574,관광숙박업,호텔,12,7500.0,22.44,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,54.1707951545997
강남구,역삼동,리치웰 호텔(Richwell Hotel),2015,8,62.5,0.924258901523332,0.1136,0.45,37.50022148,127.03903357,관광숙박업,숙박시설,17,3228.0,24.15,exact,기존숙박군,안전,안전,2,1,5061.0,8.529516941105069,4570.0,17.40648942980646
강남구,역삼동,인더시티호스텔,2013,10,50.0,0.8952713646500796,0.1165,0.45,37.50027939,127.03921587,관광숙박업,근린생활시설,16,201.0,23.22,exact,기존숙박군,안전,안전,3,1,5085.0,8.534246945982066,4570.0,6.188272701089347
강남구,역삼동,더제리스플래닛 호텔,2014,3,33.3,0.3646431135879093,0.115,0.55,37.49629138,127.0277253,관광숙박업,호텔,14,4648.0,41.95,exact,기존숙박군,보통,보통,3,1,586.0,6.375024819828097,361.0,12.889462377202046
강남구,논현동,호텔 카푸치노,2015,16,100.0,0.7848683031244529,0.1136,1.0,37.50413055,127.03069207,관광숙박업,숙박시설,20,5993.0,59.81,exact,기존숙박군,위험,위험,1,1,75925.0,11.237514460719542,75925.0,17.568579982330718
강남구,역삼동,베니키아 강남 노블레스 호텔,2003,7,42.9,1.8258387828809173,0.1308,0.45,37.49864607,127.03500272,관광숙박업,호텔,11,1999.0,34.11,exact,기존숙박군,안전,보통,3,1,19929.0,9.89998141320684,15728.0,9.293961312141812
강남구,대치동,스텔라 호스텔,2005,21,100.0,1.79025683934352,0.1279,0.85,37.50252903,127.05337059,관광숙박업,숙박시설,11,1492.3,63.12,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,77.35078978084158
강남구,논현동,K-그랜드 호스텔 강남 1,1991,7,57.1,2.310924606619502,0.148,1.0,37.50279344,127.02444224,관광숙박업,"숙박시설, 근린생활시설",6,1013.88,61.78,exact,기존숙박군,위험,위험,1,1,305.0,5.723585101952381,305.0,46.729775649956686
강남구,삼성동,호텔 페이토 삼성,1993,14,50.0,1.7847907999119617,0.1451,0.45,37.50570328,127.05792501,관광숙박업,숙박시설,24,7183.43,49.84,exact,기존숙박군,보통,위험,3,1,287.0,5.662960480135946,211.0,8.12745282304092
강남구,논현동,호텔 더 디자이너스 리즈 강남 프리미어,2015,6,66.7,0.8873031950009028,0.1136,0.0,37.50271388,127.02510839,관광숙박업,숙박시설,23,10941.29,55.68,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,62.45631206531684
강남구,역삼동,강남 스테이 호텔,2016,23,100.0,1.0959420601122307,0.1122,0.85,37.49665412,127.03465347,관광숙박업,호텔,14,1997.0,36.84,exact,기존숙박군,안전,보통,1,1,4906.0,8.498418036089904,4906.0,11.836850702838397
강남구,역삼동,호텔 소울하다,1989,13,69.2,0.0392207131532812,0.1509,1.0,37.49598034,127.03167057,관광숙박업,숙박시설,9,1998.5,51.1,exact,기존숙박군,보통,위험,2,1,170.0,5.14166355650266,104.0,26.801128331712732
강남구,신사동,어바웃스테이 신사점,1976,12,91.7,3.003785567140398,0.1694,0.35,37.51443018,127.01905593,관광숙박업,숙박시설,5,519.0,97.33,exact,기존숙박군,위험,위험,1,1,108.0,4.6913478822291435,108.0,39.6774083772239
강남구,역삼동,호텔 디 아티스트 역삼,2016,3,0.0,0.3364722366212129,0.1122,0.12,37.49966232,127.03769958,관광숙박업,호텔,11,1948.0,30.4,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,61.89452018879552
강남구,역삼동,카파쓰 호텔,2016,13,100.0,0.4081282255276481,0.1122,1.0,37.49878976,127.04033428,관광숙박업,호텔,11,2000.0,19.64,exact,기존숙박군,안전,안전,3,1,288.0,5.666426688112432,272.0,37.91674699920014
강남구,역삼동,도미인 서울 강남,2016,16,87.5,0.1204461530758671,0.1122,0.85,37.50286218,127.02867971,관광숙박업,숙박시설,19,8528.0,61.33,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,64.8785585151435
강남구,삼성동,호텔 유리앤,2016,0,0.0,1.7564201027827462,0.1122,0.08,37.50617632,127.05677848,관광숙박업,호텔,17,6661.0,33.02,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,72.43982917339659
강남구,청담동,호텔 엔트라,2016,9,77.8,0.7158238892309751,0.1122,0.85,37.52128529,127.04769721,관광숙박업,호텔,24,5666.0,44.31,exact,기존숙박군,보통,보통,1,1,111.0,4.718498871295094,111.0,30.850439448634074
강남구,삼성동,주)호텔롯데 L7 강남,2017,18,100.0,1.5314763709643886,0.1108,1.0,37.50295115,127.05076075,관광숙박업,호텔,33,33584.0,47.0,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,61.54315579809894
강남구,대치동,호텔 글래드 강남 코엑스센터,2017,0,0.0,0.3593740009078974,0.1108,0.7,37.50609983,127.06374665,관광숙박업,숙박시설,24,12504.0,14.82,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,101.01144039862409
강남구,역삼동,오월호텔,2018,16,75.0,0.5187937934151675,0.1094,1.0,37.49785311,127.04029604,관광숙박업,관광숙박시설(소형호텔),12,3281.0,15.09,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,59.21087822909755
강남구,신사동,포포인츠바이쉐라톤서울강남,2017,14,100.0,0.453783685378972,0.1108,0.85,37.51750365,127.02768909,관광숙박업,숙박시설(관광호텔),25,12190.0,42.73,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,72.17501396866822
강남구,역삼동,호텔 세느,2017,18,94.4,0.5140205146625099,0.1108,1.0,37.50119369,127.03430555,관광숙박업,호텔,10,270.0,40.81,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,61.330866300116305
강남구,역삼동,호텔 뉴브,2018,9,22.2,0.0,0.1094,0.25,37.50027135,127.04832114,관광숙박업,숙박시설(관광호텔),19,11824.0,32.47,exact,기존숙박군,안전,안전,1,1,2.0,1.0986122886681098,2.0,45.532766714783264
강남구,역삼동,호텔 그라모스 서울 강남,2013,6,100.0,0.6010318916521397,0.1165,0.45,37.4998015,127.03908209,관광숙박업,숙박시설,12,1996.4,23.68,exact,기존숙박군,안전,안전,1,1,4570.0,8.427487278331744,4570.0,24.78266514877535
강남구,역삼동,호텔 컬리넌 역삼,2013,13,100.0,0.2530906276821618,0.1165,0.85,37.49863731,127.04129584,관광숙박업,숙박시설,11,1999.26,19.51,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,81.3124288168954
강남구,역삼동,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),2014,5,0.0,0.5561813254867879,0.115,0.0,37.50189663,127.04047353,관광숙박업,숙박시설,20,24392.0,27.4,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,58.69147207018264
강남구,신사동,다도,1997,4,75.0,0.7830421846764933,0.1394,0.0,37.51870635,127.01919064,관광숙박업,숙박시설,4,567.0,77.35,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,97.59891658859726
강남구,신사동,호텔 안테룸 서울,2020,13,92.3,0.9313581639962748,0.1065,0.85,37.51609982,127.02442977,관광숙박업,숙박시설,23,3670.0,55.85,exact,기존숙박군,위험,위험,1,1,4431.0,8.39660622842712,4431.0,41.08862712487904
강남구,역삼동,파크뷰 강남 호스텔,2019,6,16.7,1.0381543196309957,0.1079,0.7,37.4946957,127.02983756,관광숙박업,숙박시설,15,143.0,32.16,exact,기존숙박군,안전,안전,1,1,52.0,3.970291913552122,52.0,49.80110992971895
강남구,논현동,GAM,1997,6,83.3,0.4767541918554661,0.1394,0.12,37.51012645,127.03248712,관광숙박업,숙박시설,5,428.0,70.65,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,61.498844382345126
강남구,역삼동,주)조선호텔앤리조트 조선팰리스강남,2021,9,66.7,1.1505720275988207,0.105,0.45,37.50046096,127.04070191,관광숙박업,숙박시설,43,239252.0,18.79,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,76.89961981151865
강남구,삼성동,그랜드인터컨티넨탈 서울 파르나스,1989,11,63.6,1.2567233697114648,0.2863,0.7,37.50629703,127.06010268,관광숙박업,호텔,41,128324.0,43.51,exact,기존숙박군,보통,보통,1,1,26893.0,10.199658492383815,26893.0,12.355437897525363
강남구,대치동,이비스 스타일 앰배서더 강남,2003,14,57.1,1.2718840099421465,0.1308,0.25,37.50236069,127.05627838,관광숙박업,호텔,20,17842.0,58.26,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,90.51954552221837
강남구,논현동,렉스 관광 호텔,2004,21,95.2,1.6943946349100658,0.1293,0.35,37.51162065,127.01975071,관광숙박업,호텔,12,3651.0,79.57,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,50.059838281800324
강남구,대치동,파크하얏트서울,2005,1,0.0,1.1793477570205468,0.1279,0.7,37.50581599,127.06335663,관광숙박업,호텔,28,22998.0,37.44,exact,기존숙박군,안전,보통,0,0,0.0,0.0,0.0,83.08102692966693
강남구,논현동,베스트웨스턴 프리미어 강남호텔,2004,16,87.5,0.4889123963352756,0.1293,0.85,37.50361313,127.02900491,관광숙박업,호텔,20,6957.0,64.68,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,87.29079711873439
강남구,역삼동,트리아관광호텔,1989,1,100.0,0.7848143690857691,0.1509,0.45,37.50009682,127.03861867,관광숙박업,호텔,10,3002.0,39.24,exact,기존숙박군,보통,보통,1,1,4570.0,8.427487278331744,4570.0,45.26156704815553
강남구,신사동,라까사호텔,1983,2,100.0,1.848948441212516,0.1594,0.0,37.51923895,127.01875978,관광숙박업,숙박시설,7,4638.0,87.28,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,68.97212375114982
강남구,역삼동,AC 호텔 바이 메리어트 서울 강남,2012,13,30.8,1.052219249098399,0.1179,0.85,37.4985048,127.03466624,관광숙박업,호텔,28,18428.0,34.72,exact,기존숙박군,안전,보통,3,1,19929.0,9.89998141320684,15728.0,32.49797443652581
강남구,청담동,호텔리베라서울,1987,2,0.0,0.0,0.1536,0.85,37.52114314,127.05333406,관광숙박업,호텔,20,42109.0,78.66,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,177.67121252863888
강남구,역삼동,삼정관광호텔,1982,14,92.9,0.7207623475929187,0.1608,0.85,37.50308327,127.0305267,관광숙박업,호텔,13,13277.0,67.18,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,71.7293429535218
강남구,신사동,선샤인 관광호텔,1984,18,100.0,0.514778198081814,0.158,0.85,37.51778993,127.02795714,관광숙박업,호텔,9,9070.0,57.84,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,93.99327231239307
강남구,논현동,그랜드머큐어 임피리얼팰리스서울,1989,13,69.2,0.2889128418379135,0.2863,0.85,37.51123509,127.03508651,관광숙박업,호텔,23,19601.0,61.74,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,111.01469214695186
강남구,논현동,엘리에나호텔,1992,26,96.2,0.7341662000044906,0.1465,0.85,37.50816269,127.03019882,관광숙박업,숙박시설,19,21262.0,88.13,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,73.61309263821448
강남구,역삼동,노보텔 앰배서더 강남,1993,15,100.0,0.4239596907443287,0.1451,0.85,37.50255272,127.02807773,관광숙박업,숙박시설,22,41813.0,70.97,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,60.55463605948312
강남구,청담동,라비타 호텔,1991,8,87.5,0.3900564827553193,0.148,0.7,37.51868782,127.05615596,관광숙박업,호텔,8,2849.0,67.52,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,73.85734713940978
강남구,삼성동,웨스틴 서울 파르나스,2002,7,28.6,0.9051174312760298,0.2656,0.55,37.50977042,127.05802923,관광숙박업,호텔,35,5818.0,40.7,exact,기존숙박군,보통,보통,1,1,20859.0,9.945588728554764,20859.0,45.489604354145456
강남구,삼성동,호텔 오크우드 프리미어,2002,7,28.6,0.9051174312760298,0.1322,0.55,37.50977042,127.05802923,관광숙박업,숙박시설,56,55869.0,40.7,exact,기존숙박군,보통,보통,1,1,20859.0,9.945588728554764,20859.0,45.489604354145456
강남구,논현동,파티오7,2018,12,75.0,0.650373364576659,0.1094,0.85,37.5150573,127.02846638,관광숙박업,호텔,16,5335.0,45.21,exact,기존숙박군,보통,보통,1,1,170.0,5.14166355650266,170.0,31.320282078196783
강남구,삼성동,GOYOO INN & CABINS,2023,8,50.0,1.3437347467010947,0.1022,0.85,37.50419718,127.05241454,관광숙박업,호텔,12,198.0,45.45,exact,기존숙박군,보통,보통,2,1,9958.0,9.20623194393164,9729.0,26.523285057520372
강남구,역삼동,와사비 하우스,2009,5,20.0,0.1889660995126232,0.1222,0.0,37.49195128,127.02980592,관광숙박업,호텔,11,2000.0,26.17,exact,기존숙박군,안전,안전,1,1,55.0,4.02535169073515,55.0,48.074175795472804
강남구,논현동,화이트린넨하우스 호스텔,1987,9,11.1,0.4329972114983659,0.1536,0.85,37.5149934,127.02450701,관광숙박업,숙박시설,6,834.0,74.66,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,52.25789914188696
강남구,논현동,에이든 청담호텔,2018,11,81.8,0.4767541918554661,0.1094,0.85,37.51726775,127.02969198,관광숙박업,숙박시설(관광호텔),24,9301.86,38.83,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,55.975088634335876
강남구,삼성동,호텔 크레센도 서울,2018,1,0.0,0.1421744887805426,0.1094,0.18,37.50806468,127.04611588,관광숙박업,호텔,17,4998.0,58.66,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,174.31224126110916
강남구,논현동,아난티 앳 강남,2022,14,85.7,0.2358701058534324,0.1036,0.85,37.51484148,127.02879629,관광숙박업,숙박시설,16,16770.0,46.49,exact,기존숙박군,보통,보통,1,1,170.0,5.14166355650266,170.0,29.32612398145109
송파구,잠실동,호텔롯데 롯데호텔월드,1989,3,33.3,1.06333047452347,0.1509,0.18,37.50853565,127.09714783,관광숙박업,숙박시설,10,95611.0,28.56,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,239.0071025000867
송파구,문정동,메리제인호텔,2019,0,0.0,0.3737693772980324,0.1079,0.45,37.4828826,127.12275365,관광숙박업,호텔,10,996.0,68.69,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,72.93363975771885
송파구,잠실동,호텔 더 캐슬(신천),2019,23,95.7,1.283153602200377,0.1079,1.0,37.50834852,127.08101899,관광숙박업,호텔,18,2983.0,52.55,exact,기존숙박군,위험,위험,3,1,20914.0,9.948221883876299,20889.0,28.69851394746483
송파구,가락동,부티크 호텔 XYM,2019,4,0.0,1.867477020686977,0.1079,0.25,37.49414553,127.12059352,관광숙박업,호텔,9,971.0,58.82,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,69.85448638975252
송파구,방이동,오로시에 관광호텔,2002,14,64.3,0.6007738604289301,0.1322,1.0,37.51300989,127.10837286,관광숙박업,숙박시설(관광호텔),10,2069.0,68.9,exact,기존숙박군,위험,위험,2,1,64781.0,11.078783065975195,64680.0,28.347563843236742
송파구,방이동,호텔 더 캐슬(방이1),2019,11,54.5,1.0431824837287786,0.1079,1.0,37.5127031,127.10828696,관광숙박업,숙박시설,18,2807.0,57.66,exact,기존숙박군,위험,위험,1,1,64680.0,11.077222774301275,64680.0,37.52856336729255
송파구,방이동,호텔베네 롯데타워점,2025,19,94.7,0.9014756460890144,0.1,1.0,37.51311401,127.10931237,관광숙박업,숙박시설,18,2896.0,65.68,exact,기존숙박군,위험,위험,4,1,1915.0,7.557994958530806,738.0,25.550812389304344
송파구,잠실동,포레스타,2018,25,92.0,1.2284702759263235,0.1094,1.0,37.50822063,127.08059447,관광숙박업,호텔,14,1994.0,52.94,exact,기존숙박군,위험,위험,2,1,20900.0,9.94755228369823,20889.0,32.44132163164402
송파구,신천동,소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),2021,0,0.0,0.0363676441708748,0.105,1.0,37.51113193,127.10560863,관광숙박업,숙박시설,37,97496.0,35.86,exact,기존숙박군,안전,보통,0,0,0.0,0.0,0.0,147.64166510753637
송파구,송파동,아이앤유스테이,1987,19,84.2,1.238241261160751,0.1536,1.0,37.50566174,127.1056928,관광숙박업,근린생활시설,6,141.0,59.73,exact,기존숙박군,위험,위험,1,1,40.0,3.713572066704308,40.0,44.88439710653346
송파구,방이동,호텔 더 캐슬(방이2),2021,11,54.5,1.2379478827102277,0.105,1.0,37.51259727,127.10833202,관광숙박업,숙박시설,18,1487.0,55.39,exact,기존숙박군,위험,위험,1,1,64680.0,11.077222774301275,64680.0,49.643106063061516
송파구,삼전동,호텔인피니,2004,21,81.0,0.8888917576860407,0.1293,1.0,37.49945303,127.09529052,관광숙박업,호텔,9,1463.0,51.31,exact,기존숙박군,보통,위험,3,1,70.0,4.2626798770413155,53.0,26.637878813772524
송파구,삼전동,24게스트하우스(서울 잠실점),1989,19,89.5,0.5162164724008671,0.1509,0.85,37.50055228,127.08861564,관광숙박업,"근린생활시설, 주택",6,168.0,56.47,exact,기존숙박군,위험,위험,1,1,5.0,1.791759469228055,5.0,25.897125285527185
송파구,방이동,주식회사 딜라이트 호텔,1998,15,73.3,0.9594629037393638,0.138,1.0,37.51263713,127.10853018,관광숙박업,관광숙박시설 및 근린생활시설,11,2349.0,67.71,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,57.16342654916679
송파구,방이동,HOTEL RAUM(라움),2000,20,95.0,0.8954876042443918,0.1351,0.85,37.51299912,127.11306397,관광숙박업,호텔,10,3181.0,88.43,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,55.77369906724057
송파구,석촌동,CORNER HOTEL,1982,2,0.0,0.0,0.1608,1.0,37.49888583,127.10896725,관광숙박업,관광숙박시설 및 근린생활시설,5,2166.0,44.87,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,159.15364076922603
송파구,신천동,시그니엘 서울(SIGNIEL SEOUL),2017,0,0.0,0.0183491386681965,0.1108,0.04,37.51035018,127.10264186,관광숙박업,"판매시설,문화및집회시설,업무시설,숙박시설,관광휴게시설",129,67097.0,26.71,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,223.4678388001368
송파구,문정동,호텔 파크하비오,2016,1,0.0,0.0666913744986722,0.1122,0.12,37.47785335,127.12287399,관광숙박업,업무시설(오피스텔),18,22234.0,72.85,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,164.61824994010934
송파구,잠실동,잠실스테이,1991,27,96.3,0.2021241840901343,0.148,0.85,37.50218253,127.08724591,외국인관광도시민박업,숙박시설(관광호텔),9,3814.44,57.78,exact,외국인관광도시민박업,위험,위험,3,1,303.0,5.717027701406222,165.0,2.128660604199768
송파구,가락동,가락관광호텔,1989,2,50.0,2.607688781388509,0.1509,0.25,37.49113403,127.11792898,관광숙박업,호텔,11,4838.0,55.61,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,58.10775400259372
송파구,석촌동,레이크호텔,2002,26,100.0,0.8649974374866045,0.1322,1.0,37.50411392,127.10010834,관광숙박업,호텔,14,9656.0,47.35,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,75.23904820860383
송파구,가락동,캘리포니아호텔,2003,1,100.0,2.438465210352417,0.1308,0.25,37.49134308,127.11831519,관광숙박업,호텔,15,10601.0,58.77,exact,기존숙박군,위험,위험,1,1,9596.0,9.169205828617628,9596.0,44.52699969968976
송파구,잠실동,주)파로스 관광호텔,2012,30,80.0,1.3072511537794378,0.1179,1.0,37.50833724,127.08037078,관광숙박업,숙박시설,19,4486.0,52.62,exact,기존숙박군,위험,위험,2,1,20900.0,9.94755228369823,20889.0,24.118141333722402
송파구,석촌동,로사나부띠끄 관광호텔,2013,18,94.4,1.7894419710876923,0.1165,1.0,37.5032461,127.09675008,관광숙박업,숙박시설(관광호텔)외 2,18,5242.0,27.9,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,97.866331010807
마포구,노고산동,K-그랜드 호스텔 신촌,2011,5,0.0,1.160744069775116,0.1194,0.85,37.5514831,126.93342778,관광숙박업,제1.2종근린생활시설,8,1441.49,22.28,exact,기존숙박군,안전,안전,0,0,0.0,0.0,0.0,177.7340751432261
종로구,관철동,스테이 묘미 종로,1969,3,0.0,0.5108256237659907,0.1794,0.12,37.56620399,126.98512904,관광숙박업,근린생활시설,12,2101.22,56.21,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,115.61989948829535
종로구,관철동,벨린스테이,1966,3,0.0,0.621173680934856,0.1837,0.55,37.56692536,126.98410903,관광숙박업,"영업용, 사무실, 점포",8,1874.24,59.41,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,59.50918271933477
종로구,숭인동,호텔 인스피룸 종로,1985,2,100.0,0.2276693767724138,0.1565,0.25,37.57110935,127.02075275,관광숙박업,근린생활시설,6,591.77,51.76,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,92.81429657519851
종로구,숭인동,안한스테이 동묘,2019,36,63.9,0.7676232734614281,0.1079,0.18,37.57088635,127.01603595,관광숙박업,관광숙박시설(호스텔),8,431.33,30.87,exact,기존숙박군,안전,안전,2,1,431.0,6.068425588244111,369.0,35.26047362110856
강남구,논현동,루프서울 논현점,2022,16,75.0,1.705195820027413,0.1036,0.7,37.50544211,127.03021242,관광숙박업,관광숙박시설(호스텔),7,795.38,60.89,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,53.34023622562239
성동구,도선동,서온재 Seo on jae,1996,38,65.8,0.7596905713365569,0.1408,0.55,37.56031193,127.03329438,관광숙박업,"근린생활시설,주택,위락시설,일반음식점",10,989.51,29.06,exact,기존숙박군,안전,안전,3,1,200.0,5.303304908059076,104.0,18.09862850355009
중구,오장동,아랑재,2021,22,59.1,2.715995759362029,0.105,0.85,37.56134429,126.9998039,관광숙박업,제2종근린생활시설,5,348.3,29.3,exact,기존숙박군,안전,안전,1,1,4552.0,8.423541635334782,4552.0,8.185341985868828
서초구,반포동,호텔 앳 강남 서울,1995,1,0.0,0.0388398333162639,0.1422,0.04,37.50289453,127.02047802,관광숙박업,"제1,2종근린생활시설(사무소)",6,730.74,53.33,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,129.5254783292922
강남구,역삼동,스테이아른,1983,4,0.0,1.165647690004268,0.4324,0.0,37.50366871,127.04538866,관광숙박업,근린생활시설,3,233.47,50.17,exact,기존숙박군,보통,위험,0,0,0.0,0.0,0.0,114.64547598277342
중구,황학동,호스텔 모어 댄 스테이,1984,42,76.2,1.503601772510471,0.158,0.55,37.56461626,127.01796219,관광숙박업,관광숙박시설(호스텔),4,218.98,31.91,exact,기존숙박군,안전,안전,1,1,73.0,4.30406509320417,73.0,41.52603392726394
종로구,효제동,백제장,1990,13,0.0,0.0,0.1494,0.18,37.56884357,127.00412115,숙박업,숙박시설,1,729.21,52.7,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,80.07492930965887
종로구,효제동,더원 호텔,1995,20,0.0,0.2486226366151946,0.1422,0.18,37.5692221,127.003393,숙박업,숙박시설,1,940.94,55.29,exact,기존숙박군,위험,위험,0,0,0.0,0.0,0.0,95.82771369771196
종로구,홍지동,씨케이 인 종로점,1970,0,0.0,0.0,0.4553,1.0,37.5978767,126.95861797,숙박업,주택,2,254.09,47.68,exact,기존숙박군,보통,보통,0,0,0.0,0.0,0.0,146.91239137438225
종로구,숭인동,은진모텔,1970,21,57.1,2.382786392373568,0.178,0.85,37.57429593,127.02140236,숙박업,영업,1,1770.52,39.88,exact,기존숙박군,보통,보통,1,1,3300.0,8.101980731853192,3300.0,42.146109422322475
종로구,관수동,더포스트 호텔,2019,19,63.2,1.0744721703124118,0.1079,0.35,37.56668503,126.98976351,숙박업,"숙박시설, 제2종근린생활시설(일반음식점)",12,1888.57,29.6,exact,기존숙박군,안전,안전,5,1,1813.0,7.503289630675082,1634.0,32.4757147123213
