승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,총층수,시설규모/연면적,구,동,업종,건물용도명,업종그룹,실제등급,예측등급,target_col,target_label,best_model
1997,33,90.9,1.167132235104866,0.1394,1.0,37.53877684,126.84538882,4,67.0,강서구,화곡동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
2008,32,81.2,2.688099414682861,0.1237,0.18,37.56094517,127.00596078,13,993.0,중구,(광희동,관광숙박업,업무시설,기존숙박군,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1993,0,0.0,0.0689928714869514,0.4148,0.25,37.54422132,126.91859736,6,60.0,마포구,합정동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1991,8,0.0,0.0183491386681965,0.4183,1.0,37.53879298,126.98503054,4,33.0,용산구,(용산동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1998,11,63.6,0.5969191484653915,0.138,0.7,37.50457526,127.10688874,6,50.0,송파구,송파동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2019,4,100.0,0.2876820724517809,0.1079,1.0,37.4975661,127.09861802,5,30.0,송파구,석촌동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1992,21,90.5,0.7778410594092126,0.1465,0.85,37.55128859,126.92398137,4,117.0,마포구,서교동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1967,9,66.7,1.852753981930897,0.1823,0.12,37.55766837,126.98642023,4,414.76,중구,(남산동,숙박업,영업,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1955,32,62.5,0.5643439291313687,0.4817,0.45,37.56119377,127.00084581,2,43.0,중구,충무로5가,관광숙박업,숙박시설,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2023,7,42.9,1.4142257458090683,0.1022,0.04,37.48346166,127.01172065,23,25517.26,서초구,서초동,숙박업,"생활숙박시설,근린생활시설",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1997,0,0.0,0.0273989741881144,0.1394,1.0,37.49918828,127.105236,4,43.0,송파구,석촌동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1963,3,0.0,0.0741079721537218,0.4676,0.12,37.5758455,126.96792717,4,49.0,종로구,누하동,외국인관광도시민박업,다가구주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1972,3,33.3,4.729913072579535,0.8668,0.18,37.58004227,126.99697589,2,186.94,종로구,명륜4가,숙박업,주택,기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2025,12,66.7,2.117309869662858,0.1,0.7,37.52399149,126.88431868,10,870.0,영등포구,(양평동,관광숙박업,숙박시설,기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1990,44,72.7,1.369815501802805,0.42,1.0,37.57061763,127.01288174,4,82.0,종로구,창신동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2003,1,100.0,2.438465210352417,0.1308,0.25,37.49134308,127.11831519,15,10601.0,송파구,가락동,관광숙박업,호텔,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2022,0,0.0,0.7725207681014575,0.1036,0.12,37.55631897,126.98577046,4,109.0,중구,(남산동,외국인관광도시민박업,다가구주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2004,13,15.4,0.1126731625041128,0.1293,1.0,37.55984739,127.03440642,9,1136.9,성동구,도선동,숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1980,37,89.2,0.6359887667199967,0.1637,0.45,37.56077659,126.99805761,6,968.6,중구,예관동,숙박업,"근린생활시설, 사무실",기존숙박군,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1992,17,94.1,1.4960019827707285,0.4165,0.08,37.56957912,126.99966041,6,77.0,종로구,연지동,관광숙박업,숙박시설,기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2017,29,62.1,0.698288580060364,0.1108,0.18,37.55449219,126.96678799,4,159.0,중구,중림동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2004,3,0.0,1.2729656758128876,0.1293,0.12,37.55505357,126.98291109,3,94.0,중구,(회현동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2016,16,0.0,0.0877756108823856,0.1122,1.0,37.55965771,127.03447559,12,2404.8,성동구,도선동,숙박업,숙박시설(일반숙박시설),기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,40,82.5,1.1238388516137852,0.4095,0.85,37.58428494,126.99592939,4,60.0,종로구,명륜1가,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1969,52,61.5,4.278400724828264,0.457,1.0,37.55159894,126.97415517,4,236.59,중구,남대문로5가,숙박업,"영업, 숙박시설",기존숙박군,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1990,24,100.0,0.6478754097430808,0.42,1.0,37.55737926,126.92073884,5,59.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1972,11,81.8,0.32892503098583,0.1752,0.25,37.56798466,126.9892256,1,224.67,종로구,낙원동,숙박업,"주택, 점포",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1966,3,0.0,0.0186921330121525,0.4623,0.85,37.52919726,126.99619337,2,157.01,용산구,이태원동,숙박업,주택,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1976,2,100.0,0.0333364202675918,0.1694,0.12,37.5321911,126.90283856,4,46.0,영등포구,(당산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2007,0,0.0,0.2559333741372006,0.1251,0.12,37.55435848,126.98062178,4,66.0,중구,(회현동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1978,11,18.2,0.9162907318741552,0.1665,0.85,37.55176055,126.93463668,5,958.0,마포구,노고산동,관광숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1981,5,40.0,0.0988458346366326,0.1623,0.7,37.55978163,126.99392829,4,679.0,중구,충무로4가,숙박업,"근린생활시설, 숙박시설, 위락시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1995,14,85.7,0.5811968552230635,0.1422,0.85,37.51310491,127.0399731,5,113.0,강남구,논현동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2013,31,96.8,1.9061698204057995,0.1165,0.7,37.54915395,126.91679149,18,3868.0,마포구,서교동,관광숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1978,26,88.5,0.0,0.4412,0.04,37.54565154,126.87584399,1,403.31,강서구,염창동,숙박업,"여관, 점포",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1988,14,85.7,0.915160149503869,0.4236,0.12,37.57617953,126.96961681,2,63.0,종로구,체부동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1992,10,80.0,0.2039440208071203,0.4165,1.0,37.56322788,126.92064535,3,53.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1991,26,100.0,0.5749542248322346,0.4183,0.7,37.55735274,126.92095,3,26.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1997,23,95.7,0.3064443489073039,0.1394,0.85,37.55546359,126.9129239,4,56.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1984,33,87.9,2.922374488982338,0.4307,1.0,37.54648304,126.96620743,3,54.0,용산구,(청파동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2023,6,16.7,0.176842091029329,0.1022,0.7,37.5636183,126.9197142,5,68.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1990,6,100.0,0.4088264558108692,0.42,0.35,37.55280967,126.92442616,3,82.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1970,38,97.4,2.1829150321233217,0.4553,0.18,37.56212272,126.92452441,2,65.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2014,0,0.0,0.0,0.115,0.18,37.54291957,126.92198158,6,65.0,마포구,상수동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1968,20,85.0,1.3684594934838563,0.4588,0.7,37.5549824,126.9134127,3,67.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1979,24,100.0,1.105158956894424,0.4395,1.0,37.55791795,126.81136961,3,56.0,강서구,공항동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2008,28,100.0,0.6271892127681479,0.1237,1.0,37.5332692,126.85360704,5,62.0,강서구,화곡동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1966,16,81.2,1.837546078156073,0.1837,0.7,37.559348,126.98392801,1,1148.81,중구,명동,숙박업,"근린생활시설,일반숙박시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2012,4,0.0,0.0,0.1179,1.0,37.5517225,126.8990535,5,30.0,마포구,망원동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,33,93.9,1.622123071961416,0.1408,0.85,37.53483932,126.84746726,4,35.0,강서구,화곡동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,29,93.1,1.1772025632613312,0.1408,1.0,37.53966069,126.99211485,3,48.0,용산구,이태원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1965,23,56.5,0.3794896217049037,0.1851,0.45,37.56233361,127.00129083,1,931.63,중구,오장동,숙박업,"숙박시설, 근린생활시설",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1989,9,44.4,1.538924128106442,0.1509,0.35,37.55025321,126.84931282,1,1582.75,강서구,화곡동,숙박업,숙박시설(관광호텔),기존숙박군,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
2003,1,0.0,0.0,0.1308,0.85,37.57231926,126.99537656,1,582.17,종로구,원남동,숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1978,25,64.0,0.6931471805599453,0.1665,0.45,37.56077584,126.99588185,4,732.96,중구,(인현동,숙박업,"숙박시설, 공장, 다중생활시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1982,1,100.0,0.1369658550731574,0.1608,0.04,37.51971041,127.0543304,6,3077.05,강남구,청담동,숙박업,"근린생활시설, 숙박시설",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1970,7,28.6,0.7164838607391809,0.4553,0.12,37.55445803,126.92036362,2,142.0,마포구,동교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
2015,6,0.0,0.0047058910374126,0.376,0.85,37.57796653,127.00381338,3,36.0,종로구,동숭동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2003,17,11.8,0.13559197443749,0.264,0.85,37.54582791,126.81887121,8,3196.0,강서구,외발산동,관광숙박업,"숙박시설(관광호텔), 제1종근린생활시설",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1998,24,95.8,1.6568219362265426,0.406,0.7,37.55762156,126.92168934,4,44.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1991,4,0.0,0.0,0.148,0.04,37.53166891,126.98745332,5,74.0,용산구,이태원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1961,29,96.6,0.590715996912612,0.4712,1.0,37.54694103,126.97291063,2,65.0,용산구,동자동,외국인관광도시민박업,주택,외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
2004,10,60.0,0.2468600779315258,0.1293,0.85,37.49605794,127.03319789,11,1995.55,강남구,역삼동,숙박업,숙박시설,기존숙박군,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1992,0,0.0,0.0,0.4165,0.25,37.54482069,127.0395361,3,31.0,성동구,성동,외국인관광도시민박업,다가구주택(5가구),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1994,33,87.9,0.9309609216219488,0.413,0.85,37.55668286,126.81119297,3,31.0,강서구,공항동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2004,11,18.2,1.0770481107522691,0.1293,0.85,37.54772706,126.97682006,4,87.0,용산구,후암동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2019,10,70.0,0.1806700287554816,0.1079,0.12,37.52266861,127.02807978,22,36112.0,강남구,신사동,관광숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1998,3,33.3,0.7934490512615113,0.406,0.35,37.53663316,126.94786246,3,37.0,마포구,도화동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1983,13,76.9,0.3784696037661527,0.1594,0.7,37.56907425,127.01266359,1,803.94,종로구,창신동,숙박업,"숙박시설(여관), 근린생활시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1990,24,100.0,0.8944138235963492,0.42,1.0,37.55896284,126.92430864,3,209.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1990,30,93.3,1.377636298376776,0.42,0.55,37.55007405,126.94430505,3,42.0,마포구,대흥동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1961,41,58.5,1.3518805580883482,0.4712,1.0,37.55008563,126.97385117,2,36.0,용산구,동자동,외국인관광도시민박업,주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1986,24,100.0,2.16150649473414,0.4272,0.7,37.49213551,127.08401291,3,185.0,강남구,일원동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1975,2,0.0,0.009389740349839,0.4465,0.04,37.52951501,126.99074082,3,124.0,용산구,이태원동,외국인관광도시민박업,주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1969,33,100.0,0.7036551581583603,0.457,0.85,37.55218651,126.90962643,1,572.43,마포구,망원동,숙박업,"영업, 주택",기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1981,54,79.6,0.1099504500356157,0.4359,0.85,37.57452089,127.00984054,2,51.0,종로구,창신동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2014,16,93.8,1.8128128784258872,0.115,0.85,37.47343891,127.04582574,12,7500.0,강남구,개포동,관광숙박업,호텔,기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1969,20,100.0,1.3140761533080914,0.457,0.85,37.55876527,126.92404502,3,98.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1991,22,59.1,1.6179125394250726,0.4183,0.12,37.56265294,127.03268659,4,43.0,성동구,홍익동,외국인관광도시민박업,근린생활시설 단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2009,66,71.2,2.277267285009756,0.1222,0.85,37.57416521,126.99046732,3,140.0,종로구,권농동,관광숙박업,숙박시설,기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
1989,9,66.7,0.8644796157783048,0.4218,0.12,37.55662292,126.91994542,3,81.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1989,14,71.4,1.3816966518712612,0.1509,0.7,37.515423,126.90921028,1,635.58,영등포구,(영등포동,숙박업,"여관및근린생활시설,위락시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2017,21,90.5,0.9120263330876974,0.1108,0.45,37.47409599,127.04513241,1,1627.92,강남구,개포동,숙박업,관광숙박시설(관광호텔),기존숙박군,안전,보통,공통_3등급,공통 기준 3등급,LightGBM
2006,9,0.0,0.0,0.3919,0.85,37.54099769,126.98277786,4,53.0,용산구,(용산동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
2017,7,85.7,0.5668534552356532,0.1108,0.35,37.51953795,126.89116695,11,1333.0,영등포구,(당산동,관광숙박업,숙박시설,기존숙박군,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
2026,4,25.0,0.9985288301111273,0.1,0.7,37.54869116,126.90846287,3,30.0,마포구,합정동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,8,37.5,2.085423613357384,0.1408,0.0,37.49933142,127.02686676,4,48.0,강남구,역삼동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1965,32,75.0,0.7442388417176565,0.4641,0.55,37.56191425,127.01717693,2,90.29,중구,신당동,숙박업,점포,기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2020,19,94.7,0.9440604052246372,0.1065,1.0,37.5848085,126.99997666,4,55.0,종로구,혜화동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1973,0,0.0,0.1335313926245226,0.1737,0.12,37.54604022,126.90935846,6,1185.63,마포구,합정동,숙박업,"숙박시설, 근린생활시설",기존숙박군,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1989,33,97.0,0.2602252262187416,0.4218,0.85,37.55467349,126.92816315,3,47.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,보통,공통_3등급,공통 기준 3등급,LightGBM
1993,43,51.2,1.915373425195232,0.4148,1.0,37.54605763,127.04544935,3,46.0,성동구,성동,외국인관광도시민박업,다가구 단독주택(3가구),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1988,7,85.7,1.7745518970586285,0.4236,0.7,37.55707604,126.91719922,3,213.0,마포구,성산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1957,32,78.1,0.7831733322176649,0.4782,1.0,37.56224445,127.00925002,3,136.76,중구,을지로7가,숙박업,근린생활시설,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2015,0,0.0,0.3392832012268632,0.1136,0.04,37.48399045,127.03178675,23,8996.0,서초구,서초동,관광숙박업,호텔,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,62,90.3,0.680755448264782,0.1408,0.85,37.54869173,126.96425702,5,41.0,용산구,서계동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1964,42,90.5,0.7746154052247027,0.4658,0.7,37.56450034,127.02104049,3,48.0,중구,황학동,외국인관광도시민박업,근린생활시설및단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,26,100.0,0.5180128484320962,0.4095,1.0,37.55730089,126.92119289,4,42.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1971,3,66.7,0.1499401472909148,0.4535,0.25,37.51960274,126.89761288,1,253.88,영등포구,(당산동,숙박업,"주택, 근린생활시설",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1973,31,100.0,0.5206364943302499,0.45,1.0,37.55511389,126.90447614,3,41.0,마포구,망원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2015,1,0.0,1.0769731135646283,0.1136,0.7,37.51558659,126.90983341,17,2803.79,영등포구,(영등포동,숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1975,4,0.0,0.0,0.1708,0.12,37.55347515,126.98173233,10,72.0,중구,(회현동,외국인관광도시민박업,아파트,외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1990,31,96.8,0.2516230226360784,0.1494,0.85,37.5547471,126.92756659,3,77.0,마포구,동교동,관광숙박업,단독주택,기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
2000,12,66.7,1.1277405615911331,0.1351,0.7,37.50668776,127.02991935,4,55.0,강남구,논현동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1986,4,75.0,0.0571584138399486,0.4272,0.85,37.50564537,127.11829852,3,41.0,송파구,방이동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1995,1,0.0,0.0,0.4113,1.0,37.57824488,126.96531335,4,66.0,종로구,누상동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1997,15,100.0,0.7022796641232177,0.1394,1.0,37.51884999,127.0434973,4,54.0,강남구,청담동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,38,78.9,0.7606833875504326,0.1408,0.85,37.57780502,126.98589255,4,54.0,종로구,계동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1930,5,0.0,1.0751920144600111,0.9616,0.04,37.54136675,126.97255382,1,281.0,용산구,남영동,숙박업,사무소,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1973,27,92.6,0.9818703775201368,0.45,0.55,37.55672797,126.92525043,4,62.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1983,17,29.4,1.1239300966523995,0.4324,0.45,37.55043029,126.93735339,1,26.0,마포구,노고산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1960,4,25.0,0.0361050046421162,0.8939,1.0,37.54590134,127.02315738,2,101.88,성동구,성동,숙박업,영업,기존숙박군,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1992,12,50.0,2.245315685203153,0.4165,0.08,37.5301663,126.99125207,3,41.0,용산구,이태원동,외국인관광도시민박업,다가구용단독주택(3가구),외국인관광도시민박업,보통,안전,공통_3등급,공통 기준 3등급,LightGBM
1972,19,78.9,0.8336216274183995,0.4518,0.7,37.55833364,126.91738483,2,88.0,마포구,연남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1994,8,25.0,1.6094379124341005,0.6824,0.12,37.575989,126.96878681,5,62.0,종로구,누하동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1983,10,80.0,0.6931471805599453,0.1594,0.12,37.54875799,127.06804784,4,855.82,성동구,송정동,숙박업,"제1종근린생활시설,숙박시설",기존숙박군,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1995,34,100.0,0.6789625455679889,0.4113,0.55,37.55637449,126.90460111,4,40.0,마포구,망원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
1996,31,71.0,0.6931471805599453,0.1408,0.85,37.56877967,126.98873733,1,991.22,종로구,낙원동,숙박업,숙박시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1995,2,100.0,2.5494451709255714,0.4113,0.7,37.53063018,126.90020111,5,53.0,영등포구,(당산동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1983,4,50.0,0.6931471805599453,0.4324,0.04,37.52942952,126.85975355,1,1350.73,강서구,화곡동,숙박업,"근린생활시설, 여관, 주택",기존숙박군,위험,안전,공통_3등급,공통 기준 3등급,LightGBM
1996,9,55.6,0.8739661074693649,0.1408,0.85,37.49703997,127.05641479,4,51.0,강남구,대치동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
2021,22,81.8,0.6931471805599453,0.7561,1.0,37.58073136,126.98831871,2,96.0,종로구,원서동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2013,10,50.0,0.8952713646500796,0.1165,0.45,37.50027939,127.03921587,16,201.0,강남구,역삼동,관광숙박업,근린생활시설,기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
2000,5,40.0,0.4795730802618863,0.1351,0.85,37.55113536,126.93477251,10,1052.72,마포구,노고산동,숙박업,"숙박시설, 제2종근린생활시설",기존숙박군,안전,안전,공통_3등급,공통 기준 3등급,LightGBM
1977,1,0.0,0.0097880063661628,0.443,0.55,37.53008223,126.97370885,4,55.0,용산구,한강로1가,외국인관광도시민박업,다가구주택(3가구),외국인관광도시민박업,보통,보통,공통_3등급,공통 기준 3등급,LightGBM
1997,3,33.3,0.7667589979031912,0.1394,0.7,37.55756505,126.92395482,4,65.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,공통_3등급,공통 기준 3등급,LightGBM
