승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,총층수,시설규모/연면적,구,동,업종,건물용도명,업종그룹,실제등급,예측등급,target_col,target_label,best_model
2012,11,90.9,0.0,0.1179,0.04,37.52623504,126.8463155,10,1373.62,강서구,화곡동,숙박업,여관,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2016,41,80.5,0.5931547759524908,0.1122,0.85,37.563663,127.00109712,24,8176.0,중구,을지로5가,관광숙박업,숙박시설(관광호텔),기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1996,0,0.0,0.017241806434506,0.1408,0.85,37.5545527,126.98462215,4,38.0,중구,(남산동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2002,6,16.7,1.0152306797290584,0.1322,0.55,37.49446846,127.02852703,1,1994.93,강남구,역삼동,숙박업,"숙박시설,위락시설",기존숙박군,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1937,49,95.9,2.5500459519589618,0.9458,1.0,37.54347141,126.96894606,2,29.0,용산구,(청파동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,21,61.9,0.123132685403624,0.4165,0.45,37.53442806,126.96472122,4,62.0,용산구,원효로2가,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1971,8,75.0,0.0158733491562901,0.1766,1.0,37.54449245,126.98044656,1,384.55,용산구,후암동,숙박업,주택,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1978,47,95.7,0.8979415932059586,0.4412,0.7,37.51177423,126.920266,3,164.0,영등포구,신길동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1985,7,71.4,0.3191807395111519,0.4289,0.85,37.5006903,127.02934896,3,195.0,강남구,역삼동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1991,21,81.0,0.4619437122686353,0.148,0.7,37.51521725,126.90874516,1,606.52,영등포구,(영등포동,숙박업,근린생활시설및숙박시설,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2004,7,0.0,0.0047058910374126,0.1293,0.85,37.57794129,127.00373062,3,60.0,종로구,동숭동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1965,0,0.0,0.0989399478549035,0.4641,1.0,37.54509586,126.97999138,3,105.0,용산구,후암동,외국인관광도시민박업,주택,외국인관광도시민박업,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1984,7,0.0,0.6931471805599453,0.4307,0.55,37.55201392,126.9463939,3,45.0,마포구,염리동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1986,30,73.3,1.0823127907109529,0.1551,0.7,37.56513768,127.02005056,1,436.47,중구,황학동,숙박업,"근린생활시설,숙박시설",기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2002,5,80.0,0.8135933336358124,0.1322,0.45,37.50000283,127.0391338,1,2207.76,강남구,역삼동,숙박업,숙박시설,기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1997,21,76.2,0.6931471805599453,0.1394,1.0,37.52713069,126.84048352,1,493.24,강서구,화곡동,숙박업,숙박시설(여관),기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1996,49,85.7,1.0986122886681098,0.1408,1.0,37.57655118,127.00022209,5,45.0,종로구,연건동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1997,0,0.0,0.0,0.1394,1.0,37.49977165,127.08449845,4,43.0,송파구,잠실동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1991,6,0.0,0.0927817334509661,0.4183,0.7,37.55257976,126.93050181,3,51.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1972,14,100.0,2.982610251535188,0.1752,0.35,37.51455044,127.01883228,1,1461.24,강남구,신사동,숙박업,"숙박시설, 근린생활시설",기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2017,29,62.1,0.698288580060364,0.1108,0.18,37.55449219,126.96678799,4,159.0,중구,중림동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,30,66.7,0.8169003832028326,0.5478,0.55,37.57380993,126.99849843,5,54.0,종로구,연건동,외국인관광도시민박업,"다가구용 단독주택, 근린생활시설",외국인관광도시민박업,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2001,27,100.0,1.1455417208900929,0.1337,0.85,37.5018759,127.08838663,6,87.0,송파구,삼전동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1971,3,66.7,2.696028544143554,0.4535,0.08,37.53206541,126.9905106,3,77.0,용산구,이태원동,외국인관광도시민박업,주택,외국인관광도시민박업,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1962,5,60.0,0.0,0.4694,0.85,37.52867881,126.99570375,4,178.01,용산구,이태원동,숙박업,"주택, 점포",기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1960,3,66.7,2.276412218690022,0.8939,0.12,37.55490708,126.9809224,2,135.67,중구,(회현동,숙박업,주택,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1989,1,100.0,0.0,0.1509,0.35,37.50595758,127.12679854,5,11.0,송파구,오금동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,8,62.5,1.1716374236829996,0.413,0.12,37.55311872,126.91818884,3,79.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1998,17,88.2,0.2672035411082402,0.138,0.85,37.50154317,127.09162599,4,18.0,송파구,삼전동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1990,31,93.5,1.359530943921074,0.42,0.25,37.55145772,126.90586768,3,56.0,마포구,망원동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1985,16,81.2,0.685542581174726,0.1565,0.85,37.55175436,126.91562467,5,222.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1987,1,100.0,0.0413852161628543,0.4254,0.18,37.54982953,126.90378301,4,67.0,마포구,망원동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2018,41,75.6,0.2297880940328783,0.1094,0.85,37.55715446,126.97870364,33,27476.0,중구,(회현동,관광숙박업,"숙박시설(관광호텔),판매시설",기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1984,24,100.0,1.94696001791815,0.4307,1.0,37.50887846,127.10930525,3,247.77,송파구,방이동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,0,0.0,0.1823215567939546,0.5478,0.18,37.54374376,126.92170008,4,42.0,마포구,상수동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2015,46,71.7,0.5868902058550819,0.376,0.45,37.56102698,127.01359526,1,53.0,중구,신당동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2022,5,60.0,1.1239300966523995,0.1036,0.25,37.57685475,126.96731336,3,35.0,종로구,누하동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2001,15,66.7,0.6851150088626811,0.1337,0.85,37.49985292,127.02731147,3,38.0,강남구,역삼동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2003,3,66.7,0.8397506547518208,0.1308,0.7,37.55160016,126.93107552,3,149.0,마포구,창전동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1970,30,86.7,0.6214504327222037,0.178,1.0,37.56315914,127.01999249,4,991.44,중구,황학동,숙박업,"주택, 근린생활시설",기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2002,5,40.0,0.0,0.1322,0.04,37.55298103,126.8595117,16,139.0,강서구,등촌동,외국인관광도시민박업,아파트,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1971,1,0.0,1.1816475172781,0.4535,0.25,37.49490242,126.90672969,1,212.24,영등포구,신길동,숙박업,"주택, 점포",기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,2,100.0,0.6879792104015028,0.1451,1.0,37.57094363,127.02041599,10,108.0,종로구,숭인동,외국인관광도시민박업,연립주택,외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2016,3,100.0,2.718802992878472,0.1122,0.7,37.59143042,126.9671238,4,100.0,종로구,부암동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2002,7,28.6,0.9051174312760298,0.1322,0.55,37.50977042,127.05802923,56,55869.0,강남구,삼성동,관광숙박업,숙박시설,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,20,85.0,1.3081996727223473,0.4148,0.7,37.50388033,127.02577701,4,498.56,강남구,논현동,외국인관광도시민박업,주거시설,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1995,0,0.0,0.0137933221323358,0.1422,1.0,37.49736931,127.09878763,4,500.79,송파구,석촌동,외국인관광도시민박업,다가구주택(11가구),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1996,10,100.0,1.7688319645843504,0.1408,0.04,37.49204242,127.04010632,6,43.0,강남구,역삼동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2004,0,0.0,0.0,0.1293,1.0,37.49636647,127.09182996,6,61.0,송파구,삼전동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2002,17,35.3,1.0593915755148284,0.1322,1.0,37.55289838,126.93896693,3,54.0,마포구,노고산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2014,4,75.0,1.9767873876197528,0.115,0.18,37.5748683,126.81789449,5,39.0,강서구,방화동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2003,18,100.0,1.0404730017725692,0.5304,0.7,37.55392719,126.928221,5,59.0,마포구,동교동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2020,22,72.7,0.0,0.1065,0.12,37.54838569,126.86466888,17,25.0,강서구,염창동,외국인관광도시민박업,공동주택,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1971,3,0.0,0.3237870770938972,0.4535,0.7,37.51966086,126.89670106,2,199.27,영등포구,(당산동,숙박업,"근린생활시설, 숙박시설",기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,12,66.7,0.8059797110564726,0.413,0.7,37.55465323,126.9198855,3,48.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,5,60.0,0.3125984237163154,0.1451,0.7,37.55597212,126.86274882,16,33.0,강서구,가양동,외국인관광도시민박업,아파트,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2008,23,65.2,0.7518724665727277,0.1237,0.85,37.55794381,127.01285316,6,74.0,중구,신당동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1991,27,96.3,0.2021241840901343,0.148,0.85,37.50218253,127.08724591,9,3814.44,송파구,잠실동,외국인관광도시민박업,숙박시설(관광호텔),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2018,5,60.0,1.2391790600605554,0.1094,0.12,37.55677874,126.92400896,17,13611.0,마포구,동교동,관광숙박업,"판매시설,업무시설,숙박시설,문화및집회시설",기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,1,100.0,0.0091324835632725,0.4148,0.45,37.53848218,126.9526834,3,32.0,마포구,도화동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1995,17,82.4,0.245122458032985,0.4113,1.0,37.55278449,126.92551464,4,122.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,22,86.4,0.9441809858559876,0.4165,0.7,37.55264853,126.91596312,6,100.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,4,25.0,2.015746546530704,0.4148,0.18,37.58038198,126.99690509,4,44.0,종로구,명륜3가,외국인관광도시민박업,"근린생활시설, 다가구용단독주택",외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2003,0,0.0,0.0,0.1308,0.0,37.51213515,127.0596223,26,83.0,강남구,삼성동,외국인관광도시민박업,아파트,외국인관광도시민박업,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1981,7,100.0,1.122526471767698,0.1623,0.85,37.49616275,126.99741131,1,883.6,서초구,반포동,숙박업,"근린생활시설,여관",기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1980,11,36.4,4.127134385045092,0.4377,0.12,37.54588143,127.05228953,4,392.0,성동구,성동,숙박업,여관/제2종근린생활시설/점포,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,13,84.6,0.2889128418379135,0.4165,0.45,37.5553479,126.81272868,4,41.0,강서구,공항동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1991,18,66.7,1.2673617679165206,0.4183,1.0,37.53439446,127.00080254,3,68.0,용산구,한남동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2018,29,79.3,0.7706628309088794,0.1094,0.85,37.56657468,127.02167455,11,1364.32,중구,황학동,숙박업,"생활형숙박시설,근린생활시설",기존숙박군,안전,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1988,25,92.0,0.0,0.4236,0.04,37.52551906,126.84447091,4,52.0,강서구,화곡동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2014,14,85.7,0.3417492937220566,0.115,1.0,37.56137967,127.00793569,19,5967.0,중구,(광희동,관광숙박업,호텔,기존숙박군,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1990,6,100.0,1.037882442460564,0.6908,0.7,37.55240642,126.92885454,4,112.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,20,80.0,1.1019736363708146,0.413,1.0,37.55557681,126.91636479,3,53.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1969,19,68.4,1.7510884294971272,0.1794,0.35,37.56145726,126.98456352,17,506.0,중구,명동,관광숙박업,"사무실, 근린생활시설,숙박시설",기존숙박군,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1964,2,0.0,0.0,0.4658,0.85,37.55276631,126.8564116,4,57.0,강서구,등촌동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2002,19,94.7,0.6194439847728106,0.1322,0.08,37.57025733,126.98654665,30,45510.0,종로구,낙원동,관광숙박업,호텔,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2022,3,66.7,1.6502405363066972,0.1036,0.18,37.56975326,127.01196959,8,963.0,종로구,창신동,관광숙박업,숙박시설,기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1994,0,0.0,0.0314986670593709,0.413,1.0,37.5451218,126.98057304,4,49.0,용산구,후암동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2004,2,0.0,0.1189047407655835,0.1293,1.0,37.55121526,126.91291889,6,112.0,마포구,서교동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1998,6,0.0,0.3087354816496133,0.138,0.7,37.54346404,126.8462568,1,1068.79,강서구,화곡동,숙박업,"숙박시설(여관 30객실), 근린생활시설",기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1989,9,0.0,0.1156843989994622,0.4218,0.45,37.52977112,126.99221092,4,45.0,용산구,이태원동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2017,18,100.0,1.4898927617843176,0.2417,0.25,37.55544104,126.89980353,3,89.0,마포구,망원동,외국인관광도시민박업,단독주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1991,7,71.4,0.2336148511815051,0.4183,1.0,37.55101092,126.93128814,3,36.0,마포구,창전동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1985,6,50.0,0.0271509890659508,0.8374,0.35,37.53658544,126.94850494,1,43.0,마포구,도화동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1987,1,0.0,0.1466034741918754,0.4254,0.18,37.48756492,127.08227436,3,249.0,강남구,일원동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1981,20,100.0,0.7245633767933243,0.1623,0.45,37.53946339,126.84027219,1,487.28,강서구,화곡동,숙박업,여관,기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1990,2,0.0,1.3201915862543043,0.1494,0.08,37.55981918,126.98998281,16,5164.0,중구,충무로3가,관광숙박업,호텔,기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2012,12,100.0,0.0,0.1179,0.04,37.52600423,126.8458538,15,3652.0,강서구,화곡동,관광숙박업,"숙박시설(관광호텔), 제2종근린생활시설",기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1983,0,0.0,2.7292726781328747,0.4324,0.85,37.55568395,126.98421056,5,173.0,중구,(남산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,12,91.7,0.531592106558477,0.4165,0.25,37.56198661,126.922076,3,33.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2015,16,100.0,0.7848683031244529,0.1136,1.0,37.50413055,127.03069207,20,5993.0,강남구,논현동,관광숙박업,숙박시설,기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1990,5,60.0,0.0512932943875505,0.42,0.7,37.55143681,126.9305026,3,81.0,마포구,창전동,외국인관광도시민박업,단독주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1967,1,0.0,2.9831534913471307,0.1823,1.0,37.55191393,126.97303124,6,515.0,중구,남대문로5가,숙박업,일반숙박시설,기존숙박군,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1970,44,81.8,1.1661704396794008,0.4553,1.0,37.56201847,127.01763004,2,172.99,중구,신당동,숙박업,주택,기존숙박군,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1968,3,0.0,0.0610518201141386,0.1808,0.18,37.5673191,127.00985292,6,54.0,종로구,창신동,외국인관광도시민박업,아파트,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2005,0,0.0,0.2646925542270822,0.1279,0.04,37.55005794,126.91306357,7,97.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2004,0,0.0,0.0,0.5284,1.0,37.55307725,126.94024576,4,77.0,마포구,노고산동,외국인관광도시민박업,"근린생활시설, 다세대주택",외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1997,10,60.0,1.2286654169163074,0.1394,0.7,37.5576649,126.92505064,4,49.0,마포구,동교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
2018,19,52.6,0.4102645688122953,0.1094,0.85,37.57769729,127.0146871,7,41.0,종로구,숭인동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1991,1,0.0,3.1566270778566223,0.148,0.12,37.55502744,126.98364318,5,92.0,중구,(남산동,외국인관광도시민박업,근린생활시설,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2021,18,100.0,1.00831683647729,0.105,0.55,37.55965822,126.92207637,5,97.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,8,50.0,0.2682639865946793,0.1465,0.7,37.5521011,126.93197305,4,47.0,마포구,노고산동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,2,0.0,0.1053605156578263,0.4148,1.0,37.54990223,126.91372609,4,30.0,마포구,서교동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1965,3,0.0,0.7669333506191766,0.4641,0.35,37.51792497,126.90528864,1,233.92,영등포구,(영등포동,숙박업,영업용,기존숙박군,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
2017,34,41.2,1.8896453104691755,0.1108,0.85,37.51767895,126.90777987,9,600.0,영등포구,(영등포동,관광숙박업,숙박시설,기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2017,6,33.3,0.8997614299229445,0.1108,0.12,37.55702093,126.91913462,5,30.0,마포구,연남동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,7,57.1,0.0816780310142671,0.1451,0.7,37.5372785,126.84424621,5,65.0,강서구,화곡동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2010,0,0.0,0.0182653479772932,0.1208,0.12,37.57392704,126.89598727,4,90.0,마포구,상암동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1992,13,76.9,0.5443015529623803,0.1465,0.7,37.54323919,126.84665482,6,1655.04,강서구,화곡동,숙박업,"근린생활시설, 숙박시설",기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1995,25,100.0,0.2381129164223701,0.4113,1.0,37.5619481,126.92045448,4,39.0,마포구,연남동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1993,12,83.3,0.758529939822797,0.1451,0.12,37.50990054,127.01787339,4,42.0,서초구,잠원동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1982,33,69.7,1.4483297520393432,0.4342,1.0,37.55401904,126.95986155,3,40.0,마포구,아현동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1997,18,100.0,0.4221599866803344,0.4077,0.85,37.55308438,126.92707733,3,47.0,마포구,서교동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,보통,업종군별_3등급,업종군별 기준 3등급,LightGBM
1995,3,33.3,0.0388398333162639,0.4113,1.0,37.55651877,127.03219455,5,39.0,성동구,행당동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2003,11,36.4,0.2279320680460069,0.1308,0.85,37.49205457,127.04243172,5,57.0,강남구,역삼동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1976,2,100.0,0.0333364202675918,0.1694,0.12,37.5321911,126.90283856,4,46.0,영등포구,(당산동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1977,35,94.3,3.4339872044851463,0.443,1.0,37.54643106,126.91407626,3,88.0,마포구,합정동,외국인관광도시민박업,단독주택,외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1996,9,33.3,0.2056689207909458,0.4095,0.04,37.56272168,126.90432293,4,45.0,마포구,성산동,외국인관광도시민박업,다가구용 주택(공동주택적용),외국인관광도시민박업,보통,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
1990,4,0.0,1.8687205103641835,0.42,1.0,37.54460651,126.97921447,3,43.0,용산구,후암동,외국인관광도시민박업,다가구용단독주택(6가구),외국인관광도시민박업,보통,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
2021,34,73.5,0.6778797084291569,0.105,1.0,37.56016974,126.99673141,15,15894.49,중구,충무로4가,숙박업,"숙박시설(생활숙박시설),근린생활시설,공장",기존숙박군,안전,안전,업종군별_3등급,업종군별 기준 3등급,LightGBM
1997,11,72.7,0.6931471805599453,0.4077,0.08,37.57140704,126.96061637,5,43.0,종로구,행촌동,외국인관광도시민박업,다세대주택,외국인관광도시민박업,위험,위험,업종군별_3등급,업종군별 기준 3등급,LightGBM
