model,moran_I,expected_I,z_score,p_value
Spatial_Error,0.7305033282281128,-0.00023557126030624264,139.35878109754339,0.001
Spatial_OLS,0.7136151805565041,-0.00023557126030624264,131.8989507800925,0.001
GWR,0.26879258215513857,-0.00023557126030624264,51.43909117648292,0.001
Spatial_Lag,0.11688201463393058,-0.00023557126030624264,22.536404249373035,0.001
