구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,시설규모/연면적,위험점수_AHP,AHP_매칭방식,업종그룹,공통_3등급,업종군별_3등급,x_5181,y_5181
영등포구,(영등포동,금화장여관,1982,17,11.8,0.7461716488681657,0.1608,0.35,37.51824016,126.90159924,숙박업,"여관, 점포, 근린생활시설",1,715.05,33.56,exact,기존숙박군,안전,안전,191300.98,446533.1
영등포구,신길동,동원여관,1966,53,88.7,1.458312953523379,0.4623,1.0,37.50789505,126.91250006,숙박업,주택,1,141.59,74.46,exact,기존숙박군,위험,위험,192263.59,445383.97
영등포구,신길동,엔엠다다름 호텔(N.M.Dadareum Hotel),1966,0,0.0,2.407296047083076,0.4623,0.25,37.50471213,126.90950274,숙박업,"주택, 영업용",1,234.09,50.57,exact,기존숙박군,보통,위험,191998.24,445030.96
영등포구,(영등포동,넘버25영등포점(영등포테마),2000,4,50.0,0.8139836537032191,0.1351,0.18,37.5152363,126.9075592,숙박업,여관,1,1381.81,27.28,exact,기존숙박군,안전,안전,191827.54,446199.17
영등포구,신길동,플라워하우스,1973,31,90.3,0.7039115471471038,0.45,0.85,37.49712203,126.90720529,숙박업,사무소,1,153.72,41.51,exact,기존숙박군,보통,보통,191794.27,444188.75
영등포구,(당산동,조이빌,1980,6,33.3,1.4135069246447751,0.1637,0.35,37.52431897,126.89538448,숙박업,"여관, 근린생활시설",1,992.72,57.16,exact,기존숙박군,위험,위험,190752.33,447208.36
영등포구,(양평동,선유도,1983,6,33.3,1.0342037136031013,0.1594,0.08,37.53437913,126.89705715,숙박업,"여관, 근린생활시설",1,731.52,25.46,exact,기존숙박군,안전,안전,190901.41,448324.75
영등포구,(영등포동,맥스모텔,1982,16,56.2,1.557670347229028,0.1608,0.7,37.51836789,126.90482823,숙박업,"여관, 음식점, 점포",1,1341.82,21.69,exact,기존숙박군,안전,안전,191586.45,446546.98
영등포구,(영등포동,온천 모텔,1989,7,71.4,1.2618954520586405,0.1509,0.7,37.51468253,126.90675632,숙박업,"여관및근린생활시설,위락시설",1,635.58,33.8,exact,기존숙박군,안전,안전,191756.5,446137.78
영등포구,(영등포동,자매여인숙,1935,10,90.0,2.457507675599886,0.9503,0.85,37.51799546,126.90625362,숙박업,주택,1,19.83,50.1,exact,기존숙박군,보통,위험,191712.42,446505.52
영등포구,(당산동,향도여관,1971,3,66.7,0.1499401472909148,0.4535,0.25,37.51960274,126.89761288,숙박업,"주택, 근린생활시설",1,253.88,46.22,exact,기존숙박군,보통,보통,190948.74,446684.7
영등포구,선유동,영포장모텔,1980,7,57.1,0.8945879954286607,0.1637,0.35,37.51966906,126.89112808,숙박업,"근린생활시설, 숙박시설",1,607.27,61.93,exact,기존숙박군,위험,위험,190375.48,446692.71
영등포구,신길동,로체모텔,1966,5,20.0,1.7300068666030517,0.4623,0.7,37.50965931,126.9232469,숙박업,여관,1,586.05,32.85,exact,기존숙박군,안전,안전,193213.95,445578.95
영등포구,신길동,로또모텔,1983,2,100.0,0.0423792229688614,0.1594,1.0,37.49999014,126.90295131,숙박업,"근린생활시설, 목욕탕, 여관",1,449.16,27.59,exact,기존숙박군,안전,안전,191418.42,444507.45
영등포구,(당산동,수경여관,1972,4,75.0,0.534082485930258,0.4518,0.55,37.51920985,126.89793327,숙박업,제2종근린생활시설,1,268.11,45.99,exact,기존숙박군,보통,보통,190977.02,446641.07
영등포구,신길동,테마모텔,1971,1,100.0,0.4464602478110874,0.1766,0.7,37.50393899,126.90991773,숙박업,"주택, 근린생활시설",1,313.46,62.71,exact,기존숙박군,위험,위험,192034.85,444945.11
영등포구,(당산동,S L  모텔,1981,7,28.6,1.398291077407522,0.1623,0.35,37.52429217,126.89554262,숙박업,"여관, 근린생활시설",1,1013.48,57.67,exact,기존숙박군,위험,위험,190766.3,447205.37
영등포구,신길동,성원여인숙,1969,52,78.8,0.6002151231605879,0.457,1.0,37.50884384,126.90994624,숙박업,점포,1,236.73,80.51,exact,기존숙박군,위험,위험,192037.89,445489.49
영등포구,신길동,미화여관,1969,38,86.8,0.6375154845737966,0.457,1.0,37.50932383,126.91700051,숙박업,"근린생활시설, 주택",1,167.93,53.44,exact,기존숙박군,위험,위험,192661.65,445542.18
영등포구,(양평동,해피트리,1968,5,40.0,0.8063714326779862,0.4588,0.08,37.53419453,126.89701545,숙박업,점포,1,351.15,33.29,exact,기존숙박군,안전,안전,190897.7,448304.27
영등포구,신길동,민모텔,1977,4,0.0,0.0,0.443,0.08,37.49583854,126.91729731,숙박업,"점포,여관",1,219.52,31.87,exact,기존숙박군,안전,안전,192686.57,444045.47
영등포구,대림동,미도여관,1967,5,0.0,0.028039220064393,0.4606,0.0,37.48605527,126.9045317,숙박업,"주택, 영업용",1,349.6,49.26,exact,기존숙박군,보통,위험,191556.6,442960.72
영등포구,신길동,모텔봄 보라매역점,1982,0,0.0,0.0,0.1608,0.08,37.49635627,126.91808706,숙박업,"근린생활시설, 여관",1,467.76,15.17,exact,기존숙박군,안전,안전,192756.46,444102.87
영등포구,(영등포동,경화장,1969,10,80.0,1.3560242968171343,0.457,0.7,37.51553369,126.90919135,숙박업,"근린생활시설,점포,여관",1,506.75,44.19,exact,기존숙박군,보통,보통,191971.87,446232.04
영등포구,(영등포동,신영 모텔,2003,1,0.0,0.079336742236521,0.1308,0.18,37.5149358,126.90611712,숙박업,숙박시설,7,877.47,31.75,exact,기존숙박군,안전,안전,191700.02,446165.95
영등포구,(영등포동,대지여인숙,1965,3,0.0,0.7669333506191766,0.4641,0.35,37.51792497,126.90528864,숙박업,영업용,1,233.92,35.17,exact,기존숙박군,안전,보통,191627.11,446497.78
영등포구,신길동,수정장여관,1970,34,100.0,1.7866961672715085,0.4553,1.0,37.49862932,126.91611967,숙박업,"주택, 점포, 창고",1,254.31,51.24,exact,기존숙박군,보통,위험,192582.71,444355.3
영등포구,(영등포동,유토피아모텔,2000,16,75.0,1.295104123055294,0.4025,0.7,37.51541218,126.90888949,숙박업,숙박시설,1,233.75,30.96,exact,기존숙박군,안전,안전,191945.17,446218.58
영등포구,(영등포동,더문 호텔,2002,8,50.0,0.8261050142355639,0.1322,1.0,37.51580863,126.90636727,숙박업,"숙박시설, 위락시설",1,1685.42,22.97,exact,기존숙박군,안전,안전,191722.23,446262.8
영등포구,(영등포동,호텔 아하바,2015,16,50.0,0.737997746725297,0.1136,0.85,37.51586069,126.90564507,숙박업,숙박시설(호텔),14,2298.38,16.34,exact,기존숙박군,안전,안전,191658.39,446268.64
영등포구,신길동,아로마 여인숙,1961,49,87.8,0.5858608097089048,0.6113,0.85,37.51155879,126.91911017,숙박업,다가구주택(2가구),1,58.35,52.84,exact,기존숙박군,위험,위험,192848.38,445790.07
영등포구,(당산동,호텔 K,1981,2,0.0,1.4816045409242156,0.1623,0.12,37.53135296,126.90018562,숙박업,"점포, 여관",1,1042.01,42.69,exact,기존숙박군,보통,보통,191177.56,447988.59
영등포구,신길동,스테이 나야,1970,0,0.0,1.3295178453178087,0.178,0.25,37.50405878,126.90990366,숙박업,"근린생활시설, 주택",1,654.42,47.37,exact,기존숙박군,보통,보통,192033.62,444958.41
영등포구,(영등포동,헬로호텔,1983,0,0.0,0.079336742236521,0.5689,0.18,37.5149741,126.90634771,숙박업,"숙박시설,근린생활시설",1,597.72,23.63,exact,기존숙박군,안전,안전,191720.41,446170.18
영등포구,(영등포동,아랑여인숙,1969,21,47.6,2.649639438945796,0.1794,0.45,37.51808483,126.90764951,숙박업,영업,1,588.44,35.07,exact,기존숙박군,안전,보통,191835.84,446515.32
영등포구,(영등포동,코모도,2013,3,66.7,0.2213070035069083,0.1165,0.18,37.5151741,126.90609437,숙박업,숙박시설,10,871.25,16.71,exact,기존숙박군,안전,안전,191698.03,446192.4
영등포구,(영등포동,뉴욕호텔,2015,1,100.0,0.0708260525686124,0.1136,0.04,37.51586735,126.90737724,숙박업,숙박시설(여관),11,820.22,26.23,exact,기존숙박군,안전,안전,191811.52,446269.23
영등포구,(영등포동,호텔 베이직,2016,2,50.0,0.19900124599261,0.1122,0.18,37.51505344,126.90715615,숙박업,숙박시설,11,568.67,20.29,exact,기존숙박군,안전,안전,191791.89,446178.91
영등포구,(당산동,스테이앤유,1943,2,50.0,0.4054651081081644,0.5028,0.35,37.51869207,126.89586299,숙박업,근린생활시설,1,202.98,59.81,exact,기존숙박군,위험,위험,190793.93,446583.8
영등포구,(당산동,남선여인숙,1969,3,33.3,0.7004732206520182,0.457,0.35,37.51864741,126.89801533,숙박업,주택,1,133.89,45.1,exact,기존숙박군,보통,보통,190984.2,446578.63
영등포구,(양평동,유니언호텔,2017,6,16.7,1.4035361675543965,0.1108,0.35,37.53591594,126.89224778,관광숙박업,숙박시설(업무시설),18,9728.0,32.59,exact,기존숙박군,안전,안전,190476.53,448495.8
영등포구,(영등포동,호텔야자(YaJa) 영등포점,2003,5,60.0,1.2566871069515022,0.1308,0.7,37.51574165,126.90931265,숙박업,숙박시설,11,1820.07,27.91,exact,기존숙박군,안전,안전,191982.61,446255.11
영등포구,(영등포동,코코빌,1973,12,58.3,0.8791565104330847,0.45,0.85,37.52219975,126.90486153,숙박업,"점포, 주택",1,157.45,39.7,exact,기존숙박군,보통,보통,191589.83,446972.27
영등포구,(당산동,아폴로 스테이,1974,10,60.0,2.1410626757860096,0.4483,1.0,37.51991087,126.89194935,숙박업,"주택, 여인숙",1,298.61,60.29,exact,기존숙박군,위험,위험,190448.11,446719.46
영등포구,(영등포동,대성 여인숙,1964,31,64.5,1.407347770317723,0.4658,0.7,37.51724897,126.90746112,숙박업,근린생활시설,1,168.0,44.11,exact,기존숙박군,보통,보통,191819.09,446422.56
영등포구,(영등포동,SB호텔,2014,7,85.7,1.3560242968171343,0.115,0.7,37.51535175,126.90958025,숙박업,숙박시설(호텔),12,3035.31,26.25,exact,기존숙박군,안전,안전,192006.23,446211.81
영등포구,(영등포동,코지하우스(Cozyhouse),1981,1,100.0,0.0535842461341063,0.1623,0.7,37.51579105,126.9080381,숙박업,"근린생활시설, 숙박시설, 위락시설",1,458.5,41.48,exact,기존숙박군,보통,보통,191869.94,446260.7
영등포구,(영등포동,호텔 갤럭시,2013,1,0.0,0.0622423088772209,0.1165,0.18,37.51526909,126.90708667,숙박업,숙박시설,11,1190.46,28.3,exact,기존숙박군,안전,안전,191785.77,446202.85
영등포구,(문래동,문래 스테이,2003,33,72.7,0.1421744887805426,0.1308,0.45,37.5116848,126.89549796,숙박업,공동주택(아파트),3,12583.76,56.45,exact,기존숙박군,위험,위험,190760.8,445806.12
영등포구,(영등포동,영등포여관 오성장,1970,7,71.4,0.9975800634365416,0.178,0.12,37.51970176,126.90515842,숙박업,"점포, 목욕탕, 주택",1,672.07,31.79,exact,기존숙박군,안전,안전,191615.79,446694.99
영등포구,신길동,세일장,1972,11,72.7,2.05921674736162,0.4518,0.25,37.49525284,126.90648215,숙박업,주택,1,144.3,35.16,exact,기존숙박군,안전,보통,191730.12,443981.36
영등포구,(영등포동,베니키아 호텔 카카오,2018,0,0.0,0.273695830477041,0.1094,0.7,37.51472287,126.91109494,관광숙박업,호텔,14,1574.0,22.03,exact,기존숙박군,안전,안전,192140.07,446141.89
영등포구,(영등포동,Seoul Bussiness Hotel ORA (오라 호텔),2015,1,0.0,1.0769731135646283,0.1136,0.7,37.51558659,126.90983341,숙박업,숙박시설,17,2803.79,33.67,exact,기존숙박군,안전,안전,192028.64,446237.85
영등포구,(영등포동,페어필드 바이 메리어트 서울(Fairfield by Marriott-Seoul),2017,27,81.5,1.4181877248958443,0.1108,1.0,37.5142247,126.90847187,숙박업,"숙박시설, 근린생활시설",1,32054.8,32.96,exact,기존숙박군,안전,안전,191908.12,446086.82
영등포구,(영등포동,모텔자고,2004,11,72.7,1.3489068290482702,0.1293,0.7,37.51550441,126.90938077,숙박업,숙박시설,8,990.56,30.6,exact,기존숙박군,안전,안전,191988.61,446228.77
영등포구,신길동,스마일 여관,1969,0,0.0,0.0423792229688614,0.457,0.35,37.5033311,126.91114476,숙박업,주택,1,179.84,47.95,exact,기존숙박군,보통,보통,192143.28,444877.54
영등포구,신길동,썬모텔,1982,6,100.0,0.0506437328187549,0.1608,1.0,37.49956103,126.90324089,숙박업,"근린생활시설, 여관",1,408.58,34.83,exact,기존숙박군,안전,보통,191443.98,444459.8
영등포구,(영등포동,서울장여관,1970,1,100.0,0.0622423088772209,0.178,1.0,37.51563943,126.90706857,숙박업,"주택,점포",1,547.64,43.88,exact,기존숙박군,보통,보통,191784.21,446243.96
영등포구,(양평동,세종,1970,4,100.0,0.3459881214697423,0.4553,0.85,37.51885231,126.89035774,숙박업,주택,1,294.22,68.64,exact,기존숙박군,위험,위험,190307.27,446602.14
영등포구,(영등포동,코트야드 바이 메리어트 서울 타임스퀘어,1994,19,15.8,0.1892419996385284,0.1436,0.85,37.51432572,126.90255533,관광숙박업,숙박시설,25,26266.0,39.09,exact,기존숙박군,보통,보통,191385.06,446098.56
영등포구,(영등포동,아너스빌,1980,14,50.0,2.4999198975206296,0.4377,0.7,37.51930327,126.90373643,숙박업,"근린생활시설, 숙박시설",1,861.1,22.46,exact,기존숙박군,안전,안전,191490.04,446650.89
영등포구,대림동,대림모텔,1982,2,0.0,0.0,0.1608,1.0,37.48556008,126.89763444,숙박업,숙박시설,1,333.23,31.07,exact,기존숙박군,안전,안전,190946.54,442906.4
영등포구,(당산동,남영모텔,1986,4,100.0,0.0655972824858132,0.4272,1.0,37.53189077,126.90333126,숙박업,다세대주택,1,249.78,44.01,exact,기존숙박군,보통,보통,191455.66,448047.99
영등포구,(영등포동,대우장여인숙,1964,7,42.9,1.3840395687328015,0.4658,0.35,37.51809093,126.90486199,숙박업,영업용,1,211.57,25.82,exact,기존숙박군,안전,안전,191589.41,446516.24
영등포구,(영등포동,은성장여관,1967,7,28.6,1.39078875070773,0.4606,0.35,37.5180854,126.90501871,숙박업,근린생활시설,1,256.63,27.42,exact,기존숙박군,안전,안전,191603.26,446515.61
영등포구,(당산동,포켓서울,1971,3,0.0,0.3237870770938972,0.4535,0.7,37.51966086,126.89670106,숙박업,"근린생활시설, 숙박시설",2,199.27,54.65,exact,기존숙박군,위험,위험,190868.14,446691.24
영등포구,(영등포동,플로렌스,1973,9,77.8,1.2514514928975573,0.45,0.7,37.51560513,126.90892054,숙박업,"근린생활시설,숙박시설,위락시설",1,506.62,42.34,exact,기존숙박군,보통,보통,191947.93,446239.99
영등포구,(문래동,문래 여관,1980,0,0.0,0.1941560144409574,0.1637,0.18,37.51342952,126.88782074,숙박업,근린생활시설,1,570.59,42.86,exact,기존숙박군,보통,보통,190082.27,446000.54
영등포구,(당산동,G모텔,1983,4,0.0,0.8497162412514853,0.1594,0.12,37.53210628,126.90025075,숙박업,"근린생활시설, 숙박시설",1,764.9,35.24,exact,기존숙박군,안전,보통,191183.41,448072.19
영등포구,신길동,슬로우서울(영등포),1970,1,0.0,1.7284707679907116,0.4553,0.85,37.49497212,126.90684949,숙박업,"주택, 점포",1,168.6,42.55,exact,기존숙박군,보통,보통,191762.57,443950.17
영등포구,신길동,제일여인숙,1970,5,60.0,2.342887472018068,0.4553,1.0,37.49535984,126.90780967,숙박업,"주택, 점포",1,259.17,35.32,exact,기존숙박군,안전,보통,191847.52,443993.12
영등포구,신길동,수원여인숙,1966,3,0.0,1.6699097341891178,0.4623,0.7,37.5097972,126.92380085,숙박업,여인숙,1,120.04,36.72,exact,기존숙박군,안전,보통,193262.94,445594.21
영등포구,신길동,신길스테이,1964,28,71.4,1.911944619899683,0.8848,0.35,37.51081671,126.91820795,숙박업,주택,1,65.29,46.04,exact,기존숙박군,보통,보통,192768.54,445707.78
영등포구,(영등포동,페트라호텔,1998,18,77.8,1.4803527151817717,0.138,0.7,37.51519016,126.90934116,숙박업,숙박시설,1,2998.57,35.11,exact,기존숙박군,안전,보통,191985.08,446193.9
영등포구,영등포동,대성장모텔,1972,5,60.0,0.9400072584914712,0.3135,0.25,37.51293549,126.90462772,숙박업,주택,1,42.12,42.57,exact,기존숙박군,보통,보통,191568.12,445944.07
영등포구,여의도동,컴포트 인 여의도,2004,3,0.0,3.714509713280272,0.1293,0.45,37.52757056,126.91966625,관광숙박업,숙박시설,12,4345.0,63.49,exact,기존숙박군,위험,위험,192899.06,447567.14
영등포구,신길동,테마모텔,1967,4,0.0,1.7361277732419065,0.878,0.7,37.50959552,126.92344146,숙박업,주택,1,327.24,36.11,exact,기존숙박군,안전,보통,193231.14,445571.86
영등포구,(양평동,스테이 패스포트 익스프레스 당산점,1973,3,33.3,0.4966911128310859,0.45,0.08,37.53389046,126.89620988,숙박업,"여관, 점포",1,458.0,34.92,exact,기존숙박군,안전,보통,190826.46,448270.6
영등포구,(영등포동,호텔 CC,2002,5,80.0,0.7682376319150153,0.1322,0.7,37.51529975,126.90805058,숙박업,숙박시설(여관),1,818.87,32.45,exact,기존숙박군,안전,안전,191870.99,446206.17
영등포구,(영등포동,포유(for you),1966,5,20.0,1.4963468226614187,0.1837,0.35,37.51808813,126.90314504,숙박업,영업용,1,393.69,28.3,exact,기존숙박군,안전,안전,191437.62,446516.08
영등포구,대림동,대방모텔,1982,17,94.1,1.2287810038088824,0.1608,0.7,37.49299121,126.90099905,숙박업,"근린생활시설, 여관",1,295.65,43.92,exact,기존숙박군,보통,보통,191244.98,443730.84
영등포구,신길동,주식회사 스테이리,1967,3,66.7,0.2646925542270822,0.1823,0.25,37.50362029,126.91009043,숙박업,점포,1,421.28,58.71,exact,기존숙박군,위험,위험,192050.09,444909.73
영등포구,(영등포동,보보스모텔,1980,58,53.4,2.3503615723326314,0.1637,0.35,37.51939555,126.90981462,숙박업,"여관,고시원",1,837.36,49.88,exact,기존숙박군,보통,위험,192027.38,446660.6
영등포구,(양평동,굿데이,1978,8,37.5,1.3789575710560362,0.1665,0.7,37.53428358,126.89531654,숙박업,"점포,여관 및 제2종근생",1,612.56,35.43,exact,기존숙박군,안전,보통,190747.55,448314.32
영등포구,(당산동,리비니하우스,1960,4,75.0,0.1307702311831946,0.8939,0.25,37.51943218,126.89772713,숙박업,주택,1,107.43,51.59,exact,기존숙박군,보통,위험,190958.82,446665.76
영등포구,(영등포동,에프 호텔,2005,0,0.0,1.9299098077088723,0.1279,0.7,37.51443021,126.91041278,숙박업,숙박시설(55실),1,3827.17,25.95,exact,기존숙박군,안전,안전,192079.73,446109.46
영등포구,(당산동,성심여인숙,1961,15,60.0,1.0169342576538425,0.4712,0.35,37.51874802,126.89839842,숙박업,근린생활시설,1,72.14,46.63,exact,기존숙박군,보통,보통,191018.08,446589.76
영등포구,(영등포동,하트장,1961,0,0.0,0.0708260525686124,0.4712,0.18,37.51495786,126.90625022,숙박업,영업용,1,93.56,32.19,exact,기존숙박군,안전,안전,191711.79,446168.38
영등포구,(영등포동,레이크,2013,0,0.0,0.0622423088772209,0.1165,0.18,37.51474971,126.90626699,숙박업,숙박시설,1,1069.73,12.6,exact,기존숙박군,안전,안전,191713.25,446145.28
영등포구,(영등포동,제일여인숙,1964,28,75.0,1.5425644341813114,0.4658,0.85,37.51903649,126.90309053,숙박업,제2종근린생활시설,2,60.95,32.55,exact,기존숙박군,안전,안전,191432.91,446621.34
영등포구,(영등포동,비오스샵,1986,17,52.9,0.6461901974721742,0.1551,0.04,37.51590036,126.90550282,숙박업,숙박시설(여관),1,811.16,28.2,exact,기존숙박군,안전,안전,191645.82,446273.06
영등포구,(당산동,달모텔,1959,24,87.5,0.8253846329564885,0.1937,0.12,37.52265122,126.89616602,숙박업,"근린생활시설, 여관",1,249.79,62.52,exact,기존숙박군,위험,위험,190821.21,447023.19
영등포구,(영등포동,메종 벨루나,1989,17,76.5,1.3793898457733462,0.1509,0.7,37.51537236,126.90908061,숙박업,"숙박시설, 근린생활시설",1,569.62,36.73,exact,기존숙박군,안전,보통,191962.06,446214.14
영등포구,신길동,포켓서울 보라매점,1973,22,81.8,2.0799825208653315,0.1737,0.85,37.50069333,126.92007756,숙박업,"점포, 여관, 주택",1,621.46,53.96,exact,기존숙박군,위험,위험,192932.89,444584.07
영등포구,신길동,금산여관,1963,52,90.4,0.5712974455210083,0.4676,1.0,37.51157915,126.91879334,숙박업,주택,1,60.76,54.27,exact,기존숙박군,위험,위험,192820.37,445792.36
영등포구,(영등포동,호텔 하라스,2016,5,60.0,0.918123912955816,0.1122,0.18,37.51497375,126.90733671,숙박업,숙박시설(여관),10,639.55,20.04,exact,기존숙박군,안전,안전,191807.84,446170.05
영등포구,(영등포동,스테이비앤비(STAY BnB),1980,9,0.0,1.874590871825853,0.1637,0.35,37.51786715,126.90290536,숙박업,"근린생활시설, 숙박시설",1,923.57,31.26,exact,기존숙박군,안전,안전,191416.41,446491.58
영등포구,대림동,본관여관,1967,8,37.5,0.0094340322333586,0.1823,0.0,37.48593865,126.90462135,숙박업,주택,1,204.96,43.33,exact,기존숙박군,보통,보통,191564.52,442947.77
영등포구,(문래동,수정여관,2002,0,0.0,0.0444517625708338,0.1322,0.04,37.51079272,126.89103494,숙박업,제2종근린생활시설,5,674.64,36.49,exact,기존숙박군,안전,보통,190366.1,445707.55
영등포구,신길동,대원모텔,1980,20,65.0,1.2509059577481552,0.1637,0.85,37.50851023,126.91113271,숙박업,"근린생활시설, 여관",1,749.97,59.43,exact,기존숙박군,위험,위험,192142.76,445452.36
영등포구,신길동,옥성여관,1970,4,50.0,1.5264326678201543,0.4553,0.85,37.49345278,126.90794665,숙박업,"주택, 근린생활시설",1,198.34,42.79,exact,기존숙박군,보통,보통,191859.43,443781.45
영등포구,(영등포동,백송여인숙,1940,30,33.3,2.394019298953677,0.939,0.85,37.51790548,126.90773539,숙박업,근린생활시설,1,89.25,50.58,exact,기존숙박군,보통,위험,191843.41,446495.4
영등포구,대림동,대흥장 여관,1973,5,40.0,2.082399248657069,0.45,0.85,37.48564409,126.90284555,숙박업,"주택, 점포",1,208.3,37.68,exact,기존숙박군,안전,보통,191407.43,442915.24
영등포구,(영등포동,호텔 지엠에스(HOTEL GMS),2016,15,86.7,1.490737024487488,0.1122,1.0,37.51474767,126.90821929,관광숙박업,숙박시설,22,7665.21,27.23,exact,기존숙박군,안전,안전,191885.85,446144.88
영등포구,대림동,화성장여관,1973,13,69.2,1.9513119177607336,0.45,0.12,37.49092389,126.90338862,숙박업,"근린생활시설, 주택",1,190.62,49.79,exact,기존숙박군,보통,위험,191456.06,443501.18
영등포구,(영등포동,모텔 수,1991,21,81.0,0.4619437122686353,0.148,0.7,37.51521725,126.90874516,숙박업,근린생활시설및숙박시설,1,606.52,36.7,exact,기존숙박군,안전,보통,191932.39,446196.96
영등포구,(영등포동,별빛호텔(빛),2015,1,100.0,0.0360399364831968,0.1136,0.18,37.51569671,126.90749739,숙박업,숙박시설(여관),1,771.99,27.05,exact,기존숙박군,안전,안전,191822.13,446250.28
영등포구,(영등포동,브이아이피(VIP),2012,11,54.5,0.9309968792638504,0.1179,0.7,37.51482896,126.91265105,관광숙박업,숙박시설(관광호텔),11,985.0,40.05,exact,기존숙박군,보통,보통,192277.66,446153.53
영등포구,신길동,서울에어비앤비 써클스테이,1970,24,87.5,0.7081850579244858,0.178,0.85,37.49711233,126.90770866,숙박업,"점포,주택",1,651.59,39.68,exact,기존숙박군,보통,보통,191838.78,444187.63
영등포구,신길동,아담장여관,1971,0,0.0,0.0988458346366326,0.1766,1.0,37.50368356,126.90817464,숙박업,"주택, 점포",1,507.88,42.53,exact,기존숙박군,보통,보통,191880.7,444916.91
영등포구,신길동,경남여인숙,1968,0,0.0,0.3475424603754599,0.4588,0.7,37.50425695,126.90925266,숙박업,영업,1,220.82,47.65,exact,기존숙박군,보통,보통,191976.08,444980.46
영등포구,(당산동,서울스테이,1971,49,95.9,1.438363216751021,0.4535,1.0,37.52369543,126.89747206,숙박업,여인숙,1,122.97,65.6,exact,기존숙박군,위험,위험,190936.79,447138.95
영등포구,(영등포동,유안호텔,1989,14,71.4,1.3816966518712612,0.1509,0.7,37.515423,126.90921028,숙박업,"여관및근린생활시설,위락시설",1,635.58,36.52,exact,기존숙박군,안전,보통,191973.53,446219.75
영등포구,(영등포동,에덴여인숙,1967,10,0.0,2.6028119124200293,0.878,0.18,37.51773847,126.90208265,숙박업,"점포, 근린생활시설(소매점), 약국",1,456.84,37.82,exact,기존숙박군,안전,보통,191343.66,446477.37
영등포구,영등포동,드라마,1982,65,76.9,0.208638865111328,0.1608,1.0,37.51221578,126.91164595,숙박업,근린생활시설,1,775.47,71.58,exact,기존숙박군,위험,위험,192188.53,445863.59
영등포구,(영등포동,호텔 르오,2002,8,75.0,1.3417383395696578,0.1322,0.18,37.51491025,126.90756824,숙박업,숙박시설(여관),1,818.87,30.53,exact,기존숙박군,안전,안전,191828.31,446162.98
영등포구,(영등포동,영풍장여관,1969,4,50.0,1.1463825649367962,0.457,0.18,37.51510284,126.90761079,숙박업,여관,1,318.09,39.99,exact,기존숙박군,보통,보통,191832.09,446184.36
영등포구,대림동,캐슬론,1983,18,44.4,0.2649129641905048,0.1594,0.0,37.48707508,126.90422289,숙박업,"숙박시설,근린생활시설",1,907.23,43.33,exact,기존숙박군,보통,보통,191529.41,443073.94
영등포구,대림동,행복 여관,1973,14,35.7,0.1655947629886411,0.45,0.0,37.48657112,126.90449212,숙박업,근린생활시설,1,163.46,47.37,exact,기존숙박군,보통,보통,191553.16,443017.98
영등포구,(영등포동,H-AVENUE,2023,1,100.0,0.0877756108823856,0.1022,0.7,37.51557588,126.90801419,숙박업,숙박시설,12,4982.87,25.55,exact,기존숙박군,안전,안전,191867.8,446236.82
영등포구,(영등포동,하나장여관,1930,3,33.3,0.8380812052822796,0.5258,0.18,37.51512537,126.90741892,숙박업,여관,1,204.0,57.2,exact,기존숙박군,위험,위험,191815.13,446186.87
영등포구,대림동,대림장,1969,3,33.3,0.0,0.1794,0.0,37.48819692,126.90638817,숙박업,"주택, 근린생활시설",1,195.04,50.58,exact,기존숙박군,보통,위험,191721.03,443198.25
영등포구,(당산동,STAY 10?7 Yeongdeungpo,1980,3,0.0,0.3654597734944652,0.1637,0.35,37.51913794,126.89589765,숙박업,"근린생활시설, 숙박시설",1,445.64,48.19,exact,기존숙박군,보통,위험,190797.05,446633.28
영등포구,(당산동,대지여인숙,2015,3,0.0,0.5210671178181876,0.2448,0.35,37.51896424,126.89548079,숙박업,단독주택(다가구주택),1,182.58,35.83,exact,기존숙박군,안전,보통,190760.18,446614.04
영등포구,신길동,모아여인숙,1972,5,80.0,2.2191093708367235,0.4518,0.85,37.49571698,126.90792112,숙박업,"근린생활시설, 주택",1,217.74,37.21,exact,기존숙박군,안전,보통,191857.42,444032.75
영등포구,(영등포동,삼일여관,1970,21,81.0,1.3630914640402267,0.4553,0.7,37.51429313,126.90657178,숙박업,여관,3,199.65,44.28,exact,기존숙박군,보통,보통,191740.14,446094.58
영등포구,(영등포동,코코,1980,9,0.0,2.2542403741535657,0.1637,0.18,37.51789339,126.90273125,숙박업,"근린생활시설, 사무실, 여관",1,640.66,31.77,exact,기존숙박군,안전,안전,191401.02,446494.51
영등포구,(당산동,삼성여인숙,1968,33,45.5,1.0327657228705232,0.4588,0.25,37.51898252,126.90028401,숙박업,"주택, 공장",1,165.3,42.63,exact,기존숙박군,보통,보통,191184.8,446615.61
영등포구,(영등포동,대진여인숙,1968,15,40.0,2.430130134652585,0.4588,0.85,37.51811386,126.90715505,숙박업,제1종근린생활시설,1,161.33,32.32,exact,기존숙박군,안전,안전,191792.13,446518.58
영등포구,신길동,삼화여관,1970,28,92.9,0.6822656803724111,0.4553,0.85,37.49716012,126.90746886,숙박업,"점포,주택",1,263.55,43.05,exact,기존숙박군,보통,보통,191817.58,444192.96
