사각지대_위험순위,구,동,숙소명,업종,주변건물수_검증상태,주변건물수_보정출처,사각지대_위험도점수,고립위험_정규화,밀집사각지대_정규화,도로폭위험도_정규화,구조노후도_정규화,단속위험도_정규화,주변건물수,집중도,도로폭위험도,구조노후도,단속위험도,위험점수_AHP
1,성동구,성동,복래여관,숙박업,원본유지,,77.73639768905535,0.972972972972973,0.7684426229508197,1.0,0.8821111111111112,0.005454967287882062,4,25.0,1.0,0.8939,0.0361050046421162,64.58
2,마포구,노고산동,1965 신촌인,숙박업,원본유지,,76.03156160380216,0.9369369369369369,0.7684426229508197,0.85,0.8695555555555556,0.13843886791064172,8,25.0,0.85,0.8826,0.9162907318741552,39.47
3,중구,남학동,진포레스트인(JIN FOREST Inn),숙박업,통계추정,구+동 중앙값,75.83732840690078,0.9369369369369369,0.8965163934426229,0.7,0.8695555555555556,0.10472496079481362,8,12.5,0.7,0.8826,0.6931471805599453,20.95
4,중구,신당동,세화장여관,숙박업,원본유지,,74.86299732155942,0.990990990990991,0.5122950819672131,1.0,0.8895555555555554,0.10593851094647648,2,50.0,1.0,0.9006,0.7011793522572095,50.54
5,용산구,청파동,서울46,외국인관광도시민박업,원본유지,,74.66851060316044,0.8828828828828829,0.5850409836065573,0.85,0.8945555555555555,0.393230446453005,14,42.9,0.85,0.9051,2.602689685444384,68.14
6,중구,명동,무드온 명동,관광숙박업,원본유지,,74.62126436509482,0.9459459459459459,0.8780737704918032,1.0,0.4222222222222222,0.17455650092115366,7,14.3,1.0,0.48,1.155343917473199,37.93
7,종로구,명륜4가,호텔 달스테어(Hotel DALSTAIR),숙박업,원본유지,,74.23676973750808,0.9819819819819819,0.6834016393442623,0.18,0.852,0.714624505416898,3,33.3,0.18,0.8668,4.729913072579535,40.03
8,용산구,한강로3가,이촌 야드,외국인관광도시민박업,원본유지,,74.00456586534567,0.9369369369369369,0.8965163934426229,0.7,0.8217777777777778,0.030318569135583902,8,12.5,0.7,0.8396,0.2006706954621511,85.13
9,성동구,성동,이안스테이,외국인관광도시민박업,원본유지,,73.7038048148817,0.8918918918918919,0.8668032786885246,1.0,0.3516666666666667,0.3251015349930008,13,15.4,1.0,0.4165,2.151762203259462,46.69
10,용산구,서계동,휴스테이,외국인관광도시민박업,원본유지,,73.31064217755372,0.9459459459459459,0.8780737704918032,1.0,0.32433333333333336,0.18507057730730286,7,14.3,1.0,0.3919,1.2249338447258826,29.69
11,영등포구,도림동,체리티,외국인관광도시민박업,원본유지,,73.00719773677034,0.963963963963964,0.819672131147541,0.85,0.3516666666666667,0.3233344250053857,5,20.0,0.85,0.4165,2.1400661634962708,59.61
12,종로구,소격동,쥘리앵,외국인관광도시민박업,원본유지,,72.5016269667472,0.9099099099099099,0.5584016393442623,1.0,0.40844444444444444,0.5573387110898961,11,45.5,1.0,0.4676,3.688879454113936,52.57
13,성동구,송정동,건대스테이,숙박업,원본유지,,72.28625298708225,0.9369369369369369,0.8965163934426229,0.55,0.3888888888888889,0.4986532661402446,8,12.5,0.55,0.45,3.3004558118606235,48.43
14,영등포구,영등포동,백송여인숙,숙박업,원본유지,,71.68277049426396,0.7387387387387387,0.6834016393442623,0.85,0.9322222222222221,0.36170323454596903,30,33.3,0.85,0.939,2.394019298953677,50.58
15,성동구,성동,그린 하우스,외국인관광도시민박업,원본유지,,71.4080477451516,0.9369369369369369,0.7684426229508197,1.0,0.06122222222222222,0.4885379440006056,8,25.0,1.0,0.1551,3.23350513488416,56.73
16,중구,남대문로5가,지요크 서울역,숙박업,원본유지,,71.37277200140092,0.8828828828828829,0.8780737704918032,1.0,0.016666666666666677,0.5106930460442639,14,14.3,1.0,0.115,3.380143972464323,31.03
17,서초구,방배동,메종 방배,외국인관광도시민박업,원본유지,,71.29312066164525,0.9369369369369369,0.8965163934426229,1.0,0.37133333333333335,0.0,8,12.5,1.0,0.4342,0.0,50.12
18,성동구,성동,별장여관,숙박업,원본유지,,71.16759268118702,0.963963963963964,0.819672131147541,1.0,0.39477777777777784,0.007582976855386464,5,20.0,1.0,0.4553,0.0501897445238552,62.97
19,마포구,서교동,이노게스트하우스,외국인관광도시민박업,원본유지,,71.15719782543115,0.963963963963964,0.819672131147541,1.0,0.39277777777777784,0.008889986471662519,5,20.0,1.0,0.4535,0.0588405000229334,30.12
20,성동구,성동,상상스테이,외국인관광도시민박업,원본유지,,71.03986881871268,0.8468468468468469,0.7971311475409836,1.0,0.39477777777777784,0.3023959707724464,18,22.2,1.0,0.4553,2.0014800002101243,54.96
21,종로구,사간동,행복한 결정,외국인관광도시민박업,원본유지,,70.98095487668583,0.7387387387387387,0.9221311475409836,0.55,0.8644444444444445,0.36438729355624283,30,10.0,0.55,0.878,2.411784384959037,62.61
22,중구,필동,무지개 하우스,외국인관광도시민박업,원본유지,,70.96551469502289,0.963963963963964,0.819672131147541,1.0,0.3888888888888889,0.0,5,20.0,1.0,0.45,0.0,55.84
23,중구,충무로2가,"빅박 스테이(,Big Box Stay)",숙박업,원본유지,,70.88729559277733,0.9819819819819819,0.6834016393442623,0.7,0.39477777777777784,0.4285484513237363,3,33.3,0.7,0.4553,2.8364503411023447,19.19
24,용산구,용산동,Photo Park(포토박),외국인관광도시민박업,원본유지,,70.79809555457096,0.954954954954955,0.853483606557377,1.0,0.3536666666666667,0.0,6,16.7,1.0,0.4183,0.0,53.9
25,중구,장충동,서울N하우스,외국인관광도시민박업,원본유지,,70.67738482748577,0.9369369369369369,0.38422131147540983,1.0,0.9423333333333335,0.07101105367898557,8,62.5,1.0,0.9481,0.4700036292457356,64.92
26,송파구,송파동,메이빌투,외국인관광도시민박업,원본유지,,70.61735683177857,0.972972972972973,0.7684426229508197,1.0,0.04377777777777776,0.3691855768027634,4,25.0,1.0,0.1394,2.4435429693367405,53.92
27,영등포구,신길동,로체모텔,숙박업,원본유지,,70.5912166691708,0.963963963963964,0.819672131147541,0.7,0.4025555555555556,0.2613801316098615,5,20.0,0.7,0.4623,1.7300068666030517,32.85
28,중구,주교동,라이프인 청계,숙박업,원본유지,,70.11372633196783,0.8468468468468469,0.7397540983606558,1.0,0.4025555555555556,0.30937809278544853,18,27.8,1.0,0.4623,2.0476928433652555,50.18
29,마포구,합정동,홍대 게스트하우스 Hi :Dear,외국인관광도시민박업,원본유지,,69.82086027209365,0.954954954954955,0.6834016393442623,0.55,0.3477777777777778,0.6175158263412209,6,33.3,0.55,0.413,4.087176072743488,36.4
30,용산구,동자동,송림여인숙,숙박업,원본유지,,69.77003676940099,0.7477477477477478,0.5655737704918034,1.0,0.8871111111111111,0.2653815681151384,29,44.8,1.0,0.8984,1.756491330390597,48.05
31,종로구,부암동,라오테아로아 로그 하우스,외국인관광도시민박업,통계추정,구+동+업종 중앙값,69.66848028356225,0.972972972972973,0.38422131147540983,1.0,0.862,0.0,4,62.5,1.0,0.8758,0.0,62.62
32,종로구,창신동,토이 게스트하우스,숙박업,원본유지,,69.65296051027215,0.9459459459459459,0.5850409836065573,0.7,0.8243333333333333,0.13193551533552594,7,42.9,0.7,0.8419,0.8732467386616793,25.31
33,중구,장충동,글림스,외국인관광도시민박업,원본유지,,69.40043873033899,0.9009009009009009,0.6834016393442623,0.85,0.6586666666666666,0.10472496079481362,12,33.3,0.85,0.6928,0.6931471805599453,46.76
34,영등포구,대림동,대흥장 여관,숙박업,원본유지,,69.33648030485384,0.963963963963964,0.6147540983606558,0.85,0.3888888888888889,0.31462175103791074,5,40.0,0.85,0.45,2.082399248657069,37.68
35,중구,산림동,광신장여관,숙박업,원본유지,,69.27593256065276,0.8918918918918919,0.31557377049180324,1.0,0.9272222222222222,0.1893271734178101,13,69.2,1.0,0.9345,1.2531071433395846,53.25
36,성동구,성동,예그리나,외국인관광도시민박업,원본유지,,69.26412390502226,0.8558558558558559,0.7233606557377049,0.85,0.3418888888888889,0.4642415001319905,17,29.4,0.85,0.4077,3.0726933146901194,37.3
37,중구,중림동,J Stay Seoul,외국인관광도시민박업,원본유지,,69.16294905426909,0.8828828828828829,0.7315573770491803,1.0,0.40066666666666667,0.17472670749230548,14,28.6,1.0,0.4606,1.1564704703409323,60.64
38,성동구,성동,위앤성수스테이,외국인관광도시민박업,원본유지,,69.14549876597098,0.963963963963964,0.819672131147541,0.85,0.3536666666666667,0.06388782695209504,5,20.0,0.85,0.4183,0.4228568508200335,65.07
39,성동구,성동,조이게스트하우스,숙박업,원본유지,,69.02048730916103,0.9819819819819819,0.6834016393442623,1.0,0.39666666666666667,0.002205676860427385,3,33.3,1.0,0.457,0.0145987994211526,60.77
40,마포구,합정동,망원경,외국인관광도시민박업,원본유지,,69.00613112526882,0.8828828828828829,0.5122950819672131,0.7,0.383,0.7742885723349103,14,50.0,0.7,0.4447,5.124813958204963,44.62
41,종로구,창신동,동해,숙박업,원본유지,,68.98403517942435,0.990990990990991,0.5122950819672131,0.25,0.9347777777777777,0.41878547924858317,2,50.0,0.25,0.9413,2.7718317772335386,40.56
42,중구,남학동,해마루,외국인관광도시민박업,원본유지,,68.98066174023411,0.9369369369369369,0.8965163934426229,0.7,0.41244444444444445,0.10472496079481362,8,12.5,0.7,0.4712,0.6931471805599453,37.38
43,영등포구,당산동,당산 KS Stay,숙박업,원본유지,,68.7879021876536,0.954954954954955,0.5122950819672131,1.0,0.40644444444444444,0.2681273638812831,6,50.0,1.0,0.4658,1.774665035868755,45.9
44,마포구,대흥동,D.1881,외국인관광도시민박업,원본유지,,68.76032917850856,0.8918918918918919,0.9456967213114754,0.85,0.35755555555555557,0.034456346848633135,13,7.7,0.85,0.4218,0.2280575661166388,56.63
45,강남구,역삼동,하루게스트하우스(Haru Guest House),외국인관광도시민박업,원본유지,,68.69241885796879,0.918918918918919,0.9221311475409836,1.0,0.05333333333333333,0.152508916332463,10,10.0,1.0,0.148,1.0094167098636386,44.76
46,마포구,노고산동,Home Sweet Home,외국인관광도시민박업,원본유지,,68.58380827066959,0.9459459459459459,0.8780737704918032,1.0,0.03422222222222222,0.16005942795947278,7,14.3,1.0,0.1308,1.0593915755148284,39.17
47,중구,장충동,서울우리집(SEOUL WOORIJIB),외국인관광도시민박업,원본유지,,68.40088185952456,0.9009009009009009,0.5973360655737705,1.0,0.39666666666666667,0.26484193443450826,12,41.7,1.0,0.457,1.7529196359117911,56.79
48,마포구,서교동,노스텔지아3,외국인관광도시민박업,원본유지,,68.36942584934778,0.9279279279279279,0.6834016393442623,1.0,0.35755555555555557,0.12403881677678104,9,33.3,1.0,0.4218,0.8209805520698302,43.48
49,성동구,행당동,LTE Room,외국인관광도시민박업,원본유지,,68.31375792123163,0.9819819819819819,0.6834016393442623,1.0,0.3458888888888889,0.005868162109578204,3,33.3,1.0,0.4113,0.0388398333162639,40.44
50,용산구,보광동,삼성장,숙박업,원본유지,,68.18581818527615,0.972972972972973,0.5122950819672131,0.7,0.40066666666666667,0.4917241661251882,4,50.0,0.7,0.4606,3.25459390747028,48.65
51,마포구,서교동,RM,외국인관광도시민박업,원본유지,,68.17541517019357,0.954954954954955,0.853483606557377,1.0,0.04377777777777776,0.13504352993039753,6,16.7,1.0,0.1394,0.8938178760220964,14.78
52,영등포구,신길동,제일여인숙,숙박업,원본유지,,68.16679554772445,0.963963963963964,0.4098360655737705,1.0,0.39477777777777784,0.3539779220562419,5,60.0,1.0,0.4553,2.342887472018068,35.32
53,성동구,성동,스테이 린 인 성수,외국인관광도시민박업,통계추정,구+동+업종 중앙값,68.13458130261408,0.9279279279279279,0.3411885245901639,1.0,0.9222222222222223,0.0,9,66.7,1.0,0.93,0.0,73.09
54,성동구,성동,리틀포레 301,외국인관광도시민박업,원본유지,,68.13446763942414,0.990990990990991,0.5122950819672131,0.85,0.3458888888888889,0.35103653213745795,2,50.0,0.85,0.4113,2.323419179896888,59.02
55,마포구,서교동,어반우드,외국인관광도시민박업,원본유지,,68.02553024972258,0.954954954954955,0.6834016393442623,1.0,0.3888888888888889,0.006716047072037882,6,33.3,1.0,0.45,0.0444517625708338,27.48
56,성동구,행당동,성동 와이에스 하우스(YS House),외국인관광도시민박업,원본유지,,67.9708321900889,0.9459459459459459,0.7315573770491803,1.0,0.3477777777777778,0.0009939916220334639,7,28.6,1.0,0.413,0.0065789710980424,36.6
57,성동구,성동,스윗스팟성수,관광숙박업,원본유지,,67.86749164202296,0.9009009009009009,0.6834016393442623,0.7,0.3497777777777778,0.4614173771293004,12,33.3,0.7,0.4148,3.054001181677967,38.18
58,성동구,성동,로컬 텍스처(Local Texture),외국인관광도시민박업,원본유지,,67.82944685312906,0.9099099099099099,0.37295081967213106,1.0,0.3536666666666667,0.5479055741893057,11,63.6,1.0,0.4183,3.626443983173144,49.97
59,중구,주교동,zip 1972 hostel,관광숙박업,원본유지,,67.81442108680393,0.9279279279279279,0.7971311475409836,1.0,0.09777777777777778,0.19517693278934092,9,22.2,1.0,0.188,1.2918251737361308,50.54
60,용산구,서계동,J house(제이 하우스),외국인관광도시민박업,원본유지,,67.80341306593076,0.8918918918918919,0.709016393442623,1.0,0.3224444444444445,0.17134682094636122,13,30.8,1.0,0.3902,1.1340998834994258,28.65
61,종로구,필운동,게스트하우스 필운,외국인관광도시민박업,원본유지,,67.72068657130733,0.972972972972973,0.7684426229508197,0.7,0.3888888888888889,0.1309631149935693,4,25.0,0.7,0.45,0.8668106746107854,64.43
62,강남구,논현동,위드셀렉트,외국인관광도시민박업,원본유지,,67.695178923486,0.954954954954955,0.853483606557377,1.0,0.05488888888888889,0.09191666903878072,6,16.7,1.0,0.1494,0.6083724406020281,64.78
63,성동구,성동,코지 뚝섬(Cozy Ttukseom),외국인관광도시민박업,원본유지,,67.6288271773417,0.972972972972973,0.5122950819672131,0.85,0.3458888888888889,0.35936921004066974,4,50.0,0.85,0.4113,2.378570999971968,59.23
64,영등포구,양평동,모먼트 서울(Moment Seoul),외국인관광도시민박업,원본유지,,67.57640713854288,0.8738738738738738,0.819672131147541,0.7,0.3536666666666667,0.3194919286670975,15,20.0,0.7,0.4183,2.114633683188021,32.08
65,중구,신당동,마르코의 다락방,외국인관광도시민박업,원본유지,,67.5492447255117,0.954954954954955,0.6834016393442623,1.0,0.35555555555555557,0.00829701212464677,6,33.3,1.0,0.42,0.0549157575961146,34.07
66,성동구,송정동,Laszlo & Co.,외국인관광도시민박업,원본유지,,67.5345100513517,0.972972972972973,0.7684426229508197,0.55,0.35555555555555557,0.3018846803298608,4,25.0,0.55,0.42,1.9980959022258835,44.19
67,마포구,대흥동,Casa Luna,외국인관광도시민박업,원본유지,,67.52833055096688,0.8828828828828829,0.8780737704918032,0.85,0.3595555555555556,0.0615080604597716,14,14.3,0.85,0.4236,0.4071057975656243,56.85
68,용산구,후암동,후암3쉐어하우스,외국인관광도시민박업,원본유지,,67.43120036229537,0.8648648648648649,0.8319672131147541,0.45,0.8895555555555554,0.028550166426446085,16,18.8,0.45,0.9006,0.1889660995126232,54.05
69,강남구,삼성동,타라호텔,숙박업,원본유지,,67.26410323910173,0.9099099099099099,0.7448770491803278,1.0,0.03577777777777778,0.3322032494654447,11,27.3,1.0,0.1322,2.1987665976880346,51.62
70,성동구,도선동,밸류플레이스 호스텔 왕십리역점,관광숙박업,원본유지,,67.18173474568559,0.918918918918919,0.9221311475409836,1.0,0.05488888888888889,0.050241086624694745,10,10.0,1.0,0.1494,0.3325326386171326,33.32
71,영등포구,선유동,킴스하우스,외국인관광도시민박업,원본유지,,67.17722119096858,0.918918918918919,0.7172131147540983,0.85,0.3497777777777778,0.1782753378038529,10,30.0,0.85,0.4148,1.1799579281220622,58.59
72,영등포구,영등포동,대진여인숙,숙박업,원본유지,,67.11805379518805,0.8738738738738738,0.6147540983606558,0.85,0.39866666666666667,0.36715908282595644,15,40.0,0.85,0.4588,2.430130134652585,32.32
73,종로구,누하동,외가스테이,외국인관광도시민박업,원본유지,,66.94488234747749,0.972972972972973,0.7684426229508197,0.25,0.8821111111111112,0.03602061118269176,4,25.0,0.25,0.8939,0.2384110234449982,61.96
74,마포구,동교동,노블스테이,외국인관광도시민박업,원본유지,,66.91611086885698,0.9459459459459459,0.8780737704918032,0.7,0.35555555555555557,0.02754626783863115,7,14.3,0.7,0.42,0.1823215567939546,33.5
75,중구,명동,르메르디앙 서울 명동,관광숙박업,원본유지,,66.91534122648041,0.9279279279279279,0.9108606557377049,1.0,0.00399999999999999,0.07737670894992149,9,11.1,1.0,0.1036,0.5121362399431111,13.79
76,영등포구,대림동,cozy(코지),외국인관광도시민박업,원본유지,,66.90461845008157,0.954954954954955,0.6834016393442623,0.85,0.3438888888888889,0.1269885937626383,6,33.3,0.85,0.4095,0.8405043559988056,33.39
77,용산구,이태원동,이태원 마인스테이(Itaewon Minestay),외국인관광도시민박업,원본유지,,66.76566201885477,0.9819819819819819,0.6834016393442623,0.85,0.3888888888888889,0.0096617686177875,3,33.3,0.85,0.45,0.0639487246002734,46.73
78,마포구,서교동,가자하우스,외국인관광도시민박업,원본유지,,66.76314386635941,0.990990990990991,0.5122950819672131,1.0,0.3418888888888889,0.11361494726647614,2,50.0,1.0,0.4077,0.7519876805828787,13.28
79,영등포구,영등포동,자매여인숙,숙박업,원본유지,,66.70244092093526,0.918918918918919,0.10245901639344257,0.85,0.9447777777777777,0.3712954509491714,10,90.0,0.85,0.9503,2.457507675599886,50.1
80,종로구,사직동,솔라하우스,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,66.65979406928449,0.990990990990991,0.5122950819672131,1.0,0.3438888888888889,0.10472496079481362,2,50.0,1.0,0.4095,0.6931471805599453,66.78
81,중구,필동,섭 스테이,외국인관광도시민박업,원본유지,,66.5238172149284,0.8828828828828829,0.5850409836065573,1.0,0.506,0.08880644279309038,14,42.9,1.0,0.5554,0.5877866649021191,40.88
82,영등포구,신길동,옥성여관,숙박업,원본유지,,66.43096560872942,0.972972972972973,0.5122950819672131,0.85,0.39477777777777784,0.23062288324429486,4,50.0,0.85,0.4553,1.5264326678201543,42.79
83,용산구,이태원동,H호스텔,관광숙박업,원본유지,,66.3549433135048,0.963963963963964,0.6147540983606558,1.0,0.3477777777777778,0.0069637293924188015,5,40.0,1.0,0.413,0.046091107200267,36.73
84,중구,회현동,제이나인 롯지,외국인관광도시민박업,원본유지,,66.29749187800577,0.963963963963964,0.819672131147541,0.12,0.9547777777777777,0.002909589976636431,5,20.0,0.12,0.9593,0.0192578166044145,62.6
85,용산구,이태원동,Nirvana,외국인관광도시민박업,원본유지,,66.27102066829458,0.9099099099099099,0.6516393442622951,1.0,0.3477777777777778,0.07831468463567785,11,36.4,1.0,0.413,0.518344456180018,40.02
86,종로구,창신동,서경,외국인관광도시민박업,원본유지,,66.20680035989254,0.7657657657657657,0.492827868852459,1.0,0.9296666666666666,0.04022941206943755,27,51.9,1.0,0.9367,0.2662679779479644,52.96
87,중구,남산동,명동 루프탑호스텔 2,외국인관광도시민박업,원본유지,,66.14035719418608,0.9819819819819819,0.6834016393442623,0.85,0.35555555555555557,0.0013081136398754886,3,33.3,0.85,0.42,0.0086580627431145,30.35
88,성동구,성동,호텔 포코 성수,관광숙박업,원본유지,,66.05194138355701,0.8828828828828829,0.5850409836065573,0.85,0.016666666666666677,0.6966813873683319,14,42.9,0.85,0.115,4.611152257665639,28.78
89,종로구,익선동,SAE WHA HOSTEL,숙박업,원본유지,,66.03181118767117,0.7837837837837838,0.6147540983606558,1.0,0.39866666666666667,0.3549531192017082,25,40.0,1.0,0.4588,2.34934204738138,35.77
90,용산구,후암동,후암3쉐어하우스,외국인관광도시민박업,원본유지,,66.02487702921619,0.7927927927927928,0.3411885245901639,1.0,0.8945555555555555,0.2023350304221218,24,66.7,1.0,0.9051,1.33920275358604,51.19
91,영등포구,당산동,아폴로 스테이,숙박업,원본유지,,66.01615823726992,0.918918918918919,0.4098360655737705,1.0,0.387,0.32348498424215577,10,60.0,1.0,0.4483,2.1410626757860096,60.29
92,마포구,노고산동,헤이스 하우스1,외국인관광도시민박업,원본유지,,65.88378607205578,0.8108108108108107,0.7448770491803278,1.0,0.35755555555555557,0.14963555844916787,22,27.3,1.0,0.4218,0.9903987040278768,38.42
93,성동구,성동,크림 하우스 성수,외국인관광도시민박업,원본유지,,65.85582857831257,0.9279279279279279,0.45491803278688525,0.85,0.3516666666666667,0.41699936300649265,9,55.6,0.85,0.4165,2.760009940032921,44.48
94,강남구,논현동,레이지타이거 HOSTEL,관광숙박업,원본유지,,65.84212480640589,0.972972972972973,0.5122950819672131,0.85,0.07244444444444446,0.5137001630893929,4,50.0,0.85,0.1652,3.400047295278918,62.15
95,종로구,명륜3가,MIRO STAY,외국인관광도시민박업,원본유지,,65.81218136168955,0.963963963963964,0.819672131147541,1.0,0.04533333333333335,0.0,5,20.0,1.0,0.1408,0.0,56.32
96,영등포구,대림동,Jinee House,외국인관광도시민박업,원본유지,,65.78884802835621,0.963963963963964,0.819672131147541,1.0,0.04377777777777776,0.0,5,20.0,1.0,0.1394,0.0,40.49
97,종로구,통의동,찌니네,외국인관광도시민박업,원본유지,,65.77761941601207,0.963963963963964,0.819672131147541,1.0,0.03899999999999999,0.004029203621501586,5,20.0,1.0,0.1351,0.0266682470821613,51.84
98,성동구,하왕십리동,위시 스테이(Wish stay),외국인관광도시민박업,원본유지,,65.76038944768128,0.9459459459459459,0.5850409836065573,1.0,0.35755555555555557,0.03920855560724643,7,42.9,1.0,0.4218,0.2595111954850846,42.3
99,마포구,서교동,앤드류 게스트하우스,외국인관광도시민박업,원본유지,,65.56556273000174,0.9369369369369369,0.6403688524590163,0.85,0.3536666666666667,0.12735952586857477,8,37.5,0.85,0.4183,0.8429594587886055,41.36
100,마포구,망원동,레스트 휴,외국인관광도시민박업,원본유지,,65.56250883049331,0.918918918918919,0.6147540983606558,1.0,0.35755555555555557,0.04946209118564739,10,40.0,1.0,0.4218,0.3273766711367278,57.31
101,강남구,역삼동,블랑호텔 강남점,숙박업,원본유지,,65.53709471422705,0.9099099099099099,0.7448770491803278,1.0,0.07711111111111112,0.1757360144737992,11,27.3,1.0,0.1694,1.1631508098056809,38.34
102,마포구,노고산동,코코스테이,관광숙박업,원본유지,,65.48507645314368,0.9459459459459459,0.2930327868852458,0.85,0.3516666666666667,0.5660875071553773,7,71.4,0.85,0.4165,3.7467854516913777,26.07
103,중구,남대문로5가,호텔마누,관광숙박업,원본유지,,65.43804265356586,0.8738738738738738,0.6834016393442623,0.7,0.06277777777777778,0.6495171742952245,15,33.3,0.7,0.1565,4.29898464197175,43.05
104,강남구,논현동,반 스테이,외국인관광도시민박업,원본유지,,65.37714236883444,0.9459459459459459,0.8780737704918032,0.85,0.024666666666666656,0.10583725672601788,7,14.3,0.85,0.1222,0.7005091770010144,35.69
105,용산구,동자동,명신,숙박업,원본유지,,65.34439028719451,0.6846846846846847,0.48360655737704916,1.0,0.8821111111111112,0.23177523393485944,36,52.8,1.0,0.8939,1.5340597762584771,47.16
106,강남구,논현동,화이트린넨하우스 호스텔,관광숙박업,원본유지,,65.31932235546975,0.9279279279279279,0.9108606557377049,0.85,0.05955555555555554,0.06541989532699019,9,11.1,0.85,0.1536,0.4329972114983659,74.66
107,중구,오장동,모닝스카이호텔,관광숙박업,원본유지,,65.29305193586998,0.9279279279279279,0.6834016393442623,0.85,0.016666666666666677,0.4098361114338174,9,33.3,0.85,0.115,2.712598247600114,29.27
108,종로구,관철동,우미관호텔,숙박업,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,65.28796804268214,0.990990990990991,0.3411885245901639,0.55,0.8871111111111111,0.148189746635168,2,66.7,0.55,0.8984,0.9808292530117262,45.88
109,용산구,서빙고동,돈키호테,외국인관광도시민박업,원본유지,,65.26762012501166,0.972972972972973,0.7684426229508197,1.0,0.05488888888888889,0.0014253519071914399,4,25.0,1.0,0.1494,0.0094340322333586,38.35
110,강남구,대치동,수하우스,외국인관광도시민박업,원본유지,,65.26744121111793,0.963963963963964,0.819672131147541,0.85,0.04377777777777776,0.11523954551744808,5,20.0,0.85,0.1394,0.7627404723591406,59.72
111,성동구,성동,유토리홈즈,외국인관광도시민박업,원본유지,,65.24925034318105,0.954954954954955,0.5122950819672131,0.85,0.3536666666666667,0.23499501869422496,6,50.0,0.85,0.4183,1.5553706911638243,61.89
112,성동구,행당동,Kozy Stay,외국인관광도시민박업,원본유지,,65.23198341137845,0.9459459459459459,0.5850409836065573,1.0,0.3595555555555556,0.0019814865203913326,7,42.9,1.0,0.4236,0.013114942077828,38.2
113,강서구,내발산동,Cornerstay in Ujangsan,외국인관광도시민박업,원본유지,,65.19790651307046,0.972972972972973,0.7684426229508197,1.0,0.05166666666666665,0.0,4,25.0,1.0,0.1465,0.0,52.57
114,중구,중림동,서울로 스테이,외국인관광도시민박업,원본유지,,65.19379281242827,0.9099099099099099,0.5584016393442623,1.0,0.35555555555555557,0.12303865635752329,11,45.5,1.0,0.42,0.814360751313118,42.75
115,종로구,명륜1가,다즐데이,외국인관광도시민박업,원본유지,,65.19111808158041,0.9369369369369369,0.8965163934426229,0.45,0.5038888888888888,0.010644272440121678,8,12.5,0.45,0.5535,0.0704516609506113,48.96
116,마포구,중동,더 눅 마포,외국인관광도시민박업,원본유지,,65.15485053555147,0.9099099099099099,0.8381147540983607,0.7,0.36933333333333335,0.03371390711582806,11,18.2,0.7,0.4324,0.2231435513142097,37.99
117,마포구,노고산동,브라운스위트 신촌 센트럴,숙박업,원본유지,,65.06173430335106,0.9009009009009009,0.853483606557377,0.85,0.029444444444444454,0.21792426493368786,12,16.7,0.85,0.1265,1.4423838277709342,26.33
118,종로구,창신동,동대문 서울달빛,관광숙박업,원본유지,,65.00265773525537,0.918918918918919,0.6147540983606558,1.0,0.06755555555555555,0.30213868483645034,10,40.0,1.0,0.1608,1.9997770917556368,27.51
119,중구,소공동,주)조선호텔앤리조트,관광숙박업,원본유지,,64.9553361380098,0.9459459459459459,0.7315573770491803,0.7,0.08666666666666666,0.3610720325945388,7,28.6,0.7,0.178,2.389841537991274,40.97
120,용산구,이태원동,은월당,외국인관광도시민박업,원본유지,,64.88857042679427,0.8828828828828829,0.5850409836065573,1.0,0.3674444444444445,0.11834554580636984,14,42.9,1.0,0.4307,0.7832982775542428,46.82
121,종로구,삼청동,아복화도,외국인관광도시민박업,원본유지,,64.88728056078841,0.918918918918919,0.10245901639344257,1.0,0.39477777777777784,0.6502847602727153,10,90.0,1.0,0.4553,4.30406509320417,63.74
122,용산구,청파동,포엠 스테이,외국인관광도시민박업,원본유지,,64.80021038270864,0.8198198198198198,0.1465163934426229,1.0,0.8971111111111112,0.31463481023305506,21,85.7,1.0,0.9074,2.082485684061064,68.34
123,성동구,행당동,소울스타하우스,외국인관광도시민박업,원본유지,,64.78301132453753,0.972972972972973,0.5122950819672131,1.0,0.36355555555555563,0.0019814865203913326,4,50.0,1.0,0.4272,0.013114942077828,35.46
124,마포구,노고산동,피터캣,숙박업,원본유지,,64.77142265905846,0.972972972972973,0.7684426229508197,0.85,0.04688888888888888,0.12634552084364473,4,25.0,0.85,0.1422,0.8362480242006186,24.81
125,영등포구,대림동,보성장여관,숙박업,원본유지,,64.70199330076181,0.8558558558558559,0.7233606557377049,0.85,0.39477777777777784,0.10721057095907224,17,29.4,0.85,0.4553,0.7095987854519504,47.69
126,마포구,서교동,스테이스트 홍대,외국인관광도시민박업,원본유지,,64.66369209059214,0.954954954954955,0.5122950819672131,1.0,0.3674444444444445,0.0321800240771857,6,50.0,1.0,0.4307,0.2129911798501917,23.08
127,용산구,용문동,라이커서울러,외국인관광도시민박업,원본유지,,64.60438381611402,0.972972972972973,0.7684426229508197,1.0,0.008777777777777773,0.003320709091793727,4,25.0,1.0,0.1079,0.0219789067187752,35.31
