사각지대_위험순위,구,동,숙소명,업종,주변건물수_검증상태,주변건물수_보정출처,사각지대_위험도점수,고립위험_정규화,밀집사각지대_정규화,도로폭위험도_정규화,구조노후도_정규화,단속위험도_정규화,주변건물수,집중도,도로폭위험도,구조노후도,단속위험도,위험점수_AHP 
989,용산구,후암동,남산아래(NAMSAN AREA),외국인관광도시민박업,원본유지,,54.30753829192455,0.5855855855855856,0.23975409836065575,1.0,0.872,0.06246405528106225,47,76.6,1.0,0.8848,0.4134332777573413,49.89
990,마포구,서교동,오아시스 홍대,외국인관광도시민박업,원본유지,,54.30536490845179,0.8558558558558559,0.18032786885245888,1.0,0.3458888888888889,0.037034616207621794,17,82.4,1.0,0.4113,0.245122458032985,43.93
991,마포구,상수동,단밤스테이,외국인관광도시민박업,원본유지,,54.30457011786003,0.8198198198198198,-2.220446049250313e-16,1.0,0.3086666666666667,0.39872509494442326,21,100.0,1.0,0.3778,2.6390573296152584,40.24
992,영등포구,영등포동,미케하우스,외국인관광도시민박업,원본유지,,54.30316529230483,0.8738738738738738,0.13627049180327855,0.85,0.3477777777777778,0.2017002135991343,15,86.7,0.85,0.413,1.33500106673234,52.57
993,마포구,동교동,JS house2,외국인관광도시민박업,원본유지,,54.3000656348178,0.918918918918919,0.4098360655737705,0.7,0.04377777777777776,0.18563436630090385,10,60.0,0.7,0.1394,1.2286654169163074,58.81
994,마포구,연남동,바투 스테이,외국인관광도시민박업,원본유지,,54.292981617842216,0.8288288288288288,0.1536885245901639,1.0,0.35755555555555557,0.12312458557977321,20,85.0,1.0,0.4218,0.814929494406247,47.01
995,강남구,논현동,호텔더디자이너스리즈강남프리미어,관광숙박업,원본유지,,54.29165038584151,0.963963963963964,-2.220446049250313e-16,1.0,0.015111111111111117,0.3550829986957406,5,100.0,1.0,0.1136,2.350201685851692,60.28
996,영등포구,영등포동,맥스모텔,숙박업,원본유지,,54.28915041389069,0.8648648648648649,0.44877049180327866,0.7,0.06755555555555555,0.2353424649481006,16,56.2,0.7,0.1608,1.557670347229028,21.69
997,용산구,이태원동,루미하우스,외국인관광도시민박업,원본유지,,54.288787130519836,0.8378378378378378,0.5932377049180327,0.45,0.04377777777777776,0.37953613607787917,19,42.1,0.45,0.1394,2.512050619512155,38.4
998,용산구,후암동,Cozy home in Namsan,외국인관광도시민박업,원본유지,,54.2829955789493,0.7477477477477478,-2.220446049250313e-16,1.0,0.7340000000000001,0.14012162718520932,29,100.0,1.0,0.7606,0.927428476284611,25.18
999,종로구,창신동,낙산별화,외국인관광도시민박업,원본유지,,54.25888991236606,0.7657657657657657,0.45491803278688525,0.85,0.3477777777777778,0.026137385877325666,27,55.6,0.85,0.413,0.1729965348334878,46.11
1000,용산구,신창동,마이룸인서울,외국인관광도시민박업,원본유지,,54.24928554949291,0.8918918918918919,0.4733606557377049,0.18,0.3536666666666667,0.3707237479015067,13,53.8,0.18,0.4183,2.453723722351312,23.41
1001,중구,남창동,소시 스테이,외국인관광도시민박업,원본유지,,54.2488045324894,0.7837837837837838,0.4508196721311475,0.7,0.40644444444444444,0.08022079938449128,25,56.0,0.7,0.4658,0.5309605321750466,48.3
1002,종로구,숭인동,더모던한옥,외국인관광도시민박업,원본유지,,54.247108819867954,0.8648648648648649,0.319672131147541,0.18,0.9573333333333334,0.034893061776457235,16,68.8,0.18,0.9616,0.2309480682341121,70.01
1003,마포구,연남동,정 스테이,외국인관광도시민박업,원본유지,,54.24423776835656,0.8828828828828829,0.36577868852459017,0.7,0.3438888888888889,0.02462865090870268,14,64.3,0.7,0.4095,0.1630106118808672,57.15
1004,강남구,역삼동,여니 하우스,외국인관광도시민박업,원본유지,,54.24191258919294,0.918918918918919,0.4098360655737705,0.7,0.04533333333333335,0.18020194103702447,10,60.0,0.7,0.1408,1.1927096120472251,33.2
1005,마포구,연남동,버즈네스트,외국인관광도시민박업,원본유지,,54.241782017754595,0.8738738738738738,0.20491803278688525,0.7,0.39477777777777784,0.2090779406509762,15,80.0,0.7,0.4553,1.3838323163801156,64.83
1006,종로구,관철동,한평,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,54.23525806212592,0.972972972972973,0.2561475409836065,0.55,0.36933333333333335,0.0845502125599824,4,75.0,0.55,0.4324,0.5596157879354227,53.88
1007,중구,신당동,제이하우스,외국인관광도시민박업,원본유지,,54.23358582646518,0.918918918918919,0.3073770491803278,1.0,0.03899999999999999,0.022592178713097107,10,70.0,1.0,0.1351,0.1495317339709637,37.18
1008,중구,장충동,파이프 호스텔,숙박업,원본유지,,54.23187093850274,0.972972972972973,0.5122950819672131,0.55,0.08822222222222222,0.023905460784738996,4,50.0,0.55,0.1794,0.1582240052148941,50.75
1009,종로구,숭인동,종로03,외국인관광도시민박업,원본유지,,54.22870775279255,0.7117117117117118,0.3411885245901639,1.0,0.39666666666666667,0.10300182340529088,33,66.7,1.0,0.457,0.681742183945955,47.34
1010,용산구,후암동,호텔 후암,숙박업,원본유지,,54.22838393482904,0.9369369369369369,0.2561475409836065,1.0,0.08511111111111112,0.002398243713163463,8,75.0,1.0,0.1766,0.0158733491562901,47.3
1011,종로구,창신동,이지스테이,숙박업,원본유지,,54.203820653223545,1.0,-2.220446049250313e-16,0.25,0.9473333333333334,0.08292137688157061,1,100.0,0.25,0.9526,0.5488349497329749,58.0
1012,용산구,한강로2가,노블호텔,숙박업,원본유지,,54.20273607327194,0.954954954954955,0.6834016393442623,0.04,0.37322222222222223,0.06086310197532914,6,33.3,0.04,0.4359,0.4028369857018948,51.71
1013,마포구,동교동,YAB Guest House,외국인관광도시민박업,원본유지,,54.194710629750944,0.8558558558558559,0.12090163934426224,1.0,0.3536666666666667,0.1011148591940494,17,88.2,1.0,0.4183,0.6692528603605092,48.38
1014,용산구,용산동2가,"해방촌, 당신의 쉼",외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,54.192072072072065,0.963963963963964,-2.220446049250313e-16,1.0,0.36355555555555563,0.0,5,100.0,1.0,0.4272,0.0,67.91
1015,마포구,창전동,Garden House,외국인관광도시민박업,원본유지,,54.191849916568444,0.9369369369369369,0.2561475409836065,0.7,0.3497777777777778,0.03529597582912409,8,75.0,0.7,0.4148,0.2336148511815051,33.52
1016,용산구,문배동,88하우스 용산,외국인관광도시민박업,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,54.16847171759631,0.990990990990991,0.5122950819672131,0.55,0.027888888888888866,0.03797013734893604,2,50.0,0.55,0.1251,0.2513144282809061,9.5
1017,강남구,역삼동,렉시호텔,숙박업,원본유지,,54.15667400541828,0.918918918918919,0.4098360655737705,0.85,0.032555555555555546,0.0372971465631575,10,60.0,0.85,0.1293,0.2468600779315258,41.33
1018,강서구,화곡동,라곰스테이,외국인관광도시민박업,원본유지,,54.15584156776112,0.9279279279279279,0.6834016393442623,0.04,0.3536666666666667,0.14035542022655956,9,33.3,0.04,0.4183,0.9289758914014709,60.71
1019,영등포구,양평동,Chateau 관광호텔,관광숙박업,원본유지,,54.15161217165203,0.9819819819819819,0.6834016393442623,0.35,0.013555555555555543,0.04405844547093883,3,33.3,0.35,0.1122,0.2916113505916705,56.1
1020,종로구,창신동,동대문인순,관광숙박업,원본유지,,54.14946217660095,0.990990990990991,0.5122950819672131,0.08,0.1438888888888889,0.39070283461591176,2,50.0,0.08,0.2295,2.585960082443016,45.68
1021,마포구,동교동,서울 라이프 홍대,외국인관광도시민박업,원본유지,,54.13534093204749,0.8558558558558559,0.12090163934426224,1.0,0.3458888888888889,0.10493465712493096,17,88.2,1.0,0.4113,0.6945351058347934,36.95
1022,송파구,방이동,웰럭팜,외국인관광도시민박업,원본유지,,54.13525807391563,0.918918918918919,0.3073770491803278,1.0,0.023111111111111124,0.03192588409868319,10,70.0,1.0,0.1208,0.2113090936672069,72.54
1023,용산구,한강로3가,단아,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,54.13282573240801,0.9819819819819819,0.3411885245901639,0.7,0.16088888888888891,0.0017568358601353887,3,66.7,0.7,0.2448,0.0116280379951191,49.78
1024,송파구,풍납동,시온스테이,외국인관광도시민박업,원본유지,,54.12686727384468,0.8738738738738738,0.4098360655737705,0.85,0.013555555555555543,0.15941513623002446,15,60.0,0.85,0.1122,1.055127176728371,36.39
1025,강남구,신사동,강남 신사동 가로수길,외국인관광도시민박업,원본유지,,54.12233738354595,0.9369369369369369,0.12807377049180324,0.7,0.3438888888888889,0.20731572317225103,8,87.5,0.7,0.4095,1.3721686588562418,79.83
1026,마포구,창전동,Dave's 93,외국인관광도시민박업,원본유지,,54.10959399329348,0.9819819819819819,0.3411885245901639,0.7,0.03422222222222222,0.12687471991916724,3,66.7,0.7,0.1308,0.8397506547518208,22.41
1027,종로구,사직동,지니크 인,외국인관광도시민박업,원본유지,,54.10322839552837,0.6396396396396397,0.07479508196721307,1.0,0.3595555555555556,0.6551070690308927,41,92.7,1.0,0.4236,4.335982696172475,85.74
1028,종로구,숭인동,스콧스테이,외국인관광도시민박업,원본유지,,54.10041236082468,0.8738738738738738,0.06864754098360648,1.0,0.36544444444444446,0.11068061926002071,15,93.3,1.0,0.4289,0.7325661294161258,44.08
1029,영등포구,영등포동,브이아이피(VIP),관광숙박업,원본유지,,54.07886212546953,0.9099099099099099,0.4661885245901639,0.7,0.019888888888888887,0.14066076356573828,11,54.5,0.7,0.1179,0.9309968792638504,40.05
1029,영등포구,영등포동,브이아이피(VIP),관광숙박업,원본유지,,54.07886212546953,0.9099099099099099,0.4661885245901639,0.7,0.019888888888888887,0.14066076356573828,11,54.5,0.7,0.1179,0.9309968792638504,40.05
1031,용산구,이태원동,에코 하우스,외국인관광도시민박업,원본유지,,54.07741225195339,0.7657657657657657,0.18954918032786883,1.0,0.3908888888888889,0.17475290068405905,27,81.5,1.0,0.4518,1.1566438362402944,52.01
1032,중구,광희동,DDP NEST,외국인관광도시민박업,원본유지,,54.07131099736344,0.8018018018018018,0.1331967213114753,1.0,0.3400000000000001,0.2162875672047247,23,87.0,1.0,0.406,1.4315509527080117,53.23
1033,용산구,용산동,마리모 스테이 서울,외국인관광도시민박업,원본유지,,54.06928162235588,0.8738738738738738,0.27356557377049184,0.85,0.03422222222222222,0.31660341520180835,15,73.3,0.85,0.1308,2.095515366510897,53.99
1034,중구,필동,명동 위 스테이,외국인관광도시민박업,원본유지,,54.067062942364785,0.8108108108108107,0.1393442622950819,0.45,0.40066666666666667,0.6761199545389852,22,86.4,0.45,0.4606,4.475061500641071,55.69
1035,용산구,서계동,서울역우리집,외국인관광도시민박업,원본유지,,54.064849857496945,0.6936936936936937,0.2930327868852458,1.0,0.37322222222222223,0.22177210047862791,35,71.4,1.0,0.4359,1.4678516468943923,42.25
1036,마포구,신공덕동,데이오프모드홈,외국인관광도시민박업,원본유지,,54.05754996444231,0.990990990990991,0.5122950819672131,0.45,0.0024444444444444435,0.1560197982497803,2,50.0,0.45,0.1022,1.0326543208763124,37.39
1037,서초구,방배동,블루문모텔,숙박업,원본유지,,54.054004788357936,0.8468468468468469,0.45491803278688525,0.85,0.06755555555555555,0.10351141064315075,18,55.6,0.85,0.1608,0.6851150088626811,46.58
1038,마포구,창전동,스테이 뤼느,외국인관광도시민박업,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,54.039562841530056,1.0,0.15881147540983598,0.7,0.35755555555555557,0.0,1,84.5,0.7,0.4218,0.0,21.09
1039,강남구,논현동,그랜드머큐어 임피리얼팰리스서울,관광숙박업,원본유지,,54.037452697362234,0.8918918918918919,0.31557377049180324,0.85,0.20700000000000002,0.04365073808733039,13,69.2,0.85,0.2863,0.2889128418379135,61.74
1040,마포구,노고산동,멜로우 스테이 2호점,외국인관광도시민박업,원본유지,,54.03070042843808,0.7477477477477478,0.4948770491803278,0.7,0.04055555555555555,0.4569103293551351,29,51.7,0.7,0.1365,3.0241702088745246,31.06
1041,중구,만리동,서울 삼월,외국인관광도시민박업,원본유지,,54.01756314543207,0.43243243243243246,0.40061475409836067,1.0,0.8695555555555556,0.18845330633309218,64,60.9,1.0,0.8826,1.2473232451995495,66.02
1042,강서구,공항동,마실(Masil),외국인관광도시민박업,원본유지,,54.01495723848644,0.9819819819819819,0.6834016393442623,0.04,0.35555555555555557,0.002948116593232467,3,33.3,0.04,0.42,0.0195128142235817,51.05
1043,영등포구,신길동,아담장여관,숙박업,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,54.00068026249541,1.0,0.125,1.0,0.08511111111111112,0.01493423972191537,1,87.8,1.0,0.1766,0.0988458346366326,42.53
1044,용산구,이태원동,조조(JoJo),외국인관광도시민박업,원본유지,,54.000144276265026,0.7927927927927928,0.2991803278688524,0.45,0.40644444444444444,0.49480822029823757,24,70.8,0.45,0.4658,3.275006457052721,45.67
1045,중구,광희동,하나 스테이,외국인관광도시민박업,원본유지,,53.99663778235861,0.7657657657657657,0.2653688524590164,1.0,0.3516666666666667,0.10749726209176638,27,74.1,1.0,0.4165,0.7114963192281418,46.28
1046,송파구,잠실동,호텔롯데 롯데호텔월드,관광숙박업,원본유지,,53.995553607143655,0.9819819819819819,0.6834016393442623,0.18,0.05655555555555557,0.16065454117038058,3,33.3,0.18,0.1509,1.06333047452347,28.56
1047,중구,회현동,보코 언 아이에이치지 호텔,관광숙박업,원본유지,,53.98735813793897,0.9819819819819819,0.6834016393442623,0.12,0.07244444444444446,0.20421928766784564,3,33.3,0.12,0.1652,1.3516741604732871,41.84
1047,중구,회현동,보코 언 아이에이치지 호텔,관광숙박업,원본유지,,53.98735813793897,0.9819819819819819,0.6834016393442623,0.12,0.07244444444444446,0.20421928766784564,3,33.3,0.12,0.1652,1.3516741604732871,41.84
1049,강남구,논현동,휴호텔,숙박업,원본유지,,53.979500971783835,0.9279279279279279,0.11372950819672123,0.85,0.36933333333333335,0.06249555535812945,9,88.9,0.85,0.4324,0.4136417685454098,53.97
1050,마포구,상수동,상수 아뜰리에,외국인관광도시민박업,원본유지,,53.97698024100247,0.8828828828828829,0.1465163934426229,0.85,0.03744444444444446,0.45560565363883043,14,85.7,0.85,0.1337,3.0155349008501706,45.18
1051,마포구,염리동,지안네이쳐,외국인관광도시민박업,원본유지,,53.97631719763052,0.7297297297297298,0.9252049180327869,0.55,0.00555555555555555,0.10655633087339368,31,9.7,0.55,0.105,0.7052685410922901,59.62
1052,영등포구,영등포동,제일여인숙,숙박업,원본유지,,53.95200652621829,0.7567567567567568,0.2561475409836065,0.85,0.40644444444444444,0.23306017022620037,28,75.0,0.85,0.4658,1.5425644341813114,32.55
1053,마포구,성산동,홍대 스테이,외국인관광도시민박업,원본유지,,53.95108492712861,0.8378378378378378,0.10758196721311475,1.0,0.3438888888888889,0.15445252834724452,19,89.5,1.0,0.4095,1.0222809704747056,38.25
1054,마포구,합정동,Sogni d'oro,외국인관광도시민박업,원본유지,,53.94639894845732,0.6936936936936937,0.058401639344262235,1.0,0.3811111111111111,0.5188280143750759,35,94.3,1.0,0.443,3.4339872044851463,44.63
1055,영등포구,영등포동,그곳에 호텔,숙박업,원본유지,,53.94169041685135,0.990990990990991,0.5122950819672131,0.18,0.3400000000000001,0.08074027285482654,2,50.0,0.18,0.406,0.5343987914840576,27.67
1056,용산구,한강로3가,주)서부티엔디 노보텔 앰배서더 서울 용산,관광숙박업,통계추정,구+동+업종 중앙값,53.93745827795008,0.8828828828828829,0.805327868852459,0.45,0.011999999999999997,0.0,14,21.4,0.45,0.1108,0.0,22.34
1056,용산구,한강로3가,주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산,관광숙박업,통계추정,구+동+업종 중앙값,53.93745827795008,0.8828828828828829,0.805327868852459,0.45,0.011999999999999997,0.0,14,21.4,0.45,0.1108,0.0,22.34
1058,강서구,화곡동,러브레터,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,53.935901585330626,0.972972972972973,-2.220446049250313e-16,0.35,0.5145555555555555,0.46090094652954944,4,100.0,0.35,0.5631,3.050583062335114,58.98
1059,마포구,서교동,디자인 스테이 합정,외국인관광도시민박업,원본유지,,53.932908142218494,0.918918918918919,0.3073770491803278,0.85,0.031000000000000014,0.1605469997633183,10,70.0,0.85,0.1279,1.0626186860202045,17.27
1060,마포구,서교동,나루게스트하우스,외국인관광도시민박업,원본유지,,53.9269175337615,0.7747747747747747,0.07889344262295084,1.0,0.38500000000000006,0.2971287709456909,26,92.3,1.0,0.4465,1.9666177793828028,39.31
1061,성동구,성동,Happy 101,외국인관광도시민박업,원본유지,,53.92357540948386,0.918918918918919,0.6147540983606558,0.12,0.3477777777777778,0.16331097422946092,10,40.0,0.12,0.413,1.080912711568709,44.59
1062,용산구,이태원동,알리바바,외국인관광도시민박업,원본유지,,53.91466779546968,0.963963963963964,0.4098360655737705,0.35,0.3438888888888889,0.10472496079481362,5,60.0,0.35,0.4095,0.6931471805599453,31.19
1063,용산구,이태원동,가온,외국인관광도시민박업,원본유지,,53.90197753312841,0.9009009009009009,-2.220446049250313e-16,1.0,0.35755555555555557,0.13380751121757067,12,100.0,1.0,0.4218,0.8856369907831526,36.79
1064,마포구,망원동,STUDIO ARCH,외국인관광도시민박업,원본유지,,53.90159276224967,0.8468468468468469,0.17110655737704916,0.7,0.3516666666666667,0.3376547983379367,18,83.3,0.7,0.4165,2.2348489767309467,62.38
1065,마포구,연남동,미로 게스트하우스,외국인관광도시민박업,원본유지,,53.897858787282296,0.8288288288288288,-2.220446049250313e-16,1.0,0.3458888888888889,0.313367762995997,20,100.0,1.0,0.4113,2.07409942911919,66.04
1066,용산구,이태원동,Comfy Stay,외국인관광도시민박업,원본유지,,53.89781509525463,0.8018018018018018,0.6239754098360655,0.45,0.04377777777777776,0.39657181125357316,23,39.1,0.45,0.1394,2.624805306908057,39.72
1067,강서구,가양동,온더하우스,외국인관광도시민박업,원본유지,,53.89556625006405,0.963963963963964,0.4098360655737705,0.7,0.05011111111111112,0.04722930221221681,5,60.0,0.7,0.1451,0.3125984237163154,26.13
1068,마포구,동교동,우와 게스트하우스,외국인관광도시민박업,원본유지,,53.89074295128024,0.8828828828828829,0.1465163934426229,1.0,0.08188888888888889,0.25541205654623683,14,85.7,1.0,0.1737,1.690505735522882,61.35
1069,마포구,대흥동,아라베스크,외국인관광도시민박업,원본유지,,53.886948602027815,0.6306306306306306,0.12192622950819676,1.0,0.8845555555555555,0.07386790709723169,42,88.1,1.0,0.8961,0.4889123963352756,61.29
1070,강남구,역삼동,스테이 오하2,외국인관광도시민박업,원본유지,,53.885319535995805,0.9369369369369369,0.5122950819672131,0.45,0.0,0.27310834025724995,8,50.0,0.45,0.1,1.807632818384345,31.14
1071,영등포구,영등포동,유토피아모텔,숙박업,원본유지,,53.86997280743338,0.8648648648648649,0.2561475409836065,0.7,0.33611111111111114,0.19567233672162,16,75.0,0.7,0.4025,1.295104123055294,30.96
1072,용산구,동자동,나나장,숙박업,원본유지,,53.86789552461851,0.5585585585585586,0.5737704918032787,1.0,0.4045555555555556,0.11830685371133676,50,44.0,1.0,0.4641,0.7830421846764933,47.99
1073,마포구,서교동,블랙 게스트하우스,외국인관광도시민박업,원본유지,,53.865357461291055,0.9279279279279279,0.11372950819672123,0.7,0.506,0.06821932132527708,9,88.9,0.7,0.5554,0.4515258814846989,40.15
1074,마포구,연남동,나로하우스,외국인관광도시민박업,원본유지,,53.86470025729384,0.8378378378378378,0.16188524590163922,1.0,0.3811111111111111,0.03906695655133739,19,84.2,1.0,0.443,0.2585739882937102,58.49
1075,송파구,방이동,주식회사 딜라이트 호텔,관광숙박업,원본유지,,53.86465419196317,0.8738738738738738,0.27356557377049184,1.0,0.04222222222222223,0.144961586508961,15,73.3,1.0,0.138,0.9594629037393638,67.71
1076,영등포구,영등포동,여울,관광숙박업,원본유지,,53.8562643404062,0.7027027027027027,0.6024590163934426,0.85,0.011999999999999997,0.28549929452951656,34,41.2,0.85,0.1108,1.8896453104691755,20.82
1077,마포구,서교동,Bliss penthouse,외국인관광도시민박업,원본유지,,53.85064759510576,0.7657657657657657,0.07581967213114749,1.0,0.3477777777777778,0.35438571226762305,27,92.6,1.0,0.413,2.345586528987233,48.66
1078,성동구,행당동,YUNS STAY,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,53.846479054562614,0.954954954954955,-2.220446049250313e-16,1.0,0.3595555555555556,0.0019814865203913326,6,100.0,1.0,0.4236,0.013114942077828,48.07
1079,중구,충무로4가,스테이락 호텔,숙박업,원본유지,,53.84595792564998,0.9009009009009009,0.7684426229508197,0.45,0.010444444444444437,0.002593817895692629,12,25.0,0.45,0.1094,0.0171678036223654,21.82
1080,중구,명동,메이원 호텔,숙박업,원본유지,,53.84267068804187,0.8558558558558559,0.4221311475409836,0.7,0.15555555555555556,0.17411729659559427,17,58.8,0.7,0.24,1.1524369386818898,15.52
1081,강남구,논현동,윌라,외국인관광도시민박업,원본유지,,53.825972399502774,0.918918918918919,0.10245901639344257,0.85,0.3438888888888889,0.11375310507589557,10,90.0,0.85,0.4095,0.7529021110619605,53.67
1082,마포구,동교동,엘라 게스트하우스,외국인관광도시민박업,원본유지,,53.82336543142162,0.8378378378378378,0.10758196721311475,1.0,0.35755555555555557,0.13227122863344476,19,89.5,1.0,0.4218,0.8754687373538999,42.5
1083,종로구,삼청동,JJ's house(제이제이스하우스),외국인관광도시민박업,원본유지,,53.819161128341456,0.6216216216216217,0.09528688524590156,1.0,0.010444444444444437,1.0,43,90.7,1.0,0.1094,6.618738983517219,40.13
1084,강남구,역삼동,윰스테이,외국인관광도시민박업,원본유지,,53.81413207293645,0.9099099099099099,0.4661885245901639,0.7,0.03577777777777778,0.1071232045079771,11,54.5,0.7,0.1322,0.7090205297162355,29.24
1085,강남구,삼성동,신라스테이 삼성,관광숙박업,원본유지,,53.8053544989477,0.918918918918919,0.6147540983606558,0.45,0.007222222222222213,0.16598513574927284,10,40.0,0.45,0.1065,1.0986122886681098,19.83
1086,마포구,합정동,소소당 합정,외국인관광도시민박업,통계추정,구+동+업종 중앙값,53.79109437306159,0.9009009009009009,0.09631147540983609,1.0,0.35555555555555557,0.0,12,90.6,1.0,0.42,0.0,44.2
1087,영등포구,양평동,호미그라운드 선유도점,외국인관광도시민박업,원본유지,,53.78811573024574,0.8738738738738738,0.4784836065573771,0.7,0.05011111111111112,0.1587460897897303,15,53.3,0.7,0.1451,1.0506989329722125,21.33
1088,종로구,숭인동,삼오여관,숙박업,원본유지,,53.78650080056387,0.954954954954955,0.3411885245901639,0.18,0.40066666666666667,0.3219537923558119,6,66.7,0.18,0.4606,2.1309281163566203,50.34
1089,중구,명동,호텔 28,관광숙박업,원본유지,,53.780910408401716,0.8828828828828829,0.4395491803278688,0.35,0.3908888888888889,0.19837950450734057,14,57.1,0.35,0.4518,1.3130221600135648,38.43
1090,마포구,아현동,머무룸,외국인관광도시민박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,53.77212463212193,1.0,-2.220446049250313e-16,0.85,0.3497777777777778,0.051697197697018145,1,100.0,0.85,0.4148,0.3421702577358506,45.3
1091,마포구,창전동,휴고 하우스,외국인관광도시민박업,통계추정,구+동+업종 중앙값,53.76861689558411,0.972972972972973,0.15881147540983598,0.7,0.4025555555555556,0.0,4,84.5,0.7,0.4623,0.0,30.53
1092,영등포구,신길동,글랜하우스,외국인관광도시민박업,원본유지,,53.76650117911708,0.9459459459459459,0.7315573770491803,0.35,0.00399999999999999,0.04781636866835719,7,28.6,0.35,0.1036,0.316484063355487,36.61
1093,영등포구,당산동,느릿스테이,외국인관광도시민박업,원본유지,,53.76328837063412,0.972972972972973,0.7684426229508197,0.12,0.0581111111111111,0.11124767939313292,4,25.0,0.12,0.1523,0.736319352425154,34.05
1094,마포구,망원동,The Haru House,외국인관광도시민박업,원본유지,,53.75742187236723,0.8288288288288288,0.20491803278688525,0.7,0.3418888888888889,0.33478125828581246,20,80.0,0.7,0.4077,2.215829765167254,61.95
1095,마포구,연남동,빅베어하우스,외국인관광도시민박업,원본유지,,53.75277336890635,0.918918918918919,0.10245901639344257,0.7,0.38500000000000006,0.21776205859168946,10,90.0,0.7,0.4465,1.4413102263317756,52.54
1096,종로구,숭인동,어바웃플레이스(종로),외국인관광도시민박업,원본유지,,53.749737359835095,0.6846846846846847,0.540983606557377,0.85,0.3536666666666667,0.06074008431490608,36,47.2,0.85,0.4183,0.4020227639171916,42.41
1097,종로구,관철동,더 스테이 코리아(The Stay Korea),숙박업,원본유지,,53.742156965404654,0.972972972972973,0.7684426229508197,0.12,0.015111111111111117,0.15283891904450236,4,25.0,0.12,0.1136,1.01160091167848,32.12
1098,종로구,충신동,무이하우스,외국인관광도시민박업,원본유지,,53.741780293887246,0.6126126126126126,0.41905737704918034,1.0,0.3908888888888889,0.20372386520859045,44,59.1,1.0,0.4518,1.3483950885289049,59.33
1099,영등포구,여의도동,여의도파크호텔,숙박업,보정,data\서울10구_숙소_소방거리_유클리드.csv,53.73597360210197,0.990990990990991,0.5122950819672131,0.25,0.04055555555555555,0.2964702629826463,2,50.0,0.25,0.1365,1.9622592870568427,56.16
1100,강남구,삼성동,삼성 코지 스테이,외국인관광도시민박업,통계추정,구+동+업종 중앙값,53.73570373652341,0.9459459459459459,0.24846311475409832,0.7,0.3438888888888889,0.0,7,75.75,0.7,0.4095,0.0,57.99
1101,강서구,방화동,SIMPLE STAY(심플 스테이),숙박업,원본유지,,53.735387980564816,0.8288288288288288,0.35860655737704916,1.0,0.05488888888888889,0.1153942993787665,20,65.0,1.0,0.1494,0.7637647477738986,59.96
1102,마포구,연남동,마이 딥 포레스트,외국인관광도시민박업,원본유지,,53.725344738615455,0.9459459459459459,0.4395491803278688,0.7,0.026333333333333334,0.06208353492999774,7,57.1,0.7,0.1237,0.410914712875729,40.22
1103,영등포구,영등포동,호스텔 오닛,관광숙박업,원본유지,,53.72491272768922,0.9819819819819819,0.3411885245901639,0.7,0.08822222222222222,0.04722930221221681,3,66.7,0.7,0.1794,0.3125984237163154,43.42
1104,마포구,대흥동,이화당,외국인관광도시민박업,원본유지,,53.717087354949086,0.5855855855855856,0.41393442622950816,1.0,0.39477777777777784,0.26808244454645064,47,59.6,1.0,0.4553,1.7743677265161857,75.38
1105,송파구,방이동,Ravi 호텔,숙박업,원본유지,,53.71505574162493,0.8738738738738738,0.27356557377049184,1.0,0.03744444444444446,0.1397661342641888,15,73.3,1.0,0.1337,0.925075561429888,65.39
1106,마포구,합정동,언더 클라우드,외국인관광도시민박업,원본유지,,53.71284806150641,0.8108108108108107,0.09323770491803263,0.85,0.36355555555555563,0.3510921500956034,22,90.9,0.85,0.4272,2.323787300644649,45.17
1107,마포구,합정동,스테이55,외국인관광도시민박업,통계추정,구+동+업종 중앙값,53.70442770639492,0.9009009009009009,0.09631147540983609,1.0,0.3497777777777778,0.0,12,90.6,1.0,0.4148,0.0,35.34
1108,용산구,한남동,시온게스트하우스,외국인관광도시민박업,원본유지,,53.698268322663544,0.9009009009009009,0.08504098360655732,0.85,0.3615555555555556,0.15283891904450236,12,91.7,0.85,0.4254,1.01160091167848,41.24
1109,중구,명동,슬립박스(SLEEP BOX),숙박업,원본유지,,53.69191731679942,0.8108108108108107,0.4661885245901639,0.7,0.3438888888888889,0.02209567421896273,22,54.5,0.7,0.4095,0.146245500320145,18.82
1110,마포구,노고산동,스테이 업 데즐링,외국인관광도시민박업,원본유지,,53.68370541113083,0.8198198198198198,0.7807377049180327,0.12,0.35755555555555557,0.14746161904954325,21,23.8,0.12,0.4218,0.9760099665757772,38.23
