최종위험순위,AHP위험순위,사각지대_위험순위,기대피해액순위,구,동,숙소명,업종,업종별_군집명,위험점수_AHP,사각지대_위험도점수,주변건물수_검증상태,주변건물수_보정출처,기대피해액_백만원,예상_화재발생확률,조건부_예상피해액_백만원,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도 
1214,1214,1329,1847,종로구,관철동,수레지던스,관광숙박업,관광숙박업 군집 4,53.76,52.49204657194721,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0704666147322984,0.3466585084989057,0.2032738646382334,0.4058,5,60.0,0.5596157879354227,0.1623,0.55,37.56655068,126.98415388
1215,1215,3127,159,강남구,논현동,에스엔제이,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.75,43.60101851363744,원본유지,,0.1206438118705864,0.58235520151744,0.2071653375057447,0.5767,5,60.0,0.6555015809435785,0.1108,0.0,37.50479472,127.02395812
1216,1216,3412,2780,종로구,창신동,행복하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.74,42.005171133195375,원본유지,,0.0509151460424504,0.4467629378557907,0.1139645698607281,0.3105,46,87.0,0.1185898126263235,0.4307,0.85,37.57289625,127.00992057
1216,1216,2248,2793,마포구,동교동,준하우스3,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.74,48.04870198314305,원본유지,,0.0506498044372999,0.3389931668593811,0.1494124642881375,0.4306,22,100.0,1.7607273599803264,0.1408,1.0,37.55723082,126.92183783
1218,1218,1915,2622,서초구,서초동,나인스 호텔,숙박업,숙박업 군집 2,53.73,49.581731203841635,원본유지,,0.0540961093889376,0.3540404804743187,0.1527963958145787,0.4613,23,95.7,2.2720750995973384,0.1293,1.0,37.48352468,127.01282344
1219,1219,2583,3029,영등포구,당산동,YDP STAY,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.72,46.48324264573073,원본유지,,0.0457551047594092,0.3916945969460372,0.1168132139584065,0.3687,42,90.5,0.9528554009693202,0.4183,1.0,37.52275078,126.89655459
1220,1220,578,2506,중구,남창동,황금장여관,숙박업,숙박업 군집 3,53.71,57.46284930075372,원본유지,,0.0559944877560538,0.4760941000236487,0.1176122278206607,0.2894,20,70.0,2.3494902424677067,0.8939,0.25,37.55485434,126.97697518
1220,1220,1213,2747,용산구,청파동,Andy's House,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.71,53.08385607738775,원본유지,,0.0520260964750033,0.4196688765650191,0.123969394396925,0.3502,27,96.3,2.2903150004022312,0.42,1.0,37.54714029,126.96775606
1222,1222,1733,1769,성동구,마장동,제이하우스,숙박업,숙박업 군집 0,53.68,50.323026092428705,원본유지,,0.0720467007378644,0.6310293498888446,0.114173295981487,0.2365,48,56.2,1.036539860025732,0.4641,0.85,37.56687292,127.0360577
1223,1223,294,2482,마포구,망원동,어반 오아시스,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.67,60.92600224478194,원본유지,,0.0564117544674245,0.3087612392796781,0.1827034850586487,0.4856,9,11.1,0.2859199574583816,0.513,0.18,37.55114662,126.9034784
1223,1223,1081,3744,강남구,논현동,윌라,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.67,53.825972399502774,원본유지,,0.0236110062656744,0.1606063719430384,0.1470116408211277,0.4613,10,90.0,0.7529021110619605,0.4095,0.85,37.51586899,127.02852665
1225,1225,1888,3573,강서구,화곡동,서울하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.66,49.70190147402876,원본유지,,0.0297957468651582,0.2332111856371045,0.1277629406315133,0.3811,27,88.9,0.1929036661244915,0.4113,1.0,37.53796787,126.83890536
1226,1226,3874,1546,강서구,화곡동,알프스,숙박업,숙박업 군집 1,53.65,38.439415051202104,원본유지,,0.0770014338817226,0.5201787580823877,0.1480287933432431,0.2834,20,100.0,0.7245633767933243,0.1623,0.45,37.53946339,126.84027219
1227,1227,4237,926,강서구,화곡동,화곡동 하우스(Hwagok-dong House),외국인관광도시민박업,외국인관광도시민박업 군집 0,53.61,27.915135135135127,원본유지,,0.0898776368967452,0.5644937581767412,0.1592181234865042,0.3966,27,100.0,0.0,0.1308,0.04,37.52763269,126.85772049
1227,1227,3380,1359,영등포구,당산동,당삼만실,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.61,42.20730687848383,원본유지,,0.0808570760446723,0.6267498720916611,0.12901011973856,0.3471,50,82.0,1.4513715302640218,0.1408,1.0,37.52205367,126.89656237
1229,1229,2129,2618,용산구,서계동,마야,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.6,48.51368944741133,원본유지,,0.054121777743625,0.4357914422765664,0.1241919241481519,0.3318,31,90.3,1.3187957983538428,0.4148,0.85,37.54777809,126.96766294
1230,1230,445,2034,용산구,보광동,통일여관,숙박업,숙박업 군집 1,53.57,59.088211543001066,원본유지,,0.066141699531631,0.3783581840376987,0.1748123929177143,0.2864,7,14.3,0.5465437063680699,0.4588,0.08,37.52380562,127.00131818
1231,1231,917,3100,용산구,이태원동,Baraka Homestay,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.56,54.7348716625017,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0433638686658048,0.2804400576884134,0.1546279408984605,0.228,6,100.0,0.0550597771830274,0.4712,1.0,37.52971584,126.99646514
1232,1232,2585,1942,성동구,성동,아이필앳홈,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.53,46.47771730982267,원본유지,,0.068049852985111,0.4222027499180575,0.1611781377509226,0.4151,6,83.3,1.0628942060660302,0.4254,0.12,37.54760491,127.04795232
1232,1232,2492,2845,마포구,서교동,팀스테드,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.53,46.9572054563711,원본유지,,0.0496076000271416,0.3275771554415519,0.151437910742811,0.378,9,88.9,0.7156200364120039,0.42,0.35,37.55292307,126.92446081
1232,1232,845,3504,마포구,공덕동,모이재 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.53,55.15592028995345,원본유지,,0.0320800585965114,0.2892580662496773,0.1109046292552516,0.3135,26,76.9,0.9877496958563,0.869,0.55,37.54514579,126.95473925
1235,1235,2939,3148,송파구,잠실동,반,숙박업,숙박업 군집 2,53.52,44.739431921925295,원본유지,,0.042425610071365,0.2875040678886426,0.1475652514516683,0.4306,25,100.0,0.7811580578826586,0.1322,1.0,37.50847473,127.08325354
1236,1236,1298,2604,용산구,동자동,서울채(seoulchae),외국인관광도시민박업,외국인관광도시민박업 군집 1,53.51,52.6462201709184,원본유지,,0.054363431795,0.4694876880574026,0.1157930935738472,0.2167,28,85.7,0.8888550866799675,0.4729,1.0,37.54730923,126.97266444
1236,1236,205,3503,용산구,갈월동,센트럴,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.51,62.85531103427713,원본유지,,0.0320886109673911,0.2932289718167223,0.1094319253946285,0.2715,15,80.0,1.859732452814261,0.9074,0.7,37.54469301,126.97349897
1236,1236,447,4246,용산구,원효로1가,다미스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.51,59.0609075931942,원본유지,,,,,0.2308,36,63.9,1.651479501929023,0.9074,0.7,37.53843888,126.96891273
1239,1239,2668,1652,중구,주교동,을지로 비앤비,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.5,46.07825180554814,원본유지,,0.0742901974548794,0.5631901250765552,0.131909623672434,0.2597,38,73.7,0.4554755286828257,0.1794,1.0,37.56503235,126.99852088
1239,1239,2465,3374,중구,광희동,메종 드 린,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.5,47.07400844227826,원본유지,,0.036072499947526,0.2965399087810451,0.1216446720301675,0.3379,29,100.0,0.3417492937220566,0.4077,1.0,37.56077622,127.0084615
1241,1241,1375,1442,중구,신당동,세포장모텔,숙박업,숙박업 군집 1,53.46,52.245400787597795,원본유지,,0.0790572440972932,0.4138445138419567,0.191031272502224,0.3165,8,25.0,0.0472528848505455,0.1766,0.18,37.54686459,127.00697007
1242,1242,3739,2290,마포구,성산동,애플트리(Apple tree),외국인관광도시민박업,외국인관광도시민박업 군집 0,53.45,39.91639692040752,원본유지,,0.060708710801671,0.4141961659157704,0.1465699487281507,0.3196,17,88.2,0.4640806109426134,0.4535,0.04,37.55542606,126.91044486
1243,1243,133,84,영등포구,당산동,이가빌 BNB,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.44,64.50950759370254,원본유지,,0.1308519176529848,0.7378182966464931,0.1773497868617904,0.449,18,33.3,4.474341903584354,0.1337,0.7,37.52622906,126.89880353
1243,1243,2163,2375,영등포구,신길동,미화여관,숙박업,숙박업 군집 0,53.44,48.43304807020859,원본유지,,0.0587178609782531,0.532808603171664,0.1102044160486932,0.2112,38,86.8,0.6375154845737966,0.457,1.0,37.50932383,126.91700051
1245,1245,3059,2208,강남구,역삼동,어반팀버선릉,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.43,44.0422262630563,원본유지,,0.062077624032388,0.4223769593046179,0.1469720889477252,0.3873,24,100.0,1.2742448573112677,0.1394,0.85,37.5048467,127.04274732
1245,1245,2158,2588,종로구,이화동,덕덕 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.43,48.44499474688386,원본유지,,0.0545950456880458,0.4462222144806458,0.1223494571008494,0.3287,37,78.4,0.943589458141366,0.4289,0.85,37.57430912,127.00727085
1245,1245,4000,2762,마포구,망원동,STAY 1977,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.43,37.122941239090096,통계추정,구+동+업종 중앙값,0.0513732667062937,0.2514077987278554,0.2043423750824229,0.5156,24,95.4,0.0070175726586465,0.443,0.18,37.55054982,126.90275275
1248,1248,2140,3380,마포구,연남동,연남내일,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.42,48.48593116461063,원본유지,,0.0359329318016376,0.23278435740618,0.1543614536733631,0.4244,20,85.0,0.2661402286770261,0.148,1.0,37.55791318,126.92021184
1249,1249,2494,32,강서구,화곡동,딘(DEAN),숙박업,숙박업 군집 2,53.41,46.95090071081404,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1461605656730864,0.7087115639461371,0.206234204588476,0.412,3,100.0,2.955574951706927,0.138,0.35,37.5505894,126.85069289
1250,1250,2077,3162,종로구,누상동,서촌백호정살롱,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.4,48.74056666266418,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0420102708220512,0.2048466650968881,0.2050815462491484,0.4182,1,100.0,0.1576289442035831,0.138,0.85,37.57712038,126.96471323
1251,1251,3758,1020,중구,북창동,24게스트하우스 명동에비뉴,숙박업,숙박업 군집 1,53.35,39.74589213456287,원본유지,,0.0878649092932132,0.5748261495340135,0.1528547533274913,0.2481,22,77.3,0.6931471805599453,0.1837,0.25,37.55861319,126.97692284
1252,1252,2695,1879,종로구,효제동,하우스 오손 종묘점,관광숙박업,관광숙박업 군집 3,53.34,45.93835096872069,원본유지,,0.0695213545589695,0.4602078545355458,0.1510651195406745,0.4028,19,73.7,0.9573707576176196,0.4183,0.25,37.56890164,127.00203539
1253,1253,4064,739,서초구,반포동,호텔 앳 강남 서울,관광숙박업,관광숙박업 군집 0,53.33,36.391355764977,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0945243666517002,0.4266932696437454,0.2215276719284101,0.4028,1,100.0,0.0388398333162639,0.1422,0.04,37.50289453,127.02047802
1254,1254,3326,2155,용산구,이태원동,제이바이 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.31,42.60546328619236,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.063716248317362,0.341519699117763,0.1865668319630117,0.2804,1,100.0,0.4782244623905927,0.4553,0.04,37.53056717,126.99043101
1255,1255,3235,72,종로구,누상동,원라이트,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.29,43.07518978282873,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.133636712873333,0.6318369549498214,0.2115050596936769,0.4244,3,100.0,1.9389171135643428,0.1337,0.25,37.57673475,126.96525148
1256,1256,2132,2383,용산구,서계동,정스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.28,48.500349455617254,원본유지,,0.0586100622713178,0.4840926801315023,0.1210719861647083,0.3044,30,96.7,1.661272931983258,0.4272,0.85,37.54926172,126.96746677
1256,1256,2915,2991,강서구,화곡동,컴포트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.28,44.85141686369997,원본유지,,0.0465837512600476,0.3214933286744182,0.1448980339720323,0.3842,24,100.0,0.6384887680220812,0.1394,1.0,37.53992554,126.83681116
1256,1256,2972,3524,강서구,방화동,컴포홈,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.28,44.551516510673686,원본유지,,0.0313787096067717,0.2016945018875097,0.1555754337035547,0.5304,29,89.7,0.4911205526866583,0.1094,1.0,37.56748202,126.81245351
1259,1259,2480,2865,마포구,서교동,스테이 한가,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.27,47.00246340687769,원본유지,,0.0491649580506687,0.3609309585605771,0.136217071117265,0.378,13,100.0,1.271348206798707,0.5593,0.35,37.5534261,126.9250483
1260,1260,35,3637,중구,산림동,광신장여관,숙박업,숙박업 군집 3,53.25,69.27593256065276,원본유지,,0.0269513235903609,0.2611139536096276,0.1032167113928118,0.2056,13,69.2,1.2531071433395846,0.9345,1.0,37.56514549,126.99667229
1261,1261,2861,2403,마포구,상수동,Hongdae Cozy Stay,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.24,45.08683891393449,원본유지,,0.0582162875901667,0.5234851849738155,0.1112090451864052,0.3014,43,100.0,1.3862943611198906,0.4113,1.0,37.54686313,126.92181422
1262,1262,1032,3244,중구,광희동,DDP NEST,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.23,54.07131099736344,원본유지,,0.0397630182041564,0.3033344803414352,0.1310863775176463,0.3749,23,87.0,1.4315509527080117,0.406,1.0,37.56041505,127.0074279
1263,1263,558,2441,중구,신당동,후즈홈,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.2,57.67814668929226,원본유지,,0.0573399462173628,0.3398135258760499,0.168739446346459,0.2924,8,25.0,0.3558681669687922,0.4606,0.18,37.5476378,127.00609988
1264,1264,2118,3331,강남구,논현동,강남구 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.19,48.60172430725525,원본유지,,0.037288561764185,0.2257132298436007,0.1652032616343435,0.4735,14,85.7,0.5811968552230635,0.1422,0.85,37.51310491,127.0399731
1265,1265,1910,3999,송파구,삼전동,오잉 잠실,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.17,49.61316792202038,통계추정,구+동+업종 중앙값,0.0101669876282497,0.0539834587609643,0.1883352393789477,0.5624,27,88.2,0.0,0.4236,1.0,37.49628202,127.09264398
1266,1266,3693,1945,송파구,삼전동,초록3,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.15,40.309350308574935,원본유지,,0.0680051551701781,0.4938747627780646,0.1376971659528551,0.3257,33,97.0,0.6183459674772469,0.138,0.85,37.50176728,127.08946239
1267,1267,1440,611,중구,순화동,라마다 호텔&스위트 서울남대문,숙박업,숙박업 군집 1,53.14,51.8954412242897,원본유지,,0.0971396829094276,0.4500541572863336,0.2158399857811453,0.4856,5,20.0,0.0639487246002734,0.1251,0.08,37.55742715,126.97127809
1267,1267,1440,611,중구,순화동,제이덥하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.14,51.8954412242897,원본유지,,0.0971396829094276,0.4500541572863336,0.2158399857811453,0.4856,5,20.0,0.0639487246002734,0.1251,0.08,37.55742715,126.97127809
1267,1267,3251,2493,마포구,상암동,엠마하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.14,42.96917412345833,원본유지,,0.0561753675894301,0.3391463300571247,0.1656375511419162,0.4089,12,91.7,0.3663058369996936,0.1394,0.55,37.57499578,126.89447262
1270,1270,2999,1206,용산구,이태원동,랑드하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.12,44.39113331076069,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0839462710582998,0.4562327380346818,0.183998788469052,0.2804,1,100.0,1.2661500492778277,0.4553,0.04,37.53061665,126.99045437
1271,1271,3887,1510,중구,회현동,힐하우스 호텔,숙박업,숙박업 군집 1,53.08,38.23943297441097,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0776846933962729,0.3896422796404983,0.1993743940414997,0.2223,2,100.0,0.0749013081731177,0.1951,0.12,37.55405845,126.9811766
1271,1271,2680,4246,종로구,명륜1가,스테이 혜래,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.08,45.99206256729068,원본유지,,,,,0.3966,26,84.6,0.6931471805599453,0.5439,0.45,37.58625433,126.99693007
1273,1273,2767,2581,강서구,등촌동,디렉터 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.07,45.51863535666814,원본유지,,0.0547267233381138,0.3260687643013129,0.1678379818299372,0.4674,12,66.7,0.0,0.4218,0.12,37.54931594,126.86429552
1274,1274,4051,1952,용산구,효창동,소요 서울,외국인관광도시민박업,외국인관광도시민박업 군집 0,53.06,36.61010573407623,원본유지,,0.0678602387928516,0.3674578089473033,0.1846749127124506,0.4977,5,100.0,0.0064865092296067,0.1094,0.18,37.54030523,126.95777789
1274,1274,3049,3154,마포구,연남동,아트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.06,44.13558606648321,원본유지,,0.0422507032550313,0.2898166139495203,0.1457842691599125,0.4213,26,100.0,0.6111900732862794,0.138,1.0,37.55751216,126.92097417
1274,1274,1193,3242,용산구,이태원동,현대,숙박업,숙박업 군집 0,53.06,53.20006454774304,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0399131419477426,0.2447750861133193,0.1630604755635331,0.2539,3,100.0,0.0186921330121525,0.4623,0.85,37.52919726,126.99619337
1277,1277,3535,4246,중구,을지로5가,안온 스테이,관광숙박업,관광숙박업 군집 0,53.04,41.20361693885912,원본유지,,,,,0.3564,14,64.3,0.1943595353534336,0.1808,0.08,37.56281707,127.001911
1278,1278,2303,2444,용산구,서계동,Woomook,외국인관광도시민박업,외국인관광도시민박업 군집 1,53.03,47.75034393065597,원본유지,,0.05725350455959,0.4797347558018673,0.1193440830941922,0.2744,30,96.7,1.2920919419064143,0.4324,0.85,37.5496059,126.96677963
1279,1279,4224,378,종로구,효제동,블루덕호텔,숙박업,숙박업 군집 1,52.99,30.979284333356023,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1056745900125015,0.5505131174257115,0.1919565341270214,0.3687,24,100.0,0.0080321716972642,0.1308,0.18,37.56889448,127.00330898
1279,1279,1645,3337,용산구,용산동,남산주택,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.99,50.75166666666665,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0371870469906673,0.1872357313540475,0.1986108459199471,0.3873,1,100.0,0.0,0.1451,1.0,37.54153328,126.98036892
1281,1281,2005,3049,강서구,화곡동,칼튼 관광호텔,관광숙박업,관광숙박업 군집 1,52.98,49.150416787745336,원본유지,,0.0449746032185776,0.2906196869711584,0.1547541520235722,0.4704,24,87.5,1.4581200956911462,0.1322,1.0,37.55178535,126.85167038
1282,1282,2045,3086,종로구,누상동,서촌정글스테이(West Village Jungle Stay),외국인관광도시민박업,외국인관광도시민박업 군집 1,52.97,48.92196686866913,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0438835851009524,0.2145755490603968,0.2045134466304008,0.412,1,100.0,0.2376716518771195,0.138,0.85,37.57715198,126.96489402
1283,1283,3819,1704,중구,만리동,더 파인 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.96,39.07042477059271,원본유지,,0.0732331840922061,0.7526753465235829,0.0972971739149577,0.2685,78,67.9,0.7119565125174415,0.4095,1.0,37.55237109,126.9660433
1283,1283,86,3564,종로구,창신동,서경,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.96,66.20680035989254,원본유지,,0.0302944874127986,0.3093570600859258,0.0979272540422518,0.1787,27,51.9,0.2662679779479644,0.9367,1.0,37.57040647,127.01114721
1283,1283,409,4003,성동구,성동,리프레시 성수,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.96,59.54791463594742,통계추정,구+동+업종 중앙값,0.0094207035956653,0.0493884593621981,0.1907470635311196,0.5823,9,66.7,0.0,0.4148,1.0,37.53664679,127.04622478
1286,1286,2478,3204,송파구,잠실동,포레스타,관광숙박업,관광숙박업 군집 1,52.94,47.012516609302,원본유지,,0.0408962269327768,0.2627550554369177,0.1556439203986892,0.4917,25,92.0,1.2284702759263235,0.1094,1.0,37.50822063,127.08059447
1287,1287,2282,598,용산구,남영동,뉴월드,숙박업,숙박업 군집 1,52.89,47.87002892215565,원본유지,,0.0973870058886311,0.5121499418282575,0.1901533085037205,0.3687,4,50.0,0.7472144018302211,0.1766,0.04,37.54153717,126.97272864
1287,1287,4242,1001,중구,황학동,스테이 패스포트 신당,숙박업,숙박업 군집 0,52.89,26.151141822890622,원본유지,,0.0883838887678345,0.7586187012352434,0.1165063405686161,0.2223,61,98.4,0.2532146663823953,0.1551,0.55,37.56381135,127.02108122
1287,1287,1139,2665,용산구,청파동,스테이 서울스테이션(Stay SeoulStation),외국인관광도시민박업,외국인관광도시민박업 군집 1,52.89,53.5514950026598,원본유지,,0.0533969542785313,0.4291429555122102,0.1244269621408526,0.3533,28,92.9,2.3408672795650625,0.4183,1.0,37.54712594,126.96785394
1287,1287,2709,3024,마포구,망원동,더플래닛,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.89,45.892723283996325,원본유지,,0.0458918491510402,0.3958347393070416,0.11593689131828,0.3044,35,100.0,0.6163269745765038,0.413,1.0,37.55123821,126.90784338
1287,1287,3051,3288,마포구,연남동,소소연남,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.89,44.11551593150167,원본유지,,0.0385390093387296,0.2226639776865729,0.1730814734342796,0.5538,18,83.3,0.1546189542446188,0.1122,0.7,37.56120277,126.91660272
1292,1292,1810,1660,마포구,동교동,서교스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,52.87,50.032976271330696,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0741192880599137,0.376274259084158,0.1969820849300671,0.4582,5,60.0,0.4769240720903093,0.413,0.12,37.55681929,126.92347195
1293,1293,1373,2029,영등포구,영등포동,kelly homestay,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.85,52.24677847338861,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0661868963383858,0.3239304905580806,0.20432437904921,0.4151,1,100.0,1.7157735622501329,0.1365,0.85,37.52670733,126.90430217
1294,1294,2891,2305,영등포구,신길동,아로마 여인숙,숙박업,숙박업 군집 0,52.84,44.96426362181614,원본유지,,0.0604051802691163,0.6313499728407035,0.0956762221709277,0.1384,49,87.8,0.5858608097089048,0.6113,0.85,37.51155879,126.91911017
1295,1295,3673,691,강서구,화곡동,타임스테이,숙박업,숙박업 군집 0,52.83,40.42108247565214,원본유지,,0.0954096224301184,0.6960767715696397,0.1370676717382359,0.2626,28,100.0,1.9244039438343497,0.1794,0.55,37.53178993,126.83789772
1296,1296,3613,123,용산구,용산동,매버릭스 게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,52.81,40.79677588441763,원본유지,,0.1252400412207423,0.6902646817523811,0.1814377072035531,0.4674,10,80.0,1.5522794985941517,0.1251,0.04,37.54071299,126.98738642
1296,1296,693,3756,마포구,연남동,Sunny House,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.81,56.355529605146906,원본유지,,0.0231828975811331,0.1722949896278848,0.1345535214413524,0.4429,16,81.2,0.8491696438068843,0.5535,0.85,37.55807066,126.92066444
1298,1298,3842,97,강남구,역삼동,라이언 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,52.79,38.864466222772215,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.128843374378765,0.5933931366443924,0.2171298695960112,0.3997,1,100.0,1.1403938226830648,0.1408,0.04,37.50507993,127.04148518
1299,1299,184,1886,종로구,누하동,호랑주택,외국인관광도시민박업,외국인관광도시민박업 군집 0,52.78,63.315769349057675,원본유지,,0.0692930411412787,0.4302488275493193,0.1610534107343631,0.4182,8,25.0,1.6094379124341005,0.6824,0.12,37.575989,126.96878681
1299,1299,3071,2205,종로구,누상동,리슬로우 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,52.78,43.97198068790924,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0622350470718131,0.2974124973269529,0.2092549829989041,0.4058,2,100.0,0.1782482314063188,0.138,0.55,37.57764971,126.96413736
1299,1299,3511,2325,용산구,이태원동,베이스캠프,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.78,41.38136790065771,원본유지,,0.0600640369953461,0.506277411090575,0.1186385876193091,0.3165,43,88.4,0.6497668849297202,0.4165,0.7,37.53912139,126.9903992
1302,1302,2329,747,성동구,성동,ATOZ Seongsu forest(아토즈 성수포레스트),외국인관광도시민박업,외국인관광도시민박업 군집 0,52.77,47.65961733173189,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0942479439767702,0.5101816047060285,0.1847341086142783,0.3656,3,100.0,1.8562979903656265,0.42,0.25,37.53940387,127.0518522
1302,1302,3974,1263,중구,광희동,호텔 라온,숙박업,숙박업 군집 0,52.77,37.40523366876389,원본유지,,0.0829089699012275,0.6489766035750282,0.1277534035040794,0.3441,50,92.0,1.2088787830947905,0.1436,0.85,37.56223745,127.0057924
1304,1304,1611,2721,마포구,서교동,STAY AN,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.76,50.891573240272635,원본유지,,0.0524603903050832,0.4346199831337569,0.1207040456971768,0.3379,31,96.8,1.9372144420877595,0.4183,1.0,37.55280385,126.92349838
1304,1304,2394,3317,송파구,잠실동,호텔포레스타,숙박업,숙박업 군집 2,52.76,47.4035363984498,원본유지,,0.0377552240688159,0.2396822261021126,0.1575220018723082,0.5007,22,95.5,1.2897834607390468,0.1108,1.0,37.50821147,127.08084955
1306,1306,3021,2508,용산구,이태원동,리원 알파,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.74,44.290506185949496,원본유지,,0.0559534307226087,0.5048622812817914,0.1108290969579842,0.2894,46,91.3,0.6788951578527438,0.4095,1.0,37.53903073,126.991276
1307,1307,3687,1857,성동구,성동,서울숲 휴,외국인관광도시민박업,외국인관광도시민박업 군집 0,52.72,40.33333333333333,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.070149086579593,0.3074625015548311,0.2281549334466825,0.5186,1,100.0,0.0,0.105,0.35,37.54377511,127.04156323
1307,1307,3648,2284,용산구,이태원동,OHOO house(오후 하우스),외국인관광도시민박업,외국인관광도시민박업 군집 0,52.72,40.58968468468468,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0607719273766431,0.3090347595111752,0.1966507828205826,0.3718,2,100.0,0.0,0.4183,0.04,37.53233323,126.98680263
1307,1307,1498,2976,용산구,서계동,금강,숙박업,숙박업 군집 0,52.72,51.533850597841415,원본유지,,0.0468952431224115,0.3947731264586377,0.118790363323591,0.2539,30,80.0,0.3035651186247839,0.4535,1.0,37.55085442,126.96620306
1307,1307,3610,4246,용산구,원효로2가,더하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,52.72,40.82145277722618,원본유지,,,,,0.341,43,76.7,0.3265711656385013,0.148,0.85,37.53500173,126.96297713
1311,1311,2640,513,중구,중림동,WO모텔 충정로,숙박업,숙박업 군집 1,52.7,46.244051760150015,원본유지,,0.1003379233649617,0.5717352324598888,0.1754971841305952,0.3687,15,53.3,0.9319746537767092,0.1766,0.18,37.55465607,126.96700473
