최종위험순위,AHP위험순위,사각지대_위험순위,기대피해액순위,구,동,숙소명,업종,업종별_군집명,위험점수_AHP,사각지대_위험도점수,주변건물수_검증상태,주변건물수_보정출처,기대피해액_백만원,예상_화재발생확률,조건부_예상피해액_백만원,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도 
2503,2503,3625,835,마포구,성산동,제청당,외국인관광도시민박업,외국인관광도시민박업 군집 0,41.26,40.69566648616074,원본유지,,0.0917671152033268,0.5638552495360318,0.1627494206692895,0.3044,19,73.7,0.6951137495319861,0.1394,0.25,37.55643619,126.91458403
2505,2505,1108,2953,용산구,한남동,시온게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.24,53.698268322663544,원본유지,,0.0474167099590011,0.3606989962543643,0.1314578372864751,0.2481,12,91.7,1.01160091167848,0.4254,0.85,37.53522684,127.00216197
2506,2506,2384,2156,마포구,성산동,한스테이1,외국인관광도시민박업,외국인관광도시민박업 군집 0,41.22,47.42490828599311,원본유지,,0.0637114739610088,0.4208431935065953,0.1513900544051696,0.3165,14,71.4,0.7744005421343779,0.4095,0.25,37.5567045,126.91462573
2507,2507,3515,1456,중구,광희동,서울 엔 호스텔,숙박업,숙박업 군집 0,41.21,41.33787509431143,원본유지,,0.078798692939839,0.5931994627557956,0.1328367570897116,0.341,51,72.5,0.6398386271054382,0.1011,1.0,37.56274732,127.00532349
2507,2507,1704,1749,용산구,이태원동,레온하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.21,50.443473675895454,원본유지,,0.0723371749887562,0.4929408390299628,0.1467461595008145,0.3014,25,76.0,1.1596068013709515,0.1279,1.0,37.53869625,126.99036829
2509,2509,3982,851,용산구,서계동,스테이 연,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.19,37.33339622004145,원본유지,,0.0914268572801473,0.7540831257750822,0.1212424123483395,0.1867,57,68.4,0.0480861866676377,0.1394,0.85,37.54957529,126.96444903
2510,2510,2053,3040,중구,신당동,오늘 하루,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.18,48.869781339868155,원본유지,,0.0451778442686417,0.2944896177495996,0.153410652008302,0.3165,12,91.7,0.1069721195521678,0.1237,1.0,37.55967218,127.01078343
2511,2511,650,1307,마포구,창전동,마포 아라 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,41.16,56.76738160544873,원본유지,,0.0819425572402108,0.4970631036578414,0.1648534293477089,0.2656,5,40.0,1.5099083170870673,0.4307,0.12,37.54458151,126.93000756
2511,2511,913,2638,성동구,하왕십리동,For*rest Stay,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.16,54.75588595922113,원본유지,,0.0538007973945762,0.4279991245544302,0.1257030547681277,0.2568,26,73.1,0.8552030398943169,0.4113,1.0,37.55862165,127.03056588
2511,2511,2748,3090,마포구,구수동,헤이포레스트,외국인관광도시민박업,외국인관광도시민박업 군집 0,41.16,45.667072727027374,원본유지,,0.0437641320303034,0.2616223167160281,0.1672798122868327,0.3502,2,100.0,0.123132685403624,0.1122,0.7,37.54236636,126.93249194
2514,2514,750,4246,송파구,풍납동,"팡파르, 송파",외국인관광도시민박업,외국인관광도시민박업 군집 0,41.15,55.92117460586966,원본유지,,,,,0.3349,6,50.0,2.77921565172739,0.1422,0.35,37.52718567,127.11686595
2515,2515,199,3245,마포구,도화동,스테이 헤리티지 공덕,외국인관광도시민박업,외국인관광도시민박업 군집 0,41.12,62.93766266775125,원본유지,,0.0397352028093063,0.2504449059517358,0.1586584588666532,0.2834,6,33.3,0.0181823190831904,0.4183,0.7,37.53850982,126.95165788
2516,2516,3983,395,종로구,관철동,르몽호텔,숙박업,숙박업 군집 1,41.09,37.3310156472827,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1048925146437343,0.5129147540927346,0.2045028219733563,0.2834,5,100.0,0.5753641449035619,0.1293,0.12,37.56611346,126.98770152
2516,2516,2805,3061,강서구,화곡동,리베모텔,숙박업,숙박업 군집 1,41.09,45.34110914192881,원본유지,,0.0447702780537131,0.2886223645184073,0.1551171480713784,0.3656,11,72.7,0.0,0.538,0.04,37.52626092,126.84221415
2518,2518,2577,450,마포구,염리동,초록스테이 공덕,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.06,46.551774654968234,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1023002985685753,0.5620315208105368,0.1820187921507363,0.2167,9,100.0,1.2351878236738605,0.1465,0.7,37.54514616,126.94899448
2519,2519,3219,2025,마포구,상암동,플레이스공백,외국인관광도시민박업,외국인관광도시민박업 군집 0,41.04,43.13547650688576,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0662466214369109,0.3193116247343443,0.2074669893149855,0.3533,2,100.0,0.0091743762760412,0.1108,0.55,37.57368571,126.89504984
2520,2520,4103,4246,중구,을지로4가,코스모하버 인 명동2,관광숙박업,관광숙박업 군집 5,41.03,35.673824972849175,원본유지,,,,,0.1787,42,64.3,0.6087088614133708,0.1694,0.25,37.56414615,126.99675538
2521,2521,3704,2465,성동구,행당동,메종드양(Maison de Yong),외국인관광도시민박업,외국인관광도시민박업 군집 0,41.02,40.2157583338419,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0567102283351433,0.3044007540275915,0.1863012084720495,0.2423,3,100.0,0.013114942077828,0.413,0.04,37.55698293,127.03425636
2522,2522,562,1775,마포구,합정동,Y's STAY,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.01,57.64418979737277,원본유지,,0.0718189512214293,0.4497600092389365,0.1596828302786593,0.341,12,75.0,2.3848231912310176,0.1351,1.0,37.54883563,126.90709732
2523,2523,479,1873,용산구,후암동,까사 드 엘린,외국인관광도시민박업,외국인관광도시민박업 군집 1,41.0,58.622455083102295,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0695468380646746,0.4346561255223507,0.1600042746000561,0.2223,4,100.0,1.8687205103641835,0.42,1.0,37.54460651,126.97921447
2524,2524,4070,1326,종로구,창신동,D-STAY HOSTEL,관광숙박업,관광숙박업 군집 0,40.99,36.30607479537703,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.08150722763065,0.4295785415330597,0.1897376608705148,0.1266,6,100.0,0.1482530044498824,0.1808,0.08,37.56798355,127.00952148
2524,2524,2694,1992,종로구,충신동,충신 아뜨리에,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.99,45.942533863315944,원본유지,,0.0669574285732658,0.464419632671644,0.1441744143934724,0.3379,26,96.2,1.31789163423549,0.1036,1.0,37.57191123,127.00652272
2526,2526,119,321,중구,소공동,주)조선호텔앤리조트,관광숙박업,관광숙박업 군집 2,40.97,64.9553361380098,원본유지,,0.1082824467733083,0.6322633630271591,0.1712616183466209,0.228,7,28.6,2.389841537991274,0.178,0.7,37.56168836,126.97931189
2526,2526,3964,1468,성동구,성동,팰리스모텔,숙박업,숙박업 군집 1,40.97,37.49801801801801,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0786241771756229,0.3934427698538728,0.1998363757067502,0.192,2,100.0,0.0,0.1608,0.12,37.53345205,127.05942707
2528,2528,4195,865,중구,남산동,서울뷰,숙박업,숙박업 군집 1,40.95,33.06610697419195,원본유지,,0.0911289854590808,0.6691309420116864,0.1361900634651703,0.1065,35,80.0,0.6486954179891113,0.1851,0.12,37.55707965,126.98518562
2529,2529,3470,1871,마포구,도화동,CNI Company,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.94,41.63376768943564,원본유지,,0.0696565722592546,0.3989295365038774,0.174608711276954,0.3349,6,83.3,0.2213070035069083,0.1322,0.25,37.53515511,126.94778364
2530,2530,2167,3004,마포구,염리동,특별한 하루 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.93,48.408333333333324,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0463468078636689,0.2627418636114625,0.1763967387100735,0.2568,1,100.0,0.0,0.4095,0.55,37.54662147,126.94750218
2530,2530,2950,3723,송파구,삼전동,부의유전자,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.93,44.70816792202038,통계추정,구+동+업종 중앙값,0.0243054324148224,0.1155482395703719,0.2103487902991357,0.4917,27,88.2,0.0,0.1293,1.0,37.49858114,127.0886558
2532,2532,3759,1488,중구,산림동,H2O,숙박업,숙박업 군집 0,40.9,39.72722575918265,원본유지,,0.0781678425587648,0.6595117460452423,0.1185238064788046,0.1198,42,71.4,0.9499352224000002,0.4535,0.25,37.56416937,126.99421889
2532,2532,1511,2446,중구,신당동,일상고요,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.9,51.46045136150034,원본유지,,0.0572135098074061,0.4714601956866561,0.1213538498707782,0.2715,30,86.7,1.2777927165612033,0.399,1.0,37.56070631,127.01088195
2534,2534,81,3352,중구,필동,섭 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.88,66.5238172149284,원본유지,,0.0366566668612842,0.2748068241183909,0.1333906717159687,0.2715,14,42.9,0.5877866649021191,0.5554,1.0,37.55767439,126.99709217
2534,2534,534,3387,마포구,도화동,스테이 결,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.88,57.95023097067899,원본유지,,0.035764987026185,0.2369824042592451,0.1509183229783602,0.2834,5,60.0,0.0535842461341063,0.4236,0.7,37.53886159,126.95187651
2536,2536,2629,2079,중구,신당동,소당 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.87,46.298135424948796,원본유지,,0.0653058732359944,0.5993487668672335,0.1089613875028809,0.2029,40,95.0,0.9998013647473248,0.4183,1.0,37.56159957,127.01216552
2537,2537,3707,201,중구,신당동,대천여관,숙박업,숙박업 군집 1,40.85,40.1409415132159,원본유지,,0.1156581873565347,0.7812614626717581,0.1480403077364226,0.2139,23,82.6,2.1800528946701934,0.1523,0.18,37.55695173,127.01174672
2537,2537,3516,1745,종로구,낙원동,미정,숙박업,숙박업 군집 1,40.85,41.32512878134625,원본유지,,0.0724453129816302,0.4559118908212471,0.1589020037427242,0.2029,11,81.8,0.32892503098583,0.1752,0.25,37.56798466,126.9892256
2537,2537,2521,2026,마포구,서교동,Moonlight house,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.85,46.836333555954646,원본유지,,0.0662386314408806,0.5686202774653254,0.1164900972862683,0.1531,25,100.0,1.3034067013141228,0.457,0.7,37.55338757,126.915606
2537,2537,2937,2315,중구,필동,미야,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.85,44.74291529146821,원본유지,,0.0601699532837465,0.4508603508673385,0.1334558542750435,0.2656,21,90.5,0.8777184570879154,0.4218,0.45,37.55667372,126.99515593
2537,2537,1550,3078,마포구,서교동,Hongdae Skylounge,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.85,51.2392895606373,원본유지,,0.0441123921903874,0.3572287794191481,0.1234849898211278,0.2394,20,85.0,0.5838507587808807,0.54,0.7,37.55212731,126.9279492
2542,2542,2455,3070,강남구,역삼동,호텔 세느,관광숙박업,관광숙박업 군집 1,40.81,47.132101575581494,원본유지,,0.0444674039961697,0.2905651086148494,0.1530376589541324,0.3811,18,94.4,0.5140205146625099,0.1108,1.0,37.50119369,127.03430555
2543,2543,4061,2555,용산구,이촌동,문화,숙박업,숙박업 군집 1,40.8,36.44743054804066,원본유지,,0.0552290417958206,0.3383202459206627,0.1632448618187988,0.1482,1,100.0,0.0753494372417868,0.1766,0.0,37.52717601,126.9533485
2544,2544,2846,2591,용산구,이태원동,마노아,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.77,45.15872113926942,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0545794164292123,0.3190484874169739,0.1710693470797774,0.228,7,100.0,0.037041271680349,0.413,0.45,37.53047704,126.99257833
2544,2544,1757,3256,마포구,동교동,스테이 온기,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.77,50.23150363521758,원본유지,,0.0393190930903703,0.2912038291084681,0.1350225826725812,0.2084,5,100.0,0.2644987369961236,0.4236,0.7,37.55321696,126.93066139
2546,2546,1362,200,용산구,이태원동,카메 게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.75,52.28975190894971,원본유지,,0.1157066998698052,0.7735971280413616,0.1495697122903728,0.2597,21,42.9,2.656425835696903,0.4165,0.04,37.53055405,126.99119716
2546,2546,3970,306,강남구,역삼동,여니하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.75,37.45085317337134,원본유지,,0.1087998527848333,0.6815258676311948,0.1596415601406195,0.2656,10,100.0,1.7688319645843504,0.1408,0.04,37.49204242,127.04010632
2546,2546,2339,1009,마포구,창전동,VERVE STAY,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.75,47.62530356398259,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0881582610705895,0.4628075841390773,0.1904857744165602,0.2423,3,100.0,0.905708622543618,0.1422,0.7,37.55005907,126.92687094
2546,2546,2420,1877,마포구,동교동,라니규방,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.75,47.29679261180637,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0695275922747967,0.3745303461491677,0.1856394094354783,0.2924,4,75.0,0.512490903085052,0.4095,0.12,37.55451078,126.92083341
2546,2546,2856,1893,마포구,망원동,망원루,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.75,45.11515232406231,원본유지,,0.069047915738686,0.4567292660469237,0.1511790920172656,0.3656,22,95.5,1.3522713839082698,0.1,0.85,37.55113694,126.90633573
2551,2551,3517,1465,중구,필동,남산하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.72,41.32111144714377,원본유지,,0.0786719321303954,0.5755597137186131,0.1366876976536575,0.2715,30,100.0,1.0238110755854113,0.1237,0.85,37.5555527,126.99447247
2552,2552,3303,1798,종로구,낙원동,호텔누누,숙박업,숙박업 군집 1,40.71,42.655825454295744,원본유지,,0.0712513959491232,0.4743069029726974,0.1502221357154161,0.2029,16,75.0,0.5490336786048858,0.2991,0.18,37.56823244,126.98888009
2552,2552,1157,2831,중구,남산동,숨2nd,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.71,53.43666666666665,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0498652786576082,0.3100373171858533,0.1608363764408279,0.1735,1,100.0,0.0,0.4412,0.85,37.55543636,126.98597436
2554,2554,3939,724,용산구,서계동,제이앤제이 스테이(J&J Stay),외국인관광도시민박업,외국인관광도시민박업 군집 1,40.7,37.721864327405235,원본유지,,0.0947745256864752,0.8458078350999739,0.1120520782067158,0.1457,58,87.9,1.1084162887647306,0.1422,1.0,37.54927578,126.96323757
2554,2554,484,1332,강남구,삼성동,호텔 오크우드 프리미어,관광숙박업,관광숙박업 군집 4,40.7,58.57718336457008,원본유지,,0.0814234821504682,0.4342194084770102,0.1875169109461381,0.3471,7,28.6,0.9051174312760298,0.1322,0.55,37.50977042,127.05802923
2554,2554,305,1971,강남구,삼성동,웨스틴 서울 파르나스,관광숙박업,관광숙박업 군집 4,40.7,60.80051669790342,원본유지,,0.0674789325005849,0.381017516281974,0.1771019168857497,0.3471,7,28.6,0.9051174312760298,0.2656,0.55,37.50977042,127.05802923
2554,2554,305,1971,강남구,삼성동,웨스틴 서울 파르나스,관광숙박업,관광숙박업 군집 4,40.7,60.80051669790342,원본유지,,0.0674789325005849,0.381017516281974,0.1771019168857497,0.3471,7,28.6,0.9051174312760298,0.2656,0.55,37.50977042,127.05802923
2558,2558,2358,2011,종로구,창신동,동대문 스테이가든,관광숙박업,관광숙박업 군집 3,40.69,47.527035740887925,원본유지,,0.0664880447450207,0.4975388754650868,0.1336338686758283,0.1408,6,100.0,1.8129221675840912,0.4747,0.25,37.56946846,127.01349641
2559,2559,3440,1659,용산구,이태원동,이태원 561,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.67,41.82667222224216,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0741425362844908,0.3483632507515167,0.2128311069682141,0.3842,2,100.0,0.1648746431902339,0.1011,0.45,37.53480122,126.98619588
2560,2560,2016,1656,용산구,한남동,원보이,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.64,49.08814755394068,원본유지,,0.0741718324746581,0.6789180275929545,0.1092500559126821,0.1735,49,63.3,0.6167742017753712,0.4183,1.0,37.53352161,127.00007379
2561,2561,339,3050,영등포구,신길동,쿠쉬 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.59,60.372126716880814,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0449632439213847,0.2782896809126047,0.1615699287660802,0.2337,5,60.0,0.0,0.4412,0.85,37.50595821,126.92040024
2562,2562,144,3740,종로구,관철동,어 베터 플레이스 (A BETTER PLACE),숙박업,숙박업 군집 3,40.57,64.1773964610818,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,0.0237294257179283,0.1573593910708575,0.150797645799501,0.3471,2,66.7,0.7731898882334818,0.86,0.55,37.56691314,126.98556525
2563,2563,41,2731,종로구,창신동,동해,숙박업,숙박업 군집 3,40.56,68.98403517942435,원본유지,,0.0522883089542687,0.4295834751545956,0.1217186227553366,0.1022,2,50.0,2.7718317772335386,0.9413,0.25,37.56823753,127.01083467
2564,2564,485,1647,마포구,합정동,아스트라 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.55,58.54432630659965,원본유지,,0.0745592745309957,0.5995868380655379,0.124351086110476,0.2481,19,94.7,3.454512440429877,0.4183,1.0,37.54986386,126.90917579
2565,2565,336,2550,용산구,이태원동,하하,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.54,60.40700386168183,원본유지,,0.0552811613190289,0.4186760299402939,0.1320380374460711,0.2223,10,80.0,1.6428361928359485,0.4254,1.0,37.53588324,126.99039008
2566,2566,1961,2606,종로구,숭인동,아이비씨호텔,관광숙박업,관광숙박업 군집 1,40.53,49.37806107199367,원본유지,,0.0542886877459012,0.3542535268384612,0.1532481221299365,0.3595,18,88.9,0.9974430536743816,0.1122,1.0,37.57050676,127.02206499
2567,2567,3199,1833,마포구,동교동,해피나인스,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.51,43.22435231014389,원본유지,,0.070647601922761,0.4886778343674325,0.1445688692105517,0.3349,29,89.7,0.8461066750170505,0.1165,0.85,37.55436431,126.92724221
2568,2568,468,2933,마포구,합정동,하울의 집,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.5,58.766267892487676,원본유지,,0.0478674629544935,0.3601464515791628,0.1329111053145333,0.251,11,81.8,1.2729656758128876,0.4183,1.0,37.54707,126.91052751
2569,2569,96,2548,영등포구,대림동,Jinee House,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.49,65.78884802835621,원본유지,,0.0552992842292428,0.3087309332273413,0.1791180548420197,0.2804,5,20.0,0.0,0.1394,1.0,37.48928255,126.89543504
2570,2570,2859,1355,중구,남산동,명동 맘하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.48,45.09180077451918,원본유지,,0.0808756663671841,0.6139401844848192,0.1317321595996359,0.1153,24,87.5,0.2710348390186246,0.1851,0.85,37.55771741,126.98587225
2571,2571,4213,1199,마포구,상수동,서강채,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.46,32.22234234234234,통계추정,구+동+업종 중앙값,0.084083215398298,0.3698916021086404,0.2273185303990816,0.4795,20,100.0,0.0,0.1308,0.18,37.54261941,126.9224613
2571,2571,3735,2260,강서구,공항동,THANK YOU STAY,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.46,39.95505361814886,통계추정,구+동+업종 중앙값,0.0611756332739061,0.3025750363541417,0.2021833460256272,0.4182,7,95.65,0.0098040000966208,0.42,0.04,37.55444927,126.81040997
2573,2573,3851,4246,중구,충무로3가,가가하우스 을지로,숙박업,숙박업 군집 1,40.45,38.734621204095546,원본유지,,,,,0.1198,22,86.4,0.029133150269942,0.4782,0.08,37.5601926,126.99145787
2574,2574,1242,2930,마포구,동교동,HAN 게스트 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.44,52.90802417040131,원본유지,,0.0478973819844448,0.3500603038317532,0.1368260881344185,0.2223,8,87.5,0.7458977459454743,0.4218,0.7,37.55318196,126.92983872
2574,2574,49,3549,성동구,행당동,LTE Room,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.44,68.31375792123163,원본유지,,0.0308410444632665,0.197457902787063,0.1561904792259707,0.3014,3,33.3,0.0388398333162639,0.4113,1.0,37.55651877,127.03219455
2576,2576,4241,335,강서구,방화동,지구플레이스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.43,26.720904057492124,통계추정,구+동+업종 중앙값,0.1076785523871342,0.4544053468537493,0.2369658568779795,0.5363,35,92.9,0.0706175672139533,0.1136,0.04,37.56466815,126.8064238
2577,2577,201,3598,중구,황학동,창덕여인숙,숙박업,숙박업 군집 3,40.38,62.912016672382165,원본유지,,0.0286788070241277,0.2954891123658049,0.0970553764046114,0.1198,14,85.7,0.2923075921736728,0.9051,1.0,37.56373275,127.01793959
2578,2578,4153,1689,송파구,삼전동,줌,숙박업,숙박업 군집 1,40.37,34.65818800382153,원본유지,,0.0735115511590988,0.4671194460927147,0.1573720635567549,0.2423,13,100.0,0.2876820724517809,0.1594,0.12,37.50269545,127.09616572
2578,2578,1189,3356,마포구,신공덕동,코지 네스트 공덕,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.37,53.23303065051136,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,0.0365867696572612,0.1956084422609114,0.1870408517872666,0.4459,2,95.2,0.841200280519085,0.4095,0.7,37.54027834,126.95653448
2580,2580,3664,1780,마포구,서교동,서울스테이 홍대,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.36,40.473524055924855,원본유지,,0.0716820080156338,0.4392103797825513,0.1632065436411654,0.3044,11,90.9,0.3987083256452846,0.1365,0.35,37.55333034,126.9271033
2580,2580,2512,2033,마포구,합정동,스테이민,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.36,46.857082671088854,원본유지,,0.0661469539385381,0.4096524632797718,0.161470904895702,0.3656,14,85.7,0.9718605830289658,0.1194,0.7,37.54890658,126.90646945
2582,2582,179,2641,마포구,서교동,로터스로터스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.34,63.395922315758376,원본유지,,0.0537502204503443,0.3072314242997335,0.1749502694031254,0.2894,7,28.6,0.0,0.1394,1.0,37.55181873,126.92629931
2583,2583,3020,134,강남구,역삼동,선릉 게스트 하우스 해날,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.32,44.29544447160417,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1235737960247354,0.5940157648283825,0.2080311724730693,0.3044,3,66.7,1.0688401303344397,0.1408,0.0,37.50317601,127.04424659
2584,2584,2157,104,용산구,이태원동,MINGOO HOUSE,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.31,48.44895634027387,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.1275118700623177,0.720300194891371,0.1770260107753378,0.2337,1,100.0,3.089755175772274,0.4148,0.08,37.53222403,126.99039616
2584,2584,3990,534,중구,주교동,빡하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.31,37.21673490682652,원본유지,,0.0994798790955262,0.6393324947130767,0.1555995978902518,0.2774,29,69.0,0.5999981253811083,0.138,0.18,37.56575916,126.99835599
2584,2584,782,3490,마포구,공덕동,만리 848,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.31,55.70757363443515,원본유지,,0.0326242878245601,0.2787395593118942,0.117042187714932,0.2539,11,90.9,1.304320778160218,0.8374,0.45,37.54499923,126.95831672
2587,2587,1922,1237,종로구,관철동,UH SUITE,숙박업,숙박업 군집 2,40.3,49.56099115601548,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.083395324694567,0.4000206641731783,0.2084775416963541,0.4028,4,75.0,0.8938178760220964,0.1065,0.55,37.56692677,126.98393909
2587,2587,1745,2395,송파구,석촌동,타야 스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.3,50.25261105693881,보정,data\서울10구_숙소_소방거리_유클리드.csv,0.0584585586400772,0.3086023012328617,0.1894300800951132,0.2744,2,100.0,0.0137933221323358,0.1322,1.0,37.49994472,127.10797841
2589,2589,3460,1226,마포구,동교동,감자 게스트하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.28,41.68178449131259,원본유지,,0.0835999757070237,0.5234836577511943,0.1596993038257515,0.2834,14,85.7,0.8268521692269142,0.1436,0.35,37.55391652,126.92854437
2589,2589,717,2037,영등포구,당산동,오롯이휴 당산,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.28,56.15080705896941,원본유지,,0.0661185626960738,0.4785798537753342,0.1381557584893925,0.2394,2,100.0,2.5494451709255714,0.4113,0.7,37.53063018,126.90020111
2591,2591,1955,1343,송파구,거여동,제이투어스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.27,49.397277477157765,원본유지,,0.081154053181575,0.4490645917502431,0.1807179961913154,0.2864,6,50.0,0.478587372937127,0.1536,0.25,37.4933976,127.14455955
2592,2592,1629,2097,강서구,화곡동,골든프라자,숙박업,숙박업 군집 0,40.26,50.798283952610426,원본유지,,0.0650427528145797,0.4396430253430526,0.1479444664539532,0.2864,21,76.2,0.6931471805599453,0.1394,1.0,37.52713069,126.84048352
2593,2593,2246,1142,마포구,동교동,그로브 하우스,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.25,48.055394932573925,원본유지,,0.0853181704061402,0.435953489409165,0.195704754013483,0.3749,2,50.0,0.3580628692135805,0.1308,0.12,37.5557562,126.92202287
2594,2594,3196,237,마포구,서교동,H.Studio,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.24,43.253910150429604,원본유지,,0.1124027369803168,0.7832270251493179,0.143512332147742,0.2223,19,100.0,2.878233288460517,0.1394,0.45,37.54917142,126.92105636
2594,2594,4209,1650,강서구,화곡동,볼(Voll) 관광호텔,관광숙박업,관광숙박업 군집 0,40.24,32.42986486486486,원본유지,,0.0743846507910511,0.4483423252617389,0.1659103916803436,0.2894,12,100.0,0.0,0.1179,0.04,37.52600423,126.8458538
2594,2594,991,2485,마포구,상수동,단밤스테이,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.24,54.30457011786003,원본유지,,0.0563502172015999,0.4370122457416149,0.1289442521363971,0.3379,21,100.0,2.6390573296152584,0.3778,1.0,37.547419,126.92328743
2597,2597,2624,1646,강남구,역삼동,구도 컬렉티브 강남,숙박업,숙박업 군집 2,40.23,46.31009479369287,원본유지,,0.0745765293914596,0.4363332219963969,0.1709164593295063,0.3997,11,81.8,1.0797692008666298,0.1022,0.55,37.49554124,127.03110679
2597,2597,2231,2147,마포구,서교동,LikeU,외국인관광도시민박업,외국인관광도시민박업 군집 1,40.23,48.157262636593536,원본유지,,0.0638661607010276,0.4177988517564183,0.1528634184429553,0.3165,14,92.9,1.0986122886681098,0.1337,0.85,37.5536952,126.92711575
2599,2599,1102,2496,마포구,연남동,마이 딥 포레스트,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.22,53.725344738615455,원본유지,,0.0561261986542246,0.3160731919287224,0.1775734231420728,0.3687,7,57.1,0.410914712875729,0.1237,0.7,37.55739223,126.91826497
2600,2600,2964,4246,중구,을지로7가,스테이 쉼,관광숙박업,관광숙박업 군집 5,40.21,44.602957014840285,원본유지,,,,,0.2656,22,90.9,0.4102843945441133,0.1408,0.85,37.56263015,127.00804487
2601,2601,824,2992,마포구,서교동,세린홍대스위트,외국인관광도시민박업,외국인관광도시민박업 군집 0,40.2,55.34667457362713,원본유지,,0.0465766793059888,0.3289017715204866,0.1416127346796235,0.251,16,56.2,0.0916303228459243,0.4236,0.7,37.5515933,126.9272488
