구,동,숙소명,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,시설규모/연면적,위험점수_AHP,AHP_매칭방식,업종그룹,공통_3등급,업종군별_3등급,x_5181,y_5181,주변건물수_원본,집중도_원본,주변건물수_보정여부,주변건물수_보정출처,주변건물수_보정컬럼,소방위험도_점수,반경100m_화재수,log1p_반경100m,예상_화재발생확률,조건부_예상피해액_백만원,기대피해액_백만원,기대피해액_순위,주변건물수_검증상태,고립위험_정규화,밀집사각지대_정규화,단속위험도_정규화,구조노후도_정규화,도로폭위험도_정규화,사각지대_위험도점수,사각지대_위험순위
종로구,관철동,먼슬리브 종로 종각역 호텔 스테이,1992,2,100.0,1.7394910406822983,0.1465,0.08,37.56594442,126.98577426,관광숙박업,숙박시설,11,315.0,49.8,exact,기존숙박군,보통,위험,198743.19,451823.24,2,0.0,보정,data\서울10구_숙소_소방거리_유클리드.csv,반경_50m_건물수,0.341,0,0.0,0.6629361358026737,0.2078255437190024,0.1377750628741651,65.0,보정,0.990990990990991,-2.220446049250313e-16,0.26281305925708637,0.05166666666666665,0.08,40.601880573540974,3644
종로구,견지동,더프리마호텔 종로,1971,1,67.7,0.414123170851279,0.1766,0.08,37.57038151,126.98267937,관광숙박업,숙박시설,12,6074.0,45.18,exact,기존숙박군,보통,보통,198469.85,452315.75,0,0.0,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,주변건물수_50m,0.3842,0,0.0,0.4457743701785789,0.2159460776791849,0.0962632267699731,643.0,보정,1.0,0.33094262295081955,0.06256828859433472,0.08511111111111112,0.08,45.03404345459807,2875
종로구,숭인동,서울앤호텔 동대문,2017,10,100.0,1.6992974632002564,0.1108,1.0,37.5705788,127.02004352,관광숙박업,숙박시설,16,171.0,34.87,exact,기존숙박군,안전,보통,201770.69,452337.69,10,100.0,원본유지,,,0.3318,0,0.0,0.3874270429960614,0.1546807582853278,0.059927508790873,2332.0,원본유지,0.918918918918919,-2.220446049250313e-16,0.25674036511064297,0.011999999999999997,1.0,51.1932676388218,1562
종로구,와룡동,클래식 아파트먼트 익선,1965,76,63.2,1.244643844056864,0.1851,1.0,37.57389547,126.9897488,관광숙박업,숙박시설,6,392.0,56.79,exact,기존숙박군,위험,위험,199094.43,452705.66,76,63.2,원본유지,,,0.1658,0,0.0,0.895021200054615,0.1058228154264044,0.0947136632560985,727.0,원본유지,0.32432432432432434,0.3770491803278688,0.18804848584547992,0.09455555555555555,1.0,38.13139557892426,3902
종로구,효제동,하우스 오손 종묘점,1991,19,73.7,0.9573707576176196,0.4183,0.25,37.56890164,127.00203539,관광숙박업,숙박시설,6,180.0,53.34,exact,기존숙박군,위험,위험,200179.81,452151.36,19,73.7,원본유지,,,0.4028,0,0.0,0.4602078545355458,0.1510651195406745,0.0695213545589695,1879.0,원본유지,0.8378378378378378,0.2694672131147541,0.14464549214008585,0.3536666666666667,0.25,45.93835096872069,2695
종로구,관수동,HELLO HOSTEL,1965,24,87.5,0.7206876474967924,0.1851,0.12,37.56619998,126.99118829,관광숙박업,숙박시설,6,288.0,51.94,exact,기존숙박군,위험,위험,199221.51,451851.54,24,87.5,원본유지,,,0.2112,0,0.0,0.6030063816759856,0.1479458196542971,0.0892122733938256,964.0,원본유지,0.7927927927927928,0.12807377049180324,0.10888594478367188,0.09455555555555555,0.12,35.16084566267222,4133
종로구,청진동,하나데이즈 종로광화문(Hana Days Jongno-Gwanghwamun,1971,3,67.7,2.597384633214691,0.1766,0.18,37.56915801,126.9800544,관광숙박업,숙박시설,7,228.0,54.69,exact,기존숙박군,위험,위험,198237.93,452180.0,0,0.0,보정,data\0421기준안쓰는파일들\분석변수_테이블_주변노후도_50m100m_사용승인일유효.csv,주변건물수_50m,0.5007,0,0.0,0.7037408205166455,0.2166719574225699,0.152480901099507,22.0,보정,0.9819819819819819,0.33094262295081955,0.3924289263684534,0.08511111111111112,0.18,50.851322390579234,1616
종로구,숭인동,브릭 스테이 (BRIC STAY),1999,27,55.6,0.3035351275471273,0.1365,0.85,37.57248011,127.01971336,관광숙박업,숙박시설,4,258.0,38.31,exact,기존숙박군,보통,보통,201741.48,452548.71,27,55.6,원본유지,,,0.2685,0,0.0,0.5040887782507774,0.1507003730746626,0.075966366945143,1582.0,원본유지,0.7657657657657657,0.45491803278688525,0.045859963401340804,0.04055555555555555,0.85,49.94639524189296,1831
종로구,충신동,연경당,2019,37,67.6,0.6931471805599453,0.1079,1.0,37.57203715,127.00395269,관광숙박업,제1종근린생활시설,9,78.0,43.99,exact,기존숙박군,보통,보통,200349.18,452499.37,37,67.6,원본유지,,,0.3749,1,0.6931471805599453,0.4520044527922466,0.1459505970204167,0.0659703197409151,2040.0,원본유지,0.6756756756756757,0.3319672131147541,0.10472496079481362,0.008777777777777773,1.0,46.9905339895326,2482
종로구,숭인동,호텔 DM,2020,11,100.0,0.8746092615811812,0.1065,0.25,37.57059843,127.01860129,관광숙박업,숙박시설,11,2994.0,30.75,exact,기존숙박군,안전,안전,201643.28,452339.84,11,100.0,원본유지,,,0.3044,0,0.0,0.5329712855107016,0.1628188948782438,0.0867777957086894,1085.0,원본유지,0.9099099099099099,-2.220446049250313e-16,0.13214137372077048,0.007222222222222213,0.25,37.687300785991724,3943
