순번,구,도로명,도로구분,도로기능,도로규모,도로폭,위도,경도,좌표조회주소,좌표후보수,좌표조회결과,작업일시
13195,송파구,한가람로16길,일반도로,국지도로,소로3류,폭6-8m,37.5369736597317,127.115480396053,서울 송파구 한가람로16길,1,성공,2026-04-20 11:18:09.551
13215,용산구,한강대로14다길,일반도로,국지도로,소로,6m미만,37.5226012137656,126.964565237673,서울 용산구 한강대로14다길,4,성공,2026-04-20 11:18:09.562
13314,용산구,한남대로11길,일반도로,국지도로,소로,6m미만,37.5308022980729,127.009430573669,서울 용산구 한남대로11길,1,성공,2026-04-20 11:18:09.613
13322,용산구,한남대로28나길,일반도로,국지도로,소로,6m미만,37.5379010552745,127.00604464338,서울 용산구 한남대로28나길,1,성공,2026-04-20 11:18:09.618
13642,종로구,홍지문2가길,일반도로,국지도로,소로,6m미만,37.6007470049463,126.955303406509,서울 종로구 홍지문2가길,1,성공,2026-04-20 11:18:09.773
13645,종로구,홍지문3길,일반도로,국지도로,소로,6m미만,37.6019671499362,126.956573271788,서울 종로구 홍지문3길,1,성공,2026-04-20 11:18:09.773
13784,마포구,환일1길,일반도로,국지도로,소로,6m미만,37.5571982548475,126.960836575348,서울 마포구 환일1길,1,성공,2026-04-20 11:18:09.848
13786,마포구,환일6길,일반도로,국지도로,소로,6m미만,37.5550609099647,126.960569927121,서울 마포구 환일6길,1,성공,2026-04-20 11:18:09.848
13842,용산구,회나무로10길,일반도로,국지도로,소로,6m미만,37.5389370283489,126.989002201767,서울 용산구 회나무로10길,1,성공,2026-04-20 11:18:09.876
13843,용산구,회나무로12가길,일반도로,국지도로,소로,6m미만,37.5380713746949,126.990345611183,서울 용산구 회나무로12가길,1,성공,2026-04-20 11:18:09.876
13851,용산구,회나무로26가길,일반도로,국지도로,소로,6m미만,37.5389805660663,126.991408863245,서울 용산구 회나무로26가길,1,성공,2026-04-20 11:18:09.881
13868,서초구,효령로10길,일반도로,국지도로,소로,6m미만,37.4779176461868,126.988989556482,서울 서초구 효령로10길,1,성공,2026-04-20 11:18:09.886
13869,서초구,효령로14가길,일반도로,국지도로,소로3류,폭6-8m,37.4786426697928,126.990886101522,서울 서초구 효령로14가길,1,성공,2026-04-20 11:18:09.886
13870,서초구,효령로14길,일반도로,국지도로,소로,6m미만,37.4778303147445,126.990822436479,서울 서초구 효령로14길,1,성공,2026-04-20 11:18:09.886
13871,서초구,효령로14마길,일반도로,국지도로,소로,6m미만,37.4779146340805,126.991844229291,서울 서초구 효령로14마길,1,성공,2026-04-20 11:18:09.89
13872,서초구,효령로16길,일반도로,국지도로,소로,6m미만,37.4787847994355,126.991426725906,서울 서초구 효령로16길,1,성공,2026-04-20 11:18:09.891
13873,서초구,효령로18길,일반도로,국지도로,소로,6m미만,37.4788530524968,126.992095793845,서울 서초구 효령로18길,1,성공,2026-04-20 11:18:09.891
13875,서초구,효령로20가길,일반도로,국지도로,소로,6m미만,37.479037418058,126.992385881313,서울 서초구 효령로20가길,1,성공,2026-04-20 11:18:09.891
13876,서초구,효령로20길,일반도로,국지도로,소로3류,폭6-8m,37.4784392937284,126.9933074706,서울 서초구 효령로20길,1,성공,2026-04-20 11:18:09.891
13877,서초구,효령로20나길,일반도로,국지도로,소로,6m미만,37.4790453068362,126.99320589044,서울 서초구 효령로20나길,1,성공,2026-04-20 11:18:09.891
13878,서초구,효령로20다길,일반도로,국지도로,소로,6m미만,37.4786689741531,126.993543401053,서울 서초구 효령로20다길,1,성공,2026-04-20 11:18:09.891
13879,서초구,효령로20라길,일반도로,국지도로,소로,6m미만,37.4778390685373,126.992278147266,서울 서초구 효령로20라길,1,성공,2026-04-20 11:18:09.891
13880,서초구,효령로20마길,일반도로,국지도로,소로,6m미만,37.47766568571,126.993284928399,서울 서초구 효령로20마길,1,성공,2026-04-20 11:18:09.891
13919,서초구,효령로8길,일반도로,국지도로,소로,6m미만,37.4772963616947,126.988584796247,서울 서초구 효령로8길,1,성공,2026-04-20 11:18:09.91
13937,용산구,효창원로12가길,일반도로,국지도로,소로,6m미만,37.5344613087009,126.953254967746,서울 용산구 효창원로12가길,1,성공,2026-04-20 11:18:09.92
13945,용산구,효창원로23나길,일반도로,국지도로,소로,6m미만,37.536942642883,126.954820369232,서울 용산구 효창원로23나길,1,성공,2026-04-20 11:18:09.925
13963,용산구,효창원로51길,일반도로,국지도로,소로,6m미만,37.5385703895537,126.960069786302,서울 용산구 효창원로51길,1,성공,2026-04-20 11:18:09.935
13964,용산구,효창원로52길,일반도로,국지도로,소로,6m미만,37.5375459303789,126.960811327642,서울 용산구 효창원로52길,1,성공,2026-04-20 11:18:09.935
14008,용산구,후암로28마길,일반도로,국지도로,소로,6m미만,37.5502625025562,126.98062085764,서울 용산구 후암로28마길,1,성공,2026-04-20 11:18:09.956
