그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,건축면적입력건물수,건축면적누락건물수,건축면적역추산건물수,건축면적산정불가건물수,연면적입력건물수,층수입력건물수,전체건물수_per_ha,전체건물연면적합계_m2,전체건축면적합계_m2,계산건축면적합계_m2,건축면적x층수_분자,건축면적x층수_밀도,전체건물입체화재하중_분자_원본,전체건물입체화재하중_분자,면적계산가능건물수,면적보정건물수,표제부보정건물수,전체건물_입체화재하중밀도,상가수,상가수_per_ha,숙박시설수,숙박시설수_per_ha,상가숙박_개수,상가숙박_개수_per_ha,상가연면적합계_m2,숙박연면적합계_m2,상가건축면적x층수_분자,상가건축면적x층수_밀도,숙박입체화재하중_분자,상가숙박_면적층수_분자,상가숙박_면적층수_밀도,상가입체화재하중_분자,상가_입체화재하중밀도,건물데이터_0여부,면적데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0017_C0106,서초구,1165010200,양재동,1.0,17,106,50000.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,3588.62,1364.3,1364.3,3588.62,0.071772,7626.599999999999,3588.62,5.0,5.0,0.0,0.071772,4.0,0.8,1.0,0.2,5.0,1.0,3028.42,694.83,3028.42,0.060568,694.83,3723.25,0.074465,3028.42,0.060568,N,N,37.462529,127.033042,202811.365559,540234.023364,203034.972357,540457.630162
G50K_R0017_C0107,서초구,1165010200,양재동,1.0,17,107,50000.0,5.0,13.0,10.0,3.0,0.0,3.0,10.0,13.0,2.6,130411.61,26900.0,26900.0,130411.61,2.608232,248150.30000000002,130411.61,10.0,10.0,0.0,2.608232,3.0,0.6,0.0,0.0,3.0,0.6,40271.57,0.0,40271.57,0.805431,0.0,40271.57,0.805431,40271.57,0.805431,N,N,37.462528,127.035569,203034.972357,540234.023364,203258.579155,540457.630162
G50K_R0017_C0108,서초구,1165010200,양재동,1.0,17,108,50000.0,5.0,8.0,1.0,7.0,5.0,2.0,6.0,8.0,1.6,165748.89,27790.0,30545.49,165748.89,3.314978,617049.45,165748.89,6.0,6.0,0.0,3.314978,1.0,0.2,0.0,0.0,1.0,0.2,160079.44,0.0,160079.44,3.201589,0.0,160079.44,3.201589,160079.44,3.201589,N,N,37.462527,127.038096,203258.579155,540234.023364,203482.185952,540457.630162
G50K_R0017_C0110,서초구,1165010200,양재동,1.0,17,110,50000.0,5.0,10.0,5.0,5.0,0.0,5.0,5.0,10.0,2.0,286537.76,283289.58,283289.58,286537.76,5.730755,1064344.3800000001,286537.76,5.0,5.0,0.0,5.730755,1.0,0.2,0.0,0.0,1.0,0.2,71591.57,0.0,71591.57,1.431831,0.0,71591.57,1.431831,71591.57,1.431831,N,N,37.462525,127.043151,203705.79275,540234.023364,203929.399548,540457.630162
G50K_R0017_C0113,서초구,1165011000,염곡동,1.0,17,113,50000.0,5.0,78.0,32.0,46.0,22.0,24.0,54.0,78.0,15.6,22676.24,13073.0,15729.075333,22676.24,0.453525,47290.63,22676.24,54.0,54.0,0.0,0.453525,11.0,2.2,0.0,0.0,11.0,2.2,11075.46,0.0,11075.46,0.221509,0.0,11075.46,0.221509,11075.46,0.221509,N,N,37.462522,127.050734,204376.613143,540234.023364,204600.219941,540457.630162
G50K_R0017_C0114,서초구,1165011000,염곡동,1.0,17,114,50000.0,5.0,82.0,31.0,51.0,22.0,29.0,53.0,82.0,16.4,17164.224,12752.59,14741.201667,17164.224,0.343284,41530.66,17164.224,53.0,53.0,0.0,0.343284,4.0,0.8,0.0,0.0,4.0,0.8,1573.56,0.0,1573.56,0.031471,0.0,1573.56,0.031471,1573.56,0.031471,N,N,37.462521,127.053261,204600.219941,540234.023364,204823.826739,540457.630162
G50K_R0017_C0115,서초구,1165011000,염곡동,1.0,17,115,50000.0,5.0,37.0,11.0,26.0,14.0,12.0,25.0,37.0,7.4,5654.94,4212.16,5100.461667,5654.94,0.113099,13957.15,5654.94,25.0,25.0,0.0,0.113099,2.0,0.4,0.0,0.0,2.0,0.4,245.9,0.0,245.9,0.004918,0.0,245.9,0.004918,245.9,0.004918,N,N,37.46252,127.055789,204823.826739,540234.023364,205047.433537,540457.630162
G50K_R0017_C0125,서초구,1165010900,내곡동,1.0,17,125,50000.0,5.0,13.0,2.0,11.0,3.0,8.0,5.0,13.0,2.6,648.27,913.0,1103.97,648.27,0.012965,1103.97,648.27,5.0,5.0,0.0,0.012965,4.0,0.8,0.0,0.0,4.0,0.8,454.97,0.0,454.97,0.009099,0.0,454.97,0.009099,454.97,0.009099,N,N,37.462506,127.081064,207059.894716,540234.023364,207283.501514,540457.630162
G50K_R0017_C0127,서초구,1165010900,내곡동,1.0,17,127,50000.0,5.0,8.0,1.0,7.0,0.0,7.0,1.0,8.0,1.6,377.4,1810.0,1810.0,377.4,0.007548,1810.0,377.4,1.0,1.0,0.0,0.007548,1.0,0.2,0.0,0.0,1.0,0.2,377.4,0.0,377.4,0.007548,0.0,377.4,0.007548,377.4,0.007548,N,N,37.462502,127.086119,207507.108312,540234.023364,207730.71511,540457.630162
G50K_R0017_C0129,서초구,1165010900,내곡동,1.0,17,129,50000.0,5.0,18.0,2.0,16.0,0.0,16.0,2.0,18.0,3.6,213.28,147318.0,147318.0,213.28,0.004266,148473.0,213.28,2.0,2.0,0.0,0.004266,1.0,0.2,0.0,0.0,1.0,0.2,165.0,0.0,165.0,0.0033,0.0,165.0,0.0033,165.0,0.0033,N,N,37.462498,127.091174,207954.321907,540234.023364,208177.928705,540457.630162
G50K_R0017_C0131,강남구,1168011100,세곡동,1.0,17,131,50000.0,5.0,4.0,0.0,4.0,1.0,3.0,1.0,4.0,0.8,218.75,0.0,218.75,218.75,0.004375,218.75,218.75,1.0,1.0,0.0,0.004375,1.0,0.2,0.0,0.0,1.0,0.2,218.75,0.0,218.75,0.004375,0.0,218.75,0.004375,218.75,0.004375,N,N,37.462494,127.096229,208401.535503,540234.023364,208625.142301,540457.630162
G50K_R0017_C0134,강남구,1168011100,세곡동,1.0,17,134,50000.0,5.0,19.0,1.0,18.0,0.0,18.0,1.0,19.0,3.8,3681.23,834.3,834.3,3681.23,0.073625,5840.099999999999,3681.23,1.0,1.0,0.0,0.073625,1.0,0.2,0.0,0.0,1.0,0.2,3681.23,0.0,3681.23,0.073625,0.0,3681.23,0.073625,3681.23,0.073625,N,N,37.462488,127.103811,209072.355896,540234.023364,209295.962694,540457.630162
G50K_R0017_C0135,강남구,1168011100,세곡동,1.0,17,135,50000.0,5.0,41.0,7.0,34.0,22.0,12.0,29.0,41.0,8.2,5658.12,1953.0,4219.851667,5658.12,0.113162,9367.16,5658.12,29.0,29.0,0.0,0.113162,4.0,0.8,0.0,0.0,4.0,0.8,1301.05,0.0,1301.05,0.026021,0.0,1301.05,0.026021,1301.05,0.026021,N,N,37.462486,127.106339,209295.962694,540234.023364,209519.569492,540457.630162
G50K_R0017_C0138,강남구,1168011100,세곡동,1.0,17,138,50000.0,5.0,5.0,1.0,4.0,0.0,4.0,1.0,5.0,1.0,65.0,43101.0,43101.0,65.0,0.0013,43101.0,65.0,1.0,1.0,0.0,0.0013,1.0,0.2,0.0,0.0,1.0,0.2,65.0,0.0,65.0,0.0013,0.0,65.0,0.0013,65.0,0.0013,N,N,37.462478,127.113921,209966.783087,540234.023364,210190.389885,540457.630162
G50K_R0018_C0089,서초구,1165010100,방배동,1.0,18,89,50000.0,5.0,66.0,18.0,48.0,39.0,9.0,57.0,66.0,13.2,12820.575,5571.88,9460.54,12820.575,0.256412,22027.96,12820.575,57.0,57.0,0.0,0.256412,2.0,0.4,0.0,0.0,2.0,0.4,395.78,0.0,395.78,0.007916,0.0,395.78,0.007916,395.78,0.007916,N,N,37.464548,126.990074,199010.049997,540457.630162,199233.656795,540681.236959
G50K_R0018_C0100,서초구,1165010300,우면동,1.0,18,100,50000.0,5.0,19.0,8.0,11.0,5.0,6.0,13.0,19.0,3.8,2422.72,2729.27,3166.42,2422.72,0.048454,6569.84,2422.72,13.0,13.0,0.0,0.048454,2.0,0.4,0.0,0.0,2.0,0.4,147.15,0.0,147.15,0.002943,0.0,147.15,0.002943,147.15,0.002943,N,N,37.464547,127.017877,201469.724773,540457.630162,201693.33157,540681.236959
G50K_R0018_C0101,서초구,1165010300,우면동,1.0,18,101,50000.0,5.0,51.0,13.0,38.0,8.0,30.0,21.0,51.0,10.2,8693.71,5675.7,6255.59,8693.71,0.173874,18261.48,8693.71,21.0,21.0,0.0,0.173874,4.0,0.8,0.0,0.0,4.0,0.8,2963.16,0.0,2963.16,0.059263,0.0,2963.16,0.059263,2963.16,0.059263,N,N,37.464546,127.020405,201693.33157,540457.630162,201916.938368,540681.236959
G50K_R0018_C0102,서초구,1165010300,우면동,1.0,18,102,50000.0,5.0,28.0,4.0,24.0,0.0,24.0,4.0,28.0,5.6,185767.58,39712.0,39712.0,185767.58,3.715352,496848.0,185767.58,4.0,4.0,0.0,3.715352,1.0,0.2,0.0,0.0,1.0,0.2,1188.73,0.0,1188.73,0.023775,0.0,1188.73,0.023775,1188.73,0.023775,N,N,37.464546,127.022932,201916.938368,540457.630162,202140.545166,540681.236959
G50K_R0018_C0103,서초구,1165010300,우면동,1.0,18,103,50000.0,5.0,162.0,3.0,159.0,0.0,159.0,3.0,162.0,32.4,6151.5,2449.0,2449.0,6151.5,0.12303,11168.0,6151.5,3.0,3.0,0.0,0.12303,3.0,0.6,0.0,0.0,3.0,0.6,6151.5,0.0,6151.5,0.12303,0.0,6151.5,0.12303,6151.5,0.12303,N,N,37.464545,127.02546,202140.545166,540457.630162,202364.151964,540681.236959
G50K_R0018_C0106,서초구,1165010200,양재동,1.0,18,106,50000.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,499.11,0.0,499.11,499.11,0.009982,499.11,499.11,1.0,1.0,0.0,0.009982,0.0,0.0,1.0,0.2,1.0,0.2,0.0,72747.99,0.0,0.0,72747.99,72747.99,1.45496,0.0,0.0,N,N,37.464543,127.033042,202811.365559,540457.630162,203034.972357,540681.236959
G50K_R0018_C0107,서초구,1165010200,양재동,1.0,18,107,50000.0,5.0,71.0,27.0,44.0,3.0,41.0,30.0,71.0,14.2,52448.88,27665.7,28492.427,52448.88,1.048978,208023.62,52448.88,30.0,30.0,0.0,1.048978,11.0,2.2,0.0,0.0,11.0,2.2,8668.71,0.0,8668.71,0.173374,0.0,8668.71,0.173374,8668.71,0.173374,N,N,37.464543,127.03557,203034.972357,540457.630162,203258.579155,540681.236959
G50K_R0018_C0109,서초구,1165010200,양재동,1.0,18,109,50000.0,5.0,11.0,4.0,7.0,0.0,7.0,4.0,11.0,2.2,7218.1,351693.6,351693.6,7218.1,0.144362,527540.3999999999,7218.1,4.0,4.0,0.0,0.144362,2.0,0.4,0.0,0.0,2.0,0.4,7182.1,0.0,7182.1,0.143642,0.0,7182.1,0.143642,7182.1,0.143642,N,N,37.464541,127.040625,203482.185952,540457.630162,203705.79275,540681.236959
G50K_R0018_C0115,서초구,1165011000,염곡동,1.0,18,115,50000.0,5.0,12.0,6.0,6.0,3.0,3.0,9.0,12.0,2.4,2039.57,2958.0,3163.596667,2039.57,0.040791,9048.789999999999,2039.57,9.0,9.0,0.0,0.040791,1.0,0.2,0.0,0.0,1.0,0.2,49.2,0.0,49.2,0.000984,0.0,49.2,0.000984,49.2,0.000984,N,N,37.464535,127.05579,204823.826739,540457.630162,205047.433537,540681.236959
G50K_R0018_C0126,서초구,1165010900,내곡동,1.0,18,126,50000.0,5.0,29.0,2.0,27.0,1.0,26.0,3.0,29.0,5.8,464.97,934403.0,934651.4,464.97,0.009299,934651.4,464.97,3.0,3.0,0.0,0.009299,1.0,0.2,0.0,0.0,1.0,0.2,248.4,0.0,248.4,0.004968,0.0,248.4,0.004968,248.4,0.004968,N,N,37.464519,127.083594,207283.501514,540457.630162,207507.108312,540681.236959
G50K_R0018_C0128,서초구,1165010900,내곡동,1.0,18,128,50000.0,5.0,49.0,1.0,48.0,0.0,48.0,1.0,49.0,9.8,216.0,1749.0,1749.0,216.0,0.00432,1749.0,216.0,1.0,1.0,0.0,0.00432,1.0,0.2,0.0,0.0,1.0,0.2,216.0,0.0,216.0,0.00432,0.0,216.0,0.00432,216.0,0.00432,N,N,37.464515,127.088649,207730.71511,540457.630162,207954.321907,540681.236959
G50K_R0018_C0135,강남구,1168011100,세곡동,1.0,18,135,50000.0,5.0,30.0,7.0,23.0,13.0,10.0,20.0,30.0,6.0,5475.8,2369.0,4425.705,5475.8,0.109516,9772.15,5475.8,20.0,20.0,0.0,0.109516,4.0,0.8,0.0,0.0,4.0,0.8,2726.31,0.0,2726.31,0.054526,0.0,2726.31,0.054526,2726.31,0.054526,N,N,37.4645,127.106342,209295.962694,540457.630162,209519.569492,540681.236959
G50K_R0018_C0136,강남구,1168011100,세곡동,1.0,18,136,50000.0,5.0,6.0,0.0,6.0,2.0,4.0,2.0,6.0,1.2,814.48,0.0,814.48,814.48,0.01629,814.48,814.48,2.0,2.0,0.0,0.01629,2.0,0.4,0.0,0.0,2.0,0.4,814.48,0.0,814.48,0.01629,0.0,814.48,0.01629,814.48,0.01629,N,N,37.464498,127.108869,209519.569492,540457.630162,209743.176289,540681.236959
G50K_R0019_C0088,서초구,1165010100,방배동,1.0,19,88,50000.0,5.0,28.0,11.0,17.0,7.0,10.0,18.0,28.0,5.6,5214.32,4089.0,4793.865,5214.32,0.104286,12175.73,5214.32,18.0,18.0,0.0,0.104286,3.0,0.6,0.0,0.0,3.0,0.6,697.5,0.0,697.5,0.01395,0.0,697.5,0.01395,697.5,0.01395,N,N,37.466562,126.987546,198786.4432,540681.236959,199010.049997,540904.843757
G50K_R0019_C0089,서초구,1165010100,방배동,1.0,19,89,50000.0,5.0,90.0,38.0,52.0,45.0,7.0,83.0,90.0,18.0,20138.67,11850.58,16373.635,20138.67,0.402773,38440.27,20138.67,83.0,83.0,0.0,0.402773,5.0,1.0,0.0,0.0,5.0,1.0,1422.37,0.0,1422.37,0.028447,0.0,1422.37,0.028447,1422.37,0.028447,N,N,37.466562,126.990073,199010.049997,540681.236959,199233.656795,540904.843757
G50K_R0019_C0100,서초구,1165010300,우면동,1.0,19,100,50000.0,5.0,14.0,9.0,5.0,4.0,1.0,13.0,14.0,2.8,2956.03,3337.0,3645.5,2956.03,0.059121,8725.0,2956.03,13.0,13.0,0.0,0.059121,1.0,0.2,0.0,0.0,1.0,0.2,192.15,0.0,192.15,0.003843,0.0,192.15,0.003843,192.15,0.003843,N,N,37.466561,127.017877,201469.724773,540681.236959,201693.33157,540904.843757
G50K_R0019_C0101,서초구,1165010300,우면동,1.0,19,101,50000.0,5.0,68.0,36.0,32.0,20.0,12.0,56.0,68.0,13.6,13645.23,24007.99,25530.85,13645.23,0.272905,76682.22,13645.23,56.0,56.0,0.0,0.272905,7.0,1.4,0.0,0.0,7.0,1.4,1587.07,0.0,1587.07,0.031741,0.0,1587.07,0.031741,1587.07,0.031741,N,N,37.466561,127.020405,201693.33157,540681.236959,201916.938368,540904.843757
G50K_R0019_C0102,서초구,1165010300,우면동,1.0,19,102,50000.0,5.0,39.0,5.0,34.0,0.0,34.0,5.0,39.0,7.8,9380.77,12462.0,12462.0,9380.77,0.187615,72725.0,9380.77,5.0,5.0,0.0,0.187615,2.0,0.4,0.0,0.0,2.0,0.4,3467.87,0.0,3467.87,0.069357,0.0,3467.87,0.069357,3467.87,0.069357,N,N,37.466561,127.022933,201916.938368,540681.236959,202140.545166,540904.843757
G50K_R0019_C0105,서초구,1165010200,양재동,1.0,19,105,50000.0,5.0,10.0,1.0,9.0,0.0,9.0,1.0,10.0,2.0,133.0,74380.5,74380.5,133.0,0.00266,74380.5,133.0,1.0,1.0,0.0,0.00266,1.0,0.2,0.0,0.0,1.0,0.2,133.0,0.0,133.0,0.00266,0.0,133.0,0.00266,133.0,0.00266,N,N,37.466559,127.030516,202587.758761,540681.236959,202811.365559,540904.843757
G50K_R0019_C0107,서초구,1165010200,양재동,1.0,19,107,50000.0,5.0,48.0,43.0,5.0,0.0,5.0,43.0,48.0,9.6,40972.33,18444.75,18444.75,40972.33,0.819447,90410.56,40972.33,43.0,43.0,0.0,0.819447,15.0,3.0,0.0,0.0,15.0,3.0,13433.72,0.0,13433.72,0.268674,0.0,13433.72,0.268674,13433.72,0.268674,N,N,37.466557,127.035571,203034.972357,540681.236959,203258.579155,540904.843757
G50K_R0019_C0109,서초구,1165010200,양재동,1.0,19,109,50000.0,5.0,37.0,13.0,24.0,0.0,24.0,13.0,37.0,7.4,96425.49,949500.1,949500.1,96425.49,1.92851,3024687.6999999997,96425.49,13.0,13.0,0.0,1.92851,5.0,1.0,0.0,0.0,5.0,1.0,23403.19,0.0,23403.19,0.468064,0.0,23403.19,0.468064,23403.19,0.468064,N,N,37.466556,127.040626,203482.185952,540681.236959,203705.79275,540904.843757
G50K_R0019_C0110,서초구,1165010200,양재동,1.0,19,110,50000.0,5.0,63.0,52.0,11.0,0.0,11.0,52.0,63.0,12.6,38589.72,16856.9,16856.9,38589.72,0.771794,81209.7,38589.72,52.0,52.0,0.0,0.771794,26.0,5.2,0.0,0.0,26.0,5.2,18566.22,0.0,18566.22,0.371324,0.0,18566.22,0.371324,18566.22,0.371324,N,N,37.466555,127.043154,203705.79275,540681.236959,203929.399548,540904.843757
G50K_R0019_C0111,서초구,1165010200,양재동,2.0,19,111,50000.0,5.0,16.0,5.0,11.0,6.0,5.0,11.0,16.0,3.2,54407.72,13808.59,15560.861538,54407.72,1.088154,153962.44999999998,54407.72,11.0,11.0,0.0,1.088154,2.0,0.4,0.0,0.0,2.0,0.4,4280.24,0.0,4280.24,0.085605,0.0,4280.24,0.085605,4280.24,0.085605,N,N,37.466554,127.045681,203929.399548,540681.236959,204153.006346,540904.843757
G50K_R0019_C0129,강남구,1168011100,세곡동,1.0,19,129,50000.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.4,294.38,0.0,294.38,294.38,0.005888,294.38,294.38,1.0,1.0,0.0,0.005888,1.0,0.2,0.0,0.0,1.0,0.2,294.38,0.0,294.38,0.005888,0.0,294.38,0.005888,294.38,0.005888,N,N,37.466528,127.091179,207954.321907,540681.236959,208177.928705,540904.843757
G50K_R0019_C0133,강남구,1168011100,세곡동,1.0,19,133,50000.0,5.0,56.0,1.0,55.0,0.0,55.0,1.0,56.0,11.2,12924.18,1952.0,1952.0,12924.18,0.258484,21472.0,12924.18,1.0,1.0,0.0,0.258484,1.0,0.2,0.0,0.0,1.0,0.2,12924.18,0.0,12924.18,0.258484,0.0,12924.18,0.258484,12924.18,0.258484,N,N,37.466519,127.101289,208848.749098,540681.236959,209072.355896,540904.843757
G50K_R0019_C0135,강남구,1168011100,세곡동,1.0,19,135,50000.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.4,19.83,0.0,19.83,19.83,0.000397,19.83,19.83,1.0,1.0,0.0,0.000397,1.0,0.2,0.0,0.0,1.0,0.2,19.83,0.0,19.83,0.000397,0.0,19.83,0.000397,19.83,0.000397,N,N,37.466515,127.106345,209295.962694,540681.236959,209519.569492,540904.843757
G50K_R0019_C0136,강남구,1168011100,세곡동,1.0,19,136,50000.0,5.0,37.0,12.0,25.0,21.0,4.0,33.0,37.0,7.4,7615.88,7332.7,9206.31,7615.88,0.152318,17699.29,7615.88,33.0,33.0,0.0,0.152318,2.0,0.4,0.0,0.0,2.0,0.4,1129.97,0.0,1129.97,0.022599,0.0,1129.97,0.022599,1129.97,0.022599,N,N,37.466513,127.108872,209519.569492,540681.236959,209743.176289,540904.843757
G50K_R0019_C0140,강남구,1168011100,세곡동,1.0,19,140,50000.0,5.0,34.0,7.0,27.0,2.0,25.0,9.0,34.0,6.8,3813.12,6451.0,6811.7,3813.12,0.076262,14490.14,3813.12,9.0,9.0,0.0,0.076262,9.0,1.8,0.0,0.0,9.0,1.8,3813.12,0.0,3813.12,0.076262,0.0,3813.12,0.076262,3813.12,0.076262,N,N,37.466503,127.118983,210413.996683,540681.236959,210637.60348,540904.843757
G50K_R0019_C0141,강남구,1168011100,세곡동,1.0,19,141,50000.0,5.0,12.0,1.0,11.0,0.0,11.0,1.0,12.0,2.4,43.2,18218.0,18218.0,43.2,0.000864,18218.0,43.2,1.0,1.0,0.0,0.000864,1.0,0.2,0.0,0.0,1.0,0.2,43.2,0.0,43.2,0.000864,0.0,43.2,0.000864,43.2,0.000864,N,N,37.4665,127.12151,210637.60348,540681.236959,210861.210278,540904.843757
G50K_R0019_C0142,송파구,1171010900,장지동,1.0,19,142,50000.0,5.0,10.0,1.0,9.0,2.0,7.0,3.0,10.0,2.0,530.61,2283.0,2441.58,530.61,0.010612,2467.86,530.61,3.0,3.0,0.0,0.010612,1.0,0.2,0.0,0.0,1.0,0.2,52.56,0.0,52.56,0.001051,0.0,52.56,0.001051,52.56,0.001051,N,N,37.466498,127.124038,210861.210278,540681.236959,211084.817076,540904.843757
G50K_R0020_C0088,서초구,1165010100,방배동,1.0,20,88,50000.0,5.0,23.0,7.0,16.0,4.0,12.0,11.0,23.0,4.6,30142.67,21467.0,21872.32,30142.67,0.602853,144637.64,30142.67,11.0,11.0,0.0,0.602853,1.0,0.2,0.0,0.0,1.0,0.2,256.61,0.0,256.61,0.005132,0.0,256.61,0.005132,256.61,0.005132,N,N,37.468577,126.987546,198786.4432,540904.843757,199010.049997,541128.450555
G50K_R0020_C0089,서초구,1165010100,방배동,1.0,20,89,50000.0,5.0,41.0,13.0,28.0,24.0,4.0,37.0,41.0,8.2,8889.75,4069.5,6487.2,8889.75,0.177795,15815.4,8889.75,37.0,37.0,0.0,0.177795,2.0,0.4,0.0,0.0,2.0,0.4,412.78,0.0,412.78,0.008256,0.0,412.78,0.008256,412.78,0.008256,N,N,37.468577,126.990073,199010.049997,540904.843757,199233.656795,541128.450555
G50K_R0020_C0102,서초구,1165010300,우면동,1.0,20,102,50000.0,5.0,10.0,3.0,7.0,3.0,4.0,6.0,10.0,2.0,7045.96,1734.3,2712.625,7045.96,0.140919,10349.92,7045.96,6.0,6.0,0.0,0.140919,1.0,0.2,0.0,0.0,1.0,0.2,131.34,0.0,131.34,0.002627,0.0,131.34,0.002627,131.34,0.002627,N,N,37.468575,127.022933,201916.938368,540904.843757,202140.545166,541128.450555
G50K_R0020_C0103,서초구,1165010300,우면동,1.0,20,103,50000.0,5.0,68.0,62.0,6.0,2.0,4.0,64.0,68.0,13.6,35763.26,17263.88,17470.7,35763.26,0.715265,74802.68,35763.26,64.0,64.0,0.0,0.715265,4.0,0.8,0.0,0.0,4.0,0.8,1228.59,0.0,1228.59,0.024572,0.0,1228.59,0.024572,1228.59,0.024572,N,N,37.468575,127.025461,202140.545166,540904.843757,202364.151964,541128.450555
G50K_R0020_C0104,서초구,1165010300,우면동,1.0,20,104,50000.0,5.0,32.0,26.0,6.0,2.0,4.0,28.0,32.0,6.4,30221.74,54231.6,55054.945,30221.74,0.604435,180097.33,30221.74,28.0,28.0,0.0,0.604435,7.0,1.4,0.0,0.0,7.0,1.4,6237.96,0.0,6237.96,0.124759,0.0,6237.96,0.124759,6237.96,0.124759,N,N,37.468574,127.027989,202364.151964,540904.843757,202587.758761,541128.450555
G50K_R0020_C0105,서초구,1165010200,양재동,1.0,20,105,50000.0,5.0,16.0,2.0,14.0,0.0,14.0,1.0,16.0,3.2,72.0,148761.0,148761.0,74452.5,1.48905,148761.0,74452.5,2.0,1.0,0.0,1.48905,2.0,0.4,0.0,0.0,2.0,0.4,72.0,0.0,74452.5,1.48905,0.0,74452.5,1.48905,74452.5,1.48905,N,N,37.468574,127.030516,202587.758761,540904.843757,202811.365559,541128.450555
G50K_R0020_C0109,서초구,1165010200,양재동,1.0,20,109,50000.0,5.0,57.0,49.0,8.0,5.0,3.0,54.0,57.0,11.4,40141.66,18155.01,18760.24419,40141.66,0.802833,90735.49,40141.66,54.0,54.0,0.0,0.802833,39.0,7.8,0.0,0.0,39.0,7.8,31915.21,0.0,31915.21,0.638304,0.0,31915.21,0.638304,31915.21,0.638304,N,N,37.468571,127.040627,203482.185952,540904.843757,203705.79275,541128.450555
G50K_R0020_C0110,서초구,1165010200,양재동,1.0,20,110,50000.0,5.0,159.0,145.0,14.0,11.0,3.0,156.0,159.0,31.8,69249.125,32324.1,33123.427667,69249.125,1.384982,145741.17,69249.125,156.0,156.0,0.0,1.384982,55.0,11.0,0.0,0.0,55.0,11.0,29477.41,0.0,29477.41,0.589548,0.0,29477.41,0.589548,29477.41,0.589548,N,N,37.46857,127.043155,203705.79275,540904.843757,203929.399548,541128.450555
G50K_R0020_C0111,서초구,1165010200,양재동,1.0,20,111,50000.0,5.0,105.0,98.0,7.0,7.0,0.0,105.0,105.0,21.0,68549.45,27910.8,28751.7525,68549.45,1.370989,143019.58,68549.45,105.0,105.0,0.0,1.370989,23.0,4.6,0.0,0.0,23.0,4.6,14757.83,0.0,14757.83,0.295157,0.0,14757.83,0.295157,14757.83,0.295157,N,N,37.468569,127.045683,203929.399548,540904.843757,204153.006346,541128.450555
G50K_R0020_C0131,강남구,1168011100,세곡동,1.0,20,131,50000.0,5.0,34.0,10.0,24.0,15.0,9.0,25.0,34.0,6.8,5758.267,3955.0,4913.816667,5758.267,0.115165,12294.26,5758.267,25.0,25.0,0.0,0.115165,4.0,0.8,0.0,0.0,4.0,0.8,1574.137,0.0,1574.137,0.031483,0.0,1574.137,0.031483,1574.137,0.031483,N,N,37.468538,127.096237,208401.535503,540904.843757,208625.142301,541128.450555
G50K_R0020_C0132,강남구,1168011100,세곡동,1.0,20,132,50000.0,5.0,55.0,18.0,37.0,24.0,13.0,42.0,55.0,11.0,10025.71,7595.0,9305.838333,10025.71,0.200514,23636.01,10025.71,42.0,42.0,0.0,0.200514,4.0,0.8,0.0,0.0,4.0,0.8,1535.63,0.0,1535.63,0.030713,0.0,1535.63,0.030713,1535.63,0.030713,N,N,37.468536,127.098764,208625.142301,540904.843757,208848.749098,541128.450555
G50K_R0020_C0133,강남구,1168011100,세곡동,1.0,20,133,50000.0,5.0,36.0,14.0,22.0,10.0,12.0,24.0,36.0,7.2,5913.09,5048.0,5747.548333,5913.09,0.118262,14955.45,5913.09,24.0,24.0,0.0,0.118262,4.0,0.8,0.0,0.0,4.0,0.8,968.1,0.0,968.1,0.019362,0.0,968.1,0.019362,968.1,0.019362,N,N,37.468534,127.101292,208848.749098,540904.843757,209072.355896,541128.450555
G50K_R0020_C0135,강남구,1168011300,율현동,1.0,20,135,50000.0,5.0,4.0,2.0,2.0,0.0,2.0,2.0,4.0,0.8,4584.01,3198.0,3198.0,4584.01,0.09168,14512.0,4584.01,2.0,2.0,0.0,0.09168,1.0,0.2,0.0,0.0,1.0,0.2,993.69,0.0,993.69,0.019874,0.0,993.69,0.019874,993.69,0.019874,N,N,37.46853,127.106347,209295.962694,540904.843757,209519.569492,541128.450555
G50K_R0021_C0087,서초구,1165010100,방배동,1.0,21,87,50000.0,5.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,0.6,642.57,3455.0,3455.0,642.57,0.012851,10365.0,642.57,2.0,2.0,0.0,0.012851,1.0,0.2,0.0,0.0,1.0,0.2,451.8,0.0,451.8,0.009036,0.0,451.8,0.009036,451.8,0.009036,N,N,37.470591,126.985017,198562.836402,541128.450555,198786.4432,541352.057353
