구,동,숙소명,위도,경도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,시설규모/연면적,nearest5_mean_damage_thousand_krw,nearest5_median_damage_thousand_krw,nearest5_min_distance_km,nearest5_mean_distance_km,nearest1_damage_thousand_krw,nearest1_distance_km,nearest1_fire_year,nearest2_damage_thousand_krw,nearest2_distance_km,nearest2_fire_year,nearest3_damage_thousand_krw,nearest3_distance_km,nearest3_fire_year,nearest4_damage_thousand_krw,nearest4_distance_km,nearest4_fire_year,nearest5_damage_thousand_krw,nearest5_distance_km,nearest5_fire_year 
강남구,역삼동,호텔 그라모스 서울 강남,37.4998015,127.03908209,6,100.0,0.6010318916521397,0.1165,0.45,12,1996.4,1876.0,491.0,0.024782699380050392,0.07109170599313588,4570,0.024782699380050392,2022,491,0.05905251333624168,2023,0,0.08620376959332096,2020,4295,0.0863176935501801,2022,24,0.09910185410588629,2024
강남구,역삼동,호텔 컬리넌 역삼,37.49863731,127.04129584,13,100.0,0.2530906276821618,0.1165,0.85,11,1999.26,14406.8,1401.0,0.08048110955038104,0.089855179221888,4906,0.08048110955038104,2018,5,0.08131254113040562,2021,1401,0.08860946396483563,2017,65450,0.09692626292159227,2024,272,0.10194651854222549,2024
강남구,역삼동,호텔 신라스테이 역삼(Hotel Shilla Stay Yeoksam),37.50189663,127.04047353,5,0.0,0.5561813254867879,0.115,0.0,20,24392.0,467.8,440.0,0.05869155313829663,0.09448171817528407,1386,0.05869155313829663,2021,459,0.07403476758901173,2020,440,0.10924469368494338,2017,12,0.11502047380584401,2023,42,0.11541710265832457,2018
강남구,신사동,다도,37.51870635,127.01919064,4,75.0,0.7830421846764933,0.1394,0.0,4,567.0,929.8,467.0,0.08502772985756656,0.0963095719686898,467,0.08502772985756656,2017,2035,0.09567045801596818,2019,400,0.09745661367967934,2019,1434,0.0975990513979625,2021,313,0.10579400689227245,2020
강남구,신사동,호텔 안테룸 서울,37.51609982,127.02442977,13,92.3,0.9313581639962748,0.1065,0.85,23,3670.0,1900.8,387.0,0.041088683878908024,0.07597058470270121,4431,0.041088683878908024,2024,387,0.06358902349477513,2022,4453,0.08361957308209193,2024,176,0.09009605039009427,2019,57,0.10145959266763668,2022
강남구,역삼동,파크뷰 강남 호스텔,37.4946957,127.02983756,6,16.7,1.0381543196309957,0.1079,0.7,15,143.0,2435.0,807.0,0.010562737082794151,0.04671378667388064,807,0.010562737082794151,2019,3072,0.034948546267474,2018,52,0.04980117871794173,2024,270,0.06845264139565198,2017,7974,0.06980382990554133,2018
강남구,논현동,GAM,37.51012645,127.03248712,6,83.3,0.4767541918554661,0.1394,0.12,5,428.0,6995.8,171.0,0.01898282238589838,0.05211335215190212,154,0.01898282238589838,2019,33229,0.033235066246793864,2017,171,0.0614989293281669,2022,1320,0.06187165433868895,2022,105,0.08497828845996246,2020
강남구,역삼동,주)조선호텔앤리조트 조선팰리스강남,37.50046096,127.04070191,9,66.7,1.1505720275988207,0.105,0.45,43,239252.0,173.8,104.0,0.04559752686453615,0.07607013195515122,42,0.04559752686453615,2018,189,0.06121584678800829,2017,104,0.07689972602979746,2022,459,0.09750427792966519,2020,75,0.09913328216374899,2020
강남구,삼성동,그랜드인터컨티넨탈 서울 파르나스,37.50629703,127.06010268,11,63.6,1.2567233697114648,0.2863,0.7,41,128324.0,7075.2,421.0,0.012355454963583045,0.05883289688676359,26893,0.012355454963583045,2021,19,0.047401240246781745,2020,48,0.07312669900711957,2017,421,0.07320904923484439,2023,7995,0.08807204098148916,2021
강남구,대치동,이비스 스타일 앰배서더 강남,37.50236069,127.05627838,14,57.1,1.2718840099421465,0.1308,0.25,20,17842.0,3404.4,2823.0,0.06444167442723472,0.08405182123420953,8479,0.06444167442723472,2018,1009,0.07396443845674977,2020,20,0.09051967055313981,2023,2823,0.09437235896226322,2022,4691,0.09696096377166008,2017
강남구,논현동,렉스 관광 호텔,37.51162065,127.01975071,21,95.2,1.6943946349100658,0.1293,0.35,12,3651.0,458.6,424.0,0.050059907427393927,0.05814968739494445,92,0.050059907427393927,2023,424,0.050060220815082684,2020,636,0.052813568300996025,2024,1141,0.05921789474279888,2022,0,0.07859684568845074,2020
강남구,대치동,파크하얏트서울,37.50581599,127.06335663,1,0.0,1.1793477570205468,0.1279,0.7,28,22998.0,2373.4,390.0,0.0830811416860689,0.11794055814672774,2,0.0830811416860689,2023,3432,0.09464131021664487,2020,390,0.13008442008493393,2021,7883,0.13088045844968782,2022,160,0.15101546029630325,2017
강남구,논현동,베스트웨스턴 프리미어 강남호텔,37.50361313,127.02900491,16,87.5,0.4889123963352756,0.1293,0.85,20,6957.0,2765.8,151.0,0.055933947530785864,0.08762727987755292,53,0.055933947530785864,2017,151,0.06584346138049883,2018,13425,0.08729091768991859,2022,11,0.0984469711842483,2020,189,0.13062110160231297,2017
강남구,역삼동,트리아관광호텔,37.50009682,127.03861867,1,100.0,0.7848143690857691,0.1509,0.45,10,3002.0,1597.4,491.0,0.04526162956609463,0.06388308938986158,4570,0.04526162956609463,2022,2444,0.048890705187323816,2018,491,0.0556916711202186,2023,24,0.08056060848811668,2024,458,0.08901083258755413,2022
강남구,신사동,라까사호텔,37.51923895,127.01875978,2,100.0,1.848948441212516,0.1594,0.0,7,4638.0,2019.8,1650.0,0.0689722190195047,0.08318743987752972,3850,0.0689722190195047,2022,1650,0.07819998260147681,2018,400,0.08612969526980084,2019,2765,0.08761942589666846,2021,1434,0.09501587660019786,2021
강남구,역삼동,AC 호텔 바이 메리어트 서울 강남,37.4985048,127.03466624,13,30.8,1.052219249098399,0.1179,0.85,28,18428.0,919.2,259.0,0.03138205006966758,0.0333612891266873,113,0.03138205006966758,2019,259,0.03249801932463992,2017,2205,0.03249801932463992,2024,23,0.03521417845724454,2017,1996,0.03521417845724454,2021
강남구,청담동,호텔리베라서울,37.52114314,127.05333406,2,0.0,0.0,0.1536,0.85,20,42109.0,1090.4,448.0,0.09102086159613687,0.145812495436399,4506,0.09102086159613687,2020,480,0.14117240292132271,2019,18,0.1505845147084265,2017,0,0.16861324001753894,2020,448,0.17767145793856984,2022
강남구,역삼동,삼정관광호텔,37.50308327,127.0305267,14,92.9,0.7207623475929187,0.1608,0.85,13,13277.0,20581.6,800.0,0.03057136281745636,0.08700834126541926,136,0.03057136281745636,2017,66,0.06126854852164344,2018,800,0.07172944203031005,2024,75925,0.13110612856722043,2024,25981,0.140366224390466,2021
강남구,신사동,선샤인 관광호텔,37.51778993,127.02795714,18,100.0,0.514778198081814,0.158,0.85,9,9070.0,4457.0,384.0,0.09120156005708398,0.09681821214379543,286,0.09120156005708398,2018,89,0.09399340214143033,2023,384,0.0943544728434836,2022,3198,0.0978817442446083,2022,18328,0.10665988143237097,2017
강남구,논현동,그랜드머큐어 임피리얼팰리스서울,37.51123509,127.03508651,13,69.2,0.2889128418379135,0.2863,0.85,23,19601.0,16219.0,3222.0,0.0962887850436588,0.10883696734210613,8,0.0962887850436588,2020,71940,0.10149600421702444,2018,5791,0.11101484548697553,2023,134,0.11769260098143597,2022,3222,0.11769260098143597,2022
강남구,논현동,엘리에나호텔,37.50816269,127.03019882,26,96.2,0.7341662000044906,0.1465,0.85,19,21262.0,236.6,121.0,0.05626482456667779,0.07407625293470914,48,0.05626482456667779,2020,34,0.06363352415940146,2019,499,0.07361319431694861,2024,121,0.08716971295392016,2017,481,0.08970000867659769,2017
강남구,역삼동,노보텔 앰배서더 강남,37.50255272,127.02807773,15,100.0,0.4239596907443287,0.1451,0.85,22,41813.0,792.4,229.0,0.060554719701108824,0.07272544398959614,24,0.060554719701108824,2023,2741,0.06055796499879793,2017,874,0.06675454905912673,2021,94,0.08275770824020694,2019,229,0.09300227794874028,2019
강남구,청담동,라비타 호텔,37.51868782,127.05615596,8,87.5,0.3900564827553193,0.148,0.7,8,2849.0,1094.2,101.0,0.020425492115390503,0.0715673405887976,3819,0.020425492115390503,2019,29,0.066932081036663,2019,80,0.07385744915552261,2024,101,0.09752396353488785,2020,1442,0.09909771710152403,2017
강남구,삼성동,웨스틴 서울 파르나스,37.50977042,127.05802923,7,28.6,0.9051174312760298,0.2656,0.55,35,5818.0,4300.0,127.0,0.020349120806704795,0.057316150222159926,50,0.020349120806704795,2017,20859,0.0454896671870631,2022,442,0.060940681376494193,2022,127,0.07192713429673744,2024,22,0.08787414744380012,2024
강남구,삼성동,호텔 오크우드 프리미어,37.50977042,127.05802923,7,28.6,0.9051174312760298,0.1322,0.55,56,55869.0,4300.0,127.0,0.020349120806704795,0.057316150222159926,50,0.020349120806704795,2017,20859,0.0454896671870631,2022,442,0.060940681376494193,2022,127,0.07192713429673744,2024,22,0.08787414744380012,2024
강남구,논현동,파티오7,37.5150573,127.02846638,12,75.0,0.650373364576659,0.1094,0.85,16,5335.0,2527.4,194.0,0.03132032533961293,0.0719539057249343,170,0.03132032533961293,2021,11989,0.038976128219960535,2017,64,0.09051976749634129,2017,220,0.09396012535927017,2019,194,0.1049931822094866,2021
강남구,삼성동,GOYOO INN & CABINS,37.50419718,127.05241454,8,50.0,1.3437347467010947,0.1022,0.85,12,198.0,3105.8,481.0,0.026523321693042032,0.032620771598047854,9729,0.026523321693042032,2021,481,0.03290104608031313,2020,33,0.03290104608031313,2019,5057,0.03508101496727808,2019,229,0.03569742916929289,2023
강남구,역삼동,와사비 하우스,37.49195128,127.02980592,5,20.0,0.1889660995126232,0.1222,0.0,11,2000.0,8255.0,935.0,0.04373054326033643,0.05357627595692484,3,0.04373054326033643,2020,55,0.04807424219835257,2023,1643,0.0500750833987796,2021,38639,0.058803078667158025,2024,935,0.06719843225999753,2023
강남구,논현동,화이트린넨하우스 호스텔,37.5149934,127.02450701,9,11.1,0.4329972114983659,0.1536,0.85,6,834.0,13884.6,2700.0,0.05225797132357153,0.09527574491193229,18,0.05225797132357153,2021,62182,0.08563540640092063,2023,2700,0.10863233384924709,2018,92,0.112421541059596,2022,4431,0.11743147192632619,2024
강남구,논현동,에이든 청담호텔,37.51726775,127.02969198,11,81.8,0.4767541918554661,0.1094,0.85,24,9301.86,1637.6,286.0,0.02920512583903268,0.06320576873022207,981,0.02920512583903268,2020,6833,0.05597516595042126,2022,286,0.07606558219596422,2018,69,0.07696759776505581,2024,19,0.07781537190063642,2020
강남구,삼성동,호텔 크레센도 서울,37.50806468,127.04611588,1,0.0,0.1421744887805426,0.1094,0.18,17,4998.0,209.4,209.0,0.08238998925208839,0.13637259197558982,491,0.08238998925208839,2017,209,0.10804953911965191,2019,31,0.134727918567472,2017,287,0.1743124820314314,2024,29,0.18238303090730534,2019
강남구,논현동,아난티 앳 강남,37.51484148,127.02879629,14,85.7,0.2358701058534324,0.1036,0.85,16,16770.0,2523.6,194.0,0.02932616448841876,0.06052596323258276,170,0.02932616448841876,2021,220,0.05627100844695316,2019,45,0.06771721798643791,2023,11989,0.07202739749629133,2017,194,0.07728802774481264,2021
송파구,잠실동,호텔롯데 롯데호텔월드,37.50853565,127.09714783,3,33.3,1.06333047452347,0.1509,0.18,10,95611.0,119.6,41.0,0.051593866039656856,0.14776004295764905,41,0.051593866039656856,2018,30,0.11306939045731071,2017,184,0.14306260329744522,2018,14,0.20349224472518251,2019,329,0.22758211026864983,2019
송파구,문정동,메리제인호텔,37.4828826,127.12275365,0,0.0,0.3737693772980324,0.1079,0.45,10,996.0,489.0,300.0,0.038041381302039115,0.05470814743848025,1330,0.038041381302039115,2019,211,0.038041381302039115,2020,570,0.04676669468310611,2017,300,0.07293374049795269,2021,34,0.07775753940726421,2019
송파구,잠실동,호텔 더 캐슬(신천),37.50834852,127.08101899,23,95.7,1.283153602200377,0.1079,1.0,18,2983.0,4216.0,70.0,0.028698553587540598,0.04715399271445446,11,0.028698553587540598,2024,14,0.030015709297930123,2022,20889,0.04603091942616027,2023,96,0.0636000441193526,2020,70,0.0674247371412887,2018
송파구,가락동,부티크 호텔 XYM,37.49414553,127.12059352,4,0.0,1.867477020686977,0.1079,0.25,9,971.0,1028.8,151.0,0.01957361339430819,0.07076985115094883,151,0.01957361339430819,2019,3902,0.0698545828768786,2022,1000,0.08267247834459661,2019,25,0.09015829652415995,2024,66,0.09159028461480077,2024
송파구,방이동,오로시에 관광호텔,37.51300989,127.10837286,14,64.3,0.6007738604289301,0.1322,1.0,10,2069.0,13409.8,295.0,0.012834060857858392,0.031283264242560276,295,0.012834060857858392,2017,197,0.020678458320138177,2020,64680,0.028347602998559582,2022,101,0.0425860432024187,2022,1776,0.05197015583382653,2023
송파구,방이동,호텔 더 캐슬(방이1),37.5127031,127.10828696,11,54.5,1.0431824837287786,0.1079,1.0,18,2807.0,13134.6,295.0,0.03210353302457065,0.04593671001817106,197,0.03210353302457065,2020,64680,0.03752861520395204,2022,295,0.04622321561309594,2017,400,0.051312214710490446,2019,101,0.06251597153874625,2022
송파구,방이동,호텔베네 롯데타워점,37.51311401,127.10931237,19,94.7,0.9014756460890144,0.1,1.0,18,2896.0,314.2,260.0,0.025550847681589543,0.03362730731816856,427,0.025550847681589543,2023,100,0.025552593989025686,2018,260,0.027406775165491507,2022,738,0.04481093610761334,2023,46,0.044815383647122765,2019
송파구,잠실동,포레스타,37.50822063,127.08059447,25,92.0,1.2284702759263235,0.1094,1.0,14,1994.0,4197.2,14.0,0.03244136644150595,0.057870383695277285,20889,0.03244136644150595,2023,11,0.04201480038998835,2024,2,0.05971602101672092,2024,14,0.06967444217826665,2022,70,0.08550528844990454,2018
송파구,신천동,소피텔 앰배서더 서울 호텔 앤 서비스드 레지던스(가족호텔),37.51113193,127.10560863,0,0.0,0.0363676441708748,0.105,1.0,37,97496.0,108.4,73.0,0.12650140841344623,0.1407626604519179,73,0.12650140841344623,2019,337,0.12895733416197733,2019,77,0.14209906958187996,2020,28,0.14764186903888982,2024,27,0.15861362106339616,2018
송파구,송파동,아이앤유스테이,37.50566174,127.1056928,19,84.2,1.238241261160751,0.1536,1.0,6,141.0,206.2,275.0,0.04488445910350325,0.061211312901805856,40,0.04488445910350325,2024,290,0.05867875873382968,2024,275,0.06365837314240298,2021,396,0.06914804262973605,2020,30,0.06968693089955727,2019
송파구,방이동,호텔 더 캐슬(방이2),37.51259727,127.10833202,11,54.5,1.2379478827102277,0.105,1.0,18,1487.0,13134.6,295.0,0.03871940072608913,0.05171891340477282,197,0.03871940072608913,2020,400,0.039120159707121724,2019,64680,0.04964317463304007,2022,295,0.05631577631442931,2017,101,0.07479605564318383,2022
송파구,삼전동,호텔인피니,37.49945303,127.09529052,21,81.0,0.8888917576860407,0.1293,1.0,9,1463.0,29.8,12.0,0.019095594270411968,0.03204655557021906,78,0.019095594270411968,2018,53,0.02663791560757782,2022,1,0.034700295309231716,2018,12,0.03591999595830552,2024,5,0.043878976705568264,2024
송파구,삼전동,24게스트하우스(서울 잠실점),37.50055228,127.08861564,19,89.5,0.5162164724008671,0.1509,0.85,6,168.0,1308.0,22.0,0.02402695968794201,0.05668700270131759,20,0.02402695968794201,2019,5,0.025897161056160134,2023,22,0.06389272436354945,2023,410,0.07515427646929113,2024,6083,0.09446389192964519,2020
송파구,방이동,주식회사 딜라이트 호텔,37.51263713,127.10853018,15,73.3,0.9594629037393638,0.138,1.0,11,2349.0,13123.6,295.0,0.02886730835541903,0.05039499326156188,197,0.02886730835541903,2020,400,0.04535154819930994,2019,295,0.05063025752604741,2017,64680,0.057163505506654416,2022,46,0.0699623467203786,2019
송파구,방이동,HOTEL RAUM(라움),37.51299912,127.11306397,20,95.0,0.8954876042443918,0.1351,0.85,10,3181.0,225.2,176.0,0.044773858698512324,0.05902095794579594,452,0.044773858698512324,2019,449,0.05577377610515483,2023,24,0.057547192287797165,2024,176,0.06647570016727639,2019,25,0.07053426247023897,2017
송파구,석촌동,CORNER HOTEL,37.49888583,127.10896725,2,0.0,0.0,0.1608,1.0,5,2166.0,2195.0,102.0,0.025952266292082214,0.11793087597581937,14,0.025952266292082214,2019,154,0.051917129521160704,2020,26,0.15915386060159753,2023,10679,0.17271147174258236,2020,102,0.179919651721674,2020
송파구,신천동,시그니엘 서울(SIGNIEL SEOUL),37.51035018,127.10264186,0,0.0,0.0183491386681965,0.1108,0.04,129,67097.0,2631.2,121.0,0.22346814746706214,0.2561716206205961,28,0.22346814746706214,2024,121,0.25023591201306195,2022,1534,0.25437314740954603,2020,25,0.2763537997920692,2020,11448,0.2764270964212412,2017
송파구,문정동,호텔 파크하비오,37.47785335,127.12287399,1,0.0,0.0666913744986722,0.1122,0.12,18,22234.0,1474.4,439.0,0.024668878110687048,0.07044367385014488,100,0.024668878110687048,2020,6015,0.0314514098312044,2017,334,0.04100954801782652,2019,439,0.127320750643124,2019,484,0.12776778264788244,2017
송파구,잠실동,잠실스테이,37.50218253,127.08724591,27,96.3,0.2021241840901343,0.148,0.85,9,3814.44,243.4,165.0,0.0021286635444310214,0.04017423125975607,106,0.0021286635444310214,2021,32,0.002800519413221595,2024,165,0.04283177520639877,2021,487,0.0715264904683975,2020,427,0.08158370766633145,2023
송파구,가락동,가락관광호텔,37.49113403,127.11792898,2,50.0,2.607688781388509,0.1509,0.25,11,4838.0,2281.6,616.0,0.04970882431122274,0.06898768655678778,1029,0.04970882431122274,2020,9596,0.05810783426444197,2024,149,0.061110953947069495,2019,616,0.08157952027768507,2017,18,0.0944312999835196,2020
송파구,석촌동,레이크호텔,37.50411392,127.10010834,26,100.0,0.8649974374866045,0.1322,1.0,14,9656.0,458.2,60.0,0.03556654401423672,0.07366960409851614,8,0.03556654401423672,2019,402,0.05978432251909627,2020,11,0.07523915213320347,2024,1810,0.0980333895013804,2023,60,0.09972461232466386,2018
송파구,가락동,캘리포니아호텔,37.49134308,127.11831519,1,100.0,2.438465210352417,0.1308,0.25,15,10601.0,2281.6,616.0,0.04452706120300123,0.08355068602412942,9596,0.04452706120300123,2024,616,0.06142744072439449,2017,1029,0.09066087174596167,2020,149,0.1018007754332367,2019,18,0.11933728101405301,2020
송파구,잠실동,주)파로스 관광호텔,37.50833724,127.08037078,30,80.0,1.3072511537794378,0.1179,1.0,19,4486.0,4230.4,70.0,0.02411817464711806,0.05752620482083396,20889,0.02411817464711806,2023,11,0.046382359486965063,2024,2,0.05325581253894399,2024,180,0.08105206571941903,2023,70,0.08282261171172363,2018
송파구,석촌동,로사나부띠끄 관광호텔,37.5032461,127.09675008,18,94.4,1.7894419710876923,0.1165,1.0,18,5242.0,87.6,37.0,0.04854328651475804,0.07743782772237909,33,0.04854328651475804,2017,216,0.06528118652030414,2018,121,0.0872015255118626,2017,37,0.08829667387542996,2020,31,0.09786646618954077,2022
마포구,노고산동,K-그랜드 호스텔 신촌,37.5514831,126.93342778,5,0.0,1.160744069775116,0.1194,0.85,8,1441.49,3431.8,138.0,0.08225064241414735,0.15155404633391714,18,0.08225064241414735,2020,2090,0.12264664347375177,2018,138,0.17773432063998662,2021,51,0.1822890368388346,2024,14862,0.19284958830286533,2020
종로구,관철동,스테이 묘미 종로,37.56620399,126.98512904,3,0.0,0.5108256237659907,0.1794,0.12,12,2101.22,12613.4,107.0,0.11562005918930232,0.12498437788350078,1104,0.11562005918930232,2021,107,0.12201885556769898,2019,91,0.126503905458187,2019,9,0.12820380181029414,2022,61756,0.13257526739202152,2021
종로구,관철동,벨린스테이,37.56692536,126.98410903,3,0.0,0.621173680934856,0.1837,0.55,8,1874.24,484.6,239.0,0.059509264916918804,0.0680565391821984,239,0.059509264916918804,2023,107,0.06044016451112375,2019,11,0.06813685676436482,2022,416,0.07609816638585039,2023,1650,0.07609824333273423,2017
종로구,숭인동,호텔 인스피룸 종로,37.57110935,127.02075275,2,100.0,0.2276693767724138,0.1565,0.25,6,591.77,1318.2,506.0,0.06324689098230303,0.07025030003608027,506,0.06324689098230303,2018,200,0.06324689098230303,2019,1289,0.06448880010275725,2018,222,0.07678515047704078,2018,4374,0.08348376763599728,2018
종로구,숭인동,안한스테이 동묘,37.57088635,127.01603595,36,63.9,0.7676232734614281,0.1079,0.18,8,431.33,189.2,62.0,0.03526052232494906,0.0554472104548593,369,0.03526052232494906,2022,62,0.04309540914259003,2021,11,0.058573805137346474,2021,5,0.06939641115933987,2018,499,0.07090990451007104,2020
강남구,논현동,루프서울 논현점,37.50544211,127.03021242,16,75.0,1.705195820027413,0.1036,0.7,7,795.38,2161.0,178.0,0.053340309902294616,0.06870283591450403,2756,0.053340309902294616,2022,38,0.0591354227270526,2021,178,0.0669316013361739,2022,62,0.08100763992617106,2019,7771,0.08309920568082803,2019
성동구,도선동,서온재 Seo on jae,37.56031193,127.03329438,38,65.8,0.7596905713365569,0.1408,0.55,10,989.51,339.2,104.0,0.0180986535024405,0.04480003832420913,41,0.0180986535024405,2023,104,0.041526332993253125,2022,55,0.049375737626104754,2024,1198,0.057465508335041965,2018,298,0.05753395916420533,2022
중구,오장동,아랑재,37.56134429,126.9998039,22,59.1,2.715995759362029,0.105,0.85,5,348.3,1982.4,1927.0,0.008185353291944714,0.08556734442607247,4552,0.008185353291944714,2021,36,0.07326840597959576,2018,1927,0.10636523293837329,2024,2943,0.1133837943853034,2017,454,0.12663393553514526,2023
서초구,반포동,호텔 앳 강남 서울,37.50289453,127.02047802,1,0.0,0.0388398333162639,0.1422,0.04,6,730.74,43.2,42.0,0.08728718503443286,0.11949304873451845,0,0.08728718503443286,2021,59,0.09794218055160223,2018,15,0.12847637428616435,2020,42,0.12952565723750273,2023,100,0.1542338465628901,2018
강남구,역삼동,스테이아른,37.50366871,127.04538866,4,0.0,1.165647690004268,0.4324,0.0,3,233.47,1707.4,482.0,0.10645324536845174,0.11395151922471272,3850,0.10645324536845174,2019,3645,0.11464563433784931,2023,273,0.11564841510979734,2017,287,0.11592886756228853,2019,482,0.11708143374517666,2017
중구,황학동,호스텔 모어 댄 스테이,37.56461626,127.01796219,42,76.2,1.503601772510471,0.158,0.55,4,218.98,120.4,73.0,0.04152609128546494,0.05514110701753627,73,0.04152609128546494,2024,50,0.05089368321279686,2018,90,0.05811463176787317,2019,339,0.061542838640604815,2019,50,0.06362829018094157,2017
종로구,효제동,백제장,37.56884357,127.00412115,13,0.0,0.0,0.1494,0.18,1,729.21,967.4,403.0,0.01830992906695152,0.07322261001483285,132,0.01830992906695152,2018,2002,0.04754413068730095,2018,94,0.0794082114399397,2019,2206,0.08007503991386196,2023,403,0.14077573896611015,2021
종로구,효제동,더원 호텔,37.5692221,127.003393,20,0.0,0.2486226366151946,0.1422,0.18,1,940.94,11038.8,132.0,0.03957184628285779,0.08303999240212782,2002,0.03957184628285779,2018,132,0.061249413747082954,2018,52955,0.09582784606058757,2024,94,0.10006703119776061,2019,11,0.1184838247223502,2018
종로구,홍지동,씨케이 인 종로점,37.5978767,126.95861797,0,0.0,0.0,0.4553,1.0,2,254.09,5005.8,36.0,0.1469125942984199,0.18361163511040468,36,0.1469125942984199,2023,11,0.16014612542555173,2018,5,0.16109395406396265,2021,1527,0.18140828128760098,2024,23450,0.26849722047648816,2017
종로구,숭인동,은진모텔,37.57429593,127.02140236,21,57.1,2.382786392373568,0.178,0.85,1,1770.52,710.4,50.0,0.032562329933253975,0.04848014026679533,4,0.032562329933253975,2020,50,0.035641395766118626,2020,3300,0.04214616763700823,2021,165,0.05553378987542655,2022,33,0.07651701812216921,2017
종로구,관수동,더포스트 호텔,37.56668503,126.98976351,19,63.2,1.0744721703124118,0.1079,0.35,12,1888.57,362.6,11.0,0.03247575956968897,0.03571922667875922,1634,0.03247575956968897,2022,3,0.03371397324689993,2024,9,0.03549867181370479,2022,11,0.03844239581887732,2023,156,0.038465332944625105,2024
종로구,원남동,은성,37.57255438,126.9961684,0,0.0,1.4912641754638978,0.1837,1.0,5,414.38,222.6,58.0,0.09244759256704806,0.11459020858408397,58,0.09244759256704806,2017,784,0.11268633175939355,2022,3,0.11448623526047687,2017,0,0.1217103187321129,2024,268,0.13162056460138855,2018
종로구,연지동,더스테이종로(TheStayJongro),37.57028888,126.99827921,6,33.3,1.0176755263976924,0.1022,0.08,6,453.91,1467.4,136.0,0.04128480636159958,0.08441286285070262,136,0.04128480636159958,2022,1793,0.08451339883432474,2023,5388,0.09010707979329108,2020,14,0.10215686404694324,2024,6,0.10400216521735452,2023
종로구,관철동,주)서울큐브 종로,37.56636189,126.9838774,4,25.0,1.4000876832522264,0.1122,0.12,1,2861.31,246.8,16.0,0.03365475546966187,0.0628598815082319,11,0.03365475546966187,2022,102,0.04956621141550731,2024,1104,0.0738754043223333,2021,1,0.07736691760947438,2018,16,0.07983611872418264,2021
종로구,연지동,주식회사 파이브호텔 종로,37.57145411,126.99873175,7,71.4,0.0673829972460479,0.1094,0.08,11,1997.33,561.2,220.0,0.005238381546517136,0.036832034890316855,220,0.005238381546517136,2020,2264,0.038305544055407724,2017,248,0.045832628306939766,2021,63,0.045835477211426806,2023,11,0.04894814333129287,2018
종로구,원남동,오라카이 대학로 호텔,37.57297519,126.99797784,5,0.0,1.0632729222228008,0.1079,0.18,20,19413.0,845.8,193.0,0.058854010458728116,0.08309046757202429,0,0.058854010458728116,2024,784,0.061142826954702065,2022,193,0.0930500836769814,2023,45,0.10114547114679451,2022,3207,0.10125994562291543,2018
종로구,효제동,청원 NEST,37.56941664,127.00343731,13,0.0,1.1535280462642243,0.1251,0.18,8,1326.99,11149.6,565.0,0.04244781918567374,0.07700437702611536,2002,0.04244781918567374,2018,132,0.07018360343933318,2018,52955,0.07408127621842607,2024,94,0.09171079194456819,2019,565,0.10659839434257558,2022
종로구,관철동,핑크빌,37.5663255,126.98416082,4,25.0,1.3581234841531944,0.115,0.12,1,2673.52,342.6,102.0,0.05811209801480137,0.07812973295679826,11,0.05811209801480137,2022,1104,0.07108613928907254,2021,102,0.07378913324100732,2024,395,0.09383064711955504,2019,101,0.09383064711955504,2020
종로구,효제동,해와가,37.57179563,127.0003061,36,83.3,1.1885316198375582,0.105,1.0,7,386.58,377.2,106.0,0.004048329181326381,0.024040122022829756,1465,0.004048329181326381,2021,11,0.025388055027546354,2020,106,0.025428976275561156,2018,51,0.032333600498453546,2018,253,0.033001649131261364,2024
종로구,충신동,이에스드림타워,37.57251594,127.0027139,4,75.0,0.0,0.1065,0.04,10,565.63,3231.2,33.0,0.04550938750530232,0.08423100667421743,13,0.04550938750530232,2018,16049,0.06378045560244162,2023,20,0.09813602011631536,2021,33,0.10184329838506435,2018,41,0.11188587176196345,2018
종로구,관수동,위코스테이 인사동,37.56668627,126.9891108,26,80.8,0.9893011186053764,0.1022,0.55,13,2520.55,1742.0,300.0,0.023461773988605838,0.03436781391679817,9,0.023461773988605838,2022,4299,0.03073044271531222,2021,300,0.03858295535476465,2018,5,0.03865802175085158,2022,4097,0.040405875774456534,2020
종로구,창신동,만소호스텔,37.56851942,127.00992254,1,0.0,2.0452685997537494,0.1509,0.08,7,2300.46,389.4,302.0,0.05558317256338566,0.0880944040408155,50,0.05558317256338566,2017,480,0.08725438039148271,2024,1100,0.0953054505719517,2023,15,0.09803414897786271,2018,302,0.10429486769939475,2018
종로구,관철동,유에이치 스위트 종각 5F,37.5663269,126.98520188,3,0.0,0.5273549257172012,0.1637,0.12,1,1779.98,12613.4,107.0,0.11176446857900355,0.12645150193862303,107,0.11176446857900355,2019,61756,0.12461443066783243,2021,9,0.12687324471228043,2022,1104,0.1281433163171192,2021,91,0.14086204941687946,2019
종로구,숭인동,서울 게스트하우스,37.57188149,127.01560938,9,77.8,0.8070279961837262,0.9413,0.18,2,92.57,437.6,99.0,0.036581072057472366,0.04451708590003647,937,0.036581072057472366,2017,11,0.03789111521046917,2019,99,0.041013376100375275,2021,22,0.04383260259486276,2020,1119,0.06326726353700277,2021
