구,동,숙소명,위도,경도,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,시설규모/연면적,업종,건물용도명,match_radius_m,fire_count_within_match_radius,is_train_matched,split,nearest5_mean_damage_thousand_krw,nearest5_median_damage_thousand_krw,nearest5_mean_distance_m,nearest1_distance_m,nearest1_damage_thousand_krw,nearest1_fire_year,nearest2_damage_thousand_krw,nearest2_distance_m,nearest2_fire_year,nearest3_damage_thousand_krw,nearest3_distance_m,nearest3_fire_year,nearest4_damage_thousand_krw,nearest4_distance_m,nearest4_fire_year,nearest5_damage_thousand_krw,nearest5_distance_m,nearest5_fire_year,predicted_damage_thousand_krw,prediction_model,knn_k,knn_weights 
강남구,삼성동,캘리포니아호텔,37.5038992,127.0506518,2002,12,33.3,0.6931471805599453,0.1322,1.0,1,2056.7,숙박업,숙박시설,44,6,1,train_matched,958.0,140.0,36.481459605201614,30.81437549630147,1954,2023,117,33.59308269823333,2018,2456,38.71124517639706,2022,140,38.78025369081284,2023,123,40.508340964263404,2018,958.0000000000003,knn_log1p,21,distance
강남구,역삼동,주)삼정관광호텔,37.50337195,127.03039098,1982,15,100.0,0.6227247162633995,0.1608,0.7,1,15535.14,숙박업,숙박시설 위락시설 근린생활시설 문화시설,44,0,0,test_unmatched,15435.4,250.0,95.34977056446056,63.18114727740735,136,2017,800,69.78860386813032,2024,66,90.81724223715865,2018,75925,103.91729125882652,2024,250,149.04456818077995,2023,959.4056343498096,knn_log1p,21,distance
강남구,논현동,베스트 웨스턴 프리미어 강남호텔,37.50361313,127.02900491,2004,16,87.5,0.4889123963352756,0.1293,0.85,20,6960.23,관광숙박업,숙박시설 (관광호텔),44,0,0,test_unmatched,2765.8,151.0,87.62727987755292,55.933947530785865,53,2017,151,65.84346138049884,2018,13425,87.2909176899186,2022,11,98.4469711842483,2020,189,130.621101602313,2017,3029.830684814854,knn_log1p,21,distance
강남구,신사동,신사애인호텔,37.51856693,127.01835746,1982,3,0.0,0.5343100689990601,0.1608,0.0,1,847.21,숙박업,숙박시설,44,4,1,train_matched,1329.0,1434.0,35.076043465536124,21.234172377714046,2035,2019,1434,22.832043492071033,2021,400,26.928700453454578,2019,11,36.208805973620315,2019,2765,68.17649503082065,2021,1329.0000000000002,knn_log1p,21,distance
강남구,역삼동,강남648호텔,37.49724076,127.03106526,2004,8,87.5,2.128231705849268,0.5284,0.7,10,1855.58,숙박업,"숙박시설,위락시설,제2종근린생활시설",44,1,1,train_matched,108.8,81.0,62.00432199880697,31.27047869347164,241,2021,73,56.26567283253296,2017,141,64.97114922422054,2023,81,77.73567090359988,2020,8,79.77863834020987,2019,108.79999999999997,knn_log1p,21,distance
강남구,역삼동,오월호텔(OWALL HOTEL),37.49785311,127.04029604,2018,16,75.0,0.5187937934151675,0.1094,1.0,1,3281.33,숙박업,관광숙박시설(소형호텔),44,0,0,test_unmatched,7629.0,41.0,92.32527490644756,59.21096001464588,5,2021,11,75.2725100890073,2021,37995,101.65624499614707,2021,93,103.82780690602193,2017,41,121.6588525264157,2024,1082.3023646078364,knn_log1p,21,distance
강남구,역삼동,엘르모텔,37.49987076,127.0393079,2002,7,100.0,0.6397464038328301,0.1322,1.0,1,1999.02,숙박업,"숙박시설,위락시설",44,1,1,train_matched,1876.0,491.0,68.30825875561003,23.428100853455852,4570,2022,491,51.97510799573293,2023,4295,80.90322787191272,2022,24,92.45903733767115,2024,0,92.77581971927748,2020,1875.9999999999995,knn_log1p,21,distance
강남구,역삼동,바레,37.49817351,127.03957051,1988,11,81.8,1.4312677267626217,0.1523,0.85,1,1344.7,숙박업,숙박시설,44,0,0,test_unmatched,76.2,52.0,61.739207996922325,46.29353156037235,93,2017,11,59.07364195557587,2021,220,60.74698744851834,2022,52,63.04423215734048,2017,5,79.53764686280454,2021,665.3635526037378,knn_log1p,21,distance
강남구,역삼동,강남캠퍼스호텔B동,37.494624,127.02852237,2016,6,16.7,1.0238887424721732,0.1122,0.55,1,1962.7,숙박업,"일반숙박시설,근린생활시설",44,5,1,train_matched,840.4,387.0,26.008524931235833,19.259356837874634,242,2021,387,20.927993104794314,2024,50,20.93212785265631,2020,3133,30.009554244992376,2022,390,38.913592615861546,2018,840.4,knn_log1p,21,distance
강남구,역삼동,강남캠퍼스호텔A동,37.4945587,127.02839832,2016,8,25.0,1.021011042644558,0.1122,0.55,1,1754.28,숙박업,"일반숙박시설,근린생활시설",44,5,1,train_matched,840.4,387.0,36.10212597138671,31.98002551954979,242,2021,387,32.58574797536126,2024,50,32.58939464541286,2020,3133,40.444552387551404,2022,390,42.9109093290583,2018,840.4,knn_log1p,21,distance
강남구,논현동,호텔야자강남논현점,37.50609746,127.03644944,1983,24,100.0,0.4767541918554661,0.1594,1.0,6,1389.33,숙박업,근린생활시설 숙박시설,44,0,0,test_unmatched,2342.4,973.0,66.70752890999076,49.803681522881696,193,2018,4033,52.60017013742699,2017,973,66.28327460582157,2022,206,67.53138232553317,2021,6307,97.31913595829035,2021,1634.5083615424376,knn_log1p,21,distance
강남구,논현동,호텔 올인,37.51450921,127.03912442,1980,8,100.0,1.054981207308705,0.1637,0.55,1,905.57,숙박업,"근린생활시설, 숙박시설, 단독주택",44,0,0,test_unmatched,6264.4,2405.0,69.48525978811078,53.68064540002984,280,2019,2405,66.96714727876714,2019,48,66.96714727876714,2020,6287,78.64698758351744,2024,22302,81.1643713994724,2019,1228.3658590090183,knn_log1p,21,distance
강남구,청담동,펜타리움,37.51971041,127.0543304,1982,1,100.0,0.1369658550731574,0.1608,0.04,6,3077.05,숙박업,"근린생활시설, 숙박시설",44,1,1,train_matched,1255.6,232.0,100.30893653499342,33.82393026751242,18,2017,232,91.20363018658614,2018,4506,115.67389303036884,2020,80,128.9887514650448,2024,1442,131.85447772545493,2017,1255.6000000000001,knn_log1p,21,distance
강남구,대치동,호텔컬리넌대치,37.50236094,127.05345706,2003,19,100.0,1.7440947975803576,0.1308,0.85,10,1986.71,숙박업,숙박시설,44,3,1,train_matched,8376.8,138.0,33.35877139993104,6.085815345237146,138,2020,49,16.242656004317304,2018,12,29.20897168843637,2019,212,50.750220050628165,2020,41473,64.50619391103619,2018,8376.799999999996,knn_log1p,21,distance
강남구,역삼동,몰타 1호점(Malta 1호점),37.50134128,127.04323878,1988,2,0.0,1.5568806616954245,0.1523,0.04,6,1020.59,숙박업,숙박시설 근린생활시설,44,0,0,test_unmatched,2029.4,445.0,56.46880415744015,48.62359156899411,63,2018,445,48.62359156899411,2017,5445,52.64303183579861,2019,4175,63.8930566739637,2020,19,68.56074913945017,2024,2426.502416670155,knn_log1p,21,distance
강남구,역삼동,호텔 컬리넌 역삼(HOTEL CULLINAN Yeoksam),37.49863731,127.04129584,2013,13,100.0,0.2530906276821618,0.1165,0.85,1,1999.26,숙박업,숙박시설,44,0,0,test_unmatched,14406.8,1401.0,89.85517922188801,80.48110955038105,4906,2018,5,81.31254113040562,2021,1401,88.60946396483563,2017,65450,96.92626292159227,2024,272,101.94651854222549,2024,739.6226211200404,knn_log1p,21,distance
강남구,역삼동,더제리스플래닛호텔,37.49629138,127.0277253,2014,3,33.3,0.3646431135879093,0.115,0.55,14,4669.5,관광숙박업,"숙박시설(관광호텔),근린생활시설",44,4,1,train_matched,6259.4,361.0,37.68170519376914,12.889480180885755,113,2023,112,19.265532159382825,2024,30288,19.27048273986587,2018,361,42.96202127969358,2021,423,94.02100960901768,2018,6259.4,knn_log1p,21,distance
강남구,역삼동,펠리스,37.49818392,127.0384943,1982,8,62.5,0.4027948795522855,0.1608,0.12,7,1370.52,숙박업,숙박시설 위락시설,44,0,0,test_unmatched,76.0,52.0,75.63466342162835,49.797111060592506,7,2022,93,61.36637201973182,2017,220,80.49952558650529,2022,52,83.70284373846332,2017,8,102.80746470284885,2020,1088.6579033765277,knn_log1p,21,distance
강남구,논현동,힐탑관광호텔,37.50877928,127.03063306,1985,19,100.0,0.5921558690127829,0.1565,0.85,7,6373.01,숙박업,숙박시설 위락시설 근린생활시설,44,1,1,train_matched,755.8,393.0,77.56955181540988,37.71154142831777,34,2019,121,59.78851814220733,2017,393,95.19141668858677,2017,499,97.33350554603783,2024,2732,97.82277727189967,2023,755.7999999999998,knn_log1p,21,distance
강남구,역삼동,호텔스타프리미어 역삼,37.49994744,127.03955787,2004,8,100.0,0.4134332777573413,0.1293,1.0,10,1995.02,숙박업,"숙박시설,여관 45객실",44,1,1,train_matched,1913.8,491.0,70.24700041274401,39.24856885356889,4570,2022,491,53.808385054315494,2023,4295,81.28419068479178,2022,189,86.31946622890582,2017,24,90.57439124213808,2024,1913.8000000000004,knn_log1p,21,distance
강남구,역삼동,화이트모텔,37.49986402,127.03774016,1980,3,0.0,0.2279320680460069,0.1637,0.12,1,1058.46,숙박업,숙박시설,44,0,0,test_unmatched,1509.4,491.0,110.61763376590802,54.66433903108645,2444,2018,18,84.1563518407223,2023,4570,123.24838077107893,2022,491,137.00247563237687,2023,24,154.01662155427545,2024,1375.9714202342302,knn_log1p,21,distance
강남구,역삼동,몰타 2호점(Malta 2호점),37.50234847,127.03449085,1981,19,94.7,0.6141039732194925,0.1623,0.85,1,1047.49,숙박업,"숙박시설, 근린생활시설",44,5,1,train_matched,1404.0,96.0,32.35730404119608,12.45875976794699,542,2022,70,24.47145351086715,2018,20,39.05873709533943,2021,6292,41.80385419549324,2023,96,43.99371563633357,2023,1403.9999999999998,knn_log1p,21,distance
강남구,대치동,프린스,37.50147321,127.05231251,1984,14,85.7,1.0681221219103223,0.158,0.7,7,1809.48,숙박업,숙박시설,44,1,1,train_matched,2789.0,401.0,88.55070060239265,26.46852914050751,401,2018,212,94.77735390701831,2020,126,106.16141041198875,2020,4157,106.62706640869033,2019,9049,108.71914314375842,2019,2789.0,knn_log1p,21,distance
강남구,삼성동,웨스틴 서울 파르나스,37.50977042,127.05802923,2002,7,28.6,0.9051174312760298,0.2656,0.55,35,5818.0,관광숙박업,호텔,44,1,1,train_matched,4300.0,127.0,57.31615022215993,20.349120806704796,50,2017,20859,45.489667187063105,2022,442,60.94068137649419,2022,127,71.92713429673745,2024,22,87.87414744380011,2024,4299.999999999997,knn_log1p,21,distance
강남구,역삼동,리치웰호텔,37.50022148,127.03903357,2015,8,62.5,0.924258901523332,0.1136,0.45,1,3227.77,숙박업,숙박시설(관광호텔),44,2,1,train_matched,1597.4,491.0,49.07200490843679,17.40651347267367,491,2023,4570,23.542416656701594,2022,24,53.10913532001364,2024,458,69.2481736947616,2022,2444,82.05378539803343,2018,1597.3999999999994,knn_log1p,21,distance
강남구,청담동,알로프트서울강남호텔(Aloft Seoul Gangnam Hotel),37.52099695,127.05486726,2014,14,85.7,0.7202981696258961,0.115,0.85,1,10203.11,숙박업,숙박시설(관광호텔),44,1,1,train_matched,2397.6,204.0,95.62742049025489,5.244936619886935,480,2019,0,82.78614749002645,2020,18,121.60966243443619,2017,204,131.33108470058056,2024,11286,137.16527120634436,2023,2397.600000000001,knn_log1p,21,distance
강남구,역삼동,루미에르 호텔,37.49813685,127.03834001,2010,7,71.4,0.4446858212614457,0.1208,0.12,13,1999.02,숙박업,숙박시설,44,1,1,train_matched,76.0,52.0,77.86313932870408,35.60979606845485,7,2022,93,72.28913596426156,2017,8,89.31364871277597,2020,220,94.495471420593,2022,52,97.60764447743497,2017,76.00000000000001,knn_log1p,21,distance
강남구,역삼동,렉시호텔,37.49605794,127.03319789,2004,10,60.0,0.2468600779315258,0.1293,0.85,11,1995.55,숙박업,숙박시설,44,3,1,train_matched,5616.4,174.0,44.55930189457079,15.617455436370518,2616,2017,25196,30.99642980566264,2018,174,41.26810876585836,2023,78,52.83213077626655,2017,18,82.08238468869585,2017,5616.399999999999,knn_log1p,21,distance
강남구,역삼동,에이치 에비뉴호텔역삼,37.49974313,127.03794852,2014,4,0.0,0.0769610411361283,0.115,0.45,11,1987.57,숙박업,관광호텔,44,0,0,test_unmatched,1504.6,491.0,102.66005522182078,59.26601816734484,2444,2018,18,80.36796480045646,2023,4570,108.15005003094848,2022,491,126.5094260511102,2023,0,139.00681705924399,2020,1564.3076931109629,knn_log1p,21,distance
강남구,역삼동,호텔 린,37.49794784,127.03834778,2002,9,66.7,0.5140205146625099,0.1322,0.12,10,1999.21,숙박업,"숙박시설,여관",44,1,1,train_matched,71.6,30.0,80.42509192221652,40.29913345629718,7,2022,93,68.63842130053327,2017,8,76.48316123889863,2020,220,107.72439032024958,2022,30,108.9803532951039,2017,71.59999999999997,knn_log1p,21,distance
강남구,논현동,청아장여관,37.51261882,127.04060867,1987,11,100.0,0.1961823575861898,0.1536,1.0,1,623.2,숙박업,숙박시설,44,1,1,train_matched,626.0,385.0,94.5639123876255,31.02961045086586,385,2019,306,95.23178357466466,2021,441,109.12662956848318,2018,1983,116.12344640123126,2024,15,121.30809194288258,2023,626.0000000000001,knn_log1p,21,distance
강남구,논현동,호텔더디자이너스리즈강남프리미어,37.50245856,127.02506708,2015,5,100.0,2.350201685851692,0.1136,1.0,23,10941.29,관광숙박업,관광숙박시설(관광호텔),44,1,1,train_matched,196.4,121.0,63.64997405263248,33.90051376701142,626,2024,121,56.74202678292141,2020,158,66.30188416347866,2020,25,76.84106682233603,2024,52,84.46437872741488,2019,196.40000000000003,knn_log1p,21,distance
강남구,삼성동,호텔라엠 HOTEL La M,37.51409315,127.06500815,1983,10,50.0,1.5841201044498106,0.4324,0.85,1,532.02,숙박업,"숙박시설, 근린생활시설",44,2,1,train_matched,192.0,110.0,50.37571969365982,29.502633170013308,651,2021,19,40.811770433063664,2018,4,57.422356983678306,2020,176,59.679314445051986,2019,110,64.46252343649181,2020,192.0,knn_log1p,21,distance
강남구,대치동,시크릿 호텔2,37.50173903,127.05179167,2006,19,94.7,1.958698047105069,0.1265,0.7,8,1987.76,숙박업,"위락시설,숙박시설,근린생활시설",44,0,0,test_unmatched,8011.2,1587.0,87.05327908699428,63.65674770309204,401,2018,4157,73.71572235741118,2019,126,84.31516754754365,2020,33785,104.39332178269686,2017,1587,109.18543604422766,2022,957.8674739646614,knn_log1p,21,distance
강남구,대치동,시크릿 호텔,37.50185285,127.05173544,2006,20,95.0,1.781193333190173,0.1265,0.7,1,1987.76,숙박업,"숙박시설, 위락시설",44,0,0,test_unmatched,8011.2,1587.0,84.8081888767189,62.70294981947,4157,2019,126,75.66498696136154,2020,401,77.02563435432597,2018,1587,99.86996394095395,2022,33785,108.77740930748308,2017,796.5017958857006,knn_log1p,21,distance
강남구,삼성동,호텔페이토삼성,37.50570328,127.05792501,1993,14,50.0,1.7847907999119617,0.1451,0.45,24,7183.43,관광숙박업,숙박시설(관광숙박시설),44,3,1,train_matched,96.0,53.0,31.020014611672217,8.12746404915689,23,2024,188,21.968599294491604,2017,211,32.8262533658136,2022,5,45.009521516633974,2020,53,47.16823483226504,2023,96.0,knn_log1p,21,distance
강남구,역삼동,더호텔(THE HOTEL)1997,37.4931041,127.02919087,2001,7,28.6,3.3511664480565906,0.1337,0.55,1,1761.16,숙박업,숙박시설,44,4,1,train_matched,3853.0,409.0,36.844955033393795,24.126079301252886,4,2019,18210,28.92160416520947,2019,499,41.03524199269105,2021,143,42.07733983449572,2018,409,48.06450987331986,2022,3853.0000000000005,knn_log1p,21,distance
강남구,역삼동,호텔마리,37.49887419,127.04132091,2002,22,100.0,0.2956502421009577,0.1322,0.7,1,1974.26,숙박업,숙박시설,44,0,0,test_unmatched,1927.8,1401.0,91.91939247063884,59.01041466350679,4906,2018,272,92.41676842649468,2024,5,95.85875394442714,2021,1401,100.39542606164285,2017,3055,111.91559925712271,2024,631.8485166073692,knn_log1p,21,distance
강남구,역삼동,사월호텔,37.49895457,127.04104653,2010,19,100.0,0.3421702577358506,0.1208,0.7,1,1998.28,숙박업,숙박시설,44,0,0,test_unmatched,1053.6,74.0,85.7120223189706,66.63185118466544,272,2024,4906,74.4100173284764,2018,5,84.08263455603121,2021,11,97.89230142737395,2021,74,105.54330709830593,2018,652.7279224633783,knn_log1p,21,distance
강남구,개포동,호텔컬리넌 개포,37.47409599,127.04513241,2017,21,90.5,0.9120263330876974,0.1108,0.45,1,1627.92,숙박업,관광숙박시설(관광호텔),44,2,1,train_matched,337.8,22.0,53.43440143697883,36.91093096443216,22,2019,13,38.34674931550787,2024,1590,55.21292195286105,2022,4,59.54584875093604,2020,60,77.15555620115703,2017,337.8000000000001,knn_log1p,21,distance
강남구,역삼동,녹스 부띠끄 관광호텔,37.49994832,127.03895645,2003,6,83.3,0.7884573603642702,0.1308,0.45,15,2785.91,숙박업,숙박시설 / 위락시설,44,1,1,train_matched,1597.4,491.0,65.96597183676298,16.822415066812322,4570,2022,491,46.467210507750096,2023,2444,82.808314619064,2018,24,84.21822248264439,2024,458,99.51369650754411,2022,1597.3999999999994,knn_log1p,21,distance
강남구,논현동,왈츠호텔,37.50276476,127.02527947,1990,6,50.0,0.4265869331374468,0.1494,0.0,1,1264.05,숙박업,관광숙박시설(소형호텔),44,0,0,test_unmatched,204.2,121.0,82.49228764956294,45.62123216872935,52,2019,626,72.04315038405562,2024,121,92.27445365820229,2020,64,99.55320283598907,2022,158,102.96939920083835,2020,1077.0658173425684,knn_log1p,21,distance
강남구,대치동,글래드강남코엑스센터호텔,37.50609983,127.06374665,2017,0,0.0,0.3593740009078974,0.1108,0.7,1,13255.23,숙박업,숙박시설(관광호텔),44,0,0,test_unmatched,2621.6,160.0,135.37991814031233,101.01157992156799,2,2023,3432,124.0690528744591,2020,160,130.27773400131986,2017,100,155.92895235833396,2017,9414,165.61227154588084,2021,883.6550472288008,knn_log1p,21,distance
강남구,역삼동,블랑호텔 강남점,37.50176012,127.04249968,1976,11,27.3,1.1631508098056809,0.1694,1.0,1,848.51,숙박업,"숙박시설, 근린생활시설",44,7,1,train_matched,1261.8,235.0,27.243118640679956,17.016293616988918,177,2024,7,17.016293616988918,2023,5445,28.564581418294686,2019,235,35.648201706434136,2019,445,37.97022284469313,2017,1261.8000000000004,knn_log1p,21,distance
강남구,역삼동,더뮤즈,37.49978072,127.03748612,1989,1,0.0,0.3974329364109001,0.1509,0.12,5,986.25,숙박업,숙박시설 근린생활시설,44,0,0,test_unmatched,1412.0,23.0,115.97746497016351,70.5437847792201,18,2023,2444,76.39880271759117,2018,23,138.33602523440356,2018,4570,146.8720480319822,2022,5,147.73666408762057,2022,1913.0000976986357,knn_log1p,21,distance
강남구,신사동,주)라까사호텔,37.51923895,127.01875978,1983,2,100.0,1.848948441212516,0.1594,0.0,7,4685.54,숙박업,"숙박시설(관광호텔), 판매시설, 근린생활시설, 동물 및 식물관련시설",44,0,0,test_unmatched,2019.8,1650.0,83.18743987752973,68.9722190195047,3850,2022,1650,78.19998260147682,2018,400,86.12969526980085,2019,2765,87.61942589666846,2021,1434,95.01587660019786,2021,1516.799410364463,knn_log1p,21,distance
강남구,역삼동,호텔뉴브(HOTEL NEWV),37.50027135,127.04832114,2018,9,22.2,0.0,0.1094,0.25,19,11823.91,숙박업,숙박시설(관광호텔),44,0,0,test_unmatched,45242.2,136.0,87.65566745126439,45.5328296073193,2,2024,69,55.325183704202686,2024,225720,108.05316684958434,2024,284,112.12344220512861,2020,136,117.24371489008702,2019,1077.0321660221177,knn_log1p,21,distance
강남구,신사동,짝호텔,37.51455044,127.01883228,1972,14,100.0,2.982610251535188,0.1752,0.35,1,1461.24,숙박업,"숙박시설, 근린생활시설",44,5,1,train_matched,339.2,330.0,33.43848757257206,31.390677084837375,100,2018,770,31.390677084837375,2020,388,31.8271776702007,2018,108,36.26054277859067,2023,330,36.32336324439417,2018,339.19999999999993,knn_log1p,21,distance
강남구,역삼동,호텔벤,37.49797232,127.03908976,2001,10,60.0,0.7551825714793979,0.1337,0.85,1,1658.09,숙박업,숙박시설,44,1,1,train_matched,76.6,52.0,73.18364844583257,3.8685749066153208,93,2017,220,74.6171439519816,2022,52,78.21651524109522,2017,7,102.7214340094779,2022,11,106.49457411999283,2021,76.60000000000001,knn_log1p,21,distance
강남구,역삼동,호텔예스,37.49841946,127.04036167,1990,12,100.0,0.4848922417394862,0.1494,0.85,1,724.44,숙박업,숙박시설,44,2,1,train_matched,82.8,52.0,59.7308952156918,8.286323024086897,5,2021,11,26.076015850390753,2021,272,79.87929046599744,2024,74,80.04987734693826,2018,52,104.36296939104568,2017,82.79999999999997,knn_log1p,21,distance
강남구,역삼동,엑스와이엠 프리미어(XYM),37.49828946,127.03884581,2004,10,60.0,0.681074599325676,0.1293,0.85,11,1998.66,숙박업,숙박시설,44,0,0,test_unmatched,74.4,52.0,64.3074441806129,44.87747297914432,93,2017,220,50.03099197437708,2022,52,53.54125027395132,2017,7,82.58891364286491,2022,0,90.49859203272689,2020,1306.3853026715537,knn_log1p,21,distance
강남구,삼성동,디에이스호텔,37.50419805,127.05324693,2004,14,71.4,2.9647001643062625,0.1293,0.45,1,1979.78,숙박업,숙박시설(일반숙박시설),44,3,1,train_matched,297.4,138.0,43.112970046771416,24.50548307051713,112,2020,465,31.528188528190856,2022,138,38.0723864416094,2020,764,58.90428999916169,2022,8,62.55450219437799,2023,297.39999999999986,knn_log1p,21,distance
강남구,도곡동,뉴데이호텔 강남도곡,37.48993754,127.04228715,1984,1,0.0,0.1177830356563834,0.158,0.12,1,1511.93,숙박업,"숙박시설,근린생활시설",44,0,0,test_unmatched,1745.6,564.0,149.35293739678815,111.44855754540508,1375,2019,564,123.35875565261149,2018,6600,145.31512326077703,2021,88,148.3308124265719,2017,101,218.31143809857514,2020,1097.7960903190387,knn_log1p,21,distance
강남구,삼성동,어반 네스트(urban nest),37.50360643,127.05115344,2003,12,75.0,2.6420291000044163,0.1308,0.45,9,1993.98,숙박업,"숙박시설, 위락시설",44,4,1,train_matched,761.8,481.0,24.712123164111127,8.380075892846772,110,2017,402,8.85701150094398,2017,481,18.880923093557058,2024,862,42.55833850315166,2020,1954,44.88426683005618,2023,761.7999999999996,knn_log1p,21,distance
강남구,삼성동,호텔스타 선릉,37.50255446,127.04860339,1980,5,0.0,1.382816096743566,0.1637,0.45,1,1876.87,숙박업,숙박시설 위락시설,44,0,0,test_unmatched,5985.0,900.0,78.2775082805467,66.6714969584007,21039,2020,273,75.75553203310285,2017,7713,77.65865491020006,2018,900,84.60419806247756,2020,0,86.69765943855234,2019,1131.554168343909,knn_log1p,21,distance
강남구,역삼동,씨에프호텔,37.49848423,127.0414965,1997,12,100.0,0.1688985364618139,0.1394,0.85,1,3685.71,숙박업,"숙박시설,근린생활시설",44,0,0,test_unmatched,14354.0,1401.0,81.8441782549531,66.07407594287173,1401,2017,65450,74.14735616852681,2024,8,86.77533918386663,2022,4906,87.86709322597768,2018,5,94.35702675352265,2021,798.6425212946923,knn_log1p,21,distance
강남구,논현동,휴호텔,37.51389224,127.0366518,1983,9,88.9,0.4136417685454098,0.4324,0.85,1,1203.16,숙박업,근린생활시설 숙박시설,44,3,1,train_matched,11256.6,1676.0,40.3014269473538,10.420490280915946,9,2020,268,10.420490280915946,2019,1676,39.618399406078325,2024,16986,69.62912042865518,2017,37344,71.4186343402036,2024,11256.600000000002,knn_log1p,21,distance
강남구,논현동,하이랜드호텔,37.51601151,127.0259941,1983,4,50.0,0.1117440384396153,0.1594,1.0,1,2581.57,숙박업,숙박시설,44,0,0,test_unmatched,2616.6,176.0,128.00583490695072,110.09660998917788,2644,2017,14,125.01308654274018,2024,176,128.5864323056637,2019,10161,131.10473944658239,2020,88,145.22830625058938,2024,1707.195863550127,knn_log1p,21,distance
강남구,역삼동,아마레호텔,37.49188162,127.03944599,1983,5,60.0,1.6774703228259271,0.1594,0.04,1,2081.96,숙박업,"숙박시설, 근린생활시설",44,1,1,train_matched,8788.8,8671.0,63.19552108636704,39.38573251637184,6248,2018,8671,46.40570533416205,2019,15809,61.23361557324622,2018,13150,68.34431744943807,2020,66,100.60823455861694,2024,8788.799999999992,knn_log1p,21,distance
강남구,역삼동,호텔스타,37.49679466,127.03463576,2003,22,100.0,0.838112950810131,0.1308,1.0,12,1996.63,숙박업,숙박시설,44,2,1,train_matched,1547.8,49.0,45.20235432893047,10.012209427738508,11,2017,4906,27.164624856875925,2021,49,54.40511849282933,2017,2750,58.844776480840466,2021,23,75.5850423863681,2017,1547.7999999999997,knn_log1p,21,distance
강남구,삼성동,호텔오크우드프리미어,37.50771397,127.05948592,2002,2,0.0,0.5355182363563622,0.2656,0.0,31,55868.53,관광숙박업,"숙박시설, 판매시설, 업무시설, 근린생활시설",44,0,0,test_unmatched,1792.4,278.0,120.30610470761819,90.66653468566506,278,2023,184,98.59196069158835,2019,19,123.84373879723744,2020,486,143.08313640645187,2020,7995,145.34515295714826,2021,1665.980506387749,knn_log1p,21,distance
강남구,삼성동,타라호텔,37.50394006,127.05110163,2002,11,27.3,2.1987665976880346,0.1322,1.0,1,3311.29,숙박업,숙박시설,44,9,1,train_matched,545.4,140.0,18.329595261675244,11.669364750154521,1954,2023,123,13.323575042517339,2018,29,13.323575042517339,2017,481,20.462538638766333,2024,140,32.868922834420694,2023,545.4000000000001,knn_log1p,21,distance
강남구,역삼동,에이씨 팰리스(AC PALACE),37.49868663,127.04001287,2024,14,100.0,0.7957037688850374,0.1011,1.0,15,1990.58,숙박업,일반숙박시설,44,2,1,train_matched,931.4,74.0,46.656276336452365,20.77513530256976,11,2021,74,39.196466263352455,2018,5,51.015805798745866,2021,272,57.273783039438825,2024,4295,65.0201912781549,2022,931.4000000000002,knn_log1p,21,distance
강남구,역삼동,에이씨 팰리스(AC PALACE),37.49853141,127.04007068,2024,10,100.0,1.253905173074145,0.1011,1.0,15,1979.62,숙박업,일반숙박시설,44,2,1,train_matched,82.8,52.0,48.85699299468674,2.8909533010386945,11,2021,5,36.67972606770023,2021,74,57.15268328401764,2018,272,71.07208457129614,2024,52,76.48951774938102,2017,82.79999999999997,knn_log1p,21,distance
강남구,삼성동,고유 인 앤 홈즈(goyoo inn & homes),37.50372503,127.05091026,2024,12,58.3,2.223120921639799,0.1011,1.0,1,1996.03,숙박업,숙박시설(일반숙박시설),44,6,1,train_matched,614.0,402.0,28.59420955232565,22.31602874587735,402,2017,110,25.606937363270973,2017,481,25.900768557998234,2024,1954,29.812367416583697,2023,123,39.33494567789799,2018,613.9999999999998,knn_log1p,21,distance
강남구,역삼동,유에이치플랫 시그니처 강남,37.49556765,127.03186761,2024,13,100.0,0.4343764516025845,0.1011,0.7,1,1992.51,숙박업,숙박시설,44,7,1,train_matched,105.6,56.0,22.356526236419427,21.72584916775248,53,2019,66,22.273779374271026,2022,16,22.385177277817935,2024,337,22.698912681127847,2017,56,22.698912681127847,2018,105.59999999999995,knn_log1p,21,distance
강남구,삼성동,유에이치스위트 더코엑스,37.50342432,127.05078729,2024,16,81.2,1.935939976735464,0.1011,0.45,14,1969.27,숙박업,일반숙박시설,44,2,1,train_matched,761.8,481.0,47.928781093618305,29.275208930653182,402,2017,110,30.365361398315663,2017,481,53.0105950992137,2024,862,62.10195034562526,2020,1954,64.8907896942837,2023,761.7999999999996,knn_log1p,21,distance
강남구,역삼동,호텔더디자이너스 리즈 스윗 역삼,37.50016231,127.0388473,2023,5,60.0,0.927428476284611,0.1022,0.45,1,3466.0537,숙박업,"숙박시설(숙박시설및제1종근생시설(소매점,사무소))",44,2,1,train_matched,1597.4,491.0,54.15583710069147,28.895428397437726,4570,2022,491,34.54520374289165,2023,24,64.27149329102157,2024,2444,66.42303898971842,2018,458,76.64402108238798,2022,1597.3999999999994,knn_log1p,21,distance
