구,동,숙소명,위도,경도,승인연도,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,총층수,시설규모/연면적,업종,건물용도명,match_radius_m,fire_count_within_match_radius,is_train_matched,split,nearest5_mean_damage_thousand_krw,nearest5_median_damage_thousand_krw,nearest5_mean_distance_m,nearest1_distance_m,nearest1_damage_thousand_krw,nearest1_fire_year,nearest2_damage_thousand_krw,nearest2_distance_m,nearest2_fire_year,nearest3_damage_thousand_krw,nearest3_distance_m,nearest3_fire_year,nearest4_damage_thousand_krw,nearest4_distance_m,nearest4_fire_year,nearest5_damage_thousand_krw,nearest5_distance_m,nearest5_fire_year,predicted_damage_thousand_krw,prediction_model,knn_k,knn_weights
종로구,창신동,247 HOSTEL SEOUL,37.56817447,127.01314811,1989,5,20.0,2.290649742444773,0.1509,0.25,5,261.0,관광숙박업,숙박시설,44,0,0,test_unmatched,1655.4,205.0,98.03967138662247,78.12642757423386,7700,2019,205,85.70578681166809,2022,49,100.36938325782316,2017,113,111.80608734413117,2022,210,114.19067194525601,2022,4160.666886637817,knn_log1p,21,distance
종로구,관철동,찰나 호스텔,37.56664615,126.98332934,1975,3,0.0,1.0608719606852626,0.1708,0.08,7,104.0,관광숙박업,숙박시설,44,7,1,train_matched,418.8,16.0,27.08817977166541,24.302444303179705,11,2022,16,26.765926043282622,2021,1650,26.765926043282622,2017,416,26.766997060285668,2023,1,30.839605408296432,2018,418.8,knn_log1p,21,distance
종로구,종로2가,스테이울림,37.56718514,126.98358024,1972,15,33.3,1.2794312155775294,0.1752,0.55,8,104.0,관광숙박업,숙박시설,44,0,0,test_unmatched,474.0,239.0,49.87186510388234,45.00389687500326,416,2023,1650,45.00474068893557,2017,16,45.00474068893557,2021,49,48.25491091098486,2017,239,66.09103635555246,2023,869.0097556498831,knn_log1p,21,distance
종로구,종로5가,편안정 종로5가점,37.56810507,127.0045472,1967,12,0.0,0.0130720815673527,0.1823,0.08,7,91.0,관광숙박업,숙박시설,44,0,0,test_unmatched,980.0,466.0,138.68238082886668,108.57152284273651,132,2018,2002,137.6316521916248,2018,2206,140.88884079173684,2023,466,150.93718436237873,2018,94,155.3827039558565,2019,1059.2101301069201,knn_log1p,21,distance
종로구,창신동,동대문 스테이가든,37.56946846,127.01349641,1959,6,100.0,1.8129221675840912,0.4747,0.25,2,226.0,관광숙박업,숙박시설,44,3,1,train_matched,160.0,17.0,46.764405024711316,19.267171756780442,11,2020,30,32.64736337718563,2017,731,41.42552200547306,2023,17,69.80169584547137,2023,11,70.68027213864607,2019,160.00000000000003,knn_log1p,21,distance
종로구,종로5가,고유리(Goyu;re),37.56730221,127.0037223,1975,5,0.0,0.0575238441381866,0.1708,0.08,5,64.0,관광숙박업,숙박시설,44,0,0,test_unmatched,655.4,266.0,106.23906339059052,85.12516020966521,266,2019,2528,92.10766959117657,2018,56,92.10766959117657,2019,15,125.81819089831339,2019,412,136.03662666262082,2017,927.5228654442641,knn_log1p,21,distance
종로구,충신동,온코리아 스테이,37.57265524,127.00336668,1994,8,75.0,0.8026314134016336,0.1436,1.0,6,299.0,관광숙박업,숙박시설,44,0,0,test_unmatched,4317.0,430.0,94.6639343356632,90.28777132582871,20,2021,5073,94.207670658182,2019,430,94.207670658182,2018,16049,95.33697008368394,2023,13,99.27958895243941,2018,1978.7122610293045,knn_log1p,21,distance
종로구,낙원동,하프레스트 호스텔,37.56953983,126.98762245,2000,16,75.0,1.5746285077682394,0.5361,0.08,7,554.0,관광숙박업,숙박시설,44,2,1,train_matched,39.8,27.0,40.454988166862876,19.705571507665944,55,2022,27,22.072530471421718,2021,12,51.04610730030839,2019,100,51.3619050244364,2017,5,58.088826530481924,2024,39.8,knn_log1p,21,distance
종로구,숭인동,엔조이스테이 호스텔,37.57029351,127.01912285,2024,48,66.7,1.1337273076890122,0.1011,0.7,5,596.0,관광숙박업,숙박시설,44,2,1,train_matched,8200.6,108.0,46.71248323806047,21.16939312089956,36,2017,3,31.36200479703338,2018,108,52.89286231844678,2021,40438,58.310667475076656,2024,418,69.82748847884598,2023,8200.6,knn_log1p,21,distance
종로구,창신동,이온호텔,37.56975326,127.01196959,2022,3,66.7,1.6502405363066972,0.1036,0.18,8,963.0,관광숙박업,숙박시설,44,1,1,train_matched,686.2,22.0,57.588104351647154,35.13916797084155,0,2022,22,51.60395044484341,2024,2169,57.48742960288282,2020,11,64.13155349823295,2020,1229,79.57842024143501,2019,686.2000000000004,knn_log1p,21,distance
종로구,관철동,오아시스 트레블러스 종로,37.56702341,126.98663866,1969,1,0.0,1.652923024373839,0.1794,0.55,7,183.0,관광숙박업,"점포, 노래연습장, 일반음식점",44,0,0,test_unmatched,12439.0,100.0,102.94755006054234,69.3356491342138,61756,2021,330,75.48243841476406,2019,100,78.74213661627117,2018,9,128.44334857399318,2022,0,162.7341775634694,2022,1655.5472621497327,knn_log1p,21,distance
종로구,관철동,스테이 마루 종로,37.56669767,126.98479778,1965,3,0.0,0.3677247801253173,0.4641,0.55,8,234.0,관광숙박업,숙박시설,44,0,0,test_unmatched,312.6,107.0,108.04567371967096,61.25240042457498,107,2019,239,96.3095170780116,2023,11,112.5871190049752,2022,1104,132.0670858138054,2021,102,138.0122462769877,2024,497.5233152272715,knn_log1p,21,distance
종로구,창신동,동대문인순,37.56877711,127.01021919,1934,2,50.0,2.585960082443016,0.2295,0.08,6,46.0,관광숙박업,숙박시설,44,1,1,train_matched,14322746.8,50.0,76.0643377550636,16.79558118010015,50,2017,15,59.95228506561625,2018,302,88.20211486402285,2018,31,106.10426929413387,2022,71613336,109.2674383714449,2019,14322746.799999993,knn_log1p,21,distance
종로구,권농동,스테이 종로 온당,37.57416521,126.99046732,2009,66,71.2,2.277267285009756,0.1222,0.85,3,140.0,관광숙박업,숙박시설,44,3,1,train_matched,101.6,62.0,35.12562634261341,9.619257608319451,330,2017,16,31.132564760944522,2023,62,34.338371835991126,2022,89,50.003176707038214,2023,11,50.534760800773725,2018,101.59999999999997,knn_log1p,21,distance
종로구,종로6가,편안정,37.56925877,127.006942,1980,2,50.0,0.7023638356648694,0.1637,0.18,6,106.0,관광숙박업,숙박시설,44,2,1,train_matched,312.4,30.0,59.89520057763603,23.272994399737403,215,2019,11,34.36804656260879,2023,1277,69.73846811853497,2018,29,71.58752916111324,2022,30,100.50896464618579,2019,312.4,knn_log1p,21,distance
종로구,낙원동,소락방 주식회사,37.57009871,126.98769431,1971,7,85.7,0.3642775497015497,0.1766,0.08,6,88.0,관광숙박업,숙박시설,44,1,1,train_matched,121.6,100.0,68.64502329428103,30.389362471776035,100,2017,55,69.17468017381088,2022,27,73.9640710396767,2021,162,82.48636427239482,2017,264,87.21063851374666,2022,121.60000000000001,knn_log1p,21,distance
종로구,연지동,스테이누아 종로,37.56957912,126.99966041,1992,17,94.1,1.4960019827707285,0.4165,0.08,6,77.0,관광숙박업,숙박시설,44,5,1,train_matched,3198.4,42.0,22.252257230488432,9.50617490950234,220,2024,42,11.272828929802957,2019,15716,12.86657506996567,2021,0,33.69077062399131,2024,14,43.92493661917989,2024,3198.3999999999987,knn_log1p,21,distance
종로구,관철동,1996 종로인,37.56632523,126.98626896,1996,2,0.0,1.2840155119994725,0.1408,0.12,9,281.0,관광숙박업,숙박시설,44,1,1,train_matched,13867.6,330.0,110.99136359263291,31.422700125477586,61756,2021,9,55.111346008527256,2022,1,153.37510560116124,2018,330,156.02938888426473,2019,7242,159.01827734373379,2018,13867.59999999999,knn_log1p,21,distance
종로구,관수동,THE EXTAY LOUNGE,37.56665459,126.98850671,2023,21,90.5,0.8184642999558599,0.1022,0.55,13,914.0,관광숙박업,숙박시설,44,5,1,train_matched,1828.2,440.0,18.63205278574827,13.123262050503481,4097,2020,5,14.856766316935591,2022,300,14.924714810023023,2018,4299,23.492902295516487,2021,440,26.762618455762784,2021,1828.2,knn_log1p,21,distance
종로구,관철동,먼슬리브 종로 종각역 호텔 스테이,37.56594442,126.98577426,1992,2,0.0,1.7394910406822983,0.1465,0.08,11,315.0,관광숙박업,숙박시설,44,0,0,test_unmatched,15344.4,7242.0,106.6617530605206,66.39525140282915,9,2022,61756,89.6079388248313,2021,7242,121.22134184424553,2018,1,126.7658305093185,2018,7714,129.3184027213785,2018,1983.053082165083,knn_log1p,21,distance
종로구,견지동,더프리마호텔 종로,37.57038151,126.98267937,1971,0,0.0,0.414123170851279,0.1766,0.08,12,6074.0,관광숙박업,숙박시설,44,0,0,test_unmatched,121.2,31.0,107.02782450376594,81.60596364224185,97,2021,458,102.2409046634552,2021,31,107.79457204185908,2023,0,112.36393467400903,2022,20,131.13374749726455,2017,900.1184605347851,knn_log1p,21,distance
종로구,숭인동,서울앤호텔 동대문,37.5705788,127.02004352,2017,10,100.0,1.6992974632002564,0.1108,1.0,16,171.0,관광숙박업,숙박시설,44,1,1,train_matched,932.8,50.0,56.14665470970361,34.01523829257556,4374,2018,50,50.34593044043941,2020,11,59.423593867418624,2018,193,68.37040816538116,2020,36,68.5781027827033,2017,932.7999999999997,knn_log1p,21,distance
종로구,와룡동,클래식 아파트먼트 익선,37.57389547,126.9897488,1965,76,63.2,1.244643844056864,0.1851,1.0,6,392.0,관광숙박업,숙박시설,44,4,1,train_matched,107.2,73.0,30.288050332058162,13.002449173600006,28,2023,73,13.681099583490571,2018,89,23.014279281022084,2023,16,40.557114806063616,2023,330,61.18530881611453,2017,107.20000000000003,knn_log1p,21,distance
종로구,효제동,하우스 오손 종묘점,37.56890164,127.00203539,1991,19,73.7,0.9573707576176196,0.4183,0.25,6,180.0,관광숙박업,숙박시설,44,0,0,test_unmatched,132.6,11.0,105.7753607988673,92.33902465557769,399,2017,4,101.44764455067981,2017,1,107.62055477247897,2019,248,112.1114071691218,2021,11,115.35817284647815,2018,550.1122814880176,knn_log1p,21,distance
종로구,관수동,HELLO HOSTEL,37.56619998,126.99118829,1965,24,87.5,0.7206876474967924,0.1851,0.12,6,288.0,관광숙박업,숙박시설,44,3,1,train_matched,83.6,100.0,42.68692160244622,18.128851965853666,121,2021,1,32.89394759499747,2020,100,35.848484167686635,2017,91,57.39304402460992,2019,105,69.17028025908336,2024,83.60000000000002,knn_log1p,21,distance
종로구,청진동,하나데이즈 종로광화문(Hana Days Jongno-Gwanghwamun,37.56915801,126.9800544,1971,0,0.0,2.597384633214691,0.1766,0.18,7,228.0,관광숙박업,숙박시설,44,0,0,test_unmatched,120.2,90.0,65.27759662089416,48.89915895289562,11,2018,34,55.222741361869154,2018,90,63.16993303903413,2017,370,75.9593671776218,2017,96,83.13678257305008,2023,3470.8524105317183,knn_log1p,21,distance
종로구,숭인동,브릭 스테이 (BRIC STAY),37.57248011,127.01971336,1999,27,55.6,0.3035351275471273,0.1365,0.85,4,258.0,관광숙박업,숙박시설,44,3,1,train_matched,98872.8,373.0,47.87960229766219,31.222146371406268,493223,2017,469,40.00384557727076,2022,0,42.60395522548573,2024,299,56.64644724425715,2019,373,68.92161706989104,2022,98872.80000000005,knn_log1p,21,distance
종로구,충신동,연경당,37.57203715,127.00395269,2019,37,67.6,0.6931471805599453,0.1079,1.0,9,78.0,관광숙박업,제1종근린생활시설,44,4,1,train_matched,13792.4,1650.0,27.392626092698993,8.536157814466188,430,2018,5073,8.536157814466188,2019,1650,22.801421702683445,2019,61782,22.801759286854313,2024,27,74.28763384502481,2023,13792.400000000007,knn_log1p,21,distance
종로구,숭인동,호텔 DM,37.57059843,127.01860129,2020,11,100.0,0.8746092615811812,0.1065,0.25,11,2994.0,관광숙박업,숙박시설,44,0,0,test_unmatched,1099.6,108.0,56.133332539266554,49.63203030065285,108,2021,137,49.99333867668105,2020,3,54.7913497617806,2018,5214,62.97515911999685,2023,36,63.27478483722141,2017,727.4956308121828,knn_log1p,21,distance
종로구,원남동,오라카이 대학로 호텔,37.57297519,126.99797784,2019,5,0.0,1.0632729222228008,0.1079,0.18,20,19413.0,관광숙박업,숙박시설,44,0,0,test_unmatched,845.8,193.0,83.09046757202431,58.85401045872812,0,2024,784,61.142826954702066,2022,193,93.05008367698139,2023,45,101.14547114679452,2022,3207,101.25994562291544,2018,1403.1198603548135,knn_log1p,21,distance
종로구,창신동,D-STAY HOSTEL,37.56798355,127.00952148,1968,6,0.0,0.1482530044498824,0.1808,0.08,6,248.0,관광숙박업,숙박시설,44,2,1,train_matched,501.2,480.0,58.628500790677606,27.925999906097694,1100,2023,480,29.533830145075342,2024,60,75.92995784887056,2022,749,78.06134679522664,2019,117,81.6913692581178,2024,501.2000000000001,knn_log1p,21,distance
종로구,돈의동,더 메이 호텔,37.56923344,126.98879056,2020,21,71.4,0.9408455369813622,0.1065,0.45,11,847.0,관광숙박업,숙박시설,44,6,1,train_matched,178.4,99.0,31.417037598928225,23.244585771204367,0,2024,301,26.70323012958868,2021,470,27.99792987955178,2020,22,38.20554681274179,2019,99,40.933895401554516,2018,178.39999999999995,knn_log1p,21,distance
종로구,숭인동,루나하우스,37.57353634,127.0219178,1970,30,46.7,1.2512891288770671,0.4553,0.85,4,83.0,관광숙박업,숙박시설,44,4,1,train_matched,219.8,50.0,38.80649113043539,18.082878317870072,0,2024,50,31.302242741824486,2020,55,37.03197578296761,2017,990,42.396367371925734,2019,4,65.21899143758904,2020,219.79999999999993,knn_log1p,21,distance
종로구,익선동,엠제이호텔,37.57227399,126.98806987,2005,18,55.6,2.672021859258811,0.1279,0.7,8,1041.0,관광숙박업,숙박시설,44,4,1,train_matched,110.0,110.0,28.139041186544016,16.449856179623403,162,2022,5,22.824493116466872,2018,0,26.399644610979216,2019,273,28.8883439306888,2018,110,46.13286809496178,2017,109.99999999999997,knn_log1p,21,distance
종로구,익선동,킹스가든,37.57179889,126.98893263,2012,21,71.4,2.500969678805677,0.1179,0.7,10,365.0,관광숙박업,숙박시설,44,9,1,train_matched,5423.6,364.0,23.445986882052658,3.8193934177575617,24920,2020,11,27.654569677936617,2020,364,27.654569677936617,2017,47,27.654569677936617,2017,1776,30.44683195869587,2021,5423.599999999996,knn_log1p,21,distance
종로구,관철동,수레지던스,37.56655068,126.98415388,1981,5,0.0,0.5596157879354227,0.1623,0.55,6,213.0,관광숙박업,숙박시설,44,0,0,test_unmatched,439.0,102.0,79.31166219381961,54.05069306796229,11,2022,102,79.19409668168267,2024,16,87.77102004049442,2021,1650,87.77102004049442,2017,416,87.77148113846432,2023,1157.7714033052846,knn_log1p,21,distance
종로구,창신동,동대문 서울달빛,37.56916257,127.01374879,1982,10,40.0,1.9997770917556368,0.1608,1.0,4,385.0,관광숙박업,숙박시설,44,1,1,train_matched,442.8,210.0,65.79797775074356,38.61299537369236,731,2023,11,51.870828276118885,2020,30,53.31373770425232,2017,1232,92.48150537345279,2019,210,92.7108220262014,2022,442.7999999999999,knn_log1p,21,distance
종로구,연건동,브루클린,37.57244418,127.00083322,2025,11,63.6,1.0283354452521425,0.1,1.0,12,1331.0,관광숙박업,숙박시설,44,0,0,test_unmatched,363.2,54.0,70.93780478773337,54.90044655309636,54,2024,33,57.477151984085246,2021,253,67.12741920770148,2024,1465,82.70799400500995,2021,11,92.47601218877382,2020,1289.289905538622,knn_log1p,21,distance
종로구,숭인동,케이디 호스텔,37.57044997,127.01867554,2019,22,90.9,0.7940648516932153,0.1079,0.7,11,518.0,관광숙박업,숙박시설,44,1,1,train_matched,140.4,108.0,51.19291096915157,34.74587444188851,108,2021,137,46.366393689532885,2020,3,49.774209151281674,2018,36,53.998135652792065,2017,418,71.07994191026272,2023,140.40000000000003,knn_log1p,21,distance
종로구,장사동,센추럴,37.56604937,126.99210865,1969,25,64.0,2.574111725223541,0.1794,0.85,10,6309.0,관광숙박업,"숙박시설(호텔), 위락시설(주점영업)",44,3,1,train_matched,61.6,91.0,32.70580976145684,13.466093694593644,11,2023,105,13.86767060502543,2024,91,25.826917580028574,2019,100,47.13578438886785,2017,1,63.232582538768696,2020,61.59999999999997,knn_log1p,21,distance
종로구,창신동,VATICA HOTEL(바티카 호텔),37.56737832,127.01474752,1969,14,71.4,0.0564856021345574,0.1794,0.85,9,3292.0,관광숙박업,영업용,44,0,0,test_unmatched,19303.4,9795.0,81.15276657449937,53.511736398152124,49627,2019,36586,67.91751286854195,2022,237,68.33481567886697,2020,9795,99.01395548037567,2017,272,116.98581244656013,2020,1771.791362447164,knn_log1p,21,distance
종로구,명륜4가,호스텔 데이,37.57929506,126.99713608,1998,5,0.0,2.6288008294480694,0.138,0.18,8,349.0,관광숙박업,숙박시설,44,0,0,test_unmatched,5363.8,759.0,113.90809757714548,53.00816918686242,20901,2021,119,70.36641965680026,2024,4930,96.04435361155555,2017,759,164.7610529195438,2021,110,185.36049251096537,2019,1946.9857334904946,knn_log1p,21,distance
종로구,숭인동,루미아호텔,37.57109607,127.02145559,2017,2,100.0,0.2694761079552084,0.1108,0.25,15,1998.0,관광숙박업,관광숙박시설,44,5,1,train_matched,669.2,506.0,24.889923062261015,12.78823417418161,200,2019,506,12.78823417418161,2018,1289,27.9406191597625,2018,222,35.13962066623362,2018,1129,35.79290713694572,2024,669.2000000000003,knn_log1p,21,distance
종로구,창신동,24guesthouse동대문마켓점,37.56790086,127.00943028,1992,6,0.0,0.2810012094609484,0.1465,0.18,6,152.0,관광숙박업,근린생활시설,44,2,1,train_matched,501.2,480.0,52.18425220513431,16.403337037044256,1100,2023,480,28.29282629603948,2024,749,70.46823951825267,2019,60,71.52901403015915,2022,117,74.22784414417596,2024,501.2000000000001,knn_log1p,21,distance
종로구,관철동,호스텔 클로이,37.56597443,126.98782642,1985,14,0.0,0.4418327522790392,0.1565,0.08,6,293.0,관광숙박업,"근린생활시설, 업무시설",44,0,0,test_unmatched,2488.2,300.0,102.06354696041899,84.55309784743062,7988,2017,4097,104.45417167528004,2020,5,105.76840848719527,2022,300,105.84972013673934,2018,51,109.69233665544965,2018,1035.2928340119174,knn_log1p,21,distance
종로구,원남동,메이플레이스 호텔 서울 동대문,37.57336561,126.99794846,2014,17,70.6,1.2008429113170085,0.115,0.18,15,4943.0,관광숙박업,숙박시설(관광호텔),44,0,0,test_unmatched,1358.8,784.0,73.43182162610063,59.48503485576141,0,2024,3207,68.19550333884291,2018,429,69.85474936918261,2022,2374,75.93946164114223,2019,784,93.68435892557402,2022,633.2563925553701,knn_log1p,21,distance
종로구,권농동,언플러그 안국,37.57427525,126.99045283,1997,54,72.2,2.3135541243646194,0.1394,0.85,6,1353.0,관광숙박업,숙박시설,44,3,1,train_matched,101.6,62.0,40.38261104194065,19.932284936485335,330,2017,62,22.698061470294114,2022,16,39.26501480050909,2023,89,57.20746903902103,2023,11,62.81022496339367,2018,101.59999999999997,knn_log1p,21,distance
종로구,수송동,신라스테이 광화문,37.56990125,126.98030475,2015,2,50.0,0.589606501619105,0.1136,0.08,23,17595.0,관광숙박업,"숙박시설(관광호텔 및 부대시설),업무시설,판매시설",44,0,0,test_unmatched,106.0,33.0,71.18125969192815,53.51025079037303,96,2023,11,70.3333423020733,2018,33,74.35743623774567,2022,370,75.21705399491432,2017,20,82.48821513453441,2019,1254.3649392239038,knn_log1p,21,distance
종로구,인의동,호텔 아트리움,37.56913495,126.99733645,2004,31,74.2,0.3467462995973981,0.1293,0.18,17,9969.0,관광숙박업,호텔,44,1,1,train_matched,193.8,49.0,72.1087085750096,20.622020280730073,242,2018,642,72.76398310751304,2018,20,74.41134817716521,2023,16,90.20260067455298,2024,49,102.54359063508666,2018,193.79999999999995,knn_log1p,21,distance
종로구,낙원동,베스트웨스턴 종로(인사동),37.5696394,126.98875606,2016,18,61.1,1.8758425864385964,0.1122,0.85,12,1604.0,관광숙박업,숙박시설,44,5,1,train_matched,86.6,22.0,31.322653396954372,8.371741489294614,22,2019,99,24.44542723851137,2018,301,39.555662371714654,2021,0,41.14631234840068,2024,11,43.09412353685053,2018,86.60000000000001,knn_log1p,21,distance
종로구,숭인동,아이비씨호텔,37.57050676,127.02206499,2016,18,88.9,0.9974430536743816,0.1122,1.0,22,2997.0,관광숙박업,호텔,44,1,1,train_matched,4016.0,222.0,55.724914433842855,28.79901383774872,11,2023,222,56.98657413364019,2018,11,60.365874836479854,2020,18547,63.09646832505915,2017,1289,69.37664103628636,2018,4016.000000000003,knn_log1p,21,distance
종로구,관철동,호스텔 하루,37.56622871,126.98353342,1967,4,25.0,2.415417623490573,0.1823,0.08,14,588.0,관광숙박업,숙박시설,44,2,1,train_matched,31.2,11.0,48.036554040581656,18.930973077981097,102,2024,11,31.067150507865225,2022,1,55.242044390435986,2018,9,65.88649152802988,2022,33,69.0561106985961,2023,31.200000000000003,knn_log1p,21,distance
종로구,익선동,ICON,37.57209924,126.98812931,2012,19,47.4,2.7817292841849,0.1179,0.7,10,861.0,관광숙박업,근린생활시설,44,3,1,train_matched,198.6,162.0,34.871733679299304,23.503002667259203,273,2018,162,29.26131488750901,2022,5,31.87920565019625,2018,553,44.63921168005205,2020,0,45.07593351148001,2019,198.60000000000002,knn_log1p,21,distance
