구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,연면적,건물나이_2026,AHP_전체변수,EWM_전체변수,AHP순위,EWM순위,순위차_EWM-AHP 
마포구,합정동,홍대 게스트하우스 Hi :Dear,1994,0.2423,6,33.3,4.087176072743488,0.413,0.55,37.54562637,126.91743375,외국인관광도시민박업,단독주택,6,141.0,32,31.894524617545837,14.07685383795118,2221,1211,-1010
마포구,연남동,스윗루나,1996,0.5186,11,81.8,2.1360077947991765,0.4095,0.7,37.55818261,126.92376696,외국인관광도시민박업,다가구용 주택(공동주택적용),4,60.0,30,46.46256765841767,15.910406494087601,409,634,225
마포구,연남동,트윈래빗1 게스트하우스,2014,0.4582,19,94.7,1.7227665977411035,0.115,1.0,37.55789361,126.92183219,외국인관광도시민박업,다세대주택,5,88.0,12,44.23067425205212,14.180560741686547,658,1184,526
마포구,동교동,오하나 하우스,2019,0.3226,25,96.0,0.9028677115420144,0.1079,0.7,37.55422456,126.92755402,외국인관광도시민박업,단독주택,5,229.0,7,33.20155225383118,11.933144882846781,2055,2032,-23
마포구,합정동,스티치스 게스트하우스,1972,0.2864,0,0.0,0.4519851237430572,0.4518,0.12,37.54758308,126.90905582,외국인관광도시민박업,단독주택,3,169.0,54,20.175949872157233,6.781357705437552,3605,3570,-35
마포구,서교동,Lee House 2,1986,0.2834,17,100.0,0.4221599866803344,0.4272,0.85,37.55310859,126.92747802,외국인관광도시민박업,다세대주택,3,41.0,40,40.80027372933867,15.294068506073163,1028,806,-222
마포구,염리동,브리지 스테이 마포,1996,0.2626,3,66.7,0.4453110166553641,0.4095,0.55,37.54677382,126.94733643,외국인관광도시민박업,다가구용 주택(공동주택적용),3,40.0,30,30.57159015504189,11.04177857413914,2400,2365,-35
마포구,당인동,콤마,1982,0.3904,0,0.0,0.0,0.4342,0.18,37.54346057,126.92008014,외국인관광도시민박업,다가구용 주택(공동주택적용),3,30.0,44,23.885063863480333,6.3992347916653385,3259,3642,383
마포구,연남동,화이트브라운,1990,0.3196,19,94.7,0.9655491704609476,0.42,1.0,37.55609972,126.91923243,외국인관광도시민박업,단독주택,3,94.0,36,44.85602446333641,16.299262728489282,578,529,-49
마포구,성산동,Calm and cozy house,1994,0.3226,11,100.0,0.9876953908249256,0.413,0.7,37.55679066,126.91671202,외국인관광도시민박업,다가구용 주택(공동주택적용),4,30.0,32,39.36692147005232,14.918029961223333,1214,933,-281
마포구,성산동,스테이 순,1970,0.3687,25,100.0,0.38155958725461,0.4553,1.0,37.55690407,126.91123606,외국인관광도시민박업,단독주택,2,72.0,56,48.163662782552706,17.18310892806278,304,347,43
마포구,당인동,편안한 숙소,1993,0.3718,0,0.0,0.2231435513142097,0.4148,0.18,37.54354839,126.91941892,외국인관광도시민박업,다가구용 주택(공동주택적용),3,48.0,33,22.712408573456084,6.155838231421682,3381,3704,323
마포구,상암동,스마일 하우스,1994,0.4028,14,92.9,0.1846230537822338,0.413,0.85,37.57474511,126.89445963,외국인관광도시민박업,다가구용 주택(공동주택적용),2,39.0,32,43.64373481293436,14.430383541085737,702,1098,396
마포구,연남동,훤게스트하우스,2015,0.4582,24,100.0,0.531592106558477,0.1136,1.0,37.55870775,126.91989254,외국인관광도시민박업,다세대주택,5,58.0,11,43.52741380595194,13.328436364153037,716,1478,762
마포구,대흥동,낙원하우스,1996,0.2597,34,85.3,0.8416521149746304,0.4095,0.85,37.54675942,126.94395699,외국인관광도시민박업,다가구용 주택(공동주택적용),3,50.0,30,39.773034778776804,15.648502096762732,1155,713,-442
마포구,서교동,써니하우스,1990,0.2685,16,100.0,1.6144757064640576,0.42,0.25,37.55063756,126.92237275,외국인관광도시민박업,다세대주택,4,40.0,36,30.866048982754652,14.35040253498148,2353,1128,-1225
마포구,창전동,라파벨라 하우스,1994,0.2834,5,0.0,0.0512932943875505,0.413,0.7,37.55036615,126.92596329,외국인관광도시민박업,단독주택,8,102.0,32,28.6410592508408,8.22242808352162,2667,3225,558
마포구,합정동,포시즌하우스,1996,0.251,5,40.0,1.1676051601550612,0.5439,0.25,37.54859316,126.90939249,외국인관광도시민박업,다가구용 주택(공동주택적용),4,60.0,30,26.43611169668718,10.937059267004381,2959,2397,-562
마포구,망원동,스테이 선선,1992,0.5624,43,95.3,0.4865906529205328,0.4165,0.85,37.55668401,126.90404137,외국인관광도시민박업,다가구용 주택(공동주택적용),4,70.0,34,52.3159396476313,17.633172883997283,140,281,141
마포구,서교동,스테이온 3,2002,0.3196,7,71.4,0.7472144018302211,0.1322,0.35,37.55347564,126.92670823,외국인관광도시민박업,다가구용 주택(공동주택적용),4,51.0,24,24.653570736319452,8.503824685689656,3171,3147,-24
마포구,서교동,KK-하우스,2006,0.3287,0,0.0,0.0050377940299571,0.1265,1.0,37.55193913,126.92533222,외국인관광도시민박업,단독주택,4,82.0,20,29.141359211542834,5.557422320052894,2595,3838,1243
마포구,성산동,게스트하우스 성산,2003,0.2954,20,100.0,0.4861133259424962,0.1308,1.0,37.55595163,126.91283434,외국인관광도시민박업,다세대주택,4,62.0,23,37.85295955934188,12.820970667730764,1422,1688,266
마포구,연남동,스테이우아,1996,0.4886,16,81.2,0.8890374665599688,0.4095,0.55,37.55903315,126.92076899,외국인관광도시민박업,다가구용 주택(공동주택적용),4,45.0,30,41.56202458919115,14.066805778585358,941,1216,275
마포구,합정동,빌라드소앙,2018,0.2597,0,0.0,0.2513144282809061,0.1094,0.25,37.54506383,126.9162096,외국인관광도시민박업,근린생활시설 다가구주택,6,69.0,8,13.088806530306584,2.612669545162201,4069,4195,126
마포구,합정동,모던하우스,1993,0.4182,0,0.0,0.0,0.4148,0.18,37.54260262,126.91167665,외국인관광도시민박업,"근린생활시설, 주택",5,97.0,33,24.207838482355047,6.208037394849974,3221,3693,472
마포구,연남동,연남 끝자락,2023,0.6852,11,36.4,0.0226914112020707,0.1022,1.0,37.56360512,126.91995079,외국인관광도시민박업,다가구용 주택(공동주택적용),6,48.0,3,45.03432740479167,9.00202133652411,545,2994,2449
마포구,합정동,오손도손 스테이,1992,0.2481,0,0.0,0.8574502318512216,0.4165,0.12,37.54797387,126.9098183,외국인관광도시민박업,다가구용 주택(공동주택적용),3,69.0,34,17.875986047283867,6.318067610437344,3797,3661,-136
마포구,망원동,프라이빗 하우스,1986,0.6474,29,96.6,0.7871761302082216,0.4272,1.0,37.55740113,126.90198525,외국인관광도시민박업,단독주택,5,53.0,40,57.998495180776985,18.29353748589343,19,172,153
마포구,연남동,포근하우스,1990,0.4704,24,95.8,0.3055541972179028,0.1494,0.7,37.55913646,126.91930569,외국인관광도시민박업,다가구용 주택(공동주택적용),3,62.0,36,39.65573445733867,12.561905168062756,1175,1775,600
마포구,서교동,코지 스테이,1993,0.3226,1,0.0,0.0,0.1451,0.85,37.55151743,126.92532988,외국인관광도시민박업,다세대주택(6세대),5,64.0,33,27.173746077051614,5.618496229410663,2870,3822,952
마포구,연남동,스튜디오호퓨,2008,0.6396,34,100.0,0.2039440208071203,0.1237,1.0,37.56059168,126.92553905,외국인관광도시민박업,다세대주택,5,65.0,18,51.02070041006479,14.481225131650433,178,1079,901
마포구,연남동,솔로몬하우스,1985,0.6448,34,100.0,0.1290130033394475,0.4289,1.0,37.56061592,126.92532726,외국인관광도시민박업,단독주택,5,110.0,41,57.80579212065805,18.050819826397422,21,207,186
마포구,연남동,챨리하우스,1989,0.3595,9,66.7,0.8644796157783048,0.4218,0.12,37.55662292,126.91994542,외국인관광도시민박업,단독주택,3,81.0,37,28.06853774711416,11.003295467388007,2740,2375,-365
마포구,망원동,비비에이비 스테이,1998,0.4306,27,81.5,1.254773019423392,0.406,0.7,37.55172181,126.90492397,외국인관광도시민박업,다가구용 주택(공동주택적용),5,42.0,28,43.119861838789966,15.595248578241982,757,730,-27
마포구,성산동,NANI HOUSE RoofTop 33,2017,0.2924,17,88.2,0.741187157147308,0.1108,0.85,37.56535053,126.90656457,외국인관광도시민박업,단독주택,4,61.0,9,33.44190887781945,11.21922282631857,2022,2307,285
마포구,서교동,테디하우스,2005,0.2308,16,93.8,0.6279350319128999,0.1279,1.0,37.55267949,126.92877851,외국인관광도시민박업,다세대주택,4,78.0,21,34.72952485923667,12.098095364659619,1836,1970,134
마포구,창전동,스테이 뤼느,1989,0.184,0,0.0,0.0,0.4218,0.7,37.55086366,126.92874902,외국인관광도시민박업,다세대주택,3,36.0,37,24.79116377486232,7.2913720607470225,3160,3457,297
마포구,서교동,어반우드,1973,0.0959,6,33.3,0.0444517625708338,0.45,1.0,37.55098756,126.91367257,외국인관광도시민박업,단독주택,3,169.0,53,30.891990668828097,10.97037725780533,2350,2386,36
마포구,동교동,티오피 하우스,1993,0.3749,28,96.4,0.7871939363174982,0.1451,1.0,37.55482194,126.92653498,외국인관광도시민박업,단독주택,5,91.0,33,42.0710947972112,14.246287857014126,882,1166,284
마포구,연남동,Maru Stay,1992,0.4367,21,85.7,0.7551209400966783,0.4165,1.0,37.55845119,126.91922225,외국인관광도시민박업,"근린생활시설, 단독주택",6,107.0,34,48.31617572788398,16.25580977948091,298,542,244
마포구,서교동,RM,1997,0.0706,6,16.7,0.8938178760220964,0.1394,1.0,37.55090549,126.9147261,외국인관광도시민박업,"다가구용단독주택(8가구), 근린생활시설",5,59.0,29,22.869226916480734,7.45112129525373,3370,3419,49
마포구,동교동,아우어하우스,1996,0.2423,25,92.0,0.2186892009648294,0.1408,1.0,37.55336243,126.92926485,외국인관광도시민박업,다가구용 주택(공동주택적용),4,40.0,30,35.71237795008181,12.4818494680107,1701,1815,114
마포구,동교동,루프탑하우스,1990,0.3873,18,72.2,0.4665253648694107,0.1494,0.7,37.55418272,126.92540377,외국인관광도시민박업,단독주택,5,106.0,36,34.522698945761974,10.9690137706309,1871,2388,517
마포구,동교동,돌마,2002,0.2597,15,86.7,0.9880944640031388,0.1322,0.7,37.55469129,126.91931741,외국인관광도시민박업,다세대주택,5,149.0,24,30.57623123438833,11.290318199541648,2398,2277,-121
마포구,연남동,DW STAY3,2019,0.4704,17,94.1,1.2131112491233031,0.1079,1.0,37.55843309,126.92127205,외국인관광도시민박업,다가구용 주택(공동주택적용),4,92.0,7,43.57728536738401,13.179660071250579,710,1533,823
마포구,연남동,데일리 하우스,1993,0.5596,25,100.0,0.4130862663892368,0.4148,0.85,37.5588598,126.92432052,외국인관광도시민박업,다가구용 주택(공동주택적용),4,75.0,33,51.170968766811534,16.553161322384817,173,468,295
마포구,연남동,베인하우스,1995,0.5624,25,92.0,1.0202075829988118,0.4113,0.7,37.55866919,126.92466186,외국인관광도시민박업,다가구용 주택(공동주택적용),3,70.0,31,48.60189246123643,16.15810201149663,274,570,296
마포구,도화동,도레미 게스트하우스,1991,0.2308,15,73.3,0.3058643915349713,0.4183,0.7,37.53880348,126.95029722,외국인관광도시민박업,다가구용 주택(공동주택적용),3,59.0,35,33.527121727515116,12.663277499618944,2012,1743,-269
마포구,연남동,위자드 하우스,1992,0.3564,12,83.3,0.8393034608858305,0.4165,1.0,37.5572601,126.91775535,외국인관광도시민박업,다세대주택,4,31.0,34,44.58014039227265,15.194142078836293,616,838,222
마포구,연남동,봉봉하우스,2001,0.6343,4,100.0,0.2636245040797788,0.1337,0.25,37.56153185,126.92277883,외국인관광도시민박업,다가구용 주택(공동주택적용),6,58.0,25,36.17288442693811,10.169078664351618,1635,2609,974
마포구,노고산동,노고산스테이,1985,0.2984,3,0.0,0.0,0.8374,1.0,37.55242607,126.93984509,외국인관광도시민박업,단독주택,1,24.0,41,42.640082450743826,13.143168964293034,815,1553,738
마포구,연남동,한스,2004,0.4306,12,66.7,0.7110193053260672,0.1293,0.7,37.55852504,126.91855853,외국인관광도시민박업,다가구용 주택(공동주택적용),4,98.0,22,34.70261382455958,10.113648680801449,1842,2624,782
마포구,연남동,Ssol Guest House,2003,0.5509,27,96.3,0.96804293733935,0.1308,0.7,37.55851995,126.92451553,외국인관광도시민박업,다가구용 주택(공동주택적용),3,50.0,23,42.88725759761648,13.37202707530572,784,1463,679
마포구,서교동,JH HOUSE,1995,0.1607,23,78.3,0.940243972896648,0.4113,1.0,37.55340327,126.91668022,외국인관광도시민박업,단독주택,5,145.0,31,37.604855379181686,15.0708812261637,1454,880,-574
마포구,동교동,구 하우스,1991,0.3749,20,80.0,0.817084081790707,0.148,0.7,37.55634351,126.92117477,외국인관광도시민박업,다가구용 주택(공동주택적용),4,35.0,35,35.146600057069186,11.778852151160667,1780,2095,315
마포구,동교동,이레스테이,1993,0.3533,28,92.9,0.8449140690319273,0.4148,1.0,37.55462383,126.9269901,외국인관광도시민박업,다가구용 주택(공동주택적용),4,42.0,33,46.26962114027472,16.726852443598357,429,442,13
마포구,서교동,어반포레스트,1989,0.1022,16,87.5,0.9040954587803368,0.4218,0.85,37.55118684,126.91751186,외국인관광도시민박업,단독주택,4,70.0,37,33.38828020277943,14.4742670136259,2032,1081,-951
마포구,합정동,합정해날,2009,0.3074,22,72.7,2.6288008294480694,0.1222,1.0,37.54426265,126.91376499,외국인관광도시민박업,다세대주택,5,132.0,17,38.483677547739745,13.961162019808171,1336,1252,-84
마포구,상수동,무드하우스 2호점,1992,0.4089,27,100.0,3.2809112157876537,0.4165,1.0,37.54568008,126.92397127,외국인관광도시민박업,다가구용 주택(공동주택적용),4,48.0,34,51.76349451724839,20.195689015867355,154,62,-92
마포구,상수동,스프링 라이트 게스트 하우스,1991,0.3318,14,100.0,2.760009940032921,0.148,1.0,37.54764523,126.92321927,외국인관광도시민박업,다세대주택,4,39.0,35,42.20597494045019,15.724649581499895,864,683,-181
마포구,노고산동,헤이스 하우스1,1989,0.1894,22,27.3,0.9903987040278768,0.4218,1.0,37.55082404,126.93778555,외국인관광도시민박업,단독주택,5,93.0,37,35.08534831797319,12.670285502247042,1790,1739,-51
마포구,서교동,문하우스,1990,0.2685,21,95.2,0.3248610756935349,0.5554,1.0,37.5527925,126.92763167,외국인관광도시민박업,다가구용 주택(공동주택적용),4,55.0,36,45.01437482573781,16.976266811405097,551,385,-166
마포구,연남동,연트럴,1992,0.6753,10,80.0,0.2039440208071203,0.4165,1.0,37.56322788,126.92064535,외국인관광도시민박업,다가구용 주택(공동주택적용),3,53.0,34,55.290148162939936,15.132711773346882,54,862,808
마포구,동교동,SSU HOME,2000,0.3074,24,83.3,1.391834541495506,0.1351,1.0,37.55460824,126.9287221,외국인관광도시민박업,다가구용 주택(공동주택적용),5,38.0,26,38.54218047201014,13.510355758712597,1331,1417,86
마포구,연남동,SeeU House,1998,0.4429,24,95.8,1.6568219362265426,0.406,0.7,37.55762156,126.92168934,외국인관광도시민박업,다가구용 주택(공동주택적용),4,44.0,28,44.94358036014823,16.607783030852126,566,461,-105
마포구,서교동,cooKorean Home,1968,0.2423,20,85.0,1.3684594934838563,0.4588,0.7,37.5549824,126.9134127,외국인관광도시민박업,단독주택,3,67.0,58,38.02356296260172,15.874246833931451,1397,643,-754
마포구,연남동,모모하우스,1991,0.5275,13,76.9,2.1101138412129194,0.4183,0.7,37.55789477,126.92449366,외국인관광도시민박업,다가구용 주택(공동주택적용),3,42.0,35,46.842198973900125,15.902832509823126,382,638,256
마포구,연남동,huayuan house2,1990,0.412,24,100.0,0.6478754097430808,0.42,1.0,37.55737926,126.92073884,외국인관광도시민박업,단독주택,5,59.0,36,48.714554045759684,17.00803277028363,267,378,111
마포구,서교동,Homi house,1995,0.3287,26,96.2,2.1459903514386,0.4113,1.0,37.55269953,126.92336194,외국인관광도시민박업,다가구용 주택(공동주택적용),4,59.0,31,46.87194565254631,18.168199814354864,381,191,-190
마포구,합정동,스테이코리아,2026,0.2864,4,25.0,0.9985288301111273,0.1,0.7,37.54869116,126.90846287,외국인관광도시민박업,다가구용 주택(공동주택적용),3,30.0,0,24.542069110146556,6.317410432805436,3186,3662,476
마포구,서교동,OBJECT APARTMENT HAUS,1995,0.2308,13,92.3,1.1526795099383853,0.2768,0.18,37.55422988,126.91216807,외국인관광도시민박업,단독주택,5,43.0,31,23.96256689826685,11.305573030705036,3249,2271,-978
마포구,연남동,라온 하우스 연남,1998,0.3811,14,78.6,0.8603273606775375,0.138,0.7,37.55695425,126.92023951,외국인관광도시민박업,다가구용 주택(공동주택적용),4,56.0,28,34.473293584902514,11.118210696641025,1878,2330,452
마포구,연남동,민스테이2,2020,0.3318,20,90.0,1.0107063238746714,0.1065,0.7,37.55680926,126.91767279,외국인관광도시민박업,다가구용 주택(공동주택적용),5,46.0,6,32.79355038812645,11.3968686506834,2106,2222,116
마포구,성산동,Choi's Stay HongDae,2024,0.3196,14,71.4,0.7870246953627744,0.1011,0.7,37.55676672,126.9147572,외국인관광도시민박업,다가구용 주택(공동주택적용),4,30.0,2,29.951469914067946,9.464773853141322,2498,2853,355
마포구,서교동,더퍼스트홍대스테이101,2002,0.2685,10,0.0,0.0,0.1322,0.7,37.55146122,126.9266748,외국인관광도시민박업,다세대주택,5,60.0,24,22.62170068209101,5.150884283155158,3398,3913,515
마포구,노고산동,마인힐 스테이,1965,0.3502,0,0.0,0.0,0.4641,1.0,37.55214457,126.94139361,외국인관광도시민박업,단독주택,2,90.0,61,37.81366609793558,9.845929278445398,1430,2728,1298
마포구,창전동,신촌연트럴2,1993,0.0959,2,100.0,0.666478933477784,0.4148,0.12,37.55086054,126.93215521,외국인관광도시민박업,다가구용 주택(공동주택적용),3,38.0,33,19.86404663406133,11.021584776509249,3629,2370,-1259
마포구,동교동,연지아트,1991,0.1683,10,30.0,0.2537805207760996,0.148,0.7,37.5526605,126.93172209,외국인관광도시민박업,다가구용 주택(공동주택적용),5,83.0,35,22.20644147660358,7.133930552175253,3439,3487,48
마포구,동교동,연밤 게스트하우스,1988,0.4643,10,50.0,0.5924056107584136,0.4236,0.7,37.55712309,126.92325751,외국인관광도시민박업,단독주택,3,35.0,38,40.59327628907123,12.345806578761794,1051,1859,808
마포구,동교동,거인,1991,0.1761,5,60.0,0.4146817632130883,0.4183,0.7,37.55255355,126.93088136,외국인관광도시민박업,다가구용 주택(공동주택적용),3,27.0,35,29.883816397900393,11.229219494338794,2506,2300,-206
마포구,서교동,엔케 하우스,1986,0.3287,10,60.0,0.9827214011637642,0.4272,0.85,37.5536264,126.9266455,외국인관광도시민박업,다세대주택,3,31.0,40,39.5373795489464,13.512390389070529,1190,1416,226
마포구,신수동,스테이 다하세,2008,0.2167,20,75.0,0.4672424678044075,0.1237,1.0,37.54614185,126.93713458,외국인관광도시민박업,다가구용 주택(공동주택적용),5,48.0,18,32.66020835831513,11.082055224945437,2135,2349,214
마포구,연남동,연남내일,1991,0.4244,20,85.0,0.2661402286770261,0.148,1.0,37.55791318,126.92021184,외국인관광도시민박업,단독주택,5,80.0,35,41.974802615056234,12.722706909822227,893,1722,829
마포구,서교동,Mimi's house,1992,0.098,12,83.3,0.8938178760220964,0.4165,0.85,37.55108117,126.91736855,외국인관광도시민박업,다가구용 주택(공동주택적용),4,30.0,34,32.410149115083165,13.833167521409326,2160,1304,-856
마포구,서교동,Lucy Stay,1996,0.098,4,25.0,0.0396091380950458,0.1408,0.7,37.55111052,126.91363204,외국인관광도시민박업,다가구용 주택(공동주택적용),4,38.0,30,18.20597902125095,5.701652347518196,3775,3799,24
마포구,망원동,아이엠하우스,2002,0.5422,21,81.0,2.0526781244810195,0.1322,0.25,37.55346886,126.90268505,외국인관광도시민박업,다세대주택,4,69.0,24,34.46232590946975,11.913772202827614,1881,2042,161
마포구,망원동,스테이인 망원,1991,0.3749,31,93.5,1.361337629146023,0.4183,0.85,37.55455056,126.90771882,외국인관광도시민박업,단독주택,3,60.0,35,45.44321528476492,17.110625086599427,506,361,-145
마포구,서교동,더 포춘,1990,0.2685,28,100.0,0.3746934494414106,0.42,1.0,37.55225986,126.92717261,외국인관광도시민박업,단독주택,3,82.0,36,43.29782719139271,16.29620987849983,739,531,-208
마포구,서교동,서교휴스테이,2001,0.2394,22,95.5,0.5436154465889815,0.1337,1.0,37.55279818,126.92865344,외국인관광도시민박업,"제2종근린생활시설,다가구주택(5가구)",6,96.0,25,35.77837983573952,12.826072280871841,1696,1683,-13
마포구,창전동,스테이 공유 홍대,1997,0.1894,5,40.0,0.1000834585569825,0.4077,0.7,37.5502927,126.9283737,외국인관광도시민박업,다가구용단독주택(11가구),4,33.0,29,28.056362726587857,9.660059474771192,2741,2794,53
마포구,연남동,마이리틀,1989,0.4643,22,95.5,0.3270604024388663,0.4218,0.7,37.55905795,126.91917444,외국인관광도시민박업,단독주택,3,66.0,37,44.6003663821488,15.222946693910858,614,828,214
마포구,도화동,NANA STAY,1993,0.3196,1,100.0,0.0091324835632725,0.4148,0.45,37.53848218,126.9526834,외국인관광도시민박업,다가구용 주택(공동주택적용),3,32.0,33,33.09907994866161,12.125600759258408,2070,1958,-112
마포구,연남동,사미스테이,1993,0.3471,16,87.5,0.7627955748497871,0.4148,1.0,37.55698014,126.91825252,외국인관광도시민박업,단독주택,5,36.0,33,44.6995941942257,15.601009708785806,599,729,130
마포구,서교동,Sue-perb house,1994,0.1313,17,64.7,0.8142915639190336,0.413,0.7,37.55191267,126.91806447,외국인관광도시민박업,단독주택,8,126.0,32,29.765768209748146,12.884430011141923,2520,1654,-866
마포구,서교동,모스트스테이,1970,0.1658,21,85.7,1.3975939163738238,0.4553,0.25,37.55327394,126.9175679,외국인관광도시민박업,다가구용 주택(공동주택적용),4,67.0,56,27.371401612743295,14.12054623895881,2832,1200,-1632
마포구,합정동,스테이 휴가,1985,0.3044,0,0.0,0.0689928714869514,0.4289,0.18,37.54646263,126.90949823,외국인관광도시민박업,단독주택,5,82.0,41,20.593167573189085,6.22734574192011,3575,3684,109
마포구,창전동,아이린 홈,1991,0.0918,6,100.0,1.9534008207844709,0.148,1.0,37.55061658,126.93194503,외국인관광도시민박업,단독주택,5,49.0,35,31.777971848460652,13.485561356494511,2235,1425,-810
마포구,성산동,성산스테이,1992,0.4459,18,100.0,1.0972990908431492,0.4165,0.04,37.55746845,126.90900315,외국인관광도시민박업,다가구용 주택(공동주택적용),4,33.0,34,33.20454720780622,13.626567903543455,2054,1369,-685
마포구,연남동,블라썸,1995,0.5596,26,96.2,0.9914286184487684,0.4113,0.85,37.55874676,126.92452548,외국인관광도시민박업,다가구용 주택(공동주택적용),4,40.0,31,51.49145201605242,17.02749515164606,165,374,209
마포구,서교동,서교 게스트하우스 다날,1997,0.1894,23,95.7,0.9283390703903296,0.1394,0.85,37.54725613,126.91847865,외국인관광도시민박업,단독주택,4,95.0,29,32.054357783287735,12.640324642428572,2205,1750,-455
마포구,동교동,마포달빛,1991,0.184,6,0.0,0.0927817334509661,0.4183,0.7,37.55257976,126.93050181,외국인관광도시민박업,다가구용 주택(공동주택적용),3,51.0,35,25.184172846854715,7.7201471085016955,3102,3350,248
마포구,동교동,Da Young House,1991,0.2394,21,90.5,0.8268521692269142,0.4183,1.0,37.55341017,126.92955214,외국인관광도시민박업,다가구용 주택(공동주택적용),3,57.0,35,41.45190013757688,15.724720932646166,955,682,-273
마포구,노고산동,스테이 올리브,1994,0.2656,5,0.0,0.0,0.5478,0.12,37.55124925,126.93970751,외국인관광도시민박업,다가구용 주택(공동주택적용),4,31.0,32,20.35631258544063,7.054235712364997,3593,3505,-88
마포구,노고산동,신촌의 여유,1985,0.2834,4,0.0,0.0,0.8374,1.0,37.55246431,126.93939359,외국인관광도시민박업,단독주택,1,24.0,41,42.1513655454527,13.158251264163345,874,1546,672
마포구,상수동,슈기 BNB,1997,0.3105,20,90.0,3.490428515390098,0.1394,1.0,37.54765558,126.9226917,외국인관광도시민박업,다가구용 주택(공동주택적용),4,141.0,29,41.54508964057274,16.17000424090026,944,566,-378
마포구,서교동,세린홍대스위트,1988,0.251,16,56.2,0.0916303228459243,0.4236,0.7,37.5515933,126.9272488,외국인관광도시민박업,단독주택,3,184.0,38,32.96436906218588,11.75162480037321,2088,2107,19
마포구,상수동,휴스테이,1994,0.3471,17,88.2,3.295836866004329,0.6824,0.85,37.54532898,126.92166353,외국인관광도시민박업,다가구용 주택(공동주택적용),4,50.0,32,50.33064626869881,20.83317483601786,194,42,-152
마포구,망원동,보르카,1990,0.3873,31,93.5,1.359530943921074,0.42,0.25,37.55145772,126.90586768,외국인관광도시민박업,단독주택,3,56.0,36,35.51053557215139,15.017867171749803,1726,904,-822
마포구,연남동,밀리언스테이1,1991,0.6046,42,92.9,0.4658968472930821,0.5535,0.85,37.55975429,126.92559743,외국인관광도시민박업,다가구용 주택(공동주택적용),4,44.0,35,56.29224669367847,18.97848395629015,38,117,79
마포구,동교동,듀이하우스,1988,0.5392,4,50.0,0.5893286852539343,0.4236,0.12,37.55807387,126.92532319,외국인관광도시민박업,단독주택,4,199.0,38,32.8657308982185,10.185350985513775,2099,2607,508
마포구,동교동,스테이 홍대101,1991,0.2452,23,87.0,0.6000567574939334,0.4183,1.0,37.55356227,126.92946322,외국인관광도시민박업,다가구용 주택(공동주택적용),3,34.0,35,41.26647453813694,15.416502871140692,976,769,-207
마포구,성산동,머무름,2023,0.5852,4,100.0,0.0194937946810011,0.1022,1.0,37.56182415,126.91418937,외국인관광도시민박업,다세대주택,6,26.0,3,45.784696088936805,11.601069619992991,468,2164,1696
마포구,연남동,원 하우스,1969,0.5795,38,89.5,1.6492889439189975,0.457,1.0,37.55918952,126.92568576,외국인관광도시민박업,단독주택,2,91.0,57,57.65928636725197,19.76572476475523,23,75,52
마포구,서교동,호영하우스,1993,0.2308,16,100.0,1.0503270475086477,0.4148,1.0,37.55254638,126.92859594,외국인관광도시민박업,다세대주택,5,49.0,33,41.68494272821734,16.219339592895118,932,554,-378
마포구,도화동,연 스테이,1985,0.2744,6,50.0,0.0271509890659508,0.8374,0.35,37.53658544,126.94850494,외국인관광도시민박업,단독주택,1,43.0,41,34.5608838969919,13.62020813754967,1869,1372,-497
마포구,서교동,코텔로,1971,0.1894,26,96.2,1.3197335946015516,0.4535,1.0,37.54653057,126.91651048,외국인관광도시민박업,단독주택,2,82.0,55,42.30002094458726,17.51833752717368,854,293,-561
마포구,염리동,마므레인서울,1981,0.5127,19,5.3,0.0240975515790605,0.4359,0.55,37.55242519,126.94738002,외국인관광도시민박업,다세대주택,3,33.0,45,36.720249060645386,9.77112239741902,1577,2759,1182
마포구,서교동,슬로우시네마 홍대,1972,0.1175,5,80.0,0.8687119548910202,0.4518,0.7,37.55177137,126.91343098,외국인관광도시민박업,단독주택,3,207.0,54,31.083226138429264,13.42715914381533,2323,1448,-875
마포구,연남동,헤이븐 연남,1985,0.6778,45,95.6,0.3619071337690345,0.4289,1.0,37.56162667,126.92563715,외국인관광도시민박업,단독주택,4,64.0,41,59.71655490850593,18.85557310286353,10,122,112
마포구,연남동,라벤더하우스,1997,0.588,17,100.0,0.956771684639724,0.1394,0.7,37.5600351,126.92344909,외국인관광도시민박업,단독주택,6,60.0,29,44.26085066237643,13.484391764929057,653,1426,773
마포구,합정동,K-WAVE 게스트하우스,2002,0.2894,0,0.0,0.0689928714869514,0.1322,0.25,37.54461991,126.91712605,외국인관광도시민박업,단독주택,7,103.0,24,14.971483116466407,3.173208722344116,3986,4147,161
마포구,동교동,KHC스테이,1994,0.3656,30,93.3,0.8696648905340997,0.413,0.85,37.55471946,126.92676255,외국인관광도시민박업,다세대주택,4,44.0,32,44.244423910361,16.36845434839102,656,506,-150
마포구,연남동,익스테이 맨션 연남,2022,0.6073,30,100.0,0.3317773923170052,0.1036,0.7,37.56165068,126.92049016,외국인관광도시민박업,다가구용 주택(공동주택적용),6,178.0,4,43.61944025424114,12.732662587594309,707,1714,1007
