구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,업종,건물용도명,총층수,연면적,건물나이_2026,AHP_전체변수,EWM_전체변수,AHP순위,EWM순위,순위차_EWM-AHP 
중구,주교동,포레스트 스테이 을지로,1989,0.2804,46,71.7,0.4370134658430903,0.1509,0.25,37.56440216,126.99952076,관광숙박업,"근린생활시설, 숙박시설",5,187.0,37,24.639507491187878,10.810508949648167,3177,2442,-735
중구,남산동,JEJARI STAY,1987,0.129,0,0.0,2.5709513761465352,0.1536,0.12,37.55589221,126.98425667,관광숙박업,근린생활시설,7,575.0,39,10.60158169096703,5.734567727717267,4146,3789,-357
중구,명동,호텔베르,2023,0.1787,6,50.0,2.7126691469585045,0.1022,0.7,37.56182034,126.98235783,관광숙박업,숙박시설,12,1552.0,3,24.93071033024817,10.34499131972593,3142,2563,-579
중구,명동,호스텔아라,1999,0.184,14,50.0,0.4126853560816514,0.1365,0.85,37.56201257,126.98374891,관광숙박업,"근린생활시설,일반숙박시설",11,442.0,27,27.03693233989265,9.452021974139916,2886,2857,-29
중구,명동,블루닷 포쉬텔,1988,0.1313,18,72.2,1.8272215026672964,0.1523,0.7,37.56041505,126.98504625,관광숙박업,"관광숙박시설,근린생활시설",6,1554.0,38,26.737937146156533,11.93535799484484,2926,2030,-896
중구,남산동,다두하우스,1971,0.122,0,0.0,2.5113651113274305,0.4535,0.12,37.55602148,126.98400789,관광숙박업,"주택, 근린생활시설, 차고",3,275.0,55,16.55111091432646,8.73554131356632,3889,3077,-812
용산구,이태원동,호스텔 펠라즈(Hostel Fellaz),1996,0.2002,4,0.0,0.009389740349839,0.1408,0.45,37.5309905,126.99287096,관광숙박업,관광숙박시설(호스텔),4,282.0,30,15.666060711430363,3.7778342602394113,3942,4082,140
용산구,이촌동,스카이 스위트,2009,0.5567,0,0.0,0.017241806434506,0.1222,0.04,37.51842522,126.95939349,관광숙박업,숙박시설,3,178.0,17,20.71104441093216,2.686138220604371,3566,4191,625
용산구,이태원동,와이낫슬립(Why Not Sleep),1971,0.2597,6,0.0,3.2086348857548064,0.4535,0.08,37.53117208,126.99046509,관광숙박업,"제1,2종근린생활시설",3,27.0,55,22.220363743286427,10.287323588509068,3437,2577,-860
용산구,이태원동,스테이 파키라(Stay Pachira),2011,0.2365,21,38.1,3.4850065721311685,0.1194,0.45,37.53120965,126.9912185,관광숙박업,제2종근린생활시설,7,51.0,15,24.406362655580633,10.915988213540691,3201,2404,-797
용산구,서계동,mingle stay,1982,0.2774,100,53.0,0.2122469600899965,0.1608,1.0,37.5517128,126.96658186,관광숙박업,숙박시설(호스텔),5,565.0,44,40.066141707824684,16.100987402289782,1124,587,-537
용산구,한강로3가,나인트리 프리미어 로카우스호텔 서울 용산(Nine Tree Premier ROKAUS Hotel Seoul Yongsan),2023,0.4886,14,21.4,1.556604497612753,0.232,0.04,37.52489689,126.96363419,관광숙박업,"국방군사시설,숙박시설,업무시설,판매시설",37,40539.0,3,24.884572317376698,11.371087522140108,3149,2240,-909
용산구,서계동,스테이터울,1983,0.2337,108,65.7,0.6757554378480761,0.4324,1.0,37.55142339,126.96553086,관광숙박업,근린생활시설,5,66.0,43,45.76107150859328,20.452517430533813,471,55,-416
용산구,이태원동,H호스텔,1994,0.2597,5,40.0,0.046091107200267,0.413,1.0,37.52931063,126.99379816,관광숙박업,숙박시설,6,686.0,32,36.07409964986398,11.227915373878671,1651,2302,651
용산구,이태원동,해밀톤관광호텔,2012,0.1632,28,46.4,1.7727112742573603,0.1179,0.45,37.53213283,126.99278762,관광숙박업,호텔,3,16789.0,14,20.69319239652368,9.774173839527664,3569,2758,-811
용산구,한남동,서울미라마(유)그랜드하얏트서울,1989,0.1337,15,73.3,1.000848119902218,0.5574,0.85,37.5367936,126.99702538,관광숙박업,호텔,2,62156.0,37,36.181571471784146,17.366140133512346,1634,321,-1313
용산구,한강로3가,주)서부티엔디 노보텔 앰배서더 서울 용산,2017,0.3257,0,0.0,0.0,0.1108,0.45,37.52917031,126.9616552,관광숙박업,"숙박시설(관광호텔,가족호텔)",44,45342.0,9,19.453800733175186,7.987639000495406,3664,3287,-377
용산구,한남동,임피리얼팰리스 부티크호텔(Imperial Palace Boutique Hotel),1988,0.122,87,74.7,1.2959351403605768,0.1523,1.0,37.53258975,126.99761001,관광숙박업,호텔,15,10654.0,38,36.152215701664225,18.115744691778694,1641,199,-1442
용산구,이태원동,몬드리안 서울 이태원,1988,0.2834,7,0.0,0.0,0.1523,0.08,37.52621325,126.99250665,관광숙박업,호텔,23,38560.0,38,13.353566530529779,6.126307781109527,4058,3708,-350
용산구,동자동,주)조선호텔앤리조트 포포인츠 조선 서울역,2015,0.2308,12,83.3,0.6371529112053704,0.1136,0.04,37.54811198,126.97199695,관광숙박업,숙박시설,37,19940.0,11,16.840110412079436,10.791793931834553,3865,2449,-1416
용산구,이태원동,에이원호텔,2016,0.2452,14,21.4,3.259184480105219,0.1122,0.08,37.5312925,126.99084352,관광숙박업,숙박시설,7,739.0,10,15.917333548203203,7.812758850664858,3930,3331,-599
용산구,동자동,케이 그랜드 호텔 서울(K-Grand Hotel Seoul),1981,0.2539,15,60.0,0.0823249452560027,0.1623,0.04,37.55008607,126.97146748,관광숙박업,숙박시설,6,584.0,45,17.004490120561965,7.24231518548409,3853,3469,-384
용산구,갈월동,호텔 더 디자이너스,2016,0.4213,12,33.3,2.8058593409741737,0.1122,0.12,37.5428,126.97079796,관광숙박업,숙박시설,23,5006.0,10,23.68081814235345,9.954165314101921,3280,2688,-592
용산구,한강로3가,주)서부티엔디 그랜드 머큐어 앰버서더 서울 용산,2017,0.3257,0,0.0,0.0,0.1108,0.45,37.52917031,126.9616552,관광숙박업,숙박시설,44,185482.0,9,19.6561115927555,13.112781489373177,3647,1568,-2079
용산구,이태원동,누베르 서울호텔,2013,0.1457,47,59.6,2.418269491993508,0.1165,1.0,37.5315035,126.99550844,관광숙박업,숙박시설(관광호텔) 및 제2종근린생활시설,9,2797.0,13,32.75758873183898,14.379779796480424,2110,1116,-994
성동구,행당동,소노체호스텔 한양,1993,0.2167,30,83.3,0.462134464596392,0.1451,0.12,37.55719846,127.03528869,관광숙박업,숙박시설,5,297.0,33,19.576176909814656,9.566310419898413,3656,2820,-836
성동구,성동,스윗스팟성수,1993,0.2423,12,33.3,3.054001181677967,0.4148,0.7,37.54745731,127.05231704,관광숙박업,관광숙박시설(호스텔),4,143.0,33,33.74590928004025,13.659474805749067,1984,1359,-625
성동구,성동,청화스테이,1996,0.067,17,70.6,0.1823215567939546,0.1408,0.25,37.5369324,127.06154244,관광숙박업,"근린생활시설, 관광숙박시설(호스텔)",4,70.0,30,13.842191662730622,7.445851682358871,4044,3420,-624
성동구,도선동,밸류플레이스 호스텔 왕십리역점,1990,0.1433,10,10.0,0.3325326386171326,0.1494,1.0,37.55948579,127.03411372,관광숙박업,근린생활시설 교육연구시설,6,162.0,36,25.11285958992271,7.276966478433433,3113,3462,349
성동구,도선동,아모렉스 관광호텔,2008,0.0898,35,48.6,2.180780219109842,0.1237,1.0,37.56086358,127.03451002,관광숙박업,호텔,12,3928.0,18,29.056332049068605,12.985859867969818,2607,1616,-991
성동구,용답동,새턴호텔(SATURN HOTEL),1983,0.3718,0,0.0,0.0,0.2959,0.7,37.55868812,127.06005271,관광숙박업,숙박시설,8,1583.0,43,29.62488335153263,7.239705683942645,2535,3470,935
성동구,도선동,컬리넌 호텔 앤 스파,2013,0.129,8,12.5,0.3058643915349713,0.1165,0.04,37.55988082,127.03402623,관광숙박업,관광호텔,12,3086.0,13,6.5629064699584685,3.4475368316703037,4235,4112,-123
성동구,용답동,호텔 27,1983,0.3811,0,0.0,0.0,0.1594,0.7,37.55865215,127.05985981,관광숙박업,숙박시설,5,1117.0,43,27.279987286584046,5.620876175722782,2850,3821,971
성동구,하왕십리동,케이그랜드 호스텔(K-Grand Hostel),2011,0.1894,29,86.2,1.6094379124341005,0.1194,1.0,37.5602666,127.03120088,관광숙박업,"제1,2종근린생활시설 및 관광숙박시설",11,640.0,15,34.40345726254675,13.94601052791145,1896,1264,-632
마포구,서교동,크리에이터타운 서교,2023,0.1607,24,95.8,1.2585183800659887,0.1022,0.85,37.55351459,126.91602446,관광숙박업,"숙박시설, 근린생활시설",10,13942.0,3,29.97678724622202,13.024413989209654,2494,1603,-891
마포구,서교동,코스모하버 홍대,1989,0.1043,29,100.0,0.88343356671638,0.1509,1.0,37.54951825,126.9176306,관광숙박업,"근린생활시설, 숙박시설",6,588.06,37,32.7238409453595,13.944578271827632,2118,1265,-853
마포구,동교동,스테이히어어게인,2023,0.2715,14,85.7,1.04243378671451,0.1022,0.85,37.55360436,126.92114016,관광숙박업,"업무시설, 근린생활시설, 숙박시설",14,1606.2,3,32.40586636270859,11.806948403931116,2161,2081,-80
마포구,노고산동,신촌스테이,1978,0.1337,11,18.2,0.9162907318741552,0.1665,0.85,37.55176055,126.93463668,관광숙박업,숙박시설,5,958.0,48,24.25703982805308,8.304527189514568,3215,3204,-11
마포구,도화동,로이넷 호텔 서울 마포,2021,0.1506,24,70.8,0.978533040751376,0.105,0.35,37.53906401,126.94749688,관광숙박업,숙박시설,28,29066.0,5,19.027017953320538,11.567017146376998,3701,2174,-1527
마포구,동교동,머큐어 앰배서더 서울 홍대,2020,0.2626,27,66.7,0.691757326270891,0.1065,0.45,37.55257178,126.92161513,관광숙박업,숙박시설,24,17055.0,6,24.473211861548588,11.226373717782394,3191,2304,-887
마포구,서교동,호텔 더 디자이너스 홍대,2013,0.0938,31,96.8,1.9061698204057995,0.1165,0.7,37.54915395,126.91679149,관광숙박업,호텔,18,3868.0,13,26.922819619612824,14.19185845617091,2903,1180,-1723
마포구,동교동,필로소퍼,2014,0.4336,14,78.6,1.4897781167648567,0.115,0.7,37.55675094,126.92273851,관광숙박업,숙박시설,5,377.0,12,36.20591150155331,11.545967891496725,1629,2182,553
마포구,서교동,더휴식 아늑 홍대점,2013,0.1974,18,61.1,1.5218754194206014,0.1165,0.7,37.55279782,126.91957432,관광숙박업,숙박시설,12,1256.0,13,26.53610847110201,10.733471173726866,2953,2462,-491
마포구,도화동,신라스테이 마포,2015,0.1531,38,68.4,0.9990115720949166,0.2448,0.7,37.54012376,126.94891178,관광숙박업,숙박시설,28,18470.0,11,28.926344988874686,14.844606102109495,2629,957,-1672
마포구,서교동,아만티 호텔 서울,2016,0.2195,29,96.6,1.519667913005391,0.2433,1.0,37.55444695,126.91780256,관광숙박업,호텔,19,18411.0,10,38.61286093911411,16.93900105030155,1315,389,-926
마포구,도화동,주)서울가든,1979,0.1974,25,76.0,0.947006787104602,0.1652,1.0,37.53794493,126.94757344,관광숙박업,숙박시설(관광호텔),17,26310.0,47,34.93221472992766,14.979406382273996,1813,912,-901
마포구,합정동,써클호텔,2005,0.3014,0,0.0,0.1335313926245226,0.1279,0.18,37.54610662,126.90997111,관광숙박업,호텔,12,2017.0,21,14.171310248471306,3.395239074251974,4031,4121,90
마포구,공덕동,주)호텔롯데 롯데시티 호텔마포,2009,0.1683,1,0.0,0.6931471805599453,0.1222,0.0,37.54218159,126.94980945,관광숙박업,호텔,48,153615.0,17,7.344340457868367,11.295876523240924,4226,2274,-1952
마포구,상암동,스탠포드호텔코리아(주) 스탠포드호텔서울,2011,0.1814,4,100.0,0.4461027538399907,0.1194,0.55,37.57957611,126.88587938,관광숙박업,호텔,17,26278.0,15,24.354988094484586,11.390357365220115,3205,2227,-978
마포구,노고산동,에이치에비뉴 호텔 이대점,2017,0.3966,3,33.3,0.0741079721537218,0.1108,1.0,37.55348987,126.94178683,관광숙박업,호텔,15,2773.0,9,34.06277824296984,8.422941065701604,1941,3173,1232
마포구,도화동,글래드호텔 마포,2017,0.2002,8,12.5,0.0360399364831968,0.2417,0.7,37.54026211,126.95040144,관광숙박업,"숙박시설(관광호텔),업무시설(사무소),근린생활시설",26,26504.0,9,22.94279648207293,8.919088429378906,3362,3027,-335
마포구,동교동,주)호텔롯데 L7홍대,2017,0.2452,29,86.2,1.551102335421137,0.1108,0.7,37.55297852,126.92084785,관광숙박업,숙박시설,25,22929.0,9,31.065973502405196,14.688855350650131,2328,1010,-1318
마포구,서교동,라이즈호텔,2018,0.2029,29,93.1,1.1300979052416762,0.1094,1.0,37.55168271,126.92046518,관광숙박업,숙박시설(관광호텔),25,29332.0,8,34.71129272420249,15.692443432181161,1839,693,-1146
마포구,서교동,나인브릭,2016,0.1709,16,93.8,0.6198159074743956,0.1122,0.25,37.55103429,126.91978342,관광숙박업,관광호텔,18,3784.0,10,18.968653813780115,10.010232615985993,3705,2658,-1047
마포구,동교동,나비호스텔,2016,0.4182,29,100.0,1.1069110914828049,0.1122,1.0,37.55523533,126.92394078,관광숙박업,숙박시설,11,993.0,10,43.09968069155975,14.6902846835306,760,1008,248
마포구,합정동,주니비노호텔,2021,0.3349,2,0.0,0.9985288301111273,0.105,0.12,37.54519815,126.90996604,관광숙박업,숙박시설,14,6174.0,5,14.591020885884474,4.177364887219043,4007,4035,28
마포구,노고산동,골든(Golden) 신촌홍대점,1999,0.1361,7,28.6,1.0857088838322018,0.1365,0.85,37.55117099,126.93573044,관광숙박업,근린생활시설,5,146.0,27,23.79510133469187,7.994531391827333,3269,3284,15
마포구,노고산동,로프트13,2006,0.113,6,50.0,0.2076393647782445,0.1265,0.85,37.55111367,126.93465172,관광숙박업,"업무시설,근린생활시설",17,171.0,20,23.25979010920143,8.640225190882122,3320,3106,-214
마포구,동교동,비아르떼 서울,2002,0.3349,29,96.6,0.3424069721410274,0.6656,0.85,37.554874,126.92806823,관광숙박업,근린생활시설,4,57.0,24,47.292442574002315,18.13943854235983,355,195,-160
마포구,서교동,더 센트럴 홍대,1984,0.1867,25,92.0,0.8771508235368848,0.158,1.0,37.55152908,126.92007467,관광숙박업,근린생활시설,6,196.0,42,35.1847701479147,13.69625380557926,1773,1350,-423
마포구,노고산동,코코스테이,1992,0.1361,7,71.4,3.7467854516913777,0.4165,0.85,37.55210431,126.93347537,관광숙박업,"근린생활시설, 주택, 숙박시설",6,132.0,34,35.94727812701457,16.58173532810407,1673,465,-1208
마포구,서교동,슬로우온 호스텔,1988,0.1581,19,100.0,0.245122458032985,0.1523,0.85,37.55107515,126.91943166,관광숙박업,숙박시설,6,243.0,38,30.722266468149634,12.17993425417265,2378,1937,-441
마포구,노고산동,스테이플랜비,1992,0.129,11,18.2,0.1431008436406733,0.1465,0.85,37.55166088,126.93446678,관광숙박업,"업무시설, 제1.2종근린생활시설",13,502.0,34,22.438850235685038,7.459677102887602,3418,3415,-3
마포구,동교동,비아르떼,1990,0.341,31,96.8,0.2516230226360784,0.1494,0.85,37.5547471,126.92756659,관광숙박업,단독주택,3,77.0,36,37.95546536552164,13.116745896272755,1412,1565,153
마포구,마포동,호텔 나루,2022,0.3687,0,0.0,0.0,0.1036,1.0,37.53446736,126.94345991,관광숙박업,"관광숙박시설,업무시설(오피스텔),근린생활시설",29,27341.0,4,30.075201020429976,8.083225851224567,2480,3263,783
마포구,동교동,클레오,2018,0.5509,10,70.0,1.4197560012338533,0.1094,0.12,37.55864002,126.92586812,관광숙박업,호스텔,8,601.0,8,29.23501229028646,9.135372159510029,2581,2951,370
마포구,동교동,홀리데이 인 익스프레스 서울 홍대,2018,0.4735,5,60.0,1.2391790600605554,0.1094,0.12,37.55677874,126.92400896,관광숙박업,"판매시설,업무시설,숙박시설,문화및집회시설",17,13611.0,8,25.170532389663702,8.98056332765001,3105,3002,-103
마포구,서교동,보보호텔,1978,0.098,31,100.0,0.8075575317376895,0.1665,1.0,37.54956944,126.91741663,관광숙박업,호텔,6,2625.0,48,33.21198589793606,14.448693323333298,2049,1089,-960
강서구,마곡동,머큐어 서울 마곡,2024,0.3997,0,0.0,0.2559333741372006,0.1011,0.45,37.56319062,126.82482249,관광숙박업,호텔,20,33290.0,2,21.697176636691722,5.932499378929381,3484,3747,263
강서구,염창동,나이아가라관광호텔,2006,0.2804,23,95.7,0.0,0.1265,0.04,37.54634585,126.87778933,관광숙박업,호텔,16,9686.0,20,19.878372620016094,9.875904707056012,3625,2720,-905
강서구,외발산동,메이필드호텔,2003,0.6018,2,0.0,0.0,0.1308,0.04,37.54436374,126.81740711,관광숙박업,호텔,7,35429.0,23,22.98944023794469,4.785145545775424,3356,3971,615
강서구,화곡동,칼튼 관광호텔,2002,0.4704,24,87.5,1.4581200956911462,0.1322,1.0,37.55178535,126.85167038,관광숙박업,호텔,11,6142.0,24,44.99566658436019,14.999375464678415,558,906,348
강서구,외발산동,티제이 관광호텔,2003,0.548,4,0.0,0.0388398333162639,0.1308,0.85,37.54519551,126.81927928,관광숙박업,숙박시설,7,2928.0,23,35.243875964468494,6.5254357174436715,1762,3610,1848
강서구,화곡동,이지갤러리관광호텔,2004,0.3873,3,0.0,2.8218853437510085,0.1293,0.35,37.55053248,126.84972582,관광숙박업,호텔,17,4321.0,22,23.854058309073825,8.25114398900954,3261,3218,-43
강서구,외발산동,호텔 디아망,2009,0.5245,13,15.4,0.2131932204610416,0.1222,0.85,37.54576712,126.8185255,관광숙박업,숙박시설(관광호텔),6,2930.0,17,36.0214316059796,7.773134653795136,1666,3338,1672
강서구,방화동,주)호텔롯데 롯데시티호텔 김포공항,2021,0.6369,0,0.0,0.0706175672139533,0.2353,0.12,37.56231091,126.80220952,관광숙박업,호텔,3,12180.0,5,26.96081673195873,4.63507013165699,2892,3990,1098
강서구,화곡동,드 어반 관광호텔,2012,0.2804,13,84.6,0.0,0.1179,0.04,37.52625242,126.84660182,관광숙박업,관광호텔,14,3334.0,14,17.907403276680594,8.00099579763425,3795,3283,-512
강서구,화곡동,볼(Voll) 관광호텔,2012,0.2894,12,100.0,0.0,0.1179,0.04,37.52600423,126.8458538,관광숙박업,"숙박시설(관광호텔), 제2종근린생활시설",15,3652.0,14,19.390979253039646,8.882547915238373,3671,3036,-635
강서구,염창동,제이케이블라썸호텔,2017,0.3226,7,71.4,0.1823215567939546,0.1108,0.18,37.55404528,126.86690315,관광숙박업,호텔,17,11312.0,9,20.43876776329978,8.110343282587577,3588,3258,-330
강서구,마곡동,호텔 엠펠리체,2017,0.1361,0,0.0,0.2772107725844855,0.1108,0.35,37.55708314,126.83446768,관광숙박업,호텔,17,8501.0,9,10.505252413142872,3.8071620994856725,4151,4075,-76
강서구,화곡동,해담채스테이,2012,0.2597,31,96.8,1.0173868487455238,0.513,0.45,37.52728435,126.83982554,관광숙박업,"관광숙박시설(관광호텔), 제1종근린생활시설",14,1705.0,14,35.34015191043851,16.4602209964876,1747,488,-1259
강서구,등촌동,에스알호텔,2014,0.1709,9,33.3,1.3862943611198906,0.115,0.04,37.55838302,126.83868248,관광숙박업,관광숙박시설,16,4833.0,12,11.092859331117337,6.414417067748021,4133,3639,-494
강서구,등촌동,주)컴앤스테이 강서,2014,0.1974,19,63.2,1.8281271133989296,0.115,0.04,37.55407382,126.85915513,관광숙박업,"숙박시설(관광숙박시설), 제2종근린생활시설",9,2396.0,12,15.518981121993583,8.653907564452368,3955,3099,-856
강서구,화곡동,필호스텔,1989,0.0799,23,95.7,1.3089076975044704,0.1509,0.7,37.54473336,126.84563481,관광숙박업,호텔,6,981.0,37,26.334737800123914,12.671193882035775,2968,1737,-1231
강서구,공항동,로얄스퀘어호텔,2016,0.4582,34,88.2,0.9270698661289822,0.1122,0.85,37.55789598,126.80953556,관광숙박업,숙박시설,9,8446.0,10,41.1689843419079,13.879850314320178,985,1292,307
강서구,염창동,골든서울호텔,1996,0.2685,5,100.0,0.0,0.1408,0.04,37.54517029,126.87724947,관광숙박업,숙박시설(관광호텔),18,12800.0,30,19.163336699213744,9.518588713002313,3691,2837,-854
강서구,외발산동,시선호텔,2003,0.5186,17,11.8,0.13559197443749,0.264,0.85,37.54582791,126.81887121,관광숙박업,"숙박시설(관광호텔), 제1종근린생활시설",8,3196.0,23,38.6864804194807,9.48626571767281,1304,2842,1538
영등포구,영등포동,라스베가스 관광호텔,2019,0.2834,15,13.3,1.7882070676236872,0.1079,0.04,37.51802179,126.91138356,관광숙박업,업무시설 및 도시형생활주택,23,3907.7526,7,14.415065572653438,6.945974908144763,4018,3535,-483
영등포구,여의도동,컴포트 인 여의도,2004,0.6209,3,0.0,3.714509713280272,0.1293,0.45,37.52757056,126.91966625,관광숙박업,숙박시설,12,4345.0,22,35.268444114176326,10.084852703564277,1758,2634,876
영등포구,신길동,STOWER HOSTEL,2019,0.3014,0,0.0,0.0423792229688614,0.1079,1.0,37.50278227,126.90784204,관광숙박업,관광숙박시설(호스텔),13,862.0,7,27.515702465026482,5.77038106289318,2812,3779,967
영등포구,당산동,이도,2019,0.4028,48,95.8,1.6539496432217973,0.1079,0.7,37.5243381,126.89723516,관광숙박업,숙박시설,9,673.0,7,38.72353842365862,14.959742559105283,1299,921,-378
영등포구,영등포동,토요코인 서울영등포,2019,0.3226,0,0.0,0.0363676441708748,0.1079,0.25,37.51494198,126.91117383,관광숙박업,관광숙박시설,21,9519.0,7,15.361883629528537,4.074796468053329,3969,4051,82
영등포구,양평동,가예,2019,0.6155,3,0.0,0.2403180562041199,0.1079,0.35,37.52009318,126.88894968,관광숙박업,숙박시설,10,919.0,7,28.274759548783692,4.689091501396664,2716,3987,1271
영등포구,양평동,ROJIN(로진),2021,0.6209,3,0.0,0.5629846850015274,0.105,0.35,37.52027441,126.88882372,관광숙박업,숙박시설(호스텔),14,2681.0,5,28.7982242668741,5.403573411106753,2645,3874,1229
영등포구,양평동,CENTRAL TOWER,2024,0.588,47,78.7,0.8910910783178398,0.1011,1.0,37.52433768,126.88518528,관광숙박업,숙박시설 (호스텔),10,944.0,2,48.26019641501223,14.686849149960404,299,1011,712
영등포구,당산동,따담,2017,0.5245,7,85.7,0.5668534552356532,0.1108,0.35,37.51953795,126.89116695,관광숙박업,숙박시설,11,1333.0,9,32.38021491020502,9.800329549646786,2165,2746,581
영등포구,양평동,서울H,2020,0.5653,9,55.6,1.5641898546890678,0.1065,0.7,37.52384689,126.8841451,관광숙박업,숙박시설,9,731.0,6,38.75028298737231,10.629549693405716,1295,2495,1200
영등포구,양평동,상상그린 G. HOUSE,2021,0.5795,33,75.8,2.2844492785581574,0.105,1.0,37.52407157,126.88477322,관광숙박업,숙박시설,10,996.0,5,48.56084335252852,15.355994271850202,278,790,512
영등포구,영등포동,호스텔 오닛,1969,0.2195,3,66.7,0.3125984237163154,0.1794,0.7,37.51565734,126.90866766,관광숙박업,"위락시설, 관람집회시설, 근린생활시설, 영업용",5,141.0,57,27.90253130243109,9.70598796069403,2756,2778,22
영등포구,도림동,스프링 플라워,2024,0.5509,8,37.5,1.4469189829363254,0.1011,1.0,37.50714354,126.89487684,관광숙박업,숙박시설(호스텔),11,467.0,2,41.61499793900732,10.49314406971598,936,2517,1581
영등포구,영등포동,호텔 바모스,2020,0.1581,30,63.3,1.2312567632744045,0.1065,1.0,37.51723716,126.90790157,관광숙박업,숙박시설,9,448.0,6,30.492096020412095,11.720460667168968,2412,2121,-291
영등포구,당산동,SH호스텔,2020,0.2597,2,0.0,0.143590919612256,0.1065,0.25,37.5200043,126.89771708,관광숙박업,숙박시설,10,837.0,6,13.041589087908637,2.8884010371108366,4072,4168,96
영등포구,양평동,가예2,2025,0.5682,12,66.7,2.117309869662858,0.1,0.7,37.52399149,126.88431868,관광숙박업,숙박시설,10,870.0,1,40.308980503459274,12.002402478194245,1094,2006,912
영등포구,당산동,SD Firstier,2022,0.2308,0,0.0,0.4005510933057353,0.1036,0.25,37.51986208,126.89841855,관광숙박업,"숙박시설(호스텔),근린생활시설",10,931.0,4,12.006490415065425,2.8937124084753907,4109,4166,57
영등포구,여의도동,페어몬트 앰배서더 서울(Fairmont Ambassador Seoul),2020,0.2984,0,0.0,1.032362903126909,0.1065,0.18,37.5233003,126.92750965,관광숙박업,"업무시설(사무소),제2종근린생활시설(일반음식점)",76,58933.0,6,15.283588249325602,11.095609386345732,3973,2339,-1634
영등포구,영등포동,오베르,2022,0.1531,9,11.1,1.7443572303334711,0.1036,0.18,37.5158422,126.90195893,관광숙박업,숙박시설,11,1599.0,4,10.989016369136245,5.284279589681486,4137,3892,-245
영등포구,양평동,Chateau 관광호텔,2016,0.5908,3,33.3,0.2916113505916705,0.1122,0.35,37.52003452,126.88959266,관광숙박업,숙박시설,11,947.0,10,30.214438033472824,6.644642676906488,2460,3592,1132
영등포구,영등포동,브이아이피(VIP),2012,0.3811,11,54.5,0.9309968792638504,0.1179,0.7,37.51482896,126.91265105,관광숙박업,숙박시설(관광호텔),11,985.0,14,31.719394088615683,9.781015680883838,2247,2752,505
영등포구,영등포동,호텔 지엠에스[HOTEL GMS],2016,0.2365,15,86.7,1.490737024487488,0.1122,1.0,37.51474767,126.90821929,관광숙박업,호텔,22,7665.0,10,34.95513674467086,14.010343045043244,1810,1231,-579
영등포구,신길동,셀립 여의,2016,0.0838,44,93.2,0.3597006648552693,0.1122,0.85,37.51114742,126.9208391,관광숙박업,호텔,22,4886.0,10,27.84653606134678,13.758495620135184,2768,1326,-1442
영등포구,영등포동,여울,2017,0.1482,34,41.2,1.8896453104691755,0.1108,0.85,37.51767895,126.90777987,관광숙박업,숙박시설,9,600.0,9,27.022810193787162,11.13194075211212,2887,2325,-562
영등포구,선유동,가온누리,2017,0.5037,4,50.0,1.4305004536243864,0.1108,0.35,37.51956845,126.8917188,관광숙박업,숙박시설(호스텔),9,939.0,9,29.596778677033512,8.478770960932746,2537,3154,617
영등포구,당산동,다담,2017,0.2954,3,0.0,0.4005510933057353,0.1108,0.25,37.51987588,126.89679358,관광숙박업,숙박시설,8,394.0,9,14.895135999664216,3.321487124110977,3989,4131,142
영등포구,당산동,베스트웨이,2017,0.3379,6,50.0,0.0912914202094071,0.1108,0.12,37.5206932,126.89602857,관광숙박업,숙박시설,9,491.0,9,17.974559670459517,5.587882008936214,3786,3831,45
영등포구,양평동,유니언호텔,2017,0.2715,6,16.7,1.4035361675543965,0.1108,0.35,37.53591594,126.89224778,관광숙박업,숙박시설(업무시설),18,9728.0,9,18.613537266568727,7.040136480896003,3743,3508,-235
영등포구,양평동,호텔AROZO 2,2012,0.5422,4,50.0,1.1407237740182363,0.1179,0.7,37.52363735,126.88326343,관광숙박업,숙박시설,10,731.0,14,37.10900955190111,9.788531974306222,1527,2750,1223
영등포구,영등포동,호텔 씨엘,2014,0.1581,15,6.7,1.450181628571142,0.115,0.45,37.51633265,126.90106324,관광숙박업,호텔,10,1837.0,12,16.082209221456207,6.315508870381708,3917,3663,-254
영등포구,영등포동,JARDIN HOTEL,2015,0.1065,24,54.2,1.6149780928097155,0.1136,0.7,37.51642308,126.90389139,관광숙박업,숙박시설,11,978.0,11,23.002463437795996,10.397586179021461,3353,2550,-803
영등포구,양평동,노바루스관광호텔,2014,0.5739,7,100.0,0.5652243275950323,0.115,0.7,37.51890902,126.88992196,관광숙박업,호텔,10,1140.0,12,41.600217434768844,12.025680172629496,938,2000,1062
영등포구,양평동,호텔 브릿지,2013,0.5908,2,0.0,1.1236583205941977,0.1165,1.0,37.52105664,126.88181104,관광숙박업,호텔,14,2519.0,13,40.08921745259668,8.5548906429447,1120,3136,2016
영등포구,여의도동,켄싱턴호텔 여의도,2010,0.5908,1,0.0,2.0402208285265546,0.1208,0.18,37.52750863,126.92103047,관광숙박업,제2종근린생활시설,5,22327.0,16,26.879108566614317,6.737092136257715,2909,3577,668
영등포구,여의도동,메리어트 이그제큐티브 아파트먼트 서울,2007,0.4089,0,0.0,0.0741079721537218,0.1251,1.0,37.51842714,126.917869,관광숙박업,"업무시설,숙박시설,제2종근린생활시설",40,20997.0,19,32.73926629350289,9.516616317543958,2114,2838,724
