variable,label,n,trend_r2,acceleration_candidate_x,max_slope
building_age_years,건물 나이,10207,8.49531334429221e-05,71.0,0.004652359568701052
nearby_building_count,주변건물수,10207,0.0063928125826262505,51.2630522088357,7.986513802471507e-05
concentration,집중도,10207,0.002338448621443945,100.0,0.007018216793422677
enforcement_risk,단속위험도,10207,0.0001409155994253064,2.942378608789937,0.060583104752851114
structure_aging_score,구조노후도,10207,0.0029029738870366417,0.8961,4.628506927674634
road_width_risk,도로폭위험도,10207,0.0031806617504858137,0.5502008032128514,0.4976976465295593
