그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,상가수,상가연면적합계_m2,상가입체화재하중_분자,숙박시설수,숙박연면적합계_m2,숙박입체화재하중_분자,복합입체화재하중_분자,상가수_per_ha,숙박시설수_per_ha,상가연면적_per_ha,숙박연면적_per_ha,상가_입체화재하중밀도,숙박_입체화재하중밀도,복합_입체화재하중밀도,상가숙박_개수,상가숙박_개수_per_ha,건물데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0026_C0099,서초구,1165010800,서초동,1,26,99,50000.0,5.0,8,1,888.84,2485.6,0,0.0,0.0,2485.6,0.2,0.0,177.768,0.0,0.049712,0.0,0.049712,1,0.2,N,37.480665,127.015353,201246.117975,542246.484544,201469.724773,542470.091341
G50K_R0026_C0102,서초구,1165010800,서초동,1,26,102,50000.0,5.0,12,2,839.67,839.67,0,0.0,0.0,839.67,0.4,0.0,167.934,0.0,0.016793,0.0,0.016793,2,0.4,N,37.480664,127.022937,201916.938368,542246.484544,202140.545166,542470.091341
G50K_R0026_C0108,서초구,1165010200,양재동,1,26,108,50000.0,5.0,58,14,11101.22,26563.4,3,1259.46,1259.46,27822.86,2.8,0.6,2220.244,251.892,0.531268,0.025189,0.556457,17,3.4,N,37.48066,127.038106,203258.579155,542246.484544,203482.185952,542470.091341
G50K_R0026_C0109,서초구,1165010200,양재동,1,26,109,50000.0,5.0,96,27,23926.145,51910.62,0,0.0,0.0,51910.62,5.4,0.0,4785.229,0.0,1.038212,0.0,1.038212,27,5.4,N,37.480659,127.040634,203482.185952,542246.484544,203705.79275,542470.091341
G50K_R0026_C0110,서초구,1165010200,양재동,2,26,110,50000.0,5.0,70,37,28989.36,61258.14,0,0.0,0.0,61258.14,7.4,0.0,5797.872,0.0,1.225163,0.0,1.225163,37,7.4,N,37.480658,127.043162,203705.79275,542246.484544,203929.399548,542470.091341
G50K_R0026_C0111,강남구,1168010300,개포동,2,26,111,50000.0,5.0,37,15,10906.18,23686.15,0,0.0,0.0,23686.15,3.0,0.0,2181.236,0.0,0.473723,0.0,0.473723,15,3.0,N,37.480657,127.04569,203929.399548,542246.484544,204153.006346,542470.091341
G50K_R0026_C0112,강남구,1168010300,개포동,1,26,112,50000.0,5.0,140,9,4474.9,8610.69,0,0.0,0.0,8610.69,1.8,0.0,894.98,0.0,0.172214,0.0,0.172214,9,1.8,N,37.480656,127.048218,204153.006346,542246.484544,204376.613143,542470.091341
G50K_R0026_C0113,강남구,1168010300,개포동,1,26,113,50000.0,5.0,17,1,120.54,241.7,0,0.0,0.0,241.7,0.2,0.0,24.108,0.0,0.004834,0.0,0.004834,1,0.2,N,37.480655,127.050746,204376.613143,542246.484544,204600.219941,542470.091341
G50K_R0026_C0114,강남구,1168010300,개포동,1,26,114,50000.0,5.0,16,1,4568.85,7771.4,0,0.0,0.0,7771.4,0.2,0.0,913.77,0.0,0.155428,0.0,0.155428,1,0.2,N,37.480654,127.053274,204600.219941,542246.484544,204823.826739,542470.091341
G50K_R0026_C0118,강남구,1168010300,개포동,1,26,118,50000.0,5.0,16,1,2210.76,2210.76,0,0.0,0.0,2210.76,0.2,0.0,442.152,0.0,0.044215,0.0,0.044215,1,0.2,N,37.480649,127.063387,205494.647132,542246.484544,205718.25393,542470.091341
G50K_R0026_C0124,강남구,1168011400,일원동,1,26,124,50000.0,5.0,12,0,0.0,0.0,1,502.44,502.44,502.44,0.0,0.2,0.0,100.488,0.0,0.010049,0.010049,1,0.2,N,37.48064,127.078555,206836.287919,542246.484544,207059.894716,542470.091341
G50K_R0026_C0125,강남구,1168011400,일원동,1,26,125,50000.0,5.0,15,1,58.78,1500.0,0,0.0,0.0,1500.0,0.2,0.0,11.756,0.0,0.03,0.0,0.03,1,0.2,N,37.480638,127.081084,207059.894716,542246.484544,207283.501514,542470.091341
G50K_R0026_C0126,강남구,1168011400,일원동,1,26,126,50000.0,5.0,18,1,1453.32,75135.0,0,0.0,0.0,75135.0,0.2,0.0,290.664,0.0,1.5027,0.0,1.5027,1,0.2,N,37.480636,127.083612,207283.501514,542246.484544,207507.108312,542470.091341
G50K_R0026_C0133,강남구,1168011200,자곡동,1,26,133,50000.0,5.0,24,2,408.7,1280.0,0,0.0,0.0,1280.0,0.4,0.0,81.74,0.0,0.0256,0.0,0.0256,2,0.4,N,37.480622,127.101308,208848.749098,542246.484544,209072.355896,542470.091341
G50K_R0026_C0134,강남구,1168011200,자곡동,1,26,134,50000.0,5.0,30,7,2034.59,6808.99,0,0.0,0.0,6808.99,1.4,0.0,406.918,0.0,0.13618,0.0,0.13618,7,1.4,N,37.48062,127.103836,209072.355896,542246.484544,209295.962694,542470.091341
G50K_R0026_C0136,강남구,1168011500,수서동,1,26,136,50000.0,5.0,4,1,3014.62,3014.62,0,0.0,0.0,3014.62,0.2,0.0,602.924,0.0,0.060292,0.0,0.060292,1,0.2,N,37.480616,127.108893,209519.569492,542246.484544,209743.176289,542470.091341
G50K_R0026_C0137,강남구,1168011500,수서동,1,26,137,50000.0,5.0,4,2,43.49,207934.69,0,0.0,0.0,207934.69,0.4,0.0,8.698,0.0,4.158694,0.0,4.158694,2,0.4,N,37.480613,127.111421,209743.176289,542246.484544,209966.783087,542470.091341
G50K_R0026_C0143,송파구,1171010800,문정동,1,26,143,50000.0,5.0,77,28,19772.38,38351.17,0,0.0,0.0,38351.17,5.6,0.0,3954.476,0.0,0.767023,0.0,0.767023,28,5.6,N,37.480598,127.126589,211084.817076,542246.484544,211308.423874,542470.091341
G50K_R0026_C0144,송파구,1171010800,문정동,1,26,144,50000.0,5.0,23,0,0.0,0.0,1,712.25,712.25,712.25,0.0,0.2,0.0,142.45,0.0,0.014245,0.014245,1,0.2,N,37.480595,127.129117,211308.423874,542246.484544,211532.030671,542470.091341
G50K_R0026_C0146,송파구,1171010900,장지동,1,26,146,50000.0,5.0,13,1,125.4,125.4,0,0.0,0.0,125.4,0.2,0.0,25.08,0.0,0.002508,0.0,0.002508,1,0.2,N,37.48059,127.134174,211755.637469,542246.484544,211979.244267,542470.091341
G50K_R0026_C0147,송파구,1171011300,거여동,1,26,147,50000.0,5.0,33,0,0.0,0.0,1,13379.634,13379.634,13379.634,0.0,0.2,0.0,2675.9268,0.0,0.267593,0.267593,1,0.2,N,37.480587,127.136702,211979.244267,542246.484544,212202.851065,542470.091341
G50K_R0026_C0149,송파구,1171010900,장지동,1,26,149,50000.0,5.0,1,1,36127.51,62000.0,0,0.0,0.0,62000.0,0.2,0.0,7225.502,0.0,1.24,0.0,1.24,1,0.2,N,37.480581,127.141758,212426.457862,542246.484544,212650.06466,542470.091341
G50K_R0027_C0086,서초구,1165010100,방배동,1,27,86,50000.0,5.0,43,20,16643.42,23337.58,0,0.0,0.0,23337.58,4.0,0.0,3328.684,0.0,0.466752,0.0,0.466752,20,4.0,N,37.482679,126.982487,198339.229604,542470.091341,198562.836402,542693.698139
G50K_R0027_C0087,서초구,1165010100,방배동,1,27,87,50000.0,5.0,175,9,3916.94,5846.44,0,0.0,0.0,5846.44,1.8,0.0,783.388,0.0,0.116929,0.0,0.116929,9,1.8,N,37.48268,126.985015,198562.836402,542470.091341,198786.4432,542693.698139
G50K_R0027_C0088,서초구,1165010100,방배동,1,27,88,50000.0,5.0,179,14,6738.32,10454.31,0,0.0,0.0,10454.31,2.8,0.0,1347.664,0.0,0.209086,0.0,0.209086,14,2.8,N,37.48268,126.987543,198786.4432,542470.091341,199010.049997,542693.698139
G50K_R0027_C0089,서초구,1165010100,방배동,1,27,89,50000.0,5.0,197,2,367.78,776.22,0,0.0,0.0,776.22,0.4,0.0,73.556,0.0,0.015524,0.0,0.015524,2,0.4,N,37.48268,126.990071,199010.049997,542470.091341,199233.656795,542693.698139
G50K_R0027_C0090,서초구,1165010100,방배동,1,27,90,50000.0,5.0,122,10,6248.19,12423.23,1,657.25,657.25,13080.48,2.0,0.2,1249.638,131.45,0.248465,0.013145,0.26161,11,2.2,N,37.48268,126.9926,199233.656795,542470.091341,199457.263593,542693.698139
G50K_R0027_C0091,서초구,1165010100,방배동,1,27,91,50000.0,5.0,133,38,28981.2,55478.23,2,1918.47,1918.47,57396.7,7.6,0.4,5796.24,383.694,1.109565,0.038369,1.147934,40,8.0,N,37.48268,126.995128,199457.263593,542470.091341,199680.870391,542693.698139
G50K_R0027_C0092,서초구,1165010100,방배동,1,27,92,50000.0,5.0,88,38,43702.22,83228.0,0,0.0,0.0,83228.0,7.6,0.0,8740.444,0.0,1.66456,0.0,1.66456,38,7.6,N,37.482681,126.997656,199680.870391,542470.091341,199904.477188,542693.698139
G50K_R0027_C0094,서초구,1165010800,서초동,2,27,94,50000.0,5.0,40,8,7808.6,11690.58,0,0.0,0.0,11690.58,1.6,0.0,1561.72,0.0,0.233812,0.0,0.233812,8,1.6,N,37.482681,127.002712,200128.083986,542470.091341,200351.690784,542693.698139
G50K_R0027_C0095,서초구,1165010800,서초동,2,27,95,50000.0,5.0,56,20,18325.48,38541.89,0,0.0,0.0,38541.89,4.0,0.0,3665.096,0.0,0.770838,0.0,0.770838,20,4.0,N,37.48268,127.00524,200351.690784,542470.091341,200575.297582,542693.698139
G50K_R0027_C0096,서초구,1165010800,서초동,1,27,96,50000.0,5.0,109,24,17391.99,32023.9,3,21931.42,21931.42,53955.32,4.8,0.6,3478.398,4386.284,0.640478,0.438628,1.079106,27,5.4,N,37.48268,127.007769,200575.297582,542470.091341,200798.904379,542693.698139
G50K_R0027_C0097,서초구,1165010800,서초동,1,27,97,50000.0,5.0,91,42,35705.02,61295.63,0,0.0,0.0,61295.63,8.4,0.0,7141.004,0.0,1.225913,0.0,1.225913,42,8.4,N,37.48268,127.010297,200798.904379,542470.091341,201022.511177,542693.698139
G50K_R0027_C0098,서초구,1165010800,서초동,1,27,98,50000.0,5.0,73,28,22119.83,37671.88,5,41901.49,41901.49,79573.37,5.6,1.0,4423.966,8380.298,0.753438,0.83803,1.591467,33,6.6,N,37.48268,127.012825,201022.511177,542470.091341,201246.117975,542693.698139
G50K_R0027_C0099,서초구,1165010800,서초동,1,27,99,50000.0,5.0,37,7,11791.57,20433.45,0,0.0,0.0,20433.45,1.4,0.0,2358.314,0.0,0.408669,0.0,0.408669,7,1.4,N,37.48268,127.015353,201246.117975,542470.091341,201469.724773,542693.698139
G50K_R0027_C0100,서초구,1165010800,서초동,1,27,100,50000.0,5.0,21,6,4570.55,7295.17,0,0.0,0.0,7295.17,1.2,0.0,914.11,0.0,0.145903,0.0,0.145903,6,1.2,N,37.482679,127.017881,201469.724773,542470.091341,201693.33157,542693.698139
G50K_R0027_C0101,서초구,1165010800,서초동,1,27,101,50000.0,5.0,36,10,8370.95,19670.05,0,0.0,0.0,19670.05,2.0,0.0,1674.19,0.0,0.393401,0.0,0.393401,10,2.0,N,37.482679,127.020409,201693.33157,542470.091341,201916.938368,542693.698139
G50K_R0027_C0102,서초구,1165010800,서초동,1,27,102,50000.0,5.0,7,1,395.32,395.32,0,0.0,0.0,395.32,0.2,0.0,79.064,0.0,0.007906,0.0,0.007906,1,0.2,N,37.482678,127.022938,201916.938368,542470.091341,202140.545166,542693.698139
G50K_R0027_C0104,서초구,1165010800,서초동,1,27,104,50000.0,5.0,16,0,0.0,0.0,1,944.62,944.62,944.62,0.0,0.2,0.0,188.924,0.0,0.018892,0.018892,1,0.2,N,37.482677,127.027994,202364.151964,542470.091341,202587.758761,542693.698139
G50K_R0027_C0106,서초구,1165010800,서초동,1,27,106,50000.0,5.0,14,1,2643.29,66473.6,2,33800.74,33800.74,100274.34,0.2,0.4,528.658,6760.148,1.329472,0.676015,2.005487,3,0.6,N,37.482676,127.03305,202811.365559,542470.091341,203034.972357,542693.698139
G50K_R0027_C0107,서초구,1165010200,양재동,1,27,107,50000.0,5.0,34,15,42472.58,63916.2,0,0.0,0.0,63916.2,3.0,0.0,8494.516,0.0,1.278324,0.0,1.278324,15,3.0,N,37.482675,127.035579,203034.972357,542470.091341,203258.579155,542693.698139
G50K_R0027_C0108,서초구,1165010200,양재동,1,27,108,50000.0,5.0,141,46,27922.09,56290.24,0,0.0,0.0,56290.24,9.2,0.0,5584.418,0.0,1.125805,0.0,1.125805,46,9.2,N,37.482674,127.038107,203258.579155,542470.091341,203482.185952,542693.698139
G50K_R0027_C0109,서초구,1165010200,양재동,1,27,109,50000.0,5.0,103,23,20913.07,44113.7,0,0.0,0.0,44113.7,4.6,0.0,4182.614,0.0,0.882274,0.0,0.882274,23,4.6,N,37.482674,127.040635,203482.185952,542470.091341,203705.79275,542693.698139
G50K_R0027_C0110,강남구,1168011800,도곡동,2,27,110,50000.0,5.0,68,42,38066.77,84724.87,0,0.0,0.0,84724.87,8.4,0.0,7613.354,0.0,1.694497,0.0,1.694497,42,8.4,N,37.482673,127.043163,203705.79275,542470.091341,203929.399548,542693.698139
G50K_R0027_C0111,강남구,1168011800,도곡동,1,27,111,50000.0,5.0,90,45,29601.26,63998.38,0,0.0,0.0,63998.38,9.0,0.0,5920.252,0.0,1.279968,0.0,1.279968,45,9.0,N,37.482672,127.045691,203929.399548,542470.091341,204153.006346,542693.698139
G50K_R0027_C0114,강남구,1168010300,개포동,1,27,114,50000.0,5.0,14,2,2360.92,2360.92,0,0.0,0.0,2360.92,0.4,0.0,472.184,0.0,0.047218,0.0,0.047218,2,0.4,N,37.482669,127.053276,204600.219941,542470.091341,204823.826739,542693.698139
G50K_R0027_C0115,강남구,1168010300,개포동,1,27,115,50000.0,5.0,14,1,1911.0,1911.0,0,0.0,0.0,1911.0,0.2,0.0,382.2,0.0,0.03822,0.0,0.03822,1,0.2,N,37.482667,127.055804,204823.826739,542470.091341,205047.433537,542693.698139
G50K_R0027_C0116,강남구,1168010300,개포동,1,27,116,50000.0,5.0,22,5,8487.38,8487.38,0,0.0,0.0,8487.38,1.0,0.0,1697.476,0.0,0.169748,0.0,0.169748,5,1.0,N,37.482666,127.058332,205047.433537,542470.091341,205271.040334,542693.698139
G50K_R0027_C0117,강남구,1168010300,개포동,1,27,117,50000.0,5.0,87,34,28216.62,45296.14,0,0.0,0.0,45296.14,6.8,0.0,5643.324,0.0,0.905923,0.0,0.905923,34,6.8,N,37.482665,127.06086,205271.040334,542470.091341,205494.647132,542693.698139
G50K_R0027_C0118,강남구,1168010300,개포동,1,27,118,50000.0,5.0,37,6,5669.76,8747.46,0,0.0,0.0,8747.46,1.2,0.0,1133.952,0.0,0.174949,0.0,0.174949,6,1.2,N,37.482664,127.063388,205494.647132,542470.091341,205718.25393,542693.698139
G50K_R0027_C0124,강남구,1168011400,일원동,1,27,124,50000.0,5.0,70,4,5698.018,334033.2,0,0.0,0.0,334033.2,0.8,0.0,1139.6036,0.0,6.680664,0.0,6.680664,4,0.8,N,37.482654,127.078558,206836.287919,542470.091341,207059.894716,542693.698139
G50K_R0027_C0125,강남구,1168011400,일원동,1,27,125,50000.0,5.0,17,1,4440.0,184590.0,0,0.0,0.0,184590.0,0.2,0.0,888.0,0.0,3.6918,0.0,3.6918,1,0.2,N,37.482653,127.081086,207059.894716,542470.091341,207283.501514,542693.698139
G50K_R0027_C0126,강남구,1168011400,일원동,1,27,126,50000.0,5.0,26,1,1170.57,123202.44,0,0.0,0.0,123202.44,0.2,0.0,234.114,0.0,2.464049,0.0,2.464049,1,0.2,N,37.482651,127.083614,207283.501514,542470.091341,207507.108312,542693.698139
G50K_R0027_C0127,강남구,1168011400,일원동,1,27,127,50000.0,5.0,18,2,1635.39,3053.34,0,0.0,0.0,3053.34,0.4,0.0,327.078,0.0,0.061067,0.0,0.061067,2,0.4,N,37.482649,127.086142,207507.108312,542470.091341,207730.71511,542693.698139
G50K_R0027_C0133,강남구,1168011200,자곡동,1,27,133,50000.0,5.0,32,1,237.62,966.0,0,0.0,0.0,966.0,0.2,0.0,47.524,0.0,0.01932,0.0,0.01932,1,0.2,N,37.482637,127.101311,208848.749098,542470.091341,209072.355896,542693.698139
G50K_R0027_C0134,강남구,1168011200,자곡동,1,27,134,50000.0,5.0,19,5,1644.77,5795.0,0,0.0,0.0,5795.0,1.0,0.0,328.954,0.0,0.1159,0.0,0.1159,5,1.0,N,37.482635,127.103839,209072.355896,542470.091341,209295.962694,542693.698139
G50K_R0027_C0136,강남구,1168011500,수서동,1,27,136,50000.0,5.0,4,1,300.0,300.0,0,0.0,0.0,300.0,0.2,0.0,60.0,0.0,0.006,0.0,0.006,1,0.2,N,37.48263,127.108896,209519.569492,542470.091341,209743.176289,542693.698139
G50K_R0027_C0141,송파구,1171010800,문정동,1,27,141,50000.0,5.0,2,0,0.0,0.0,1,996.15,996.15,996.15,0.0,0.2,0.0,199.23,0.0,0.019923,0.019923,1,0.2,N,37.482618,127.121536,210637.60348,542470.091341,210861.210278,542693.698139
G50K_R0027_C0142,송파구,1171010800,문정동,1,27,142,50000.0,5.0,26,12,8995.22,17732.06,1,506.7,506.7,18238.76,2.4,0.2,1799.044,101.34,0.354641,0.010134,0.364775,13,2.6,N,37.482615,127.124065,210861.210278,542470.091341,211084.817076,542693.698139
G50K_R0027_C0143,송파구,1171010800,문정동,1,27,143,50000.0,5.0,102,31,27187.41,47191.15,0,0.0,0.0,47191.15,6.2,0.0,5437.482,0.0,0.943823,0.0,0.943823,31,6.2,N,37.482613,127.126593,211084.817076,542470.091341,211308.423874,542693.698139
G50K_R0027_C0144,송파구,1171010800,문정동,2,27,144,50000.0,5.0,90,22,14475.95,29641.15,0,0.0,0.0,29641.15,4.4,0.0,2895.19,0.0,0.592823,0.0,0.592823,22,4.4,N,37.48261,127.129121,211308.423874,542470.091341,211532.030671,542693.698139
G50K_R0027_C0145,송파구,1171010900,장지동,1,27,145,50000.0,5.0,20,1,211.39,211.39,0,0.0,0.0,211.39,0.2,0.0,42.278,0.0,0.004228,0.0,0.004228,1,0.2,N,37.482607,127.131649,211532.030671,542470.091341,211755.637469,542693.698139
G50K_R0027_C0149,송파구,1171010900,장지동,1,27,149,50000.0,5.0,4,1,12301.78,19179.0,0,0.0,0.0,19179.0,0.2,0.0,2460.356,0.0,0.38358,0.0,0.38358,1,0.2,N,37.482596,127.141762,212426.457862,542470.091341,212650.06466,542693.698139
G50K_R0028_C0052,영등포구,1156013300,대림동,1,28,52,50000.0,5.0,0,0,0.0,0.0,1,333.23,333.23,333.23,0.0,0.2,0.0,66.646,0.0,0.006665,0.006665,1,0.2,Y,37.48465,126.896526,190736.598481,542693.698139,190960.205278,542917.304937
G50K_R0028_C0055,영등포구,1156013300,대림동,1,28,55,50000.0,5.0,0,0,0.0,0.0,1,208.3,208.3,208.3,0.0,0.2,0.0,41.66,0.0,0.004166,0.004166,1,0.2,Y,37.484656,126.904111,191407.418874,542693.698139,191631.025672,542917.304937
G50K_R0028_C0086,서초구,1165010100,방배동,1,28,86,50000.0,5.0,25,9,5931.55,14633.81,1,97.75,97.75,14731.56,1.8,0.2,1186.31,19.55,0.292676,0.001955,0.294631,10,2.0,N,37.484694,126.982486,198339.229604,542693.698139,198562.836402,542917.304937
G50K_R0028_C0087,서초구,1165010100,방배동,1,28,87,50000.0,5.0,112,24,14562.773,25403.883,1,650.07,650.07,26053.953,4.8,0.2,2912.5546,130.014,0.508078,0.013001,0.521079,25,5.0,N,37.484694,126.985015,198562.836402,542693.698139,198786.4432,542917.304937
G50K_R0028_C0088,서초구,1165010100,방배동,1,28,88,50000.0,5.0,216,19,6702.46,11992.6,0,0.0,0.0,11992.6,3.8,0.0,1340.492,0.0,0.239852,0.0,0.239852,19,3.8,N,37.484695,126.987543,198786.4432,542693.698139,199010.049997,542917.304937
G50K_R0028_C0089,서초구,1165010100,방배동,1,28,89,50000.0,5.0,163,16,9956.57,17932.81,1,419.86,419.86,18352.67,3.2,0.2,1991.314,83.972,0.358656,0.008397,0.367053,17,3.4,N,37.484695,126.990071,199010.049997,542693.698139,199233.656795,542917.304937
G50K_R0028_C0090,서초구,1165010100,방배동,1,28,90,50000.0,5.0,159,13,9720.3,18579.15,0,0.0,0.0,18579.15,2.6,0.0,1944.06,0.0,0.371583,0.0,0.371583,13,2.6,N,37.484695,126.992599,199233.656795,542693.698139,199457.263593,542917.304937
G50K_R0028_C0091,서초구,1165010100,방배동,1,28,91,50000.0,5.0,118,48,39448.29,76355.97,1,243.18,243.18,76599.15,9.6,0.2,7889.658,48.636,1.527119,0.004864,1.531983,49,9.8,N,37.484695,126.995128,199457.263593,542693.698139,199680.870391,542917.304937
G50K_R0028_C0092,서초구,1165010100,방배동,1,28,92,50000.0,5.0,137,7,3932.45,7237.12,0,0.0,0.0,7237.12,1.4,0.0,786.49,0.0,0.144742,0.0,0.144742,7,1.4,N,37.484695,126.997656,199680.870391,542693.698139,199904.477188,542917.304937
G50K_R0028_C0094,서초구,1165010800,서초동,1,28,94,50000.0,5.0,35,1,445.25,1754.52,0,0.0,0.0,1754.52,0.2,0.0,89.05,0.0,0.03509,0.0,0.03509,1,0.2,N,37.484695,127.002712,200128.083986,542693.698139,200351.690784,542917.304937
G50K_R0028_C0095,서초구,1165010800,서초동,1,28,95,50000.0,5.0,43,2,1121.81,1121.81,0,0.0,0.0,1121.81,0.4,0.0,224.362,0.0,0.022436,0.0,0.022436,2,0.4,N,37.484695,127.005241,200351.690784,542693.698139,200575.297582,542917.304937
G50K_R0028_C0096,서초구,1165010800,서초동,1,28,96,50000.0,5.0,32,4,2994.79,8352.5,0,0.0,0.0,8352.5,0.8,0.0,598.958,0.0,0.16705,0.0,0.16705,4,0.8,N,37.484695,127.007769,200575.297582,542693.698139,200798.904379,542917.304937
G50K_R0028_C0097,서초구,1165010800,서초동,1,28,97,50000.0,5.0,58,20,24778.86,47007.62,0,0.0,0.0,47007.62,4.0,0.0,4955.772,0.0,0.940152,0.0,0.940152,20,4.0,N,37.484695,127.010297,200798.904379,542693.698139,201022.511177,542917.304937
G50K_R0028_C0098,서초구,1165010800,서초동,1,28,98,50000.0,5.0,66,36,35131.53,58540.66,4,34947.08,34947.08,93487.74,7.2,0.8,7026.306,6989.416,1.170813,0.698942,1.869755,40,8.0,N,37.484695,127.012825,201022.511177,542693.698139,201246.117975,542917.304937
G50K_R0028_C0099,서초구,1165010800,서초동,1,28,99,50000.0,5.0,32,9,11307.2,18667.15,0,0.0,0.0,18667.15,1.8,0.0,2261.44,0.0,0.373343,0.0,0.373343,9,1.8,N,37.484694,127.015354,201246.117975,542693.698139,201469.724773,542917.304937
G50K_R0028_C0100,서초구,1165010800,서초동,1,28,100,50000.0,5.0,34,12,118098.66,274837.1,0,0.0,0.0,274837.1,2.4,0.0,23619.732,0.0,5.496742,0.0,5.496742,12,2.4,N,37.484694,127.017882,201469.724773,542693.698139,201693.33157,542917.304937
G50K_R0028_C0101,서초구,1165010800,서초동,1,28,101,50000.0,5.0,96,39,30181.3,55393.2,0,0.0,0.0,55393.2,7.8,0.0,6036.26,0.0,1.107864,0.0,1.107864,39,7.8,N,37.484694,127.02041,201693.33157,542693.698139,201916.938368,542917.304937
G50K_R0028_C0102,서초구,1165010800,서초동,1,28,102,50000.0,5.0,54,15,14328.52,23521.75,0,0.0,0.0,23521.75,3.0,0.0,2865.704,0.0,0.470435,0.0,0.470435,15,3.0,N,37.484693,127.022938,201916.938368,542693.698139,202140.545166,542917.304937
G50K_R0028_C0103,서초구,1165010800,서초동,1,28,103,50000.0,5.0,20,2,2059.95,2059.95,1,422.6,422.6,2482.55,0.4,0.2,411.99,84.52,0.041199,0.008452,0.049651,3,0.6,N,37.484693,127.025467,202140.545166,542693.698139,202364.151964,542917.304937
G50K_R0028_C0104,서초구,1165010800,서초동,1,28,104,50000.0,5.0,34,3,80847.329,555504.0,0,0.0,0.0,555504.0,0.6,0.0,16169.4658,0.0,11.11008,0.0,11.11008,3,0.6,N,37.484692,127.027995,202364.151964,542693.698139,202587.758761,542917.304937
G50K_R0028_C0105,서초구,1165010800,서초동,1,28,105,50000.0,5.0,64,30,24318.83,49302.62,1,8996.21,8996.21,58298.83,6.0,0.2,4863.766,1799.242,0.986052,0.179924,1.165977,31,6.2,N,37.484691,127.030523,202587.758761,542693.698139,202811.365559,542917.304937
G50K_R0028_C0106,서초구,1165010800,서초동,2,28,106,50000.0,5.0,38,17,21002.22,42872.16,1,8996.21,8996.21,51868.37,3.4,0.2,4200.444,1799.242,0.857443,0.179924,1.037367,18,3.6,N,37.484691,127.033051,202811.365559,542693.698139,203034.972357,542917.304937
G50K_R0028_C0107,서초구,1165010200,양재동,2,28,107,50000.0,5.0,78,25,35749.62,73634.32,0,0.0,0.0,73634.32,5.0,0.0,7149.924,0.0,1.472686,0.0,1.472686,25,5.0,N,37.48469,127.03558,203034.972357,542693.698139,203258.579155,542917.304937
G50K_R0028_C0108,서초구,1165010200,양재동,2,28,108,50000.0,5.0,109,48,28681.77,52454.66,1,229.95,229.95,52684.61,9.6,0.2,5736.354,45.99,1.049093,0.004599,1.053692,49,9.8,N,37.484689,127.038108,203258.579155,542693.698139,203482.185952,542917.304937
G50K_R0028_C0109,서초구,1165010200,양재동,2,28,109,50000.0,5.0,82,32,29185.87,68548.32,0,0.0,0.0,68548.32,6.4,0.0,5837.174,0.0,1.370966,0.0,1.370966,32,6.4,N,37.484688,127.040636,203482.185952,542693.698139,203705.79275,542917.304937
G50K_R0028_C0110,강남구,1168011800,도곡동,1,28,110,50000.0,5.0,93,50,37163.74,84545.86,0,0.0,0.0,84545.86,10.0,0.0,7432.748,0.0,1.690917,0.0,1.690917,50,10.0,N,37.484687,127.043164,203705.79275,542693.698139,203929.399548,542917.304937
G50K_R0028_C0111,강남구,1168011800,도곡동,1,28,111,50000.0,5.0,86,58,41310.9,83470.53,0,0.0,0.0,83470.53,11.6,0.0,8262.18,0.0,1.669411,0.0,1.669411,58,11.6,N,37.484686,127.045692,203929.399548,542693.698139,204153.006346,542917.304937
G50K_R0028_C0115,강남구,1168010300,개포동,1,28,115,50000.0,5.0,17,2,3317.66,3317.66,0,0.0,0.0,3317.66,0.4,0.0,663.532,0.0,0.066353,0.0,0.066353,2,0.4,N,37.484682,127.055805,204823.826739,542693.698139,205047.433537,542917.304937
G50K_R0028_C0116,강남구,1168010300,개포동,1,28,116,50000.0,5.0,21,3,1775.48,1906.56,0,0.0,0.0,1906.56,0.6,0.0,355.096,0.0,0.038131,0.0,0.038131,3,0.6,N,37.484681,127.058334,205047.433537,542693.698139,205271.040334,542917.304937
G50K_R0028_C0117,강남구,1168010300,개포동,1,28,117,50000.0,5.0,169,3,2108.35,4266.3,0,0.0,0.0,4266.3,0.6,0.0,421.67,0.0,0.085326,0.0,0.085326,3,0.6,N,37.48468,127.060862,205271.040334,542693.698139,205494.647132,542917.304937
G50K_R0028_C0119,강남구,1168010300,개포동,1,28,119,50000.0,5.0,20,1,48.6,48.6,0,0.0,0.0,48.6,0.2,0.0,9.72,0.0,0.000972,0.0,0.000972,1,0.2,N,37.484677,127.065918,205718.25393,542693.698139,205941.860728,542917.304937
G50K_R0028_C0120,강남구,1168010300,개포동,1,28,120,50000.0,5.0,20,2,3758.48,3758.48,0,0.0,0.0,3758.48,0.4,0.0,751.696,0.0,0.07517,0.0,0.07517,2,0.4,N,37.484675,127.068447,205941.860728,542693.698139,206165.467525,542917.304937
G50K_R0028_C0121,강남구,1168010300,개포동,1,28,121,50000.0,5.0,19,1,698.17,698.17,0,0.0,0.0,698.17,0.2,0.0,139.634,0.0,0.013963,0.0,0.013963,1,0.2,N,37.484674,127.070975,206165.467525,542693.698139,206389.074323,542917.304937
