그리드ID,주요구,주요법정동코드,주요법정동명,포함법정동수,그리드행,그리드열,기준면적_m2,기준면적_ha,전체건물수,상가수,상가연면적합계_m2,상가입체화재하중_분자,숙박시설수,숙박연면적합계_m2,숙박입체화재하중_분자,복합입체화재하중_분자,상가수_per_ha,숙박시설수_per_ha,상가연면적_per_ha,숙박연면적_per_ha,상가_입체화재하중밀도,숙박_입체화재하중밀도,복합_입체화재하중밀도,상가숙박_개수,상가숙박_개수_per_ha,건물데이터_0여부,중심위도,중심경도,x_min_EPSG5186,y_min_EPSG5186,x_max_EPSG5186,y_max_EPSG5186
G50K_R0001_C0121,서초구,1165011100,신원동,1,1,121,50000.0,5.0,6,1,215.99,688.0,0,0.0,0.0,688.0,0.2,0.0,43.198,0.0,0.01376,0.0,0.01376,1,0.2,N,37.430276,127.070924,206165.467525,536656.3146,206389.074323,536879.921398
G50K_R0003_C0121,서초구,1165011100,신원동,1,3,121,50000.0,5.0,19,1,149.92,149.92,0,0.0,0.0,149.92,0.2,0.0,29.984,0.0,0.002998,0.0,0.002998,1,0.2,N,37.434306,127.070927,206165.467525,537103.528195,206389.074323,537327.134993
G50K_R0004_C0121,서초구,1165011100,신원동,1,4,121,50000.0,5.0,10,1,257.63,1245.0,0,0.0,0.0,1245.0,0.2,0.0,51.526,0.0,0.0249,0.0,0.0249,1,0.2,N,37.436321,127.070929,206165.467525,537327.134993,206389.074323,537550.741791
G50K_R0007_C0115,서초구,1165010400,원지동,1,7,115,50000.0,5.0,25,10,2097.88,8977.14,0,0.0,0.0,8977.14,2.0,0.0,419.576,0.0,0.179543,0.0,0.179543,10,2.0,N,37.442373,127.055774,204823.826739,537997.955386,205047.433537,538221.562184
G50K_R0007_C0116,서초구,1165010400,원지동,1,7,116,50000.0,5.0,6,2,408.62,2178.72,0,0.0,0.0,2178.72,0.4,0.0,81.724,0.0,0.043574,0.0,0.043574,2,0.4,N,37.442372,127.058301,205047.433537,537997.955386,205271.040334,538221.562184
G50K_R0007_C0118,서초구,1165011100,신원동,1,7,118,50000.0,5.0,6,1,12.89,724536.0,0,0.0,0.0,724536.0,0.2,0.0,2.578,0.0,14.49072,0.0,14.49072,1,0.2,N,37.442369,127.063354,205494.647132,537997.955386,205718.25393,538221.562184
G50K_R0008_C0115,서초구,1165010400,원지동,1,8,115,50000.0,5.0,30,21,6651.21,18393.47,0,0.0,0.0,18393.47,4.2,0.0,1330.242,0.0,0.367869,0.0,0.367869,21,4.2,N,37.444388,127.055776,204823.826739,538221.562184,205047.433537,538445.168982
G50K_R0008_C0116,서초구,1165011100,신원동,2,8,116,50000.0,5.0,41,17,4380.61,14273.42,0,0.0,0.0,14273.42,3.4,0.0,876.122,0.0,0.285468,0.0,0.285468,17,3.4,N,37.444386,127.058302,205047.433537,538221.562184,205271.040334,538445.168982
G50K_R0009_C0114,서초구,1165011100,신원동,1,9,114,50000.0,5.0,4,0,0.0,0.0,1,20177.715,20177.715,20177.715,0.0,0.2,0.0,4035.543,0.0,0.403554,0.403554,1,0.2,N,37.446404,127.05325,204600.219941,538445.168982,204823.826739,538668.77578
G50K_R0009_C0115,서초구,1165011100,신원동,1,9,115,50000.0,5.0,10,1,297.46,990.0,0,0.0,0.0,990.0,0.2,0.0,59.492,0.0,0.0198,0.0,0.0198,1,0.2,N,37.446402,127.055777,204823.826739,538445.168982,205047.433537,538668.77578
G50K_R0009_C0116,서초구,1165011100,신원동,1,9,116,50000.0,5.0,62,21,5554.31,17690.3,0,0.0,0.0,17690.3,4.2,0.0,1110.862,0.0,0.353806,0.0,0.353806,21,4.2,N,37.446401,127.058304,205047.433537,538445.168982,205271.040334,538668.77578
G50K_R0010_C0116,서초구,1165011100,신원동,1,10,116,50000.0,5.0,30,4,624.48,2888.0,0,0.0,0.0,2888.0,0.8,0.0,124.896,0.0,0.05776,0.0,0.05776,4,0.8,N,37.448416,127.058306,205047.433537,538668.77578,205271.040334,538892.382577
G50K_R0012_C0112,서초구,1165010400,원지동,1,12,112,50000.0,5.0,23,2,310.92,2977.0,0,0.0,0.0,2977.0,0.4,0.0,62.184,0.0,0.05954,0.0,0.05954,2,0.4,N,37.45245,127.0482,204153.006346,539115.989375,204376.613143,539339.596173
G50K_R0012_C0115,서초구,1165011100,신원동,1,12,115,50000.0,5.0,37,5,1370.6,4143.0,0,0.0,0.0,4143.0,1.0,0.0,274.12,0.0,0.08286,0.0,0.08286,5,1.0,N,37.452447,127.055781,204823.826739,539115.989375,205047.433537,539339.596173
G50K_R0012_C0119,서초구,1165010900,내곡동,1,12,119,50000.0,5.0,43,5,1225.24,3916.38,0,0.0,0.0,3916.38,1.0,0.0,245.048,0.0,0.078328,0.0,0.078328,5,1.0,N,37.452441,127.06589,205718.25393,539115.989375,205941.860728,539339.596173
G50K_R0012_C0123,서초구,1165010900,내곡동,1,12,123,50000.0,5.0,12,2,331.65,1520.0,0,0.0,0.0,1520.0,0.4,0.0,66.33,0.0,0.0304,0.0,0.0304,2,0.4,N,37.452435,127.075999,206612.681121,539115.989375,206836.287919,539339.596173
G50K_R0012_C0125,서초구,1165010900,내곡동,1,12,125,50000.0,5.0,24,2,430.87,1782.0,0,0.0,0.0,1782.0,0.4,0.0,86.174,0.0,0.03564,0.0,0.03564,2,0.4,N,37.452432,127.081053,207059.894716,539115.989375,207283.501514,539339.596173
G50K_R0013_C0112,서초구,1165010400,원지동,1,13,112,50000.0,5.0,27,1,249.04,1032.0,0,0.0,0.0,1032.0,0.2,0.0,49.808,0.0,0.02064,0.0,0.02064,1,0.2,N,37.454465,127.048201,204153.006346,539339.596173,204376.613143,539563.202971
G50K_R0013_C0113,서초구,1165011100,신원동,2,13,113,50000.0,5.0,23,9,1385.6,5565.0,0,0.0,0.0,5565.0,1.8,0.0,277.12,0.0,0.1113,0.0,0.1113,9,1.8,N,37.454464,127.050729,204376.613143,539339.596173,204600.219941,539563.202971
G50K_R0013_C0114,서초구,1165011100,신원동,1,13,114,50000.0,5.0,62,8,1882.01,4218.48,0,0.0,0.0,4218.48,1.6,0.0,376.402,0.0,0.08437,0.0,0.08437,8,1.6,N,37.454462,127.053256,204600.219941,539339.596173,204823.826739,539563.202971
G50K_R0013_C0115,서초구,1165011100,신원동,1,13,115,50000.0,5.0,35,4,537.83,1812.69,0,0.0,0.0,1812.69,0.8,0.0,107.566,0.0,0.036254,0.0,0.036254,4,0.8,N,37.454461,127.055783,204823.826739,539339.596173,205047.433537,539563.202971
G50K_R0013_C0119,서초구,1165010900,내곡동,1,13,119,50000.0,5.0,50,12,5844.67,14692.0,0,0.0,0.0,14692.0,2.4,0.0,1168.934,0.0,0.29384,0.0,0.29384,12,2.4,N,37.454456,127.065892,205718.25393,539339.596173,205941.860728,539563.202971
G50K_R0013_C0120,서초구,1165010900,내곡동,1,13,120,50000.0,5.0,17,3,994.13,2583.0,0,0.0,0.0,2583.0,0.6,0.0,198.826,0.0,0.05166,0.0,0.05166,3,0.6,N,37.454455,127.068419,205941.860728,539339.596173,206165.467525,539563.202971
G50K_R0013_C0123,서초구,1165010900,내곡동,1,13,123,50000.0,5.0,14,2,427.84,1980.0,0,0.0,0.0,1980.0,0.4,0.0,85.568,0.0,0.0396,0.0,0.0396,2,0.4,N,37.45445,127.076001,206612.681121,539339.596173,206836.287919,539563.202971
G50K_R0013_C0125,서초구,1165010900,내곡동,1,13,125,50000.0,5.0,40,2,423.08,916.62,0,0.0,0.0,916.62,0.4,0.0,84.616,0.0,0.018332,0.0,0.018332,2,0.4,N,37.454447,127.081055,207059.894716,539339.596173,207283.501514,539563.202971
G50K_R0013_C0128,서초구,1165010900,내곡동,1,13,128,50000.0,5.0,3,1,64.0,7682.0,0,0.0,0.0,7682.0,0.2,0.0,12.8,0.0,0.15364,0.0,0.15364,1,0.2,N,37.454441,127.088637,207730.71511,539339.596173,207954.321907,539563.202971
G50K_R0014_C0099,서초구,1165010300,우면동,1,14,99,50000.0,5.0,12,5,7797.28,14595.7,0,0.0,0.0,14595.7,1.0,0.0,1559.456,0.0,0.291914,0.0,0.291914,5,1.0,N,37.456488,127.015348,201246.117975,539563.202971,201469.724773,539786.809768
G50K_R0014_C0113,서초구,1165011100,신원동,1,14,113,50000.0,5.0,13,2,317.97,1437.32,0,0.0,0.0,1437.32,0.4,0.0,63.594,0.0,0.028746,0.0,0.028746,2,0.4,N,37.456478,127.05073,204376.613143,539563.202971,204600.219941,539786.809768
G50K_R0014_C0114,서초구,1165011100,신원동,1,14,114,50000.0,5.0,3,1,228.24,1396.0,0,0.0,0.0,1396.0,0.2,0.0,45.648,0.0,0.02792,0.0,0.02792,1,0.2,N,37.456477,127.053257,204600.219941,539563.202971,204823.826739,539786.809768
G50K_R0014_C0115,서초구,1165011000,염곡동,2,14,115,50000.0,5.0,15,3,453.35,1454.88,0,0.0,0.0,1454.88,0.6,0.0,90.67,0.0,0.029098,0.0,0.029098,3,0.6,N,37.456476,127.055784,204823.826739,539563.202971,205047.433537,539786.809768
G50K_R0014_C0116,서초구,1165011000,염곡동,2,14,116,50000.0,5.0,17,5,3877.79,14791.84,0,0.0,0.0,14791.84,1.0,0.0,775.558,0.0,0.295837,0.0,0.295837,5,1.0,N,37.456475,127.058312,205047.433537,539563.202971,205271.040334,539786.809768
G50K_R0014_C0118,서초구,1165010900,내곡동,1,14,118,50000.0,5.0,30,4,1291.15,2896.0,0,0.0,0.0,2896.0,0.8,0.0,258.23,0.0,0.05792,0.0,0.05792,4,0.8,N,37.456472,127.063366,205494.647132,539563.202971,205718.25393,539786.809768
G50K_R0014_C0119,서초구,1165010900,내곡동,1,14,119,50000.0,5.0,16,2,773.5,1994.04,0,0.0,0.0,1994.04,0.4,0.0,154.7,0.0,0.039881,0.0,0.039881,2,0.4,N,37.456471,127.065894,205718.25393,539563.202971,205941.860728,539786.809768
G50K_R0014_C0120,서초구,1165010900,내곡동,1,14,120,50000.0,5.0,8,2,756.81,1734.0,0,0.0,0.0,1734.0,0.4,0.0,151.362,0.0,0.03468,0.0,0.03468,2,0.4,N,37.456469,127.068421,205941.860728,539563.202971,206165.467525,539786.809768
G50K_R0014_C0121,서초구,1165010900,내곡동,1,14,121,50000.0,5.0,12,2,461.52,1708.0,0,0.0,0.0,1708.0,0.4,0.0,92.304,0.0,0.03416,0.0,0.03416,2,0.4,N,37.456468,127.070948,206165.467525,539563.202971,206389.074323,539786.809768
G50K_R0014_C0123,서초구,1165010900,내곡동,1,14,123,50000.0,5.0,4,1,223.65,512.0,0,0.0,0.0,512.0,0.2,0.0,44.73,0.0,0.01024,0.0,0.01024,1,0.2,N,37.456465,127.076003,206612.681121,539563.202971,206836.287919,539786.809768
G50K_R0014_C0125,서초구,1165010900,내곡동,1,14,125,50000.0,5.0,19,3,391.2,1980.0,0,0.0,0.0,1980.0,0.6,0.0,78.24,0.0,0.0396,0.0,0.0396,3,0.6,N,37.456461,127.081057,207059.894716,539563.202971,207283.501514,539786.809768
G50K_R0014_C0128,서초구,1165010900,내곡동,1,14,128,50000.0,5.0,24,3,391.0,391.0,0,0.0,0.0,391.0,0.6,0.0,78.2,0.0,0.00782,0.0,0.00782,3,0.6,N,37.456456,127.088639,207730.71511,539563.202971,207954.321907,539786.809768
G50K_R0015_C0088,서초구,1165010100,방배동,1,15,88,50000.0,5.0,1,1,6093.19,6093.19,0,0.0,0.0,6093.19,0.2,0.0,1218.638,0.0,0.121864,0.0,0.121864,1,0.2,N,37.458503,126.987547,198786.4432,539786.809768,199010.049997,540010.416566
G50K_R0015_C0097,서초구,1165010300,우면동,1,15,97,50000.0,5.0,9,1,199.2,704.0,0,0.0,0.0,704.0,0.2,0.0,39.84,0.0,0.01408,0.0,0.01408,1,0.2,N,37.458503,127.010293,200798.904379,539786.809768,201022.511177,540010.416566
G50K_R0015_C0098,서초구,1165010300,우면동,1,15,98,50000.0,5.0,61,8,3093.84,9625.0,0,0.0,0.0,9625.0,1.6,0.0,618.768,0.0,0.1925,0.0,0.1925,8,1.6,N,37.458503,127.012821,201022.511177,539786.809768,201246.117975,540010.416566
G50K_R0015_C0099,서초구,1165010300,우면동,1,15,99,50000.0,5.0,28,1,726.47,1716.0,0,0.0,0.0,1716.0,0.2,0.0,145.294,0.0,0.03432,0.0,0.03432,1,0.2,N,37.458503,127.015348,201246.117975,539786.809768,201469.724773,540010.416566
G50K_R0015_C0107,서초구,1165010200,양재동,1,15,107,50000.0,5.0,18,1,18089.92,128379.6,0,0.0,0.0,128379.6,0.2,0.0,3617.984,0.0,2.567592,0.0,2.567592,1,0.2,N,37.458499,127.035567,203034.972357,539786.809768,203258.579155,540010.416566
G50K_R0015_C0112,서초구,1165010400,원지동,2,15,112,50000.0,5.0,68,2,441.27,441.27,0,0.0,0.0,441.27,0.4,0.0,88.254,0.0,0.008825,0.0,0.008825,2,0.4,N,37.458494,127.048204,204153.006346,539786.809768,204376.613143,540010.416566
G50K_R0015_C0115,서초구,1165011000,염곡동,1,15,115,50000.0,5.0,25,4,421.19,2302.0,0,0.0,0.0,2302.0,0.8,0.0,84.238,0.0,0.04604,0.0,0.04604,4,0.8,N,37.458491,127.055786,204823.826739,539786.809768,205047.433537,540010.416566
G50K_R0015_C0116,서초구,1165011000,염곡동,1,15,116,50000.0,5.0,7,1,280.94,1273.56,0,0.0,0.0,1273.56,0.2,0.0,56.188,0.0,0.025471,0.0,0.025471,1,0.2,N,37.45849,127.058313,205047.433537,539786.809768,205271.040334,540010.416566
G50K_R0015_C0121,서초구,1165010900,내곡동,1,15,121,50000.0,5.0,40,11,2857.63,11453.0,0,0.0,0.0,11453.0,2.2,0.0,571.526,0.0,0.22906,0.0,0.22906,11,2.2,N,37.458483,127.07095,206165.467525,539786.809768,206389.074323,540010.416566
G50K_R0015_C0122,서초구,1165010900,내곡동,1,15,122,50000.0,5.0,8,1,209.83,209.83,0,0.0,0.0,209.83,0.2,0.0,41.966,0.0,0.004197,0.0,0.004197,1,0.2,N,37.458481,127.073478,206389.074323,539786.809768,206612.681121,540010.416566
G50K_R0015_C0125,서초구,1165010900,내곡동,1,15,125,50000.0,5.0,11,3,450.04,3196.08,0,0.0,0.0,3196.08,0.6,0.0,90.008,0.0,0.063922,0.0,0.063922,3,0.6,N,37.458476,127.08106,207059.894716,539786.809768,207283.501514,540010.416566
G50K_R0015_C0126,서초구,1165010900,내곡동,1,15,126,50000.0,5.0,13,1,229.51,660.0,0,0.0,0.0,660.0,0.2,0.0,45.902,0.0,0.0132,0.0,0.0132,1,0.2,N,37.458474,127.083587,207283.501514,539786.809768,207507.108312,540010.416566
G50K_R0016_C0088,서초구,1165010100,방배동,1,16,88,50000.0,5.0,4,1,235.2,1480.0,0,0.0,0.0,1480.0,0.2,0.0,47.04,0.0,0.0296,0.0,0.0296,1,0.2,N,37.460518,126.987547,198786.4432,540010.416566,199010.049997,540234.023364
G50K_R0016_C0100,서초구,1165010300,우면동,1,16,100,50000.0,5.0,23,4,598.73,3420.0,0,0.0,0.0,3420.0,0.8,0.0,119.746,0.0,0.0684,0.0,0.0684,4,0.8,N,37.460517,127.017876,201469.724773,540010.416566,201693.33157,540234.023364
G50K_R0016_C0112,서초구,1165011000,염곡동,1,16,112,50000.0,5.0,84,1,21.42,21.42,0,0.0,0.0,21.42,0.2,0.0,4.284,0.0,0.000428,0.0,0.000428,1,0.2,N,37.460509,127.048205,204153.006346,540010.416566,204376.613143,540234.023364
G50K_R0016_C0121,서초구,1165010900,내곡동,1,16,121,50000.0,5.0,22,1,196.56,393.05,0,0.0,0.0,393.05,0.2,0.0,39.312,0.0,0.007861,0.0,0.007861,1,0.2,N,37.460497,127.070952,206165.467525,540010.416566,206389.074323,540234.023364
G50K_R0016_C0122,서초구,1165010900,내곡동,1,16,122,50000.0,5.0,23,3,1119.16,2772.52,0,0.0,0.0,2772.52,0.6,0.0,223.832,0.0,0.05545,0.0,0.05545,3,0.6,N,37.460496,127.073479,206389.074323,540010.416566,206612.681121,540234.023364
G50K_R0016_C0128,서초구,1165010900,내곡동,1,16,128,50000.0,5.0,81,1,166.32,166.32,0,0.0,0.0,166.32,0.2,0.0,33.264,0.0,0.003326,0.0,0.003326,1,0.2,N,37.460485,127.088644,207730.71511,540010.416566,207954.321907,540234.023364
G50K_R0017_C0088,서초구,1165010100,방배동,1,17,88,50000.0,5.0,9,1,547.41,9036.0,0,0.0,0.0,9036.0,0.2,0.0,109.482,0.0,0.18072,0.0,0.18072,1,0.2,N,37.462533,126.987547,198786.4432,540234.023364,199010.049997,540457.630162
G50K_R0017_C0089,서초구,1165010100,방배동,1,17,89,50000.0,5.0,17,4,8995.08,1088915.0,0,0.0,0.0,1088915.0,0.8,0.0,1799.016,0.0,21.7783,0.0,21.7783,4,0.8,N,37.462533,126.990074,199010.049997,540234.023364,199233.656795,540457.630162
G50K_R0017_C0090,서초구,1165010100,방배동,1,17,90,50000.0,5.0,6,1,3204.12,10360.0,0,0.0,0.0,10360.0,0.2,0.0,640.824,0.0,0.2072,0.0,0.2072,1,0.2,N,37.462533,126.992602,199233.656795,540234.023364,199457.263593,540457.630162
G50K_R0017_C0106,서초구,1165010200,양재동,1,17,106,50000.0,5.0,5,4,3028.42,6508.2,1,694.83,694.83,7203.03,0.8,0.2,605.684,138.966,0.130164,0.013897,0.144061,5,1.0,N,37.462529,127.033042,202811.365559,540234.023364,203034.972357,540457.630162
G50K_R0017_C0107,서초구,1165010200,양재동,1,17,107,50000.0,5.0,13,3,40271.57,82974.4,0,0.0,0.0,82974.4,0.6,0.0,8054.314,0.0,1.659488,0.0,1.659488,3,0.6,N,37.462528,127.035569,203034.972357,540234.023364,203258.579155,540457.630162
G50K_R0017_C0108,서초구,1165010200,양재동,1,17,108,50000.0,5.0,8,1,160079.44,611380.0,0,0.0,0.0,611380.0,0.2,0.0,32015.888,0.0,12.2276,0.0,12.2276,1,0.2,N,37.462527,127.038096,203258.579155,540234.023364,203482.185952,540457.630162
G50K_R0017_C0110,서초구,1165010200,양재동,1,17,110,50000.0,5.0,10,1,71591.57,257753.6,0,0.0,0.0,257753.6,0.2,0.0,14318.314,0.0,5.155072,0.0,5.155072,1,0.2,N,37.462525,127.043151,203705.79275,540234.023364,203929.399548,540457.630162
G50K_R0017_C0113,서초구,1165011000,염곡동,1,17,113,50000.0,5.0,78,11,11075.46,16566.13,0,0.0,0.0,16566.13,2.2,0.0,2215.092,0.0,0.331323,0.0,0.331323,11,2.2,N,37.462522,127.050734,204376.613143,540234.023364,204600.219941,540457.630162
G50K_R0017_C0114,서초구,1165011000,염곡동,1,17,114,50000.0,5.0,82,4,1573.56,4271.77,0,0.0,0.0,4271.77,0.8,0.0,314.712,0.0,0.085435,0.0,0.085435,4,0.8,N,37.462521,127.053261,204600.219941,540234.023364,204823.826739,540457.630162
G50K_R0017_C0115,서초구,1165011000,염곡동,1,17,115,50000.0,5.0,37,2,245.9,579.9,0,0.0,0.0,579.9,0.4,0.0,49.18,0.0,0.011598,0.0,0.011598,2,0.4,N,37.46252,127.055789,204823.826739,540234.023364,205047.433537,540457.630162
G50K_R0017_C0125,서초구,1165010900,내곡동,1,17,125,50000.0,5.0,13,4,454.97,717.97,0,0.0,0.0,717.97,0.8,0.0,90.994,0.0,0.014359,0.0,0.014359,4,0.8,N,37.462506,127.081064,207059.894716,540234.023364,207283.501514,540457.630162
G50K_R0017_C0127,서초구,1165010900,내곡동,1,17,127,50000.0,5.0,8,1,377.4,1810.0,0,0.0,0.0,1810.0,0.2,0.0,75.48,0.0,0.0362,0.0,0.0362,1,0.2,N,37.462502,127.086119,207507.108312,540234.023364,207730.71511,540457.630162
G50K_R0017_C0129,서초구,1165010900,내곡동,1,17,129,50000.0,5.0,18,1,165.0,2310.0,0,0.0,0.0,2310.0,0.2,0.0,33.0,0.0,0.0462,0.0,0.0462,1,0.2,N,37.462498,127.091174,207954.321907,540234.023364,208177.928705,540457.630162
G50K_R0017_C0131,강남구,1168011100,세곡동,1,17,131,50000.0,5.0,4,1,218.75,218.75,0,0.0,0.0,218.75,0.2,0.0,43.75,0.0,0.004375,0.0,0.004375,1,0.2,N,37.462494,127.096229,208401.535503,540234.023364,208625.142301,540457.630162
G50K_R0017_C0134,강남구,1168011100,세곡동,1,17,134,50000.0,5.0,19,1,3681.23,5840.1,0,0.0,0.0,5840.1,0.2,0.0,736.246,0.0,0.116802,0.0,0.116802,1,0.2,N,37.462488,127.103811,209072.355896,540234.023364,209295.962694,540457.630162
G50K_R0017_C0135,강남구,1168011100,세곡동,1,17,135,50000.0,5.0,41,4,1301.05,2629.41,0,0.0,0.0,2629.41,0.8,0.0,260.21,0.0,0.052588,0.0,0.052588,4,0.8,N,37.462486,127.106339,209295.962694,540234.023364,209519.569492,540457.630162
G50K_R0017_C0138,강남구,1168011100,세곡동,1,17,138,50000.0,5.0,5,1,65.0,43101.0,0,0.0,0.0,43101.0,0.2,0.0,13.0,0.0,0.86202,0.0,0.86202,1,0.2,N,37.462478,127.113921,209966.783087,540234.023364,210190.389885,540457.630162
G50K_R0018_C0089,서초구,1165010100,방배동,1,18,89,50000.0,5.0,66,2,395.78,395.78,0,0.0,0.0,395.78,0.4,0.0,79.156,0.0,0.007916,0.0,0.007916,2,0.4,N,37.464548,126.990074,199010.049997,540457.630162,199233.656795,540681.236959
G50K_R0018_C0100,서초구,1165010300,우면동,1,18,100,50000.0,5.0,19,2,147.15,1215.0,0,0.0,0.0,1215.0,0.4,0.0,29.43,0.0,0.0243,0.0,0.0243,2,0.4,N,37.464547,127.017877,201469.724773,540457.630162,201693.33157,540681.236959
G50K_R0018_C0101,서초구,1165010300,우면동,1,18,101,50000.0,5.0,51,4,2963.16,5257.98,0,0.0,0.0,5257.98,0.8,0.0,592.632,0.0,0.10516,0.0,0.10516,4,0.8,N,37.464546,127.020405,201693.33157,540457.630162,201916.938368,540681.236959
G50K_R0018_C0102,서초구,1165010300,우면동,1,18,102,50000.0,5.0,28,1,1188.73,1986.0,0,0.0,0.0,1986.0,0.2,0.0,237.746,0.0,0.03972,0.0,0.03972,1,0.2,N,37.464546,127.022932,201916.938368,540457.630162,202140.545166,540681.236959
G50K_R0018_C0103,서초구,1165010300,우면동,1,18,103,50000.0,5.0,162,3,6151.5,11168.0,0,0.0,0.0,11168.0,0.6,0.0,1230.3,0.0,0.22336,0.0,0.22336,3,0.6,N,37.464545,127.02546,202140.545166,540457.630162,202364.151964,540681.236959
G50K_R0018_C0106,서초구,1165010200,양재동,1,18,106,50000.0,5.0,1,0,0.0,0.0,1,72747.99,72747.99,72747.99,0.0,0.2,0.0,14549.598,0.0,1.45496,1.45496,1,0.2,N,37.464543,127.033042,202811.365559,540457.630162,203034.972357,540681.236959
G50K_R0018_C0107,서초구,1165010200,양재동,1,18,107,50000.0,5.0,71,11,8668.71,21274.7,0,0.0,0.0,21274.7,2.2,0.0,1733.742,0.0,0.425494,0.0,0.425494,11,2.2,N,37.464543,127.03557,203034.972357,540457.630162,203258.579155,540681.236959
G50K_R0018_C0109,서초구,1165010200,양재동,1,18,109,50000.0,5.0,11,2,7182.1,351693.6,0,0.0,0.0,351693.6,0.4,0.0,1436.42,0.0,7.033872,0.0,7.033872,2,0.4,N,37.464541,127.040625,203482.185952,540457.630162,203705.79275,540681.236959
G50K_R0018_C0115,서초구,1165011000,염곡동,1,18,115,50000.0,5.0,12,1,49.2,372.0,0,0.0,0.0,372.0,0.2,0.0,9.84,0.0,0.00744,0.0,0.00744,1,0.2,N,37.464535,127.05579,204823.826739,540457.630162,205047.433537,540681.236959
G50K_R0018_C0126,서초구,1165010900,내곡동,1,18,126,50000.0,5.0,29,1,248.4,248.4,0,0.0,0.0,248.4,0.2,0.0,49.68,0.0,0.004968,0.0,0.004968,1,0.2,N,37.464519,127.083594,207283.501514,540457.630162,207507.108312,540681.236959
G50K_R0018_C0128,서초구,1165010900,내곡동,1,18,128,50000.0,5.0,49,1,216.0,1749.0,0,0.0,0.0,1749.0,0.2,0.0,43.2,0.0,0.03498,0.0,0.03498,1,0.2,N,37.464515,127.088649,207730.71511,540457.630162,207954.321907,540681.236959
G50K_R0018_C0135,강남구,1168011100,세곡동,1,18,135,50000.0,5.0,30,4,2726.31,3606.1,0,0.0,0.0,3606.1,0.8,0.0,545.262,0.0,0.072122,0.0,0.072122,4,0.8,N,37.4645,127.106342,209295.962694,540457.630162,209519.569492,540681.236959
G50K_R0018_C0136,강남구,1168011100,세곡동,1,18,136,50000.0,5.0,6,2,814.48,814.48,0,0.0,0.0,814.48,0.4,0.0,162.896,0.0,0.01629,0.0,0.01629,2,0.4,N,37.464498,127.108869,209519.569492,540457.630162,209743.176289,540681.236959
G50K_R0019_C0088,서초구,1165010100,방배동,1,19,88,50000.0,5.0,28,3,697.5,2419.0,0,0.0,0.0,2419.0,0.6,0.0,139.5,0.0,0.04838,0.0,0.04838,3,0.6,N,37.466562,126.987546,198786.4432,540681.236959,199010.049997,540904.843757
G50K_R0019_C0089,서초구,1165010100,방배동,1,19,89,50000.0,5.0,90,5,1422.37,2821.22,0,0.0,0.0,2821.22,1.0,0.0,284.474,0.0,0.056424,0.0,0.056424,5,1.0,N,37.466562,126.990073,199010.049997,540681.236959,199233.656795,540904.843757
G50K_R0019_C0100,서초구,1165010300,우면동,1,19,100,50000.0,5.0,14,1,192.15,744.0,0,0.0,0.0,744.0,0.2,0.0,38.43,0.0,0.01488,0.0,0.01488,1,0.2,N,37.466561,127.017877,201469.724773,540681.236959,201693.33157,540904.843757
G50K_R0019_C0101,서초구,1165010300,우면동,1,19,101,50000.0,5.0,68,7,1587.07,4136.03,0,0.0,0.0,4136.03,1.4,0.0,317.414,0.0,0.082721,0.0,0.082721,7,1.4,N,37.466561,127.020405,201693.33157,540681.236959,201916.938368,540904.843757
G50K_R0019_C0102,서초구,1165010300,우면동,1,19,102,50000.0,5.0,39,2,3467.87,5982.0,0,0.0,0.0,5982.0,0.4,0.0,693.574,0.0,0.11964,0.0,0.11964,2,0.4,N,37.466561,127.022933,201916.938368,540681.236959,202140.545166,540904.843757
G50K_R0019_C0105,서초구,1165010200,양재동,1,19,105,50000.0,5.0,10,1,133.0,74380.5,0,0.0,0.0,74380.5,0.2,0.0,26.6,0.0,1.48761,0.0,1.48761,1,0.2,N,37.466559,127.030516,202587.758761,540681.236959,202811.365559,540904.843757
G50K_R0019_C0107,서초구,1165010200,양재동,1,19,107,50000.0,5.0,48,15,13433.72,28677.32,0,0.0,0.0,28677.32,3.0,0.0,2686.744,0.0,0.573546,0.0,0.573546,15,3.0,N,37.466557,127.035571,203034.972357,540681.236959,203258.579155,540904.843757
G50K_R0019_C0109,서초구,1165010200,양재동,1,19,109,50000.0,5.0,37,5,23403.19,562832.5,0,0.0,0.0,562832.5,1.0,0.0,4680.638,0.0,11.25665,0.0,11.25665,5,1.0,N,37.466556,127.040626,203482.185952,540681.236959,203705.79275,540904.843757
G50K_R0019_C0110,서초구,1165010200,양재동,1,19,110,50000.0,5.0,63,26,18566.22,44342.8,0,0.0,0.0,44342.8,5.2,0.0,3713.244,0.0,0.886856,0.0,0.886856,26,5.2,N,37.466555,127.043154,203705.79275,540681.236959,203929.399548,540904.843757
G50K_R0019_C0111,서초구,1165010200,양재동,2,19,111,50000.0,5.0,16,2,4280.24,24532.8,0,0.0,0.0,24532.8,0.4,0.0,856.048,0.0,0.490656,0.0,0.490656,2,0.4,N,37.466554,127.045681,203929.399548,540681.236959,204153.006346,540904.843757
G50K_R0019_C0129,강남구,1168011100,세곡동,1,19,129,50000.0,5.0,2,1,294.38,294.38,0,0.0,0.0,294.38,0.2,0.0,58.876,0.0,0.005888,0.0,0.005888,1,0.2,N,37.466528,127.091179,207954.321907,540681.236959,208177.928705,540904.843757
