구,동,숙소명,승인연도,소방위험도_점수,주변건물수,집중도,단속위험도,구조노후도,도로폭위험도,위도,경도,x_5181,y_5181,최근접_소화용수_거리등급,업종,건물용도명,총층수,연면적,최종_화재위험점수,cluster_k3,cluster
중구,남산동,오요5,1983,0.1175,1,100.0,2.128231705849268,0.1594,0.12,37.55618747,126.98405523,198591.1337696882,450740.353511948,1,관광숙박업,"숙박시설, 주택",5,6.416732282512326,26.19367205758961,0,0
중구,남산동,오요6(OYO6),2011,0.1086,3,100.0,1.845368919833436,0.1194,0.7,37.55655506,126.98441998,198623.3695299265,450781.1462231749,0,관광숙박업,제2종근린생활시설,6,5.564520407322694,25.99035587407892,0,0
중구,을지로6가,케이스타호텔,1986,0.2954,19,47.4,0.6931471805599453,0.1551,0.85,37.56374548,127.00581237,200513.5241625234,451579.0995727424,1,관광숙박업,"업무시설, 근린생활시설",15,8.649448770536708,33.7478741015637,2,2
중구,주교동,엘림 호스텔,1968,0.3626,34,58.8,0.1177830356563834,0.1808,0.7,37.56629135,127.00045147,200039.88611596063,451861.6454750232,0,관광숙박업,"영업, 관광숙박시설",6,6.7816250018379245,25.829652398489863,0,0
중구,을지로3가,로스터블록,1971,0.0838,37,78.4,0.2993933318726824,0.1766,1.0,37.56339033,126.99268792,199353.9730635688,451539.69135285495,1,관광숙박업,"주택, 점포",3,4.763881877142913,33.102433130029844,2,2
중구,회현동,제이오너 호스텔,2006,0.1506,3,0.0,0.7282385003712154,0.1265,0.08,37.55530397,126.98284082,198483.8116406389,450642.3144308706,2,관광숙박업,숙박시설,4,6.419994928147142,20.84710170061811,1,1
중구,충무로5가,머룸스테이,1955,0.3135,32,62.5,0.5643439291313687,0.4817,0.45,37.56119377,127.00084581,200074.730047434,451295.8742945903,1,관광숙박업,숙박시설,2,3.784189633918261,34.94182814422289,0,0
중구,광희동,STAY ON,1966,0.3318,9,55.6,1.0736109864626924,0.1837,1.0,37.5618116,127.00675249,200596.59939158263,451364.4672266017,1,관광숙박업,영업,6,4.382026634673881,35.09985251680504,2,2
중구,을지로7가,라하 부티크 디디피,2012,0.2597,24,95.8,0.4663738611951568,0.1179,0.85,37.56262124,127.0082658,200730.2962148024,451454.3384028216,0,관광숙박업,"제1종근린생활시설, 업무시설, 관광숙박시설",13,5.796057750765372,27.44713467920295,0,0
중구,회현동,호텔 블리스 I,2025,0.0898,9,88.9,0.5616258388634469,0.1,0.08,37.55681031,126.98310837,198507.482452309,450809.49595476897,2,관광숙박업,관광숙박시설,8,6.955592608396297,25.91619470783464,2,2
중구,서소문동,정동스테이25(JEONGDONG STAY 25),2024,0.3718,2,0.0,1.3293120501244582,0.1011,0.7,37.56106147,126.97459289,197755.19571897227,451281.4936316292,1,관광숙박업,제2종근린생활시설,10,7.207474612044422,27.546979263304657,1,1
중구,소공동,크라운파크 호텔 서울 명동,1971,0.1867,7,71.4,1.3237147044676525,0.1766,0.85,37.56101578,126.9799895,198232.00342930667,451276.3073778232,0,관광숙박업,"업무시설, 근린생활시설, 관광숙박시설",18,9.235910648087712,30.118161918342413,0,0
중구,황학동,호스텔 소우재,1984,0.192,51,82.4,1.6453061451866118,0.158,1.0,37.56418869,127.0203495,201797.8721398109,451628.4694356519,1,관광숙박업,근린생활시설(소매점),4,5.712147390987829,38.72040385274424,2,2
